country,NLD,NLD
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1960-Q1,,22.02823
1960-Q2,,22.54254
1960-Q3,,22.15694
1960-Q4,,22.40353
1961-Q1,2.057127,22.48138
1961-Q2,-1.660569,22.1682
1961-Q3,0.1679022,22.19414
1961-Q4,0.6555677,22.5504
1962-Q1,3.03631,23.16399
1962-Q2,6.67371,23.64764
1962-Q3,9.902733,24.39197
1962-Q4,7.796585,24.30856
1963-Q1,-1.641619,22.78372
1963-Q2,4.960431,24.82067
1963-Q3,4.202309,25.41699
1963-Q4,6.761605,25.95221
1964-Q1,15.43018,26.29929
1964-Q2,6.873051,26.52661
1964-Q3,6.337564,27.02781
1964-Q4,5.237841,27.31155
1965-Q1,6.847701,28.10019
1965-Q2,4.849417,27.81299
1965-Q3,3.831122,28.06328
1965-Q4,5.499011,28.81341
1966-Q1,-0.2520713,28.02935
1966-Q2,3.752719,28.85674
1966-Q3,4.937033,29.44877
1966-Q4,2.540835,29.54551
1967-Q1,6.847093,29.94855
1967-Q2,4.844838,30.2548
1967-Q3,4.44511,30.7578
1967-Q4,5.052886,31.03841
1968-Q1,7.065279,32.0645
1968-Q2,6.098563,32.09991
1968-Q3,4.986114,32.29142
1968-Q4,7.51645,33.3714
1969-Q1,4.456164,33.49334
1969-Q2,5.974732,34.01779
1969-Q3,7.79638,34.80899
1969-Q4,7.439867,35.85419
1970-Q1,5.451396,35.3192
1970-Q2,6.659421,36.28318
1970-Q3,5.829977,36.83834
1970-Q4,4.877153,37.60286
1971-Q1,6.98569,37.78649
1971-Q2,5.037089,38.11079
1971-Q3,4.151754,38.36778
1971-Q4,0.9054898,37.94334
1972-Q1,3.27789,39.02509
1972-Q2,2.870336,39.2047
1972-Q3,2.336629,39.26429
1972-Q4,4.768047,39.7525
1973-Q1,5.081742,41.00824
1973-Q2,4.25639,40.87341
1973-Q3,3.342689,40.57677
1973-Q4,6.05757,42.16054
1974-Q1,3.401067,42.40296
1974-Q2,4.931948,42.88926
1974-Q3,6.531925,43.22722
1974-Q4,1.109599,42.62835
1975-Q1,-1.442402,41.79134
1975-Q2,-1.223999,42.3643
1975-Q3,-1.437768,42.60571
1975-Q4,3.758282,44.23044
1976-Q1,6.036234,44.31396
1976-Q2,4.706246,44.35807
1976-Q3,7.791267,45.92524
1976-Q4,2.073997,45.14778
1977-Q1,3.118296,45.6958
1977-Q2,3.02988,45.70206
1977-Q3,0.3353819,46.07926
1977-Q4,3.080803,46.5387
1978-Q1,2.102772,46.65668
1978-Q2,2.27655,46.74249
1978-Q3,2.38788,47.17958
1978-Q4,3.157531,48.00817
1979-Q1,-2.151423,45.6529
1979-Q2,3.357938,48.31208
1979-Q3,3.158214,48.66961
1979-Q4,2.938,49.41865
1980-Q1,8.186001,49.39005
1980-Q2,0.3385754,48.47565
1980-Q3,-1.067034,48.15029
1980-Q4,-0.3056721,49.26759
1981-Q1,-1.208918,48.79296
1981-Q2,0.6287684,48.78045
1981-Q3,0.3824092,48.33442
1981-Q4,-1.816071,48.37286
1982-Q1,0.06961237,48.82693
1982-Q2,-2.339942,47.63901
1982-Q3,-0.345816,48.16727
1982-Q4,-2.516723,47.15545
