country,NLD,NLD
1983-Q1,-2.619632,47.54784
1983-Q2,2.519842,48.83944
1983-Q3,2.891182,49.55988
1983-Q4,4.361589,49.21217
1984-Q1,5.235455,50.03719
1984-Q2,2.39202,50.00769
1984-Q3,2.007359,50.55472
1984-Q4,2.916977,50.64768
1985-Q1,1.593426,50.83449
1985-Q2,3.65882,51.83738
1985-Q3,1.538217,51.33236
1985-Q4,3.831424,52.58821
1986-Q1,3.632719,52.68117
1986-Q2,3.388282,53.59378
1986-Q3,4.670115,53.72964
1986-Q4,0.8685454,53.04496
1987-Q1,0.9314873,53.17189
1987-Q2,0.8422422,54.04517
1987-Q3,1.740114,54.6646
1987-Q4,3.892493,55.10973
1988-Q1,3.780581,55.18209
1988-Q2,2.881555,55.60251
1988-Q3,2.581953,56.07601
1988-Q4,2.70002,56.59771
1989-Q1,4.122016,57.45671
1989-Q2,4.622085,58.1725
1989-Q3,4.649154,58.68307
1989-Q4,4.51949,59.15563
1990-Q1,4.24738,59.89711
1990-Q2,3.826369,60.3984
1990-Q3,4.325179,61.22122
1990-Q4,4.3122,61.70654
1991-Q1,2.602306,61.45582
1991-Q2,2.943269,62.17609
1991-Q3,1.974937,62.4303
1991-Q4,2.295254,63.12286
1992-Q1,3.439489,63.56958
1992-Q2,1.301652,62.9854
1992-Q3,1.196066,63.17701
1992-Q4,0.4628055,63.415
1993-Q1,0.3712431,63.80558
1993-Q2,1.555324,63.96503
1993-Q3,2.074772,64.48779
1993-Q4,1.060812,64.08772
1994-Q1,1.945325,65.04681
1994-Q2,2.861043,65.7951
1994-Q3,2.800755,66.29393
1994-Q4,4.421994,66.92167
1995-Q1,3.582238,67.37694
1995-Q2,3.207608,67.90554
1995-Q3,3.235806,68.43908
1995-Q4,2.995966,68.92662
1996-Q1,2.720294,69.20979
1996-Q2,3.057057,69.98145
1996-Q3,3.68528,70.96125
1996-Q4,3.683802,71.46574
1997-Q1,4.386117,72.24541
1997-Q2,4.309995,72.99765
1997-Q3,4.364193,74.05814
1997-Q4,4.956983,75.00829
1998-Q1,5.224916,76.02017
1998-Q2,4.885898,76.56424
1998-Q3,4.266446,77.21778
1998-Q4,3.887742,77.92442
1999-Q1,4.213417,79.22322
1999-Q2,4.624423,80.1049
1999-Q3,5.167646,81.20812
1999-Q4,5.680132,82.35062
2000-Q1,4.594874,82.86343
2000-Q2,4.598909,83.78885
2000-Q3,4.0293,84.48025
2000-Q4,3.919383,85.57825
2001-Q1,3.388347,85.67113
2001-Q2,2.763485,86.10434
2001-Q3,2.099587,86.25398
2001-Q4,1.114656,86.53217
2002-Q1,0.3887326,86.00416
2002-Q2,0.2315102,86.30368
2002-Q3,0.2129756,86.43768
2002-Q4,0.04030027,86.56703
2003-Q1,0.6719314,86.58205
2003-Q2,-0.02389915,86.28306
2003-Q3,-0.09033127,86.3596
2003-Q4,0.294489,86.82197
2004-Q1,1.184842,87.60791
2004-Q2,2.019592,88.02562
2004-Q3,2.081438,88.15712
2004-Q4,1.759175,88.34931
2005-Q1,1.171868,88.63456
2005-Q2,1.40011,89.25808
2005-Q3,2.60858,90.45677
2005-Q4,3.030957,91.02715
2006-Q1,3.340164,91.5951
2006-Q2,4.154503,92.96631
2006-Q3,3.389041,93.52238
2006-Q4,3.588307,94.29348
2007-Q1,4.125437,95.37379
2007-Q2,3.114535,95.86177
2007-Q3,3.646875,96.93303
2007-Q4,4.190193,98.24456
2008-Q1,3.3474,98.56634
2008-Q2,3.327803,99.05186
2008-Q3,2.061055,98.93088
2008-Q4,0.03402885,98.27799
2009-Q1,-3.875672,94.74623
2009-Q2,-4.344448,94.7486
2009-Q3,-3.843695,95.12827
2009-Q4,-2.62188,95.70126
2010-Q1,0.8172215,95.52052
2010-Q2,1.257219,95.9398
2010-Q3,1.298674,96.36368
2010-Q4,1.828138,97.45081
2011-Q1,2.609628,98.01324
2011-Q2,2.069855,97.92562
2011-Q3,1.621273,97.92599
2011-Q4,-0.1186702,97.33516
2012-Q1,-0.8985431,97.13255
2012-Q2,-0.7593371,97.18204
2012-Q3,-1.185685,96.7649
2012-Q4,-1.281522,96.08779
2013-Q1,-0.7561789,96.39806
2013-Q2,-0.9859524,96.22387
2013-Q3,0.04054004,96.80413
2013-Q4,1.384967,97.41858
2014-Q1,0.9628262,97.32621
2014-Q2,1.737787,97.89603
2014-Q3,1.380761,98.14076
2014-Q4,1.64364,99.01979
2015-Q1,2.34588,99.60936
2015-Q2,2.063627,99.91624
2015-Q3,2.159635,100.2602
2015-Q4,1.269355,100.2767
2016-Q1,1.594989,101.1981
2016-Q2,1.521454,101.4364
2016-Q3,2.302514,102.5688
2016-Q4,3.142358,103.4277
2017-Q1,2.739482,103.9704
2017-Q2,3.399632,104.8849
2017-Q3,2.989705,105.6353
2017-Q4,2.90757,106.435
2018-Q1,2.828787,106.9115
2018-Q2,2.586905,107.5982
2018-Q3,2.10642,107.8604
2018-Q4,1.756371,108.3044
2019-Q1,2.01182,109.0624
2019-Q2,1.786018,109.5199
2019-Q3,1.938608,109.9514
2019-Q4,1.921385,110.3853
2020-Q1,-0.284025,108.7526
2020-Q2,-8.549608,100.1564
2020-Q3,-3.138405,106.5006
2020-Q4,-3.535842,106.4823
2021-Q1,-2.083023,106.4873
2021-Q2,10.27594,110.4484
2021-Q3,5.550912,112.4124
2021-Q4,6.208051,113.0928
2022-Q1,6.542742,113.4545
2022-Q2,5.190687,116.1814
2022-Q3,3.13126,115.9323
