country,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
1984-08,99.9977,99.64677,100.5699,100.4774,1.539039,58.42244,100.0983,100.036,58.09135
1984-09,99.98357,99.94339,100.5861,100.4909,1.44678,58.52876,100.2819,100.2458,58.18775
1984-10,99.99138,100.104,100.6013,100.5037,1.357354,58.63626,100.3932,100.3731,58.28578
1984-11,100.0384,100.26,100.6084,100.5096,1.267745,58.74064,100.4217,100.4056,58.38544
1984-12,100.1554,100.2683,100.6111,100.5119,1.217014,58.84416,100.3787,100.3565,58.48673
1985-01,100.2226,100.1307,100.6058,100.5075,1.235104,58.94461,100.3027,100.2696,58.58965
1985-02,100.2429,99.98499,100.5901,100.4943,1.335745,59.04057,100.2393,100.1972,58.69421
1985-03,100.2663,99.89785,100.5704,100.4777,1.508635,59.1358,100.2245,100.1802,58.80042
1985-04,100.3113,99.8765,100.552,100.4623,1.708746,59.23341,100.2664,100.2282,58.90826
1985-05,100.3413,99.8791,100.5379,100.4505,1.893683,59.33523,100.3562,100.3308,59.01777
1985-06,100.3016,99.89356,100.5288,100.4428,2.031887,59.44159,100.4742,100.4657,59.12894
1985-07,100.289,99.9925,100.5296,100.4435,2.106122,59.55551,100.5926,100.601,59.24176
1985-08,100.3569,100.1271,100.5283,100.4424,2.13529,59.66983,100.6825,100.7037,59.35627
1985-09,100.4575,100.2773,100.5175,100.4334,2.138666,59.78027,100.7203,100.747,59.47247
1985-10,100.5613,100.3939,100.4817,100.4033,2.117512,59.87741,100.6968,100.7201,59.59036
1985-11,100.6038,100.4593,100.4133,100.3459,2.071695,59.95675,100.6145,100.626,59.70998
1985-12,100.5808,100.5812,100.3253,100.2721,2.010506,60.02599,100.4894,100.483,59.83134
1986-01,100.5056,100.7938,100.2347,100.196,1.954727,60.09518,100.3567,100.3313,59.95449
1986-02,100.3858,100.9928,100.1463,100.1218,1.911867,60.16737,100.2547,100.2148,60.07944
1986-03,100.2744,101.1254,100.0677,100.0558,1.882867,60.247,100.2096,100.1632,60.20625
1986-04,100.2257,101.2216,99.99974,99.99879,1.863505,60.33476,100.2173,100.1721,60.33492
1986-05,100.2076,101.2994,99.9229,99.9343,1.830916,60.41888,100.2583,100.2189,60.4655
1986-06,100.2206,101.4226,99.84316,99.86737,1.790667,60.50298,100.3068,100.2743,60.59802
1986-07,100.1981,101.5455,99.74497,99.78496,1.721918,60.57763,100.3387,100.3108,60.73252
1986-08,100.0997,101.6589,99.62122,99.68109,1.629745,60.63847,100.3294,100.3001,60.86903
1986-09,99.98006,101.6855,99.48232,99.56451,1.531959,60.69176,100.2531,100.2129,61.00758
1986-10,99.87669,101.674,99.33128,99.43774,1.447389,60.73932,100.0853,100.0211,61.14823
1986-11,99.82372,101.6374,99.17949,99.31034,1.39509,60.78811,99.81433,99.7114,61.291
1986-12,99.72098,101.5846,99.05089,99.2024,1.386276,60.85286,99.46023,99.30664,61.43596
1987-01,99.55107,101.4605,98.96456,99.12994,1.423634,60.94547,99.09888,98.8936,61.58313
1987-02,99.44692,101.2758,98.95345,99.12062,1.535852,61.08651,98.81944,98.57419,61.73257
1987-03,99.4631,101.1737,99.00899,99.16724,1.707045,61.27105,98.68307,98.4183,61.88433
1987-04,99.51585,101.1157,99.10705,99.24954,1.911673,61.48446,98.67623,98.41048,62.03843
1987-05,99.55444,101.0611,99.22462,99.34822,2.146114,61.71264,98.75185,98.49692,62.19488
1987-06,99.61404,100.9671,99.34381,99.44826,2.38609,61.94454,98.85979,98.6203,62.3537
1987-07,99.73008,100.8819,99.43101,99.52145,2.613042,62.15919,98.97099,98.74741,62.5149
1987-08,99.86705,100.8661,99.48475,99.56655,2.832711,62.35551,99.06821,98.85854,62.67847
1987-09,99.95479,100.9437,99.49947,99.5789,3.028654,62.52985,99.13629,98.93636,62.84441
1987-10,99.97431,100.8305,99.46955,99.55379,3.191844,62.67845,99.15333,98.95583,63.0127
1987-11,99.9169,100.5467,99.42412,99.51566,3.340312,62.81948,99.10239,98.89761,63.18334
1987-12,99.8467,100.2995,99.41647,99.50925,3.504149,62.98661,98.98668,98.76534,63.3563
1988-01,99.88778,100.1735,99.48971,99.57071,3.707951,63.20737,98.84896,98.60793,63.53157
1988-02,100.0481,100.1857,99.63794,99.69512,3.911083,63.47844,98.74377,98.48769,63.7091
1988-03,100.2488,100.2969,99.83352,99.85928,4.093378,63.78252,98.71142,98.45071,63.88888
1988-04,100.4219,100.399,100.0441,100.036,4.246082,64.09908,98.74973,98.4945,64.07085
1988-05,100.579,100.4152,100.236,100.1971,4.358329,64.4066,98.83625,98.5934,64.25494
1988-06,100.7438,100.4081,100.39,100.3264,4.428716,64.69246,98.94487,98.71755,64.44112
1988-07,100.8539,100.4298,100.4969,100.4161,4.482845,64.95047,99.05855,98.8475,64.6293
1988-08,100.9586,100.5865,100.5776,100.4838,4.543714,65.1938,99.16703,98.9715,64.8194
1988-09,101.0397,100.7867,100.6274,100.5256,4.612268,65.4192,99.26388,99.0822,65.01134
1988-10,101.093,100.9485,100.6499,100.5445,4.698099,65.62881,99.34372,99.17346,65.20503
1988-11,101.1186,100.9724,100.6616,100.5543,4.787671,65.83309,99.40129,99.23927,65.40038
1988-12,101.1259,100.9235,100.6544,100.5483,4.816641,66.02656,99.43148,99.27378,65.59728
1989-01,101.1547,100.8172,100.6341,100.5312,4.745824,66.21284,99.43078,99.27297,65.79563
1989-02,101.2211,100.7627,100.6255,100.524,4.607188,66.40809,99.39809,99.23561,65.99532
1989-03,101.3121,100.8019,100.6363,100.533,4.437972,66.61742,99.33756,99.16642,66.19623
1989-04,101.4016,100.906,100.6632,100.5556,4.26858,66.83861,99.26352,99.08179,66.39825
1989-05,101.5111,101.0512,100.696,100.5831,4.123011,67.06476,99.19421,99.00256,66.60124
1989-06,101.5624,101.2489,100.728,100.61,4.014197,67.29141,99.14644,98.94796,66.80509
1989-07,101.549,101.3623,100.7417,100.6215,3.933137,67.50666,99.12994,98.92909,67.00965
1989-08,101.5314,101.3683,100.7423,100.622,3.863481,67.7137,99.15071,98.95284,67.21478
1989-09,101.5459,101.3981,100.7455,100.6247,3.82596,67.92294,99.21212,99.02304,67.42031
1989-10,101.6097,101.4045,100.7634,100.6398,3.829,68.14239,99.31313,99.1385,67.6261
1989-11,101.6714,101.4395,100.8107,100.6794,3.870653,68.38187,99.4489,99.29369,67.83197
1989-12,101.6762,101.5323,100.8876,100.7439,3.959445,68.64162,99.6084,99.47601,68.03775
1990-01,101.6686,101.5397,100.9842,100.825,4.079134,68.91489,99.76948,99.66013,68.24326
1990-02,101.7049,101.4175,101.1005,100.9227,4.204087,69.20158,99.91145,99.82241,68.44831
1990-03,101.8146,101.3086,101.2397,101.0395,4.329477,69.50382,100.0276,99.95518,68.65272
1990-04,101.8816,101.3591,101.3886,101.1645,4.445163,69.81245,100.139,100.0825,68.85629
1990-05,101.8981,101.443,101.5264,101.2802,4.540408,70.11297,100.2777,100.2411,69.05882
1990-06,101.9442,101.5153,101.6317,101.3685,4.600001,70.39028,100.4708,100.4618,69.26014
1990-07,102.0664,101.527,101.6904,101.4178,4.627662,70.63422,100.7218,100.7487,69.46004
1990-08,102.1843,101.3726,101.6737,101.4037,4.588486,70.82417,101.0228,101.0927,69.65833
1990-09,102.2848,101.0892,101.5592,101.3077,4.443534,70.94401,101.3615,101.4799,69.8548
1990-10,102.2575,100.8957,101.3542,101.1356,4.18761,70.99787,101.7255,101.896,70.04928
1990-11,102.0759,100.8247,101.0808,100.9062,3.828815,71.00076,102.0974,102.3211,70.24157
1990-12,101.6599,100.7051,100.7642,100.6404,3.393007,70.96975,102.4472,102.721,70.4315
1991-01,101.0576,100.4054,100.4351,100.3642,2.922312,70.92616,102.7255,103.0391,70.61889
1991-02,100.5805,100.069,100.143,100.119,2.467647,70.90485,102.8813,103.2171,70.80359
1991-03,100.2442,99.85716,99.92918,99.93957,2.067974,70.9352,102.8858,103.2222,70.98547
1991-04,100.0591,99.92204,99.80611,99.83627,1.74909,71.02641,102.7648,103.0839,71.16439
1991-05,99.96705,99.96649,99.75086,99.7899,1.50825,71.16254,102.5701,102.8614,71.34027
1991-06,99.89816,99.71603,99.735,99.77659,1.337638,71.32351,102.3598,102.621,71.51302
1991-07,99.78055,99.23842,99.7352,99.77676,1.227446,71.49275,102.1845,102.4207,71.68256
1991-08,99.64442,99.02161,99.75164,99.79055,1.206382,71.67041,102.0824,102.304,71.84885
1991-09,99.54041,99.12909,99.77583,99.81085,1.288072,71.8504,102.0722,102.2923,72.01183
1991-10,99.48811,99.32072,99.79388,99.826,1.452382,72.02272,102.1411,102.371,72.17148
1991-11,99.42774,99.46285,99.78093,99.81514,1.653003,72.16931,102.2583,102.505,72.32776
1991-12,99.35445,99.54739,99.72897,99.77153,1.857632,72.28422,102.3833,102.6478,72.48067
1992-01,99.27316,99.45391,99.63767,99.6949,2.035445,72.36703,102.47,102.747,72.6302
1992-02,99.1547,99.26758,99.51005,99.58778,2.139474,72.41981,102.478,102.7561,72.77637
1992-03,99.0405,98.89349,99.3438,99.44824,2.124973,72.44073,102.3849,102.6497,72.91923
1992-04,98.92659,98.54962,99.14127,99.27826,1.981303,72.43144,102.2066,102.4459,73.05882
1992-05,98.83089,98.45105,98.90238,99.07776,1.731845,72.39181,101.9734,102.1794,73.19521
1992-06,98.70786,98.63628,98.62186,98.84231,1.400569,72.31792,101.7147,101.8836,73.32849
1992-07,98.4621,98.85508,98.28664,98.56096,0.9982449,72.20014,101.4461,101.5766,73.45876
1992-08,98.02449,98.88147,97.8996,98.23611,0.528083,72.0405,101.1734,101.2649,73.58611
1992-09,97.50421,98.65909,97.49416,97.89581,0.03313182,71.86359,100.8967,100.9486,73.71067
1992-10,96.99325,98.27482,97.1139,97.57665,-0.4281618,71.70168,100.6153,100.6269,73.83257
1992-11,96.67641,97.79784,96.80997,97.32156,-0.7791688,71.59283,100.3299,100.3007,73.95192
1992-12,96.59196,97.43394,96.61309,97.15632,-0.9809529,71.56023,100.0457,99.97584,74.06887
1993-01,96.5851,97.25505,96.5068,97.06711,-1.049945,71.59219,99.77562,99.66715,74.18357
1993-02,96.55646,97.21817,96.47726,97.04231,-1.002924,71.67888,99.53568,99.39288,74.29614
1993-03,96.55109,97.2101,96.52186,97.07974,-0.839769,71.81876,99.33933,99.16844,74.40674
1993-04,96.55261,97.3718,96.63063,97.17104,-0.5722618,72.00479,99.19028,98.99808,74.5155
1993-05,96.60581,97.45483,96.78767,97.30286,-0.2157192,72.22542,99.08687,98.87986,74.62254
1993-06,96.70963,97.42631,96.98187,97.46584,0.22474,72.47261,99.02306,98.80693,74.728
1993-07,96.79913,97.405,97.20499,97.65311,0.7551961,72.74043,98.9865,98.76514,74.832
1993-08,96.95818,97.49818,97.45175,97.86022,1.369071,73.02513,98.96629,98.74204,74.93465
1993-09,97.14239,97.51633,97.70277,98.07091,2.013448,73.31233,98.959,98.7337,75.03608
1993-10,97.36007,97.33994,97.96004,98.28683,2.645352,73.60361,98.97358,98.75037,75.13637
1993-11,97.57007,97.24626,98.24887,98.52926,3.236407,73.91816,99.02216,98.80591,75.23563
1993-12,97.75713,97.2233,98.58839,98.81422,3.77195,74.27054,99.10933,98.90554,75.33395
1994-01,97.9916,97.23599,98.98711,99.14888,4.276303,74.66738,99.21898,99.03088,75.43142
1994-02,98.26571,97.42165,99.44656,99.53449,4.764359,75.1101,99.32855,99.15613,75.52811
1994-03,98.55228,97.86642,99.93768,99.94671,5.207283,75.57696,99.42159,99.26247,75.62408
1994-04,98.83537,98.51554,100.4258,100.3564,5.578562,76.04184,99.50043,99.3526,75.71942
1994-05,99.06989,99.20759,100.8771,100.7352,5.859672,76.47916,99.57669,99.43977,75.81419
1994-06,99.27367,99.77285,101.2754,101.0695,6.04583,76.87661,99.66271,99.53809,75.90846
1994-07,99.46876,100.0887,101.6133,101.353,6.138438,77.22839,99.76323,99.65299,76.00227
1994-08,99.71215,100.2427,101.9011,101.5946,6.154514,77.54234,99.87582,99.78168,76.0957
1994-09,100.0062,100.3315,102.136,101.7918,6.112499,77.81618,99.9902,99.91243,76.18879
1994-10,100.2896,100.3645,102.2902,101.9212,5.982044,78.02861,100.0868,100.0228,76.28159
1994-11,100.4952,100.1945,102.3398,101.9628,5.712188,78.16118,100.146,100.0906,76.37417
1994-12,100.6182,99.94397,102.2738,101.9074,5.272908,78.20525,100.1593,100.1057,76.46656
1995-01,100.6513,99.77337,102.1019,101.7632,4.667617,78.16804,100.1421,100.086,76.55884
1995-02,100.614,99.70945,101.8647,101.564,3.938784,78.08033,100.118,100.0585,76.65105
1995-03,100.4845,99.81611,101.5928,101.3359,3.150175,77.96564,100.1049,100.0436,76.74326
1995-04,100.2952,99.93246,101.3148,101.1026,2.367082,77.84579,100.1015,100.0396,76.83553
1995-05,100.1454,100.007,101.1098,100.9304,1.701982,77.78161,100.0959,100.0333,76.92789
1995-06,99.98029,100.0577,100.9137,100.7659,1.105183,77.72419,100.074,100.0082,77.02044
1995-07,99.79887,100.0405,100.7272,100.6094,0.5828727,77.674,100.0271,99.95464,77.11321
1995-08,99.64376,99.91288,100.5319,100.4455,0.1050439,77.61694,99.95018,99.86668,77.20626
1995-09,99.51276,99.76671,100.3203,100.2678,-0.3339755,77.54722,99.84116,99.74206,77.29966
1995-10,99.43191,99.57216,100.0911,100.0755,-0.7093928,77.464,99.70289,99.58401,77.39346
1995-11,99.3051,99.28567,99.84995,99.87306,-0.9941359,77.37145,99.54409,99.4025,77.48773
1995-12,99.07709,98.8912,99.60419,99.66679,-1.1713,77.27544,99.38237,99.21764,77.58251
1996-01,98.77815,98.47585,99.37856,99.47742,-1.226335,77.19515,99.24877,99.06493,77.67787
1996-02,98.48251,98.26025,99.2146,99.33981,-1.156806,77.16302,99.17465,98.9802,77.77386
1996-03,98.279,98.2664,99.13447,99.27255,-0.9695843,77.19653,99.17672,98.98257,77.87052
1996-04,98.21504,98.26505,99.13542,99.27335,-0.694012,77.29379,99.23778,99.05237,77.96788
1996-05,98.2422,98.22943,99.19371,99.32227,-0.4302843,77.43654,99.32684,99.15416,78.06598
1996-06,98.31536,98.22165,99.29218,99.40492,-0.1335524,77.61156,99.41479,99.25471,78.16483
1996-07,98.44759,98.27499,99.42219,99.51404,0.1870995,77.81225,99.4881,99.33849,78.26447
1996-08,98.60183,98.38249,99.56563,99.63443,0.5317418,78.0245,99.54153,99.39957,78.36489
1996-09,98.76967,98.42452,99.70816,99.75406,0.8936452,78.23713,99.57203,99.43443,78.46613
1996-10,98.92264,98.34867,99.83257,99.85847,1.256812,78.43662,99.57376,99.43642,78.56818
1996-11,99.0202,98.2236,99.92724,99.93794,1.604253,78.6138,99.54343,99.40173,78.67104
1996-12,99.13816,98.10406,100.0111,100.0083,1.94743,78.78345,99.48742,99.33772,78.77473
1997-01,99.31242,98.04095,100.1036,100.086,2.280882,78.96098,99.43123,99.27349,78.87925
1997-02,99.468,97.9709,100.2042,100.1704,2.561043,79.1459,99.40436,99.24277,78.98459
1997-03,99.59641,98.04772,100.3211,100.2685,2.772516,79.34468,99.42531,99.26672,79.09074
1997-04,99.70562,98.19492,100.4476,100.3747,2.910784,79.55222,99.4844,99.33427,79.1977
1997-05,99.80882,98.31641,100.5625,100.4712,2.978191,79.75157,99.56073,99.42152,79.30544
1997-06,99.97942,98.34098,100.6778,100.5679,3.004523,79.95223,99.63614,99.50771,79.41394
1997-07,100.1657,98.4074,100.7837,100.6568,2.988768,80.1464,99.70792,99.58978,79.52318
1997-08,100.3251,98.57157,100.8803,100.7378,2.949708,80.33409,99.78127,99.67361,79.63311
1997-09,100.4723,98.75922,100.9604,100.8051,2.894843,80.50957,99.86179,99.76565,79.74371
1997-10,100.5786,98.90845,101.0058,100.8432,2.823294,80.65813,99.94797,99.86415,79.85497
1997-11,100.659,98.93533,101.0122,100.8485,2.742547,80.77621,100.0324,99.96068,79.96681
1997-12,100.7482,98.91055,100.9945,100.8337,2.648361,80.87565,100.1027,100.041,80.07923
1998-01,100.7963,98.89828,100.9601,100.8048,2.528038,80.96208,100.142,100.086,80.19218
1998-02,100.7911,98.96189,100.9212,100.7722,2.394682,81.04536,100.1354,100.0784,80.30561
1998-03,100.7803,99.15702,100.877,100.7351,2.239317,81.12479,100.0768,100.0114,80.41949
1998-04,100.6887,99.33381,100.8048,100.6745,2.045677,81.18193,99.98065,99.90152,80.5338
1998-05,100.5641,99.55502,100.6925,100.5802,1.823443,81.20697,99.86803,99.77278,80.64849
1998-06,100.4455,99.88095,100.5411,100.4531,1.561571,81.20051,99.7557,99.64438,80.76353
1998-07,100.3008,100.2441,100.3491,100.292,1.268549,81.16124,99.64655,99.51962,80.87888
1998-08,100.1096,100.4297,100.1245,100.1035,0.9521362,81.09536,99.53864,99.39627,80.9945
1998-09,99.86749,100.5753,99.89824,99.9136,0.6503093,81.0278,99.43392,99.27657,81.11034
1998-10,99.61316,100.7357,99.6907,99.7394,0.4013589,80.97513,99.34687,99.17707,81.22636
1998-11,99.42429,100.7758,99.52293,99.5986,0.2301698,80.95446,99.29455,99.11726,81.34252
1998-12,99.26155,100.6895,99.3989,99.49449,0.1256919,80.96909,99.28545,99.10686,81.45874
1999-01,99.07545,100.5976,99.32101,99.42912,0.08327122,81.0211,99.30592,99.13025,81.57497
1999-02,98.89868,100.4894,99.29298,99.40559,0.09449651,81.11356,99.33588,99.1645,81.69113
1999-03,98.79782,100.2763,99.32256,99.43042,0.1680051,81.25296,99.36231,99.19472,81.80715
1999-04,98.76869,100.0529,99.41042,99.50417,0.3270259,81.43996,99.39209,99.22875,81.92295
1999-05,98.81379,99.90821,99.56551,99.63434,0.5926249,81.682,99.44122,99.28491,82.03844
1999-06,98.94797,99.86105,99.77467,99.80989,0.9512061,81.96842,99.52396,99.37949,82.15353
1999-07,99.11816,99.90925,100.0079,100.0056,1.374617,82.2746,99.64049,99.51269,82.26813
1999-08,99.31541,99.96172,100.2641,100.2207,1.854688,82.59969,99.78517,99.67806,82.38213
1999-09,99.51018,100.0394,100.5303,100.4441,2.347489,82.93294,99.95238,99.86919,82.49543
1999-10,99.71297,100.1653,100.7927,100.6643,2.817995,83.26272,100.1404,100.0841,82.60792
1999-11,99.93204,100.2867,101.0285,100.8623,3.221293,83.57027,100.3478,100.3212,82.71948
1999-12,100.1464,100.4181,101.2296,101.031,3.544009,83.8485,100.5692,100.5742,82.83003
2000-01,100.3094,100.5379,101.4043,101.1777,3.791328,84.10417,100.7883,100.8247,82.93944
2000-02,100.4746,100.65,101.5796,101.3248,3.986146,84.35945,100.984,101.0484,83.0476
2000-03,100.6209,100.7204,101.7561,101.4729,4.120396,84.61465,101.1358,101.2219,83.15443
2000-04,100.7218,100.7763,101.9369,101.6247,4.196599,84.87246,101.2317,101.3316,83.25981
2000-05,100.7983,100.8549,102.1056,101.7663,4.188846,85.11901,101.2662,101.371,83.36367
2000-06,100.8416,100.7751,102.2379,101.8773,4.086572,85.33379,101.2426,101.344,83.46593
2000-07,100.9005,100.7676,102.3334,101.9575,3.921573,85.5165,101.1795,101.2719,83.56652
2000-08,100.9565,100.6928,102.3644,101.9835,3.66751,85.64355,101.1038,101.1854,83.66538
2000-09,100.9698,100.4696,102.3133,101.9406,3.321344,85.70018,101.0465,101.1198,83.76247
2000-10,100.9646,100.342,102.1679,101.8186,2.885754,85.67568,101.0392,101.1115,83.85773
2000-11,100.8979,100.4123,101.9234,101.6133,2.379439,85.56582,101.1052,101.1869,83.95113
2000-12,100.7707,100.5196,101.5776,101.3231,1.808773,85.36849,101.2464,101.3484,84.04263
2001-01,100.5773,100.6103,101.1636,100.9756,1.198097,85.11115,101.4253,101.5528,84.13222
2001-02,100.2798,100.6115,100.7145,100.5987,0.5537508,84.82164,101.5897,101.7408,84.21986
2001-03,99.93186,100.5704,100.2624,100.2192,-0.09285127,84.52673,101.6957,101.8619,84.30555
2001-04,99.58878,100.4038,99.82451,99.85172,-0.7275347,84.2412,101.7312,101.9025,84.38929
2001-05,99.33907,100.093,99.41045,99.50419,-1.325054,83.9731,101.7017,101.8688,84.4711
2001-06,99.15526,99.73485,99.01657,99.1736,-1.866022,83.71951,101.6204,101.7758,84.551
2001-07,99.02622,99.4887,98.6595,98.87391,-2.334721,83.49459,101.5034,101.6421,84.62904
2001-08,98.7894,99.34038,98.35243,98.61617,-2.692502,83.3097,101.3648,101.4837,84.70528
2001-09,98.47081,99.29079,98.10806,98.41108,-2.911256,83.17579,101.2151,101.3125,84.77976
2001-10,98.24054,99.21689,97.97028,98.29543,-2.936437,83.13031,101.0604,101.1357,84.85258
2001-11,98.20375,99.05526,97.97256,98.29735,-2.729876,83.20203,100.9062,100.9594,84.92381
2001-12,98.31447,98.89531,98.12041,98.42144,-2.281821,83.396,100.7604,100.7928,84.99353
2002-01,98.42405,98.75757,98.37607,98.63602,-1.657632,83.6805,100.6378,100.6527,85.06185
2002-02,98.61599,98.67693,98.68916,98.8988,-0.9362716,84.01297,100.5538,100.5567,85.12888
2002-03,98.82669,98.6488,98.98119,99.14391,-0.2254872,84.32673,100.5179,100.5156,85.1947
2002-04,98.98177,98.59473,99.19255,99.3213,0.397487,84.57101,100.5236,100.5221,85.25944
2002-05,99.07841,98.56302,99.30218,99.41331,0.9005349,84.72779,100.5554,100.5584,85.3232
2002-06,99.08898,98.57195,99.30802,99.41822,1.283485,84.79525,100.5926,100.601,85.3861
2002-07,99.04014,98.62239,99.23255,99.35487,1.550617,84.79249,100.6114,100.6225,85.44826
2002-08,98.96713,98.55466,99.10502,99.24783,1.716735,84.7445,100.5879,100.5957,85.5098
2002-09,98.9275,98.34306,98.95222,99.11959,1.794975,84.67425,100.5025,100.4981,85.57084
2002-10,98.93336,97.83784,98.79688,98.9892,1.762658,84.60126,100.3473,100.3206,85.63152
2002-11,98.93246,97.20674,98.66493,98.87846,1.611578,84.54794,100.1248,100.0663,85.69198
2002-12,98.88437,96.86529,98.575,98.80299,1.355852,84.53039,99.85166,99.75407,85.75236
2003-01,98.84341,96.84298,98.53217,98.76704,1.04077,84.5532,99.56695,99.42863,85.81279
2003-02,98.83096,96.91393,98.52708,98.76276,0.7092457,84.60859,99.31574,99.14148,85.87343
2003-03,98.77084,97.09828,98.55955,98.79002,0.4407201,84.69657,99.13413,98.93389,85.93441
2003-04,98.70109,97.36133,98.64141,98.85872,0.3062061,84.82755,99.03203,98.81718,85.99587
2003-05,98.64651,97.65909,98.78914,98.98271,0.3422898,85.01588,99.00424,98.78542,86.05793
2003-06,98.64156,97.98193,99.01875,99.17542,0.566765,85.27564,99.03569,98.82137,86.1207
2003-07,98.71452,98.21012,99.30283,99.41386,0.9299995,85.58344,99.10094,98.89595,86.1843
2003-08,98.91593,98.21261,99.61032,99.67194,1.372154,85.91272,99.17318,98.97853,86.24881
2003-09,99.15184,98.17464,99.9046,99.91894,1.829826,86.23199,99.23067,99.04424,86.31433
2003-10,99.35756,98.19277,100.1645,100.1371,2.258634,86.52309,99.26271,99.08086,86.38096
2003-11,99.5079,98.23624,100.3606,100.3017,2.60168,86.76053,99.26662,99.08533,86.44876
2003-12,99.58733,98.16709,100.4755,100.3981,2.821369,86.92925,99.24654,99.06238,86.51782
2004-01,99.67409,98.1184,100.5254,100.44,2.928039,87.04313,99.21399,99.02518,86.58822
2004-02,99.7435,98.19927,100.5393,100.4517,2.960611,87.1274,99.18076,98.9872,86.66001
2004-03,99.804,98.19851,100.5344,100.4475,2.936285,87.19672,99.15252,98.95491,86.73325
2004-04,99.8863,98.15542,100.5232,100.4381,2.85563,87.26218,99.12241,98.92049,86.80801
2004-05,99.93602,98.13055,100.4992,100.418,2.695182,87.31809,99.07853,98.87033,86.88432
2004-06,99.97758,98.15299,100.4613,100.3862,2.437835,87.3634,99.01133,98.79352,86.96223
2004-07,100.0645,98.16857,100.4167,100.3488,2.120114,87.40447,98.92194,98.69134,87.04176
2004-08,100.1439,98.22819,100.3608,100.3019,1.769827,87.43732,98.81701,98.5714,87.12294
2004-09,100.1927,98.29981,100.2891,100.2417,1.419713,87.45794,98.70518,98.44357,87.20579
2004-10,100.2081,98.28549,100.1951,100.1628,1.084193,87.46062,98.59441,98.31696,87.29031
2004-11,100.1943,98.31386,100.0872,100.0722,0.8005791,87.45267,98.49252,98.20049,87.3765
2004-12,100.1704,98.46698,99.97571,99.97862,0.595475,87.4431,98.40742,98.10323,87.46435
2005-01,100.0904,98.67536,99.862,99.88318,0.4532611,87.433,98.34675,98.03387,87.55383
2005-02,99.92582,98.73726,99.74019,99.78094,0.3386801,87.41719,98.31752,98.00046,87.6449
2005-03,99.73392,98.70445,99.62562,99.68478,0.2500846,87.40903,98.32411,98.008,87.73751
2005-04,99.61117,98.66702,99.54843,99.62,0.2048797,87.43498,98.36378,98.05334,87.8316
2005-05,99.56872,98.65198,99.52834,99.60313,0.2291592,87.51237,98.43066,98.12978,87.92709
2005-06,99.60822,98.62241,99.57698,99.64396,0.3357302,87.65151,98.51726,98.22876,88.02387
2005-07,99.74083,98.62663,99.69399,99.74216,0.5169973,87.85219,98.61392,98.33926,88.12186
2005-08,99.90081,98.73192,99.86101,99.88235,0.7591236,88.0983,98.71319,98.45273,88.22091
2005-09,100.0708,98.86704,100.0743,100.0613,1.062878,88.38651,98.81332,98.56719,88.32092
2005-10,100.2158,99.02357,100.3145,100.263,1.415607,88.69984,98.92162,98.69097,88.42172
2005-11,100.3121,99.19736,100.5633,100.4718,1.790421,89.02187,99.05017,98.83791,88.52319
2005-12,100.4488,99.48128,100.8187,100.6862,2.174874,89.35073,99.21104,99.02181,88.62515
2006-01,100.6377,99.81467,101.0602,100.8889,2.547096,89.66818,99.40988,99.24909,88.72746
2006-02,100.8288,99.96777,101.2655,101.0612,2.890254,89.95408,99.64718,99.52033,88.8299
2006-03,101.0147,100.0324,101.4201,101.1909,3.173786,90.19526,99.91682,99.82854,88.93233
2006-04,101.2034,100.1157,101.5191,101.274,3.361263,90.38702,100.2017,100.1542,89.03453
2006-05,101.3264,100.1984,101.5622,101.3102,3.431556,90.52883,100.4826,100.4753,89.13633
2006-06,101.4251,100.1287,101.5671,101.3143,3.390021,90.63596,100.7461,100.7765,89.23754
2006-07,101.5161,99.97992,101.5524,101.302,3.256079,90.72484,100.9928,101.0585,89.33797
2006-08,101.6331,99.83322,101.5468,101.2972,3.077904,90.8208,101.2275,101.3268,89.43743
2006-09,101.818,99.71513,101.5698,101.3165,2.879522,90.94126,101.4506,101.5817,89.53576
2006-10,102.0039,99.64865,101.6292,101.3664,2.688629,91.09309,101.6501,101.8098,89.63279
2006-11,102.1232,99.73293,101.7233,101.4454,2.522314,91.27467,101.8109,101.9937,89.72836
2006-12,102.1325,99.92231,101.8287,101.5339,2.35909,91.46492,101.9254,102.1244,89.82231
2007-01,102.058,100.1528,101.9299,101.6188,2.204037,91.6498,102.007,102.2177,89.91454
2007-02,101.9506,100.4595,102.0209,101.6952,2.073666,91.82384,102.0771,102.2979,90.0049
2007-03,101.8903,100.7841,102.0993,101.761,1.979624,91.98463,102.1538,102.3856,90.09332
2007-04,101.8823,101.1286,102.1577,101.81,1.919419,92.12548,102.2417,102.486,90.17968
2007-05,101.9058,101.3836,102.1881,101.8356,1.885283,92.23904,102.338,102.5961,90.26393
2007-06,101.922,101.4056,102.1705,101.8207,1.839927,92.30698,102.4388,102.7113,90.34601
2007-07,101.8859,101.2222,102.0981,101.76,1.758308,92.32313,102.5436,102.8311,90.42587
2007-08,101.8233,100.8755,101.9949,101.6733,1.635773,92.30891,102.6534,102.9567,90.50349
2007-09,101.7504,100.5484,101.8876,101.5833,1.479815,92.28869,102.7685,103.0881,90.57889
2007-10,101.689,100.298,101.7934,101.5042,1.299837,92.27778,102.8854,103.2218,90.65206
