country,ISL,ISL,ISL,ISL,ISL,ISL,ISL
2004-05,98.53249,99.36439,6.908831,77.51458,99.01643,97.7142,78.66905
2004-06,98.63364,99.40813,6.870642,77.92146,99.12363,97.96284,79.00089
2004-07,98.78103,99.47187,6.878016,78.36825,99.22056,98.18766,79.33532
2004-08,98.97404,99.55534,6.942705,78.85471,99.29686,98.36464,79.6721
2004-09,99.20527,99.65533,7.05023,79.37508,99.34456,98.47527,80.01096
2004-10,99.46124,99.76603,7.174335,79.91869,99.36382,98.51993,80.3516
2004-11,99.75288,99.89215,7.325042,80.49432,99.36221,98.51621,80.69373
2004-12,100.0786,100.033,7.501931,81.10078,99.35444,98.49818,81.03707
2005-01,100.4279,100.1841,7.699187,81.72955,99.36219,98.51616,81.38131
2005-02,100.7496,100.3232,7.880194,82.33875,99.40501,98.61547,81.72612
2005-03,101.0319,100.4453,8.053268,82.91808,99.4909,98.81469,82.07116
2005-04,101.2785,100.5519,8.218988,83.46978,99.60854,99.08752,82.41605
2005-05,101.5031,100.6491,8.372361,84.00438,99.73641,99.38412,82.76039
2005-06,101.7184,100.7421,8.483315,84.53178,99.8536,99.65593,83.10375
2005-07,101.9367,100.8366,8.541199,85.06184,99.95026,99.88013,83.44573
2005-08,102.1587,100.9326,8.547259,85.59462,100.0241,100.0514,83.7859
2005-09,102.3928,101.0338,8.518654,86.13677,100.0771,100.1742,84.12386
2005-10,102.6458,101.1432,8.477479,86.69379,100.1124,100.2562,84.45917
2005-11,102.9275,101.265,8.422171,87.27369,100.1349,100.3085,84.7914
2005-12,103.2077,101.3862,8.322687,87.85056,100.1516,100.3472,85.12014
2006-01,103.4087,101.4731,8.109579,88.35747,100.1725,100.3955,85.44495
2006-02,103.4688,101.4991,7.774809,88.74043,100.2065,100.4743,85.7654
2006-03,103.3788,101.4602,7.322259,88.98956,100.2577,100.5933,86.08104
2006-04,103.2133,101.3887,6.826064,89.16748,100.3217,100.7415,86.39143
2006-05,103.0881,101.3345,6.391345,89.37339,100.3901,100.9002,86.69611
2006-06,103.065,101.3245,6.067782,89.66098,100.4566,101.0544,86.99462
2006-07,103.1594,101.3653,5.857434,90.04428,100.5218,101.2057,87.28653
2006-08,103.3693,101.4561,5.756557,90.52193,100.591,101.3663,87.5714
2006-09,103.6643,101.5837,5.724727,91.06787,100.6719,101.5539,87.84879
2006-10,104.0136,101.7347,5.722682,91.65499,100.7722,101.7866,88.11828
2006-11,104.3947,101.8995,5.717377,92.26346,100.899,102.0807,88.37946
2006-12,104.8116,102.0798,5.743821,92.89653,101.0575,102.4481,88.63193
2007-01,105.2627,102.2749,5.879599,93.55254,101.2492,102.8929,88.87527
2007-02,105.7277,102.476,6.166982,94.21304,101.4722,103.4101,89.10911
2007-03,106.1724,102.6683,6.582234,94.84705,101.7194,103.9835,89.33307
2007-04,106.5841,102.8464,7.037508,95.44265,101.9776,104.5824,89.54679
2007-05,106.9889,103.0214,7.439719,96.02252,102.2322,105.1727,89.74995
2007-06,107.3966,103.1977,7.73345,96.59486,102.4716,105.7281,89.94224
2007-07,107.812,103.3774,7.906722,97.16383,102.693,106.2416,90.12341
2007-08,108.1766,103.535,7.903331,97.67617,102.896,106.7125,90.29327
2007-09,108.4663,103.6603,7.732336,98.10954,103.0779,107.1343,90.45164
2007-10,108.6667,103.747,7.413957,98.45026,103.2282,107.483,90.5984
2007-11,108.7224,103.7711,6.919518,98.64764,103.335,107.7306,90.73347
2007-12,108.5768,103.7081,6.19281,98.64944,103.391,107.8606,90.85683
2008-01,108.2302,103.5583,5.240838,98.45547,103.4013,107.8844,90.96853
2008-02,107.6952,103.3269,4.100902,98.07661,103.3752,107.8239,91.06869
2008-03,107.0204,103.035,2.857275,97.5571,103.3192,107.694,91.15747
2008-04,106.2447,102.6996,1.560949,96.93246,103.2305,107.4883,91.23508
2008-05,105.4016,102.335,0.2197377,96.23352,103.1033,107.1931,91.30179
2008-06,104.48,101.9364,-1.184396,95.4508,102.9355,106.804,91.35792
2008-07,103.4672,101.4985,-2.66641,94.57304,102.7364,106.3422,91.40385
2008-08,102.4085,101.0406,-4.129756,93.64238,102.5163,105.8317,91.44004
2008-09,101.3265,100.5727,-5.533924,92.68024,102.2771,105.277,91.46695
2008-10,100.2771,100.1189,-6.817289,91.73862,102.0035,104.6424,91.48508
2008-11,99.29783,99.69537,-7.901996,90.85251,101.6785,103.8886,91.49496
2008-12,98.41215,99.31235,-8.722902,90.04434,101.2994,103.0092,91.49718
2009-01,97.61214,98.96638,-9.291286,89.30769,100.8931,102.0669,91.49239
2009-02,96.90405,98.66016,-9.612452,88.64905,100.499,101.1529,91.48127
2009-03,96.30676,98.40186,-9.707742,88.0865,100.1524,100.3489,91.46451
2009-04,95.83788,98.19909,-9.589802,87.63683,99.86781,99.68887,91.44279
2009-05,95.50756,98.05624,-9.272856,87.30992,99.64461,99.1712,91.41676
2009-06,95.30101,97.96691,-8.75632,87.09283,99.4707,98.76785,91.38709
2009-07,95.17309,97.91159,-8.065951,86.94482,99.3308,98.44334,91.35442
2009-08,95.09506,97.87785,-7.263982,86.84022,99.20678,98.15569,91.31937
2009-09,95.06897,97.86656,-6.364732,86.78139,99.08307,97.86876,91.28256
2009-10,95.09531,97.87796,-5.416778,86.76934,98.94751,97.55436,91.24461
2009-11,95.15798,97.90506,-4.471671,86.78989,98.79688,97.205,91.2061
2009-12,95.23981,97.94044,-3.57208,86.82789,98.63832,96.83723,91.16764
2010-01,95.32522,97.97738,-2.729875,86.8697,98.49091,96.49532,91.12982
2010-02,95.43196,98.02354,-1.936863,86.93204,98.37583,96.22842,91.09322
2010-03,95.57668,98.08613,-1.19877,87.03055,98.30641,96.06741,91.05835
2010-04,95.76095,98.16582,-0.5359972,87.1671,98.28033,96.0069,91.02573
2010-05,95.98576,98.26304,0.03788229,87.34299,98.28611,96.02032,90.99578
2010-06,96.21899,98.3639,0.5012942,87.52941,98.31148,96.07915,90.96896
2010-07,96.39322,98.43925,0.8287992,87.66542,98.3511,96.17106,90.94564
2010-08,96.49211,98.48201,1.032244,87.73662,98.40248,96.29023,90.92622
2010-09,96.54445,98.50465,1.138687,87.76955,98.46155,96.42723,90.91103
2010-10,96.59545,98.5267,1.194343,87.80566,98.51804,96.55827,90.90041
2010-11,96.65443,98.55221,1.225731,87.85369,98.56229,96.66089,90.89465
2010-12,96.73259,98.58601,1.262547,87.92413,98.59196,96.72971,90.89401
2011-01,96.82491,98.62593,1.31572,88.01266,98.61893,96.79227,90.89878
2011-02,96.93893,98.67524,1.373935,88.12643,98.66042,96.88848,90.90923
2011-03,97.10398,98.74662,1.449821,88.29234,98.73001,97.04989,90.92556
2011-04,97.33733,98.84753,1.559357,88.52634,98.82829,97.27783,90.94799
2011-05,97.60088,98.96151,1.66132,88.79404,98.9472,97.55365,90.97668
2011-06,97.85124,99.06978,1.744255,89.05615,99.07391,97.84752,91.01177
2011-07,98.07816,99.16791,1.868567,89.30351,99.19424,98.12661,91.05341
2011-08,98.27225,99.25185,2.041405,89.52768,99.29432,98.35874,91.10169
2011-09,98.44083,99.32475,2.239832,89.73545,99.36226,98.51632,91.15674
2011-10,98.59527,99.39153,2.427629,89.93726,99.39011,98.58091,91.21864
2011-11,98.73521,99.45205,2.594323,90.1329,99.37557,98.54719,91.28751
2011-12,98.85582,99.50421,2.72273,90.31807,99.32419,98.42802,91.36343
2012-01,98.98167,99.55864,2.843488,90.51529,99.25197,98.26051,91.44652
2012-02,99.12411,99.62024,2.960154,90.73511,99.17863,98.09043,91.53687
2012-03,99.2735,99.68484,3.031407,90.96883,99.12119,97.95719,91.63457
2012-04,99.42133,99.74877,3.030121,91.2088,99.08744,97.87891,91.73968
2012-05,99.54155,99.80077,2.969914,91.43115,99.07922,97.85983,91.85224
2012-06,99.64516,99.84557,2.908046,91.64594,99.0951,97.89668,91.97231
2012-07,99.74198,99.88744,2.865193,91.86223,99.13271,97.9839,92.09986
2012-08,99.83323,99.9269,2.852102,92.0811,99.18895,98.11434,92.23492
2012-09,99.91573,99.96258,2.857491,92.29963,99.25995,98.27903,92.37747
2012-10,99.96857,99.98544,2.847712,92.49841,99.34064,98.46616,92.52749
2012-11,99.98405,99.99212,2.815,92.67014,99.42589,98.66389,92.68493
2012-12,99.96342,99.9832,2.765474,92.81579,99.51157,98.86264,92.84975
2013-01,99.89536,99.95377,2.661739,92.92458,99.59544,99.05717,93.02192
2013-02,99.78985,99.90814,2.502205,93.00549,99.67612,99.24427,93.20135
2013-03,99.64652,99.84616,2.296454,93.05789,99.75209,99.42049,93.388
2013-04,99.50108,99.78326,2.089806,93.11489,99.82073,99.57969,93.58179
2013-05,99.39244,99.73627,1.948701,93.21287,99.87923,99.71539,93.78266
2013-06,99.32561,99.70738,1.866669,93.35667,99.92571,99.82318,93.99052
2013-07,99.28761,99.69094,1.820103,93.53422,99.9603,99.90342,94.20532
2013-08,99.2703,99.68346,1.799335,93.73795,99.98266,99.95527,94.42698
2013-09,99.25984,99.67893,1.793263,93.9548,99.98946,99.97105,94.6554
2013-10,99.261,99.67944,1.828005,94.18929,99.97217,99.93093,94.89053
2013-11,99.27934,99.68737,1.917061,94.44669,99.92274,99.81629,95.13227
2013-12,99.32369,99.70655,2.068277,94.73547,99.83966,99.62359,95.38054
2014-01,99.37371,99.72818,2.272559,95.03634,99.73415,99.37886,95.63529
2014-02,99.39908,99.73915,2.488786,95.32019,99.62355,99.12235,95.89645
2014-03,99.38966,99.73508,2.707074,95.57704,99.52505,98.89388,96.16397
2014-04,99.346,99.71619,2.891248,95.80707,99.44944,98.71853,96.43777
2014-05,99.27934,99.68737,3.012326,96.02074,99.40112,98.60644,96.71775
2014-06,99.19401,99.65047,3.069193,96.22197,99.37754,98.55177,97.00381
2014-07,99.11845,99.61779,3.104629,96.43811,99.36837,98.53049,97.29582
2014-08,99.07417,99.59864,3.149342,96.69008,99.36115,98.51373,97.59364
2014-09,99.06564,99.59496,3.222387,96.98239,99.34673,98.48029,97.89709
2014-10,99.09068,99.60578,3.316474,97.31305,99.32457,98.42889,98.20605
2014-11,99.14531,99.6294,3.421631,97.67831,99.30051,98.37309,98.52035
2014-12,99.21867,99.66113,3.517242,98.06755,99.28461,98.3362,98.83981
2015-01,99.31179,99.7014,3.625416,98.4818,99.28905,98.34652,99.16426
2015-02,99.42123,99.74873,3.77409,98.91766,99.32276,98.42472,99.4935
2015-03,99.54296,99.80138,3.96959,99.37106,99.3857,98.57069,99.8273
2015-04,99.67646,99.85911,4.210825,99.84134,99.46255,98.74892,100.1654
2015-05,99.83232,99.92651,4.497228,100.339,99.53233,98.91078,100.5076
2015-06,100.0098,100.0033,4.823565,100.8633,99.57767,99.01593,100.8534
2015-07,100.1939,100.0829,5.14409,101.399,99.59395,99.05369,101.2028
2015-08,100.3692,100.1587,5.419531,101.9302,99.58499,99.03293,101.5553
2015-09,100.5251,100.2261,5.633324,102.4457,99.55899,98.97261,101.9106
2015-10,100.6569,100.2831,5.782756,102.9404,99.52471,98.89312,102.2686
2015-11,100.7607,100.328,5.867458,103.4095,99.4931,98.8198,102.6288
2015-12,100.8382,100.3615,5.900638,103.8542,99.47887,98.78679,102.9909
2016-01,100.9029,100.3895,5.895606,104.2879,99.50212,98.84071,103.3547
2016-02,100.9533,100.4113,5.854157,104.7085,99.58035,99.02215,103.7197
2016-03,100.9974,100.4304,5.789165,105.1238,99.71981,99.34561,104.0856
2016-04,101.0324,100.4455,5.698081,105.5304,99.90849,99.78323,104.4521
2016-05,101.0504,100.4533,5.561678,105.9195,100.1232,100.2811,104.8185
2016-06,101.07,100.4617,5.400067,106.31,100.3382,100.7799,105.1846
2016-07,101.1184,100.4827,5.257666,106.7302,100.534,101.234,105.5498
2016-08,101.206,100.5206,5.161154,107.191,100.6955,101.6086,105.9137
2016-09,101.3332,100.5756,5.12185,107.6928,100.811,101.8765,106.2759
2016-10,101.4843,100.6409,5.12762,108.2188,100.8715,102.0168,106.636
2016-11,101.6336,100.7055,5.156171,108.7415,100.8738,102.0222,106.9936
2016-12,101.7516,100.7565,5.175029,109.2286,100.825,101.909,107.3483
2017-01,101.8317,100.7911,5.163198,109.6725,100.7468,101.7275,107.6998
2017-02,101.8767,100.8106,5.125651,110.0754,100.6656,101.5391,108.0477
2017-03,101.8876,100.8153,5.05489,110.4377,100.6028,101.3936,108.3917
2017-04,101.8705,100.8079,4.960559,110.7653,100.5656,101.3074,108.7315
2017-05,101.8472,100.7979,4.873367,111.0814,100.5532,101.2786,109.0667
2017-06,101.8204,100.7863,4.777134,111.3886,100.5627,101.3006,109.3971
2017-07,101.8027,100.7786,4.656592,111.7002,100.5947,101.3749,109.7222
2017-08,101.802,100.7783,4.509496,112.0248,100.6505,101.5043,110.0419
2017-09,101.8251,100.7883,4.3429,112.3698,100.7286,101.6854,110.3557
2017-10,101.8703,100.8078,4.171437,112.7331,100.8214,101.9007,110.6634
2017-11,101.928,100.8328,4.011942,113.1042,100.9188,102.1266,110.9647
2017-12,101.9966,100.8625,3.892921,113.4808,101.0115,102.3416,111.2594
2018-01,102.0449,100.8834,3.78916,113.8282,101.0945,102.5341,111.5471
2018-02,102.0409,100.8816,3.665234,114.11,101.1655,102.6987,111.8276
2018-03,101.9715,100.8516,3.507177,114.311,101.2228,102.8317,112.1008
2018-04,101.8281,100.7896,3.300121,114.4207,101.2645,102.9284,112.3665
2018-05,101.6498,100.7125,3.061778,114.4825,101.2897,102.9869,112.6244
2018-06,101.462,100.6313,2.815418,114.5246,101.3007,103.0124,112.8744
2018-07,101.2652,100.5462,2.549265,114.5477,101.3052,103.0229,113.1165
2018-08,101.0751,100.464,2.271332,114.5692,101.3125,103.0397,113.3506
2018-09,100.9015,100.3889,1.985061,114.6004,101.3296,103.0794,113.5766
2018-10,100.7482,100.3226,1.696792,114.646,101.3578,103.1447,113.7945
2018-11,100.6096,100.2627,1.410379,114.6994,101.3936,103.2278,114.0043
2018-12,100.4736,100.2038,1.115674,114.7469,101.4303,103.3129,114.206
2019-01,100.3373,100.1449,0.8411574,114.7856,101.4588,103.3789,114.3997
2019-02,100.1926,100.0823,0.6100869,114.8061,101.4699,103.4047,114.5854
2019-03,100.0218,100.0085,0.4176233,114.7883,101.4573,103.3755,114.7633
2019-04,99.83247,99.92657,0.2798731,114.7409,101.42,103.2891,114.9334
2019-05,99.64478,99.84541,0.1788593,114.6872,101.361,103.1522,115.0961
2019-06,99.47493,99.77195,0.1062133,114.6462,101.2856,102.9773,115.2514
2019-07,99.34386,99.71527,0.08273905,114.6425,101.2006,102.7802,115.3997
2019-08,99.24504,99.67254,0.086981,114.6689,101.1103,102.5707,115.5412
2019-09,99.16978,99.63998,0.1006707,114.7158,101.0127,102.3442,115.6762
2019-10,99.09238,99.60651,0.09419737,114.7539,100.8957,102.0731,115.805
2019-11,99.00342,99.56805,0.06392376,114.7727,100.7459,101.7256,115.928
2019-12,98.89355,99.52053,0.01271028,114.7615,100.5564,101.286,116.0455
2020-01,98.77464,99.46911,-0.04454979,114.7345,100.3357,100.7741,116.1578
2020-02,98.65281,99.41642,-0.0931448,114.6992,100.0988,100.2247,116.2655
2020-03,96.89512,98.6563,-1.770665,112.7558,99.85848,99.66724,116.3689
2020-04,94.50166,97.62123,-4.075471,110.0647,96.97295,92.97461,116.4685
2020-05,94.35392,97.55733,-4.101564,109.9833,95.5533,89.68189,116.5646
2020-06,94.57304,97.6521,-3.767736,110.3267,96.14801,91.06124,116.6576
2020-07,95.54726,98.0734,-2.697894,111.5496,96.68918,92.31642,116.748
2020-08,95.67321,98.12787,-2.518494,111.781,97.29445,93.72028,116.8362
2020-09,95.18449,97.91653,-2.984519,111.2921,97.78034,94.84724,116.9225
2020-10,95.03471,97.85175,-3.099186,111.1975,98.18602,95.78818,117.0073
2020-11,95.07556,97.86942,-3.004175,111.3247,98.40827,96.30365,117.0908
2020-12,95.23548,97.93858,-2.763076,111.5905,98.39571,96.27454,117.1733
2021-01,95.12402,97.89037,-2.786224,111.5377,98.42771,96.34874,117.2551
2021-02,95.47951,98.04411,-2.325278,112.0321,98.50587,96.53001,117.3363
2021-03,95.62548,98.10723,-0.4213519,112.2807,98.62698,96.81093,117.4172
2021-04,96.1032,98.31382,2.593413,112.9191,98.77711,97.15916,117.4978
2021-05,96.78326,98.60792,3.466644,113.796,98.93908,97.5348,117.5782
2021-06,97.35847,98.85667,3.828464,114.5505,99.09941,97.90668,117.6585
2021-07,97.81235,99.05296,3.239332,115.163,99.25536,98.26839,117.7387
2021-08,98.44598,99.32697,3.763704,115.9881,99.4101,98.62727,117.819
2021-09,98.95456,99.54691,4.829274,116.6667,99.5679,98.99329,117.8993
2021-10,99.23045,99.66623,5.282657,117.0717,99.72933,99.3677,117.9796
2021-11,99.4024,99.74059,5.416361,117.3544,99.89296,99.74722,118.06
2021-12,99.48237,99.77517,,,,,
2022-01,99.51192,99.78795,,,,,
2022-02,99.49782,99.78185,,,,,
2022-03,99.50648,99.78559,,,,,
