country,DNK,DNK
subject,BSCICP03,CSCICP03
measure,,
unit,Index,Index
powercode,Units,Units
reference_period,,
time,,
1974-01,,96.97668
1974-02,,97.1073
1974-03,,97.21009
1974-04,,97.30082
1974-05,,97.33603
1974-06,,97.32436
1974-07,,97.29127
1974-08,,97.29081
1974-09,,97.2366
1974-10,,97.10438
1974-11,,96.98613
1974-12,,96.81837
1975-01,,96.70235
1975-02,,96.8698
1975-03,,97.39495
1975-04,,98.2291
1975-05,,98.87743
1975-06,,99.38306
1975-07,,99.88066
1975-08,,100.2929
1975-09,,100.6408
1975-10,,101.0357
1975-11,,101.3312
1975-12,,101.5366
1976-01,,101.7229
1976-02,,101.8179
1976-03,,101.6219
1976-04,,101.1162
1976-05,,100.6596
1976-06,,100.2818
1976-07,,99.93817
1976-08,,99.68523
1976-09,,99.41851
1976-10,,99.12532
1976-11,,98.94955
1976-12,,98.87877
1977-01,,98.92004
1977-02,,98.96861
1977-03,,98.96874
1977-04,,98.86508
1977-05,,98.80458
1977-06,,98.83609
1977-07,,98.97088
1977-08,,99.15112
1977-09,,99.31715
1977-10,,99.42918
1977-11,,99.50331
1977-12,,99.49953
1978-01,,99.44953
1978-02,,99.46059
1978-03,,99.56345
1978-04,,99.70132
1978-05,,99.82906
1978-06,,99.97724
1978-07,,100.1244
1978-08,,100.2511
1978-09,,100.3944
1978-10,,100.5213
1978-11,,100.5877
1978-12,,100.6134
1979-01,,100.6154
1979-02,,100.5829
1979-03,,100.4743
1979-04,,100.2505
1979-05,,99.98328
1979-06,,99.67503
1979-07,,99.32391
1979-08,,99.03015
1979-09,,98.74109
1979-10,,98.34293
1979-11,,97.9498
1979-12,,97.49387
1980-01,,96.91644
1980-02,,96.42184
1980-03,,96.04485
1980-04,,95.7412
1980-05,,95.56261
1980-06,,95.55634
1980-07,,95.7418
1980-08,,95.91483
1980-09,,96.06826
1980-10,,96.21885
1980-11,,96.25391
1980-12,,96.18472
1981-01,,96.11146
1981-02,,96.0904
1981-03,,96.20716
1981-04,,96.39573
1981-05,,96.52377
1981-06,,96.60801
1981-07,,96.68627
1981-08,,96.7332
1981-09,,96.784
1981-10,,96.88755
1981-11,,97.05554
1981-12,,97.361
1982-01,,97.77027
1982-02,,98.03957
1982-03,,98.11377
1982-04,,98.05917
1982-05,,97.98923
1982-06,,97.91716
1982-07,,97.82592
1982-08,,97.74021
1982-09,,97.61577
1982-10,,97.42502
1982-11,,97.28155
1982-12,,97.22683
1983-01,,97.37366
1983-02,,97.7589
1983-03,,98.60065
1983-04,,99.91304
1983-05,,100.8665
1983-06,,101.3034
1983-07,,101.3911
1983-08,,101.3865
1983-09,,101.3466
1983-10,,101.3351
1983-11,,101.4624
1983-12,,101.695
1984-01,,101.9302
1984-02,,101.9654
1984-03,,101.6674
1984-04,,101.1386
1984-05,,100.8132
1984-06,,100.7739
1984-07,,100.8756
1984-08,,100.9863
1984-09,,101.0875
1984-10,,101.1636
1984-11,,101.1008
1984-12,,100.8128
1985-01,102.401,100.3037
1985-02,102.3736,99.95599
1985-03,102.3345,99.68622
1985-04,102.3057,99.41379
1985-05,102.2928,99.29039
1985-06,102.3142,99.34615
1985-07,102.378,99.53223
1985-08,102.3716,99.72569
1985-09,102.2474,99.94743
1985-10,101.9936,100.1889
1985-11,101.7577,100.3117
1985-12,101.4965,100.3108
1986-01,101.14,100.2126
1986-02,100.8888,100.075
1986-03,100.6808,99.78308
1986-04,100.4605,99.30804
1986-05,100.298,98.95831
1986-06,100.1649,98.84478
1986-07,100.0251,98.88702
1986-08,99.93262,98.96722
1986-09,99.86926,98.90813
1986-10,99.76557,98.85754
1986-11,99.61771,98.70087
1986-12,99.37772,98.71788
1987-01,98.99462,98.76958
1987-02,98.74333,98.8065
1987-03,98.59397,98.73622
1987-04,98.4987,98.75002
1987-05,98.48773,98.80734
1987-06,98.60455,98.7836
1987-07,98.82787,98.83708
1987-08,98.95494,99.00848
1987-09,99.00063,99.18758
1987-10,98.99924,99.08331
1987-11,99.01225,98.75166
1987-12,99.09404,98.29594
1988-01,99.24335,98.09743
1988-02,99.39261,98.0994
1988-03,99.56104,98.16721
1988-04,99.77654,98.34901
1988-05,99.8716,98.46444
1988-06,99.8549,98.40775
1988-07,99.7805,98.31512
1988-08,99.74692,98.21735
1988-09,99.75798,98.15271
1988-10,99.8098,98.18388
1988-11,99.87974,98.17973
1988-12,99.99907,98.12766
1989-01,100.183,98.17809
1989-02,100.3293,98.23191
1989-03,100.4608,98.17291
1989-04,100.6155,98.19772
1989-05,100.6962,98.20818
1989-06,100.708,98.23104
1989-07,100.6951,98.24577
1989-08,100.6931,98.26276
1989-09,100.6889,98.32884
1989-10,100.6763,98.49001
1989-11,100.6239,98.62437
1989-12,100.4883,98.86684
1990-01,100.2487,99.0909
1990-02,100.0241,99.23186
1990-03,99.74461,99.32529
1990-04,99.37534,99.2854
1990-05,99.16069,99.13468
1990-06,99.08635,98.92271
1990-07,99.09404,98.81619
1990-08,99.08464,98.80592
1990-09,98.99947,98.8537
1990-10,98.84746,98.92281
1990-11,98.73698,99.03126
1990-12,98.67212,99.18262
1991-01,98.62753,99.37884
1991-02,98.6134,99.54967
1991-03,98.631,99.72006
1991-04,98.68687,99.69798
1991-05,98.7041,99.59075
1991-06,98.69763,99.58487
1991-07,98.7037,99.60867
1991-08,98.69734,99.64131
1991-09,98.69309,99.70912
1991-10,98.69794,99.87318
1991-11,98.73338,100.1211
1991-12,98.84834,100.1424
1992-01,99.01262,100.0704
1992-02,99.07308,99.93574
1992-03,99.0162,99.98058
1992-04,98.87206,100.1269
1992-05,98.75343,100.2144
1992-06,98.67979,100.137
1992-07,98.607,100.0582
1992-08,98.5187,99.96339
1992-09,98.37461,99.77911
1992-10,98.10992,99.62935
1992-11,97.85055,99.47448
1992-12,97.51964,99.48319
1993-01,97.07922,99.48033
1993-02,96.96786,99.4634
1993-03,97.27816,99.48425
1993-04,97.92153,99.60535
1993-05,98.30011,99.81841
1993-06,98.42423,99.9434
1993-07,98.42713,99.94077
1993-08,98.49419,99.84708
1993-09,98.78887,99.79781
1993-10,99.33234,99.85838
1993-11,99.7621,100.0937
1993-12,100.1403,100.3865
1994-01,100.5774,100.7268
1994-02,100.9427,101.0207
1994-03,101.388,101.1335
1994-04,101.9999,101.3031
1994-05,102.3543,101.3806
1994-06,102.488,101.4484
1994-07,102.5084,101.4603
1994-08,102.4953,101.3955
1994-09,102.4985,101.2673
1994-10,102.5149,101.1066
1994-11,102.504,101.0504
1994-12,102.3704,101.0978
1995-01,102.0645,101.1665
1995-02,101.7866,101.2071
1995-03,101.4751,101.1947
1995-04,101.0664,101.1291
1995-05,100.8066,101.0668
1995-06,100.6283,100.9853
1995-07,100.4459,101.0065
1995-08,100.3523,101.115
1995-09,100.3381,101.1566
1995-10,100.3147,101.1342
1995-11,100.128,101.1461
1995-12,99.5466,101.0645
1996-01,98.55488,100.9682
1996-02,97.98799,100.76
1996-03,97.94447,100.6462
1996-04,98.26423,100.5976
1996-05,98.51865,100.4837
1996-06,98.65134,100.4035
1996-07,98.72375,100.4167
1996-08,98.7646,100.461
1996-09,98.94656,100.6428
1996-10,99.31417,100.829
1996-11,99.6374,100.8895
1996-12,99.91561,100.9553
1997-01,100.1789,101.0956
1997-02,100.3341,101.1709
1997-03,100.5602,101.1978
1997-04,100.939,101.092
1997-05,101.1583,100.9244
1997-06,101.1999,100.986
1997-07,101.1032,101.0872
1997-08,100.9761,101.1225
1997-09,100.9857,101.0499
1997-10,101.1115,100.9569
1997-11,101.2604,100.9509
1997-12,101.3186,100.9898
1998-01,101.1988,101.0091
1998-02,100.9951,101.0042
1998-03,100.7294,101.1125
1998-04,100.5192,101.0115
1998-05,100.506,100.6799
1998-06,100.5847,100.2154
1998-07,100.4348,99.84309
1998-08,99.88643,99.77411
1998-09,99.05246,99.81009
1998-10,97.95184,99.77585
1998-11,96.82781,99.645
1998-12,96.23476,99.37218
1999-01,96.24123,99.30671
1999-02,96.50722,99.39474
1999-03,96.7579,99.56797
1999-04,96.92673,99.71616
1999-05,97.17161,99.87759
1999-06,97.54592,100.1919
1999-07,98.1094,100.597
1999-08,98.7139,100.9396
1999-09,99.13361,100.7714
1999-10,99.2431,100.4615
1999-11,99.29136,100.1924
1999-12,99.40093,100.0281
2000-01,99.6264,99.98082
2000-02,99.96933,100.0541
2000-03,100.3129,100.1893
2000-04,100.6125,100.3939
2000-05,100.9968,100.5463
2000-06,101.2373,100.6351
2000-07,101.3416,100.6473
2000-08,101.4914,100.6817
2000-09,101.6175,100.7346
2000-10,101.4816,100.8268
2000-11,101.2616,100.648
2000-12,101.0471,100.5756
2001-01,100.8817,100.4391
2001-02,100.7993,100.2189
2001-03,100.5984,99.88008
2001-04,100.0314,99.71333
2001-05,99.59223,100.0276
2001-06,99.37576,100.4885
2001-07,99.33937,100.9355
2001-08,99.23468,100.8398
2001-09,98.92856,100.7162
2001-10,98.50784,100.6633
2001-11,98.28302,100.7899
2001-12,98.39088,101.0055
2002-01,98.87693,101.0753
2002-02,99.35639,101.0108
2002-03,99.68423,100.9192
2002-04,99.83144,100.8255
2002-05,99.69946,100.6832
2002-06,99.48885,100.5488
2002-07,99.27977,100.4821
2002-08,99.08266,100.4779
2002-09,98.99384,100.6139
2002-10,99.03695,100.6708
2002-11,99.12723,100.6432
2002-12,99.18852,100.6015
2003-01,99.13414,100.4569
2003-02,99.03674,100.1649
2003-03,98.73813,99.97082
2003-04,98.33789,100.0757
2003-05,97.90508,100.3856
2003-06,97.7362,100.6093
2003-07,97.86303,100.6145
2003-08,98.29273,100.6891
2003-09,98.88098,100.7888
2003-10,99.59596,100.9066
2003-11,100.3392,100.9734
2003-12,100.5151,101.0633
2004-01,100.4755,101.1853
2004-02,100.5792,101.2135
2004-03,100.555,101.3311
2004-04,100.626,101.5576
2004-05,100.7863,101.5705
2004-06,101.0861,101.5292
2004-07,101.1509,101.4967
2004-08,100.789,101.5008
2004-09,100.3359,101.5267
2004-10,99.96646,101.5728
2004-11,99.7924,101.6456
2004-12,99.96509,101.7538
2005-01,100.1735,101.8559
2005-02,100.1833,101.893
2005-03,99.89473,101.8083
2005-04,99.47556,101.5907
2005-05,99.38266,101.3792
2005-06,99.42944,101.3178
2005-07,99.59022,101.4027
2005-08,99.95341,101.5842
2005-09,100.1695,101.7223
2005-10,100.404,101.8498
2005-11,100.5877,101.8922
2005-12,100.6804,102.0057
2006-01,100.9318,102.1503
2006-02,101.2549,102.0976
2006-03,101.4195,101.9734
2006-04,101.4587,101.8252
2006-05,101.4859,101.686
2006-06,101.5669,101.5608
2006-07,101.5148,101.4645
2006-08,101.5385,101.5074
2006-09,101.743,101.6273
2006-10,101.7858,101.8096
2006-11,101.8287,101.8657
2006-12,101.9075,101.7972
2007-01,101.9609,101.7388
2007-02,101.7515,101.7045
2007-03,101.3632,101.6854
2007-04,100.8602,101.6243
2007-05,100.4967,101.5958
2007-06,100.1706,101.6254
2007-07,100.1611,101.5966
2007-08,100.3332,101.5444
2007-09,100.4329,101.4822
2007-10,100.5368,101.4136
2007-11,100.597,101.1724
2007-12,100.622,100.8144
2008-01,100.4025,100.4342
2008-02,99.93162,100.2609
2008-03,99.65966,100.1897
2008-04,99.5955,100.0156
2008-05,99.52522,99.788
2008-06,99.27185,99.43874
2008-07,98.90803,99.19183
2008-08,98.3512,99.08437
2008-09,97.86978,99.15287
2008-10,97.41266,99.37908
2008-11,96.59265,99.80333
2008-12,95.5349,100.0357
2009-01,94.46963,100.0841
2009-02,93.97173,100.1425
2009-03,94.08727,100.2998
2009-04,94.67137,100.6026
2009-05,95.75284,100.8776
2009-06,96.84338,100.9748
2009-07,97.70593,101.0778
2009-08,98.20677,101.1219
2009-09,98.59132,101.1758
2009-10,99.01884,101.1557
2009-11,99.46254,101.1138
2009-12,99.8156,101.1786
2010-01,100.1589,101.3135
2010-02,100.5326,101.4135
2010-03,100.8773,101.4132
2010-04,100.9802,101.3881
2010-05,100.9672,101.2325
2010-06,100.8968,101.0677
2010-07,100.8088,101.1152
2010-08,100.7243,101.1137
2010-09,100.5901,101.1205
2010-10,100.2224,101.129
2010-11,99.8844,101.1224
2010-12,99.88989,101.0047
2011-01,100.1407,100.87
2011-02,100.4056,100.7768
2011-03,100.7457,100.7609
2011-04,101.1962,100.8083
2011-05,101.3547,100.8299
2011-06,101.0694,100.7361
2011-07,100.7251,100.4749
2011-08,100.408,100.187
2011-09,100.1432,99.96173
2011-10,100.1231,99.5593
2011-11,100.3318,99.22187
2011-12,100.583,99.20741
2012-01,100.738,99.46042
2012-02,100.8282,99.86879
2012-03,100.5975,100.2331
2012-04,100.4087,100.3226
2012-05,100.2106,100.2187
2012-06,100.1543,100.1637
2012-07,100.1683,100.2213
2012-08,99.94406,100.21
2012-09,99.66869,100.1707
2012-10,99.52016,100.1355
2012-11,99.78254,100.2075
2012-12,100.0518,100.1516
2013-01,100.3253,100.1304
2013-02,100.359,100.215
2013-03,100.1406,100.2442
2013-04,99.71429,100.2657
2013-05,99.54077,100.3648
2013-06,99.69666,100.6231
2013-07,99.78109,100.8171
2013-08,100.0761,101.0087
2013-09,100.6262,101.1491
2013-10,101.05,101.2103
2013-11,101.253,101.1661
2013-12,101.2709,101.1327
2014-01,101.4929,101.09
2014-02,101.5414,100.9955
2014-03,101.5438,100.9682
2014-04,101.0885,101.0201
2014-05,100.2178,101.2444
2014-06,99.40359,101.5422
2014-07,99.15485,101.761
2014-08,99.46246,101.7813
2014-09,99.49653,101.6412
2014-10,99.14858,101.5762
2014-11,98.80183,101.5339
2014-12,98.59414,101.6017
2015-01,98.67588,101.7062
2015-02,98.84844,101.8687
2015-03,99.0872,102.06
2015-04,99.54684,102.0581
2015-05,99.93132,101.9037
2015-06,99.94128,101.6796
2015-07,99.86787,101.4833
2015-08,100.0847,101.2674
2015-09,100.3566,101.0559
2015-10,100.4585,100.9988
2015-11,100.3661,101.0378
2015-12,100.3139,100.9837
2016-01,100.3189,100.8008
2016-02,100.3035,100.7213
2016-03,100.3753,100.7013
2016-04,100.4156,100.7421
2016-05,100.4522,100.7093
2016-06,100.5658,100.6947
2016-07,100.4442,100.6462
2016-08,100.2645,100.6039
2016-09,100.1574,100.5066
2016-10,100.1726,100.4157
2016-11,100.3864,100.35
2016-12,100.744,100.3964
2017-01,100.9704,100.6956
2017-02,101.1376,100.9907
2017-03,101.2955,101.157
2017-04,101.3589,101.1894
2017-05,101.358,101.1374
2017-06,101.6421,101.1934
2017-07,101.7774,101.3209
2017-08,101.6509,101.3398
2017-09,101.6545,101.4251
2017-10,101.7983,101.5424
2017-11,101.831,101.5851
2017-12,101.7368,101.5398
2018-01,101.4713,101.5244
2018-02,101.3582,101.4899
2018-03,101.4118,101.3572
2018-04,101.6997,101.2335
2018-05,101.9505,101.3022
2018-06,101.9246,101.4215
2018-07,101.8568,101.4195
2018-08,101.7532,101.2576
2018-09,101.4941,101.1538
2018-10,101.2941,101.017
2018-11,101.0708,100.8947
2018-12,100.7527,100.7459
2019-01,100.6082,100.6641
2019-02,100.5684,100.6836
2019-03,100.6913,100.7794
2019-04,100.8108,100.8689
2019-05,100.7687,100.978
2019-06,100.4384,100.9094
2019-07,100.1577,100.7599
2019-08,100.0633,100.7871
2019-09,99.99783,100.7502
2019-10,99.9956,100.7321
2019-11,100.2236,100.7918
2019-12,100.3436,100.8413
2020-01,100.2974,100.7678
2020-02,100.0809,100.4852
2020-03,99.32722,99.90626
2020-04,98.25288,99.44809
2020-05,97.84199,99.64083
2020-06,98.32394,100.071
2020-07,99.03289,100.2592
2020-08,99.40205,100.2202
2020-09,99.73103,100.1936
2020-10,100.1408,100.198
2020-11,100.4937,100.2397
2020-12,100.9263,100.4493
2021-01,101.1234,100.6161
2021-02,101.2542,100.7661
2021-03,101.4736,100.9549
2021-04,101.7196,101.1986
2021-05,102.028,101.3454
2021-06,102.215,101.4182
2021-07,102.2446,101.4672
2021-08,102.2556,101.5379
2021-09,102.531,101.5412
2021-10,102.8834,101.1826
2021-11,102.8057,100.6863
2021-12,102.435,100.3456
2022-01,101.7947,99.98933
2022-02,101.4138,99.32191
2022-03,101.3311,98.19925
2022-04,101.2092,97.29604
2022-05,100.6664,96.78401
2022-06,100.1097,96.52816
2022-07,99.90817,96.4371
2022-08,99.97159,96.35532
2022-09,99.72052,96.03301
2022-10,99.33925,95.87455
2022-11,99.08406,96.19007
2022-12,98.88198,96.6469
2023-01,98.76381,97.10555
2023-02,98.78159,97.46581
2023-03,98.96674,97.81429
2023-04,99.36561,98.22563
2023-05,100.0144,98.61615
2023-06,100.3803,98.87787
2023-07,100.3844,98.93243
2023-08,100.0895,98.83305
2023-09,99.55348,98.62913
