country,FIN,FIN
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1960-Q1,,21.1867
1960-Q2,,21.65734
1960-Q3,,21.89903
1960-Q4,,22.32487
1961-Q1,9.042962,23.10261
1961-Q2,7.459675,23.27291
1961-Q3,6.819939,23.39253
1961-Q4,7.151843,23.92151
1962-Q1,4.939204,24.24369
1962-Q2,1.532065,23.62946
1962-Q3,2.985082,24.09082
1962-Q4,2.498507,24.51919
1963-Q1,0.1916297,24.29015
1963-Q2,4.83392,24.77169
1963-Q3,3.900576,25.0305
1963-Q4,4.245628,25.56018
1964-Q1,6.557209,25.88291
1964-Q2,5.392145,26.10742
1964-Q3,5.976433,26.52643
1964-Q4,3.115371,26.35648
1965-Q1,5.114942,27.2068
1965-Q2,5.652137,27.58305
1965-Q3,5.254751,27.92033
1965-Q4,5.190231,27.72444
1966-Q1,0.9722829,27.47133
1966-Q2,1.645747,28.03699
1966-Q3,1.496222,28.33808
1966-Q4,5.352347,29.20835
1967-Q1,4.942013,28.82897
1967-Q2,3.67766,29.0681
1967-Q3,1.956736,28.89258
1967-Q4,-1.682278,28.71698
1968-Q1,0.6244873,29.009
1968-Q2,1.417281,29.48008
1968-Q3,2.316299,29.56182
1968-Q4,4.872273,30.11615
1969-Q1,8.892997,31.58877
1969-Q2,8.162704,31.88645
1969-Q3,10.85367,32.77036
1969-Q4,10.43213,33.25791
1970-Q1,6.198176,33.5467
1970-Q2,8.848864,34.70803
1970-Q3,7.89106,35.35629
1970-Q4,7.386273,35.71442
1971-Q1,1.510871,34.05354
1971-Q2,4.093867,36.12894
1971-Q3,2.158806,36.11956
1971-Q4,0.5155404,35.89855
1972-Q1,10.59314,37.66088
1972-Q2,4.199544,37.64619
1972-Q3,6.460207,38.45296
1972-Q4,9.328665,39.2474
1973-Q1,7.938035,40.65042
1973-Q2,4.647223,39.39569
1973-Q3,6.997951,41.14388
1973-Q4,6.802305,41.91713
1974-Q1,2.516084,41.67322
1974-Q2,6.107622,41.80183
1974-Q3,2.854346,42.31827
1974-Q4,0.9802285,42.32801
1975-Q1,3.199966,43.00674
1975-Q2,2.151918,42.70137
1975-Q3,-0.01838569,42.31049
1975-Q4,-1.01104,41.90006
1976-Q1,-2.209725,42.05642
1976-Q2,-0.984038,42.28117
1976-Q3,1.045095,42.75267
1976-Q4,2.886129,43.10935
1977-Q1,1.62068,42.73801
1977-Q2,0.9591495,42.68671
1977-Q3,0.4628572,42.95056
1977-Q4,-0.6007027,42.85039
1978-Q1,1.349034,43.31456
1978-Q2,2.18623,43.61994
1978-Q3,2.002162,43.8105
1978-Q4,4.464082,44.76327
1979-Q1,5.442752,45.67207
1979-Q2,7.191263,46.75677
1979-Q3,7.639547,47.15742
1979-Q4,6.609179,47.72176
1980-Q1,6.236962,48.52062
1980-Q2,3.286483,48.29342
1980-Q3,7.516966,50.70222
1980-Q4,3.358247,49.32437
1981-Q1,1.465183,49.23153
1981-Q2,3.136382,49.80809
1981-Q3,-1.276862,50.05483
1981-Q4,1.88212,50.25271
1982-Q1,2.709409,50.56542
1982-Q2,2.521091,51.06379
1982-Q3,3.123627,51.61835
1982-Q4,4.020418,52.27308
