,id,name
0,BSCICP03,"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa"
1,LORSGPTD,Trend (GDP)
2,LOLITOTR_GYSA,12-month rate of change of the trend restored CLI
3,LORSGPOR_GYSA,12-month rate of change of the reference series (GDP)
4,LOLITOAA,Amplitude adjusted (CLI)
5,LORSGPNO,Normalised (GDP)
6,CSCICP03,"OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa"
7,LOLITOTR_STSA,Trend restored (CLI)
8,LORSGPOR_IXOBSA,"Original, seasonally adjusted (GDP)"
9,LORSGPRT,Ratio to trend (GDP)
10,LOLITONO,Normalised (CLI)
