country,NZL,NZL
2015-09,99.57607,99.77573
2015-10,99.8062,99.81855
2015-11,100.1774,99.95488
2015-12,100.4508,100.0806
2016-01,100.4647,100.1215
2016-02,100.3534,100.0921
2016-03,100.3119,100.0111
2016-04,100.4855,99.88842
2016-05,100.7897,99.76226
2016-06,101.1074,99.68109
2016-07,101.3554,99.68848
2016-08,101.5376,99.76308
2016-09,101.6604,99.88963
2016-10,101.7142,100.0629
2016-11,101.7143,100.2394
2016-12,101.6578,100.3645
2017-01,101.534,100.3955
2017-02,101.3924,100.3766
2017-03,101.2953,100.3612
2017-04,101.2894,100.3834
2017-05,101.3324,100.4266
2017-06,101.3636,100.4599
2017-07,101.3261,100.454
2017-08,101.2002,100.4063
2017-09,100.9436,100.308
2017-10,100.5192,100.1523
2017-11,100.0552,99.99371
2017-12,99.72401,99.90733
2018-01,99.66244,99.95164
2018-02,99.75838,100.0587
2018-03,99.87423,100.1388
2018-04,99.9129,100.1225
2018-05,99.86377,100.0296
2018-06,99.71356,99.88326
2018-07,99.44484,99.70129
2018-08,99.13575,99.54022
2018-09,98.88048,99.4774
2018-10,98.7502,99.57199
2018-11,98.7001,99.72781
2018-12,98.6775,99.81831
2019-01,98.64971,99.75047
2019-02,98.60452,99.59385
2019-03,98.53165,99.44057
2019-04,98.42173,99.35413
2019-05,98.2929,99.31475
2019-06,98.17207,99.29411
2019-07,98.09506,99.28293
2019-08,98.09869,99.29987
2019-09,98.24786,99.387
2019-10,98.58193,99.57722
2019-11,98.91559,99.79139
2019-12,98.976,99.91479
2020-01,98.54052,99.84969
2020-02,97.84753,99.65858
2020-03,97.20534,99.40578
2020-04,96.85863,99.12498
2020-05,96.80404,98.84843
2020-06,97.07811,98.61334
2020-07,97.75316,98.4638
2020-08,98.60444,98.41135
2020-09,99.37917,98.50219
2020-10,99.88934,98.78728
2020-11,100.1811,99.14913
2020-12,100.2935,99.44415
2021-01,100.2363,99.56832
2021-02,100.1462,99.58968
2021-03,100.1734,99.59273
2021-04,100.4009,99.6257
2021-05,100.6465,99.66617
2021-06,100.6332,99.66257
2021-07,100.1424,99.56825
2021-08,99.42451,99.4196
2021-09,98.81139,99.25778
2021-10,98.55462,99.10485
2021-11,98.55959,98.95298
2021-12,98.7116,98.77623
2022-01,98.94033,98.54123
2022-02,99.13713,98.24272
2022-03,99.1718,97.86405
2022-04,98.94118,97.40115
2022-05,98.57993,96.96663
2022-06,98.24616,96.72722
2022-07,98.0377,96.81274
2022-08,97.88087,97.02997
2022-09,97.66129,97.12617
2022-10,97.30321,96.9209
2022-11,96.91148,96.55888
2022-12,96.64993,96.24464
2023-01,96.65342,96.1339
2023-02,96.80974,96.17715
2023-03,96.9836,96.31284
2023-04,97.08784,96.50642
2023-05,97.13716,96.69707
2023-06,97.16436,96.8158
2023-07,97.19153,96.80668
2023-08,97.22337,96.71983
2023-09,97.25788,96.60682
