country,BEL,BEL
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1960-Q1,,22.63525
1960-Q2,,22.91406
1960-Q3,,23.1944
1960-Q4,,23.47627
1961-Q1,4.953328,23.75645
1961-Q2,4.886372,24.03372
1961-Q3,4.940566,24.34033
1961-Q4,5.112483,24.67649
1962-Q1,5.271922,25.00887
1962-Q2,5.43332,25.33955
1962-Q3,5.267356,25.62243
1962-Q4,4.764617,25.85223
1963-Q1,4.283888,26.08022
1963-Q2,3.815037,26.30627
1963-Q3,4.157357,26.68764
1963-Q4,5.342046,27.23327
1964-Q1,6.496728,27.77458
1964-Q2,7.633372,28.31432
1964-Q3,7.521538,28.69496
1964-Q4,6.154569,28.90936
1965-Q1,4.849101,29.1214
1965-Q2,3.595216,29.33228
1965-Q3,2.973809,29.54829
1965-Q4,2.971698,29.76846
1966-Q1,2.971085,29.98662
1966-Q2,2.969128,30.2032
1966-Q3,3.103288,30.46526
1966-Q4,3.37955,30.7745
1967-Q1,3.648901,31.0808
1967-Q2,3.91287,31.38501
1967-Q3,4.002078,31.68451
1967-Q4,3.907737,31.97709
1968-Q1,3.81834,32.26757
1968-Q2,3.734144,32.55697
1968-Q3,4.122067,32.99056
1968-Q4,4.995954,33.57465
1969-Q1,5.851068,34.15557
1969-Q2,6.675,34.73015
1969-Q3,7.03382,35.31106
1969-Q4,6.911449,35.89514
1970-Q1,6.78099,36.47166
1970-Q2,6.668751,37.04622
1970-Q3,6.148273,37.48208
1970-Q4,5.213219,37.76643
1971-Q1,4.319317,38.04699
1971-Q2,3.456348,38.32666
1971-Q3,3.317884,38.72569
1971-Q4,3.929018,39.25028
1972-Q1,4.532774,39.77157
1972-Q2,5.123918,40.29049
1972-Q3,5.54801,40.8742
1972-Q4,5.796532,41.52544
1973-Q1,6.036292,42.17229
1973-Q2,6.260628,42.81292
1973-Q3,6.237782,43.42384
1973-Q4,5.956897,43.99907
1974-Q1,5.66997,44.56345
1974-Q2,5.410429,45.12929
1974-Q3,4.0998,45.20413
1974-Q4,1.71072,44.75177
1975-Q1,-0.5818047,44.30418
1975-Q2,-2.814653,43.85905
1975-Q3,-2.482813,44.0818
1975-Q4,0.5986382,45.01966
1976-Q1,3.722736,45.95351
1976-Q2,6.890961,46.88136
1976-Q3,7.279997,47.29095
1976-Q4,4.752458,47.15921
1977-Q1,2.337543,47.02769
1977-Q2,0.03555122,46.89803
1977-Q3,-0.5205308,47.04479
1977-Q4,0.6954575,47.48718
1978-Q1,1.912088,47.9269
1978-Q2,3.12193,48.36216
1978-Q3,3.462551,48.67374
1978-Q4,2.87134,48.8507
1979-Q1,2.294733,49.0267
1979-Q2,1.733961,49.20073
1979-Q3,2.046962,49.67007
1979-Q4,3.280563,50.45327
1980-Q1,6.781735,52.35156
1980-Q2,5.695114,52.00277
1980-Q3,3.671016,51.49347
1980-Q4,1.852922,51.38813
1981-Q1,-1.818304,51.39965
1981-Q2,0.2812203,52.14901
1981-Q3,0.838778,51.92538
1981-Q4,1.316052,52.06443
1982-Q1,1.428612,52.13395
1982-Q2,0.2404292,52.27439
1982-Q3,0.7855745,52.33329
1982-Q4,-0.1201604,52.00187
