country,AUT,AUT
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1960-Q1,,21.57447
1960-Q2,,22.07917
1960-Q3,,22.35628
1960-Q4,,22.6662
1961-Q1,8.008101,23.30218
1961-Q2,5.169873,23.22063
1961-Q3,5.171298,23.51239
1961-Q4,3.969749,23.56599
1962-Q1,2.612017,23.91084
1962-Q2,2.949918,23.90562
1962-Q3,2.525645,24.10623
1962-Q4,2.385499,24.12816
1963-Q1,1.279842,24.21686
1963-Q2,4.255175,24.92285
1963-Q3,4.511914,25.19388
1963-Q4,6.545704,25.70752
1964-Q1,7.223451,25.96615
1964-Q2,5.694642,26.34212
1964-Q3,5.499164,26.57933
1964-Q4,6.342412,27.338
1965-Q1,4.196978,27.05594
1965-Q2,3.252284,27.19884
1965-Q3,4.399167,27.7486
1965-Q4,1.958314,27.87336
1966-Q1,6.314445,28.76438
1966-Q2,5.625371,28.72887
1966-Q3,3.81909,28.80835
1966-Q4,4.274241,29.06473
1967-Q1,1.930249,29.3196
1967-Q2,2.930031,29.57064
1967-Q3,1.969746,29.3758
1967-Q4,2.697596,29.84878
1968-Q1,3.091996,30.22616
1968-Q2,3.425737,30.58365
1968-Q3,5.997559,31.13763
1968-Q4,5.252433,31.41657
1969-Q1,4.950315,31.72245
1969-Q2,5.686384,32.32275
1969-Q3,6.303681,33.10044
1969-Q4,6.432192,33.43734
1970-Q1,7.395608,34.06852
1970-Q2,8.132039,34.95125
1970-Q3,7.635446,35.62781
1970-Q4,7.874499,36.07037
1971-Q1,6.057113,36.13209
1971-Q2,5.606185,36.91068
1971-Q3,5.2625,37.50273
1971-Q4,3.592102,37.36605
1972-Q1,6.783442,38.58309
1972-Q2,4.491844,38.56865
1972-Q3,4.233419,39.09037
1972-Q4,9.334167,40.85386
1973-Q1,4.384872,40.27491
1973-Q2,6.56168,41.0994
1973-Q3,5.557917,41.26299
1973-Q4,3.137523,42.13566
1974-Q1,6.729986,42.9854
1974-Q2,4.148175,42.80428
1974-Q3,4.218952,43.00385
1974-Q4,0.8110348,42.4774
1975-Q1,-1.044334,42.5365
1975-Q2,-1.649343,42.09829
1975-Q3,-1.165648,42.50257
1975-Q4,2.436948,43.51255
1976-Q1,1.922441,43.35423
1976-Q2,4.884411,44.15454
1976-Q3,6.271509,45.16813
1976-Q4,5.21831,45.78317
1977-Q1,5.799577,45.8686
1977-Q2,5.363639,46.52283
1977-Q3,3.323849,46.66945
1977-Q4,4.285985,47.74543
1978-Q1,-0.4630733,45.65619
1978-Q2,-0.01327179,46.51666
1978-Q3,0.3280674,46.82256
1978-Q4,-1.28061,47.134
1979-Q1,5.628108,48.22577
1979-Q2,5.010549,48.8474
1979-Q3,5.24197,49.27698
1979-Q4,5.935876,49.93181
1980-Q1,4.645218,50.46596
1980-Q2,2.229749,49.93657
1980-Q3,1.866625,50.1968
1980-Q4,0.5860432,50.22443
1981-Q1,-1.167911,49.87656
1981-Q2,0.884962,50.37849
1981-Q3,0.2922671,50.34351
1981-Q4,-0.3958633,50.02561
1982-Q1,2.333177,51.04027
1982-Q2,1.610947,51.19006
1982-Q3,1.612749,51.15542
1982-Q4,2.079607,51.06595
