country,AUT,AUT
1983-Q1,1.26471,51.68578
1983-Q2,2.289663,52.36214
1983-Q3,3.217143,52.80116
1983-Q4,4.446017,53.33635
1984-Q1,1.833783,52.63359
1984-Q2,-0.1912194,52.26202
1984-Q3,-0.1105576,52.74279
1984-Q4,-0.1731535,53.244
1985-Q1,1.645621,53.49974
1985-Q2,2.527669,53.58303
1985-Q3,3.101202,54.37845
1985-Q4,1.705435,54.15204
1986-Q1,2.12456,54.63637
1986-Q2,3.199522,55.29743
1986-Q3,1.772823,55.34248
1986-Q4,2.273968,55.38344
1987-Q1,0.5028541,54.91111
1987-Q2,1.053911,55.88021
1987-Q3,2.198413,56.55914
1987-Q4,2.950219,57.01737
1988-Q1,2.786002,56.44094
1988-Q2,2.857013,57.47672
1988-Q3,3.310558,58.43156
1988-Q4,3.692927,59.12298
1989-Q1,5.614201,59.60965
1989-Q2,4.204238,59.89318
1989-Q3,3.351256,60.38975
1989-Q4,3.470861,61.17506
1990-Q1,3.890823,61.92895
1990-Q2,4.513795,62.59663
1990-Q3,4.51096,63.11391
1990-Q4,3.874772,63.54545
1991-Q1,3.321035,63.98563
1991-Q2,3.151374,64.56929
1991-Q3,3.440628,65.28542
1991-Q4,3.366739,65.68486
1992-Q1,3.049532,65.9369
1992-Q2,2.607367,66.25285
1992-Q3,1.562126,66.30527
1992-Q4,0.6391912,66.10471
1993-Q1,0.01442069,65.9464
1993-Q2,0.1053765,66.32266
1993-Q3,1.046061,66.99886
1993-Q4,2.064826,67.46966
1994-Q1,2.63878,67.68658
1994-Q2,2.232272,67.80316
1994-Q3,2.118103,68.41796
1994-Q4,2.774575,69.34166
1995-Q1,3.301824,69.92148
1995-Q2,3.561503,70.21797
1995-Q3,2.863686,70.37724
1995-Q4,1.84337,70.61988
1996-Q1,1.692232,71.10471
1996-Q2,2.136667,71.7183
1996-Q3,2.254215,71.96369
1996-Q4,2.054552,72.0708
1997-Q1,1.927238,72.47507
1997-Q2,1.382012,72.70946
1997-Q3,2.281865,73.6058
1997-Q4,3.227125,74.39661
1998-Q1,3.422036,74.95519
1998-Q2,4.195207,75.75977
1998-Q3,3.575403,76.23751
1998-Q4,2.876812,76.53687
1999-Q1,2.799932,77.05389
1999-Q2,3.034751,78.05889
1999-Q3,3.70901,79.06517
1999-Q4,3.912194,79.53114
2000-Q1,4.384338,80.43219
2000-Q2,3.679224,80.93085
2000-Q3,2.814731,81.29064
2000-Q4,3.829275,82.57661
2001-Q1,2.316815,82.29565
2001-Q2,1.436489,82.09341
2001-Q3,1.038834,82.13512
2001-Q4,0.03366014,82.6044
2002-Q1,1.230604,83.30839
2002-Q2,1.996694,83.73257
2002-Q3,2.29744,84.02212
2002-Q4,1.250183,83.63711
2003-Q1,1.135023,84.25395
2003-Q2,0.7584412,84.36763
2003-Q3,0.7318949,84.63707
2003-Q4,1.341932,84.75946
2004-Q1,1.570984,85.57757
2004-Q2,2.292773,86.30199
2004-Q3,2.958001,87.14064
2004-Q4,3.156112,87.43456
2005-Q1,2.13161,87.40175
2005-Q2,2.410542,88.38233
2005-Q3,2.188412,89.04764
2005-Q4,2.751537,89.84035
2006-Q1,3.923838,90.83125
2006-Q2,3.14153,91.15889
2006-Q3,3.558723,92.21659
2006-Q4,3.724637,93.18658
2007-Q1,3.538347,94.04518
2007-Q2,4.378358,95.15015
2007-Q3,3.520209,95.46281
2007-Q4,3.331431,96.29103
2008-Q1,3.059039,96.92206
2008-Q2,2.699775,97.71899
2008-Q3,1.70322,97.08875
2008-Q4,-1.42413,94.91972
2009-Q1,-3.74272,93.29454
2009-Q2,-5.2833,92.55621
2009-Q3,-4.239561,92.97262
2009-Q4,-1.602835,93.39832
2010-Q1,-0.3028081,93.01203
2010-Q2,1.859156,94.27697
2010-Q3,2.272554,95.08546
2010-Q4,2.997247,96.19769
2011-Q1,4.371015,97.07761
2011-Q2,3.174105,97.26942
2011-Q3,2.999257,97.93732
2011-Q4,1.759124,97.88993
2012-Q1,1.647589,98.67704
2012-Q2,1.046039,98.2869
2012-Q3,0.1772496,98.11092
2012-Q4,0.1871147,98.0731
2013-Q1,-0.8366439,97.85147
2013-Q2,-0.3566907,97.93632
2013-Q3,0.3142454,98.41923
2013-Q4,0.7375769,98.79646
2014-Q1,0.7238498,98.55977
2014-Q2,1.319274,99.22836
2014-Q3,0.7283071,99.13602
2014-Q4,0.4982644,99.28873
2015-Q1,1.009041,99.55428
2015-Q2,0.5083163,99.73276
2015-Q3,1.203519,100.3291
2015-Q4,1.160023,100.4405
2016-Q1,1.96769,101.5132
2016-Q2,1.627293,101.3557
2016-Q3,1.594754,101.9291
2016-Q4,2.524154,102.9758
2017-Q1,1.941148,103.4837
2017-Q2,2.664387,104.0562
2017-Q3,2.624957,104.6047
2017-Q4,2.322468,105.3674
2018-Q1,2.727868,106.3066
2018-Q2,2.531416,106.6903
2018-Q3,2.121422,106.8239
2018-Q4,2.4473,107.946
2019-Q1,2.411862,108.8706
2019-Q2,1.518956,108.3109
2019-Q3,1.628344,108.5633
2019-Q4,0.3044737,108.2747
2020-Q1,-3.032068,105.5695
2020-Q2,-13.66922,93.50564
2020-Q3,-4.562908,103.6097
2020-Q4,-6.104572,101.665
2021-Q1,-4.075795,101.2668
2021-Q2,12.70882,105.3891
2021-Q3,5.16373,108.9598
2021-Q4,5.620922,107.3795
