country,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M
2003-04,100.1624,98.01543,99.39803,99.70108,8.03305,38.75253,99.40524,8.006988,38.56864,98.92635,38.98722
2003-05,100.6427,97.7287,99.5209,99.78105,8.084261,39.04815,99.45108,8.071515,38.84533,99.00398,39.23613
2003-06,101.082,97.93555,99.66481,99.87463,8.21725,39.35662,99.51577,8.178343,39.13793,99.11101,39.48898
2003-07,101.4725,98.36289,99.82198,99.97704,8.417513,39.67504,99.59698,8.325006,39.44473,99.24254,39.74579
2003-08,101.8056,98.72897,99.99196,100.0891,8.669358,40.00336,99.69165,8.505451,39.76345,99.39229,40.00657
2003-09,102.0492,98.98524,100.1693,100.2069,8.947067,40.33952,99.7953,8.709989,40.09106,99.55239,40.27132
2003-10,102.2219,99.20911,100.3354,100.316,9.213441,40.67601,99.89974,8.924067,40.42281,99.71083,40.54004
2003-11,102.3007,99.42112,100.4794,100.4089,9.440934,41.00837,99.99448,9.127574,40.75252,99.85248,40.81273
2003-12,102.2422,99.60859,100.5892,100.4776,9.618504,41.33149,100.0703,9.302416,41.07477,99.96444,41.08938
2004-01,102.1108,99.72443,100.6568,100.5174,9.736774,41.64172,100.1225,9.438292,41.3867,100.0404,41.36999
2004-02,101.975,99.76527,100.6866,100.532,9.783892,41.9372,100.1501,9.529449,41.68467,100.0803,41.65124
2004-03,101.8991,99.77424,100.6795,100.523,9.754757,42.22132,100.1536,9.566329,41.97166,100.0841,41.93638
2004-04,101.8812,99.73723,100.641,100.4935,9.660068,42.49605,100.1389,9.547091,42.25082,100.0602,42.2254
2004-05,101.9241,99.54454,100.591,100.4573,9.530305,42.76956,100.1146,9.478866,42.52742,100.0215,42.5183
2004-06,102.0462,99.32819,100.5578,100.4333,9.394276,43.05389,100.0896,9.375554,42.80732,99.98192,42.81506
2004-07,102.1797,99.349,100.5413,100.42,9.260367,43.34909,100.0678,9.250417,43.09353,99.94861,43.11569
2004-08,102.2504,99.41254,100.5319,100.41,9.118654,43.65112,100.049,9.110549,43.38612,99.92158,43.42017
2004-09,102.187,99.50108,100.5237,100.4,8.968805,43.95749,100.0317,8.96214,43.68408,99.8985,43.72847
2004-10,102.0302,99.66824,100.502,100.3804,8.815146,44.26165,100.0167,8.817989,43.98729,99.87899,44.04059
2004-11,101.8445,99.79559,100.4652,100.3521,8.667645,44.56283,100.0052,8.694655,44.29581,99.86319,44.3565
2004-12,101.7092,99.84631,100.4093,100.3136,8.534832,44.85906,100.0005,8.609612,44.61115,99.85443,44.67618
2005-01,101.7326,99.93481,100.3391,100.2683,8.430284,45.15223,100.0057,8.574226,44.93528,99.85703,44.99962
2005-02,101.9079,100.0136,100.2656,100.2226,8.357336,45.44204,100.0228,8.588758,45.26487,99.8747,45.32166
2005-03,102.147,100.0347,100.203,100.1862,8.333795,45.73996,100.0565,8.665968,45.60891,99.91589,45.6473
2005-04,101.9781,100.0845,100.1584,100.1635,8.361481,46.04935,100.1037,8.792102,45.96556,99.97615,45.97652
2005-05,101.4568,100.1179,100.1353,100.1566,8.422768,46.37194,100.1597,8.946101,46.33197,100.049,46.30929
2005-06,101.0459,100.1386,100.1332,100.1661,8.48652,46.70766,100.2212,9.109022,46.70665,100.131,46.64555
2005-07,100.9586,100.16,100.1389,100.183,8.538666,47.05053,100.284,9.268247,47.08755,100.2177,46.98528
2005-08,101.2283,100.1237,100.1398,100.1979,8.575853,47.39458,100.3417,9.413955,47.47046,100.3001,47.32842
2005-09,101.587,100.0231,100.1327,100.208,8.600813,47.73819,100.3888,9.539906,47.8515,100.3704,47.67493
2005-10,101.7076,99.98911,100.131,100.2215,8.644114,48.08768,100.424,9.643558,48.22923,100.4257,48.02478
2005-11,101.6575,100.0343,100.1467,100.2443,8.720366,48.44888,100.4475,9.723705,48.60301,100.4653,48.3779
2005-12,101.4875,100.1276,100.1846,100.2789,8.839091,48.82419,100.4617,9.779437,48.97387,100.4917,48.73424
2006-01,101.3002,100.2109,100.2408,100.3229,8.991217,49.21196,100.4705,9.812439,49.34453,100.5108,49.09377
2006-02,101.4587,100.1925,100.3108,100.3732,9.161706,49.6053,100.4805,9.832109,49.71536,100.5334,49.45161
2006-03,102.0069,100.1413,100.3904,100.4272,9.32871,50.00691,100.4863,9.816307,50.08602,100.5492,49.81245
2006-04,102.4319,100.0876,100.4734,100.4815,9.47766,50.41375,100.4914,9.775415,50.45889,100.5633,50.17624
2006-05,102.3212,100.0329,100.5414,100.5226,9.58469,50.81654,100.5001,9.723454,50.83704,100.5819,50.54292
2006-06,102.0486,100.006,100.5944,100.5513,9.65022,51.21505,100.5182,9.673148,51.22466,100.6133,50.91244
2006-07,101.8785,100.0497,100.6454,100.5775,9.702756,51.61573,100.5522,9.63912,51.62637,100.6662,51.28473
2006-08,102.069,100.1367,100.7193,100.6195,9.783268,52.03132,100.6085,9.640754,52.04697,100.7496,51.65974
2006-09,102.4582,100.2798,100.834,100.6901,9.914989,52.47143,100.6901,9.691463,52.48901,100.8678,52.03742
2006-10,102.5553,100.4454,100.9947,100.7935,10.08869,52.9391,100.7935,9.790395,52.95107,101.0175,52.4177
2006-11,102.5405,100.5703,101.1972,100.9272,10.28669,53.43266,100.9108,9.928449,53.42853,101.1894,52.80052
2006-12,102.4374,100.6011,101.4253,101.0807,10.48597,53.94388,101.0322,10.08876,53.91472,101.3705,53.18581
2007-01,102.3551,100.559,101.6686,101.2457,10.67933,54.46747,101.1486,10.25079,54.40274,101.5478,53.57353
2007-02,102.3817,100.4641,101.9377,101.4287,10.88575,55.00521,101.2497,10.38948,54.88053,101.7066,53.95963
2007-03,102.7169,100.3842,102.2283,101.6248,11.10275,55.55905,101.3374,10.51638,55.35326,101.8497,54.34799
2007-04,102.9443,100.4286,102.5097,101.8109,11.30357,56.11231,101.4124,10.62723,55.82127,101.978,54.73855
2007-05,102.7033,100.4955,102.716,101.9406,11.43737,56.62862,101.4757,10.71507,56.28426,102.0913,55.13128
2007-06,102.3333,100.5239,102.7955,101.9783,11.44841,57.07837,101.5296,10.77328,56.74323,102.192,55.52612
2007-07,102.0722,100.5123,102.7382,101.9192,11.31172,57.45435,101.5791,10.79733,57.20065,102.2845,55.92306
2007-08,102.0418,100.4953,102.5874,101.7972,11.04726,57.77935,101.6298,10.78458,57.66002,102.3756,56.32205
2007-09,102.0662,100.4183,102.3597,101.6263,10.65372,58.06158,101.6835,10.73115,58.12169,102.4657,56.72308
2007-10,101.9278,100.2867,102.0741,101.4216,10.14733,58.31101,101.7346,10.63091,58.58024,102.5454,57.12614
2007-11,101.9321,100.1157,101.7625,101.2059,9.568189,58.5452,101.7743,10.47999,59.02784,102.6014,57.53122
2007-12,101.9157,99.94319,101.4363,100.9866,8.947445,58.77048,101.7921,10.27615,59.45508,102.6179,57.93831
2008-01,101.9192,99.67878,101.0784,100.7498,8.278717,58.97668,101.7772,10.01734,59.85244,102.5794,58.34744
2008-02,102.2615,99.38472,100.6672,100.4782,7.531232,59.14778,101.7162,9.70158,60.20481,102.4663,58.75574
2008-03,102.7581,99.14234,100.222,100.1847,6.72872,59.29747,101.6061,9.320864,60.51266,102.2759,59.16611
2008-04,102.6217,98.90635,99.72121,99.85155,5.881393,59.41249,101.4424,8.86729,60.7711,102.0016,59.57859
2008-05,101.6588,98.70219,99.15517,99.46832,5.04656,59.48642,101.2218,8.336815,60.97658,101.6391,59.99326
2008-06,100.5753,98.54482,98.53529,99.04016,4.287043,59.52534,100.943,7.72599,61.12721,101.1869,60.41017
2008-07,99.59572,98.44714,97.89627,98.58956,3.647038,59.54974,100.6042,7.030447,61.22211,100.6456,60.82942
2008-08,98.8878,98.37414,97.27234,98.14021,3.117045,59.58036,100.2109,6.256376,61.26745,100.0267,61.25108
2008-09,98.00419,98.20612,96.70618,97.72295,2.725056,59.6438,99.77718,5.430624,61.27806,99.35597,61.67527
2008-10,96.37386,97.81544,96.24289,97.37058,2.500067,59.76882,99.32914,4.607812,61.27951,98.67548,62.10207
2008-11,94.85008,97.26615,95.93243,97.12038,2.464544,59.98807,98.90128,3.858632,61.3055,98.03926,62.53159
2008-12,94.3964,96.73553,95.80534,96.99744,2.641329,60.3228,98.53037,3.256442,61.3912,97.50219,62.96392
2009-01,94.90428,96.4628,95.8885,97.02472,3.078874,60.7925,98.24993,2.864303,61.5668,97.10981,63.39915
2009-02,95.96523,96.41283,96.21466,97.22872,3.835739,61.41653,98.09331,2.743833,61.85673,96.90427,63.83282
2009-03,97.12823,96.55544,96.742,97.58051,4.853668,62.17557,98.05743,2.894471,62.26418,96.87988,64.26946
2009-04,98.00712,96.89503,97.40573,98.03407,6.089455,63.03039,98.12144,3.289315,62.77005,97.00341,64.70911
2009-05,98.56008,97.29534,98.14348,98.54446,7.490454,63.94222,98.25594,3.889627,63.34834,97.23194,65.15178
2009-06,99.00893,97.64702,98.90203,99.07283,8.990882,64.87719,98.43031,4.651815,63.97073,97.52018,65.59743
2009-07,99.47509,97.97354,99.61693,99.57226,10.48419,65.79305,98.62159,5.54089,64.61436,97.83228,66.04605
2009-08,99.98753,98.21053,100.22,99.99387,11.85545,66.64388,98.81696,6.525731,65.26559,98.14731,66.4976
2009-09,100.4591,98.33601,100.6969,100.3277,13.03538,67.41859,99.0094,7.569306,65.91638,98.45319,66.95201
2009-10,100.8836,98.39964,101.0618,100.5836,13.98082,68.12499,99.19389,8.618673,66.56099,98.74165,67.40923
2009-11,101.1939,98.4147,101.3302,100.7727,14.64281,68.77201,99.36797,9.609344,67.19656,99.00891,67.8692
2009-12,101.3625,98.45728,101.4912,100.8867,14.96615,69.3508,99.53059,10.47464,67.82171,99.25346,68.33183
2010-01,101.2448,98.59194,101.5552,100.9323,14.92695,69.86697,99.68227,11.15853,68.43674,99.4763,68.79704
2010-02,101.0409,98.80438,101.5398,100.9206,14.51549,70.33144,99.81811,11.60945,69.03795,99.67235,69.2649
2010-03,101.227,99.11018,101.4817,100.8791,13.82026,70.76839,99.94584,11.83307,69.63194,99.85203,69.73514
2010-04,101.3481,99.29211,101.3841,100.8099,12.9287,71.17941,100.0655,11.86726,70.21913,100.0164,70.20763
2010-05,101.1486,99.4376,101.2581,100.7209,11.93165,71.57158,100.1761,11.7618,70.79924,100.1655,70.6823
2010-06,100.8349,99.4946,101.1359,100.6347,10.92855,71.96733,100.2763,11.57099,71.37278,100.3004,71.159
2010-07,100.7113,99.39304,101.0485,100.5738,10.02496,72.38877,100.3644,11.33839,71.94058,100.4229,71.63765
2010-08,100.9418,99.12749,101.0048,100.545,9.301478,72.84275,100.4356,11.08473,72.50011,100.5297,72.11812
2010-09,101.4103,98.73536,100.9996,100.5448,8.76228,73.326,100.4857,10.81908,73.04793,100.6166,72.60029
2010-10,101.7846,98.42123,101.0252,100.5685,8.37921,73.83333,100.517,10.55369,73.58564,100.6863,73.08405
2010-11,101.8715,98.14936,101.0556,100.5983,8.104868,74.34589,100.5336,10.29707,74.11584,100.7429,73.56928
2010-12,101.6212,97.90018,101.0695,100.6185,7.926497,74.84789,100.5398,10.05356,74.64021,100.7891,74.05586
2011-01,101.278,97.83488,101.0674,100.6283,7.832603,75.33937,100.5403,9.825312,75.16087,100.828,74.54367
2011-02,101.0464,98.02213,101.0436,100.6225,7.788519,75.80922,100.5424,9.613645,75.67501,100.8648,75.02622
2011-03,100.9725,98.4257,100.9967,100.5997,7.76328,76.26234,100.5461,9.413698,76.18688,100.8967,75.50977
2011-04,100.7926,98.58988,100.9189,100.5547,7.7454,76.69254,100.5559,9.228798,76.69952,100.9281,75.99422
2011-05,100.4532,98.67072,100.8131,100.4896,7.726191,77.10134,100.5754,9.062034,77.2151,100.9619,76.47945
2011-06,100.0602,98.73627,100.6842,100.4087,7.676581,77.49196,100.6048,8.912424,77.73383,100.9984,76.96539
2011-07,99.77801,98.6012,100.5292,100.3097,7.560612,77.8618,100.6358,8.768242,78.2485,101.0285,77.4519
2011-08,99.61736,98.3346,100.3433,100.1883,7.363405,78.20646,100.659,8.622034,78.7511,101.0421,77.93891
2011-09,99.48708,97.9635,100.1481,100.0601,7.114115,78.54249,100.6676,8.471469,79.23616,101.0326,78.42633
2011-10,99.28093,97.56376,99.96866,99.94372,6.847877,78.88935,100.6619,8.315552,79.70469,101.0019,78.91408
2011-11,99.12892,97.37708,99.82005,99.8498,6.608699,79.25919,100.6458,8.156368,80.161,100.9558,79.40208
2011-12,99.25256,97.63976,99.70818,99.78229,6.425322,79.65711,100.6222,7.99632,80.60867,100.8993,79.89024
2012-01,99.5175,98.03914,99.63628,99.74319,6.300542,80.08616,100.5893,7.83088,81.04663,100.8312,80.37852
2012-02,99.86609,98.20217,99.59433,99.72514,6.236142,80.53679,100.5432,7.65726,81.46965,100.7479,80.86484
2012-03,100.1273,98.08482,99.56674,99.71561,6.210599,80.99869,100.4835,7.472762,81.88015,100.6503,81.35115
2012-04,99.97502,98.07442,99.54649,99.70882,6.224514,81.46627,100.413,7.276608,82.28064,100.5416,81.83741
2012-05,99.44003,97.95043,99.53788,99.70776,6.279758,81.94312,100.3381,7.074359,82.67757,100.43,82.32355
2012-06,98.99928,97.57283,99.53685,99.71001,6.367181,82.42601,100.2651,6.873673,83.07699,100.323,82.80954
2012-07,98.7286,97.35394,99.54263,99.71574,6.489136,82.91436,100.1988,6.690835,83.48399,100.2265,83.29533
2012-08,98.60333,97.48989,99.55492,99.72525,6.651014,83.40798,100.1439,6.542734,83.90358,100.1465,83.78088
2012-09,98.67595,97.71612,99.57901,99.74272,6.835657,83.91138,100.1043,6.441381,84.34007,100.0877,84.26614
2012-10,98.80673,98.06046,99.62432,99.77583,7.026731,84.43269,100.0824,6.38767,84.79596,100.053,84.75108
2012-11,98.86981,98.16611,99.69517,99.82862,7.212608,84.97584,100.0796,6.376858,85.27275,100.0435,85.23566
2012-12,98.79198,98.11782,99.78524,99.89748,7.379944,85.53576,100.0952,6.402834,85.76991,100.0584,85.71986
2013-01,98.65034,98.07433,99.88258,99.97364,7.512202,86.10239,100.1254,6.4614,86.28338,100.0925,86.20361
2013-02,98.54726,97.96946,99.97556,100.0491,7.607215,86.6634,100.1635,6.547998,86.80428,100.1381,86.68459
2013-03,98.54452,97.63534,100.0632,100.1222,7.68098,87.22018,100.207,6.659111,87.33264,100.1922,87.1651
2013-04,98.51405,97.35262,100.1342,100.1848,7.728958,87.76276,100.253,6.787677,87.86558,100.2515,87.64512
2013-05,98.47046,96.94778,100.1914,100.2383,7.749471,88.29327,100.2993,6.922169,88.40065,100.3132,88.12462
2013-06,98.4437,96.423,100.2329,100.2809,7.74508,88.80997,100.3438,7.051919,88.93552,100.3746,88.60357
2013-07,98.56123,95.73048,100.2619,100.3143,7.719897,89.31526,100.3844,7.167259,89.4675,100.4328,89.08196
2013-08,98.80769,95.10133,100.2767,100.3361,7.672699,89.80762,100.4181,7.257239,89.99266,100.4834,89.55977
2013-09,99.07362,94.79607,100.2787,100.346,7.599164,90.28795,100.4424,7.312171,90.50716,100.5222,90.03698
2013-10,99.28207,94.88715,100.273,100.3465,7.494705,90.76067,100.4578,7.328879,91.01055,100.5491,90.51358
2013-11,99.3455,95.12232,100.2609,100.3381,7.356395,91.227,100.4644,7.305729,91.50255,100.5638,90.98958
2013-12,99.23441,95.58743,100.2341,100.3142,7.182108,91.67903,100.4618,7.243004,91.98223,100.5655,91.46496
2014-01,99.05242,96.14027,100.191,100.2734,6.98347,92.11533,100.4475,7.143624,92.44714,100.5519,91.93974
2014-02,98.93382,96.83192,100.142,100.2236,6.783332,92.54206,100.4192,7.013203,92.89204,100.5207,92.41082
2014-03,98.95903,97.47002,100.0962,100.1728,6.593097,92.9707,100.3759,6.854385,93.31876,100.4709,92.88134
2014-04,99.08752,97.76325,100.0529,100.1214,6.424039,93.40068,100.3226,6.676335,93.73178,100.4076,93.35132
2014-05,99.25687,97.9705,100.022,100.0787,6.2838,93.84145,100.2671,6.49133,94.13902,100.3392,93.82079
2014-06,99.3885,98.28873,100.0082,100.0496,6.17904,94.29758,100.2165,6.310893,94.54814,100.274,94.28979
2014-07,99.45919,98.54649,100.0116,100.0349,6.106608,94.76939,100.1744,6.142438,94.96299,100.2159,94.75836
2014-08,99.41022,98.69579,100.0263,100.0307,6.061765,95.25155,100.1419,5.992318,95.38531,100.1667,95.22653
2014-09,99.33173,98.7262,100.043,100.0307,6.033548,95.73552,100.1202,5.866859,95.81708,100.1282,95.69437
2014-10,99.20954,98.56105,100.0664,100.0377,6.021423,96.22575,100.1082,5.765284,96.25757,100.0995,96.1619
2014-11,99.04888,98.48244,100.1014,100.0555,6.029132,96.7272,100.1048,5.686886,96.70619,100.0797,96.62919
2014-12,98.88712,98.63014,100.1418,100.0794,6.059088,97.23394,100.1078,5.630426,97.16122,100.0669,97.0963
2015-01,98.76279,99.15707,100.1938,100.1139,6.119549,97.75237,100.112,5.592353,97.6171,100.0552,97.56329
2015-02,98.71356,99.86347,100.2592,100.1607,6.203765,98.28316,100.1112,5.569905,98.06603,100.0377,98.0291
2015-03,98.71287,100.3156,100.3454,100.2249,6.307788,98.83509,100.1036,5.560776,98.508,100.0133,98.49491
2015-04,98.71037,100.506,100.4202,100.2832,6.398157,99.37659,100.0902,5.561675,98.94484,99.98387,98.9608
2015-05,98.68676,100.4488,100.4467,100.3079,6.425221,99.87097,100.073,5.566549,99.37932,99.95222,99.42683
2015-06,98.63278,100.0414,100.4047,100.2833,6.362566,100.2973,100.0541,5.569347,99.81385,99.92068,99.89308
2015-07,98.5489,99.56303,100.296,100.2098,6.212244,100.6567,100.0347,5.566977,100.2496,99.89033,100.3596
2015-08,98.46445,99.18655,100.1567,100.1131,6.018769,100.9845,100.0164,5.559601,100.6883,99.86295,100.8265
2015-09,98.41695,98.95149,100.0244,100.0199,5.831739,101.3186,100.0003,5.546457,101.1315,99.83972,101.2939
2015-10,98.38629,98.81556,99.92386,99.94847,5.672619,101.6843,99.98798,5.530095,101.5807,99.82208,101.7618
2015-11,98.34647,98.79522,99.85275,99.8978,5.533607,102.0797,99.98049,5.5126,102.0372,99.8112,102.2302
2015-12,98.30633,98.81757,99.79751,99.85879,5.407048,102.4914,99.97766,5.495431,102.5006,99.80649,102.6994
2016-01,98.26611,98.85406,99.75945,99.83297,5.287598,102.9211,99.97739,5.481913,102.9684,99.80527,103.1693
2016-02,98.29058,98.79421,99.7415,99.82292,5.174503,103.3688,99.97714,5.473725,103.4339,99.8043,103.6367
2016-03,98.42547,98.62858,99.75016,99.83348,5.068891,103.8449,99.9748,5.471684,103.898,99.80118,104.105
2016-04,98.49188,98.59534,99.76776,99.85195,4.985945,104.3315,99.96974,5.472579,104.3597,99.79474,104.5743
2016-05,98.47861,98.72884,99.79093,99.87566,4.960475,104.825,99.96262,5.474023,104.8194,99.78552,105.0447
2016-06,98.42633,99.10458,99.82226,99.9063,5.016351,105.3286,99.95463,5.474812,105.2785,99.77477,105.5161
2016-07,98.40607,99.51171,99.8611,99.94317,5.151062,105.8416,99.94689,5.47522,105.7384,99.76377,105.9888
2016-08,98.49718,99.73057,99.89378,99.9762,5.31287,106.3497,99.94062,5.474905,106.2009,99.75405,106.4628
2016-09,98.70453,99.92241,99.92255,100.0068,5.464683,106.8553,99.93721,5.474568,106.6681,99.74744,106.9381
2016-10,99.02633,100.2549,99.9554,100.0399,5.588619,107.367,99.9384,5.475327,107.1426,99.74645,107.4149
2016-11,99.30529,100.5829,99.99732,100.078,5.692291,107.8904,99.94576,5.478433,107.6273,99.75346,107.8933
2016-12,99.43588,100.8219,100.0418,100.1155,5.783006,108.4185,99.96005,5.485888,108.1237,99.76978,108.3732
2017-01,99.49384,100.9642,100.0921,100.1537,5.86278,108.9552,99.9804,5.499749,108.6314,99.7947,108.8549
2017-02,99.53685,101.0627,100.1598,100.2006,5.944062,109.5131,100.0041,5.523509,109.1471,99.82505,109.3384
2017-03,99.53745,101.037,100.2494,100.26,6.021144,110.0976,100.0302,5.554903,109.6695,99.85957,109.8237
2017-04,99.48621,101.0318,100.3509,100.325,6.10225,110.698,100.0577,5.593014,110.1965,99.89623,110.311
2017-05,99.51422,100.9997,100.4537,100.3883,6.179796,111.303,100.0859,5.636168,110.7272,99.93401,110.8003
2017-06,99.67078,101.0753,100.544,100.4405,6.236149,111.897,100.1139,5.681255,111.2596,99.97122,111.2916
2017-07,99.87956,101.295,100.6031,100.4689,6.252483,112.4593,100.1392,5.723088,111.7899,100.0043,111.7852
2017-08,100.1308,101.6408,100.6177,100.465,6.229245,112.9745,100.1597,5.757261,112.3152,100.0305,112.281
2017-09,100.3255,102.1651,100.5874,100.4297,6.163776,113.4416,100.1744,5.78042,112.8339,100.0486,112.7791
2017-10,100.3445,102.5732,100.5275,100.3739,6.063507,113.8772,100.1843,5.791292,113.3475,100.0599,113.2797
2017-11,100.2782,102.6372,100.4553,100.3102,5.941645,114.3008,100.1909,5.789811,113.8587,100.0667,113.7828
2017-12,100.1058,102.634,100.37,100.2382,5.804172,114.7113,100.1957,5.77645,114.3694,100.0708,114.2885
2018-01,99.8903,102.6564,100.2824,100.1658,5.659144,115.1211,100.1985,5.751433,114.8793,100.0718,114.7969
2018-02,99.7529,102.6957,100.2044,100.1018,5.505659,115.5425,100.1978,5.714355,115.3841,100.067,115.3068
2018-03,99.85369,102.61,100.1422,100.0507,5.346836,115.9843,100.1918,5.664905,115.8822,100.054,115.8197
2018-04,99.98596,102.4169,100.0868,100.0065,5.183806,116.4364,100.1786,5.602567,116.3704,100.03,116.3355
2018-05,100.0648,102.1079,100.0289,99.9622,5.017906,116.8881,100.1563,5.525791,116.8457,99.9926,116.8544
2018-06,99.99638,101.7632,99.95541,99.90826,4.850068,117.3241,100.1246,5.435824,117.3075,99.94125,117.3764
2018-07,99.85104,101.7092,99.86778,99.84575,4.700942,117.746,100.0861,5.339617,117.7591,99.87891,117.9019
2018-08,99.6914,101.7944,99.76878,99.77694,4.587201,118.1568,100.0443,5.244309,118.2054,99.80975,118.4307
2018-09,99.49585,101.9349,99.66833,99.70855,4.519384,118.5685,100.0023,5.155085,118.6506,99.73735,118.9631
2018-10,99.29491,102.0661,99.57085,99.64272,4.48642,118.9862,99.96155,5.072417,119.097,99.66351,119.4991
2018-11,99.11783,102.2462,99.48127,99.58236,4.475344,119.4162,99.92266,4.994843,119.5457,99.58919,120.0389
2018-12,98.94578,102.4232,99.39767,99.52632,4.485115,119.8562,99.88597,4.921424,119.998,99.51527,120.5825
2019-01,98.83347,102.631,99.32399,99.47805,4.508536,120.3114,99.8512,4.852964,120.4543,99.44199,121.1302
2019-02,98.7584,102.8345,99.26009,99.43729,4.533941,120.7812,99.81591,4.789756,120.9108,99.36658,121.6815
2019-03,98.68543,102.9041,99.20538,99.40343,4.553502,121.2657,99.77984,4.734632,121.3688,99.2897,122.237
2019-04,98.43302,102.943,99.14773,99.36717,4.563703,121.7502,99.73995,4.686582,121.8242,99.20794,122.7968
2019-05,98.07542,102.9167,99.08585,99.32713,4.572887,122.2333,99.694,4.646417,122.2748,99.11957,123.361
2019-06,97.77169,102.917,99.02396,99.28577,4.599153,122.72,99.64045,4.61408,122.7201,99.02405,123.9296
2019-07,97.57217,102.8086,98.95817,99.24077,4.636951,123.2058,99.57994,4.588989,123.163,98.92384,124.5029
2019-08,97.4854,102.7036,98.88066,99.18674,4.675048,123.6807,99.51586,4.573601,123.6116,98.82539,125.0808
2019-09,97.55233,102.771,98.7943,99.12595,4.706012,124.1483,99.4544,4.574667,124.0785,98.7387,125.6635
2019-10,97.59887,102.9421,98.71198,99.06753,4.738791,124.6247,99.40582,4.605742,124.5823,98.67834,126.2509
2019-11,97.39892,103.1715,98.65097,99.02418,4.786463,125.132,99.38202,4.68397,125.1452,98.6614,126.8431
2019-12,96.52041,103.3306,98.61452,98.99841,4.854457,125.6746,99.39285,4.824054,125.7868,98.70255,127.4403
2020-01,95.06456,103.1928,98.60493,98.99137,4.941052,126.256,99.44394,5.036931,126.5215,98.81228,128.0423
2020-02,93.84689,102.68,90.91319,93.50488,-3.166025,116.9572,92.34725,-8.544403,110.5797,85.95578,128.6471
2020-03,95.08802,102.1486,90.01313,93.53503,-4.05521,116.3481,99.15494,4.787456,127.1792,98.39267,129.2568
2020-04,96.37447,101.5378,85.7991,91.67417,-8.477878,111.4284,96.66119,0.6406209,122.6046,94.40471,129.8713
2020-05,97.248,101.2487,91.83733,95.13129,-1.958829,119.8389,95.48325,-1.244208,120.7535,92.53822,130.4904
2020-06,97.82845,101.2461,94.99378,96.96452,1.491461,124.5504,96.51966,0.7038602,123.5839,94.25669,131.1142
2020-07,98.31019,101.4956,97.30062,98.36814,4.042491,128.1864,97.5328,2.615561,126.3845,95.93286,131.7426
2020-08,98.77905,101.7523,98.66723,99.26775,5.603537,130.6112,98.51911,4.476366,129.1449,97.55953,132.3755
2020-09,99.25905,102.0879,99.68127,99.85873,6.798767,132.5889,98.98516,5.404074,130.7838,98.32417,133.0128
2020-10,99.63741,102.6353,100.31,100.2421,7.578015,134.0688,99.42009,6.244482,132.3618,99.03277,133.6545
2020-11,99.77417,102.9882,100.5817,100.4339,7.951434,135.0818,99.82376,6.978224,133.8781,99.68545,134.3006
2020-12,99.46916,103.0708,100.7877,100.5808,8.227032,136.0139,99.81636,6.934442,134.5094,99.67286,134.9509
2021-01,99.00467,103.1995,100.9087,100.6703,8.38111,136.8377,99.78341,6.76637,135.0824,99.6143,135.6055
2021-02,98.86783,103.3942,100.9586,100.7081,17.62336,137.569,99.72394,22.61771,135.5902,99.50645,136.2628
2021-03,99.39661,103.271,100.9402,100.697,18.79143,138.2116,99.20943,6.109743,134.9496,98.55782,136.9243
2021-04,100.1696,103.1163,100.86,100.6414,24.54023,138.7732,98.68493,9.519891,134.2764,97.59176,137.5899
2021-05,101.0055,103.0115,100.7245,100.5462,16.20715,139.2614,98.14758,10.61075,133.5664,96.60541,138.2597
2021-06,100.8708,102.8272,100.5525,100.4233,12.16449,139.7013,98.42891,9.19875,134.9521,97.13421,138.9337
2021-07,100.6467,102.427,100.3448,100.275,9.288648,140.0932,98.69424,7.855609,136.3127,97.63699,139.6118
2021-08,100.4009,102.3261,100.1184,100.1131,7.540643,140.4602,98.95118,6.596837,137.6644,98.12562,140.294
2021-09,100.1917,102.5867,99.8961,99.95368,,,,,,,
2021-10,100.1329,102.7803,99.70383,99.81624,,,,,,,
2021-11,100.2699,102.837,99.55859,99.71368,,,,,,,
2021-12,,102.8305,99.4435,99.63464,,,,,,,
2022-01,,,99.34856,99.57043,,,,,,,
