country,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM
1984-10,99.61327,99.74209,100.5108,100.3616,2.717001,31.77668,100.364,4.732877,31.73112,100.3667,31.6152
1984-11,99.58213,99.69099,100.4785,100.3348,2.618241,31.86368,100.3779,4.579807,31.83723,100.3951,31.71193
1984-12,99.58292,99.67891,100.4847,100.3395,2.594173,31.96375,100.3991,4.451436,31.94691,100.4317,31.80958
1985-01,99.56401,99.7181,100.5104,100.3619,2.632115,32.07099,100.4299,4.357995,32.06076,100.4783,31.90814
1985-02,99.5066,99.69091,100.5187,100.3751,2.702191,32.17392,100.4713,4.307024,32.17924,100.5354,32.00788
1985-03,99.42125,99.65647,100.5185,100.382,2.810274,32.27495,100.52,4.294905,32.30028,100.5974,32.10847
1985-04,99.37948,99.63797,100.5064,100.3784,2.940132,32.373,100.572,4.307571,32.42229,100.6594,32.20989
1985-05,99.36534,99.62879,100.4778,100.3597,3.075061,32.46651,100.6225,4.326921,32.54335,100.7156,32.31213
1985-06,99.37948,99.66311,100.4329,100.3266,3.207848,32.55549,100.6659,4.338543,32.66154,100.7601,32.41516
1985-07,99.40182,99.67498,100.3709,100.2794,3.318544,32.63958,100.696,4.334824,32.7746,100.7861,32.51896
1985-08,99.45759,99.67535,100.3034,100.2283,3.407144,32.72248,100.7062,4.312774,32.88024,100.787,32.6235
1985-09,99.56058,99.69337,100.2448,100.1838,3.483371,32.80891,100.692,4.270061,32.97692,100.7581,32.72879
1985-10,99.64977,99.74512,100.2008,100.15,3.537335,32.90073,100.6532,4.202553,33.06464,100.7,32.8348
1985-11,99.68812,99.84413,100.1706,100.1263,3.559023,32.99771,100.5918,4.105467,33.14429,100.6156,32.94151
1985-12,99.65547,99.96983,100.1534,100.1131,3.553563,33.09961,100.5117,3.977114,33.21747,100.5101,33.0489
1986-01,99.60587,100.0803,100.1466,100.1069,3.537801,33.2056,100.4199,3.824705,33.28699,100.3921,33.15698
1986-02,99.55998,100.1373,100.1444,100.1026,3.542818,33.31378,100.3236,3.656523,33.35588,100.271,33.26574
1986-03,99.50629,100.1673,100.1441,100.0987,3.557837,33.42324,100.2292,3.487471,33.42674,100.1546,33.37516
1986-04,99.45695,100.201,100.1457,100.0961,3.586375,33.53402,100.1398,3.326517,33.50082,100.0466,33.48522
1986-05,99.44685,100.244,100.1448,100.0913,3.628448,33.64454,100.0566,3.180762,33.57848,99.94812,33.59591
1986-06,99.37807,100.2996,100.1441,100.0846,3.686937,33.75579,99.9782,3.054252,33.6591,99.85727,33.70721
1986-07,99.34429,100.2764,100.1432,100.0765,3.762246,33.86756,99.90079,2.948974,33.74111,99.76933,33.81913
1986-08,99.41087,100.1968,100.1511,100.0728,3.851786,33.98288,99.82028,2.866514,33.82276,99.67917,33.93162
1986-09,99.44167,100.1103,100.1695,100.0762,3.942461,34.10239,99.73402,2.807719,33.90282,99.58327,34.04469
1986-10,99.42728,100.0639,100.2001,100.089,4.030131,34.22667,99.64278,2.772509,33.98136,99.48196,34.15831
1986-11,99.43063,99.98421,100.2568,100.123,4.129872,34.36048,99.55122,2.762896,34.06004,99.38015,34.27248
1986-12,99.47685,99.90864,100.3525,100.1907,4.256129,34.50837,99.46869,2.784795,34.14251,99.28857,34.38715
1987-01,99.57857,99.89391,100.4963,100.2996,4.420841,34.67357,99.41025,2.848087,34.23503,99.22531,34.50232
1987-02,99.65416,99.94092,100.6744,100.4393,4.614938,34.85119,99.39148,2.962761,34.34414,99.20967,34.61773
1987-03,99.77324,100.0235,100.8772,100.6008,4.832023,35.03826,99.42074,3.132036,34.47368,99.25176,34.73357
1987-04,99.89519,100.12,101.0913,100.7716,5.057921,35.23015,99.49045,3.342801,34.62069,99.34252,34.84982
1987-05,100.0259,100.1921,101.294,100.9338,5.27385,35.41891,99.58728,3.57716,34.77964,99.46577,34.96643
1987-06,100.1441,100.2749,101.4594,101.0675,5.449695,35.59538,99.69959,3.822156,34.94561,99.60728,35.08339
1987-07,100.2759,100.3537,101.5619,101.1521,5.559498,35.75043,99.82315,4.077262,35.11683,99.76192,35.20063
1987-08,100.4386,100.3766,101.5876,101.1747,5.579197,35.87885,99.9568,4.34641,35.29284,99.92838,35.31813
1987-09,100.5716,100.3158,101.5389,101.1365,5.509235,35.98117,100.0972,4.629005,35.47218,100.1025,35.43584
1987-10,100.6542,100.1646,101.4342,101.0534,5.367,36.06362,100.2324,4.908989,35.6495,100.2694,35.55372
1987-11,100.678,100.0388,101.3155,100.9592,5.181854,36.14099,100.3476,5.161955,35.8182,100.4106,35.67173
1987-12,100.6847,100.0807,101.226,100.8888,4.984977,36.2286,100.4323,5.362339,35.97335,100.5128,35.78981
1988-01,100.6287,100.2083,101.123,100.8285,4.722902,36.31116,100.4863,5.491041,36.11489,100.5764,35.90793
1988-02,100.5726,100.3348,101.0681,100.8063,4.475378,36.41092,100.5161,5.536983,36.24577,100.6096,36.02613
1988-03,100.5646,100.4321,101.0574,100.8164,4.247394,36.52647,100.5303,5.49966,36.36962,100.6234,36.14428
1988-04,100.6496,100.4798,101.0874,100.8539,4.049109,36.65665,100.5412,5.405324,36.49205,100.6335,36.26234
1988-05,100.7894,100.5398,101.1486,100.9109,3.894054,36.79814,100.5599,5.285466,36.6179,100.6532,36.38027
1988-06,100.9418,100.5869,101.2242,100.9735,3.791156,36.94485,100.5939,5.164944,36.75053,100.6918,36.49804
1988-07,100.9815,100.6352,101.2956,101.0265,3.746964,37.08998,100.6454,5.051262,36.89067,100.7512,36.6156
1988-08,100.9419,100.7078,101.3594,101.0687,3.77214,37.23225,100.7127,4.94328,37.03746,100.8291,36.73292
1988-09,100.915,100.7277,101.4079,101.097,3.856501,37.36879,100.7911,4.83845,37.18848,100.9186,36.84997
1988-10,100.9421,100.6897,101.4473,101.1183,3.987655,37.50171,100.8728,4.74174,37.33991,101.0096,36.96671
1988-11,100.9679,100.6502,101.4788,101.1357,4.124107,37.63148,100.9492,4.660971,37.48768,101.091,37.08311
1988-12,100.9684,100.6113,101.4933,101.1425,4.212257,37.75464,101.012,4.599972,37.62811,101.1532,37.19915
1989-01,100.9124,100.5848,101.486,101.1322,4.291008,37.86928,101.0532,4.54936,37.75789,101.1875,37.31479
1989-02,100.8121,100.4728,101.4755,101.1147,4.315385,37.98219,101.066,4.492053,37.87394,101.1863,37.42992
1989-03,100.6819,100.3,101.4459,101.0799,4.273582,38.08746,101.0511,4.419506,37.97697,101.1516,37.5446
1989-04,100.5686,100.1381,101.3953,101.0276,4.167386,38.18428,101.0185,4.327716,38.07132,101.0953,37.65884
1989-05,100.4289,100.0604,101.328,100.9637,4.011288,38.27422,100.982,4.220236,38.16327,101.0342,37.77261
1989-06,100.2891,100.0688,101.2603,100.9027,3.83963,38.3634,100.9541,4.10308,38.25843,100.9833,37.88591
1989-07,100.1666,100.1413,101.1981,100.8501,3.677596,38.454,100.9392,3.97982,38.35885,100.9477,37.99874
1989-08,100.0733,100.2249,101.1452,100.8082,3.532677,38.54755,100.9371,3.852839,38.46445,100.9272,38.11108
1989-09,100.0319,100.3143,101.1028,100.7765,3.413809,38.64448,100.9463,3.727582,38.57471,100.9203,38.22295
1989-10,100.0246,100.291,101.0726,100.7544,3.316689,38.74553,100.9645,3.613826,38.68931,100.926,38.33434
1989-11,100.0327,100.2398,101.062,100.747,3.247436,38.85354,100.9894,3.521582,38.80784,100.9431,38.44526
1989-12,100.057,100.2247,101.0676,100.7517,3.212072,38.96735,101.0181,3.458204,38.92937,100.9691,38.55571
1990-01,100.0953,100.2193,101.0804,100.7619,3.206264,39.08347,101.0489,3.429846,39.05293,101.0014,38.66572
1990-02,100.1511,100.1741,101.0873,100.7682,3.194457,39.19551,101.0795,3.437218,39.17575,101.0363,38.77393
1990-03,100.193,100.1334,101.08,100.7632,3.196996,39.30511,101.1056,3.485035,39.30048,101.0681,38.88517
1990-04,100.187,100.1141,101.0379,100.7301,3.185831,39.40076,101.1216,3.544116,39.42061,101.0888,38.99601
1990-05,100.1158,100.044,100.946,100.657,3.14103,39.47642,101.1201,3.587224,39.53226,101.0888,39.10648
1990-06,99.99364,99.92018,100.7829,100.528,3.024307,39.52362,101.0949,3.591568,39.63251,101.0605,39.21662
1990-07,99.81811,99.68985,100.5461,100.3414,2.82724,39.54119,101.0448,3.551804,39.72128,101.004,39.32644
1990-08,99.63715,99.27512,100.2461,100.1057,2.556462,39.533,100.9719,3.472194,39.80001,100.9231,39.43597
1990-09,99.45217,98.81792,99.92139,99.85092,2.250459,39.51416,100.8805,3.360287,39.87094,100.8236,39.54525
1990-10,99.26294,98.50871,99.61155,99.60884,1.947976,39.50028,100.7793,3.226875,39.93776,100.7148,39.65432
1990-11,99.08086,98.43474,99.358,99.41276,1.684245,39.50793,100.6777,3.082675,40.00416,100.606,39.76321
1990-12,98.92433,98.49747,99.19677,99.29008,1.499589,39.5517,100.5834,2.937752,40.07302,100.5042,39.87196
1991-01,98.78924,98.63145,99.13762,99.24726,1.413298,39.63584,100.4998,2.798324,40.14576,100.413,39.98062
1991-02,98.73889,98.92812,99.18407,99.28526,1.442965,39.76109,100.4292,2.672559,40.22275,100.3357,40.08818
1991-03,98.77383,99.32,99.30659,99.38226,1.556636,39.91695,100.3695,2.553636,40.30408,100.2697,40.19567
1991-04,98.9009,99.45522,99.45912,99.50378,1.737054,40.08518,100.3169,2.454877,40.38834,100.2113,40.30317
1991-05,99.0885,99.43744,99.60955,99.62498,1.966988,40.25292,100.2673,2.381188,40.4736,100.1557,40.4107
1991-06,99.32863,99.37091,99.73847,99.72897,2.24859,40.41235,100.2192,2.338117,40.55917,100.1008,40.51831
1991-07,99.51339,99.28049,99.82208,99.79717,2.560845,40.55378,100.1765,2.330881,40.64714,100.0519,40.62606
1991-08,99.64573,99.20813,99.84299,99.81578,2.876119,40.67002,100.1452,2.363472,40.74067,100.0164,40.73397
1991-09,99.66406,99.13324,99.81221,99.793,3.166599,40.76542,100.1301,2.43586,40.84214,100.0001,40.84211
1991-10,99.52564,98.93108,99.74709,99.74258,3.409274,40.84695,100.1313,2.538536,40.9516,100.0026,40.95052
1991-11,99.29942,98.65541,99.67529,99.68661,3.589113,40.92591,100.1458,2.6589,41.06783,100.0209,41.05923
1991-12,99.13081,98.46836,99.62782,99.64988,3.699939,41.01509,100.1685,2.783793,41.18857,100.0492,41.16831
1992-01,99.14862,98.43701,99.62563,99.64934,3.7527,41.12325,100.1909,2.899316,41.30971,100.0773,41.27778
1992-02,99.32512,98.56172,99.6538,99.67422,3.729308,41.2439,100.2035,2.991925,41.42618,100.0942,41.38718
1992-03,99.48642,98.75217,99.68944,99.70715,3.635566,41.36816,100.2006,3.055676,41.53564,100.093,41.49704
1992-04,99.56167,98.88792,99.70309,99.72415,3.48927,41.48386,100.1841,3.097453,41.63935,100.0768,41.60739
1992-05,99.59374,98.94675,99.66727,99.70377,3.295573,41.57948,100.1582,3.128215,41.7397,100.0513,41.71829
1992-06,99.50558,98.90144,99.59568,99.65533,3.088915,41.66065,100.1263,3.15427,41.83851,100.0209,41.82978
1992-07,99.35,98.7563,99.48405,99.57675,2.889302,41.7255,100.088,3.169515,41.93546,99.98464,41.9419
1992-08,99.14369,98.57747,99.35768,99.48731,2.740456,41.78456,100.0409,3.162122,42.02895,99.93879,42.05469
1992-09,98.92297,98.42254,99.2496,99.41222,2.664864,41.85176,99.98346,3.123609,42.11789,99.88071,42.16819
1992-10,99.02217,98.37075,99.16608,99.36003,2.651088,41.92984,99.91687,3.055797,42.203,99.8121,42.28244
1992-11,99.14697,98.49123,99.11874,99.33611,2.682761,42.02386,99.84399,2.965861,42.28584,99.73666,42.39749
1992-12,99.25069,98.63449,99.09934,99.33218,2.719442,42.13047,99.76827,2.864427,42.36839,99.65897,42.51337
1993-01,99.31855,98.70213,99.09129,99.33407,2.722237,42.24272,99.69315,2.766212,42.45242,99.5832,42.63011
1993-02,99.28955,98.68367,99.08508,99.33465,2.697541,42.35647,99.62296,2.688585,42.53996,99.51432,42.74758
1993-03,99.19284,98.64727,99.07043,99.32742,2.657847,42.46766,99.55829,2.637524,42.63115,99.45181,42.86613
1993-04,99.08772,98.61014,99.04777,99.31312,2.633488,42.57633,99.50108,2.61091,42.72652,99.39715,42.98566
1993-05,99.00214,98.50925,99.00369,99.28654,2.638819,42.67669,99.45401,2.605263,42.82713,99.3527,43.10616
1993-06,98.92891,98.38144,98.97087,99.26974,2.693547,42.7828,99.42032,2.619278,42.93438,99.32151,43.22767
1993-07,98.92741,98.28716,98.96994,99.27798,2.823642,42.90368,99.40366,2.657685,43.04997,99.3074,43.35021
1993-08,98.9621,98.27129,99.01212,99.32036,3.014889,43.04432,99.40849,2.730072,43.17636,99.31585,43.47379
1993-09,99.0071,98.3151,99.09716,99.39669,3.232945,43.2048,99.43806,2.843714,43.3156,99.35129,43.59843
1993-10,99.0312,98.4007,99.21952,99.50366,3.465392,43.38288,99.49023,2.995079,43.46701,99.41194,43.72413
1993-11,99.04308,98.53678,99.37099,99.63568,3.691301,43.57508,99.55963,3.173832,43.62792,99.49149,43.85091
1993-12,99.04195,98.78907,99.5476,99.78955,3.914833,43.7798,99.63877,3.365105,43.79412,99.58015,43.97877
1994-01,99.02933,99.04999,99.73401,99.95258,4.137155,43.99037,99.71951,3.553647,43.96103,99.6675,44.10769
1994-02,99.06673,99.18163,99.90314,100.1017,4.340348,44.19489,99.7964,3.729542,44.12651,99.74856,44.23774
1994-03,99.17002,99.23428,100.0622,100.2391,4.540847,44.39606,99.86945,3.893416,44.29096,99.82531,44.36847
1994-04,99.33009,99.30804,100.2139,100.3637,4.742328,44.59544,99.93671,4.043809,44.4543,99.89674,44.50024
1994-05,99.54549,99.41895,100.3813,100.4843,4.982996,44.80326,99.99897,4.180921,44.6177,99.96558,44.63307
1994-06,99.80041,99.54337,100.5455,100.5934,5.208489,45.01114,100.0568,4.302689,44.78171,100.033,44.76693
1994-07,100.0747,99.70876,100.698,100.6874,5.387748,45.21522,100.111,4.405245,44.94643,100.0994,44.90181
1994-08,100.3826,99.89601,100.828,100.763,5.497359,45.41062,100.1607,4.479695,45.11053,100.1617,45.03769
1994-09,100.6609,100.05,100.9136,100.8076,5.514374,45.58728,100.2027,4.514997,45.2713,100.2141,45.17457
1994-10,100.822,100.1563,100.9429,100.8143,5.432532,45.73967,100.2316,4.504485,45.42498,100.2484,45.31243
1994-11,100.8622,100.2167,100.9061,100.7751,5.250648,45.86306,100.2417,4.447139,45.56812,100.2571,45.45125
1994-12,100.8279,100.2575,100.8012,100.6869,4.97148,45.95631,100.2303,4.349907,45.69913,100.2371,45.59101
1995-01,100.7459,100.2666,100.6412,100.5568,4.625024,46.02494,100.201,4.229113,45.82019,100.1935,45.73171
1995-02,100.587,100.173,100.4572,100.4048,4.270197,46.0821,100.1593,4.096525,45.93416,100.1347,45.87237
1995-03,100.3665,100.0274,100.2725,100.2483,3.910371,46.13211,100.1269,3.968784,46.04877,100.0914,46.00673
1995-04,100.3932,99.94418,100.1172,100.1117,3.589077,46.19601,100.0954,3.8479,46.16485,100.0497,46.14192
1995-05,100.0473,99.92467,100.0058,100.0098,3.297445,46.28063,100.0693,3.737044,46.28509,100.0155,46.27793
1995-06,99.82418,99.98512,99.93389,99.94171,3.050192,46.38406,100.0498,3.636485,46.41019,99.99017,46.41475
1995-07,99.73884,100.0256,99.89549,99.90363,2.849683,46.50371,100.0334,3.541552,46.53823,99.96964,46.55236
1995-08,99.6283,99.98732,99.87417,99.8818,2.689612,46.63199,100.0153,3.448471,46.66616,99.94734,46.69074
1995-09,99.46613,99.85695,99.85198,99.86228,2.573726,46.76057,99.99289,3.360187,46.7925,99.92016,46.82989
1995-10,99.25486,99.75994,99.82692,99.84366,2.511635,46.88848,99.96934,3.28923,46.91911,99.89213,46.96977
1995-11,99.05321,99.71088,99.80655,99.8307,2.520969,47.01925,99.95047,3.250706,47.0494,99.87054,47.11039
1995-12,98.91586,99.71782,99.79514,99.82665,2.608135,47.15491,99.94264,3.256003,47.18709,99.86324,47.25171
1996-01,98.83866,99.74378,99.79846,99.83534,2.766494,47.29821,99.94949,3.304117,47.33415,99.87428,47.39373
1996-02,98.81709,99.77692,99.82915,99.86481,2.978178,47.45451,99.97323,3.389932,47.49129,99.90654,47.53572
1996-03,98.84357,99.81728,99.88956,99.91634,3.231225,47.62274,100.025,3.505846,47.66317,99.97436,47.67539
1996-04,98.9188,99.77798,99.97601,99.98679,3.48122,47.80419,100.0847,3.629563,47.84044,100.0518,47.81566
1996-05,99.03239,99.71162,100.0771,100.0675,3.700956,47.99345,100.1439,3.74448,48.01822,100.1287,47.9565
1996-06,99.19788,99.70845,100.1833,100.151,3.891247,48.18898,100.1904,3.837894,48.19136,100.1883,48.10079
1996-07,99.30553,99.74562,100.2877,100.2314,4.044225,48.38442,100.2277,3.914935,48.36017,100.2374,48.24563
1996-08,99.40474,99.79476,100.3603,100.2869,4.145983,48.56534,100.2557,3.982917,48.52483,100.2766,48.391
1996-09,99.47294,99.83561,100.4206,100.3317,4.235264,48.741,100.2765,4.047931,48.68662,100.3085,48.53688
1996-10,99.55171,99.87863,100.4701,100.3667,4.315882,48.91213,100.2915,4.106759,48.84596,100.3342,48.68325
1996-11,99.69025,99.89027,100.5098,100.3928,4.380748,49.07905,100.3032,4.15379,49.00374,100.3556,48.8301
1996-12,99.86298,99.84594,100.551,100.4183,4.437263,49.2473,100.3154,4.184865,49.16181,100.3765,48.97741
1997-01,100.0223,99.80962,100.5981,100.448,4.483816,49.41898,100.3341,4.202735,49.32347,100.4037,49.12517
1997-02,100.1611,99.83118,100.6505,100.4832,4.50702,49.59329,100.3654,4.213276,49.49224,100.4454,49.27278
1997-03,100.2913,99.89564,100.7024,100.52,4.504531,49.76792,100.4137,4.214574,49.67197,100.5082,49.4208
1997-04,100.4098,99.99066,100.7411,100.5493,4.460686,49.93658,100.4746,4.222113,49.86031,100.5872,49.56923
1997-05,100.5441,100.1147,100.7606,100.5661,4.381255,50.09617,100.5406,4.237331,50.05291,100.6736,49.71803
1997-06,100.6663,100.2515,100.7607,100.5697,4.26978,50.24655,100.6036,4.26119,50.24489,100.7574,49.86722
1997-07,100.7953,100.3553,100.7341,100.5547,4.132585,50.38395,100.6571,4.283333,50.43159,100.8293,50.01678
1997-08,100.8551,100.379,100.6704,100.5141,3.989851,50.50303,100.6948,4.293609,50.6083,100.8802,50.16672
1997-09,100.8622,100.3704,100.5714,100.4493,3.823344,50.60454,100.7093,4.277875,50.76938,100.899,50.31703
1997-10,100.8245,100.3444,100.4347,100.3585,3.628858,50.68708,100.6936,4.224236,50.90933,100.875,50.46772
1997-11,100.7112,100.3294,100.2684,100.2471,3.414102,50.75466,100.6422,4.122329,51.02383,100.8002,50.61879
1997-12,100.5756,100.322,100.0915,100.1275,3.186854,50.81674,100.5549,3.967959,51.11253,100.6741,50.77026
1998-01,100.4408,100.3853,99.91994,100.0113,2.959195,50.88138,100.4409,3.767338,51.18166,100.5096,50.92215
1998-02,100.3389,100.4265,99.76271,99.90435,2.740787,50.95253,100.3145,3.532356,51.24048,100.3265,51.07373
1998-03,100.2316,100.3761,99.61002,99.79977,2.527863,51.02599,100.1871,3.272779,51.29762,100.1403,51.22575
1998-04,100.0681,100.2925,99.45036,99.68977,2.321469,51.09585,100.0689,3.008452,51.36034,99.96516,51.37824
1998-05,99.88439,100.1751,99.28096,99.57182,2.124931,51.16068,99.96633,2.758224,51.43348,99.81036,51.53121
1998-06,99.70115,100.0612,99.10783,99.44976,1.94447,51.22358,99.88296,2.537403,51.51981,99.68098,51.68469
1998-07,99.5136,99.99297,98.9482,99.33567,1.805161,51.29346,99.81984,2.358337,51.62094,99.57993,51.8387
1998-08,99.28468,99.95602,98.8192,99.24188,1.735112,51.37931,99.77634,2.231155,51.73745,99.50801,51.99325
1998-09,99.02477,99.94389,98.74226,99.18465,1.754655,51.49247,99.7499,2.164501,51.86828,99.46291,52.14836
1998-10,98.84177,99.98989,98.73934,99.18133,1.889232,51.64468,99.73649,2.163875,52.01094,99.43961,52.30405
1998-11,98.80669,100.1038,98.82342,99.24162,2.144496,51.84309,99.73194,2.231721,52.16254,99.43235,52.46033
1998-12,98.86493,100.2422,98.98354,99.35635,2.490583,52.08237,99.733,2.363285,52.32047,99.43604,52.61721
1999-01,98.98122,100.4135,99.20585,99.51485,2.897324,52.35558,99.73808,2.542057,52.48273,99.44677,52.77469
1999-02,99.10538,100.5214,99.46591,99.69727,3.331801,52.65017,99.74548,2.746197,52.64764,99.46114,52.93288
1999-03,99.21702,100.5102,99.74385,99.88995,3.781738,52.95565,99.76042,2.962979,52.81756,99.48375,53.09164
1999-04,99.36274,100.4846,100.0252,100.0835,4.244121,53.26442,99.78761,3.18334,52.99531,99.51985,53.25099
1999-05,99.56548,100.5094,100.2942,100.2687,4.705559,53.56808,99.83202,3.403657,53.1841,99.57534,53.41092
1999-06,99.7629,100.5686,100.5409,100.4376,5.149224,53.86119,99.89718,3.623228,53.38649,99.65479,53.57142
1999-07,99.93597,100.6156,100.7548,100.5828,5.545702,54.13804,99.98257,3.839346,53.60285,99.75871,53.7325
1999-08,100.1592,100.6775,100.9408,100.7075,5.881496,54.40118,100.0855,4.04909,53.83234,99.88534,53.89414
1999-09,100.4017,100.7727,101.1131,100.8207,6.147602,54.65803,100.202,4.250521,54.07295,100.0307,54.05634
1999-10,100.5923,100.8911,101.2816,100.9297,6.330342,54.91396,100.326,4.441982,54.32126,100.1884,54.2191
1999-11,100.7418,101.0524,101.447,101.036,6.415932,55.16931,100.4517,4.622108,54.57355,100.3515,54.3824
1999-12,100.8413,101.2292,101.5957,101.1304,6.401924,55.41665,100.5745,4.789988,54.82661,100.514,54.54625
2000-01,100.8944,101.4026,101.7128,101.2025,6.28804,55.64772,100.6925,4.94638,55.07872,100.6728,54.71062
2000-02,100.9423,101.4485,101.7804,101.2406,6.082096,55.85241,100.8033,5.090852,55.32785,100.8246,54.87538
2000-03,100.9667,101.4595,101.7976,101.2458,5.80559,56.03004,100.9053,5.216148,55.5726,100.9665,55.04066
2000-04,100.9629,101.4752,101.7601,101.2162,5.470369,56.17818,100.9928,5.308282,55.80845,101.0904,55.20647
2000-05,100.9681,101.4795,101.6724,101.1537,5.097782,56.29886,101.0596,5.352539,56.0308,101.1883,55.37282
2000-06,101.0315,101.4472,101.5449,101.0652,4.709426,56.39775,101.1015,5.338129,56.23632,101.2542,55.53972
2000-07,101.085,101.4317,101.3813,100.952,4.319726,56.47666,101.1212,5.266459,56.42582,101.29,55.7072
2000-08,101.0491,101.3762,101.182,100.8131,3.923742,56.53575,101.1229,5.143554,56.60124,101.2992,55.87528
2000-09,100.9107,101.2758,100.9463,100.648,3.506037,56.57436,101.11,4.97698,56.76415,101.285,56.04399
2000-10,100.7151,101.2087,100.6769,100.458,3.059231,56.59391,101.0829,4.774191,56.91466,101.2476,56.21337
2000-11,100.5185,101.1198,100.3813,100.2488,2.590448,56.59844,101.0392,4.540427,57.05142,101.1847,56.38347
2000-12,100.3293,100.969,100.0663,100.0252,2.120625,56.59182,100.9764,4.279547,57.17294,101.0938,56.55433
2001-01,100.1322,100.8286,99.75587,99.80479,1.688836,56.58752,100.8941,3.995704,57.2795,100.9757,56.72601
2001-02,99.90068,100.7237,99.47736,99.60781,1.338584,56.60004,100.7915,3.69092,57.36996,100.8305,56.89741
2001-03,99.65462,100.6716,99.24264,99.44246,1.08419,56.63751,100.67,3.372972,57.44705,100.6611,57.06974
2001-04,99.43983,100.6285,99.05019,99.30624,0.927763,56.69938,100.5332,3.056471,57.51422,100.4737,57.24307
2001-05,99.25336,100.5833,98.89581,99.19469,0.8608117,56.78349,100.3842,2.75488,57.57439,100.2733,57.41748
2001-06,99.13296,100.5352,98.74615,99.08532,0.8389927,56.87092,100.2273,2.479288,57.63058,100.0652,57.59305
2001-07,99.00956,100.4657,98.60102,98.9782,0.8587724,56.96166,100.0697,2.236222,57.68763,99.85767,57.76985
2001-08,98.79428,100.3179,98.47172,98.8823,0.9314687,57.06236,99.91965,2.03147,57.75108,99.66023,57.94797
2001-09,98.44222,100.0955,98.37794,98.81418,1.078679,57.18461,99.78533,1.871462,57.82647,99.48216,58.12748
2001-10,98.14794,99.9502,98.35939,98.80493,1.339281,57.35186,99.6727,1.763968,57.91862,99.3314,58.30847
2001-11,98.16267,99.96058,98.43362,98.86777,1.725119,57.57483,99.58672,1.718867,58.03206,99.21533,58.49102
2001-12,98.44646,100.0935,98.58648,98.99143,2.215865,57.84583,99.53034,1.743912,58.16998,99.13895,58.67521
2002-01,98.88893,100.2221,98.78397,99.14957,2.752946,58.14534,99.50172,1.837108,58.33179,99.10073,58.86111
2002-02,99.37614,100.3449,98.99316,99.31552,3.274455,58.45338,99.4968,1.994707,58.51432,99.09637,59.0479
2002-03,99.73441,100.4743,99.17753,99.45979,3.728631,58.74932,99.50945,2.205511,58.71405,99.118,59.23652
2002-04,99.92548,100.5381,99.2927,99.54884,4.069413,59.00671,99.52979,2.449506,58.92303,99.15191,59.42703
2002-05,100.005,100.5501,99.32027,99.56886,4.280757,59.21425,99.54813,2.707894,59.13344,99.18473,59.6195
2002-06,100.0166,100.4638,99.2655,99.52357,4.402451,59.37463,99.55666,2.964433,59.339,99.20592,59.81397
2002-07,99.97583,100.3407,99.15775,99.4359,4.465124,59.50507,99.55123,3.204737,59.53636,99.20989,60.01051
2002-08,99.99593,100.2249,99.03268,99.33383,4.494003,59.62674,99.52939,3.415281,59.72344,99.19328,60.20916
2002-09,100.0509,100.1133,98.90993,99.23362,4.488715,59.75147,99.49062,3.585119,59.89962,99.15517,60.40998
2002-10,100.0794,99.9678,98.80349,99.14748,4.421677,59.88777,99.43719,3.708317,60.06643,99.09824,60.61301
2002-11,100.0382,99.8595,98.71909,99.08112,4.280403,60.03926,99.37323,3.782029,60.22685,99.02753,60.81829
2002-12,99.88957,99.71959,98.64397,99.02501,4.066864,60.19833,99.30407,3.807538,60.38483,98.94957,61.02586
2003-01,99.62411,99.51848,98.5733,98.97449,3.812454,60.36211,99.23648,3.794642,60.54527,98.87242,61.23575
2003-02,99.36805,99.33147,98.52268,98.93904,3.567957,60.53897,99.17854,3.757429,60.71296,98.80583,61.44674
2003-03,99.26411,99.2322,98.51715,98.93623,3.398203,60.74574,99.13808,3.715297,60.89545,98.75996,61.66006
2003-04,99.38448,99.28922,98.57757,98.98124,3.370639,60.99561,99.12189,3.692347,61.09868,98.74414,61.87575
2003-05,99.61111,99.43612,98.69876,99.07127,3.498436,61.28582,99.13477,3.70957,61.32703,98.76514,62.09381
2003-06,99.8227,99.6071,98.8742,99.20166,3.769413,61.61271,99.1778,3.77978,61.58189,98.82475,62.31424
2003-07,100.0604,99.74368,99.09271,99.36493,4.141793,61.96965,99.24498,3.900797,61.85876,98.91539,62.53704
2003-08,100.3432,99.81719,99.34406,99.55357,4.568031,62.35051,99.3278,4.064807,62.15108,99.02631,62.76219
2003-09,100.6059,99.88402,99.6147,99.75734,5.013301,62.74699,99.41766,4.261178,62.45205,99.14647,62.98969
2003-10,100.8995,99.99272,99.88206,99.959,5.438779,63.14494,99.50684,4.476493,62.75529,99.26572,63.2195
2003-11,101.1778,100.1533,100.1208,100.1398,5.811144,63.52823,99.58885,4.696121,63.05518,99.37524,63.4516
2003-12,101.3404,100.3176,100.3117,100.285,6.123298,63.88446,99.65942,4.906822,63.34781,99.46904,63.68595
2004-01,101.3786,100.4639,100.4473,100.3893,6.372077,64.20843,99.71747,5.098375,63.6321,99.54565,63.92253
2004-02,101.3761,100.4592,100.5288,100.4524,6.540783,64.4987,99.76347,5.2604,63.9067,99.60609,64.15943
2004-03,101.3921,100.4101,100.5643,100.481,6.611368,64.76186,99.79813,5.383153,64.17355,99.65078,64.39845
