country,OXE,OXE
subject,BSCICP03,CSCICP03
measure,,
unit,Index,Index
powercode,Units,Units
reference_period,,
time,,
1972-08,,102.2137
1972-09,,102.0686
1972-10,,101.8398
1972-11,,101.5382
1972-12,,101.209
1973-01,,100.9011
1973-02,,100.6486
1973-03,,100.4304
1973-04,,100.2245
1973-05,,100.0294
1973-06,,99.87323
1973-07,,99.80823
1973-08,,99.86954
1973-09,,99.94232
1973-10,,99.86539
1973-11,,99.52592
1973-12,,99.10397
1974-01,,98.84655
1974-02,,98.93406
1974-03,,99.18228
1974-04,,99.35376
1974-05,,99.27766
1974-06,100.7061,99.04642
1974-07,100.2687,98.77277
1974-08,99.65512,98.52692
1974-09,98.81044,98.33484
1974-10,97.9189,98.14802
1974-11,97.03909,98.02972
1974-12,96.32415,98.0188
1975-01,96.02573,98.20449
1975-02,96.06479,98.66142
1975-03,96.24568,99.23038
1975-04,96.71349,99.72111
1975-05,97.28349,100.0073
1975-06,97.8578,100.1471
1975-07,98.39342,100.2052
1975-08,98.9081,100.216
1975-09,99.3055,100.2424
1975-10,99.55028,100.3614
1975-11,99.70998,100.6261
1975-12,99.95829,100.9472
1976-01,100.3332,101.199
1976-02,100.6361,101.292
1976-03,100.7407,101.3208
1976-04,100.8063,101.3956
1976-05,100.7539,101.5771
1976-06,100.6294,101.7976
1976-07,100.4429,101.9566
1976-08,100.2674,101.9744
1976-09,100.1421,101.9008
1976-10,100.0826,101.8046
1976-11,100.1027,101.7353
1976-12,100.2648,101.7083
1977-01,100.3551,101.7282
1977-02,100.4669,101.8047
1977-03,100.6215,101.915
1977-04,100.6829,102.0112
1977-05,100.6998,102.041
1977-06,100.5612,102.008
1977-07,100.3862,101.9188
1977-08,100.1703,101.7775
1977-09,100.0709,101.6112
1977-10,100.1638,101.4661
1977-11,100.3543,101.3824
1977-12,100.5344,101.3489
1978-01,100.5082,101.3303
1978-02,100.42,101.2512
1978-03,100.4429,101.094
1978-04,100.6709,101.0695
1978-05,100.9704,101.0698
1978-06,101.2056,101.0054
1978-07,101.3509,100.9491
1978-08,101.3643,100.8219
1978-09,101.3579,100.7191
1978-10,101.3475,100.4869
1978-11,101.3364,100.0927
1978-12,101.2613,99.74422
1979-01,101.1894,99.73769
1979-02,101.1341,99.73846
1979-03,101.0505,99.54629
1979-04,100.8976,99.33834
1979-05,100.6909,99.17568
1979-06,100.4696,98.94788
1979-07,100.2628,98.75468
1979-08,100.0971,98.78784
1979-09,99.99332,98.83566
1979-10,99.88431,98.76228
1979-11,99.74994,98.74899
1979-12,99.63921,98.79715
1980-01,99.64458,99.00518
1980-02,99.52355,98.80363
1980-03,98.91103,98.28696
1980-04,98.04274,97.88031
1980-05,97.33898,97.84441
1980-06,97.28827,98.22462
1980-07,97.9047,98.77781
1980-08,98.92383,99.38535
1980-09,99.84172,99.90071
1980-10,100.4707,100.1252
1980-11,100.6218,100.0211
1980-12,100.2898,99.66105
1981-01,99.86809,99.4959
1981-02,99.65762,99.37171
1981-03,99.67752,99.41961
1981-04,99.80468,99.65547
1981-05,99.83392,99.84994
1981-06,99.61553,99.87299
1981-07,99.26658,99.86115
1981-08,98.90957,99.79768
1981-09,98.4053,99.54241
1981-10,97.9425,99.18404
1981-11,97.63072,98.85525
1981-12,97.56848,98.80756
1982-01,97.58176,98.89324
1982-02,97.55682,98.79656
1982-03,97.47015,98.65849
1982-04,97.39044,98.67127
1982-05,97.31551,98.6535
1982-06,97.34918,98.58585
1982-07,97.36517,98.54782
1982-08,97.34957,98.62516
1982-09,97.34238,98.82884
1982-10,97.3895,99.03779
1982-11,97.56557,99.14642
1982-12,97.98855,99.23978
1983-01,98.58624,99.42542
1983-02,99.21547,99.82476
1983-03,99.58051,100.3896
1983-04,99.83299,100.9616
1983-05,100.1377,101.3301
1983-06,100.5294,101.4499
1983-07,100.9787,101.4437
1983-08,101.2495,101.3866
1983-09,101.4324,101.364
1983-10,101.6506,101.4287
1983-11,101.8421,101.6105
1983-12,101.8556,101.8734
1984-01,101.5296,102.1194
1984-02,101.2976,102.2085
1984-03,101.1648,102.2188
1984-04,101.1339,102.1256
1984-05,101.0337,102.0724
1984-06,100.8697,102.05
1984-07,100.5986,102.1133
1984-08,100.2688,102.2081
1984-09,99.99774,102.2251
1984-10,99.8859,102.1125
1984-11,99.85168,101.9997
1984-12,99.84604,101.9281
1985-01,99.80666,101.9292
1985-02,99.71067,101.891
1985-03,99.56944,101.8512
1985-04,99.47491,101.8233
1985-05,99.40905,101.8116
1985-06,99.40127,101.8576
1985-07,99.42868,101.8259
1985-08,99.50399,101.7462
1985-09,99.65005,101.6581
1985-10,99.7753,101.5903
1985-11,99.83023,101.6403
1985-12,99.79719,101.7626
1986-01,99.75265,101.8563
1986-02,99.69363,101.8825
1986-03,99.62968,101.8644
1986-04,99.5726,101.8513
1986-05,99.55383,101.8421
1986-06,99.42438,101.8454
1986-07,99.34808,101.7339
1986-08,99.45071,101.5515
1986-09,99.49854,101.3943
1986-10,99.47182,101.3121
1986-11,99.46558,101.176
1986-12,99.539,101.0728
1987-01,99.72188,101.0726
1987-02,99.83756,101.1437
1987-03,100.0033,101.2615
1987-04,100.1732,101.3912
1987-05,100.346,101.4861
1987-06,100.4969,101.5994
1987-07,100.6652,101.7187
1987-08,100.8758,101.7481
1987-09,101.0574,101.6422
1987-10,101.1702,101.4326
1987-11,101.1948,101.2794
1987-12,101.188,101.383
1988-01,101.0409,101.6159
1988-02,100.8964,101.8026
1988-03,100.8401,101.91
1988-04,100.9344,101.9204
1988-05,101.116,101.9683
1988-06,101.3236,102.0218
1988-07,101.3433,102.0996
1988-08,101.2276,102.2157
1988-09,101.1283,102.2397
1988-10,101.1266,102.1505
1988-11,101.1545,102.0525
1988-12,101.1483,102.0223
1989-01,101.0542,102.0529
1989-02,100.9063,101.9562
1989-03,100.7198,101.7655
1989-04,100.5509,101.5502
1989-05,100.3112,101.4132
1989-06,100.0629,101.3795
1989-07,99.86728,101.4419
1989-08,99.77038,101.5504
1989-09,99.78027,101.7004
1989-10,99.82923,101.7057
1989-11,99.87402,101.6082
1989-12,99.93281,101.5317
1990-01,100.0214,101.5082
1990-02,100.1621,101.4757
1990-03,100.2725,101.4881
1990-04,100.2989,101.4692
1990-05,100.2321,101.3231
1990-06,100.0755,101.0793
1990-07,99.84556,100.707
1990-08,99.62968,100.1353
1990-09,99.40588,99.5826
1990-10,99.17961,99.14425
1990-11,98.95481,98.99934
1990-12,98.76422,99.0797
1991-01,98.61672,99.36961
1991-02,98.63364,99.83961
1991-03,98.76309,100.3651
1991-04,99.02589,100.5254
1991-05,99.39261,100.5199
1991-06,99.84597,100.5524
1991-07,100.1868,100.5608
1991-08,100.4111,100.4801
1991-09,100.4362,100.2746
1991-10,100.1928,99.87646
1991-11,99.80131,99.40665
1991-12,99.51943,99.11887
1992-01,99.53169,99.05698
1992-02,99.80254,99.21803
1992-03,100.0703,99.52367
1992-04,100.2142,99.75954
1992-05,100.3044,99.86672
1992-06,100.2409,99.81922
1992-07,100.113,99.64195
1992-08,99.91077,99.47882
1992-09,99.69051,99.40312
1992-10,99.63113,99.51354
1992-11,99.72034,99.88365
1992-12,99.80951,100.2149
1993-01,99.83931,100.3396
1993-02,99.7489,100.3261
1993-03,99.58604,100.2683
1993-04,99.41533,100.1431
1993-05,99.32905,99.91541
1993-06,99.25277,99.69419
1993-07,99.22744,99.47479
1993-08,99.27325,99.36011
1993-09,99.41381,99.38826
1993-10,99.61683,99.59614
1993-11,99.74953,99.9381
1993-12,99.78875,100.4346
1994-01,99.7538,100.888
1994-02,99.72475,101.1133
1994-03,99.78089,101.1878
1994-04,99.89934,101.2243
1994-05,100.0623,101.2364
1994-06,100.2553,101.2259
1994-07,100.4478,101.2386
1994-08,100.6139,101.32
1994-09,100.7313,101.393
1994-10,100.7521,101.446
1994-11,100.6746,101.4698
1994-12,100.5397,101.5048
1995-01,100.4136,101.458
1995-02,100.188,101.264
1995-03,99.87894,101.0307
1995-04,99.54118,100.908
1995-05,99.21088,100.8723
1995-06,99.09717,100.9636
1995-07,99.17699,101.067
1995-08,99.16791,101.0732
1995-09,99.13266,100.9304
1995-10,99.02573,100.8352
1995-11,98.91866,100.8006
1995-12,98.87088,100.8546
1996-01,98.87923,100.9208
1996-02,98.95213,101.0224
1996-03,99.07523,101.1597
1996-04,99.24213,101.1874
1996-05,99.41988,101.1553
1996-06,99.63776,101.2014
1996-07,99.71388,101.2839
1996-08,99.77704,101.3427
1996-09,99.78755,101.3714
1996-10,99.8231,101.3924
1996-11,99.97168,101.3623
1996-12,100.1551,101.2676
1997-01,100.2657,101.2538
1997-02,100.3539,101.3767
1997-03,100.4571,101.5667
1997-04,100.5607,101.786
1997-05,100.6859,101.9946
1997-06,100.7675,102.1609
1997-07,100.8344,102.2382
1997-08,100.7691,102.1614
1997-09,100.6377,102.044
1997-10,100.5329,101.9229
1997-11,100.3729,101.8525
1997-12,100.1899,101.8171
1998-01,100.0277,101.9297
1998-02,99.87913,102.0363
1998-03,99.72469,102.0105
1998-04,99.52043,101.9501
1998-05,99.28824,101.8268
1998-06,99.07999,101.6894
1998-07,98.94176,101.5625
1998-08,98.82638,101.425
1998-09,98.71628,101.2783
1998-10,98.67204,101.2342
1998-11,98.68826,101.3862
1998-12,98.79293,101.5951
1999-01,99.01048,101.8736
1999-02,99.203,102.0861
1999-03,99.31892,102.1415
1999-04,99.42227,102.1561
1999-05,99.56385,102.2059
1999-06,99.70957,102.2351
1999-07,99.80874,102.2261
1999-08,99.96534,102.2181
1999-09,100.1445,102.2509
1999-10,100.2657,102.2757
1999-11,100.3521,102.3838
1999-12,100.403,102.5101
2000-01,100.4149,102.6755
2000-02,100.4083,102.7132
2000-03,100.3772,102.664
2000-04,100.3039,102.6609
2000-05,100.1993,102.6617
2000-06,100.1155,102.6265
2000-07,100.0683,102.6248
2000-08,99.95312,102.5684
2000-09,99.7915,102.4351
2000-10,99.59252,102.242
2000-11,99.34754,101.947
2000-12,99.01165,101.5042
2001-01,98.68746,101.1154
2001-02,98.44806,100.8543
2001-03,98.39566,100.7418
2001-04,98.45272,100.7079
2001-05,98.50365,100.6995
2001-06,98.57996,100.6755
2001-07,98.61817,100.5704
2001-08,98.52374,100.3221
2001-09,98.21301,99.95037
2001-10,97.92213,99.77684
2001-11,97.99567,99.86745
2001-12,98.22871,100.1287
2002-01,98.5791,100.3774
2002-02,99.0517,100.5863
2002-03,99.45032,100.7971
2002-04,99.64888,100.8991
2002-05,99.67384,100.9286
2002-06,99.58527,100.7895
2002-07,99.38303,100.5587
2002-08,99.2831,100.3458
2002-09,99.30119,100.1377
2002-10,99.33612,99.9632
2002-11,99.36377,99.9327
2002-12,99.33928,99.88142
2003-01,99.09319,99.6985
2003-02,98.77757,99.51806
2003-03,98.59322,99.54083
2003-04,98.71288,99.89529
2003-05,98.97828,100.2752
2003-06,99.18906,100.4725
2003-07,99.41036,100.5476
2003-08,99.66969,100.5296
2003-09,99.91836,100.5289
2003-10,100.231,100.6565
2003-11,100.6093,100.8863
2003-12,100.9392,101.1267
2004-01,101.112,101.3614
2004-02,101.2399,101.3171
2004-03,101.3125,101.2322
2004-04,101.3833,101.1727
2004-05,101.3486,101.1355
2004-06,101.1911,101.1996
2004-07,101.0708,101.2795
2004-08,101.0113,101.2534
2004-09,100.9759,101.1678
2004-10,100.8721,101.1269
2004-11,100.7801,101.1863
2004-12,100.7371,101.3044
2005-01,100.6464,101.3802
2005-02,100.5168,101.3151
2005-03,100.3859,101.1088
2005-04,100.2398,100.9379
2005-05,100.18,100.9433
2005-06,100.2606,101.0704
2005-07,100.399,101.0055
2005-08,100.5554,100.6123
2005-09,100.7649,100.1546
2005-10,100.8239,100.0958
2005-11,100.8052,100.4481
2005-12,100.7539,100.9025
2006-01,100.6901,101.1785
2006-02,100.6728,101.2043
2006-03,100.6599,101.1177
2006-04,100.6379,100.9236
2006-05,100.5349,100.6526
2006-06,100.4279,100.5253
2006-07,100.4021,100.4781
2006-08,100.3724,100.5042
2006-09,100.2771,100.7052
2006-10,100.1818,101.0093
2006-11,100.1657,101.1714
2006-12,100.2335,101.2393
2007-01,100.2817,101.2643
2007-02,100.3532,101.1239
2007-03,100.4142,100.9383
2007-04,100.4598,100.8266
2007-05,100.4835,100.78
2007-06,100.492,100.7308
2007-07,100.4194,100.7135
2007-08,100.3136,100.5745
2007-09,100.2204,100.3833
2007-10,100.1391,100.123
2007-11,100.0626,99.8311
2007-12,99.94631,99.61212
2008-01,99.82284,99.36948
2008-02,99.65366,98.93864
2008-03,99.53359,98.41426
2008-04,99.44107,97.81487
2008-05,99.41695,97.31419
2008-06,99.3864,97.03315
2008-07,99.21803,97.05532
2008-08,98.77531,97.19557
2008-09,97.9408,97.16813
2008-10,96.94595,96.74917
2008-11,96.12203,96.39843
2008-12,95.61187,96.26946
2009-01,95.46157,96.25208
2009-02,95.51163,96.29618
2009-03,95.79942,96.58597
2009-04,96.35299,97.14637
2009-05,96.96517,97.67586
2009-06,97.53434,98.02276
2009-07,98.08448,98.18103
2009-08,98.52354,98.32272
2009-09,98.80183,98.48709
2009-10,99.02322,98.51016
2009-11,99.20237,98.49696
2009-12,99.4913,98.6033
2010-01,99.86577,98.76864
2010-02,100.2156,98.883
2010-03,100.5841,98.97025
2010-04,100.7828,99.02921
2010-05,100.7558,99.08677
2010-06,100.6413,99.06809
2010-07,100.5911,98.9156
2010-08,100.6232,98.82325
2010-09,100.7176,98.80598
2010-10,100.8681,98.88319
2010-11,101.0432,99.06071
2010-12,101.1883,99.21653
2011-01,101.2733,99.2677
2011-02,101.2731,99.17101
2011-03,101.1634,98.87271
2011-04,100.96,98.69819
2011-05,100.6834,98.65089
2011-06,100.5045,98.49836
2011-07,100.3294,98.16475
2011-08,100.2058,97.84416
2011-09,100.1213,97.80129
2011-10,100.0274,97.94473
2011-11,100.0037,98.231
2011-12,100.045,98.58031
2012-01,100.1216,98.91174
2012-02,100.214,99.11842
2012-03,100.2568,99.22164
2012-04,100.2082,99.25809
2012-05,100.0347,99.23289
2012-06,99.80386,99.08372
2012-07,99.67581,99.01563
2012-08,99.63715,99.08275
2012-09,99.60722,99.2467
2012-10,99.53587,99.39118
2012-11,99.48742,99.39404
2012-12,99.54983,99.28093
2013-01,99.71732,99.3237
2013-02,99.86807,99.45943
2013-03,99.88893,99.59268
2013-04,99.83657,99.71852
2013-05,99.84803,99.91509
2013-06,99.96511,100.0077
2013-07,100.1115,99.99358
2013-08,100.2475,99.83059
2013-09,100.3168,99.60233
2013-10,100.341,99.43233
2013-11,100.3329,99.44046
2013-12,100.2673,99.51292
2014-01,100.1768,99.5052
2014-02,100.2283,99.48838
2014-03,100.3311,99.52475
2014-04,100.4102,99.61937
2014-05,100.4502,99.64954
2014-06,100.4634,99.6581
2014-07,100.5151,99.66061
2014-08,100.5984,99.70834
2014-09,100.6179,99.79886
2014-10,100.6372,99.91214
2014-11,100.5512,100.0748
2014-12,100.3758,100.29
2015-01,100.207,100.4594
2015-02,100.0569,100.4904
2015-03,99.94317,100.4507
2015-04,99.90707,100.4133
2015-05,99.89457,100.3538
2015-06,99.81375,100.3235
2015-07,99.68052,100.1822
2015-08,99.54701,100.0202
2015-09,99.43424,99.93438
2015-10,99.39053,100.0557
2015-11,99.3683,100.2242
2015-12,99.35622,100.2576
2016-01,99.38528,100.1697
2016-02,99.47263,100.067
2016-03,99.5887,100.0358
2016-04,99.66033,100.0794
2016-05,99.72594,100.1949
2016-06,99.78089,100.2115
2016-07,99.74718,100.1376
2016-08,99.65993,100.1098
2016-09,99.70444,100.1042
2016-10,99.80667,100.0957
2016-11,99.94905,100.1736
2016-12,100.0781,100.2527
2017-01,100.2002,100.2583
2017-02,100.3448,100.3226
2017-03,100.3999,100.4576
2017-04,100.3753,100.5827
2017-05,100.4228,100.6534
2017-06,100.5852,100.6525
2017-07,100.7442,100.6681
2017-08,100.9462,100.7399
2017-09,101.0957,100.8103
2017-10,101.1107,100.896
2017-11,101.0947,100.8884
2017-12,101.1094,100.844
2018-01,101.1452,100.8527
2018-02,101.1883,100.9278
2018-03,101.1432,100.9863
2018-04,101.0767,100.9856
2018-05,101.0706,100.9892
2018-06,101.0526,101.0192
2018-07,101.0033,101.0594
2018-08,100.9695,101.0172
2018-09,100.8311,100.951
2018-10,100.6462,100.8487
2018-11,100.499,100.7494
2018-12,100.3083,100.6923
2019-01,100.2227,100.6571
2019-02,100.1562,100.7545
2019-03,100.1302,100.8737
2019-04,100.0429,100.8896
2019-05,99.90203,100.8155
2019-06,99.71132,100.6552
2019-07,99.48752,100.4408
2019-08,99.31,100.2284
2019-09,99.21438,100.2257
2019-10,99.22477,100.3795
2019-11,99.26534,100.6158
2019-12,99.29321,100.7905
2020-01,99.22771,100.7326
