country,COL,COL,COL,COL,COL,COL,COL,COL,COL
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
1980-01,102.4419,,,,,,,,
1980-02,102.1823,,,,,,,,
1980-03,101.8073,,,,,,,,
1980-04,101.4185,,,,,,,,
1980-05,101.0972,,,,,,,,
1980-06,100.7403,,,,,,,,
1980-07,100.312,,,,,,,,
1980-08,100.2057,,,,,,,,
1980-09,100.2071,,,,,,,,
1980-10,100.6088,,,,,,,,
1980-11,100.967,,,,,,,,
1980-12,101.1449,,,,,,,,
1981-01,101.1522,,,,,,,,
1981-02,101.1547,,,,,,,,
1981-03,101.0443,,,,,,,,
1981-04,100.7996,,,,,,,,
1981-05,100.4121,,,,,,,,
1981-06,100.1773,,,,,,,,
1981-07,100.0786,,,,,,,,
1981-08,99.98628,,,,,,,,
1981-09,99.92845,,,,,,,,
1981-10,99.87328,,,,,,,,
1981-11,100.0267,,,,,,,,
1981-12,100.1587,,,,,,,,
1982-01,100.273,,,,,,,,
1982-02,100.3493,,,,,,,,
1982-03,100.5606,,,,,,,,
1982-04,100.7445,,,,,,,,
1982-05,100.8207,,,,,,,,
1982-06,100.8081,,,,,,,,
1982-07,100.7048,,,,,,,,
1982-08,100.4724,,,,,,,,
1982-09,100.0432,,,,,,,,
1982-10,99.77832,,,,,,,,
1982-11,99.65254,,,,,,,,
1982-12,99.68548,,,,,,,,
1983-01,99.68388,,,,,,,,
1983-02,99.33772,,,,,,,,
1983-03,99.00112,,,,,,,,
1983-04,99.11014,,,,,,,,
1983-05,99.5529,,,,,,,,
1983-06,99.95033,,,,,,,,
1983-07,100.2636,,,,,,,,
1983-08,100.5117,,,,,,,,
1983-09,100.8202,,,,,,,,
1983-10,100.9771,,,,,,,,
1983-11,100.9476,,,,,,,,
1983-12,100.787,,,,,,,,
1984-01,100.6153,,,,,,,,
1984-02,100.449,,,,,,,,
1984-03,100.3167,,,,,,,,
1984-04,100.1826,,,,,,,,
1984-05,100.219,,,,,,,,
1984-06,100.1698,,,,,,,,
1984-07,100.1216,,,,,,,,
1984-08,100.2412,,,,,,,,
1984-09,100.1518,,,,,,,,
1984-10,99.87117,,,,,,,,
1984-11,99.57298,,,,,,,,
1984-12,99.32968,,,,,,,,
1985-01,99.2287,,,,,,,,
1985-02,99.28158,,,,,,,,
1985-03,99.27367,,,,,,,,
1985-04,99.42694,,,,,,,,
1985-05,99.54906,,,,,,,,
1985-06,99.67805,,,,,,,,
1985-07,99.95089,,,,,,,,
1985-08,100.1785,,,,,,,,
1985-09,100.3348,,,,,,,,
1985-10,100.4738,,,,,,,,
1985-11,100.6768,,,,,,,,
1985-12,101.0983,,,,,,,,
1986-01,101.3954,,,,,,,,
1986-02,101.4975,,,,,,,,
1986-03,101.5922,,,,,,,,
1986-04,101.5576,,,,,,,,
1986-05,101.4038,,,,,,,,
1986-06,101.3989,,,,,,,,
1986-07,101.3039,,,,,,,,
1986-08,101.119,,,,,,,,
1986-09,101.029,,,,,,,,
1986-10,101.1228,,,,,,,,
1986-11,101.2742,,,,,,,,
1986-12,101.4137,,,,,,,,
1987-01,101.4941,,,,,,,,
1987-02,101.4884,,,,,,,,
1987-03,101.4967,,,,,,,,
1987-04,101.624,,,,,,,,
1987-05,101.6826,,,,,,,,
1987-06,101.791,,,,,,,,
1987-07,101.8659,,,,,,,,
1987-08,102.0273,,,,,,,,
1987-09,102.2297,,,,,,,,
1987-10,102.2261,,,,,,,,
1987-11,102.0582,,,,,,,,
1987-12,101.8262,,,,,,,,
1988-01,101.6497,,,,,,,,
1988-02,101.5248,,,,,,,,
1988-03,101.4273,,,,,,,,
1988-04,101.3104,,,,,,,,
1988-05,101.3804,,,,,,,,
1988-06,101.4511,,,,,,,,
1988-07,101.242,,,,,,,,
1988-08,101.0073,,,,,,,,
1988-09,100.7137,,,,,,,,
1988-10,100.4031,,,,,,,,
1988-11,100.2075,,,,,,,,
1988-12,100.2085,,,,,,,,
1989-01,100.3241,,,,,,,,
1989-02,100.5669,,,,,,,,
1989-03,100.8152,,,,,,,,
1989-04,100.8886,,,,,,,,
1989-05,100.7859,,,,,,,,
1989-06,100.577,,,,,,,,
1989-07,100.3159,,,,,,,,
1989-08,99.96853,,,,,,,,
1989-09,99.6762,,,,,,,,
1989-10,99.63197,,,,,,,,
1989-11,99.78307,,,,,,,,
1989-12,99.96273,,,,,,,,
1990-01,100.2359,,,,,,,,
1990-02,100.3906,,,,,,,,
1990-03,100.5066,,,,,,,,
1990-04,100.6866,,,,,,,,
1990-05,100.9585,,,,,,,,
1990-06,100.9627,,,,,,,,
1990-07,101.0246,,,,,,,,
1990-08,101.255,,,,,,,,
1990-09,101.3775,,,,,,,,
1990-10,101.4336,,,,,,,,
1990-11,101.2619,,,,,,,,
1990-12,100.5433,,,,,,,,
1991-01,99.32262,,,,,,,,
1991-02,98.44741,,,,,,,,
1991-03,98.60702,,,,,,,,
1991-04,99.20116,,,,,,,,
1991-05,99.23425,,,,,,,,
1991-06,99.0884,,,,,,,,
1991-07,99.02007,,,,,,,,
1991-08,98.93344,,,,,,,,
1991-09,99.22488,,,,,,,,
1991-10,99.7879,,,,,,,,
1991-11,100.3236,,,,,,,,
1991-12,100.6135,,,,,,,,
1992-01,100.7505,,,,,,,,
1992-02,100.9547,,,,,,,,
1992-03,101.3531,,,,,,,,
1992-04,101.9794,,,,,,,,
1992-05,102.8061,,,,,,,,
1992-06,103.8156,,,,,,,,
1992-07,104.654,,,,,,,,
1992-08,104.6333,,,,,,,,
1992-09,104.2101,,,,,,,,
1992-10,103.6337,,,,,,,,
1992-11,103.3036,,,,,,,,
1992-12,103.2885,,,,,,,,
1993-01,103.3116,,,,,,,,
1993-02,103.1859,,,,,,,,
1993-03,102.8836,,,,,,,,
1993-04,101.9853,,,,,,,,
1993-05,101.0897,,,,,,,,
1993-06,100.7034,,,,,,,,
1993-07,100.4564,,,,,,,,
1993-08,100.4545,,,,,,,,
1993-09,100.7043,,,,,,,,
1993-10,100.9789,,,,,,,,
1993-11,101.0259,,,,,,,,
1993-12,101.0115,,,,,,,,
1994-01,101.2697,,,,,,,,
1994-02,101.6816,,,,,,97.63172,96.38506,49.29298
1994-03,101.9502,,,,,,97.90228,96.76953,49.38789
1994-04,102.0751,,,,,,98.17185,97.1526,49.48297
1994-05,102.0972,,,,,,98.43562,97.52741,49.57819
1994-06,102.0848,,,,,,98.68535,97.88228,49.67351
1994-07,102.0486,,,,,,98.90901,98.2001,49.76889
1994-08,102.0598,,,,,,99.09652,98.46656,49.86428
1994-09,102.0156,,,,,,99.24727,98.68077,49.9596
1994-10,101.7949,,,,,,99.38023,98.86972,50.0548
1994-11,101.4484,,,,,,99.51965,99.06782,50.14981
1994-12,101.1925,,,,,,99.6818,99.29824,50.24453
1995-01,100.7664,,,,,,99.86138,99.55343,50.3389
1995-02,100.265,,,,,,100.0424,99.81065,50.43283
1995-03,99.73655,,,,,,100.2079,100.0458,50.52622
1995-04,99.05022,,,,,,100.3495,100.2471,50.61898
1995-05,98.37846,,,,,,100.4657,100.4122,50.71103
1995-06,97.96045,,,,,,100.5612,100.5479,50.80228
1995-07,97.75879,,,,,,100.6486,100.672,50.89264
1995-08,97.65157,,,,,,100.7393,100.8009,50.98201
1995-09,97.41962,,,,,,100.8354,100.9375,51.07032
1995-10,97.13651,,,,,,100.9211,101.0592,51.15749
1995-11,96.89622,,,,,,100.9748,101.1356,51.24343
1995-12,96.61791,,,,,,100.9824,101.1464,51.32806
1996-01,96.32487,,,,,,100.9522,101.1036,51.41132
1996-02,95.84736,,,,,,100.9022,101.0325,51.49314
1996-03,95.3697,,,,,,100.8492,100.9572,51.57345
1996-04,95.22932,,,,,,100.8002,100.8875,51.6522
1996-05,95.19611,,,,,,100.7556,100.8242,51.72933
1996-06,95.08138,,,,,,100.7127,100.7631,51.80478
1996-07,94.8797,,,,,,100.6681,100.6998,51.87852
1996-08,94.71001,,,,,,100.6201,100.6316,51.95048
1996-09,94.68819,,,,,,100.5705,100.5611,52.02063
1996-10,94.85197,,,,,,100.5266,100.4987,52.08892
1996-11,95.20365,,,,,,100.503,100.4652,52.15532
1996-12,95.52137,,,,,,100.5228,100.4933,52.21978
1997-01,95.73978,,,,,,100.6169,100.6271,52.28229
1997-02,95.92052,,,,,,100.8125,100.905,52.3428
1997-03,96.19584,,,,,,101.1156,101.3356,52.40128
