country,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT
measure,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,
time,,,,,,,,
1978-01,,,,,,,101.5866,102.842
1978-02,,,,,,,101.3576,102.4287
1978-03,,,,,,,101.1283,102.0152
1978-04,,,,,,,100.8965,101.5969
1978-05,,,,,,,100.6567,101.1643
1978-06,,,,,,,100.3995,100.7002
1978-07,,,,,,,100.129,100.2123
1978-08,,,,,,,99.87046,99.74583
1978-09,,,,,,,99.63377,99.31882
1978-10,,,,,,,99.42915,98.94968
1978-11,,,,,,,99.27415,98.67005
1978-12,,,,,,,99.17359,98.48862
1979-01,,,,,,,99.13544,98.41979
1979-02,,,,,,,99.18584,98.51072
1979-03,,,,,,,99.32368,98.75941
1979-04,,,,,,,99.54076,99.15103
1979-05,,,,,,,99.83569,99.6831
1979-06,,,,,,,100.1999,100.3402
1979-07,,,,,,,100.6163,101.0914
1979-08,,,,,,,101.0524,101.8782
1979-09,,,,,,,101.4751,102.6408
1979-10,,,,,,,101.8457,103.3094
1979-11,,,,,,,102.1374,103.8355
1979-12,,,,,,,102.3442,104.2086
1980-01,,,,,,,102.4715,104.4383
1980-02,,,,,,,102.5073,104.5029
1980-03,,,,,,,102.4529,104.4048
1980-04,,,,,,,102.3198,104.1646
1980-05,,,,,,,102.1096,103.7854
1980-06,,,,,,,101.8242,103.2706
1980-07,,,,,,,101.4682,102.6283
1980-08,,,,,,,101.0492,101.8723
1980-09,,,,,,,100.594,101.0511
1980-10,,,,,,,100.1447,100.2406
1980-11,,,,,,,99.73603,99.50331
1980-12,,,,,,,99.3896,98.87833
1981-01,,,,,,,99.115,98.38293
1981-02,,,,,,,98.92405,98.03844
1981-03,,,,,,,98.828,97.86516
1981-04,,,,,,,98.81501,97.84172
1981-05,,,,,,,98.87167,97.94392
1981-06,,,,,,,98.98432,98.14718
1981-07,,,,,,,99.13454,98.41818
1981-08,,,,,,,99.30243,98.72106
1981-09,,,,,,,99.46599,99.01613
1981-10,,,,,,,99.60065,99.25908
1981-11,,,,,,,99.67764,99.39797
1981-12,,,,,,,99.6786,99.39969
1982-01,,,,,,,99.59483,99.24857
1982-02,,,,,,,99.43753,98.9648
1982-03,,,,,,,99.22187,98.57572
1982-04,,,,,,,98.96502,98.11234
1982-05,,,,,,,98.69193,97.61966
1982-06,,,,,,,98.42874,97.14487
1982-07,,,,,,,98.19632,96.72555
1982-08,,,,,,,98.00903,96.38768
1982-09,,,,,,,97.87834,96.1519
1982-10,,,,,,,97.80875,96.02634
1982-11,,,,,,,97.795,96.00154
1982-12,,,,,,,97.82635,96.05809
1983-01,,,,,,,97.88903,96.17117
1983-02,,,,,,,97.96587,96.30981
1983-03,,,,,,,98.05344,96.46779
1983-04,,,,,,,98.14149,96.62663
1983-05,,,,,,,98.21929,96.76699
1983-06,,,,,,,98.28139,96.87903
1983-07,,,,,,,98.32563,96.95884
1983-08,,,,,,,98.35303,97.00828
1983-09,,,,,,,98.36388,97.02785
1983-10,,,,,,,98.35896,97.01897
1983-11,,,,,,,98.34677,96.99698
1983-12,,,,,,,98.34472,96.99328
1984-01,,,,,,,98.37558,97.04896
1984-02,,,,,,,98.44504,97.17426
1984-03,,,,,,,98.54769,97.35945
1984-04,,,,,,,98.69819,97.63096
1984-05,,,,,,,98.90933,98.01189
1984-06,,,,,,,99.18794,98.51452
1984-07,,,,,,,99.53664,99.14359
1984-08,,,,,,,99.94296,99.87662
1984-09,,,,,,,100.3919,100.6866
1984-10,,,,,,,100.865,101.5401
1984-11,,,,,,,101.3403,102.3975
1984-12,,,,,,,101.7912,103.211
1985-01,,,,,,,102.1893,103.9292
1985-02,,,,,,,102.4952,104.481
1985-03,,,,,,,102.6888,104.8303
1985-04,,,,,,,102.7546,104.9491
1985-05,,,,,,,102.6857,104.8248
1985-06,,,,,,,102.4935,104.478
1985-07,,,,,,,102.1996,103.9477
1985-08,,,,,,,101.8305,103.282
1985-09,,,,,,,101.424,102.5486
1985-10,,,,,,,101.0196,101.8189
1985-11,,,,,,,100.653,101.1576
1985-12,,,,,,,100.3475,100.6064
1986-01,,,,,,,100.11,100.1779
1986-02,,,,,,,99.9383,99.86823
1986-03,,,,,,,99.83357,99.67928
1986-04,,,,,,,99.78769,99.59651
1986-05,,,,,,,99.79734,99.61393
1986-06,,,,,,,99.85584,99.71947
1986-07,,,,,,,99.9537,99.89601
1986-08,,,,,,,100.0796,100.1232
1986-09,,,,,,,100.2179,100.3727
1986-10,,,,,,,100.3524,100.6153
1986-11,,,,,,,100.4654,100.8192
1986-12,,,,,,,100.5457,100.964
1987-01,,,,,,,100.5933,101.0498
1987-02,,,,,,,100.6235,101.1043
1987-03,,,,,,,100.6511,101.1541
1987-04,,,,,,,100.6875,101.2199
1987-05,,,,,,,100.7421,101.3183
1987-06,,,,,,,100.818,101.4553
1987-07,,,,,,,100.9122,101.6253
1987-08,,,,,,,101.023,101.8251
1987-09,,,,,,,101.153,102.0597
1987-10,,,,,,,101.3038,102.3316
1987-11,,,,,,,101.4755,102.6415
1987-12,,,,,,,101.6675,102.9878
1988-01,,,,,,,101.8721,103.3569
1988-02,,,,,,,102.0711,103.7159
1988-03,,,,,,,102.2575,104.0522
1988-04,,,,,,,102.4443,104.3892
1988-05,,,,,,,102.6298,104.7239
1988-06,,,,,,,102.8053,105.0404
1988-07,,,,,,,102.9566,105.3135
1988-08,,,,,,,103.068,105.5144
1988-09,,,,,,,103.1141,105.5977
1988-10,,,,,,,103.0718,105.5214
1988-11,,,,,,,102.9349,105.2743
1988-12,,,,,,,102.7179,104.8829
1989-01,,,,,,,102.4397,104.3809
1989-02,,,,,,,102.1223,103.8083
1989-03,,,,,,,101.7665,103.1665
1989-04,,,,,,,101.3629,102.4382
1989-05,,,,,,,100.9066,101.6151
1989-06,,,,,,,100.4032,100.7069
1989-07,,,,,,,99.8616,99.72985
1989-08,,,,,,,99.29057,98.69966
1989-09,,,,,,,98.71095,97.65398
1989-10,,,,,,,98.1522,96.64596
1989-11,,,,,,,97.64244,95.72631
1989-12,,,,,,,97.19719,94.92305
1990-01,,98.55257,,,,,96.82864,94.25814
1990-02,,98.61273,,,,,96.56128,93.77581
1990-03,,98.70268,,,,,96.39792,93.48109
1990-04,,98.82183,,,,,96.32,93.34052
1990-05,,98.93394,,,,,96.31163,93.32543
1990-06,,98.97495,,,,,96.36228,93.41679
1990-07,,98.91026,,,,,96.46877,93.6089
1990-08,,98.77826,,,,,96.63235,93.90404
1990-09,,98.67051,,,,,96.84794,94.29296
1990-10,,98.69429,,,,,97.10073,94.74902
1990-11,,98.91109,,,,,97.36542,95.22655
1990-12,,99.31277,,,,,97.61172,95.67089
1991-01,,99.81651,,,,,97.81319,96.03437
1991-02,,100.2863,,,,,97.95008,96.28132
1991-03,,100.5798,,,,,98.03384,96.43243
1991-04,,100.6285,,,,,98.08115,96.51776
1991-05,,100.4408,,,,,98.10143,96.55437
1991-06,,100.0956,,,,,98.10384,96.55872
1991-07,,99.71832,,,,,98.10156,96.55461
1991-08,,99.40292,,,,,98.1039,96.55883
1991-09,,99.20798,,,,,98.11131,96.5722
1991-10,,99.13348,,,,,98.1259,96.5985
1991-11,,99.14648,,,,,98.15435,96.64983
1991-12,,99.21324,,,,,98.20697,96.74477
1992-01,,99.32857,,,,,98.28092,96.87819
1992-02,,99.5337,,,,,98.36407,97.0282
1992-03,,99.88566,,,,,98.44637,97.17666
1992-04,,100.4215,,,,,98.54224,97.34962
1992-05,,101.1025,100.5944,100.4246,,6.182587,98.66436,97.56993
1992-06,,101.8289,100.8923,100.6382,,6.277119,98.82119,97.85287
1992-07,,102.4785,101.1543,100.8261,,6.371092,99.01031,98.19405
1992-08,,102.9845,101.3746,100.984,,6.464047,99.21873,98.57007
1992-09,,103.3208,101.5553,101.1135,,6.556018,99.43809,98.96581
1992-10,,103.5043,101.6999,101.2172,,6.647141,99.66151,99.36887
1992-11,,103.5966,101.8012,101.2898,,6.736829,99.88239,99.76736
1992-12,,103.6486,101.8615,101.3331,,6.825121,100.0976,100.1557
1993-01,,103.6916,101.8857,101.3504,,6.912231,100.3044,100.5287
1993-02,,103.7286,101.8799,101.3463,,6.99847,100.4891,100.8619
1993-03,,103.7756,101.8435,101.3201,,7.083683,100.6402,101.1346
1993-04,,103.8671,101.7691,101.2668,,7.167261,100.7506,101.3337
1993-05,,104.0511,101.6555,101.1854,17.2483,7.248978,100.8181,101.4554
1993-06,,104.3403,101.4996,101.0736,16.7492,7.328485,100.8396,101.4942
1993-07,,104.6545,101.3045,100.9337,16.24169,7.405865,100.8158,101.4514
1993-08,,104.8709,101.1005,100.7875,15.76674,7.483217,100.7639,101.3577
1993-09,,104.848,100.935,100.6688,15.37553,7.564041,100.714,101.2676
1993-10,,104.5057,100.8346,100.5968,15.09348,7.650425,100.7014,101.2449
1993-11,,103.8482,100.8132,100.5815,14.94419,7.743594,100.7451,101.3238
1993-12,,102.9678,100.8635,100.6176,14.91611,7.843164,100.8357,101.4873
1994-01,,102.0247,100.949,100.6789,14.96203,7.946441,100.9451,101.6846
1994-02,,101.1538,101.0424,100.7458,15.04378,8.051305,101.0683,101.9069
1994-03,,100.4345,101.1218,100.8028,15.13778,8.155995,101.207,102.1572
1994-04,,99.87217,101.1673,100.8354,15.22961,8.258807,101.3555,102.4249
1994-05,,99.44041,101.1659,100.8344,15.30624,8.358524,101.5037,102.6923
1994-06,,99.13535,101.1207,100.802,15.37514,8.455251,101.6386,102.9356
1994-07,,98.984,101.0395,100.7438,15.4417,8.549456,101.7516,103.1396
1994-08,,99.01075,100.9424,100.6741,15.49482,8.642728,101.8331,103.2865
1994-09,,99.21932,100.8518,100.6092,15.50603,8.736923,101.8712,103.3553
1994-10,,99.60838,100.7854,100.5616,15.46514,8.833574,101.861,103.337
1994-11,,100.1323,100.7601,100.5435,15.37563,8.93422,101.8054,103.2366
1994-12,,100.7353,100.7741,100.5535,15.2441,9.038784,101.7147,103.0731
1995-01,,101.3782,100.8315,100.5946,15.11751,9.147744,101.6126,102.8888
1995-02,,101.9854,100.918,100.6567,15.01101,9.259887,101.5213,102.724
1995-03,,102.4791,101.0018,100.7167,14.91326,9.372321,101.4418,102.5807
1995-04,,102.8079,101.0782,100.7715,14.84202,9.484581,101.3739,102.4581
1995-05,,102.918,101.146,100.8201,14.81082,9.596491,101.3186,102.3585
1995-06,,102.8058,101.2107,100.8665,14.82244,9.708525,101.2772,102.2837
1995-07,,102.5343,101.2842,100.9192,14.88231,9.821813,101.2476,102.2304
1995-08,,102.2191,101.333,100.9541,14.92971,9.933063,101.2251,102.1897
1995-09,,101.9607,101.325,100.9484,14.90321,10.039,101.209,102.1606
1995-10,,101.8209,101.2699,100.9089,14.79383,10.1404,101.2008,102.1459
1995-11,,101.8277,101.1853,100.8483,14.60279,10.23887,101.1962,102.1376
1995-12,,101.9453,101.1085,100.7932,14.37483,10.33809,101.1918,102.1296
1996-01,,102.1099,101.0752,100.7694,14.14597,10.44178,101.1833,102.1144
1996-02,,102.2389,101.115,100.7979,13.96614,10.55314,101.1691,102.0887
1996-03,,102.2785,101.2993,100.93,13.9515,10.6799,101.1613,102.0746
1996-04,,102.2432,101.6687,101.1949,14.15226,10.82686,101.1612,102.0744
1996-05,,102.1768,102.2565,101.6162,14.60609,10.99816,101.1639,102.0794
1996-06,,102.1031,103.0491,102.1845,15.29072,11.19303,101.1683,102.0873
1996-07,,102.0494,103.926,102.8131,16.05665,11.39887,101.1722,102.0942
1996-08,,101.9937,104.3838,103.1413,16.38107,11.5602,101.1746,102.0985
1996-09,,101.9605,104.6047,103.2997,16.50629,11.69607,101.1803,102.1089
1996-10,,101.9074,104.5683,103.2736,16.39986,11.80341,101.1862,102.1195
1996-11,,101.7158,104.2865,103.0716,16.05531,11.88275,101.1876,102.1221
1996-12,,101.2017,103.8348,102.7478,15.51434,11.94198,101.1794,102.1073
1997-01,,100.3496,103.2723,102.3445,14.80253,11.98743,101.1554,102.0639
1997-02,,99.74195,102.7146,101.9446,14.01625,12.03229,101.121,102.002
1997-03,,99.46376,102.1933,101.5709,13.11279,12.08033,101.0904,101.9466
1997-04,,99.45658,101.5808,101.1318,11.91102,12.11645,101.0565,101.8856
1997-05,,99.62717,100.8534,100.6103,10.35952,12.13752,101.0149,101.8104
1997-06,,99.85473,100.086,100.0602,8.570177,12.15229,100.9657,101.7218
1997-07,,100.0319,99.38361,99.55663,6.795672,12.1735,100.9117,101.6244
1997-08,,100.0914,98.79218,99.13261,5.595473,12.20705,100.8597,101.5306
1997-09,,100.0402,98.32364,98.79671,4.777288,12.25483,100.8094,101.4397
1997-10,,99.94267,97.97363,98.54578,4.348577,12.31669,100.7568,101.3448
1997-11,,99.88683,97.72536,98.36779,4.276596,12.39092,100.6962,101.2356
1997-12,,99.91278,97.56437,98.25237,4.472125,12.47604,100.6255,101.1079
1998-01,,99.8991,97.48751,98.19727,4.876086,12.57195,100.5448,100.9623
1998-02,,99.49461,97.52914,98.22711,5.411555,12.68342,100.454,100.7985
1998-03,,98.85168,97.69585,98.34664,6.054707,12.81176,100.3502,100.6113
1998-04,,98.3111,97.94662,98.52642,6.895895,12.95199,100.254,100.4378
1998-05,,97.775,98.22044,98.72272,7.899327,13.0963,100.1811,100.3063
1998-06,,97.24744,98.47,98.90163,8.938019,13.23846,100.1383,100.2291
1998-07,,96.90482,98.68371,99.05485,9.885237,13.37687,100.1279,100.2103
1998-08,,96.98849,98.87603,99.19273,10.70196,13.51345,100.1471,100.2449
1998-09,,97.21608,99.03387,99.30589,11.35495,13.64636,100.1809,100.3058
1998-10,,97.45972,99.15308,99.39135,11.83983,13.77497,100.2044,100.3482
1998-11,,97.6032,99.23953,99.45333,12.17906,13.90002,100.1948,100.331
1998-12,,97.80626,99.31036,99.50411,12.40658,14.02389,100.1389,100.2301
1999-01,,98.02252,99.40039,99.56866,12.5644,14.15154,100.0335,100.04
1999-02,,98.13504,99.53644,99.66619,12.64263,14.28694,99.88692,99.77553
1999-03,,98.16339,99.74178,99.8134,12.65982,14.43371,99.7241,99.48179
1999-04,,98.23579,99.98582,99.98836,12.62893,14.58769,99.56767,99.19958
1999-05,,98.39144,100.2209,100.1569,12.56684,14.74209,99.43105,98.9531
1999-06,,98.55045,100.375,100.2674,12.44724,14.88629,99.32011,98.75297
1999-07,,98.65455,100.379,100.2702,12.20636,15.0097,99.23722,98.60342
1999-08,,98.84664,100.2687,100.1912,11.86849,15.11729,99.18159,98.50307
1999-09,,98.98582,100.1116,100.0785,11.52362,15.21891,99.14899,98.44424
1999-10,,99.09023,99.96085,99.97046,11.23533,15.32263,99.13467,98.4184
1999-11,,99.2402,99.8517,99.8922,11.03556,15.43397,99.13479,98.41863
1999-12,,99.4315,99.78539,99.84467,10.9061,15.55335,99.14716,98.44095
2000-01,,99.55241,99.75869,99.82552,10.80426,15.68051,99.17668,98.4942
2000-02,100.3657,99.65804,99.74545,99.81602,10.67109,15.81151,99.23381,98.59727
2000-03,100.2475,99.76474,99.71033,99.79086,10.44186,15.94086,99.32063,98.75389
2000-04,100.1844,99.87155,99.59962,99.71148,10.09175,16.05984,99.42686,98.94553
2000-05,100.264,99.98041,99.41148,99.5766,9.67188,16.16793,99.54346,99.1559
2000-06,100.5272,100.0741,99.16392,99.39912,9.280547,16.26782,99.65984,99.36586
2000-07,100.7478,100.1765,98.84612,99.17128,8.979548,16.35751,99.76617,99.5577
2000-08,100.5934,100.3016,98.47774,98.90719,8.749933,16.44004,99.8532,99.7147
2000-09,99.82906,100.4357,98.09593,98.63346,8.559017,16.5215,99.91676,99.82938
2000-10,98.89565,100.5388,97.76709,98.39771,8.422368,16.61316,99.95766,99.90315
2000-11,98.40176,100.6227,97.51837,98.2194,8.332247,16.71996,99.97425,99.93308
2000-12,98.78458,100.6903,97.32249,98.07897,8.257245,16.83763,99.96073,99.90868
2001-01,99.53112,100.7356,97.17228,97.97128,8.193014,16.96521,99.90798,99.81352
2001-02,99.92666,100.7619,97.08546,97.90903,8.187766,17.10612,99.80051,99.61964
2001-03,99.43927,100.8202,97.05173,97.88486,8.26846,17.25892,99.63263,99.31677
2001-04,98.45556,100.8986,97.02313,97.86435,8.440272,17.41534,99.42711,98.94599
2001-05,97.49541,100.9487,96.96397,97.82194,8.665887,17.56903,99.20268,98.54111
2001-06,96.92314,101.0191,96.88126,97.76263,8.934145,17.72121,98.97385,98.12827
2001-07,96.63512,101.0776,96.78841,97.69608,9.272885,17.87432,98.75102,97.72628
2001-08,96.4906,101.0264,96.72768,97.65253,9.70943,18.03628,98.54247,97.35004
2001-09,96.45838,100.9389,96.73234,97.65588,10.24178,18.21359,98.35312,97.00843
2001-10,96.6199,100.8578,96.82263,97.72061,10.8193,18.41059,98.1878,96.71017
2001-11,97.20145,100.7974,96.99611,97.84498,11.40783,18.62735,98.05486,96.47033
2001-12,98.41271,100.7828,97.22892,98.01188,12.01008,18.85984,97.96406,96.30653
2002-01,99.8651,100.7829,97.49593,98.20331,12.60454,19.1036,97.92454,96.23523
2002-02,101.0574,100.8095,97.80088,98.42193,13.17394,19.35967,97.94693,96.27563
2002-03,101.62,100.8334,98.14658,98.66978,13.73236,19.62898,98.02596,96.4182
2002-04,101.8194,100.8414,98.47631,98.90617,14.26941,19.9004,98.13864,96.6215
2002-05,101.9956,100.8555,98.77341,99.11916,14.8075,20.17056,98.26454,96.84863
2002-06,102.3631,100.882,99.03962,99.31001,15.34037,20.4397,98.39115,97.07705
2002-07,102.8339,100.8979,99.2741,99.47811,15.85089,20.70756,98.51667,97.3035
2002-08,103.2161,100.9089,99.49346,99.63538,16.3073,20.9775,98.63998,97.52595
2002-09,103.3086,100.9335,99.72342,99.80024,16.69859,21.25501,98.76095,97.74419
2002-10,103.0846,100.9919,99.97158,99.97815,17.00808,21.54187,98.87731,97.95412
2002-11,102.4576,101.0818,100.2344,100.1666,17.23373,21.83754,98.98854,98.15479
2002-12,101.3638,101.1616,100.4784,100.3415,17.36481,22.13482,99.09299,98.34322
2003-01,100.248,101.1457,100.6875,100.4914,17.41273,22.43006,99.18471,98.50867
2003-02,99.74319,100.7822,100.8685,100.6212,17.38128,22.72463,99.25391,98.63353
2003-03,100.3728,99.75364,101.0322,100.7385,17.27989,23.02084,99.31406,98.74204
2003-04,101.641,98.08264,101.1512,100.8238,17.14492,23.31231,99.37805,98.8575
2003-05,102.9588,97.07582,101.2088,100.8652,16.97674,23.59486,99.45615,98.99837
2003-06,103.9315,97.22722,101.2356,100.8844,16.8082,23.87525,99.55175,99.17085
2003-07,104.5953,97.9551,101.2475,100.8929,16.65821,24.15707,99.65926,99.36482
2003-08,105.0112,98.67824,101.2689,100.9082,16.53475,24.44608,99.77192,99.56806
2003-09,105.1662,99.18866,101.3119,100.939,16.42159,24.74542,99.8836,99.76955
2003-10,105.123,99.56351,101.3654,100.9774,16.29675,25.0525,99.98888,99.95947
2003-11,104.8652,99.82394,101.4163,101.0139,16.14961,25.36421,100.0797,100.1233
2003-12,104.3407,100.026,101.4286,101.0227,15.97749,25.67141,100.1491,100.2485
2004-01,103.7187,100.127,101.3824,100.9896,15.77639,25.96871,100.1935,100.3285
2004-02,103.2083,100.1224,101.2949,100.9269,15.55759,26.26004,100.2141,100.3658
2004-03,102.9725,99.98707,101.1491,100.8223,15.28915,26.54053,100.2075,100.3539
2004-04,102.9325,99.59514,100.9516,100.6807,15.00985,26.81145,100.1774,100.2996
2004-05,103.0027,98.93998,100.7463,100.5336,14.78794,27.08406,100.1334,100.2202
2004-06,103.1312,98.35686,100.5954,100.4254,14.65922,27.37518,100.0889,100.1398
2004-07,103.2296,98.16205,100.5065,100.3617,14.61447,27.68749,100.0517,100.0729
2004-08,103.1856,98.1777,100.4646,100.3316,14.60894,28.0174,100.022,100.0193
2004-09,102.9061,98.34995,100.4408,100.3146,14.59591,28.35724,99.99645,99.97314
2004-10,102.503,98.60624,100.4048,100.2887,14.55357,28.69853,99.97263,99.93016
2004-11,102.1478,98.89477,100.3578,100.2551,14.49813,29.04155,99.94746,99.88474
2004-12,102.051,99.13985,100.2935,100.2089,14.46306,29.38428,99.92154,99.83799
2005-01,102.3933,99.33438,100.2265,100.1609,14.48731,29.73088,99.89704,99.79379
2005-02,102.9975,99.50642,100.1798,100.1274,14.57804,30.08824,99.87789,99.75925
2005-03,103.5807,99.65166,100.1752,100.1241,14.77982,30.46318,99.87362,99.75153
2005-04,102.9803,99.73072,100.203,100.1441,15.07476,30.85322,99.88166,99.76604
2005-05,101.4552,99.73557,100.2492,100.1772,15.3975,31.25433,99.89907,99.79745
2005-06,100.2679,99.73744,100.3086,100.2198,15.67078,31.66508,99.92844,99.85044
2005-07,99.98637,99.71272,100.3551,100.2531,15.85488,32.07731,99.97106,99.92732
2005-08,100.6527,99.66801,100.3719,100.2652,15.94721,32.48539,100.0209,100.0172
2005-09,101.5559,99.5802,100.3545,100.2527,15.97563,32.88749,100.0704,100.1065
2005-10,101.838,99.48354,100.3283,100.2339,16.00431,33.29153,100.1143,100.1857
2005-11,101.7121,99.47272,100.3173,100.226,16.05973,33.70554,100.1476,100.2457
2005-12,101.3313,99.54563,100.3336,100.2377,16.16321,34.13372,100.1703,100.2868
2006-01,100.9152,99.57174,100.3832,100.2733,16.30486,34.57845,100.1887,100.32
2006-02,101.2999,99.51559,100.4702,100.3356,16.46275,35.04159,100.2144,100.3663
2006-03,102.4882,99.4953,100.5934,100.424,16.61016,35.52316,100.2324,100.3987
2006-04,103.2643,99.45777,100.7453,100.5329,16.7493,36.02091,100.2451,100.4217
2006-05,102.721,99.45294,100.8929,100.6387,16.85828,36.52327,100.2553,100.4401
2006-06,101.8583,99.50199,101.0028,100.7175,16.90454,37.01792,100.2676,100.4624
2006-07,101.3276,99.60217,101.0724,100.7674,16.91545,37.50333,100.288,100.4991
2006-08,101.7004,99.80473,101.1478,100.8214,16.96408,37.99623,100.3236,100.5633
2006-09,102.5567,100.0725,101.2845,100.9194,17.11981,38.51776,100.3792,100.6636
2006-10,102.7062,100.2718,101.5121,101.0826,17.38761,39.08013,100.4569,100.8038
2006-11,102.6406,100.4386,101.8388,101.3168,17.74853,39.68778,100.5543,100.9796
2006-12,102.4324,100.5361,102.2418,101.6057,18.16209,40.33311,100.6647,101.1787
