country,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR
1968-07,,,,,,99.76505,99.77067,25.13766
1968-08,,,,,,99.76668,99.77211,25.21728
1968-09,,,,,,99.82505,99.82394,25.29692
1968-10,,,,,,99.93343,99.9202,25.37661
1968-11,,,,,,100.0829,100.0529,25.45636
1968-12,,,,,,100.2615,100.2116,25.5362
1969-01,,,,,,100.4506,100.3795,25.61614
1969-02,,,,,,100.6295,100.5384,25.69621
1969-03,,,,,,100.7801,100.6721,25.77643
1969-04,,,,,,100.8907,100.7704,25.85681
1969-05,,,,,,100.9534,100.8261,25.9374
1969-06,,,,,,100.9626,100.8342,26.0182
1969-07,,,,,,100.9177,100.7943,26.09926
1969-08,,,,,,100.8189,100.7066,26.1806
1969-09,,,,,,100.6676,100.5722,26.26226
1969-10,,,,,,100.4697,100.3964,26.34427
1969-11,,,,,,100.2328,100.1861,26.42667
1969-12,,,,,,99.96729,99.95027,26.50949
1970-01,,,,,,99.68933,99.70341,26.59278
1970-02,,,,,,99.4165,99.46112,26.67657
1970-03,,,,,,99.16422,99.23706,26.76091
1970-04,,,,,,98.9418,99.03954,26.84582
1970-05,,,,,,98.75562,98.87418,26.93135
1970-06,,,,,,98.6098,98.74469,27.01754
1970-07,,,,,,98.50449,98.65117,27.10441
1970-08,,,,,,98.43923,98.59321,27.19201
1970-09,,,,,,98.41338,98.57024,27.28035
1970-10,,,,,,98.42345,98.57919,27.36946
1970-11,,,,,,98.46576,98.61677,27.45937
1970-12,,,,,,98.53619,98.67932,27.5501
1971-01,,,,,,98.62749,98.7604,27.64167
1971-02,,,,,,98.73238,98.85355,27.73409
1971-03,,,,,,98.84505,98.95361,27.82737
1971-04,,,,,,98.96122,99.05679,27.92154
1971-05,,,,,,99.07836,99.16081,28.01659
1971-06,,,,,,99.1953,99.26467,28.11253
1971-07,,,,,,99.31149,99.36786,28.20938
1971-08,,,,,,99.42685,99.47031,28.30713
1971-09,,,,,,99.54137,99.57201,28.40578
1971-10,,,,,,99.6544,99.67239,28.50535
1971-11,,,,,,99.76469,99.77035,28.60582
1971-12,,,,,,99.87012,99.86398,28.7072
1972-01,,,,,,99.96735,99.95033,28.8095
1972-02,,,,,,100.0524,100.0258,28.9127
1972-03,,,,,,100.1215,100.0872,29.01681
1972-04,,,,,,100.1724,100.1324,29.12182
1972-05,,,,,,100.2036,100.1601,29.22774
1972-06,,,,,,100.2136,100.1691,29.33457
1972-07,,,,,,100.2026,100.1592,29.4423
1972-08,,,,,,100.1706,100.1309,29.55093
1972-09,,,,,,100.1185,100.0845,29.66047
1972-10,,,,,,100.0484,100.0223,29.77092
1972-11,,,,,,99.96383,99.9472,29.88227
1972-12,,,,,,99.86955,99.86347,29.99454
1973-01,,,,,,99.77283,99.77758,30.10771
1973-02,,,,,,99.68186,99.69678,30.22179
1973-03,,,,,,99.60403,99.62766,30.33679
1973-04,,,,,,99.54373,99.57411,30.45269
1973-05,,,,,,99.5042,99.53901,30.56951
1973-06,,,,,,99.4878,99.52444,30.68722
1973-07,,,,,,99.49465,99.53052,30.80585
1973-08,,,,,,99.52451,99.55704,30.92536
1973-09,,,,,,99.57668,99.60336,31.04577
1973-10,,,,,,99.64806,99.66676,31.16706
1973-11,,102.8807,102.9255,,32.19058,99.73441,99.74345,31.28923
1973-12,,102.6745,102.7163,,32.25238,99.82989,99.82825,31.41226
1974-01,,102.4221,102.4602,,32.29998,99.92533,99.91301,31.53615
1974-02,,102.152,102.1862,,32.34222,100.0106,99.98869,31.66088
1974-03,,101.8768,101.907,,32.38302,100.0764,100.0472,31.78644
1974-04,,101.5906,101.6166,,32.42043,100.1172,100.0834,31.91282
1974-05,,101.3105,101.3324,,32.45988,100.129,100.0939,32.04001
1974-06,,101.0242,101.0419,,32.49744,100.1088,100.0759,32.16799
1974-07,,100.7495,100.7632,,32.53882,100.0564,100.0294,32.29676
1974-08,,100.5086,100.5188,,32.59121,99.97221,99.95464,32.4263
1974-09,,100.2823,100.2892,,32.6485,99.85767,99.85292,32.5566
1974-10,,100.0378,100.0412,,32.7,99.71724,99.7282,32.68765
1974-11,,99.7061,99.70464,1.653902,32.72298,99.55746,99.5863,32.81944
1974-12,,99.3042,99.29688,1.458137,32.72266,99.38751,99.43537,32.95195
1975-01,,98.89663,98.88337,1.30072,32.72011,99.22113,99.28761,33.08516
1975-02,,98.59443,98.57676,1.267478,32.75215,99.07378,99.15674,33.21907
1975-03,,98.41755,98.39731,1.367444,32.82584,98.95948,99.05524,33.35364
1975-04,,98.33698,98.31557,1.577773,32.93195,98.88643,98.99036,33.48887
1975-05,,98.3086,98.28677,1.836483,33.056,98.86065,98.96747,33.62473
1975-06,,98.32217,98.30054,2.145673,33.19473,98.88663,98.99054,33.76118
1975-07,,98.36961,98.34867,2.479247,33.34554,98.96446,99.05966,33.89821
1975-08,,98.4803,98.46098,2.845302,33.51853,99.09361,99.17435,34.03577
1975-09,,98.6707,98.65414,3.280584,33.71956,99.27274,99.33344,34.17384
1975-10,,98.95913,98.94678,3.838568,33.95521,99.49577,99.53151,34.31236
1975-11,,99.28668,99.27911,4.530683,34.20555,99.75438,99.76118,34.4513
1975-12,,99.61475,99.61195,5.301199,34.45736,100.0373,100.0124,34.59062
1976-01,,99.91068,99.91221,6.048697,34.69925,100.3266,100.2694,34.73027
1976-02,,100.1272,100.1319,6.602304,34.91454,100.6026,100.5145,34.8702
1976-03,,100.2336,100.2398,6.904054,35.09215,100.8475,100.732,35.01036
1976-04,,100.2914,100.2985,7.048516,35.25316,101.0507,100.9125,35.15072
1976-05,,100.3525,100.3605,7.1383,35.41564,101.2048,101.0493,35.29123
1976-06,,100.4393,100.4485,7.208268,35.58749,101.3048,101.1381,35.43184
1976-07,,100.5362,100.5468,7.25048,35.76325,101.3505,101.1787,35.57252
1976-08,,100.6197,100.6315,7.207966,35.93454,101.3426,101.1717,35.71323
1976-09,,100.6481,100.6604,7.018922,36.08632,101.2825,101.1183,35.85393
1976-10,,100.6163,100.6281,6.659389,36.21642,101.1756,101.0234,35.99459
1976-11,,100.4998,100.5099,6.169299,36.3158,101.0286,100.8928,36.13519
1976-12,,100.2974,100.3046,5.59018,36.38359,100.8497,100.7339,36.27569
1977-01,,99.99135,99.99404,4.938645,36.41292,100.6525,100.5588,36.41607
1977-02,,99.61915,99.61642,4.303489,36.41709,100.4513,100.3801,36.55631
1977-03,,99.23274,99.22438,3.769163,36.41483,100.2584,100.2088,36.69639
1977-04,,98.88512,98.8717,3.32578,36.4256,100.0817,100.0519,36.83628
1977-05,,98.62431,98.60708,2.969464,36.46729,99.92723,99.9147,36.97597
1977-06,,98.47401,98.4546,2.701948,36.54905,99.79945,99.80121,37.11543
1977-07,,98.41097,98.39064,2.51488,36.66265,99.70126,99.714,37.25464
1977-08,,98.40989,98.38954,2.405612,36.79898,99.63631,99.65633,37.39358
1977-09,,98.44078,98.42088,2.385124,36.94702,99.60949,99.63251,37.53223
1977-10,,98.47924,98.4599,2.433308,37.09768,99.62505,99.64633,37.67056
1977-11,,98.52395,98.50526,2.573734,37.25047,99.68686,99.70123,37.80854
1977-12,,98.56546,98.54737,2.798569,37.40181,99.79564,99.79783,37.94616
1978-01,,98.57388,98.55592,3.09599,37.54026,99.94295,99.92866,38.08337
1978-02,,98.55672,98.53851,3.436435,37.66854,100.1151,100.0815,38.22016
1978-03,,98.52715,98.5085,3.780657,37.79155,100.2943,100.2407,38.35649
1978-04,,98.49339,98.47425,4.081714,37.91239,100.4579,100.386,38.49232
1978-05,,98.4707,98.45123,4.304157,38.0369,100.5806,100.495,38.62764
1978-06,,98.4659,98.44637,4.428827,38.16774,100.6374,100.5454,38.7624
1978-07,,98.49443,98.47531,4.495898,38.31097,100.6095,100.5207,38.89658
1978-08,,98.57249,98.55451,4.549107,38.47301,100.4851,100.4102,39.03016
1978-09,,98.69308,98.67686,4.612729,38.65128,100.2651,100.2147,39.16311
1978-10,,98.86066,98.84689,4.717341,38.84771,99.97626,99.95824,39.29541
1978-11,,99.08379,99.07326,4.873296,39.0658,99.66307,99.68009,39.42703
1978-12,,99.36719,99.36079,5.095541,39.30763,99.38394,99.4322,39.55796
1979-01,,99.71217,99.71078,5.417298,39.57393,99.21029,99.27798,39.68817
1979-02,,100.1066,100.111,5.817996,39.86009,99.20853,99.27642,39.81763
1979-03,,100.5375,100.5481,6.269853,40.16103,99.41521,99.45998,39.94633
1979-04,,100.9896,101.0068,6.748183,40.47079,99.79971,99.80145,40.07422
1979-05,,101.4445,101.4684,7.2169,40.78199,100.3023,100.2478,40.20128
1979-06,,101.8801,101.9103,7.644937,41.08564,100.8592,100.7423,40.32746
1979-07,,102.3104,102.3469,8.030027,41.38735,101.4187,101.2393,40.45274
1979-08,,102.7375,102.7802,8.356109,41.68785,101.9469,101.7084,40.57707
1979-09,,103.1402,103.1888,8.608308,41.9785,102.4323,102.1394,40.70043
1979-10,,103.4913,103.545,8.752998,42.24804,102.8931,102.5487,40.8228
1979-11,,103.7569,103.8145,8.745724,42.48238,103.3427,102.9479,40.94416
1979-12,,103.8771,103.9364,8.519872,42.65659,103.755,103.3141,41.0645
1980-01,,103.8127,103.8711,8.035904,42.75405,104.0324,103.5604,41.18382
1980-02,,103.5631,103.6179,7.309755,42.77377,104.0577,103.583,41.30213
1980-03,,103.1738,103.2228,6.406629,42.73399,103.7588,103.3175,41.41944
1980-04,,102.7139,102.7562,5.416816,42.66302,103.1881,102.8107,41.53579
1980-05,,102.2394,102.2748,4.418547,42.58396,102.4616,102.1655,41.65123
1980-06,,101.7921,101.8211,3.47729,42.51431,101.7165,101.5037,41.76581
1980-07,,101.4313,101.455,2.637701,42.47902,101.0814,100.9397,41.8796
1980-08,,101.209,101.2294,1.94906,42.50037,100.6588,100.5644,41.99268
1980-09,,101.0796,101.0982,1.384511,42.5597,100.5011,100.4243,42.10512
1980-10,,100.9956,101.0129,0.9213105,42.63728,100.5709,100.4864,42.21698
1980-11,,100.8962,100.912,0.5303093,42.70767,100.7896,100.6806,42.32834
1980-12,,100.746,100.7597,0.2327363,42.75587,101.0671,100.927,42.43927
1981-01,,100.5494,100.5602,0.06916878,42.78362,101.3214,101.1528,42.54986
1981-02,,100.3389,100.3466,0.0724134,42.80474,101.4832,101.2966,42.66017
1981-03,,100.1505,100.1555,0.2355912,42.83467,101.503,101.3141,42.77031
1981-04,,99.99535,99.99811,0.5047611,42.87836,101.3636,101.1904,42.88036
1981-05,,99.87006,99.87099,0.8233039,42.93456,101.0702,100.9297,42.99042
1981-06,,99.76673,99.76615,1.142537,43.00005,100.6494,100.556,43.10059
1981-07,,99.69815,99.69657,1.416096,43.08057,100.1606,100.122,43.211
1981-08,,99.67203,99.67007,1.598321,43.17967,99.67076,99.68692,43.32175
1981-09,,99.66722,99.66519,1.712221,43.28842,99.23395,99.299,43.43295
1981-10,,99.63469,99.63219,1.75522,43.38566,98.8731,98.97852,43.54473
1981-11,,99.54725,99.54346,1.760475,43.45953,98.5904,98.72746,43.65719
1981-12,,99.37196,99.36564,1.730003,43.49554,98.37231,98.53378,43.77044
1982-01,,99.10278,99.09252,1.653016,43.49084,98.18867,98.37068,43.88459
1982-02,,98.77917,98.7642,1.536822,43.46257,98.00629,98.20872,43.99973
1982-03,,98.44432,98.42447,1.389058,43.42967,97.7999,98.02542,44.11597
1982-04,,98.13508,98.11072,1.236337,43.40849,97.56274,97.81479,44.2334
1982-05,,97.84913,97.8206,1.079777,43.39815,97.30056,97.58195,44.35211
1982-06,,97.61377,97.58182,0.9556022,43.41096,97.02784,97.33976,44.47217
1982-07,,97.43978,97.40529,0.8621156,43.45197,96.76551,97.10678,44.59367
1982-08,,97.35239,97.31664,0.8176979,43.53275,96.53844,96.90512,44.71667
1982-09,,97.3447,97.30882,0.836556,43.65055,96.37206,96.75736,44.84122
1982-10,,97.40325,97.36823,0.9543131,43.79969,96.28644,96.68132,44.96738
1982-11,,97.5102,97.47674,1.180119,43.9724,96.29494,96.68887,45.09518
1982-12,,97.65982,97.62854,1.542151,44.16631,96.39687,96.7794,45.22465
1983-01,,97.85779,97.82938,2.054077,44.38418,96.56295,96.92689,45.3558
1983-02,,98.10991,98.08518,2.683409,44.62885,96.75448,97.09698,45.48862
1983-03,,98.40176,98.38129,3.371636,44.89396,96.93756,97.25957,45.62313
1983-04,,98.70374,98.68768,4.049063,45.16612,97.09517,97.39954,45.75928
1983-05,,98.97893,98.96687,4.678224,45.42841,97.21976,97.5102,45.89706
1983-06,,99.19733,99.18845,5.196692,45.6669,97.30738,97.58801,46.03642
1983-07,,99.38886,99.38277,5.622632,45.89512,97.35374,97.62919,46.17733
1983-08,,99.57114,99.56771,5.945691,46.12107,97.36031,97.63501,46.31972
1983-09,,99.75103,99.75022,6.179301,46.34785,97.34296,97.61961,46.46353
1983-10,,99.93889,99.94082,6.348254,46.58021,97.34316,97.61979,46.60869
1983-11,,100.1321,100.1369,6.468821,46.8169,97.40572,97.67535,46.75512
1983-12,,100.3169,100.3243,6.532229,47.05136,97.55523,97.80813,46.90273
1984-01,,100.4728,100.4825,6.510657,47.27388,97.76781,97.99692,47.05141
1984-02,,100.5771,100.5883,6.373932,47.47346,98.00551,98.20802,47.20106
1984-03,,100.6311,100.6431,6.139824,47.65037,98.24571,98.42135,47.35154
1984-04,,100.6619,100.6744,5.869568,47.81718,98.50854,98.65476,47.50274
1984-05,,100.6787,100.6915,5.61226,47.97797,98.83109,98.94121,47.65452
1984-06,,100.6782,100.6909,5.395722,48.13096,99.23969,99.30409,47.80674
1984-07,,100.6718,100.6844,5.19953,48.28145,99.71748,99.72842,47.95925
1984-08,,100.6836,100.6964,5.029649,48.4408,100.2258,100.1798,48.11189
1984-09,,100.7194,100.7327,4.88458,48.61175,100.7203,100.619,48.26452
1984-10,,100.7918,100.8061,4.76623,48.80033,101.1651,101.014,48.41697
1984-11,,100.8754,100.891,4.650767,48.99424,101.5276,101.336,48.56908
1984-12,,100.9349,100.9514,4.51602,49.17621,101.7773,101.5578,48.7207
1985-01,,100.9704,100.9874,4.383076,49.34593,101.8897,101.6575,48.87169
1985-02,,101.0017,101.0192,4.296054,49.51295,101.8567,101.6282,49.02188
1985-03,,101.0544,101.0725,4.279515,49.68958,101.7065,101.4949,49.17113
1985-04,,101.129,101.1483,4.305895,49.87614,101.5333,101.341,49.31933
1985-05,,101.2242,101.2448,4.364297,50.07188,101.4443,101.262,49.46633
1985-06,,101.3443,101.3667,4.462782,50.27894,101.5108,101.3211,49.612
1985-07,,101.505,101.5297,4.60548,50.50504,101.7121,101.4998,49.75623
1985-08,,101.6989,101.7265,4.760052,50.7466,101.9858,101.7429,49.89888
1985-09,,101.9027,101.9333,4.896331,50.99194,102.2673,101.9929,50.03983
1985-10,,102.074,102.1071,4.957679,51.21969,102.524,102.2209,50.17896
1985-11,,102.1576,102.1918,4.913899,51.40177,102.7391,102.4119,50.31617
1985-12,,102.1229,102.1567,4.771021,51.52242,102.8961,102.5513,50.45137
1986-01,,101.9633,101.9947,4.522439,51.57757,102.9681,102.6152,50.58444
1986-02,,101.6832,101.7106,4.152518,51.56898,102.9351,102.586,50.71532
1986-03,,101.3259,101.348,3.679797,51.51805,102.8094,102.4744,50.84393
1986-04,,100.9321,100.9485,3.146117,51.4453,102.6666,102.3475,50.97021
1986-05,,100.5411,100.5518,2.593723,51.3706,102.5961,102.2849,51.09412
1986-06,,100.1885,100.194,2.054924,51.31213,102.6532,102.3356,51.21561
1986-07,,99.9039,99.90532,1.544919,51.2853,102.8068,102.472,51.33463
1986-08,,99.70192,99.70039,1.086188,51.29781,102.9868,102.6319,51.45118
1986-09,,99.57956,99.57626,0.6990697,51.34841,103.1249,102.7546,51.56521
1986-10,,99.52734,99.52327,0.4154178,51.43247,103.1934,102.8153,51.67672
1986-11,,99.52265,99.51852,0.2660624,51.53853,103.1922,102.8143,51.78573
1986-12,,99.54282,99.53899,0.2573454,51.655,103.1417,102.7694,51.89224
1987-01,,99.57204,99.56863,0.3803869,51.77377,103.0797,102.7144,51.99629
1987-02,,99.60757,99.60468,0.6292171,51.89346,103.0369,102.6763,52.09791
1987-03,100.2967,99.64339,99.64101,0.9568744,52.01101,103.0125,102.6547,52.19716
1987-04,100.2442,99.67738,99.67551,1.321952,52.12538,102.9502,102.5994,52.29409
1987-05,100.1998,99.70644,99.70499,1.682627,52.23498,102.7842,102.452,52.38877
1987-06,100.178,99.73145,99.73036,2.003847,52.34035,102.4891,102.1899,52.48129
1987-07,100.1911,99.75478,99.75403,2.257012,52.44282,102.1359,101.8762,52.57173
1987-08,100.2171,99.76012,99.75945,2.409644,52.5339,101.8249,101.6,52.66022
1987-09,100.2258,99.74488,99.74398,2.461394,52.61229,101.6249,101.4224,52.74686
1987-10,100.1923,99.68926,99.68755,2.401483,52.66761,101.509,101.3194,52.83178
1987-11,100.1281,99.60435,99.6014,2.264707,52.70573,101.4057,101.2277,52.91509
1987-12,100.0397,99.49196,99.48738,2.076614,52.72768,101.2433,101.0835,52.99693
1988-01,99.91765,99.33817,99.33134,1.839486,52.72614,100.9928,100.8611,53.07742
1988-02,99.75049,99.13305,99.12324,1.54627,52.69588,100.657,100.5628,53.15672
1988-03,99.50698,98.87717,98.86363,1.204014,52.63723,100.265,100.2146,53.23497
1988-04,99.16344,98.61371,98.59633,0.8592421,52.57326,99.87411,99.86752,53.31232
1988-05,98.80751,98.38626,98.36556,0.5597883,52.52738,99.54377,99.57414,53.38894
1988-06,98.5648,98.22438,98.20132,0.3349077,52.51564,99.31049,99.36697,53.46497
1988-07,98.53802,98.12918,98.10474,0.1832723,52.53893,99.15905,99.23248,53.54058
1988-08,98.63289,98.08823,98.06318,0.1084522,52.59088,99.05075,99.1363,53.61589
1988-09,98.73852,98.10392,98.0791,0.1154673,52.67304,98.94537,99.0427,53.69107
1988-10,98.78632,98.19478,98.1713,0.2431265,52.79566,98.81998,98.93135,53.76625
1988-11,98.79809,98.36275,98.34171,0.4825716,52.96007,98.66906,98.79732,53.84159
1988-12,98.82075,98.60516,98.58765,0.8296858,53.16515,98.50596,98.65247,53.91721
1989-01,98.89725,98.89242,98.8791,1.269014,53.39524,98.36627,98.52841,53.99326
1989-02,99.02648,99.19017,99.18119,1.77645,53.63199,98.29082,98.4614,54.06987
1989-03,99.21227,99.46835,99.46343,2.321642,53.85928,98.30721,98.47596,54.14715
1989-04,99.45955,99.69784,99.69625,2.830586,54.06139,98.4067,98.56432,54.22524
1989-05,99.714,99.87294,99.87391,3.251378,54.23524,98.56289,98.70303,54.30424
1989-06,99.90044,100.0064,100.0093,3.564835,54.38774,98.744,98.86387,54.38427
1989-07,99.95394,100.1253,100.1299,3.796655,54.53365,98.92099,99.02106,54.46542
1989-08,99.91912,100.2443,100.2507,3.97445,54.68107,99.06867,99.15221,54.54779
1989-09,99.84185,100.3631,100.3712,4.094719,54.82986,99.16693,99.23948,54.63148
1989-10,99.74934,100.4744,100.4842,4.130118,54.97618,99.20392,99.27232,54.71658
1989-11,99.67272,100.5636,100.5746,4.063387,55.11205,99.17544,99.24703,54.80318
1989-12,99.65168,100.6299,100.6419,3.897249,55.23713,99.08855,99.16987,54.89137
1990-01,99.72329,100.6705,100.6831,3.660736,55.3499,98.96944,99.06409,54.98123
1990-02,99.8552,100.6927,100.7056,3.397871,55.45434,98.84695,98.9553,55.07286
1990-03,100.0102,100.7077,100.7209,3.151686,55.55676,98.73819,98.85871,55.16632
1990-04,100.1504,100.7348,100.7484,2.971447,55.6678,98.63446,98.76659,55.26171
1990-05,100.2185,100.7906,100.805,2.879195,55.79678,98.52427,98.66873,55.35909
1990-06,100.1218,100.8719,100.8874,2.857899,55.94208,98.41553,98.57216,55.45853
1990-07,99.78915,100.9719,100.9889,2.872418,56.10009,98.35781,98.5209,55.56009
1990-08,99.39157,101.0716,101.0901,2.888174,56.26036,98.40962,98.56691,55.66384
1990-09,99.15794,101.1272,101.1465,2.860909,56.39849,98.60213,98.73788,55.76983
1990-10,99.25499,101.1022,101.1211,2.760811,56.49397,98.89426,98.99732,55.8781
1990-11,99.5036,100.9797,100.9968,2.585914,56.53719,99.21388,99.28117,55.98869
1990-12,99.65908,100.7613,100.7753,2.338326,56.52876,99.49123,99.52749,56.10163
1991-01,99.53982,100.4731,100.4828,2.047014,56.48292,99.69038,99.70435,56.21696
1991-02,99.24913,100.1677,100.173,1.757914,56.42918,99.79629,99.7984,56.33471
1991-03,98.9274,99.89326,99.89453,1.50819,56.39466,99.80696,99.80788,56.45492
1991-04,98.67567,99.6656,99.66355,1.294491,56.38841,99.73169,99.74104,56.57761
1991-05,98.51026,99.48646,99.4818,1.10193,56.41162,99.58707,99.6126,56.70282
1991-06,98.45189,99.34296,99.3362,0.9207698,56.45718,99.3988,99.4454,56.83058
1991-07,98.52843,99.25204,99.24396,0.7750452,56.53489,99.208,99.27595,56.96093
1991-08,98.6707,99.22773,99.21929,0.6978573,56.65298,99.05992,99.14444,57.09389
1991-09,98.80816,99.28174,99.27409,0.7446281,56.81845,98.99281,99.08484,57.2295
1991-10,98.89897,99.37859,99.37235,0.9157133,57.01129,99.02354,99.11213,57.36778
1991-11,98.96478,99.49469,99.49015,1.204435,57.21815,99.15314,99.22723,57.50874
1991-12,99.04288,99.5997,99.59669,1.579494,57.42162,99.36478,99.41518,57.65241
1992-01,99.1633,99.66617,99.66412,1.988063,57.60583,99.61398,99.63649,57.79879
1992-02,99.31367,99.67648,99.67458,2.359113,57.76041,99.84975,99.84588,57.94788
1992-03,99.47069,99.63644,99.63396,2.648849,57.88847,100.0327,100.0084,58.0997
1992-04,99.60163,99.54955,99.5458,2.84355,57.99184,100.1539,100.116,58.25425
1992-05,99.65923,99.42976,99.42428,2.954788,58.07847,100.2147,100.17,58.41155
1992-06,99.55965,99.29569,99.28825,3.014497,58.15908,100.2107,100.1665,58.5716
1992-07,99.23389,99.15248,99.14295,3.010074,58.23663,100.1195,100.0855,58.73441
1992-08,98.83628,99.00901,98.99738,2.935997,58.3163,99.9144,99.9033,58.9
1992-09,98.57218,98.88792,98.87453,2.803725,58.41148,99.58353,99.60945,59.06837
1992-10,98.59753,98.7973,98.78259,2.658715,58.52706,99.15675,99.23043,59.23953
1992-11,98.7849,98.74184,98.72633,2.530393,58.66599,98.68633,98.81264,59.41351
1992-12,98.97184,98.72186,98.70605,2.45036,58.82866,98.2345,98.41138,59.59031
