country,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX
1973-06,,,,,,,101.0494,101.6094,28.221
1973-07,,,,,,,101.0845,101.6657,28.36879
1973-08,,,,,,,101.1017,101.6933,28.51688
1973-09,,,,,,,101.1021,101.694,28.66525
1973-10,,,,,,,101.0891,101.6732,28.81388
1973-11,,,,,,,101.0666,101.637,28.96275
1973-12,,,,,,,101.038,101.5911,29.11186
1974-01,,,,,,,101.0062,101.54,29.2612
1974-02,,,,,,,100.9733,101.4873,29.41076
1974-03,,,,,,,100.9411,101.4355,29.56055
1974-04,,,,,,,100.9108,101.3868,29.71055
1974-05,,,,,,,100.8834,101.3429,29.86078
1974-06,,,,,,,100.8597,101.3048,30.01125
1974-07,,,,,,,100.8396,101.2726,30.16197
1974-08,,,,,,,100.8231,101.246,30.31294
1974-09,,,,,,,100.8094,101.2241,30.4642
1974-10,,,,,,,100.7978,101.2054,30.61576
1974-11,,,,,,,100.7869,101.1879,30.76765
1974-12,,,,,,,100.7757,101.17,30.91989
1975-01,,,,,,,100.7633,101.15,31.07251
1975-02,,,,,,,100.7485,101.1262,31.22556
1975-03,,,,,,,100.73,101.0965,31.37906
1975-04,,,,,,,100.7062,101.0583,31.53305
1975-05,,,,,,,100.6753,101.0088,31.6876
1975-06,,,,,,,100.6359,100.9454,31.84273
1975-07,,,,,,,100.5873,100.8675,31.9985
1975-08,,,,,,,100.5297,100.775,32.15498
1975-09,,,,,,,100.4635,100.6687,32.3122
1975-10,,,,,,,100.3904,100.5513,32.47025
1975-11,,,,,,,100.3121,100.4256,32.62917
1975-12,,,,,,,100.23,100.2938,32.78903
1976-01,,,,,,,100.1446,100.1568,32.94991
1976-02,,,,,,,100.0557,100.0139,33.11187
1976-03,,,,,,,99.96159,99.86286,33.27499
1976-04,,,,,,,99.85992,99.69965,33.43934
1976-05,,,,,,,99.74757,99.51925,33.605
1976-06,,,,,,,99.62157,99.31697,33.77203
1976-07,,,,,,,99.48065,99.09071,33.94051
1976-08,,,,,,,99.32426,98.83964,34.11052
1976-09,,,,,,,99.1528,98.56435,34.28214
1976-10,,,,,,,98.96866,98.26869,34.45543
1976-11,,,,,,,98.77508,97.95789,34.63046
1976-12,,,,,,,98.5758,97.63795,34.8073
1977-01,,,,,,,98.37534,97.31611,34.98602
1977-02,,,,,,,98.17954,97.00175,35.16666
1977-03,,,,,,,97.99618,96.70736,35.34929
1977-04,,,,,,,97.83512,96.44877,35.53395
1977-05,,,,,,,97.70731,96.24356,35.72066
1977-06,,,,,,,97.62215,96.10685,35.90947
1977-07,,,,,,,97.58244,96.04308,36.10039
1977-08,,,,,,,97.58775,96.05162,36.29341
1977-09,,,,,,,97.63448,96.12664,36.48854
1977-10,,,,,,,97.71218,96.2514,36.68576
1977-11,,,,,,,97.80918,96.40713,36.88504
1977-12,,,,,,,97.91549,96.5778,37.08634
1978-01,,,,,,,98.0241,96.75219,37.28961
1978-02,,,,,,,98.13115,96.92406,37.49478
1978-03,,,,,,,98.23553,97.09164,37.70179
1978-04,,,,,,,98.33839,97.25677,37.91054
1978-05,,,,,,,98.44214,97.42336,38.12094
1978-06,,,,,,,98.54941,97.59557,38.3329
1978-07,,,,,,,98.66151,97.77557,38.54629
1978-08,,,,,,,98.77905,97.96428,38.76099
1978-09,,,,,,,98.90174,98.16126,38.97686
1978-10,,,,,,,99.02778,98.36361,39.19377
1978-11,,,,,,,99.15488,98.56767,39.41156
1978-12,,,,,,,99.28097,98.77011,39.63006
1979-01,,,,,,,99.4045,98.96846,39.84912
1979-02,,,,,,,99.52442,99.16098,40.06855
1979-03,,,,,,,99.63999,99.34654,40.28818
1979-04,,,,,,,99.75093,99.52466,40.50781
1979-05,,,,,,,99.8574,99.69559,40.72725
1979-06,,,,,,,99.96033,99.86086,40.9463
1979-07,,,,,,,100.062,100.024,41.16474
1979-08,,,,,,,100.1652,100.1898,41.38238
1979-09,,,,,,,100.2731,100.3631,41.599
1979-10,,,,,,,100.3883,100.548,41.81438
1979-11,,,,,,,100.5103,100.7438,42.0283
1979-12,,,,,,,100.6323,100.9397,42.24054
1980-01,,,,,,,100.7381,101.1096,42.45088
1980-02,,,,,,,100.8117,101.2278,42.65908
1980-03,,,,,,,100.8487,101.2871,42.86493
1980-04,,,,,,,100.8694,101.3203,43.06821
1980-05,,,,,,,100.9048,101.3772,43.26869
1980-06,,,,,,,100.983,101.5028,43.46616
1980-07,,,,,,,101.1159,101.7162,43.66039
1980-08,,,,,,,101.3051,102.0199,43.85118
1980-09,,,,,,,101.5444,102.4041,44.03831
1980-10,,,,,,,101.8187,102.8445,44.22157
1980-11,,,,,,,102.1107,103.3133,44.40077
1980-12,,,,,,,102.406,103.7874,44.5757
1981-01,,,,,,,102.697,104.2546,44.74619
1981-02,,,,,,,102.9777,104.7053,44.91205
1981-03,,,,,,,103.2397,105.126,45.07314
1981-04,,,,,,,103.4685,105.4933,45.22931
1981-05,,,,,,,103.6483,105.7821,45.38044
1981-06,,,,,,,103.7698,105.9771,45.52642
1981-07,,,,,,,103.8412,106.0917,45.66716
1981-08,,,,,,,103.873,106.1428,45.80261
1981-09,,,,,,,103.8664,106.1321,45.93272
1981-10,,,,,,,103.8046,106.033,46.05748
1981-11,,,,,,,103.6692,105.8155,46.17688
1981-12,,,,,,,103.4588,105.4778,46.29095
1982-01,,,103.7375,102.1986,,48.13395,103.1956,105.0551,46.39975
1982-02,,,102.5719,101.5135,,47.69937,102.9166,104.6071,46.50334
1982-03,,,101.1784,100.6944,,47.15097,102.6512,104.1811,46.60182
1982-04,,,99.66996,99.80782,,46.54119,102.4004,103.7785,46.6953
1982-05,,,98.11197,98.89209,,45.90061,102.1488,103.3745,46.7839
1982-06,,,96.46118,97.92181,,45.2092,101.8756,102.9359,46.86777
1982-07,,,94.88435,96.995,,44.54541,101.5667,102.4399,46.94705
1982-08,,,93.60221,96.2414,,44.01356,101.2145,101.8744,47.02193
1982-09,,,92.7576,95.74496,,43.68193,100.8214,101.2434,47.09257
1982-10,,,92.37158,95.51807,,43.56167,100.4064,100.577,47.15917
1982-11,,,92.33228,95.49497,,43.60108,99.99245,99.91243,47.22192
1982-12,,,92.62466,95.66683,,43.7939,99.5968,99.2772,47.28104
1983-01,,,93.13775,95.96841,-8.404889,44.08835,99.22159,98.67479,47.33671
1983-02,,,93.71057,96.30509,-6.898897,44.40864,98.86598,98.10385,47.38915
1983-03,,,94.21854,96.60366,-5.206825,44.6959,98.5369,97.57551,47.43855
1983-04,,,94.63094,96.84605,-3.449838,44.93559,98.25846,97.12845,47.48509
1983-05,,,94.99834,97.062,-1.631486,45.15175,98.0614,96.81207,47.52898
1983-06,,,95.32128,97.25182,0.2997333,45.34471,97.96969,96.66483,47.57039
1983-07,,,95.60786,97.42025,2.184296,45.51841,97.98157,96.6839,47.60949
1983-08,,,95.85349,97.56463,3.765196,45.67076,98.08456,96.84925,47.64642
1983-09,,,96.1486,97.73808,4.951703,45.84493,98.26278,97.13539,47.68133
1983-10,,,96.57034,97.98597,5.776283,46.07791,98.49786,97.51283,47.71436
1983-11,,,97.03922,98.26156,6.263339,46.33196,98.76935,97.94869,47.74561
1983-12,,,97.59186,98.58639,6.463919,46.62471,99.05112,98.4011,47.7752
1984-01,,,98.21387,98.95198,6.489384,46.94941,99.30547,98.80946,47.80324
1984-02,,,98.83829,99.319,6.452658,47.27418,99.50025,99.12218,47.82982
1984-03,,,99.49287,99.70374,6.525112,47.61236,99.62857,99.3282,47.85505
1984-04,,,100.2721,100.1617,6.840173,48.00927,99.7121,99.46231,47.87901
1984-05,,,101.1009,100.6489,7.258622,48.42914,99.78837,99.58476,47.9018
1984-06,,,101.8099,101.0656,7.599986,48.7909,99.88045,99.7326,47.92352
1984-07,,,102.2936,101.3499,7.745261,49.04393,99.98653,99.90292,47.94426
1984-08,,,102.5418,101.4958,7.690942,49.18327,100.0875,100.0651,47.9641
1984-09,,,102.6194,101.5414,7.405566,49.24001,100.1731,100.2024,47.98312
1984-10,,,102.6642,101.5677,6.949883,49.28027,100.2518,100.3288,48.00143
1984-11,,,102.8084,101.6525,6.552135,49.36769,100.3464,100.4807,48.01911
1984-12,,,103.0942,101.8205,6.215327,49.52258,100.4733,100.6844,48.03625
1985-01,,,103.3768,101.9866,5.806642,49.67559,100.6206,100.9209,48.05295
1985-02,,,103.5334,102.0786,5.274795,49.7678,100.7646,101.1521,48.0693
1985-03,,,103.5045,102.0616,4.532804,49.77054,100.885,101.3454,48.0854
1985-04,,,103.3252,101.9562,3.523377,49.70081,100.9797,101.4975,48.10135
1985-05,,,102.9807,101.7537,2.317464,49.55147,101.0544,101.6174,48.11726
1985-06,,,102.4797,101.4593,1.098388,49.32682,101.112,101.7098,48.13325
1985-07,,,101.786,101.0516,-0.07044838,49.00938,101.1451,101.763,48.14943
1985-08,,,100.9262,100.5462,-1.161435,48.61204,101.1395,101.7541,48.16592
1985-09,,,100.0698,100.0428,-2.078594,48.21651,101.0801,101.6586,48.18287
1985-10,,,99.31773,99.60079,-2.858592,47.87155,100.9585,101.4635,48.20041
1985-11,,,98.72092,99.25001,-3.576769,47.60192,100.7728,101.1653,48.21869
1985-12,,,98.21198,98.95087,-4.335885,47.37534,100.5293,100.7743,48.23784
1986-01,,,97.83794,98.73103,-4.95397,47.21468,100.2505,100.3267,48.25805
1986-02,,,97.42415,98.48781,-5.48939,47.03585,99.96124,99.86232,48.27945
1986-03,,,96.8886,98.17303,-5.969778,46.79935,99.67744,99.40667,48.30222
1986-04,,,96.21629,97.77787,-6.444209,46.49799,99.39609,98.95495,48.32652
1986-05,,,95.49099,97.35156,-6.819551,46.17228,99.10822,98.49277,48.3525
1986-06,,,94.96925,97.0449,-6.853049,45.94642,98.81136,98.01615,48.38032
1986-07,,,94.77443,96.93039,-6.384415,45.88042,98.52198,97.55154,48.41012
1986-08,,,94.90738,97.00854,-5.424469,45.97509,98.26608,97.14069,48.44206
1986-09,,,95.3123,97.24654,-4.174205,46.20385,98.06931,96.82478,48.47627
1986-10,,,95.88239,97.58161,-2.833091,46.51531,97.94477,96.62481,48.51288
1986-11,,,96.58543,97.99484,-1.486837,46.89417,97.9004,96.55357,48.552
1986-12,,,97.25098,98.38603,-0.2479128,47.25789,97.94091,96.61861,48.59374
1987-01,,,97.83714,98.73055,0.7868824,47.5862,98.0636,96.8156,48.63818
1987-02,,,98.31834,99.01339,1.766387,47.86668,98.26026,97.13135,48.68541
1987-03,,,98.771,99.27945,2.857247,48.13652,98.51283,97.53686,48.73547
1987-04,,,99.30361,99.59249,4.195239,48.44869,98.78319,97.97092,48.78845
1987-05,,,99.835,99.90483,5.61266,48.76377,99.02967,98.36666,48.84437
1987-06,,,100.1846,100.1103,6.631952,48.99357,99.22236,98.67602,48.90327
1987-07,,,100.2908,100.1727,7.033855,49.10758,99.36,98.897,48.96521
1987-08,,,100.2261,100.1347,6.886227,49.14104,99.45284,99.04607,49.03019
1987-09,,,100.0065,100.0056,6.271359,49.10146,99.50871,99.13576,49.09827
1987-10,,,99.64754,99.79465,5.333392,48.99615,99.52193,99.157,49.16945
1987-11,,,99.21425,99.53997,4.185323,48.85683,99.48104,99.09134,49.24377
1987-12,,,98.75646,99.2709,3.06832,48.70792,99.37913,98.92772,49.32124
1988-01,,,98.37304,99.04554,2.126542,48.59814,99.22782,98.68479,49.40189
1988-02,,,98.1972,98.94218,1.518636,48.5936,99.04743,98.39516,49.48573
1988-03,,,98.17197,98.92736,1.10115,48.66657,98.86046,98.09498,49.57278
1988-04,,,98.35542,99.03518,0.8206359,48.84628,98.68705,97.81657,49.66303
1988-05,,,98.68335,99.22793,0.6923143,49.10138,98.54598,97.59009,49.75649
1988-06,,,99.12642,99.48835,0.8655921,49.41765,98.45461,97.44337,49.85316
1988-07,,,99.64848,99.7952,1.364015,49.77742,98.42615,97.39767,49.95301
1988-08,,,100.2547,100.1515,2.12141,50.18353,98.46979,97.46774,50.05602
1988-09,,,100.8271,100.4879,3.005172,50.57705,98.58588,97.65413,50.16216
1988-10,,,101.374,100.8094,4.012409,50.96208,98.75552,97.9265,50.27137
1988-11,,,101.8004,101.06,4.981583,51.29068,98.95161,98.24132,50.38359
1988-12,,,101.99,101.1715,5.739896,51.5037,99.14565,98.55287,50.49877
1989-01,,,102.011,101.1838,6.248338,51.63472,99.31258,98.82087,50.61682
1989-02,,,101.9335,101.1382,6.431042,51.71868,99.43422,99.01617,50.73767
1989-03,,,101.8282,101.0764,6.420251,51.79109,99.50459,99.12914,50.86124
1989-04,,,101.6458,100.9692,6.101472,51.82662,99.53796,99.18273,50.98745
1989-05,,,101.3591,100.8007,5.518288,51.81093,99.55366,99.20793,51.11619
1989-06,,,101.0076,100.594,4.747458,51.76374,99.5631,99.22308,51.24739
1989-07,,,100.5616,100.3319,3.801085,51.6695,99.55802,99.21494,51.38094
1989-08,,,100.0548,100.034,2.712943,51.54498,99.52596,99.16347,51.51675
1989-09,,,99.6332,99.78622,1.756095,51.46523,99.46637,99.06778,51.65469
1989-10,,,99.36407,99.62804,0.9874561,51.46531,99.40826,98.97448,51.79468
1989-11,,,99.26696,99.57095,0.5170542,51.55588,99.38951,98.94439,51.9366
1989-12,,,99.32989,99.60794,0.4419533,51.73132,99.43611,99.0192,52.08032
1990-01,,,99.47957,99.69592,0.6182023,51.95393,99.55354,99.20774,52.22573
1990-02,,,99.6075,99.77111,0.8670944,52.16713,99.72807,99.48794,52.37269
1990-03,,,99.65974,99.80182,1.064409,52.34236,99.93747,99.82414,52.52107
1990-04,,,99.62276,99.78008,1.245323,52.47203,100.1575,100.1774,52.67072
1990-05,,,99.58173,99.75597,1.524092,52.60057,100.3661,100.5123,52.82151
1990-06,,,99.48611,99.69977,1.810793,52.70107,100.5473,100.8032,52.97329
1990-07,,,99.38419,99.63986,2.18556,52.79876,100.695,101.0404,53.12592
1990-08,,,99.23121,99.54994,2.569924,52.86964,100.8081,101.2219,53.27925
1990-09,,,99.13235,99.49183,2.922971,52.96954,100.8868,101.3484,53.43316
1990-10,,,99.07596,99.45869,3.161399,53.09233,100.9324,101.4215,53.5875
1990-11,,,99.07578,99.45859,3.277169,53.24545,100.9471,101.4451,53.74215
1990-12,,,99.26775,99.57142,3.42345,53.50232,100.9372,101.4293,53.89698
1991-01,,,99.59403,99.76319,3.615717,53.83244,100.9179,101.3982,54.05187
1991-02,,,99.91057,99.94925,3.816781,54.15823,100.9047,101.3771,54.20671
1991-03,,,100.1451,100.0871,4.008073,54.44028,100.9066,101.3801,54.36138
1991-04,,,100.2533,100.1507,4.15814,54.65389,100.9176,101.3978,54.51577
1991-05,,,100.2985,100.1773,4.244081,54.83299,100.9271,101.413,54.66979
1991-06,,,100.4592,100.2717,4.504631,55.07506,100.929,101.4161,54.82332
1991-07,,,100.5737,100.339,4.721539,55.29168,100.9313,101.4198,54.97628
1991-08,,,100.4852,100.287,4.778582,55.39606,100.9458,101.443,55.12858
1991-09,,,100.203,100.1212,4.574001,55.39237,100.9781,101.4949,55.28012
1991-10,,,99.79441,99.88097,4.189976,55.31688,101.0173,101.5578,55.43084
1991-11,,,99.42395,99.66323,3.784422,55.26049,101.0476,101.6066,55.58066
1991-12,,,99.29755,99.58893,3.431077,55.33802,101.0612,101.6283,55.7295
1992-01,,,99.46918,99.68982,3.247601,55.5807,101.0698,101.6421,55.8773
1992-02,,,99.79243,99.87981,3.230341,55.90773,101.0922,101.678,56.02402
1992-03,,,100.137,100.0823,3.317845,56.24652,101.141,101.7565,56.1696
1992-04,,,100.4267,100.2526,3.477127,56.55427,101.2094,101.8663,56.31399
1992-05,,,100.5368,100.3173,3.514737,56.76022,101.2802,101.9799,56.45717
1992-06,,,100.4213,100.2494,3.200153,56.83754,101.3337,102.0659,56.59909
1992-07,,,100.1208,100.0728,2.7429,56.80827,101.3565,102.1024,56.73975
1992-08,,,99.76443,99.86336,2.435334,56.74514,101.3392,102.0747,56.87913
1992-09,,,99.46639,99.68817,2.384083,56.71297,101.2787,101.9775,57.01722
1992-10,,,99.16951,99.51368,2.46306,56.67937,101.1812,101.8211,57.15403
1992-11,,,98.94807,99.38351,2.581311,56.68693,101.0577,101.6227,57.28958
1992-12,,,98.83823,99.31895,2.563765,56.75676,100.9204,101.4023,57.4239
1993-01,,,98.81805,99.30711,2.331774,56.87672,100.7825,101.1809,57.55701
1993-02,,,98.79679,99.2946,1.944461,56.99483,100.657,100.9793,57.68895
1993-03,,,98.66231,99.21556,1.42196,57.04633,100.5551,100.8158,57.81977
1993-04,,,98.4929,99.11599,0.9228224,57.07617,100.4851,100.7033,57.94953
1993-05,,,98.35732,99.0363,0.6412903,57.12422,100.4529,100.6518,58.07826
1993-06,,,98.34044,99.02637,0.7081897,57.24006,100.4617,100.6658,58.20602
1993-07,,,98.56464,99.15815,1.209898,57.4956,100.5075,100.7393,58.33289
1993-08,,,98.98284,99.40396,1.972226,57.86428,100.5842,100.8624,58.4589
1993-09,,,99.55392,99.73962,2.838586,58.32281,100.6858,101.0256,58.58414
1993-10,,,100.1786,100.1068,3.765368,58.81356,100.8062,101.2189,58.70868
1993-11,,,100.7661,100.4521,4.580174,59.28329,100.9418,101.4366,58.83258
1993-12,,,101.2718,100.7494,5.195852,59.70576,101.0934,101.68,58.95593
1994-01,,,101.6326,100.9614,5.567498,60.04332,101.2663,101.9576,59.07882
1994-02,,,101.5955,100.9396,5.528744,60.14593,101.4657,102.2778,59.20135
1994-03,,,101.3978,100.8234,5.445587,60.15283,101.6903,102.6384,59.32363
1994-04,,,101.0713,100.6315,5.267389,60.08259,101.9237,103.0132,59.44577
1994-05,,,100.6767,100.3996,4.983489,59.971,102.1409,103.3618,59.56789
1994-06,,,100.3467,100.2056,4.64187,59.89707,102.3136,103.6391,59.69015
1994-07,,,100.05,100.0312,4.082044,59.84259,102.4172,103.8055,59.8127
1994-08,,,99.72578,99.84063,3.29577,59.77136,102.4211,103.8117,59.93571
1994-09,,,99.22315,99.5452,2.177543,59.59282,102.2836,103.591,60.05939
1994-10,,,98.45789,99.09541,0.7519779,59.25583,101.9549,103.0632,60.18393
1994-11,,,97.39511,98.47074,-0.9188402,58.73857,101.3965,102.1666,60.30957
1994-12,,,96.09065,97.70403,-2.733197,58.07388,100.6129,100.9085,60.43656
1995-01,,,94.80544,96.94862,-4.370618,57.41906,99.6627,99.38299,60.56516
1995-02,,,93.9072,96.42066,-5.234524,56.99757,98.6477,97.75339,60.69564
1995-03,,,93.61567,96.24931,-5.333111,56.94482,97.67937,96.19872,60.82829
1995-04,,,94.00605,96.47876,-4.615859,57.30927,96.85327,94.87239,60.96338
1995-05,,,94.86131,96.98145,-3.351032,57.96135,96.24027,93.8882,61.10115
1995-06,,,95.9546,97.62405,-1.891091,58.76436,95.86898,93.29208,61.24184
1995-07,,,97.16392,98.33485,-0.3307085,59.64469,95.72492,93.0608,61.38563
1995-08,,,98.39027,99.05566,1.289618,60.54218,95.76201,93.12034,61.53269
1995-09,,,99.48323,99.69807,2.97278,61.36438,95.92815,93.38708,61.68314
1995-10,,,100.3554,100.2107,4.727047,62.05688,96.17724,93.787,61.83708
