country,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD
2000-11,100.3173,101.8291,100.5068,100.3534,1.865615,76.8123,101.1869,3.3883,77.46065,101.3551,76.42501
2000-12,100.0744,101.6069,100.1836,100.1123,1.382216,76.73148,101.1138,3.100817,77.55077,101.2533,76.59084
2001-01,99.78378,101.3892,99.85571,99.86869,0.9267274,76.6451,101.0242,2.800658,77.62289,101.1296,76.75585
2001-02,99.48891,101.2248,99.55802,99.64861,0.5486676,76.57998,100.9165,2.488089,77.67686,100.984,76.91995
2001-03,99.29796,101.1385,99.31036,99.4658,0.2631882,76.55174,100.7917,2.168642,77.71456,100.8189,77.08334
2001-04,99.1981,101.0783,99.11679,99.32132,0.07245731,76.56384,100.6509,1.853867,77.73774,100.6365,77.24609
2001-05,99.12595,101.0238,98.96895,99.20855,-0.03253954,76.61015,100.4961,1.557938,77.74882,100.4399,77.40826
2001-06,99.08001,100.9633,98.8335,99.10287,-0.0921269,76.6651,100.3314,1.293006,77.75166,100.2343,77.56995
2001-07,99.00237,100.8396,98.70407,99.00011,-0.1154588,76.72388,100.1654,1.064531,77.75404,100.0294,77.73122
2001-08,98.80695,100.612,98.58657,98.90556,-0.09351707,76.79121,100.0084,0.8758398,77.76504,99.8368,77.89216
2001-09,98.45144,100.3221,98.50075,98.83654,0.0005058179,76.88263,99.8698,0.7311524,77.79327,99.66743,78.05284
2001-10,98.14294,100.1691,98.49284,98.83036,0.2210702,77.03457,99.75542,0.6359079,77.84454,99.52843,78.21336
2001-11,98.13609,100.2197,98.58345,98.90358,0.5875121,77.26358,99.66901,0.5968635,77.92298,99.4248,78.37379
2001-12,98.3233,100.4116,98.75738,99.04428,1.077584,77.55832,99.61215,0.6187909,78.03065,99.35881,78.53421
2002-01,98.64358,100.593,98.97561,99.2221,1.622347,77.88854,99.582,0.6983403,78.16496,99.32686,78.69469
2002-02,99.05565,100.7508,99.19944,99.40479,2.146283,78.2236,99.57346,0.828988,78.32079,99.32269,78.85489
2002-03,99.41096,100.8981,99.38295,99.55457,2.581218,78.52771,99.5797,0.9998176,78.49156,99.33721,79.01527
2002-04,99.62036,100.9581,99.48183,99.63601,2.87575,78.76563,99.59096,1.196236,78.66766,99.35809,79.1759
2002-05,99.68465,100.9577,99.47906,99.63504,3.019681,78.92353,99.59702,1.402225,78.83903,99.37255,79.33683
2002-06,99.63129,100.8356,99.38224,99.5566,3.054731,79.00701,99.5893,1.601966,78.99722,99.36992,79.49812
2002-07,99.48827,100.662,99.22729,99.42917,3.024358,79.04428,99.56343,1.779758,79.13788,99.34479,79.65982
2002-08,99.4242,100.5032,99.05474,99.28562,2.964206,79.06746,99.51759,1.921263,79.25911,99.29485,79.82198
2002-09,99.44899,100.3497,98.88417,99.14333,2.87389,79.09216,99.45206,2.015285,79.36102,99.22033,79.98464
2002-10,99.48754,100.1615,98.73138,99.01707,2.721533,79.13109,99.37038,2.058197,79.44672,99.12521,80.14786
2002-11,99.50266,100.0234,98.60251,98.91408,2.492406,79.18931,99.27796,2.050977,79.52116,99.01572,80.31165
2002-12,99.4614,99.85177,98.48494,98.82527,2.189951,79.25681,99.18193,1.999887,79.59118,98.90043,80.47607
2003-01,99.28477,99.61469,98.37515,98.74663,1.851728,79.33083,99.09179,1.920765,79.66633,98.79119,80.64113
2003-02,99.04559,99.42268,98.28957,98.68777,1.535942,79.42507,99.01785,1.834419,79.75752,98.70098,80.80723
2003-03,98.86966,99.41416,98.25937,98.67059,1.320352,79.56455,98.96966,1.761695,79.87434,98.64196,80.97401
2003-04,98.90286,99.68127,98.31209,98.71539,1.277521,79.77187,98.95287,1.722469,80.02269,98.6212,81.14147
2003-05,99.03655,99.97203,98.44164,98.81898,1.417809,80.04251,98.97057,1.733779,80.20592,98.64261,81.30961
2003-06,99.15657,100.148,98.63535,98.9718,1.720741,80.36652,99.02235,1.806065,80.42396,98.70584,81.47842
2003-07,99.31796,100.2204,98.8773,99.16253,2.134143,80.7312,99.1009,1.935798,80.66982,98.80213,81.64786
2003-08,99.54756,100.2238,99.15203,99.3794,2.601157,81.12412,99.19623,2.113047,80.93389,98.91953,81.81792
2003-09,99.78262,100.2452,99.44424,99.61036,3.085911,81.53287,99.29819,2.324906,81.20609,99.04567,81.98853
2003-10,100.0818,100.3257,99.73138,99.83755,3.548397,81.93897,99.39761,2.555466,81.47696,99.16904,82.15967
2003-11,100.4167,100.4736,99.98715,100.0411,3.95431,82.32069,99.48697,2.788404,81.73853,99.28006,82.33128
2003-12,100.6719,100.6281,100.1946,100.2075,4.298686,82.66381,99.56133,3.008206,81.98544,99.37234,82.50328
2004-01,100.8126,100.7834,100.3488,100.3329,4.579778,82.964,99.61979,3.201269,82.21666,99.44485,82.67563
2004-02,100.9086,100.7749,100.4505,100.4161,4.77994,83.22154,99.66332,3.354836,82.43326,99.49899,82.84834
2004-03,100.9982,100.7326,100.5091,100.4648,4.875717,83.44389,99.69364,3.458417,82.63673,99.53684,83.02125
2004-04,101.1114,100.6872,100.5311,100.4834,4.844122,83.63612,99.7132,3.507265,82.8293,99.56129,83.19427
2004-05,101.1552,100.6524,100.5242,100.4783,4.69983,83.80437,99.72453,3.500123,83.01323,99.57525,83.36733
2004-06,101.0894,100.6949,100.4988,100.4569,4.467655,83.95702,99.73034,3.440704,83.19111,99.58195,83.54034
2004-07,101.0174,100.7611,100.4615,100.4237,4.17229,84.09954,99.73413,3.343069,83.36668,99.58604,83.71321
2004-08,100.9828,100.7769,100.4218,100.3856,3.84044,84.23965,99.73932,3.224677,83.54375,99.59219,83.88584
2004-09,100.9625,100.7605,100.3934,100.3541,3.502797,84.3888,99.74846,3.102194,83.72527,99.60398,84.05815
2004-10,100.8909,100.7697,100.3761,100.331,3.182641,84.5468,99.76241,2.988886,83.91222,99.62268,84.23003
2004-11,100.7981,100.8361,100.3639,100.3139,2.900577,84.70847,99.78116,2.894528,84.10448,99.64823,84.40137
2004-12,100.7317,100.9419,100.3406,100.291,2.656918,84.86012,99.80423,2.824691,84.30128,99.6798,84.57208
2005-01,100.6288,101.0186,100.2902,100.2495,2.43952,84.98793,99.83088,2.778678,84.5012,99.7158,84.74203
2005-02,100.4703,100.9957,100.2115,100.1885,2.246287,85.09093,99.8609,2.754077,84.70354,99.7553,84.91131
2005-03,100.2844,100.8558,100.121,100.1202,2.08363,85.18256,99.89475,2.7485,84.908,99.79831,85.07961
2005-04,100.0937,100.6982,100.0488,100.067,1.975546,85.28839,99.93459,2.761636,85.11674,99.84744,85.2468
2005-05,99.99269,100.6284,100.0188,100.0463,1.938392,85.42883,99.98294,2.793956,85.33258,99.90613,85.41276
2005-06,100.042,100.6604,100.0454,100.0669,1.976293,85.61625,100.0412,2.844445,85.55743,99.97669,85.57738
2005-07,100.1764,100.6087,100.1195,100.1207,2.073031,85.84295,100.1078,2.907178,85.79029,100.058,85.74052
2005-08,100.3275,100.3787,100.2321,100.2022,2.210107,86.10143,100.1804,2.975012,86.02918,100.148,85.90206
2005-09,100.5278,100.0989,100.3782,100.3102,2.36829,86.38737,100.2574,3.042583,86.27267,100.2449,86.06187
2005-10,100.6157,100.0696,100.5532,100.4426,2.543009,86.69683,100.3392,3.108947,86.521,100.3493,86.21983
2005-11,100.6222,100.3182,100.7441,100.5896,2.727093,87.01855,100.4267,3.174499,86.77438,100.4614,86.3758
2005-12,100.6188,100.6649,100.9273,100.7324,2.912921,87.33203,100.5188,3.238002,87.03096,100.5793,86.52966
2006-01,100.6289,100.9025,101.0829,100.8544,3.096951,87.61996,100.6099,3.293723,87.28443,100.6958,86.6813
2006-02,100.7029,100.9567,101.2044,100.9489,3.273481,87.87637,100.6928,3.33323,87.5269,100.8019,86.83063
2006-03,100.7942,100.925,101.2886,101.0126,3.422898,88.09827,100.7615,3.348825,87.75142,100.8898,86.97748
2006-04,100.8752,100.8198,101.3363,101.0457,3.514604,88.28594,100.815,3.336269,87.95647,100.9581,87.12175
2006-05,100.8753,100.6388,101.3548,101.0544,3.531282,88.44556,100.8561,3.29501,88.1443,101.0096,87.26331
2006-06,100.8599,100.5393,101.3655,101.0569,3.479826,88.59555,100.8908,3.230109,88.32103,101.0514,87.40209
2006-07,100.8772,100.5095,101.3883,101.0686,3.390269,88.75326,100.9293,3.156,88.49783,101.0965,87.53797
2006-08,100.8696,100.5397,101.4436,101.1045,3.29266,88.93646,100.9819,3.0884,88.6861,101.158,87.67088
2006-09,100.8364,100.6921,101.5364,101.1688,3.197599,89.14969,101.0545,3.036799,88.8926,101.2436,87.80074
2006-10,100.7998,100.9154,101.655,101.2526,3.097952,89.38265,101.1433,2.996514,89.11362,101.349,87.92746
2006-11,100.826,101.04,101.7866,101.3463,2.994236,89.62409,101.2402,2.957401,89.34064,101.4647,88.05099
2006-12,100.896,101.0891,101.9193,101.4419,2.89872,89.86354,101.3372,2.911695,89.56503,101.5808,88.17126
2007-01,100.9521,101.0883,102.0389,101.5292,2.817114,90.08832,101.4303,2.861831,89.78236,101.6923,88.28824
2007-02,101.0399,101.0206,102.1458,101.6087,2.756662,90.29883,101.5182,2.815257,89.991,101.7976,88.40188
2007-03,101.1099,100.9474,102.2381,101.6779,2.718368,90.4931,101.6011,2.779932,90.19085,101.8966,88.51215
2007-04,101.1504,100.9367,102.3122,101.733,2.69819,90.66806,101.6799,2.75889,90.38309,101.9906,88.61905
2007-05,101.1688,100.9688,102.3587,101.7651,2.679237,90.81523,101.7558,2.751403,90.5695,102.0817,88.72256
2007-06,101.161,100.9535,102.3676,101.7656,2.630114,90.92571,101.8304,2.752642,90.75219,102.1723,88.82272
2007-07,101.0659,100.913,102.3337,101.7312,2.525379,90.99461,101.9053,2.752342,90.93359,102.265,88.91953
2007-08,100.9502,100.755,102.2579,101.6647,2.345909,91.02283,101.9813,2.738522,91.1148,102.3612,89.01304
2007-09,100.843,100.5445,102.1579,101.5821,2.104766,91.02608,102.0568,2.701287,91.29385,102.4584,89.10332
2007-10,100.7503,100.2836,102.042,101.4911,1.822586,91.01173,102.1262,2.637521,91.464,102.5491,89.19042
2007-11,100.6834,99.97946,101.906,101.3887,1.508425,90.97601,102.1826,2.547037,91.61618,102.6231,89.27444
2007-12,100.5754,99.72649,101.754,101.2779,1.178741,90.9228,102.2194,2.430586,91.74199,102.6708,89.3555
2008-01,100.4594,99.46397,101.5768,101.152,0.8387234,90.84391,102.2336,2.289535,91.83797,102.6883,89.43372
2008-02,100.2928,99.10638,101.3618,101.0019,0.4754566,90.72816,102.2224,2.122066,91.90067,102.6718,89.50922
2008-03,100.1482,98.68655,101.1047,100.8242,0.08693581,90.57177,102.181,1.923213,91.92542,102.6158,89.58217
2008-04,99.9874,98.1762,100.797,100.6102,-0.3317111,90.36731,102.0996,1.680793,91.90224,102.5091,89.65276
2008-05,99.87494,97.68228,100.415,100.3399,-0.7947477,90.09348,101.9648,1.377827,91.8174,102.3364,89.72118
2008-06,99.75877,97.30515,99.93399,99.99201,-1.316836,89.72837,101.7619,0.9949005,91.65508,102.0798,89.78764
2008-07,99.51794,97.18755,99.33873,99.55353,-1.908243,89.25822,101.4778,0.5144153,91.40137,101.7239,89.85238
2008-08,99.04689,97.26869,98.62697,99.02178,-2.572718,88.68107,101.1043,-0.07457433,91.04684,101.2581,89.91564
2008-09,98.23871,97.26767,97.81565,98.40903,-3.310946,88.01226,100.6433,-0.7673087,90.59334,100.6842,89.97769
2008-10,97.23592,96.96371,96.96243,97.75835,-4.07413,87.30379,100.1178,-1.528185,90.06627,100.0305,90.03879
2008-11,96.31413,96.68433,96.175,97.15081,-4.751896,86.65292,99.5628,-2.304806,89.50461,99.34004,90.09922
2008-12,95.64535,96.51311,95.54902,96.65963,-5.25336,86.14629,99.01984,-3.037791,88.95506,98.66435,90.15926
2009-01,95.31373,96.424,95.14452,96.33302,-5.509759,85.83862,98.53274,-3.669829,88.46767,98.05858,90.2192
2009-02,95.1819,96.41466,94.99265,96.19643,-5.477526,85.7585,98.14133,-4.149065,88.08765,97.5726,90.27909
2009-03,95.31491,96.64324,95.09975,96.2568,-5.144258,85.91253,97.86929,-4.440557,87.84341,97.23712,90.33938
2009-04,95.75301,97.12495,95.44134,96.49763,-4.523814,86.27926,97.71325,-4.537793,87.7319,97.04824,90.40031
2009-05,96.29003,97.62383,95.94906,96.86832,-3.658395,86.79751,97.65598,-4.447513,87.7338,96.98408,90.46207
2009-06,96.81806,98.01936,96.55354,97.31694,-2.589361,87.40498,97.6762,-4.179205,87.82463,97.01713,90.52488
2009-07,97.34136,98.2794,97.19262,97.79601,-1.358417,88.04572,97.75389,-3.74232,87.98084,97.121,90.58889
2009-08,97.80682,98.51568,97.82063,98.26978,-0.002821861,88.67857,97.87208,-3.146441,88.18211,97.27299,90.65426
2009-09,98.15928,98.77187,98.40408,98.71203,1.432781,89.27328,98.01707,-2.407543,88.41227,97.455,90.72112
2009-10,98.46222,98.91152,98.91641,99.10303,2.865857,89.80579,98.17585,-1.564686,88.65701,97.65108,90.78958
2009-11,98.71099,98.98368,99.35058,99.43787,4.173851,90.26968,98.33889,-0.6682373,88.9065,97.85027,90.85975
2009-12,99.02592,99.09028,99.70974,99.71879,5.248582,90.66776,98.50172,0.2268552,89.15686,98.04817,90.93169
2010-01,99.39917,99.20661,99.99533,99.94565,6.014319,91.00124,98.6662,1.066593,89.41125,98.24821,91.00549
2010-02,99.75363,99.25217,100.2077,100.1162,6.426908,91.27012,98.83606,1.8018,89.67482,98.45615,91.08097
2010-03,100.1285,99.25594,100.3569,100.2371,6.484746,91.48373,99.01432,2.399828,89.95151,98.67607,91.15838
2010-04,100.3791,99.22534,100.4387,100.3036,6.210947,91.63802,99.19691,2.854802,90.23648,98.90257,91.23775
2010-05,100.4539,99.17127,100.4623,100.3224,5.695715,91.74124,99.37622,3.176422,90.5206,99.12561,91.31908
2010-06,100.4474,99.12183,100.4604,100.3185,5.054902,91.82321,99.54375,3.380705,90.79372,99.33405,91.40241
2010-07,100.4863,99.0483,100.4721,100.3234,4.399886,91.91962,99.69281,3.486288,91.0481,99.51946,91.48774
2010-08,100.5761,99.03488,100.5239,100.3592,3.807315,92.05484,99.81787,3.510295,91.27757,99.67514,91.57506
2010-09,100.7083,99.0412,100.6171,100.4285,3.311996,92.23001,99.91521,3.467582,91.47803,99.79672,91.66437
2010-10,100.8904,99.09325,100.741,100.5241,2.928326,92.4356,99.985,3.37579,91.64989,99.8847,91.75568
2010-11,101.1028,99.20107,100.8842,100.6373,2.649187,92.66109,100.0294,3.249696,91.79569,99.942,91.84896
2010-12,101.3151,99.26431,101.0177,100.7446,2.439909,92.87997,100.0524,3.099187,91.92,99.97364,91.94424
2011-01,101.4536,99.25014,101.1106,100.8206,2.266412,93.0637,100.0613,2.929859,92.03088,99.98849,92.04147
2011-02,101.4975,99.14907,101.1318,100.8413,2.096496,93.18359,100.0645,2.746613,92.13784,99.99686,92.14073
2011-03,101.426,98.89793,101.0668,100.7934,1.904397,93.22594,100.0689,2.553282,92.24822,100.0068,92.24195
2011-04,101.2353,98.73391,100.9193,100.6799,1.698071,93.19409,100.0801,2.361612,92.36752,100.0242,92.34512
2011-05,100.9634,98.71191,100.705,100.5131,1.483278,93.10202,100.1013,2.185551,92.49898,100.0527,92.45023
2011-06,100.7354,98.61015,100.4435,100.3091,1.246435,92.96773,100.1334,2.036871,92.64307,100.0927,92.55727
2011-07,100.4771,98.32172,100.1633,100.0908,0.9768474,92.81754,100.173,1.9197,92.79595,100.14,92.66624
2011-08,100.2473,97.9698,99.90073,99.8875,0.6845586,92.68501,100.2154,1.834557,92.9521,100.1886,92.77711
2011-09,100.0537,97.81322,99.70153,99.73585,0.414848,92.61263,100.2557,1.780075,93.10641,100.2331,92.88987
2011-10,99.90702,97.82553,99.59378,99.6589,0.2067646,92.62672,100.2915,1.752448,93.256,100.2704,93.00452
2011-11,99.8591,97.97987,99.56969,99.65012,0.06394739,92.72035,100.3207,1.746338,93.39876,100.2982,93.12106
2011-12,99.89815,98.20216,99.59956,99.68611,-0.01492285,92.8661,100.3405,1.753807,93.5321,100.3138,93.23947
2012-01,99.99454,98.4551,99.64299,99.7337,-0.04003542,93.02644,100.3466,1.761708,93.6522,100.3133,93.35974
2012-02,100.0901,98.63925,99.66389,99.76293,-0.01641523,93.1683,100.3342,1.755547,93.75536,100.2919,93.48251
2012-03,100.1033,98.72403,99.63879,99.75558,0.04620213,93.26902,100.3005,1.72413,93.8387,100.2474,93.60713
2012-04,100.0018,98.72065,99.56313,99.70783,0.1395299,93.32413,100.2477,1.663843,93.90437,100.1822,93.73362
2012-05,99.78672,98.68072,99.45063,99.62933,0.2623858,93.34631,100.1801,1.575635,93.95642,100.1006,93.86196
2012-06,99.56017,98.56815,99.32473,99.53836,0.4192121,93.35746,100.102,1.463927,93.99931,100.0076,93.99216
2012-07,99.4127,98.48537,99.21521,99.45887,0.6119703,93.38556,100.0176,1.337685,94.03727,99.90762,94.12423
2012-08,99.32631,98.45848,99.14069,99.40555,0.8234279,93.4482,99.93138,1.208094,94.07505,99.80573,94.25817
2012-09,99.27843,98.48784,99.11308,99.38757,1.019462,93.55678,99.84871,1.087392,94.11884,99.70853,94.39397
2012-10,99.22254,98.5506,99.12975,99.4021,1.168417,93.70899,99.77734,0.9880548,94.17742,99.62527,94.53165
2012-11,99.22279,98.56302,99.18851,99.44721,1.275463,93.90296,99.72514,0.921896,94.2598,99.56543,94.6712
2012-12,99.31454,98.52238,99.28525,99.52074,1.366311,94.13494,99.69721,0.8977914,94.37182,99.53508,94.81262
2013-01,99.45599,98.60969,99.40662,99.61301,1.468401,94.39244,99.69154,0.9171109,94.51109,99.53157,94.95589
2013-02,99.58377,98.7451,99.5385,99.71373,1.603219,94.66199,99.70365,0.9780939,94.67238,99.54942,95.10088
2013-03,99.60042,98.869,99.66426,99.80962,1.778613,94.92792,99.72826,1.077097,94.84943,99.58186,95.2477
2013-04,99.5551,98.98714,99.78647,99.90392,2.002156,95.19262,99.76178,1.207226,95.038,99.62438,95.39632
2013-05,99.58035,99.15656,99.90812,99.99936,2.263225,95.45895,99.80145,1.360556,95.23475,99.67348,95.54673
2013-06,99.70664,99.30009,100.0274,100.0923,2.536097,95.7251,99.84406,1.528265,95.43586,99.72514,95.69889
2013-07,99.89806,99.40793,100.1416,100.1802,2.787361,95.98855,99.88422,1.699126,95.63509,99.77288,95.85278
2013-08,100.1112,99.42017,100.2528,100.2648,2.999348,96.25104,99.91605,1.860842,95.82564,99.80967,96.00837
2013-09,100.2719,99.36597,100.3549,100.3414,3.15327,96.50687,99.93481,2.001134,96.00229,99.83015,96.16563
2013-10,100.3652,99.30067,100.4401,100.4042,3.243471,96.74841,99.93921,2.109473,96.16407,99.83344,96.3245
2013-11,100.4288,99.34383,100.507,100.4517,3.270564,96.97412,99.93025,2.177904,96.31268,99.82143,96.48498
2013-12,100.4229,99.45517,100.5504,100.4785,3.233689,97.17898,99.91108,2.204183,96.45195,99.79817,96.64701
2014-01,100.3764,99.52773,100.5749,100.4878,3.151392,97.36712,99.88775,2.197802,96.58826,99.77037,96.81056
2014-02,100.4118,99.58723,100.5933,100.4907,3.051473,97.55058,99.86713,2.171777,96.72845,99.74548,96.97527
2014-03,100.4841,99.69028,100.6108,100.4923,2.956837,97.73478,99.85532,2.140244,96.87944,99.73032,97.14141
2014-04,100.5478,99.81666,100.6161,100.4852,2.852966,97.90844,99.85575,2.112284,97.04547,99.72924,97.30895
2014-05,100.5678,99.88171,100.6075,100.47,2.735291,98.07002,99.86977,2.093809,97.22878,99.74451,97.47784
2014-06,100.5639,99.89201,100.5901,100.4509,2.610721,98.22421,99.8964,2.088351,97.42889,99.7756,97.64802
2014-07,100.5848,99.85633,100.569,100.4305,2.48726,98.37604,99.93113,2.097238,97.64078,99.81734,97.81945
2014-08,100.6249,99.8403,100.5501,100.4125,2.36891,98.53114,99.96874,2.121363,97.85845,99.86364,97.99207
2014-09,100.6296,99.86368,100.5394,100.4,2.267645,98.6953,100.0057,2.1619,98.07776,99.91028,98.16583
2014-10,100.6522,99.93501,100.5295,100.3879,2.184014,98.86141,100.042,2.219902,98.29882,99.95744,98.34068
2014-11,100.6081,100.0555,100.5183,100.375,2.11714,99.0272,100.0791,2.295214,98.52327,100.0068,98.51655
2014-12,100.4891,100.2551,100.5042,100.3594,2.070394,99.19096,100.1172,2.384005,98.75137,100.0588,98.69337
2015-01,100.3806,100.4537,100.4903,100.3435,2.042504,99.35584,100.1535,2.475615,98.97941,100.1095,98.87112
2015-02,100.2951,100.5679,100.4755,100.3282,2.019886,99.52099,100.1837,2.557097,99.20189,100.1534,99.04997
2015-03,100.2335,100.61,100.4568,100.3118,1.993319,99.68295,100.2041,2.615703,99.41352,100.1853,99.22962
2015-04,100.2163,100.6051,100.4286,100.2905,1.968853,99.83611,100.2137,2.645187,99.61251,100.2037,99.41
2015-05,100.2043,100.5418,100.3825,100.257,1.939391,99.97198,100.2131,2.643336,99.79887,100.2087,99.59106
2015-06,100.145,100.4946,100.3188,100.2102,1.90031,100.0908,100.2029,2.611252,99.97301,100.2007,99.77273
2015-07,100.0553,100.3826,100.2348,100.1448,1.843544,100.1896,100.1835,2.554679,100.1352,100.1803,99.95497
2015-08,99.96433,100.2947,100.1419,100.0691,1.774785,100.2799,100.1556,2.480487,100.2858,100.1479,100.1377
2015-09,99.89281,100.2748,100.0543,99.9953,1.702341,100.3754,100.1208,2.394958,100.4267,100.1054,100.3209
2015-10,99.86083,100.4039,99.97847,99.93103,1.64017,100.4829,100.0835,2.303343,100.563,100.0581,100.5045
2015-11,99.83387,100.5621,99.90301,99.86909,1.579032,100.5909,100.0483,2.209714,100.7003,100.0117,100.6885
2015-12,99.82579,100.6131,99.82063,99.80476,1.513153,100.6919,100.0177,2.117317,100.8422,99.9697,100.8728
2016-01,99.83874,100.5227,99.73808,99.74353,1.446126,100.7927,99.98978,2.028416,100.9871,99.93051,101.0574
2016-02,99.87819,100.3803,99.66875,99.69463,1.393294,100.9076,99.96032,1.944806,101.1312,99.88958,101.243
2016-03,99.95348,100.2913,99.62962,99.6691,1.374485,101.0531,99.92793,1.869953,101.2725,99.84596,101.4287
2016-04,100.0082,100.2907,99.6197,99.66486,1.394364,101.2282,99.89417,1.807063,101.4126,99.80115,101.6146
2016-05,100.0618,100.356,99.62608,99.6727,1.448322,101.4199,99.86286,1.760184,101.5555,99.75928,101.8006
2016-06,100.1085,100.3517,99.64622,99.69004,1.533497,101.6257,99.83869,1.7346,101.7071,99.72611,101.9865
2016-07,100.0803,100.2749,99.68374,99.71996,1.656403,101.8492,99.82556,1.736125,101.8737,99.7077,102.1723
2016-08,100.0256,100.2671,99.74633,99.76807,1.813444,102.0984,99.82635,1.769378,102.0602,99.70909,102.358
2016-09,100.0898,100.3123,99.8378,99.83862,1.994285,102.3772,99.84193,1.834187,102.2687,99.73198,102.5435
2016-10,100.208,100.3582,99.95045,99.92706,2.184418,102.6779,99.86964,1.920656,102.4944,99.7719,102.7288
2016-11,100.3615,100.4376,100.07,100.0227,2.380735,102.9857,99.9055,2.015942,102.7304,99.82191,102.9137
2016-12,100.5012,100.4943,100.186,100.1165,2.580221,103.2899,99.94603,2.110425,102.9704,99.87611,103.0982
2017-01,100.6241,100.4767,100.2875,100.1974,2.764549,103.5791,99.9893,2.202964,103.2118,99.93189,103.2822
2017-02,100.7429,100.4895,100.3778,100.2657,2.921952,103.8561,100.0348,2.296938,103.4541,99.98929,103.4652
2017-03,100.7901,100.5833,100.4602,100.3248,3.039464,104.1245,100.0828,2.395536,103.6985,100.0492,103.6475
2017-04,100.8062,100.6982,100.5385,100.3781,3.121766,104.3883,100.1337,2.498103,103.946,100.1125,103.8292
2017-05,100.8908,100.7899,100.6173,100.4302,3.186903,104.6521,100.188,2.601074,104.197,100.1798,104.01
2017-06,101.0576,100.8338,100.7003,100.4846,3.241307,104.9197,100.246,2.6989,104.4521,100.2516,104.19
2017-07,101.2063,100.8842,100.7835,100.5387,3.276989,105.1868,100.3073,2.785141,104.711,100.3277,104.369
2017-08,101.3673,100.9635,100.8669,100.5953,3.285982,105.4533,100.3709,2.853606,104.9726,100.4071,104.547
2017-09,101.5025,101.048,100.9441,100.6505,3.257933,105.7126,100.4348,2.900411,105.2349,100.488,104.7239
2017-10,101.5531,101.1452,101.0059,100.6973,3.191391,105.9547,100.4961,2.926306,105.4937,100.5664,104.8996
2017-11,101.5817,101.174,101.0468,100.7302,3.095844,106.174,100.5515,2.934028,105.7446,100.6381,105.0741
2017-12,101.6095,101.1653,101.0656,100.7477,2.980793,106.3688,100.5985,2.926187,105.9836,100.6996,105.2472
2018-01,101.6147,101.1653,101.0651,100.7525,2.860341,106.5418,100.6373,2.904757,106.2099,100.7502,105.4191
2018-02,101.5819,101.1892,101.0462,100.7464,2.732687,106.6941,100.6683,2.869688,106.4229,100.7893,105.5895
2018-03,101.494,101.1984,101.001,100.7225,2.585858,106.8171,100.6909,2.817935,106.6207,100.8153,105.7585
2018-04,101.4424,101.1812,100.9317,100.6821,2.418462,106.9129,100.7022,2.744811,106.7991,100.8243,105.9259
2018-05,101.4392,101.1816,100.8405,100.6265,2.227865,106.9836,100.6991,2.645487,106.9536,100.8122,106.0919
2018-06,101.4314,101.2054,100.7255,100.554,2.008689,107.0272,100.68,2.518175,107.0824,100.7775,106.2562
2018-07,101.3852,101.2349,100.5855,100.4631,1.763869,107.0421,100.6495,2.368957,107.1915,100.7259,106.419
2018-08,101.3281,101.1817,100.4226,100.354,1.495758,107.0306,100.6142,2.2083,107.2908,100.6667,106.5802
2018-09,101.1883,101.0923,100.2433,100.2275,1.217318,106.9995,100.5819,2.049067,107.3912,100.6103,106.7398
2018-10,101.0287,100.9744,100.0595,100.0905,0.950079,106.9614,100.5596,1.905494,107.5039,100.5671,106.8978
2018-11,100.9112,100.8437,99.89106,99.95818,0.7191361,106.9375,100.5525,1.790457,107.6379,100.5453,107.0541
2018-12,100.7354,100.7458,99.74641,99.84047,0.5341595,106.937,100.5632,1.711824,107.7978,100.5493,107.2089
2019-01,100.5932,100.7062,99.63415,99.74659,0.4011561,106.9692,100.5891,1.66689,107.9803,100.5759,107.362
2019-02,100.459,100.7817,99.55105,99.6756,0.3156062,107.0309,100.6248,1.648826,108.1776,100.6177,107.5136
2019-03,100.3536,100.8678,99.48159,99.61691,0.2699345,107.1054,100.6643,1.651135,108.3811,100.6665,107.6635
2019-04,100.2112,100.8806,99.40492,99.55446,0.2408659,107.1704,100.7018,1.669076,108.5816,100.7139,107.812
2019-05,100.058,100.8495,99.31454,99.48296,0.2199507,107.2189,100.7315,1.698701,108.7704,100.7517,107.9589
2019-06,99.86839,100.7531,99.2153,99.40496,0.2138417,107.256,100.748,1.734486,108.9397,100.7728,108.1043
2019-07,99.66278,100.6193,99.11993,99.32935,0.2368776,107.2957,100.7477,1.766142,109.0847,100.7726,108.2484
2019-08,99.50306,100.4583,99.04314,99.26676,0.3019629,107.3538,100.7284,1.782038,109.2027,100.7489,108.391
2019-09,99.37343,100.434,98.99783,99.22833,0.4160309,107.4446,100.6909,1.772829,109.2951,100.7029,108.5323
2019-10,99.36304,100.5056,98.98172,99.2122,0.565007,107.5657,100.6419,1.736138,109.3703,100.6423,108.6723
2019-11,99.41692,100.6522,98.98059,99.20789,0.7142954,107.7013,100.589,1.671944,109.4375,100.5762,108.8106
2019-12,99.46343,100.7636,98.97237,99.19916,0.8332968,107.8281,100.5362,1.581443,109.5026,100.5093,108.9477
2020-01,99.41801,100.6957,98.93589,99.1703,0.8915859,107.923,100.4811,1.465515,109.5628,100.4391,109.0837
2020-02,98.98022,100.1967,98.86517,99.11633,0.8857136,107.9789,100.4176,1.324786,109.6108,100.3593,109.2183
