country,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT
1987-06,98.86276,99.66743,97.82162,98.19776,0.8762191,55.37174,99.14132,99.01158,56.60481
1987-07,99.06573,99.51212,97.73882,98.12922,0.961373,55.45295,99.29723,99.16932,56.73585
1987-08,99.23914,99.44093,97.68525,98.08488,1.066058,55.55233,99.39661,99.26988,56.86869
1987-09,99.40509,99.41665,97.66429,98.06753,1.185757,55.67191,99.4173,99.2908,57.00334
1987-10,99.59227,99.408,97.6769,98.07796,1.32842,55.81234,99.35045,99.22318,57.13975
1987-11,99.73315,99.41393,97.72729,98.11967,1.518062,55.97615,99.20159,99.07256,57.27791
1987-12,99.85611,99.64882,97.83326,98.2074,1.790144,56.1737,98.99736,98.86593,57.41779
1988-01,99.99196,100.0068,97.99677,98.34274,2.158392,56.40632,98.79768,98.6639,57.55937
1988-02,100.1142,100.3567,98.20348,98.51385,2.60055,56.66596,98.66936,98.53407,57.7026
1988-03,100.3034,100.7137,98.4445,98.71337,3.085386,56.94764,98.65961,98.5242,57.84745
1988-04,100.5933,101.066,98.7113,98.93423,3.582794,57.24651,98.76469,98.63052,57.99388
1988-05,100.8135,101.371,98.98666,99.16217,4.055971,57.55264,98.95577,98.82385,58.14181
1988-06,100.9945,101.7331,99.2699,99.39663,4.503846,57.8656,99.19576,99.06666,58.29119
1988-07,101.1949,102.0982,99.55656,99.63392,4.922785,58.18278,99.44971,99.32359,58.44193
1988-08,101.3683,102.4218,99.83778,99.86671,5.304189,58.49893,99.68827,99.56496,58.59398
1988-09,101.5575,102.6568,100.1043,100.0873,5.634047,58.80849,99.89005,99.76912,58.74724
1988-10,101.7845,102.7831,100.3503,100.291,5.904855,59.10798,100.0448,99.9257,58.90163
1988-11,101.9402,102.9259,100.5694,100.4723,6.104684,59.39331,100.1485,100.0306,59.05708
1988-12,102.0317,103.2293,100.7668,100.6358,6.219713,59.66754,100.2014,100.0842,59.21349
1989-01,102.0896,103.5372,100.9429,100.7815,6.24797,59.93057,100.2097,100.0926,59.37078
1989-02,102.1557,103.619,101.0952,100.9076,6.202814,60.18084,100.1824,100.0649,59.52887
1989-03,102.2883,103.5689,101.2371,101.0251,6.108141,60.42608,100.1312,100.0131,59.68767
1989-04,102.4958,103.5465,101.3839,101.1466,5.989547,60.67532,100.0728,99.95404,59.8471
1989-05,102.6361,103.6514,101.5398,101.2757,5.870173,60.93108,100.0252,99.90582,60.00707
1989-06,102.6987,103.7681,101.6997,101.408,5.745345,61.19018,100.0037,99.88406,60.16749
1989-07,102.7118,103.8151,101.8575,101.5386,5.613486,61.44886,100.0171,99.89763,60.32827
1989-08,102.7276,103.8039,102.0168,101.6705,5.48787,61.70927,100.0696,99.95082,60.48933
1989-09,102.7453,103.7927,102.1833,101.8083,5.384028,61.97475,100.1608,100.043,60.65056
1989-10,102.7587,103.8973,102.357,101.9521,5.307634,62.24521,100.2819,100.1655,60.81188
1989-11,102.7864,104.1258,102.5285,102.0941,5.255802,62.51491,100.4213,100.3066,60.97319
1989-12,102.8101,104.4506,102.6777,102.2176,5.201918,62.7714,100.5677,100.4547,61.13438
1990-01,102.8112,104.7565,102.7838,102.3054,5.124514,63.00172,100.7113,100.6001,61.29538
1990-02,102.8094,104.6922,102.9449,102.4387,5.126274,63.26588,100.8443,100.7346,61.45607
1990-03,102.7829,104.4242,103.0596,102.5337,5.089742,63.50161,100.9604,100.852,61.61637
1990-04,102.7179,104.1714,103.1286,102.5909,4.999797,63.70896,101.0557,100.9485,61.7762
1990-05,102.6664,104.1197,103.1537,102.6116,4.854097,63.88873,101.1279,101.0216,61.93546
1990-06,102.5898,104.1451,103.1138,102.5786,4.636966,64.02755,101.176,101.0702,62.09407
1990-07,102.4422,104.0421,102.9938,102.4793,4.339875,64.11566,101.2024,101.0969,62.25195
1990-08,102.2947,103.6746,102.7998,102.3186,3.965458,64.15633,101.2106,101.1052,62.40902
1990-09,102.0715,103.256,102.5533,102.1146,3.53038,64.1627,101.2053,101.0999,62.56523
1990-10,101.7295,103.01,102.2826,101.8905,3.063638,64.15218,101.1929,101.0873,62.7205
1990-11,101.5132,103.0594,102.0171,101.6707,2.604372,64.14303,101.1801,101.0744,62.87477
1990-12,101.3953,103.3193,101.7668,101.4635,2.182755,64.14154,101.174,101.0682,63.02799
1991-01,101.2936,103.6236,101.5343,101.2711,1.821794,64.14948,101.1811,101.0753,63.18011
1991-02,101.2044,103.6426,101.3136,101.0884,1.418015,64.16299,101.2068,101.1013,63.33107
1991-03,101.0513,103.4607,101.1075,100.9178,1.074457,64.18391,101.2545,101.1496,63.48085
1991-04,100.7905,103.2049,100.9174,100.7604,0.7913754,64.21313,101.3228,101.2188,63.62939
1991-05,100.5796,103.0501,100.7455,100.6181,0.5687623,64.25211,101.4071,101.304,63.77667
1991-06,100.3588,102.9445,100.5838,100.4843,0.4190559,64.29586,101.4993,101.3973,63.92267
1991-07,100.0618,102.765,100.417,100.3462,0.3413582,64.33453,101.5872,101.4862,64.06735
1991-08,99.8368,102.4226,100.2383,100.1983,0.3232901,64.36374,101.6576,101.5575,64.21072
1991-09,99.63195,102.042,100.057,100.0482,0.3533761,64.38943,101.7007,101.601,64.35275
1991-10,99.38914,101.7742,99.8862,99.9068,0.4175895,64.42007,101.7146,101.6151,64.49346
1991-11,99.24865,101.647,99.74634,99.79102,0.5080415,64.4689,101.7017,101.6021,64.63286
1991-12,99.20733,101.6569,99.63792,99.70127,0.6156365,64.53642,101.6663,101.5663,64.77094
1992-01,99.22745,101.719,99.55386,99.63169,0.7306485,64.61819,101.6146,101.5139,64.90776
1992-02,99.24643,101.6576,99.48673,99.57612,0.8517337,64.7095,101.551,101.4496,65.04334
1992-03,99.25152,101.4969,99.42934,99.52861,0.9688841,64.80578,101.476,101.3737,65.17772
1992-04,99.24506,101.3463,99.37265,99.48169,1.071569,64.90122,101.3848,101.2815,65.31095
1992-05,99.23935,101.3839,99.3073,99.4276,1.148074,64.98977,101.2693,101.1646,65.44308
1992-06,99.23149,101.4778,99.21003,99.34707,1.182531,65.05618,101.1214,101.015,65.5742
1992-07,99.19335,101.5017,99.05247,99.21664,1.161491,65.08176,100.9386,100.83,65.70434
1992-08,99.07938,101.4171,98.82562,99.02886,1.082468,65.06046,100.7216,100.6105,65.8336
1992-09,98.80153,101.25,98.54018,98.79257,0.9468604,64.99911,100.4754,100.3614,65.96204
1992-10,98.32747,100.9985,98.21474,98.52319,0.7603535,64.90989,100.2125,100.0954,66.08977
1992-11,97.95839,100.6233,97.89075,98.25499,0.5448717,64.82018,99.94947,99.82924,66.21686
1992-12,97.68108,100.2997,97.60614,98.01939,0.3390479,64.75523,99.70475,99.58164,66.3434
1993-01,97.42636,100.0856,97.38889,97.83955,0.1790566,64.73389,99.49686,99.3713,66.46948
1993-02,97.25163,99.89278,97.25568,97.72928,0.08980225,64.76761,99.34274,99.21537,66.59519
1993-03,97.13725,99.70046,97.20702,97.689,0.07923315,64.85712,99.25384,99.12542,66.72062
1993-04,97.05067,99.57172,97.23584,97.71286,0.1492864,64.99812,99.22828,99.09956,66.84584
1993-05,96.9976,99.66922,97.32935,97.79027,0.2963544,65.18237,99.25748,99.12911,66.97092
1993-06,97.02957,99.85419,97.45811,97.89685,0.5138037,65.39044,99.32806,99.20052,67.09595
1993-07,97.13898,99.94207,97.60422,98.0178,0.8124288,65.61051,99.41982,99.29337,67.22098
1993-08,97.25871,99.87075,97.76411,98.15015,1.198631,65.84029,99.51144,99.38606,67.34608
1993-09,97.46884,99.78924,97.95835,98.31094,1.68412,66.09377,99.58449,99.45996,67.47131
1993-10,97.82941,99.95242,98.21937,98.52701,2.284975,66.39307,99.62754,99.50352,67.59672
1993-11,98.15457,100.4494,98.55709,98.80658,2.969797,66.7452,99.63442,99.51048,67.72237
1993-12,98.53692,101.2169,98.97789,99.15491,3.705677,67.15485,99.60449,99.4802,67.84834
1994-01,99.05399,102.072,99.48509,99.57476,4.465574,67.62463,99.54548,99.42049,67.97464
1994-02,99.48067,102.6511,100.0497,100.0421,5.199489,68.13519,99.47005,99.34418,68.10135
1994-03,99.8942,102.9675,100.6425,100.5328,5.874018,68.66684,99.39442,99.26765,68.22851
1994-04,100.3106,103.1851,101.2283,101.0177,6.458111,69.19576,99.33816,99.21073,68.35616
1994-05,100.6348,103.4793,101.7696,101.4658,6.925008,69.69625,99.32054,99.19291,68.48436
1994-06,100.8919,103.8188,102.237,101.8528,7.275657,70.14803,99.35552,99.2283,68.61313
1994-07,101.1243,104.025,102.611,102.1624,7.509281,70.53738,99.44386,99.31768,68.74252
1994-08,101.3243,103.9619,102.8883,102.3919,7.626723,70.86175,99.57869,99.45409,68.87254
1994-09,101.5492,103.6831,103.07,102.5423,7.607163,71.12164,99.74697,99.62436,69.00322
1994-10,101.8166,103.3186,103.1465,102.6056,7.405647,71.30991,99.9276,99.80712,69.1346
1994-11,101.9737,102.8235,103.0996,102.5668,6.994471,71.41368,100.0975,99.97906,69.26668
1994-12,102.0307,102.3429,102.9283,102.425,6.368674,71.43172,100.237,100.1202,69.39949
1995-01,102.004,102.0003,102.6496,102.1943,5.546432,71.37538,100.3355,100.2198,69.53304
1995-02,101.8112,101.6722,102.2695,101.8797,4.56931,71.2485,100.3877,100.2727,69.66737
1995-03,101.4402,101.3301,101.807,101.4968,3.490724,71.06381,100.3931,100.2781,69.80248
1995-04,100.9369,101.0163,101.3063,101.0824,2.393596,70.85203,100.3575,100.242,69.93842
1995-05,100.4598,100.8318,100.8211,100.6807,1.369269,70.65058,100.2895,100.1732,70.07519
1995-06,99.97742,100.7215,100.3684,100.3059,0.4611248,70.47149,100.1988,100.0815,70.21284
1995-07,99.46098,100.4808,99.95304,99.96213,-0.310528,70.31835,100.0975,99.979,70.35139
1995-08,99.01917,100.0437,99.58318,99.65596,-0.9380247,70.19704,99.99772,99.87805,70.49087
1995-09,98.67178,99.54608,99.26868,99.39561,-1.415703,70.11477,99.91043,99.78974,70.63131
1995-10,98.41228,99.23329,99.0202,99.18993,-1.725687,70.07932,99.84385,99.72237,70.77275
1995-11,98.14437,99.25156,98.84264,99.04295,-1.847278,70.09447,99.80377,99.68182,70.91521
1995-12,97.87817,99.35495,98.72365,98.94445,-1.791872,70.15176,99.79239,99.6703,71.05872
1996-01,97.63475,99.20498,98.6474,98.88133,-1.590431,70.24021,99.80499,99.68307,71.2033
1996-02,97.53846,98.85001,98.61369,98.85343,-1.247225,70.35987,99.833,99.7114,71.34898
1996-03,97.33344,98.5043,98.60982,98.85023,-0.7907587,70.50187,99.865,99.74377,71.49579
1996-04,97.03298,98.37331,98.63771,98.87331,-0.2601056,70.66774,99.88668,99.76571,71.64374
1996-05,96.93492,98.48725,98.70681,98.93051,0.3026719,70.86442,99.88418,99.76318,71.79284
1996-06,97.1478,98.62019,98.80363,99.01067,0.8669109,71.08242,99.84804,99.72662,71.94312
1996-07,97.46759,98.61755,98.90016,99.09057,1.398394,71.30167,99.77876,99.65652,72.0946
1996-08,97.86026,98.58106,98.98199,99.1583,1.872948,71.5118,99.68233,99.55895,72.24728
1996-09,98.06288,98.51821,99.03738,99.20415,2.266993,71.70426,99.56802,99.4433,72.40121
1996-10,98.23399,98.4847,99.07116,99.23212,2.572962,71.88243,99.44801,99.32188,72.55637
1996-11,98.32425,98.41769,99.09562,99.25236,2.797237,72.05518,99.33407,99.2066,72.71278
1996-12,98.37949,98.31062,99.1457,99.29382,2.98804,72.24792,99.23447,99.10583,72.87045
1997-01,98.65585,98.24491,99.24931,99.37959,3.190408,72.48116,99.15055,99.02092,73.02939
1997-02,98.9956,98.26743,99.39327,99.49876,3.390631,72.74551,99.08234,98.9519,73.18958
1997-03,99.35677,98.38559,99.56961,99.64473,3.593455,73.03532,99.03287,98.90186,73.35101
1997-04,99.69467,98.4742,99.76292,99.80474,3.780599,73.3394,99.01135,98.88009,73.51369
1997-05,99.96411,98.45747,99.94524,99.95567,3.912843,73.63723,99.02854,98.89748,73.67758
1997-06,100.1608,98.43233,100.1052,100.0881,3.992489,73.92037,99.09013,98.95979,73.84267
1997-07,100.368,98.52627,100.2504,100.2083,4.05673,74.19419,99.18717,99.05798,74.0089
1997-08,100.6072,98.69282,100.382,100.3172,4.122097,74.45959,99.30475,99.17693,74.17625
1997-09,100.7889,98.97086,100.4998,100.4147,4.200572,74.71625,99.42786,99.30148,74.34466
1997-10,100.8527,99.10618,100.5968,100.495,4.279663,74.95876,99.5457,99.42072,74.51409
1997-11,100.791,99.1033,100.6697,100.5554,4.343144,75.18464,99.65176,99.52803,74.68448
1997-12,100.8699,99.1609,100.743,100.6161,4.379417,75.41196,99.74403,99.62139,74.85577
1998-01,100.9952,99.40977,100.8257,100.6845,4.36838,75.64741,99.826,99.70432,75.0279
1998-02,101.1236,99.80222,100.9109,100.755,4.316781,75.88578,99.90195,99.78116,75.20081
1998-03,101.3115,100.0398,100.9743,100.8075,4.208161,76.10876,99.97281,99.85285,75.37442
1998-04,101.4596,100.0638,100.9744,100.8076,4.016178,76.28484,100.0325,99.9132,75.54867
1998-05,101.394,99.99425,100.8903,100.7379,3.748642,76.39763,100.0716,99.95282,75.72349
1998-06,101.2553,99.92944,100.7274,100.6031,3.423293,76.45089,100.0826,99.9639,75.89881
1998-07,100.9322,99.87405,100.4876,100.4047,3.034379,76.44553,100.0652,99.94629,76.07455
1998-08,100.4686,99.83932,100.1958,100.1631,2.605898,76.39993,100.0241,99.90474,76.25064
1998-09,99.88137,99.8455,99.8922,99.91177,2.179412,76.34463,99.96813,99.84812,76.42701
1998-10,99.3707,99.93889,99.63002,99.69473,1.816204,76.32016,99.91099,99.79031,76.60358
1998-11,98.99111,99.97374,99.43736,99.53526,1.547715,76.34828,99.86829,99.7471,76.78027
1998-12,98.86172,99.96037,99.3315,99.44762,1.366641,76.44257,99.85464,99.73329,76.95702
1999-01,98.78732,100.0303,99.31478,99.43378,1.266132,76.60521,99.87966,99.75861,77.13374
1999-02,98.67222,100.0963,99.38058,99.48825,1.246201,76.83147,99.9491,99.82887,77.31034
1999-03,98.51559,100.1715,99.52521,99.60797,1.327146,77.11884,100.063,99.94412,77.48674
1999-04,98.33701,100.3025,99.74779,99.79222,1.549636,77.46698,100.2109,100.0937,77.66286
1999-05,98.22242,100.3891,100.043,100.0366,1.929908,77.87203,100.3774,100.2622,77.83859
1999-06,98.39213,100.4766,100.3985,100.3309,2.451114,78.32478,100.5461,100.4329,78.01386
1999-07,98.99928,100.634,100.7885,100.6537,3.08655,78.80505,100.7013,100.5899,78.18858
1999-08,99.43874,100.7958,101.1636,100.9642,3.762473,79.27445,100.8313,100.7214,78.36264
1999-09,99.8258,100.8699,101.4939,101.2376,4.407097,79.70921,100.9316,100.823,78.53598
1999-10,100.0669,100.8928,101.755,101.4537,4.939256,80.08981,101.0113,100.9035,78.70851
1999-11,100.2945,100.8151,101.955,101.6194,5.336095,80.4223,101.0828,100.9759,78.88017
1999-12,100.7044,100.6545,102.1115,101.7489,5.59566,80.72004,101.1552,101.0492,79.05087
2000-01,101.092,100.4153,102.2261,101.8437,5.716117,80.98405,101.226,101.1208,79.22055
2000-02,101.4686,100.1422,102.2923,101.8985,5.69752,81.20895,101.2881,101.1836,79.38915
2000-03,101.8168,100.0896,102.3096,101.9128,5.54366,81.39405,101.3357,101.2318,79.55663
2000-04,102.0612,100.1112,102.2845,101.8921,5.26319,81.54422,101.3717,101.2682,79.72293
2000-05,102.2421,100.1544,102.2318,101.8484,4.878357,81.67091,101.4039,101.3008,79.88801
2000-06,102.1915,100.1859,102.1571,101.7866,4.409616,81.77861,101.443,101.3403,80.05184
2000-07,102.0633,100.148,102.0664,101.7116,3.891785,81.87198,101.4999,101.3979,80.2144
2000-08,102.053,100.0158,101.96,101.6235,3.376356,81.95104,101.5796,101.4785,80.37568
2000-09,102.2243,99.76419,101.8323,101.5178,2.888123,82.01131,101.6728,101.5729,80.53565
2000-10,102.3467,99.65908,101.6883,101.3985,2.455798,82.05666,101.7468,101.6477,80.69433
2000-11,102.4505,99.82037,101.5355,101.2721,2.077635,82.09318,101.7619,101.663,80.85172
2000-12,102.3096,99.81494,101.3487,101.1175,1.710053,82.1004,101.69,101.5902,81.00783
2001-01,102.0329,99.80207,101.1259,100.933,1.348999,82.07652,101.5367,101.4351,81.16269
2001-02,101.7313,99.88551,100.8654,100.7174,0.9988112,82.02008,101.3243,101.2202,81.31636
2001-03,101.2095,99.94978,100.5589,100.4636,0.6513524,81.92421,101.0802,100.9733,81.46888
2001-04,100.5678,99.89459,100.2245,100.1868,0.3180311,81.80355,100.8303,100.7204,81.62032
2001-05,100.0603,99.83543,99.88736,99.90776,0.009437378,81.67862,100.5965,100.4839,81.77072
2001-06,99.61492,99.75261,99.56413,99.64019,-0.2635083,81.56311,100.3964,100.2814,81.92018
2001-07,99.16624,99.53281,99.2682,99.39523,-0.4931972,81.46819,100.2404,100.1236,82.06876
2001-08,98.80134,99.29905,99.02464,99.1936,-0.6545422,81.41463,100.1351,100.0171,82.21655
2001-09,98.30741,99.17142,98.85617,99.05415,-0.7191691,81.42151,100.0827,99.96408,82.36361
2001-10,98.07405,99.18299,98.78591,98.99599,-0.6682974,81.50827,100.0773,99.95861,82.51002
2001-11,98.18068,99.30138,98.81649,99.02131,-0.5062075,81.67762,100.1094,99.99104,82.65585
2001-12,98.15584,99.55861,98.92914,99.11456,-0.2263997,81.91452,100.167,100.0493,82.8012
2002-01,98.11901,99.80896,99.09142,99.24889,0.1413044,82.1925,100.2341,100.1173,82.94613
2002-02,98.14171,99.94864,99.27011,99.3968,0.5659322,82.48425,100.2946,100.1784,83.09072
2002-03,98.18948,99.93024,99.43107,99.53004,1.022036,82.76151,100.3343,100.2186,83.23505
2002-04,98.3837,99.87032,99.5462,99.62534,1.463602,83.00083,100.3453,100.2297,83.37921
2002-05,98.51128,99.74992,99.58943,99.66113,1.838594,83.18036,100.3219,100.206,83.52328
2002-06,98.51002,99.61581,99.56184,99.63829,2.130395,83.30073,100.2604,100.1438,83.66733
2002-07,98.43578,99.43593,99.48486,99.57457,2.346358,83.37972,100.16,100.0423,83.81147
2002-08,98.369,99.32184,99.39601,99.50102,2.498387,83.44869,100.0237,99.90439,83.95577
2002-09,98.45727,99.40837,99.32706,99.44395,2.59501,83.5344,99.86145,99.74018,84.10034
2002-10,98.63445,99.47334,99.27506,99.4009,2.608659,83.63454,99.69581,99.57259,84.24527
2002-11,98.75368,99.45131,99.22285,99.35768,2.518663,83.7348,99.55104,99.42612,84.39065
2002-12,98.96329,99.40403,99.16463,99.30949,2.338831,83.83036,99.442,99.3158,84.53655
2003-01,99.14507,99.22459,99.09079,99.24836,2.093423,83.91314,99.36189,99.23474,84.68309
2003-02,99.13136,99.02015,99.00999,99.18149,1.826093,83.99049,99.29465,99.16671,84.83031
2003-03,99.02894,98.70876,98.9407,99.12412,1.59089,84.07815,99.22516,99.09641,84.97832
2003-04,98.94827,98.45325,98.91352,99.10162,1.44752,84.20229,99.14832,99.01866,85.12717
2003-05,98.86892,98.26632,98.94839,99.13049,1.442407,84.38016,99.06499,98.93436,85.27694
2003-06,99.02048,98.30138,99.07343,99.234,1.603111,84.63613,98.97845,98.8468,85.42767
2003-07,99.20336,98.47437,99.27457,99.40051,1.893634,84.95863,98.89122,98.75854,85.57944
2003-08,99.56957,98.65829,99.52878,99.61093,2.252407,85.32829,98.80701,98.67333,85.73228
2003-09,99.98161,98.88104,99.80477,99.83939,2.614677,85.71856,98.73267,98.59812,85.88624
2003-10,100.1677,98.96488,100.0624,100.0527,2.941979,86.09505,98.67985,98.54468,86.04134
2003-11,100.2106,98.88646,100.2714,100.2256,3.220532,86.43151,98.66111,98.52573,86.19761
2003-12,100.1086,98.90484,100.4238,100.3518,3.44821,86.72101,98.68451,98.5494,86.35506
2004-01,100.0168,98.96891,100.5334,100.4426,3.64908,86.9752,98.74562,98.61123,86.51369
2004-02,100.0654,99.08752,100.6264,100.5195,3.84085,87.21645,98.83469,98.70135,86.67352
2004-03,100.2927,99.21239,100.7184,100.5956,4.02021,87.45827,98.94093,98.80884,86.83449
2004-04,100.6443,99.20783,100.8076,100.6695,4.152932,87.69915,99.0547,98.92394,86.9966
2004-05,101.0932,99.11433,100.8766,100.7267,4.19974,87.9239,99.1666,99.03716,87.15982
2004-06,101.2413,99.04716,100.8922,100.7396,4.096453,88.10321,99.26604,99.13777,87.3241
2004-07,101.1341,99.04272,100.8519,100.7062,3.856086,88.2347,99.3397,99.2123,87.4894
2004-08,101.034,99.00199,100.7702,100.6386,3.518757,88.33079,99.3745,99.2475,87.65565
2004-09,101.1007,98.92463,100.6626,100.5495,3.133704,88.40472,99.3623,99.23517,87.82281
2004-10,101.0803,98.82602,100.5262,100.4366,2.739721,88.45382,99.30736,99.17957,87.99081
2004-11,100.9184,98.74408,100.3719,100.3088,2.378651,88.48741,99.2217,99.09291,88.15958
2004-12,100.6539,98.85544,100.2177,100.1812,2.076034,88.52136,99.12373,98.99379,88.32904
2005-01,100.3756,99.063,100.0782,100.0658,1.831766,88.56837,99.03881,98.90787,88.49913
2005-02,100.1546,99.20244,99.95148,99.96083,1.616987,88.62672,98.99127,98.85977,88.66975
2005-03,100.0226,99.29371,99.83291,99.86268,1.411063,88.69236,98.9955,98.86404,88.84081
2005-04,99.92376,99.27805,99.7113,99.76202,1.204188,88.75521,99.04435,98.91347,89.01219
2005-05,99.80009,99.20923,99.59611,99.66666,1.023255,88.82359,99.12202,98.99206,89.18379
2005-06,99.62646,99.1456,99.50311,99.58968,0.9174192,88.91148,99.21353,99.08465,89.35548
2005-07,99.53448,98.98934,99.4514,99.54688,0.9081374,89.036,99.31212,99.18439,89.52715
2005-08,99.6227,98.83266,99.45776,99.55215,0.9979033,89.21224,99.41636,99.28986,89.69862
2005-09,99.85885,98.67255,99.52142,99.60484,1.170707,89.43968,99.52684,99.40163,89.86978
2005-10,99.94431,98.74407,99.63393,99.69797,1.421122,89.71085,99.6423,99.51845,90.04047
2005-11,99.97867,98.92117,99.7929,99.82957,1.736176,90.02371,99.75963,99.63716,90.21053
2005-12,100.0266,99.22783,100.0026,100.0032,2.102102,90.38217,99.87347,99.75234,90.37981
2006-01,100.368,99.53744,100.2624,100.2182,2.503584,90.78576,99.97569,99.85577,90.54815
2006-02,100.6915,99.68986,100.5403,100.4482,2.909702,91.2055,100.0598,99.94086,90.71536
2006-03,101.0013,99.79994,100.8167,100.677,3.304825,91.62348,100.1262,100.008,90.8813
2006-04,101.3416,99.8755,101.0671,100.8844,3.675449,92.01736,100.1888,100.0713,91.04579
2006-05,101.5495,99.98976,101.2724,101.0543,3.991714,92.36917,100.266,100.1494,91.20866
2006-06,101.6892,100.0646,101.4297,101.1845,4.234065,92.67606,100.372,100.2568,91.36974
2006-07,101.9864,100.127,101.5479,101.2823,4.391078,92.94564,100.5076,100.3939,91.52887
2006-08,102.1829,100.2167,101.6332,101.3529,4.451209,93.18327,100.6664,100.5546,91.68587
2006-09,102.235,100.3413,101.7007,101.4088,4.43067,93.40247,100.8402,100.7304,91.84056
2006-10,102.2907,100.4221,101.7655,101.4624,4.354038,93.61691,101.0222,100.9146,91.9928
2006-11,102.4166,100.3987,101.8412,101.5252,4.23805,93.83896,101.2075,101.1021,92.1424
2006-12,102.526,100.3253,101.9316,101.5999,4.082315,94.07185,101.3931,101.2899,92.28923
2007-01,102.5537,100.4466,102.0289,101.6805,3.880265,94.30849,101.5779,101.4768,92.43312
2007-02,102.6623,100.5653,102.1208,101.7565,3.652972,94.53721,101.7602,101.6612,92.57394
2007-03,102.6142,100.6089,102.1811,101.8065,3.394536,94.73368,101.9352,101.8383,92.71156
2007-04,102.5163,100.7058,102.206,101.8271,3.126207,94.89402,102.0934,101.9984,92.84586
2007-05,102.5203,100.8234,102.1964,101.8192,2.868613,95.01888,102.2254,102.132,92.97673
2007-06,102.4468,100.9363,102.1405,101.7729,2.612262,95.097,102.3285,102.2362,93.10408
2007-07,102.2865,100.9618,102.0273,101.6791,2.33702,95.1178,102.4152,102.324,93.22782
2007-08,102.1635,100.8762,101.861,101.5415,2.041007,95.08514,102.5038,102.4136,93.3479
2007-09,102.0059,100.6542,101.6609,101.3759,1.728159,95.01661,102.6095,102.5206,93.46427
2007-10,101.8421,100.2841,101.4464,101.1983,1.403091,94.93044,102.7363,102.6488,93.5769
2007-11,101.6267,99.86585,101.2236,101.0138,1.058338,94.83209,102.8811,102.7953,93.68579
2007-12,101.3412,99.4161,100.9958,100.8253,0.6942305,94.72493,103.0372,102.9533,93.79093
2008-01,101.0673,98.96877,100.7686,100.6373,0.3239899,94.61404,103.1958,103.1137,93.89236
2008-02,100.877,98.68915,100.5387,100.4469,-0.04312425,94.49644,103.3432,103.2629,93.99012
2008-03,100.8541,98.45602,100.2978,100.2475,-0.3897144,94.36449,103.4575,103.3786,94.08427
2008-04,100.7467,98.19424,100.0277,100.0239,-0.7302927,94.20101,103.5068,103.4284,94.17492
2008-05,100.5118,97.89594,99.71039,99.76126,-1.083685,93.98918,103.4539,103.3749,94.26217
2008-06,100.2648,97.52909,99.32565,99.44277,-1.458573,93.70994,103.2663,103.1851,94.34617
2008-07,99.96114,97.35361,98.87384,99.06878,-1.844152,93.36368,102.9338,102.8487,94.42708
2008-08,99.53275,97.38744,98.37402,98.65503,-2.226107,92.96844,102.4594,102.3687,94.50509
2008-09,98.9388,97.47621,97.85683,98.22691,-2.592391,92.55341,101.861,101.7632,94.58041
2008-10,98.1201,97.38292,97.35403,97.81069,-2.930192,92.14879,101.1824,101.0767,94.65329
2008-11,97.11887,97.26432,96.92196,97.45303,-3.188553,91.80832,100.4762,100.3622,94.72397
2008-12,96.31277,97.23441,96.61636,97.20006,-3.314529,91.58525,99.79178,99.66969,94.79269
2009-01,95.75684,97.21815,96.44608,97.0591,-3.303481,91.48848,99.16698,99.03754,94.85973
2009-02,95.19944,97.28156,96.40086,97.02168,-3.161597,91.50884,98.63148,98.49574,94.92533
2009-03,94.90688,97.34785,96.49137,97.0966,-2.869264,91.65692,98.20602,98.06528,94.98975
2009-04,94.94071,97.48707,96.7261,97.2909,-2.398831,91.94129,97.89562,97.75123,95.05324
2009-05,95.08684,97.84994,97.08591,97.58875,-1.75015,92.34423,97.69756,97.55083,95.11599
2009-06,95.46964,98.35195,97.54771,97.97102,-0.9238626,92.84418,97.60104,97.45319,95.17823
2009-07,95.94753,98.89332,98.06371,98.39816,0.03463461,93.39602,97.57874,97.43063,95.24015
2009-08,96.37807,99.4043,98.58497,98.82965,1.059396,93.95335,97.59933,97.45145,95.3019
2009-09,96.75644,99.72771,99.07038,99.23148,2.078516,94.47714,97.63461,97.48715,95.36366
2009-10,97.14828,99.95552,99.49982,99.58695,3.037968,94.94823,97.66382,97.5167,95.42554
2009-11,97.45362,100.1407,99.86719,99.89105,3.869498,95.36084,97.67722,97.53027,95.48766
2009-12,97.72615,100.2816,100.1811,100.1509,4.518128,95.72318,97.68037,97.53345,95.55014
2010-01,98.0891,100.3305,100.4593,100.3812,4.988256,96.05216,97.69932,97.55261,95.61305
2010-02,98.47852,100.2827,100.7037,100.5835,5.290045,96.3497,97.76598,97.62007,95.67646
2010-03,98.86507,100.1453,100.9211,100.7635,5.417343,96.62229,97.9025,97.75819,95.74043
2010-04,99.25964,100.0906,101.1232,100.9307,5.372712,96.88103,98.10192,97.95995,95.80498
2010-05,99.62707,99.99355,101.3139,101.0886,5.182295,97.12978,98.3448,98.20569,95.87012
2010-06,99.94981,100.0689,101.5085,101.2497,4.888728,97.38309,98.61123,98.47526,95.93586
2010-07,100.0344,100.3149,101.6971,101.4059,4.534938,97.63147,98.88974,98.75705,96.00217
2010-08,100.0579,100.5616,101.8869,101.563,4.181239,97.88177,99.1741,99.04474,96.06904
