country,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT
2019-04,100.4426,101.0539,99.34902,99.65158,-0.4576497,108.5287,101.0737,101.5552,109.2398
2019-05,100.4196,101.091,99.51904,99.74287,-0.3448656,108.8883,101.0977,101.5943,109.4145
2019-06,100.485,101.1862,99.73918,99.86105,-0.2245577,109.3005,101.122,101.6337,109.5863
2019-07,100.4085,101.3118,99.96838,99.98409,-0.03442581,109.7204,101.152,101.6823,109.7551
2019-08,100.4337,101.3457,100.1602,100.0871,0.2794754,110.0969,101.1921,101.7475,109.9208
2019-09,100.3664,101.3963,100.3157,100.1705,0.7484739,110.4311,101.2444,101.8324,110.0836
2019-10,100.3331,101.531,100.4152,100.224,1.286095,110.7011,101.305,101.9307,110.2433
2019-11,100.4734,101.6553,100.3893,100.2101,1.736418,110.8298,101.3663,102.0302,110.4
2019-12,100.4964,101.6145,100.1241,100.0677,1.939878,110.6909,101.4186,102.1151,110.5537
2020-01,100.2222,101.4014,99.59226,99.78217,1.794856,110.2531,101.4513,102.1683,110.7045
2020-02,99.0812,100.6994,98.87946,99.39949,1.321677,109.6102,101.4535,102.1718,110.8523
2020-03,96.79769,99.07207,97.70233,98.76753,0.1685398,108.447,91.9458,86.73623,110.9974
2020-04,93.81525,97.04393,88.15277,93.64072,-9.726439,97.97272,89.98799,83.55776,111.1397
2020-05,92.42226,96.40079,89.11425,94.15691,-8.928839,99.16583,89.0005,81.95457,111.2794
2020-06,93.3307,96.55228,93.34608,96.42883,-4.84657,104.0031,91.4312,85.90079,111.4167
2020-07,94.99146,96.7158,94.40852,96.99921,-4.015727,105.3143,93.8462,89.8215,111.5517
2020-08,95.95568,96.78436,95.05873,97.34828,-3.570533,106.1659,96.24546,93.71667,111.6845
2020-09,96.21157,96.66528,95.64915,97.66526,-3.15187,106.9505,96.22651,93.68589,111.8154
2020-10,96.11791,96.54346,95.86187,97.77946,-3.061415,107.3121,96.20546,93.65173,111.9445
2020-11,95.84164,96.43156,95.81623,97.75496,-3.109875,107.3831,96.18459,93.61785,112.072
2020-12,95.72396,96.59999,96.06358,97.88775,-2.628441,107.7815,95.53572,92.56441,112.1981
2021-01,95.84141,96.85912,96.28268,98.00538,-1.909711,108.1476,94.88856,91.51376,112.323
2021-02,96.63435,97.29166,96.57526,98.16245,-0.9254058,108.5958,94.24319,90.46601,112.4468
2021-03,98.24465,98.20683,97.23563,98.51698,0.9322875,109.4581,94.97314,91.65107,112.5699
2021-04,100.3017,99.25748,98.62837,99.26469,13.44647,111.1466,95.70877,92.84536,112.6923
2021-05,101.8789,99.85233,99.66739,99.8225,13.38482,112.439,96.45809,94.06187,112.8142
2021-06,102.0596,99.95434,99.8765,99.93477,8.454749,112.7963,96.99199,94.92863,112.9358
2021-07,101.3912,99.91248,100.022,100.0129,7.375757,113.082,97.54375,95.82442,113.0572
2021-08,100.887,100.1227,100.1463,100.0796,6.761242,113.344,98.08904,96.70969,113.1785
2021-09,100.787,100.2403,100.287,100.1551,6.24069,113.6249,98.335,97.10899,113.2998
2021-10,100.8238,100.0123,100.4279,100.2308,6.14502,113.9064,98.46535,97.32062,113.4211
2021-11,100.9701,99.51561,100.5609,100.3022,6.329081,114.1795,98.48115,97.34627,113.5426
2021-12,101.1287,99.14837,100.6823,100.3674,,,,,
2022-01,101.1911,98.96454,100.7879,100.4241,,,,,
