country,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL
1987-12,99.6829,100.322,100.1981,100.1865,3.818745,58.39526,99.69012,99.66098,58.2798
1988-01,99.78537,100.404,100.2166,100.204,3.876548,58.55093,99.80992,99.76647,58.42439
1988-02,99.98763,100.4678,100.2368,100.2231,3.882801,58.70847,99.91457,99.85862,58.56974
1988-03,100.2991,100.5239,100.2766,100.2607,3.864669,58.87817,100.013,99.94531,58.71576
1988-04,100.6688,100.5308,100.3333,100.3142,3.828952,59.05852,100.1141,100.0343,58.86232
1988-05,100.8373,100.5946,100.4095,100.3862,3.783548,59.25095,100.2245,100.1315,59.00932
1988-06,100.9653,100.7058,100.5047,100.4761,3.734634,59.45519,100.346,100.2385,59.15664
1988-07,101.0116,100.7549,100.6007,100.5667,3.671607,59.66038,100.4731,100.3504,59.30416
1988-08,101.0584,100.8141,100.6897,100.6508,3.646414,59.86181,100.5963,100.4589,59.45177
1988-09,101.102,100.9705,100.7697,100.7264,3.665539,60.05812,100.7068,100.5562,59.59936
1988-10,101.0963,101.0894,100.8278,100.7813,3.698524,60.24139,100.8,100.6383,59.74681
1988-11,101.1095,101.17,100.883,100.8334,3.741851,60.42288,100.8741,100.7035,59.89402
1988-12,101.2206,101.147,100.9474,100.8942,3.792132,60.60969,100.9298,100.7525,60.04086
1989-01,101.3064,101.0858,101.0072,100.9507,3.830043,60.79346,100.9714,100.7892,60.18724
1989-02,101.3843,101.1662,101.0825,101.0218,3.879654,60.98615,101.0037,100.8176,60.33305
1989-03,101.5083,101.2517,101.1973,101.1303,3.947358,61.2023,101.0292,100.84,60.47819
1989-04,101.6913,101.2812,101.3438,101.2686,4.027656,61.43719,101.0471,100.8558,60.62255
1989-05,101.9079,101.3016,101.5101,101.4257,4.105771,61.68366,101.0579,100.8653,60.76604
1989-06,102.0383,101.4578,101.6818,101.5879,4.167453,61.93296,101.0686,100.8748,60.90857
1989-07,101.9065,101.6186,101.8388,101.7361,4.210886,62.17261,101.0986,100.9012,61.05005
1989-08,101.6028,101.6525,101.9436,101.8351,4.20608,62.37965,101.1701,100.9641,61.19038
1989-09,101.3804,101.6807,101.9762,101.8659,4.134964,62.5415,101.2967,101.0755,61.3295
1989-10,101.2868,101.7086,101.9527,101.8437,4.02741,62.66756,101.4699,101.228,61.46731
1989-11,101.4414,101.7741,101.9069,101.8005,3.898494,62.77846,101.6665,101.4012,61.60374
1989-12,101.5478,101.8223,101.8536,101.7501,3.750894,62.88309,101.8532,101.5656,61.73871
1990-01,101.5924,101.8356,101.8057,101.7048,3.612077,62.98937,101.9892,101.6853,61.87217
1990-02,101.5926,101.8653,101.7507,101.653,3.449004,63.08957,102.0381,101.7283,62.00404
1990-03,101.5526,101.7812,101.6441,101.5523,3.191957,63.15585,101.9828,101.6797,62.13429
1990-04,101.4266,101.6754,101.4926,101.4091,2.856562,63.19218,101.8479,101.5609,62.26287
1990-05,101.268,101.7297,101.3174,101.2437,2.477132,63.21164,101.6756,101.4092,62.38974
1990-06,101.228,101.8299,101.1281,101.0649,2.078295,63.22011,101.5086,101.2622,62.51488
1990-07,101.1516,101.8063,100.8991,100.8486,1.654831,63.20146,101.3757,101.1452,62.63828
1990-08,101.0533,101.4714,100.6404,100.6042,1.253851,63.1618,101.2912,101.0707,62.75991
1990-09,100.7581,100.9579,100.3684,100.3474,0.9113172,63.11145,101.2515,101.0358,62.87978
1990-10,100.4531,100.5819,100.1063,100.0998,0.6338885,63.0648,101.2296,101.0165,62.99786
1990-11,100.0574,100.3334,99.85303,99.8606,0.3870049,63.02142,101.1948,100.9859,63.11417
1990-12,99.6358,100.0363,99.59034,99.61249,0.1377054,62.96969,101.1323,100.9308,63.22871
1991-01,99.25011,99.85194,99.39001,99.42326,-0.05439224,62.9551,101.0631,100.8699,63.34149
1991-02,98.89059,100.0068,99.31714,99.35445,-0.1114832,63.01923,101.0223,100.834,63.45252
1991-03,98.73455,100.4253,99.41148,99.44356,0.0505298,63.18776,101.0367,100.8466,63.56184
1991-04,98.83439,100.6741,99.62359,99.64388,0.3760057,63.42979,101.1022,100.9044,63.66945
1991-05,98.91051,100.7423,99.89442,99.89969,0.7853394,63.70807,101.2004,100.9908,63.7754
1991-06,98.85055,100.7347,100.1689,100.1589,1.213983,63.98759,101.3113,101.0885,63.87971
1991-07,98.86914,100.8419,100.4054,100.3823,1.646062,64.2418,101.4251,101.1887,63.98243
1991-08,98.91451,100.9161,100.5768,100.5442,2.044592,64.4532,101.5385,101.2885,64.08359
1991-09,98.86765,100.9535,100.6847,100.6461,2.394596,64.62271,101.6523,101.3887,64.18324
1991-10,98.80553,100.9608,100.7455,100.7035,2.689093,64.76067,101.7684,101.4909,64.28146
1991-11,98.64865,101.017,100.789,100.7447,2.959064,64.88626,101.8829,101.5917,64.37828
1991-12,98.53169,101.0291,100.8176,100.7717,3.225792,65.00096,101.979,101.6763,64.4738
1992-01,98.61559,100.9323,100.8191,100.7731,3.402216,65.09698,102.0198,101.7123,64.56808
1992-02,98.73248,100.658,100.7595,100.7168,3.384873,65.15235,101.9685,101.6671,64.66122
1992-03,98.64674,100.3483,100.6158,100.581,3.108674,65.15207,101.8112,101.5286,64.75331
1992-04,98.4282,100.1392,100.4165,100.3928,2.656043,65.11451,101.5677,101.3142,64.84446
1992-05,98.2292,100.0567,100.1687,100.1587,2.097442,65.04431,101.2765,101.0578,64.93478
1992-06,98.14022,99.97068,99.9102,99.91459,1.529077,64.96601,100.9669,100.7852,65.0244
1992-07,98.00766,99.97232,99.68819,99.7049,1.040788,64.91042,100.6351,100.493,65.11345
1992-08,97.77696,99.929,99.46537,99.49445,0.6210118,64.85346,100.2634,100.1658,65.20205
1992-09,97.47992,99.79739,99.20665,99.25009,0.2315731,64.77236,99.84174,99.79448,65.29034
1992-10,97.08427,99.62745,98.89674,98.95739,-0.1598206,64.65717,99.391,99.39761,65.37846
1992-11,96.60915,99.49734,98.54414,98.62434,-0.57456,64.51345,98.9485,99.008,65.46655
1992-12,96.21227,99.36868,98.19396,98.29361,-0.9694596,64.3708,98.55543,98.6619,65.55475
1993-01,95.95707,99.13807,97.88182,97.99879,-1.296894,64.25274,98.24429,98.38794,65.64318
1993-02,95.91927,98.92299,97.6221,97.75349,-1.509421,64.16893,98.03625,98.20477,65.73197
1993-03,95.93375,98.78113,97.45885,97.5993,-1.540152,64.14863,97.93252,98.11343,65.82124
1993-04,95.86839,98.61078,97.39073,97.53497,-1.417826,64.1913,97.91417,98.09727,65.91109
1993-05,95.89995,98.48936,97.40423,97.54771,-1.162168,64.28838,97.94968,98.12853,66.00164
1993-06,95.9442,98.3718,97.50797,97.64569,-0.8006021,64.44589,98.01199,98.1834,66.09295
1993-07,96.05993,98.21189,97.69257,97.82005,-0.3889552,64.65794,98.09161,98.2535,66.18512
1993-08,96.18691,98.15861,97.91644,98.03149,0.06754109,64.89726,98.18951,98.33971,66.27821
1993-09,96.46581,98.1456,98.18136,98.28171,0.6065206,65.16522,98.30874,98.44469,66.37229
1993-10,96.82076,98.08217,98.49291,98.57597,1.250487,65.46571,98.4445,98.56422,66.46743
1993-11,97.38831,98.04328,98.86862,98.93082,2.010623,65.81057,98.58963,98.69201,66.56366
1993-12,98.05368,98.17567,99.32455,99.36144,2.858374,66.21076,98.73873,98.8233,66.66103
1994-01,98.79066,98.52036,99.81382,99.82356,3.708071,66.63528,98.89143,98.95775,66.75957
1994-02,99.37746,98.86066,100.25,100.2355,4.453107,67.02644,99.04884,99.09634,66.85931
1994-03,99.60352,99.20339,100.6025,100.5685,5.011982,67.36375,99.20947,99.23777,66.96029
1994-04,99.77182,99.53705,100.8652,100.8166,5.376844,67.64277,99.36469,99.37444,67.06252
1994-05,99.96458,99.84295,101.0591,100.9997,5.582585,67.87734,99.50591,99.49879,67.16601
1994-06,100.1835,100.037,101.199,101.1319,5.634936,68.07738,99.63198,99.60979,67.27078
1994-07,100.4475,100.2144,101.3172,101.2435,5.57768,68.26436,99.75734,99.72018,67.37685
1994-08,100.7732,100.5146,101.4534,101.3722,5.497618,68.46507,99.89801,99.84403,67.48421
1994-09,101.0928,100.8654,101.6227,101.532,5.408546,68.68971,100.0573,99.98425,67.5929
1994-10,101.3458,101.0364,101.7821,101.6826,5.260324,68.90941,100.21,100.1187,67.7029
1994-11,101.6491,100.9966,101.8939,101.7882,4.996115,69.09854,100.3238,100.2189,67.81423
1994-12,101.9898,100.8808,101.9282,101.8206,4.570079,69.23664,100.3797,100.2682,67.92689
1995-01,102.176,100.833,101.8344,101.732,3.982541,69.28905,100.3796,100.268,68.04089
1995-02,102.0224,100.7677,101.6377,101.5462,3.350945,69.27246,100.3432,100.236,68.15624
1995-03,101.5092,100.7132,101.3782,101.3011,2.746499,69.21389,100.294,100.1927,68.27296
1995-04,100.8629,100.6997,101.0596,101.0002,2.177577,69.11575,100.2454,100.1499,68.39107
1995-05,100.1983,100.6368,100.6888,100.65,1.628171,68.9825,100.2024,100.1121,68.51057
1995-06,99.71089,100.5431,100.3124,100.2945,1.128883,68.84589,100.1623,100.0767,68.63149
1995-07,99.36154,100.2951,99.94362,99.94615,0.6602491,68.71507,100.1147,100.0348,68.75384
1995-08,99.18224,99.91661,99.61693,99.6376,0.2172146,68.61378,100.0464,99.97469,68.87763
1995-09,98.9358,99.53271,99.33119,99.36772,-0.2159198,68.5414,99.94685,99.88704,69.00289
1995-10,98.60368,99.09863,99.08185,99.13221,-0.6015099,68.49491,99.8142,99.77024,69.12963
1995-11,98.25126,98.68549,98.86862,98.93082,-0.9034055,68.4743,99.65342,99.62867,69.25787
1995-12,97.94252,98.52109,98.69736,98.76907,-1.08741,68.48376,99.47638,99.47279,69.38763
1996-01,97.69312,98.49828,98.59776,98.675,-1.075154,68.54408,99.3038,99.32084,69.51891
1996-02,97.52502,98.45747,98.60114,98.67819,-0.8589895,68.67741,99.15733,99.19187,69.65174
1996-03,97.51624,98.42569,98.66896,98.74224,-0.515277,68.85725,99.05116,99.09839,69.78613
1996-04,97.56964,98.46076,98.77173,98.83931,-0.07596729,69.06324,98.98177,99.03728,69.92207
1996-05,97.67581,98.40774,98.9094,98.96934,0.4537413,69.2955,98.93889,98.99953,70.05957
1996-06,97.85964,98.37519,99.04778,99.10003,0.9939362,69.53017,98.91366,98.97732,70.19862
1996-07,98.1105,98.43418,99.19116,99.23547,1.535634,69.77029,98.9045,98.96925,70.33922
1996-08,98.45249,98.63121,99.33768,99.37386,2.041485,70.01452,98.91536,98.97881,70.48133
1996-09,98.83878,98.83083,99.49135,99.51899,2.515737,70.26572,98.95255,99.01156,70.62495
1996-10,99.17266,99.01035,99.63081,99.6507,2.940145,70.50877,99.02005,99.07099,70.77004
1996-11,99.46575,99.19777,99.73157,99.74587,3.288696,70.72621,99.12157,99.16039,70.91658
1996-12,99.66753,99.23342,99.77903,99.7907,3.539131,70.90749,99.26035,99.28257,71.06452
1997-01,99.78963,99.09376,99.79797,99.80859,3.685021,71.06995,99.43618,99.43739,71.21382
1997-02,99.92199,98.93443,99.84363,99.85171,3.750031,71.25284,99.64563,99.62181,71.36443
1997-03,100.0925,98.7579,99.92834,99.93172,3.787287,71.46507,99.87923,99.82749,71.51631
1997-04,100.2798,98.71051,100.0663,100.062,3.842352,71.71689,100.1161,100.0361,71.6694
1997-05,100.6242,98.78693,100.2475,100.2331,3.90482,72.00137,100.3317,100.2259,71.82364
1997-06,100.9497,98.9169,100.445,100.4197,3.982612,72.29929,100.5049,100.3784,71.97897
1997-07,101.2003,99.04621,100.6453,100.6088,4.056917,72.60081,100.6269,100.4858,72.13535
1997-08,101.4228,99.20332,100.8364,100.7893,4.117451,72.89734,100.695,100.5457,72.29271
1997-09,101.7704,99.33075,101.0134,100.9566,4.154985,73.18525,100.7102,100.5591,72.45101
1997-10,102.0806,99.54094,101.1616,101.0966,4.176664,73.45368,100.6783,100.5311,72.61021
1997-11,102.1631,99.67421,101.2275,101.1588,4.153086,73.66354,100.6061,100.4675,72.77024
1997-12,101.9427,99.89485,101.2125,101.1446,4.100945,73.81537,100.5009,100.3749,72.93108
1998-01,101.5229,100.3219,101.1424,101.0784,4.02101,73.92768,100.3727,100.262,73.09269
1998-02,101.1515,100.7691,101.038,100.9798,3.877093,74.01538,100.2304,100.1367,73.25502
1998-03,101.0415,100.9867,100.9224,100.8706,3.680359,74.09524,100.0809,100.005,73.41804
1998-04,101.0712,101.0792,100.8037,100.7585,3.424865,74.1731,99.92702,99.86958,73.58171
1998-05,101.1118,101.0719,100.6575,100.6205,3.096532,74.23091,99.7703,99.73158,73.74599
1998-06,101.0162,100.9359,100.4723,100.4454,2.711803,74.2599,99.61216,99.59234,73.91085
1998-07,100.7593,100.7336,100.2489,100.2345,2.286245,74.26064,99.45632,99.45512,74.07625
1998-08,100.1348,100.5378,99.97797,99.9786,1.822349,74.22578,99.30982,99.32613,74.24213
1998-09,99.33868,100.4184,99.67358,99.6911,1.339525,74.16558,99.18397,99.21532,74.40846
1998-10,98.63139,100.421,99.42344,99.45484,0.9414632,74.14522,99.09455,99.13659,74.5752
1998-11,98.22688,100.6083,99.27829,99.31776,0.7321224,74.20284,99.05888,99.10518,74.74226
1998-12,98.16473,100.9393,99.2523,99.29321,0.7236242,74.34951,99.09013,99.13269,74.90961
1999-01,98.35164,101.2,99.32464,99.36153,0.8690315,74.57014,99.18794,99.21883,75.07718
1999-02,98.60548,101.1835,99.43209,99.46301,1.083804,74.81756,99.34622,99.35818,75.24489
1999-03,98.92217,101.0591,99.57769,99.60053,1.348189,75.09418,99.55596,99.54286,75.41266
1999-04,99.38512,100.8769,99.74937,99.76268,1.641944,75.39098,99.80374,99.76103,75.58041
1999-05,99.70341,100.5944,99.93923,99.94201,1.981812,75.70203,100.0754,100.0002,75.74805
1999-06,99.83784,100.2583,100.1489,100.14,2.381666,76.02853,100.3571,100.2482,75.91551
1999-07,99.9549,100.2282,100.3948,100.3723,2.85805,76.38305,100.6341,100.4922,76.08269
1999-08,100.1835,100.4116,100.6836,100.6451,3.428673,76.77074,100.8925,100.7197,76.24949
1999-09,100.6249,100.7457,101.0058,100.9494,4.070457,77.18446,101.1203,100.9202,76.41583
1999-10,101.1061,101.1326,101.3559,101.2801,4.686484,77.62003,101.31,101.0873,76.58164
1999-11,101.3913,101.5574,101.7123,101.6167,5.199475,78.061,101.4576,101.2172,76.74683
1999-12,101.5911,101.8583,102.0337,101.9202,5.549382,78.47545,101.5626,101.3097,76.91134
2000-01,101.7675,102.0693,102.27,102.1434,5.705437,78.82468,101.6322,101.371,77.0751
2000-02,102.0432,102.0403,102.396,102.2625,5.708736,79.0887,101.676,101.4095,77.23804
2000-03,102.2975,101.9737,102.4341,102.2984,5.579549,79.2841,101.7024,101.4328,77.40012
2000-04,102.418,101.9024,102.3859,102.2529,5.333358,79.41185,101.7178,101.4464,77.56131
2000-05,102.4266,101.9926,102.2822,102.1549,5.010837,79.49533,101.727,101.4544,77.72156
2000-06,102.2865,102.1824,102.1581,102.0378,4.647077,79.56163,101.7346,101.4612,77.88084
2000-07,102.0029,102.3276,102.0428,101.9288,4.255259,79.63334,101.7473,101.4723,78.03915
2000-08,101.8174,102.4249,101.9584,101.8491,3.851889,79.72786,101.7688,101.4913,78.19648
2000-09,101.6928,102.4468,101.8851,101.7798,3.427297,79.8298,101.7951,101.5144,78.35281
2000-10,101.4623,102.5989,101.7838,101.6842,2.948417,79.90858,101.8091,101.5267,78.50816
2000-11,101.281,102.7465,101.6282,101.5373,2.411374,79.94334,101.7885,101.5086,78.66254
2000-12,101.2393,102.6762,101.3901,101.3123,1.830052,79.91159,101.7164,101.4451,78.81597
2001-01,101.0902,102.4004,101.0625,101.003,1.246911,79.80756,101.5921,101.3357,78.9685
2001-02,100.7451,102.0504,100.6846,100.646,0.7246766,79.66183,101.4225,101.1864,79.12016
2001-03,100.2047,101.8574,100.2997,100.2824,0.2831338,79.50858,101.2163,101.0048,79.27102
2001-04,99.61407,101.775,99.95685,99.95865,-0.03146893,79.38686,100.9817,100.7982,79.42113
2001-05,99.1856,101.7701,99.67902,99.69624,-0.2266692,79.31514,100.7263,100.5733,79.57055
2001-06,98.91852,101.8074,99.45883,99.48827,-0.3439824,79.28795,100.4585,100.3375,79.71937
2001-07,98.62806,101.7164,99.25933,99.29985,-0.4486202,79.27609,100.1911,100.1021,79.86765
2001-08,98.32142,101.3708,99.06091,99.11244,-0.5817373,79.26405,99.93983,99.88085,80.01547
2001-09,97.96184,100.8771,98.88062,98.94216,-0.706749,79.2656,99.72236,99.68937,80.16293
2001-10,97.7208,100.3506,98.76955,98.83725,-0.7341863,79.32191,99.55582,99.54274,80.31009
2001-11,97.7931,100.1921,98.79196,98.85842,-0.5732285,79.48508,99.45499,99.45396,80.45703
2001-12,98.02071,100.4547,98.95107,99.0087,-0.191741,79.75837,99.4267,99.42905,80.60384
2002-01,98.31062,100.8642,99.22908,99.27128,0.4016066,80.12807,99.45963,99.45804,80.7506
2002-02,98.66126,101.2254,99.57197,99.59513,1.116281,80.55109,99.5347,99.52414,80.89735
2002-03,99.16307,101.4256,99.89915,99.90415,1.828565,80.96244,99.63108,99.609,81.04417
2002-04,99.57522,101.5256,100.1495,100.1406,2.425673,81.31252,99.72904,99.69526,81.19114
2002-05,99.87655,101.5203,100.2787,100.2626,2.836543,81.56495,99.81146,99.76782,81.33829
2002-06,99.92603,101.4155,100.2735,100.2577,3.052953,81.70857,99.86514,99.81509,81.48571
2002-07,99.79675,101.2924,100.1624,100.1528,3.140852,81.76604,99.88327,99.83105,81.63345
2002-08,99.69002,101.1565,99.97889,99.97946,3.154313,81.76429,99.86137,99.81178,81.78156
2002-09,99.61104,101.1002,99.74915,99.76247,3.102203,81.72458,99.79577,99.75401,81.93011
2002-10,99.52997,101.0652,99.47681,99.50525,2.934642,81.64972,99.68486,99.65635,82.07915
2002-11,99.49724,100.8985,99.17735,99.22242,2.600763,81.5523,99.52921,99.5193,82.22875
2002-12,99.36162,100.5251,98.85776,98.92057,2.105903,81.438,99.3348,99.34813,82.37897
2003-01,99.20223,100.0754,98.54842,98.6284,1.502324,81.33186,99.11948,99.15855,82.52984
2003-02,98.99231,99.80669,98.2709,98.36628,0.8698891,81.25179,98.90484,98.96955,82.68143
2003-03,98.59516,99.76535,98.02848,98.13731,0.2942905,81.20071,98.70972,98.79774,82.83379
2003-04,98.21008,100.0759,97.87532,97.99265,-0.1091862,81.22374,98.54379,98.65164,82.98695
2003-05,97.91644,100.4116,97.85616,97.97456,-0.2530686,81.35854,98.4125,98.53604,83.14095
2003-06,97.82274,100.5694,97.97948,98.09103,-0.1172308,81.61279,98.31992,98.45453,83.29579
2003-07,98.06988,100.5859,98.25644,98.35262,0.2818436,81.99649,98.26897,98.40968,83.45152
2003-08,98.54369,100.6784,98.64154,98.71635,0.8659571,82.47234,98.26411,98.4054,83.60812
2003-09,99.00896,100.9138,99.07851,99.12906,1.552917,82.9937,98.31092,98.4466,83.76559
2003-10,99.39791,101.0762,99.5108,99.53736,2.282485,83.51337,98.4123,98.53587,83.92392
2003-11,99.7262,101.1989,99.9036,99.90836,3.003871,84.00203,98.56867,98.67355,84.08308
2003-12,99.93983,101.2449,100.2349,100.2213,3.687364,84.44092,98.774,98.85435,84.24303
2004-01,100.0588,101.3374,100.4889,100.4612,4.284383,84.81643,99.0078,99.06021,84.40374
2004-02,100.2177,101.4788,100.7016,100.6621,4.808107,85.15846,99.24508,99.26913,84.56514
2004-03,100.4558,101.4969,100.8646,100.816,5.245026,85.45971,99.4641,99.46198,84.72717
2004-04,100.7579,101.4737,100.9662,100.912,5.523324,85.70999,99.65392,99.62912,84.88978
2004-05,100.9795,101.4723,101.0025,100.9462,5.588838,85.90553,99.80921,99.76585,85.05289
2004-06,101.2165,101.52,101.0036,100.9473,5.463492,86.07169,99.92693,99.86949,85.21644
2004-07,101.5288,101.4728,100.9782,100.9233,5.145386,86.21552,100.0055,99.93866,85.38034
2004-08,101.5766,101.4784,100.9151,100.8637,4.674352,86.32738,100.0443,99.97282,85.54454
2004-09,101.542,101.4139,100.8038,100.7586,4.101762,86.3979,100.046,99.97437,85.70895
2004-10,101.4465,101.3132,100.6414,100.6052,3.485542,86.42426,100.0218,99.95301,85.87349
2004-11,101.2394,101.1752,100.4085,100.3853,2.842286,86.3896,99.98479,99.92045,86.0381
2004-12,100.9844,101.1044,100.1308,100.1229,2.219908,86.31543,99.94638,99.88663,86.2027
2005-01,100.7945,101.1342,99.82273,99.83198,1.647888,86.2141,99.91253,99.85681,86.36721
2005-02,100.506,101.2188,99.52357,99.54942,1.128278,86.11929,99.88538,99.83292,86.53155
2005-03,100.1586,101.1443,99.26943,99.30939,0.7050826,86.06227,99.86446,99.81449,86.69563
2005-04,99.72177,100.8183,99.07063,99.12162,0.3992026,86.05215,99.84727,99.79935,86.85939
2005-05,99.38749,100.4618,98.9545,99.01193,0.2414032,86.11291,99.83168,99.78563,87.02274
2005-06,99.24457,100.267,98.94302,99.00109,0.2234602,86.26403,99.81799,99.77357,87.18557
2005-07,99.25005,100.183,99.03101,99.0842,0.3316072,86.50142,99.81091,99.76735,87.34782
2005-08,99.4447,100.1898,99.21606,99.25898,0.5745341,86.82336,99.81609,99.7719,87.50938
2005-09,99.78419,100.2637,99.47788,99.50626,0.9427623,87.21243,99.83614,99.78955,87.67017
2005-10,100.1985,100.5284,99.79478,99.80558,1.418114,87.64985,99.866,99.81584,87.83009
2005-11,100.4886,100.7283,100.1481,100.1393,2.002317,88.1194,99.89729,99.84339,87.98905
2005-12,100.6921,100.8883,100.5204,100.491,2.653363,88.60569,99.92204,99.86519,88.14694
2006-01,100.8845,100.9959,100.8999,100.8493,3.345381,89.0983,99.93647,99.87789,88.30367
2006-02,101.1932,101.0184,101.2519,101.1818,4.002851,89.56651,99.94122,99.88207,88.45912
2006-03,101.5508,101.0311,101.5351,101.4493,4.544626,89.97347,99.94254,99.88323,88.61321
2006-04,101.8582,101.0178,101.7448,101.6474,4.953341,90.31461,99.9542,99.89351,88.76582
2006-05,102.0807,101.0156,101.8628,101.7588,5.179612,90.57323,99.99289,99.92757,88.91686
2006-06,102.2673,101.128,101.9062,101.7998,5.216473,90.76397,100.073,99.9981,89.06621
2006-07,102.4375,101.2713,101.8901,101.7846,5.085016,90.90003,100.1996,100.1095,89.21377
2006-08,102.4667,101.3381,101.8366,101.7341,4.811181,91.0006,100.3728,100.2621,89.35943
2006-09,102.4068,101.4858,101.7803,101.6809,4.453561,91.09649,100.5894,100.4528,89.50307
2006-10,102.3111,101.6381,101.7249,101.6285,4.03993,91.19084,100.8403,100.6737,89.6446
2006-11,102.1674,101.612,101.6628,101.5699,3.583117,91.27682,101.1128,100.9137,89.78391
2006-12,102.0484,101.4772,101.5968,101.5075,3.104798,91.35671,101.391,101.1586,89.92088
2007-01,101.8555,101.385,101.5537,101.4669,2.644677,91.45466,101.6531,101.3894,90.05544
2007-02,101.7473,101.3893,101.5479,101.4614,2.25198,91.58353,101.879,101.5883,90.18748
2007-03,101.7868,101.4394,101.5862,101.4975,1.973963,91.74952,102.0568,101.7448,90.31694
2007-04,102.0687,101.534,101.6695,101.5763,1.814891,91.95371,102.194,101.8657,90.44373
2007-05,102.3893,101.5916,101.7705,101.6716,1.764418,92.17131,102.3053,101.9637,90.56781
2007-06,102.5087,101.5534,101.8366,101.7341,1.752656,92.35475,102.4037,102.0503,90.68914
2007-07,102.3026,101.4234,101.8242,101.7223,1.72072,92.46416,102.4935,102.1294,90.80768
2007-08,101.9512,101.2082,101.7267,101.6303,1.640461,92.49342,102.574,102.2002,90.92342
2007-09,101.619,100.9691,101.5759,101.4878,1.508801,92.47095,102.6427,102.2607,91.03635
2007-10,101.2981,100.6235,101.3957,101.3176,1.346359,92.4186,102.701,102.3121,91.14649
2007-11,101.0675,100.1842,101.2242,101.1557,1.198802,92.37105,102.7497,102.355,91.25388
2007-12,100.9604,99.92822,101.0861,101.0252,1.088115,92.35078,102.7862,102.3871,91.35855
2008-01,101.0134,99.73484,100.9701,100.9156,0.97659,92.34779,102.8023,102.4012,91.46056
2008-02,101.1193,99.65591,100.8536,100.8056,0.8276823,92.34155,102.7839,102.3851,91.56001
2008-03,101.1557,99.55875,100.7127,100.6725,0.6110614,92.31017,102.7131,102.3227,91.65697
2008-04,101.1149,99.3427,100.5221,100.4925,0.3011025,92.23059,102.5718,102.1983,91.75156
2008-05,101.1585,99.05596,100.2802,100.264,-0.07605926,92.10121,102.3403,101.9945,91.8439
2008-06,101.0952,98.79697,99.95412,99.95607,-0.5010927,91.89197,102.0005,101.6953,91.93415
2008-07,100.8276,98.76517,99.53477,99.56001,-0.9407092,91.59435,101.5462,101.2952,92.02245
2008-08,100.361,98.94956,99.01299,99.06717,-1.398541,91.19986,100.9825,100.799,92.10899
2008-09,99.54453,99.08196,98.3653,98.45544,-1.929364,90.68685,100.3349,100.2287,92.19395
2008-10,98.51961,98.96385,97.62602,97.75719,-2.52302,90.08686,99.64768,99.62362,92.2775
2008-11,97.4474,98.82571,96.87096,97.04404,-3.140771,89.46989,98.97986,99.0356,92.35986
2008-12,96.62619,98.69775,96.21883,96.42812,-3.68694,88.94586,98.38695,98.51355,92.44122
2009-01,96.22038,98.72507,95.7745,96.00845,-4.045087,88.61224,97.90273,98.0872,92.52175
2009-02,95.92011,98.70558,95.56746,95.81289,-4.163371,88.49703,97.54919,97.77591,92.60164
2009-03,95.8008,98.8101,95.61707,95.85974,-3.998773,88.61889,97.33869,97.59056,92.68105
2009-04,96.02444,99.07075,95.90504,96.13174,-3.544348,88.96162,97.26666,97.52715,92.7601
2009-05,96.37812,99.41419,96.38589,96.58591,-2.84204,89.48366,97.32127,97.57523,92.83895
2009-06,96.83077,99.77459,96.98943,97.15594,-1.927945,90.12035,97.48296,97.71759,92.91769
2009-07,97.27036,100.0649,97.64224,97.77251,-0.8631055,90.80379,97.71477,97.9217,92.99642
2009-08,97.66831,100.3669,98.29449,98.38856,0.3157242,91.4878,97.97718,98.15275,93.07521
2009-09,98.03921,100.5628,98.93546,98.99396,1.627151,92.16246,98.23788,98.38229,93.15412
2009-10,98.55112,100.6421,99.55959,99.58344,3.036776,92.82259,98.47964,98.59516,93.23321
2009-11,99.11836,100.6835,100.1229,100.1155,4.423026,93.42716,98.6963,98.78593,93.3125
2009-12,99.52493,100.5587,100.5896,100.5563,5.617777,93.94264,98.89016,98.95663,93.39204
2010-01,99.80102,100.4222,100.968,100.9136,6.505149,94.3766,99.07098,99.11584,93.47183
2010-02,99.97985,100.3445,101.265,101.1942,7.049216,94.73538,99.2492,99.27275,93.55191
2010-03,100.2028,100.3895,101.4986,101.4149,7.240669,95.03549,99.42985,99.43182,93.63227
2010-04,100.3044,100.4363,101.6426,101.5509,7.07121,95.25228,99.60676,99.58759,93.71293
2010-05,100.2069,100.3709,101.6854,101.5912,6.583302,95.37463,99.76908,99.73051,93.79387
2010-06,100.1269,100.4515,101.6889,101.5946,5.925637,95.46055,99.90814,99.85296,93.87509
2010-07,100.2919,100.6469,101.7197,101.6236,5.251504,95.57236,100.0253,99.95612,93.95659
2010-08,100.5661,100.8111,101.8024,101.7018,4.640556,95.73335,100.1263,100.045,94.03836
2010-09,100.776,100.8817,101.9398,101.8316,4.105497,95.94619,100.2169,100.1248,94.1204
2010-10,101.0714,100.951,102.1463,102.0266,3.665066,96.2246,100.3003,100.1982,94.20269
2010-11,101.5338,100.9998,102.3878,102.2547,3.3282,96.53661,100.3765,100.2654,94.28523
2010-12,102.0259,100.9255,102.6133,102.4677,3.07797,96.83417,100.4437,100.3245,94.36802
2011-01,102.3472,100.7492,102.751,102.5977,2.832001,97.04935,100.4987,100.3729,94.45105
