country,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL
1991-08,97.32112,99.73923,99.24222,99.60165,5.084636,27.48654,100.4737,100.7999,27.69642
1991-09,97.36327,99.79974,99.25199,99.60682,5.223756,27.59254,100.3817,100.6475,27.80049
1991-10,98.25826,99.80189,99.29546,99.62983,5.344335,27.70865,100.3146,100.5364,27.90526
1991-11,99.279,99.79434,99.43771,99.7051,5.59481,27.85331,100.2682,100.4595,28.01081
1991-12,99.6571,99.83386,99.64259,99.81353,5.89969,28.01674,100.2377,100.4089,28.11724
1992-01,99.46355,99.89128,99.91503,99.95772,6.229563,28.20064,100.217,100.3747,28.22462
1992-02,99.53732,99.91356,100.1783,100.097,6.486265,28.38357,100.2002,100.3468,28.33306
1992-03,99.34811,99.83404,100.3333,100.1791,6.498598,28.53745,100.1816,100.3162,28.44264
1992-04,99.4067,99.68564,100.3652,100.196,6.342265,28.65774,100.1564,100.2743,28.55346
1992-05,100.0434,99.79882,100.336,100.1805,6.111247,28.76192,100.1198,100.2138,28.66562
1992-06,100.9202,99.93437,100.1957,100.1062,5.858029,28.83554,100.0683,100.1285,28.77922
1992-07,100.8846,99.9827,99.88892,99.94389,5.467078,28.86226,100.0,100.0154,28.89436
1992-08,100.2824,99.92989,99.38241,99.67584,4.894867,28.83197,99.91393,99.87281,29.01114
1992-09,99.24542,99.75859,98.73957,99.33564,4.24019,28.76251,99.80992,99.70055,29.12967
1992-10,98.17075,99.56851,98.09046,98.99212,3.547153,28.69152,99.68968,99.50141,29.25006
1992-11,97.16304,99.54462,97.57541,98.71954,2.897151,28.66026,99.55553,99.27924,29.37242
1992-12,96.18911,99.6055,97.28149,98.564,2.420844,28.69498,99.41005,99.0383,29.49686
1993-01,95.96296,99.54573,97.28255,98.56456,2.190856,28.81848,99.25651,98.78401,29.62348
1993-02,96.06747,99.34744,97.63596,98.75159,2.344536,29.04904,99.09832,98.52203,29.7524
1993-03,96.62199,99.40937,98.21725,99.05921,2.850707,29.35096,98.93883,98.25789,29.88372
1993-04,96.82841,99.74636,98.83935,99.38844,3.529285,29.66915,98.78118,97.9968,30.01755
1993-05,96.44083,100.0291,99.35865,99.66327,4.167617,29.96061,98.62856,97.74403,30.154
1993-06,95.55907,100.3133,99.72,99.8545,4.760841,30.20835,98.48396,97.50457,30.29317
1993-07,95.47633,100.5714,99.92416,99.96255,5.369717,30.41208,98.34948,97.28185,30.43516
1993-08,95.66595,100.78,99.99945,100.0024,6.062486,30.5799,98.22716,97.07925,30.58007
1993-09,95.919,100.9161,99.99268,99.9988,6.825617,30.72573,98.11897,96.90007,30.72798
1993-10,96.7374,101.0532,99.92408,99.9625,7.542393,30.85555,98.02553,96.74533,30.87899
1993-11,97.45534,101.039,99.86807,99.93286,8.136614,30.99224,97.94765,96.61636,31.03318
1993-12,98.64119,101.1197,99.86079,99.92901,8.545768,31.14719,97.88639,96.51488,31.19061
1994-01,99.93809,101.3625,99.835,99.91536,8.609604,31.29963,97.84162,96.44075,31.35136
1994-02,100.4729,101.4893,99.71993,99.85447,8.186834,31.42723,97.81413,96.39522,31.5155
1994-03,100.4729,101.4304,99.52205,99.74974,7.429643,31.53164,97.80598,96.38173,31.68307
1994-04,100.2402,101.2984,99.26778,99.61518,6.578299,31.62088,97.81931,96.40379,31.85412
1994-05,99.87572,101.3463,99.04494,99.49725,5.881688,31.7228,97.85872,96.46907,32.02869
1994-06,99.7574,101.439,98.9473,99.44557,5.49327,31.86778,97.93185,96.59017,32.20682
1994-07,100.3217,101.5301,98.95714,99.45078,5.38824,32.05075,98.04736,96.78148,32.38852
1994-08,101.0169,101.6031,99.07278,99.51199,5.532701,32.2718,98.21707,97.06255,32.57383
1994-09,101.9462,101.7158,99.23599,99.59835,5.814941,32.51242,98.45442,97.45564,32.76273
1994-10,102.2842,101.8594,99.40761,99.68917,6.172173,32.76001,98.76851,97.97581,32.95523
1994-11,102.5057,101.9139,99.59872,99.79031,6.537352,33.01831,99.15802,98.6209,33.15134
1994-12,102.9743,102.012,99.80318,99.89852,6.864818,33.28539,99.5987,99.35073,33.35103
1995-01,103.0161,102.18,100.0026,100.004,7.206212,33.55515,100.024,100.0551,33.55429
1995-02,102.72,102.2399,100.1442,100.079,7.581079,33.80976,100.3559,100.6047,33.76109
1995-03,102.8655,102.1319,100.2712,100.1462,8.029764,34.06355,100.5366,100.9041,33.97141
1995-04,103.4094,101.9057,100.3136,100.1686,8.448715,34.29243,100.5673,100.9548,34.18525
1995-05,103.6468,101.7604,100.2225,100.1204,8.688706,34.4791,100.4791,100.8088,34.40257
1995-06,103.5383,101.7296,100.0268,100.0169,8.676111,34.63266,100.3149,100.5369,34.62337
1995-07,103.0734,101.7919,99.78802,99.8905,8.495989,34.77378,100.1185,100.2115,34.84766
1995-08,102.1649,101.9535,99.53326,99.75568,8.180194,34.91169,99.93153,99.90195,35.0754
1995-09,101.0215,102.2019,99.27435,99.61865,7.806194,35.0504,99.79441,99.67486,35.3066
1995-10,100.9028,102.4297,99.02025,99.48418,7.426814,35.19303,99.74503,99.59308,35.54125
1995-11,101.3989,102.5918,98.77356,99.35362,7.033093,35.34052,99.80765,99.69678,35.77933
1995-12,101.8978,102.5966,98.57829,99.25028,6.679584,35.50871,99.97479,99.97359,36.02082
1996-01,101.581,102.5671,98.44082,99.17753,6.392812,35.70027,100.1802,100.3138,36.26572
1996-02,101.1316,102.582,98.30777,99.10712,6.170782,35.89608,100.3355,100.571,36.51398
1996-03,100.9974,102.5696,98.13062,99.01337,5.914703,36.07831,100.364,100.6181,36.7656
1996-04,100.2137,102.5643,97.89452,98.88842,5.68245,36.24109,100.2372,100.4082,37.02054
1996-05,99.54431,102.4815,97.62395,98.74523,5.551008,36.39304,99.96164,99.95182,37.2788
1996-06,99.28922,102.36,97.28679,98.5668,5.454806,36.5218,99.57418,99.31012,37.54036
1996-07,99.18799,102.2586,96.91521,98.37016,5.363799,36.63898,99.14788,98.60411,37.80519
1996-08,99.80927,102.1917,96.57813,98.19176,5.324259,36.77048,98.76758,97.97427,38.0733
1996-09,100.0759,102.2978,96.31246,98.05117,5.364504,36.93068,98.50993,97.54757,38.34465
1996-10,99.98677,102.3822,96.16615,97.97373,5.528322,37.13862,98.42181,97.40163,38.61922
1996-11,99.70566,102.4033,96.16715,97.97427,5.844826,37.40611,98.5243,97.57136,38.89697
1996-12,99.62012,102.5063,96.31729,98.05373,6.26979,37.73503,98.80342,98.03363,39.17784
1997-01,99.82505,102.647,96.60531,98.20615,6.783967,38.12216,99.20142,98.69277,39.46177
1997-02,100.1162,102.9291,97.0116,98.42117,7.423508,38.56083,99.63647,99.41328,39.74868
1997-03,100.3988,103.158,97.53549,98.69842,8.241608,39.05174,100.029,100.0634,40.03849
1997-04,101.04,103.3045,98.15983,99.02882,9.237797,39.58896,100.3258,100.555,40.33113
1997-05,101.4522,103.3935,98.84422,99.39102,10.34237,40.15694,100.4964,100.8375,40.62649
1997-06,101.5061,103.4428,99.49847,99.73727,11.49299,40.71925,100.5359,100.9029,40.9245
1997-07,101.3026,103.4587,100.0733,100.0415,12.59946,41.25529,100.4752,100.8024,41.22507
1997-08,101.3339,103.5048,100.5473,100.2924,13.55693,41.75543,100.3608,100.6128,41.52812
1997-09,101.6747,103.6354,100.9441,100.5023,14.34535,42.22852,100.2407,100.414,41.83358
1997-10,102.2268,103.7483,101.3221,100.7023,14.97057,42.69848,100.1556,100.273,42.14134
1997-11,102.6241,103.8429,101.6414,100.8713,15.3505,43.14813,100.1342,100.2376,42.45134
1997-12,102.5693,103.7723,101.8743,100.9946,15.4497,43.56498,100.1874,100.3257,42.76347
1998-01,102.7865,103.5716,102.0735,101.1,15.34199,43.97086,100.2965,100.5064,43.07765
1998-02,102.837,103.5118,102.1795,101.1561,14.98592,44.33953,100.4299,100.7273,43.39378
1998-03,102.313,103.5217,102.1881,101.1606,14.38207,44.66819,100.5551,100.9346,43.71175
1998-04,101.9829,103.5019,102.0623,101.0941,13.51535,44.93955,100.6483,101.0891,44.03148
1998-05,101.9847,103.3991,101.7511,100.9294,12.38291,45.12954,100.6889,101.1562,44.35285
1998-06,101.8492,103.3617,101.2706,100.6751,11.11069,45.24344,100.655,101.1002,44.67578
1998-07,101.5104,103.3513,100.6541,100.3488,9.790749,45.29449,100.5241,100.8833,45.00017
1998-08,101.2573,103.3328,99.90485,99.95232,8.447674,45.28279,100.2885,100.4931,45.32592
1998-09,101.0907,103.3185,99.17485,99.56599,7.217194,45.27623,99.97842,99.97961,45.65294
1998-10,100.1486,103.2681,98.65184,99.28921,6.23618,45.36123,99.68996,99.50188,45.98113
1998-11,99.11169,103.3063,98.40309,99.15757,5.614974,45.57089,99.52889,99.23512,46.31042
1998-12,98.5077,103.3666,98.39682,99.15425,5.343728,45.89298,99.55522,99.27872,46.64071
1999-01,98.58298,103.3059,98.56435,99.2429,5.291379,46.29753,99.73219,99.57182,46.97188
1999-02,99.66112,103.2502,98.81757,99.37691,5.423961,46.74449,99.9774,99.97792,47.30382
1999-03,99.85953,103.3506,99.08123,99.51645,5.665186,47.19873,100.2136,100.369,47.6364
1999-04,99.83839,103.4836,99.31693,99.64118,6.013138,47.64183,100.4141,100.7012,47.96949
1999-05,100.2714,103.6245,99.5564,99.76792,6.557082,48.08871,100.5807,100.977,48.30298
1999-06,100.9162,103.7314,99.86551,99.9315,7.355525,48.57133,100.7218,101.2107,48.63675
1999-07,101.776,103.8076,100.2635,100.1421,8.401033,49.0997,100.8347,101.3977,48.97066
1999-08,102.5473,103.8284,100.7652,100.4077,9.71477,49.68191,100.9118,101.5255,49.30461
1999-09,103.446,103.8175,101.3567,100.7207,11.12213,50.31191,100.949,101.587,49.63846
1999-10,104.3756,103.8933,101.9739,101.0473,12.33932,50.9585,100.9563,101.5991,49.97211
1999-11,105.5311,103.9082,102.5948,101.3759,13.25381,51.61077,100.951,101.5904,50.30545
1999-12,105.7942,103.8969,103.205,101.6989,13.87658,52.26135,100.9526,101.593,50.63837
2000-01,105.2588,103.8924,103.7824,102.0044,14.25816,52.8987,100.9788,101.6364,50.97077
2000-02,104.5991,103.802,104.3247,102.2914,14.49742,53.52123,101.0407,101.739,51.30254
2000-03,104.1949,103.7506,104.7939,102.5397,14.64053,54.10887,101.1364,101.8973,51.6336
2000-04,103.8095,103.7812,105.169,102.7382,14.70981,54.64985,101.2415,102.0714,51.96386
2000-05,103.7608,103.7204,105.4266,102.8746,14.64431,55.13098,101.3238,102.2077,52.29321
2000-06,103.9879,103.6556,105.5406,102.9349,14.34146,55.53717,101.3559,102.2609,52.6216
2000-07,104.0077,103.6062,105.5168,102.9223,13.78889,55.87001,101.3306,102.219,52.94894
2000-08,103.5159,103.4875,105.3386,102.828,12.95728,56.11933,101.2542,102.0925,53.27517
2000-09,102.7966,103.1934,104.9633,102.6293,11.82359,56.26058,101.1442,101.9103,53.60025
2000-10,101.6193,103.0028,104.3748,102.3179,10.44916,56.28323,101.0306,101.7223,53.92414
2000-11,101.3075,102.9432,103.6717,101.9458,8.966705,56.23856,100.9427,101.5767,54.24679
2000-12,101.8373,103.0146,102.9552,101.5666,7.499627,56.18076,100.8956,101.4986,54.56819
2001-01,102.3639,102.945,102.3596,101.2514,6.209521,56.18346,100.8764,101.4667,54.8883
2001-02,102.2554,102.8632,101.9664,101.0433,5.178275,56.29271,100.8572,101.435,55.20711
2001-03,101.4563,102.6407,101.7603,100.9343,4.422853,56.50203,100.8071,101.352,55.5246
2001-04,99.64458,102.5494,101.7157,100.9107,3.932336,56.79887,100.703,101.1796,55.84078
2001-05,97.95138,102.5865,101.7064,100.9057,3.596707,57.11388,100.5334,100.8988,56.15565
2001-06,96.75488,102.4643,101.6311,100.8659,3.336656,57.39026,100.3061,100.5223,56.4692
2001-07,96.69877,102.1148,101.4361,100.7627,3.090891,57.59689,100.0593,100.1136,56.78147
2001-08,97.09793,101.7106,101.1487,100.6106,2.902704,57.74831,99.84161,99.75304,57.09248
2001-09,96.4545,101.4552,100.8234,100.4384,2.869295,57.87487,99.69246,99.50601,57.40224
2001-10,95.4937,101.3109,100.5749,100.3069,3.125823,58.04255,99.62275,99.39056,57.71079
2001-11,94.83237,101.4396,100.4054,100.2172,3.582609,58.25336,99.62586,99.39572,58.01814
2001-12,95.41836,101.6704,100.2603,100.1404,4.085641,58.4761,99.68288,99.49015,58.3243
2002-01,96.61566,101.8788,100.1062,100.0589,4.464155,58.69157,99.76241,99.62186,58.62929
2002-02,97.36659,101.9927,99.91064,99.95539,4.59697,58.88047,99.83324,99.73916,58.93313
2002-03,97.87734,102.0718,99.67388,99.83009,4.496496,59.04264,99.87545,99.80907,59.23582
2002-04,97.97765,102.1602,99.39293,99.68141,4.185081,59.17594,99.89215,99.83672,59.53738
2002-05,97.65283,102.0882,99.08152,99.5166,3.807031,59.28822,99.89523,99.84184,59.83782
2002-06,97.15813,101.8412,98.76406,99.34859,3.491261,59.3939,99.8931,99.83831,60.13716
2002-07,97.34351,101.4965,98.49027,99.2037,3.344138,59.52301,99.87949,99.81577,60.43542
2002-08,98.33899,101.2161,98.2673,99.0857,3.345513,59.68029,99.83936,99.74929,60.7326
2002-09,99.43044,101.0159,98.05902,98.97548,3.402697,59.84417,99.75555,99.61051,61.02873
2002-10,99.6897,100.7415,97.81378,98.8457,3.343385,59.98314,99.61761,99.38206,61.32381
2002-11,99.21392,100.319,97.50741,98.68356,3.139062,60.08197,99.4215,99.05727,61.61786
2002-12,98.28357,99.84344,97.11781,98.47737,2.822324,60.12649,99.17345,98.64645,61.91088
2003-01,97.19424,99.67951,96.67809,98.24466,2.462017,60.13657,98.89779,98.18992,62.2029
2003-02,96.29749,99.7183,96.24699,98.01652,2.153584,60.14851,98.62597,97.73974,62.49391
2003-03,95.92488,99.81207,95.87964,97.82211,1.955118,60.19699,98.38808,97.34577,62.78392
2003-04,96.24183,99.88786,95.6115,97.68021,1.907885,60.30495,98.20475,97.04214,63.07291
2003-05,96.57758,99.87058,95.42104,97.57941,1.9757,60.45958,98.09338,96.85769,63.36084
2003-06,96.91766,99.87815,95.33112,97.53182,2.158738,60.67606,98.07074,96.8202,63.64769
2003-07,97.41482,99.91708,95.33278,97.5327,2.396517,60.94949,98.15047,96.95226,63.9334
2003-08,97.89562,100.1119,95.39782,97.56712,2.651083,61.26246,98.33734,97.26173,64.21789
2003-09,98.6207,100.3447,95.49117,97.61652,2.921985,61.59281,98.61391,97.71977,64.50106
2003-10,99.61993,100.6017,95.59095,97.66933,3.239851,61.9265,98.91892,98.22491,64.78281
2003-11,99.90601,100.8425,95.68289,97.71799,3.615379,62.25416,99.18073,98.65851,65.063
2003-12,99.66482,100.9625,95.80774,97.78406,4.117552,62.60223,99.34909,98.93734,65.34151
2004-01,99.41734,101.0776,95.99427,97.88277,4.744437,62.98972,99.43028,99.07181,65.6182
2004-02,98.81937,101.2343,96.21145,97.9977,5.400027,63.39654,99.45492,99.1126,65.89293
2004-03,98.77978,101.3966,96.42791,98.11227,5.988782,63.80206,99.45135,99.1067,66.16555
2004-04,99.94237,101.4415,96.63271,98.22064,6.456951,64.19881,99.42333,99.0603,66.43591
2004-05,100.8853,101.4877,96.83047,98.32531,6.831116,64.58964,99.36546,98.96446,66.70383
2004-06,100.9454,101.6302,97.00905,98.41982,7.070491,64.96616,99.28048,98.82372,66.96917
2004-07,99.95026,101.9288,97.137,98.48753,7.149218,65.3069,99.19845,98.68785,67.23174
2004-08,98.61768,102.163,97.21568,98.52917,7.100152,65.61219,99.15786,98.62064,67.49136
2004-09,98.38579,102.3637,97.26829,98.55701,6.988415,65.89717,99.18706,98.66898,67.74785
2004-10,98.32908,102.4942,97.32626,98.58769,6.873196,66.18283,99.28297,98.82784,68.00099
2004-11,98.05858,102.486,97.43656,98.64606,6.821822,66.50103,99.42669,99.06586,68.2506
2004-12,98.05457,102.549,97.64273,98.75517,6.836097,66.88177,99.59402,99.34299,68.49642
2005-01,98.4036,102.5702,97.92016,98.90199,6.856501,67.3086,99.76274,99.62241,68.73825
2005-02,99.41593,102.5076,98.23203,99.06704,6.877097,67.75639,99.9127,99.87077,68.97585
2005-03,99.80434,102.4028,98.53437,99.22704,6.884698,68.19464,100.026,100.0584,69.20898
2005-04,99.56682,102.1559,98.83501,99.38615,6.899911,68.62847,100.0889,100.1626,69.43742
2005-05,99.29142,102.0368,99.11787,99.53584,6.900122,69.0464,100.0969,100.1758,69.6609
2005-06,99.65774,101.9496,99.41361,99.69235,6.931754,69.46945,100.0639,100.1212,69.87921
2005-07,99.90285,101.8236,99.72328,99.85624,7.030283,69.89816,100.0354,100.074,70.09212
2005-08,99.41781,101.581,100.0883,100.0494,7.23837,70.36144,100.0628,100.1193,70.29937
2005-09,98.82127,101.3988,100.5175,100.2765,7.539632,70.86558,100.1786,100.3112,70.50075
2005-10,98.35909,101.5282,101.0117,100.5381,7.899975,71.41125,100.368,100.6249,70.69601
2005-11,98.59281,101.8674,101.5351,100.8151,8.228466,71.97305,100.5929,100.9973,70.88491
2005-12,98.83774,102.1707,102.0802,101.1036,8.468362,72.54557,100.8113,101.359,71.06721
2006-01,99.26005,102.2849,102.5973,101.3772,8.593899,73.09304,100.9948,101.6628,71.24268
2006-02,100.0798,102.2014,103.0484,101.616,8.606732,73.58799,101.1268,101.8816,71.41108
2006-03,100.7807,102.0266,103.3896,101.7965,8.510311,73.99821,101.2053,102.0115,71.57221
2006-04,101.0381,101.8115,103.6341,101.9259,8.311454,74.3325,101.2476,102.0816,71.72588
2006-05,101.4911,101.4898,103.8205,102.0246,8.068988,74.61775,101.2797,102.1348,71.87189
2006-06,102.6252,101.2448,103.9938,102.1163,7.79704,74.88601,101.3272,102.2134,72.01006
2006-07,103.155,101.2392,104.1973,102.224,7.539605,75.16821,101.4085,102.348,72.14024
2006-08,102.4775,101.2504,104.4376,102.3512,7.259049,75.46902,101.54,102.5658,72.26228
2006-09,101.7684,101.2855,104.7299,102.5058,6.962112,75.79932,101.7402,102.8973,72.37603
2006-10,101.4084,101.2146,105.0988,102.7011,6.673767,76.17708,102.0297,103.3769,72.48138
2006-11,101.4777,101.0402,105.5539,102.9419,6.441483,76.60918,102.4154,104.0156,72.57825
2006-12,101.8707,100.9519,106.0749,103.2177,6.251792,77.08096,102.8665,104.7628,72.66653
2007-01,102.1342,100.8736,106.5896,103.49,6.08377,77.53985,103.3065,105.4915,72.74615
2007-02,102.2102,100.6878,107.0495,103.7334,5.928006,77.95029,103.6392,106.0423,72.81709
2007-03,102.0177,100.3982,107.4445,103.9424,5.81988,78.30482,103.7993,106.3076,72.87933
2007-04,101.7766,100.2821,107.7808,104.1204,5.751373,78.60764,103.785,106.2839,72.93291
2007-05,101.4021,100.5868,108.0475,104.2616,5.672961,78.85078,103.647,106.0553,72.97792
2007-06,100.6541,100.7829,108.2098,104.3474,5.505396,79.00878,103.4623,105.7494,73.01447
2007-07,100.4931,100.7832,108.2476,104.3675,5.186796,79.06702,103.317,105.5088,73.04273
2007-08,100.7917,100.8308,108.1386,104.3098,4.690893,79.00919,103.2777,105.4436,73.06288
2007-09,101.14,100.7712,107.8744,104.17,3.99752,78.82941,103.3608,105.5813,73.07515
2007-10,101.3132,100.4618,107.4528,103.9468,3.083827,78.52625,103.4948,105.8032,73.07976
2007-11,101.0465,99.93259,106.8668,103.6367,1.939497,78.09501,103.5752,105.9364,73.07698
2007-12,100.4753,99.52703,106.2285,103.2989,0.6968947,77.61814,103.5172,105.8404,73.06712
2008-01,100.2481,99.33036,105.6046,102.9688,-0.509565,77.14474,103.3126,105.5015,73.05051
2008-02,99.7978,99.28759,104.9262,102.6097,-1.700115,76.62505,102.9932,104.9726,73.02755
2008-03,99.96114,99.23087,104.2044,102.2277,-2.85685,76.06777,102.6046,104.3289,72.99864
2008-04,99.62592,99.12537,103.4462,101.8265,-3.980409,75.47873,102.1874,103.638,72.96422
2008-05,98.97193,98.99059,102.6426,101.4012,-5.071455,74.85191,101.7699,102.9465,72.92476
2008-06,98.27279,98.66736,101.8348,100.9737,-6.063661,74.21796,101.3624,102.2717,72.88074
2008-07,97.69112,98.44341,101.0421,100.5542,-6.92497,73.59166,100.953,101.5937,72.83264
2008-08,97.18037,98.39487,100.1906,100.1035,-7.707341,72.91968,100.527,100.8881,72.78098
2008-09,96.29967,98.2039,99.23334,99.59695,-8.449508,72.16871,100.0867,100.1589,72.72628
2008-10,94.93929,97.66431,98.22094,99.06116,-9.105273,71.37622,99.67189,99.47194,72.66904
2008-11,93.64938,97.24493,97.23963,98.54185,-9.590239,70.60551,99.3331,98.91087,72.60981
2008-12,92.42399,96.90253,96.40305,98.09911,-9.892796,69.93954,99.10422,98.5318,72.54909
2009-01,91.19374,96.58585,95.80764,97.784,-9.976414,69.44846,98.96997,98.30946,72.48739
2009-02,89.79366,96.2564,95.43871,97.58876,-9.792319,69.12168,98.89268,98.18145,72.4252
2009-03,89.04014,96.05272,95.25421,97.49112,-9.385009,68.9288,98.83143,98.08002,72.363
2009-04,88.94144,95.99354,95.23961,97.48339,-8.769747,68.85944,98.7571,97.95692,72.30126
2009-05,89.57386,95.99524,95.33064,97.53156,-7.995291,68.86728,98.6532,97.78484,72.24045
2009-06,90.62836,96.2188,95.43854,97.58867,-7.18084,68.88849,98.51765,97.56036,72.181
2009-07,91.60629,96.30631,95.48428,97.61288,-6.420823,68.86646,98.36661,97.3102,72.12335
2009-08,92.51294,96.41017,95.4436,97.59135,-5.671235,68.78423,98.22779,97.08031,72.06794
2009-09,93.49307,96.61458,95.34377,97.53852,-4.85908,68.66198,98.13501,96.92664,72.01517
2009-10,94.53762,96.79786,95.25282,97.49038,-3.960877,68.5491,98.12175,96.90469,71.96542
2009-11,95.3316,96.80045,95.25335,97.49067,-2.974517,68.50534,98.21334,97.05637,71.91908
2009-12,96.2951,96.83416,95.42295,97.58042,-1.934323,68.58668,98.41311,97.38721,71.8765
2010-01,97.20657,97.12399,95.79491,97.77727,-0.9090191,68.81715,98.68008,97.82937,71.83801
2010-02,98.17148,97.40054,96.33041,98.06067,0.06847694,69.16901,98.95769,98.28912,71.80392
2010-03,99.07887,97.62576,96.95222,98.38974,0.954904,69.58701,99.19763,98.6865,71.77454
2010-04,99.8939,97.86887,97.58898,98.72672,1.68576,70.02024,99.38348,98.99429,71.75015
2010-05,100.4558,98.09797,98.18468,99.04198,2.267628,70.42893,99.51665,99.21486,71.73107
2010-06,100.5217,98.30939,98.70576,99.31775,2.759393,70.78939,99.60563,99.36221,71.71758
2010-07,100.2166,98.34938,99.12971,99.54211,3.222799,71.08589,99.6583,99.44944,71.70998
2010-08,99.90634,98.00739,99.49072,99.73316,3.720476,71.34333,99.68272,99.48987,71.70853
2010-09,99.88921,97.41621,99.75311,99.87202,4.186462,71.53648,99.68999,99.50191,71.71354
2010-10,100.3382,96.76762,99.92365,99.96227,4.553552,71.67051,99.69893,99.51672,71.72528
2010-11,101.0727,96.29414,100.0275,100.0172,4.756437,71.76376,99.72877,99.56615,71.74403
2010-12,101.9686,95.98661,100.0922,100.0515,4.737916,71.83626,99.79141,99.66989,71.7701
2011-01,102.9285,95.94913,100.1779,100.0968,4.525497,71.93147,99.8817,99.81941,71.80373
2011-02,103.7534,96.23266,100.2449,100.1323,4.123497,72.02119,99.98289,99.98701,71.84523
2011-03,103.7954,96.73698,100.243,100.1313,3.567594,72.06959,100.0697,100.1308,71.89487
2011-04,103.2187,96.9442,100.1611,100.0879,2.925745,72.06886,100.11,100.1975,71.95295
2011-05,101.884,96.8871,99.96323,99.98322,2.221135,71.99325,100.0757,100.1408,72.01974
2011-06,100.4468,96.77271,99.66591,99.82587,1.50486,71.85467,99.95657,99.94343,72.09554
2011-07,99.26904,96.71768,99.27489,99.61894,0.8037853,71.65727,99.77806,99.64778,72.18066
2011-08,98.93613,96.82891,98.89208,99.41635,0.1840699,71.47466,99.57892,99.31797,72.27541
2011-09,99.41089,97.08921,98.6327,99.27908,-0.2041437,71.39045,99.3922,99.00874,72.3801
2011-10,100.1515,97.48313,98.54475,99.23254,-0.3215259,71.44007,99.2277,98.73631,72.49506
2011-11,99.97436,97.4827,98.60799,99.266,-0.2146683,71.6097,99.0845,98.49914,72.62059
2011-12,99.80939,97.12627,98.79048,99.36258,0.05670434,71.87699,98.96109,98.29476,72.757
2012-01,99.59589,96.91739,99.01565,99.48174,0.3552026,72.18698,98.86331,98.13281,72.90462
2012-02,99.03017,96.94548,99.21861,99.58915,0.6548474,72.49282,98.79556,98.02061,73.06374
2012-03,98.60699,97.09469,99.36362,99.66589,0.9699355,72.76862,98.74973,97.94473,73.23467
2012-04,98.77464,97.18507,99.44972,99.71146,1.311049,73.01372,98.69128,97.84791,73.41772
2012-05,99.40731,97.26359,99.49535,99.73561,1.734074,73.24167,98.58099,97.66525,73.61316
2012-06,99.97483,97.47977,99.5148,99.7459,2.238486,73.46313,98.39688,97.36034,73.8213
2012-07,100.1674,97.83796,99.5468,99.76284,2.860297,73.70688,98.15861,96.96572,74.04244
2012-08,99.91084,97.91347,99.61282,99.79778,3.5182,73.98927,97.90063,96.53849,74.27686
2012-09,99.8793,97.67927,99.67488,99.83062,4.051096,74.28254,97.64896,96.12168,74.52483
2012-10,99.91177,97.54905,99.69682,99.84223,4.36706,74.55991,97.39903,95.70776,74.78664
2012-11,100.117,97.56184,99.65565,99.82045,4.460795,74.80406,97.13837,95.27607,75.06253
2012-12,99.85972,97.49529,99.5499,99.76448,4.363825,75.01358,96.86786,94.82806,75.35275
2013-01,99.51796,97.49618,99.39156,99.68069,4.169992,75.19717,96.62236,94.42148,75.65749
2013-02,99.42188,97.3344,99.27305,99.61797,4.044355,75.42469,96.44662,94.13042,75.97701
2013-03,99.09122,97.09612,99.2113,99.58529,4.041524,75.70958,96.36933,94.00242,76.31145
2013-04,98.89565,96.92238,99.17268,99.56484,4.126644,76.02673,96.37192,94.00669,76.66096
2013-05,99.00524,96.95958,99.17178,99.56438,4.29548,76.38775,96.41518,94.07834,77.02569
2013-06,99.24867,97.1777,99.2152,99.58735,4.539808,76.79821,96.45879,94.15057,77.40569
2013-07,99.70905,97.40087,99.33064,99.64845,4.848122,77.28028,96.47691,94.18058,77.80105
2013-08,100.4192,97.80019,99.49672,99.73634,5.174922,77.81816,96.45968,94.15204,78.21179
2013-09,100.809,98.34893,99.67271,99.82948,5.516788,78.38055,96.41558,94.07902,78.63792
2013-10,100.9281,98.79565,99.82752,99.9114,5.878671,78.94303,96.37549,94.01261,79.07943
2013-11,100.9323,99.19884,99.94059,99.97124,6.262945,79.489,96.37591,94.01331,79.53625
2013-12,100.9658,99.75103,100.0161,100.0112,6.675625,80.0212,96.44164,94.12217,80.0083
2014-01,101.0943,100.0032,100.0923,100.0515,7.144618,80.56972,96.5647,94.32598,80.49545
2014-02,101.426,100.0732,100.1196,100.0659,7.516998,81.09436,96.71832,94.58039,80.99753
2014-03,101.7984,99.97025,100.082,100.0461,7.755459,81.58121,96.86547,94.82409,81.51433
2014-04,102.1214,99.84644,99.98988,99.99733,7.905849,82.03729,96.96452,94.98814,82.04559
2014-05,102.1585,99.59219,99.86205,99.92968,7.971645,82.47711,96.98885,95.02843,82.59104
2014-06,102.185,99.58616,99.77616,99.88422,8.028866,82.96424,96.94888,94.96223,83.15036
2014-07,102.6136,99.88309,99.80854,99.90135,8.12965,83.5629,96.91775,94.91067,83.7232
2014-08,103.1091,100.186,99.91913,99.95988,8.253631,84.24099,97.00758,95.05944,84.30917
2014-09,103.3254,100.4633,100.0863,100.0483,8.421171,84.98112,97.34621,95.62028,84.90785
2014-10,103.3913,100.6291,100.2984,100.1606,8.652982,85.77396,98.04717,96.78117,85.51877
2014-11,103.5105,100.9598,100.5724,100.3056,8.989298,86.6345,99.16923,98.63947,86.1414
