country,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
2013-12,99.07149,98.28418,100.0627,100.0544,4.281667,95.30134,100.5744,100.5502,95.24165
2014-01,99.24532,98.19384,100.1332,100.1141,4.238412,95.67814,100.5652,100.539,95.5509
2014-02,99.42567,98.38097,100.1771,100.1512,4.200644,96.03011,100.5615,100.5346,95.86038
2014-03,99.49931,98.93183,100.1692,100.1445,4.142088,96.33278,100.5623,100.5355,96.1701
2014-04,99.52982,99.52013,100.1203,100.1032,4.080504,96.59614,100.5684,100.5429,96.48009
2014-05,99.43645,99.68156,100.0648,100.0562,4.033199,96.85306,100.5823,100.5597,96.79034
2014-06,99.15491,99.2306,100.0194,100.0178,4.006778,97.11972,100.6062,100.5887,97.10088
2014-07,98.86263,98.66214,99.99467,99.9969,4.002,97.40652,100.6409,100.6307,97.41171
2014-08,98.73823,98.39975,100.0258,100.0232,4.044897,97.7481,100.683,100.6816,97.72289
2014-09,98.83664,98.49462,100.1061,100.0912,4.127462,98.13844,100.7219,100.7287,98.03443
2014-10,99.03957,98.67861,100.1652,100.1411,4.151339,98.50881,100.7365,100.7464,98.34637
2014-11,99.22935,98.61723,100.172,100.1469,4.103014,98.82843,100.7031,100.7059,98.65876
2014-12,99.40168,98.79864,100.1364,100.1168,3.992939,99.10667,100.6053,100.5875,98.97163
2015-01,99.5309,99.36576,100.0895,100.0771,3.862719,99.37392,100.4477,100.3968,99.28504
2015-02,99.51655,100.0705,100.0552,100.0481,3.773763,99.65406,100.2444,100.1507,99.59906
2015-03,99.44974,100.6442,100.0449,100.0394,3.763838,99.95859,100.0121,99.8696,99.91374
2015-04,99.43293,100.7791,100.0383,100.0338,3.800823,100.2676,99.7669,99.57277,100.2292
2015-05,99.45007,100.6432,100.0086,100.0087,3.821189,100.554,99.52306,99.27763,100.5454
2015-06,99.44713,100.6265,99.94421,99.95421,3.795838,100.8062,99.29372,99.00003,100.8625
2015-07,99.39825,100.6966,99.84525,99.87049,3.713759,101.024,99.09102,98.75468,101.1805
2015-08,99.27509,100.5094,99.72018,99.76468,3.547321,101.2155,98.92622,98.55522,101.4995
2015-09,99.16065,100.0079,99.58413,99.64957,3.319517,101.3962,98.80804,98.41216,101.8196
2015-10,99.18429,99.71281,99.4754,99.55759,3.142932,101.6049,98.7382,98.32764,102.1407
2015-11,99.39195,100.0421,99.41821,99.5092,3.074355,101.8668,98.71766,98.30278,102.4629
2015-12,99.84467,100.5359,99.40659,99.49937,3.097221,102.1762,98.74914,98.34088,102.7862
2016-01,100.4584,101.0631,99.42873,99.5181,3.167382,102.5215,98.83615,98.4462,103.1105
2016-02,100.9092,101.3569,99.45534,99.54061,3.229672,102.8726,98.98059,98.62103,103.4359
2016-03,101.0308,101.5899,99.49897,99.57752,3.285275,103.2425,99.17625,98.85785,103.7624
2016-04,101.0232,101.7301,99.52511,99.59964,3.319042,103.5955,99.39799,99.12624,104.0898
2016-05,100.9744,101.8526,99.53821,99.61073,3.363363,103.936,99.61427,99.38802,104.4182
2016-06,101.0086,101.8318,99.5344,99.60751,3.425876,104.2597,99.79765,99.60999,104.7474
2016-07,101.0109,101.8287,99.51737,99.59309,3.510405,104.5703,99.93579,99.77719,105.0774
2016-08,101.0355,101.861,99.50112,99.57935,3.622776,104.8823,100.0243,99.88432,105.4082
2016-09,101.029,101.8239,99.52838,99.60241,3.791831,105.2409,100.0629,99.93102,105.7396
2016-10,100.9677,101.8645,99.58711,99.6521,3.965147,105.6337,100.0548,99.92119,106.0716
2016-11,101.0198,101.9148,99.66389,99.71705,4.10311,106.0465,100.0067,99.863,106.4041
2016-12,101.2923,101.8456,99.73534,99.7775,4.187211,106.4546,99.93217,99.77281,106.737
2017-01,101.5625,101.6873,99.79808,99.83058,4.226102,106.8541,99.85754,99.68248,107.0703
2017-02,101.7636,101.6317,99.84516,99.87041,4.243143,107.2376,99.81166,99.62695,107.4039
2017-03,101.8982,101.7863,99.86991,99.89136,4.218221,107.5975,99.81593,99.63211,107.7377
2017-04,101.946,101.9053,99.87395,99.89477,4.18916,107.9353,99.87219,99.70022,108.0715
2017-05,101.8657,102.0963,99.86478,99.88702,4.159117,108.2588,99.97251,99.82164,108.4054
2017-06,101.7873,102.1439,99.84966,99.87421,4.139641,108.5757,100.1049,99.98185,108.7392
2017-07,101.6842,102.2234,99.85757,99.88091,4.157124,108.9174,100.2558,100.1645,109.0728
2017-08,101.649,102.2376,99.91298,99.9278,4.222384,109.3109,100.4123,100.3539,109.4061
2017-09,101.5928,102.1291,100.0026,100.0036,4.276748,109.7418,100.5626,100.5359,109.739
2017-10,101.5371,102.0782,100.1336,100.1144,4.340244,110.2184,100.6965,100.698,110.0714
2017-11,101.5872,102.0633,100.2688,100.2289,4.388232,110.7,100.8043,100.8284,110.4032
2017-12,101.6989,102.124,100.4073,100.346,4.443965,111.1853,100.8773,100.9167,110.7344
2018-01,101.7068,102.0725,100.521,100.4422,4.482079,111.6434,100.9099,100.9563,111.0647
2018-02,101.5548,101.8805,100.6265,100.5315,4.52696,112.0922,100.8999,100.9441,111.3942
2018-03,101.4557,101.7373,100.7086,100.6009,4.569841,112.5145,100.8507,100.8845,111.7228
2018-04,101.4793,101.805,100.7463,100.6328,4.587329,112.8866,100.7777,100.7963,112.0505
2018-05,101.5065,101.9403,100.7454,100.632,4.577808,113.2147,100.7,100.7021,112.377
2018-06,101.5095,101.9894,100.7063,100.5989,4.533966,113.4985,100.6331,100.6212,112.7025
2018-07,101.4845,101.871,100.6449,100.547,4.442167,113.7557,100.5836,100.5613,113.0269
2018-08,101.5265,101.7334,100.5548,100.4708,4.270444,113.9789,100.5534,100.5248,113.3501
2018-09,101.5539,101.8191,100.456,100.3872,4.053666,114.1904,100.543,100.5121,113.672
2018-10,101.5066,101.8071,100.3498,100.2973,3.786199,114.3915,100.5531,100.5244,113.9928
2018-11,101.4868,101.7821,100.2433,100.2073,3.514344,114.5904,100.5835,100.5611,114.3123
2018-12,101.5041,101.5949,100.1437,100.123,3.246661,114.7952,100.629,100.6162,114.6304
2019-01,101.5835,101.6633,100.0805,100.0695,3.042221,115.0399,100.6754,100.6724,114.9473
2019-02,101.6955,101.8557,100.0542,100.0473,2.884375,115.3253,100.7077,100.7116,115.2629
2019-03,101.7782,101.9861,100.0282,100.0252,2.750852,115.6096,100.7182,100.7242,115.5771
2019-04,101.8717,101.9931,99.97832,99.98307,2.63825,115.8649,100.7157,100.7212,115.89
2019-05,101.8537,101.7211,99.89336,99.91119,2.528781,116.0776,100.716,100.7215,116.2016
2019-06,101.771,101.2165,99.76842,99.80549,2.417228,116.242,100.7331,100.7423,116.5118
2019-07,101.6485,101.189,99.62291,99.68239,2.307176,116.3803,100.771,100.7881,116.8208
2019-08,101.5294,101.355,99.50976,99.58665,2.259477,116.5543,100.8269,100.8558,117.1285
2019-09,101.5277,101.5266,99.50574,99.58325,2.333069,116.8545,100.8941,100.9371,117.435
2019-10,101.59,101.4511,99.58466,99.65002,2.499942,117.2512,100.9632,101.0207,117.7402
2019-11,101.6389,101.3209,99.67467,99.72617,2.679045,117.6603,101.0231,101.0932,118.0444
2019-12,101.8076,101.2001,99.69924,99.74696,2.784376,117.9915,101.0625,101.141,118.3474
2020-01,101.9417,100.7805,99.63322,99.69112,2.75942,118.2143,101.072,101.1525,118.6495
2020-02,101.5211,99.74982,99.48098,99.5623,2.60813,118.3332,101.0421,101.1163,118.9506
2020-03,100.6001,97.83414,93.07975,94.14669,-3.988661,110.9984,95.90895,94.90314,119.2508
2020-04,99.8973,96.63918,88.6544,90.40271,-8.525663,105.9866,92.8905,91.24962,119.5503
2020-05,99.64063,96.77303,95.55326,96.23935,-1.342045,114.5198,91.33355,89.3651,119.8492
2020-06,99.72539,96.31749,95.50146,96.19553,-1.2898,114.7427,93.30354,91.74957,120.1476
2020-07,99.8898,95.6964,95.30938,96.03302,-1.361325,114.796,95.22878,94.07986,120.4456
2020-08,100.0626,95.66105,95.22015,95.95753,-1.357528,114.972,97.11308,96.36061,120.7434
2020-09,100.1987,95.73289,93.09969,94.16356,-3.564852,112.6888,97.52181,96.85533,121.041
2020-10,100.451,96.06062,92.98011,94.06239,-3.778495,112.8209,97.91624,97.33275,121.3387
2020-11,100.7262,97.10359,95.77905,96.43037,-0.9841352,116.5024,98.38247,97.89706,121.6366
2020-12,100.9777,98.20762,96.00803,96.62409,-0.7833644,117.0672,98.4464,97.97444,121.9348
2021-01,101.2887,99.14709,96.23046,96.81228,-0.4978569,117.6258,98.50055,98.03999,122.2334
2021-02,101.61,100.1646,96.44404,96.99297,-0.1334264,118.1753,98.49298,98.03083,122.5325
2021-03,101.9592,101.2941,96.75134,97.25295,7.066261,118.8418,98.6409,98.20987,122.8322
2021-04,102.1859,102.1799,97.67303,98.03273,13.47405,120.2673,98.89211,98.51392,123.1326
2021-05,102.3376,102.3509,97.94846,98.26575,5.572371,120.9013,99.17541,98.85683,123.4336
2021-06,102.3666,102.0415,98.43755,98.67953,6.152295,121.802,99.43295,99.16855,123.7353
2021-07,102.2664,101.3625,98.83263,99.01379,6.78931,122.5898,99.65058,99.43198,124.0378
2021-08,102.1854,100.6116,99.01229,99.16578,7.080691,123.1128,99.83881,99.65981,124.341
2021-09,102.2053,100.5919,98.95718,99.11916,,,,,
2021-10,102.2014,100.4301,100.0129,100.0123,,,,,
2021-11,102.1025,100.0107,100.6372,100.5405,,,,,
2021-12,101.9794,99.6745,100.4122,100.3501,,,,,
2022-01,,,100.4799,100.4074,,,,,
