country,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN
1999-11,,,101.0227,100.5396,10.66852,46.62125,96.98537,95.44611,46.14927
1999-12,,,101.4797,100.783,10.17204,46.87724,97.20655,95.77546,46.19371
2000-01,,,101.8384,100.974,9.682349,47.09238,97.44918,96.13675,46.24225
2000-02,,,102.057,101.0905,9.064405,47.24723,97.67111,96.46722,46.29493
2000-03,,,102.0826,101.1041,8.180466,47.31712,97.84964,96.73306,46.3518
2000-04,,,101.9258,101.0206,7.021659,47.30668,98.00837,96.96941,46.41288
2000-05,,,101.6301,100.8631,5.687842,47.23581,98.19015,97.24009,46.47819
2000-06,,,101.2574,100.6646,4.383298,47.13305,98.43063,97.5982,46.54774
2000-07,,,100.8641,100.4551,3.269179,47.02439,98.72949,98.04321,46.62152
2000-08,,,100.4872,100.2543,2.389238,46.92708,99.06352,98.54062,46.69954
2000-09,,,100.1382,100.0684,1.645534,46.84643,99.39511,99.03436,46.78177
2000-10,,,99.80199,99.88933,0.9189388,46.77538,99.67763,99.45506,46.86818
2000-11,,,99.47029,99.71265,0.1903746,46.71001,99.86889,99.73985,46.95876
2000-12,,,99.14157,99.53756,-0.4857163,46.64955,99.94784,99.85742,47.05347
2001-01,,,98.82455,99.3687,-1.049737,46.59803,99.93716,99.84151,47.15229
2001-02,,,98.53408,99.21398,-1.449284,46.56249,99.87643,99.7511,47.25521
2001-03,,,98.31232,99.09586,-1.593996,46.56288,99.80104,99.63882,47.3622
2001-04,,97.18284,98.21031,99.04153,-1.44389,46.62363,99.72435,99.52463,47.47325
2001-05,,97.37466,98.50259,99.1972,-0.7623168,46.87572,99.64872,99.41201,47.58832
2001-06,,97.64521,98.88208,99.39935,0.08700547,47.17406,99.57608,99.30385,47.70739
2001-07,,98.26883,99.29112,99.61722,0.9930694,47.49138,99.51792,99.21725,47.83044
2001-08,,99.17373,99.6291,99.79724,1.816599,47.77956,99.48887,99.17398,47.95743
2001-09,,99.48331,99.80748,99.89225,2.453395,47.99576,99.49889,99.1889,48.08834
2001-10,,99.12357,99.84109,99.91016,2.931299,48.1465,99.54308,99.25471,48.22313
2001-11,,98.59597,99.81822,99.89798,3.347993,48.27386,99.61044,99.35502,48.36177
2001-12,,98.18982,99.82664,99.90246,3.795474,48.42012,99.68966,99.47298,48.50421
2002-01,,97.79742,99.94426,99.96511,4.346222,48.62329,99.77286,99.59686,48.65041
2002-02,,97.58051,100.2003,100.1015,5.016046,48.89808,99.85526,99.71957,48.80032
2002-03,99.66425,97.64753,100.5737,100.3004,5.738247,49.23478,99.93418,99.83708,48.95391
2002-04,99.19548,97.77502,100.9593,100.5058,6.34577,49.58225,100.0076,99.94647,49.11112
2002-05,98.76494,97.93781,101.2565,100.6641,6.432519,49.89101,100.0742,100.0456,49.2719
2002-06,98.44696,98.13972,101.3857,100.7329,6.247483,50.12125,100.1327,100.1327,49.43622
2002-07,98.31165,98.25618,101.3164,100.696,5.823429,50.257,100.1821,100.2063,49.60402
2002-08,98.27189,98.24261,101.0665,100.5628,5.287856,50.30607,100.2222,100.266,49.77524
2002-09,98.23254,98.16894,100.6747,100.3542,4.773595,50.28688,100.2536,100.3127,49.94985
2002-10,98.14399,97.99815,100.2108,100.1071,4.334609,50.23346,100.2793,100.3509,50.1278
2002-11,98.05534,97.75709,99.76672,99.87054,3.972812,50.19169,100.3023,100.3853,50.30905
2002-12,98.05897,97.46684,99.40511,99.67793,3.661783,50.19316,100.3246,100.4184,50.49354
2003-01,98.23517,97.1283,99.15387,99.54411,3.350474,50.2524,100.3445,100.4481,50.68123
2003-02,98.50457,97.1103,99.03277,99.47961,3.03068,50.38003,100.3592,100.4699,50.87208
2003-03,98.76694,97.3116,99.04834,99.4879,2.732413,50.58007,100.3655,100.4793,51.06605
2003-04,98.9469,97.6598,99.20028,99.56883,2.563168,50.85313,100.3619,100.474,51.26309
2003-05,99.04655,97.9875,99.4669,99.71085,2.601282,51.18882,100.348,100.4533,51.46317
2003-06,99.06261,98.16402,99.79736,99.88686,2.873641,51.56155,100.324,100.4175,51.66625
2003-07,98.98389,98.24765,100.1341,100.0662,3.352471,51.94186,100.2911,100.3686,51.87229
2003-08,98.87229,98.22666,100.4395,100.2289,3.983789,52.31016,100.2513,100.3093,52.08125
2003-09,98.80086,98.27311,100.7191,100.3778,4.737331,52.66914,100.2067,100.2429,52.29311
2003-10,98.82458,98.35142,100.9657,100.5092,5.536985,53.01488,100.1604,100.1739,52.50782
2003-11,98.91117,98.42683,101.1714,100.6187,6.278495,53.34297,100.1153,100.1067,52.72535
2003-12,99.03007,98.47717,101.3575,100.7178,6.915757,53.66439,100.0737,100.0448,52.94567
2004-01,99.17855,98.50735,101.4965,100.7919,7.386721,53.96441,100.0363,99.98917,53.16875
2004-02,99.37555,98.55907,101.5687,100.8304,7.646138,54.23215,100.0041,99.94118,53.39455
2004-03,99.66803,98.6806,101.5992,100.8466,7.711526,54.48057,99.97914,99.90403,53.62303
2004-04,100.0888,98.9201,101.6089,100.8518,7.605234,54.72063,99.96549,99.88371,53.85416
2004-05,100.5188,99.12155,101.6339,100.8651,7.389999,54.97167,99.96945,99.8896,54.0879
2004-06,100.7847,99.30775,101.7195,100.9107,7.169673,55.25835,99.99898,99.93356,54.32422
2004-07,100.7464,99.53974,101.8863,100.9995,7.027937,55.5923,100.0615,100.0267,54.56307
2004-08,100.5499,99.79544,102.1244,101.1264,6.993905,55.96869,100.1605,100.1741,54.80442
2004-09,100.3737,100.1923,102.4251,101.2865,7.051647,56.38318,100.2889,100.3653,55.04822
2004-10,100.3335,100.7307,102.7291,101.4485,7.146308,56.80349,100.4205,100.5613,55.29443
2004-11,100.3666,101.0645,102.9508,101.5665,7.1968,57.18196,100.5236,100.7148,55.54301
2004-12,100.374,100.979,103.022,101.6045,7.110103,57.47999,100.5754,100.7918,55.7939
2005-01,100.2877,100.5195,102.907,101.5432,6.878508,57.67635,100.5769,100.7942,56.04708
2005-02,100.1651,99.97904,102.6464,101.4044,6.564998,57.7925,100.5413,100.7411,56.30252
2005-03,100.094,99.46899,102.2854,101.2121,6.189755,57.85278,100.4841,100.6559,56.56018
2005-04,100.1341,99.30044,101.9046,101.0093,5.814231,57.90221,100.417,100.556,56.82003
2005-05,100.2066,99.49697,101.5385,100.8143,5.436588,57.96025,100.3483,100.4538,57.08204
2005-06,100.1912,99.71072,101.1499,100.6073,4.971668,58.00561,100.2839,100.3578,57.3462
2005-07,99.99045,99.70957,100.7001,100.3677,4.359414,58.0158,100.2279,100.2744,57.61246
2005-08,99.68233,99.47462,100.172,100.0864,3.594278,57.98035,100.1831,100.2078,57.88083
2005-09,99.36466,98.98933,99.59368,99.77837,2.716756,57.91497,100.1504,100.159,58.15125
2005-10,99.10686,98.5339,99.04981,99.48869,1.875069,57.8686,100.1264,100.1233,58.42373
2005-11,98.91128,98.44981,98.65565,99.27873,1.271652,57.90911,100.1068,100.0942,58.69822
2005-12,98.79126,98.61154,98.44968,99.16902,1.009798,58.06042,100.0881,100.0663,58.97472
2006-01,98.78685,98.7671,98.38192,99.13293,1.07162,58.29442,100.0687,100.0375,59.25319
2006-02,98.90501,98.84364,98.39838,99.1417,1.362832,58.58011,100.0491,100.0082,59.53361
2006-03,99.2011,98.93046,98.46735,99.17844,1.808742,58.89919,100.0313,99.98167,59.81596
2006-04,99.73782,98.95035,98.54691,99.22082,2.287807,59.2269,100.0189,99.96318,60.10021
2006-05,100.3662,99.00761,98.61859,99.259,2.746552,59.55216,100.0156,99.95837,60.38634
2006-06,100.8968,99.14328,98.71159,99.30853,3.253109,59.8926,100.0242,99.97107,60.67434
2006-07,101.1793,99.29888,98.86383,99.38962,3.888076,60.27149,100.0434,99.99967,60.96415
2006-08,101.28,99.40281,99.09524,99.51288,4.693307,60.70155,100.0709,100.0406,61.25577
2006-09,101.2623,99.54119,99.40463,99.67768,5.642301,61.18271,100.1042,100.0903,61.54916
2006-10,101.1498,99.67896,99.76216,99.86812,6.616027,61.6972,100.1416,100.146,61.84428
2006-11,101.0072,99.74738,100.1215,100.0595,7.438464,62.21666,100.182,100.2061,62.14113
2006-12,100.9011,99.65347,100.4062,100.2112,7.979396,62.69329,100.2245,100.2694,62.43966
2007-01,100.891,99.46947,100.608,100.3186,8.280161,63.1213,100.2681,100.3344,62.73985
2007-02,100.9834,99.3438,100.7629,100.4011,8.43713,63.52259,100.3115,100.3989,63.04166
2007-03,101.2087,99.34959,100.9126,100.4809,8.529786,63.92316,100.3523,100.4597,63.34507
2007-04,101.5951,99.44437,101.0813,100.5708,8.630216,64.33831,100.3873,100.5118,63.65006
2007-05,102.0093,99.53163,101.2409,100.6558,8.728647,64.75026,100.4126,100.5494,63.9566
2007-06,102.2685,99.54192,101.3561,100.7171,8.754917,65.13615,100.4246,100.5674,64.26466
2007-07,102.2232,99.5613,101.4074,100.7444,8.64678,65.48304,100.4219,100.5633,64.57423
2007-08,101.9963,99.61165,101.3917,100.7361,8.379951,65.78831,100.4057,100.5392,64.88529
2007-09,101.7312,99.67493,101.33,100.7032,7.979825,66.06499,100.3829,100.5053,65.19782
2007-10,101.5223,99.77087,101.2188,100.644,7.476984,66.31029,100.3685,100.4839,65.51182
2007-11,101.3832,99.79297,101.0488,100.5535,6.912986,66.51769,100.3781,100.4982,65.82726
2007-12,101.3269,99.6786,100.8086,100.4255,6.357502,66.67902,100.4196,100.56,66.14415
2008-01,101.3766,99.4638,100.4865,100.2539,5.805511,66.7858,100.4832,100.6546,66.46248
2008-02,101.4937,99.23227,100.0688,100.0314,5.203801,66.82818,100.551,100.7555,66.78223
2008-03,101.65,98.98874,99.54393,99.75188,4.49634,66.79737,100.6048,100.8357,67.10341
2008-04,101.8329,98.72853,98.9594,99.44053,3.708627,66.72438,100.6341,100.8793,67.42602
2008-05,102.0123,98.49533,98.37264,99.12799,2.930115,66.64751,100.6319,100.876,67.75005
2008-06,102.136,98.40915,97.83125,98.83962,2.246066,66.59914,100.593,100.818,68.07553
2008-07,102.1303,98.57148,97.38718,98.60309,1.729008,66.61524,100.5145,100.7012,68.40247
2008-08,101.955,98.90073,97.05592,98.42664,1.397048,66.70741,100.3965,100.5255,68.7309
2008-09,101.5061,99.19751,96.82146,98.30176,1.211992,66.86568,100.246,100.3014,69.06081
2008-10,100.6877,99.3531,96.71045,98.24263,1.205376,67.10957,100.083,100.0586,69.39227
2008-11,99.75813,99.36727,96.75361,98.26562,1.41923,67.46173,99.93085,99.83213,69.72528
2008-12,99.06726,99.28947,96.92047,98.35449,1.834702,67.90238,99.80757,99.64855,70.05989
2009-01,98.90639,99.32431,97.17496,98.49005,2.428074,68.40742,99.71626,99.51259,70.39613
2009-02,99.11841,99.48174,97.50925,98.66811,3.208273,68.97221,99.65297,99.41834,70.73402
2009-03,99.55001,99.70457,97.9301,98.89227,4.19937,69.60244,99.61176,99.35698,71.07359
2009-04,100.1308,99.97742,98.41116,99.14851,5.329099,70.28019,99.5878,99.3213,71.41486
2009-05,100.7331,100.2701,98.90362,99.41082,6.487244,70.97111,99.57782,99.30644,71.75784
2009-06,101.2236,100.5564,99.36786,99.65809,7.579121,71.64677,99.57935,99.30872,72.10256
2009-07,101.4945,100.7817,99.7706,99.87261,8.507957,72.28284,99.58881,99.32281,72.44904
2009-08,101.6058,100.8111,100.0718,100.0331,9.207598,72.84956,99.60309,99.34407,72.79726
2009-09,101.6007,100.6826,100.2616,100.1341,9.680505,73.33862,99.62041,99.36986,73.14725
2009-10,101.4811,100.4936,100.3562,100.1845,9.911003,73.7608,99.64076,99.40016,73.49902
2009-11,101.2995,100.2685,100.3754,100.1947,9.88414,74.12974,99.66516,99.4365,73.85253
2009-12,101.0956,100.0848,100.3618,100.1875,9.681471,74.47633,99.6946,99.48032,74.20781
2010-01,100.8962,100.0517,100.3439,100.178,9.375928,74.82125,99.72853,99.53085,74.56483
2010-02,100.7366,100.1239,100.3419,100.1769,9.000125,75.17979,99.76569,99.58618,74.9236
2010-03,100.6695,100.1405,100.3457,100.1789,8.536925,75.54434,99.80428,99.64365,75.28408
2010-04,100.7334,100.0357,100.3335,100.1725,7.994269,75.89857,99.84196,99.69975,75.64627
2010-05,100.8292,99.86846,100.3151,100.1626,7.437581,76.24964,99.87659,99.75133,76.01014
2010-06,100.8234,99.8176,100.3225,100.1666,6.944091,76.62199,99.90701,99.79663,76.37567
2010-07,100.6192,99.91355,100.3636,100.1885,6.556235,77.02187,99.93385,99.83659,76.74284
2010-08,100.3294,100.0257,100.4269,100.2222,6.302437,77.44085,99.95834,99.87305,77.11162
2010-09,100.1084,100.0447,100.507,100.2648,6.185235,77.87479,99.98123,99.90715,77.48198
2010-10,100.0692,100.099,100.5944,100.3114,6.176537,78.31667,100.0019,99.93792,77.8539
2010-11,100.1322,100.2332,100.6627,100.3478,6.226909,78.74573,100.0191,99.96357,78.22733
2010-12,100.1968,100.4171,100.7019,100.3687,6.280731,79.15398,100.0321,99.98283,78.60226
2011-01,100.2103,100.5998,100.7169,100.3767,6.313221,79.54488,100.0413,99.99652,78.97865
2011-02,100.2354,100.5928,100.7156,100.376,6.310941,79.92435,100.048,100.0066,79.35648
2011-03,100.3821,100.4463,100.7209,100.3788,6.309106,80.31052,100.0538,100.0152,79.73568
2011-04,100.7275,100.3365,100.7568,100.3979,6.355832,80.72256,100.0601,100.0245,80.11625
2011-05,101.114,100.3216,100.8188,100.431,6.436305,81.1573,100.0678,100.036,80.49815
2011-06,101.31,100.4348,100.8978,100.473,6.506543,81.60744,100.0775,100.0504,80.88132
2011-07,101.1299,100.5822,100.9763,100.5148,6.540036,82.05913,100.0887,100.0672,81.26575
2011-08,100.7438,100.7082,101.0414,100.5495,6.535186,82.50175,100.1009,100.0854,81.65141
2011-09,100.3685,100.8585,101.1066,100.5842,6.512076,82.94605,100.1136,100.1043,82.03823
2011-10,100.1637,100.96,101.1541,100.6095,6.461938,83.37744,100.127,100.1243,82.4262
2011-11,100.1181,101.0055,101.1646,100.6151,6.392742,83.77974,100.1417,100.146,82.81528
2011-12,100.2208,101.0376,101.1273,100.5953,6.30346,84.14342,100.1578,100.1701,83.20542
2012-01,100.474,100.9612,101.0367,100.547,6.183148,84.46326,100.1752,100.1959,83.59659
2012-02,100.7575,100.6882,100.8958,100.472,6.02671,84.74115,100.193,100.2224,83.98876
2012-03,100.9229,100.4047,100.7614,100.4004,5.869559,85.02439,100.2103,100.2482,84.38188
2012-04,100.8588,100.2849,100.6788,100.3564,5.734223,85.35137,100.2261,100.2718,84.77593
2012-05,100.6736,100.4392,100.667,100.3501,5.645438,85.73898,100.2396,100.2919,85.17087
2012-06,100.5009,100.6794,100.715,100.3757,5.601282,86.1785,100.2501,100.3076,85.56666
2012-07,100.4268,100.853,100.8051,100.4237,5.601161,86.6554,100.2579,100.3191,85.96328
2012-08,100.4036,101.0043,100.9269,100.4885,5.647633,87.16115,100.2634,100.3274,86.36069
2012-09,100.3581,101.1344,101.082,100.5711,5.728497,87.69762,100.2672,100.3329,86.75886
2012-10,100.2478,101.2152,101.2525,100.662,5.843308,88.24944,100.2695,100.3364,87.15778
2012-11,100.1402,101.2091,101.4139,100.7479,5.986663,88.79536,100.2706,100.338,87.5574
2012-12,100.1422,101.1243,101.5396,100.8149,6.14252,89.31195,100.27,100.3372,87.95772
2013-01,100.3262,101.063,101.6357,100.866,6.3231,89.80396,100.2674,100.3333,88.3587
2013-02,100.5478,101.0299,101.7002,100.9004,6.523757,90.26946,100.2622,100.3255,88.76032
2013-03,100.6014,100.9779,101.7052,100.9031,6.655309,90.68302,100.254,100.3133,89.16258
2013-04,100.339,100.8858,101.6104,100.8526,6.627205,91.00778,100.2437,100.2979,89.56546
2013-05,99.95676,100.8111,101.3898,100.7351,6.391859,91.2193,100.2321,100.2807,89.96893
2013-06,99.72964,100.7491,101.0461,100.552,5.964277,91.31842,100.2201,100.2628,90.373
2013-07,99.86523,100.5597,100.609,100.3192,5.395012,91.33047,100.2076,100.2442,90.77764
2013-08,100.2031,100.4288,100.1555,100.0776,4.77681,91.32468,100.1941,100.2241,91.18285
2013-09,100.5293,100.424,99.75523,99.86443,4.181224,91.36445,100.1791,100.2018,91.58862
2013-10,100.6889,100.5668,99.45354,99.70373,3.674577,91.49224,100.162,100.1763,91.99496
2013-11,100.7097,100.7872,99.2664,99.60405,3.298171,91.72398,100.1426,100.1474,92.40184
2013-12,100.6324,100.9585,99.18783,99.56219,3.071874,92.0555,100.1209,100.1151,92.80927
2014-01,100.479,101.0373,99.214,99.57614,2.984975,92.48458,100.0979,100.0808,93.21726
2014-02,100.319,101.0517,99.31681,99.63091,3.009534,92.98615,100.0744,100.0459,93.62579
2014-03,100.2328,101.0384,99.45637,99.70524,3.132495,93.52367,100.0512,100.0113,94.03487
2014-04,100.2801,100.9908,99.59618,99.77971,3.357218,94.06312,100.0278,99.97644,94.4445
2014-05,100.3953,101.023,99.72322,99.84737,3.697514,94.59214,100.0035,99.94027,94.85468
2014-06,100.4924,101.096,99.82549,99.90185,4.140165,95.09915,99.97772,99.90192,95.2654
2014-07,100.5012,101.2094,99.90105,99.9421,4.655127,95.58202,99.95066,99.86163,95.67668
2014-08,100.4223,101.2829,99.95189,99.96918,5.165749,96.04227,99.92294,99.82034,96.0885
2014-09,100.2449,101.3087,99.98543,99.98704,5.606516,96.48681,99.89542,99.77937,96.50088
2014-10,99.95254,101.3071,100.0107,100.0005,5.937042,96.92417,99.86917,99.74028,96.91379
2014-11,99.62758,101.2697,100.0289,100.0102,6.139537,97.3554,99.84509,99.70441,97.32725
2014-12,99.37389,101.2248,100.0411,100.0167,6.220012,97.78136,99.82361,99.67243,97.74123
2015-01,99.27246,101.2319,100.0404,100.0163,6.174924,98.19543,99.80421,99.64355,98.15575
2015-02,99.26568,101.1597,99.99299,99.99107,5.998437,98.56387,99.78616,99.61666,98.57078
2015-03,99.28332,100.9558,99.86468,99.92272,5.69769,98.85236,99.7691,99.59126,98.98631
2015-04,99.27389,100.722,99.64869,99.80768,5.304943,99.05311,99.75357,99.56814,99.40232
2015-05,99.21159,100.6647,99.37895,99.664,4.870099,99.19888,99.74056,99.54877,99.81879
2015-06,99.0619,100.6227,99.0938,99.51212,4.446124,99.32738,99.731,99.53454,100.2357
2015-07,98.80005,100.5253,98.82788,99.37048,4.071121,99.47327,99.725,99.5256,100.653
2015-08,98.51688,100.3257,98.6127,99.25586,3.775768,99.66861,99.72225,99.52151,101.0708
2015-09,98.34193,99.99006,98.47246,99.18116,3.577408,99.93854,99.72214,99.52133,101.4888
2015-10,98.38786,99.90241,98.42773,99.15733,3.488052,100.3049,99.72356,99.52345,101.9072
2015-11,98.5867,100.0644,98.45732,99.1731,3.483999,100.7473,99.72549,99.52634,102.3258
2015-12,98.87294,100.3217,98.54562,99.22013,3.547724,101.2504,99.72747,99.52927,102.7447
2016-01,99.21379,100.5276,98.68185,99.29269,3.67471,101.8038,99.72987,99.53285,103.1637
2016-02,99.55196,100.574,98.82148,99.36707,3.85353,102.3621,99.73347,99.53821,103.5828
2016-03,99.81439,100.5682,98.93217,99.42603,4.085939,102.8914,99.73885,99.54623,104.002
