country,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
1990-02,,,,,,,99.79556,99.63067,29.67124
1990-03,,,,,,,99.77452,99.59933,29.86445
1990-04,,,,,,,99.74134,99.54993,30.05892
1990-05,,,,,,,99.68141,99.46069,30.25465
1990-06,,,,,,,99.58786,99.32139,30.45165
1990-07,,,,,,,99.4733,99.1508,30.64992
1990-08,,,,,,,99.36136,98.98411,30.84947
1990-09,,,,,,,99.27967,98.86247,31.05029
1990-10,,,,,,,99.2529,98.8226,31.25239
1990-11,,,,,,,99.29892,98.89113,31.45577
1990-12,,,,,,,99.42104,99.07297,31.66041
1991-01,,,,,,,99.59459,99.33141,31.8663
1991-02,,,,,,,99.78336,99.6125,32.07343
1991-03,,,,,,,99.95178,99.86329,32.28177
1991-04,,,,,,,100.0758,100.048,32.49132
1991-05,,,,,,,100.1408,100.1447,32.70205
1991-06,,,,,,,100.1419,100.1464,32.91393
1991-07,,,,,,,100.0889,100.0675,33.12696
1991-08,,,,,,,99.99625,99.9295,33.34112
1991-09,,,,,,,99.87687,99.75174,33.55639
1991-10,,,,,,,99.73929,99.54688,33.77273
1991-11,,,,,,,99.58961,99.324,33.99014
1991-12,,,,,,,99.43491,99.09364,34.20859
1992-01,,,,,,,99.28737,98.87393,34.42805
1992-02,,,,,,,99.16207,98.68736,34.6485
1992-03,,,,,,,99.07436,98.55676,34.8699
1992-04,,,,,,,99.03569,98.49916,35.09222
1992-05,,,,,,,99.05011,98.52064,35.31541
1992-06,,,,,,,99.10725,98.60573,35.53943
1992-07,,,,,,,99.17128,98.70107,35.76422
1992-08,,,,,,,99.2012,98.74563,35.98972
1992-09,,,,,,,99.17047,98.69987,36.21587
1992-10,,,,,,,99.08853,98.57785,36.4426
1992-11,,,,,,,98.9811,98.41788,36.66984
1992-12,,,,,,,98.87417,98.25864,36.89751
1993-01,,,,,,,98.78009,98.11856,37.12553
1993-02,,,,,,,98.70629,98.00867,37.3538
1993-03,,,,,,,98.66292,97.94408,37.58223
1993-04,,,,,,,98.66899,97.95313,37.81071
1993-05,,,,,,,98.74481,98.06603,38.03912
1993-06,,,,,,,98.90102,98.29863,38.26735
1993-07,,,,,,,99.12247,98.6284,38.49526
1993-08,,,,,,,99.38115,99.01357,38.72271
1993-09,,,,,,,99.64397,99.40493,38.94954
1993-10,,,,,,,99.87795,99.75335,39.17562
1993-11,,,,,,,100.0565,100.0192,39.40076
1993-12,,,,,,,100.1677,100.1848,39.62482
1994-01,,,102.4159,101.2816,,40.8103,100.2263,100.2721,39.84763
1994-02,,,102.511,101.3323,,41.07518,100.2535,100.3126,40.06903
1994-03,,,102.5423,101.3489,,41.3131,100.2595,100.3215,40.28885
1994-04,,,102.554,101.3552,,41.54145,100.2301,100.2777,40.50691
1994-05,,,102.5736,101.3656,,41.77111,100.1431,100.1481,40.72304
1994-06,,,102.6051,101.3824,,42.00352,99.98859,99.91809,40.93707
1994-07,,,102.6633,101.4134,,42.24476,99.79234,99.62586,41.14883
1994-08,,,102.7189,101.443,,42.48262,99.60046,99.34015,41.35814
1994-09,,,102.7253,101.4464,,42.69758,99.4679,99.14275,41.56482
1994-10,,,102.6758,101.42,,42.88631,99.44744,99.11229,41.76868
1994-11,,,102.5556,101.3561,,43.04214,99.57527,99.30264,41.96955
1994-12,,,102.3712,101.2578,,43.16708,99.84877,99.70989,42.16722
1995-01,,,102.1427,101.1361,6.025095,43.26916,100.2202,100.2629,42.3615
1995-02,,,101.8864,100.9996,5.550036,43.35487,100.6108,100.8447,42.55216
1995-03,,,101.6505,100.8739,5.158943,43.44442,100.9457,101.3433,42.73901
1995-04,,,101.4879,100.7873,4.860212,43.56046,101.1872,101.7029,42.92184
1995-05,,,101.4146,100.7483,4.642052,43.71014,101.3239,101.9064,43.10045
1995-06,,,101.4161,100.7491,4.485221,43.88747,101.3658,101.9689,43.27464
1995-07,,,101.4792,100.7827,4.360572,44.08687,101.3473,101.9413,43.44423
1995-08,,,101.6024,100.8483,4.296337,44.30782,101.3099,101.8856,43.60903
1995-09,,,101.7976,100.9523,4.351684,44.55564,101.291,101.8575,43.76887
1995-10,,,102.0724,101.0986,4.541159,44.83384,101.314,101.8917,43.92358
1995-11,,,102.4342,101.2914,4.887512,45.14583,101.3943,102.0113,44.07299
1995-12,,,102.8781,101.5278,5.380182,45.48955,101.5426,102.2321,44.21695
1996-01,,,103.3832,101.7968,5.978259,45.8559,101.7648,102.563,44.35529
1996-02,,,103.916,102.0807,6.631723,46.23005,102.0628,103.0068,44.48788
1996-03,,,104.4524,102.3664,7.265848,46.60102,102.4307,103.5546,44.61459
1996-04,,,104.9489,102.6308,7.77936,46.94918,102.8455,104.1722,44.73529
1996-05,,,105.3537,102.8464,8.10075,47.25099,103.2795,104.8185,44.84986
1996-06,,,105.6337,102.9956,8.210909,47.49103,103.7096,105.459,44.95822
1996-07,,,105.8263,103.0982,8.162849,47.68562,104.1261,106.0791,45.06028
1996-08,,,105.9875,103.184,8.016378,47.8597,104.5212,106.6674,45.15599
1996-09,,,106.1513,103.2713,7.79442,48.0285,104.8794,107.2009,45.24533
1996-10,,,106.3651,103.3852,7.538065,48.21345,105.1694,107.6327,45.32826
1996-11,,,106.6404,103.5318,7.252175,48.41989,105.3634,107.9216,45.40482
1996-12,,,106.9751,103.7101,6.940977,48.64697,105.463,108.0699,45.47506
1997-01,,,107.3609,103.9156,6.619019,48.89111,105.5062,108.1342,45.53904
1997-02,,,107.741,104.118,6.265368,49.12653,105.5555,108.2076,45.59687
1997-03,,,108.0103,104.2615,5.803095,49.30533,105.6657,108.3717,45.64872
1997-04,,,108.0818,104.2996,5.193941,49.3877,105.8515,108.6484,45.69472
1997-05,,,107.9275,104.2174,4.46495,49.36073,106.0967,109.0135,45.73509
1997-06,,,107.4851,103.9817,3.590055,49.19598,106.3572,109.4015,45.77004
1997-07,,,106.705,103.5662,2.485202,48.8707,106.5614,109.7055,45.79984
1997-08,,,105.6418,102.9999,1.150093,48.41013,106.6196,109.7922,45.82477
1997-09,,,104.3992,102.338,-0.3466863,47.86199,106.44,109.5247,45.84516
1997-10,,,103.0511,101.6199,-1.976278,47.26062,105.9562,108.8043,45.86136
1997-11,,,101.6263,100.8611,-3.717617,46.61982,105.1306,107.5749,45.87376
1997-12,,,100.1014,100.0488,-5.586502,45.9293,103.9787,105.8596,45.88279
1998-01,,,98.42771,99.15733,-7.616314,45.16741,102.5744,103.7686,45.88892
1998-02,,,96.61066,98.18948,-9.749063,44.33715,101.0371,101.4794,45.89261
1998-03,,,94.68027,97.16125,-11.86976,43.4529,99.49657,99.18546,45.89436
1998-04,,,92.76451,96.14083,-13.7964,42.57397,98.0718,97.06387,45.89468
1998-05,,,91.06811,95.23724,-15.32773,41.79485,96.85513,95.25217,45.89406
1998-06,,,89.86237,94.59501,-16.17096,41.24052,95.89109,93.81664,45.89298
1998-07,,,89.30276,94.29694,-16.14048,40.98274,95.17932,92.75677,45.8919
1998-08,,,89.37595,94.33592,-15.27441,41.01577,94.69157,92.03046,45.89128
1998-09,,,89.95054,94.64197,-13.75274,41.27966,94.40632,91.60571,45.89151
1998-10,,,90.82689,95.10876,-11.80148,41.68316,94.32622,91.48643,45.89298
1998-11,,,91.78772,95.62054,-9.637286,42.12693,94.45678,91.68085,45.89605
1998-12,,,92.69751,96.10514,-7.359527,42.54912,94.77027,92.14766,45.90104
1999-01,,,93.52402,96.54539,-4.941988,42.93524,95.19684,92.78285,45.90825
1999-02,,,94.34331,96.98177,-2.293029,43.32049,95.63754,93.43909,45.91793
1999-03,,,95.22917,97.45363,0.6585335,43.73906,96.01371,93.99923,45.93031
1999-04,,,96.20699,97.97446,3.82612,44.2029,96.28667,94.40569,45.94563
1999-05,,,97.23619,98.52267,6.935913,44.6937,96.46017,94.66405,45.96406
1999-06,,,98.1908,99.03113,9.488982,45.15382,96.55911,94.81137,45.9858
1999-07,,,98.96706,99.4446,11.10958,45.53575,96.61435,94.89362,46.01101
1999-08,,,99.54865,99.75439,11.7425,45.83205,96.65736,94.95767,46.03985
1999-09,,,100.0339,100.0128,11.64831,46.08804,96.71779,95.04765,46.07243
1999-10,,,100.5218,100.2727,11.19466,46.34945,96.82162,95.20227,46.10887
