country,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR
1964-07,,,102.3613,101.5473,4.617036,31.92469,101.6854,101.9515,31.18824
1964-08,,,102.4289,101.5916,4.264982,32.03433,101.7116,101.9849,31.2747
1964-09,,,102.3474,101.5382,3.791519,32.09701,101.7282,102.0062,31.36085
1964-10,,,102.0547,101.3464,3.196714,32.09283,101.7201,101.9959,31.4467
1964-11,,,101.5798,101.0353,2.562135,32.03038,101.6662,101.927,31.53223
1964-12,,,100.9973,100.6537,1.942601,31.93277,101.5534,101.7828,31.61746
1965-01,,,100.4354,100.2856,1.43941,31.84043,101.3935,101.5785,31.70239
1965-02,,,99.92823,99.95329,1.041785,31.76422,101.21,101.3439,31.78703
1965-03,,,99.45077,99.64047,0.6586901,31.69637,101.0279,101.1113,31.87142
1965-04,,,99.01823,99.35709,0.2403325,31.64182,100.8666,100.9051,31.95555
1965-05,,,98.71114,99.1559,-0.1331718,31.62653,100.7386,100.7415,32.03947
1965-06,,,98.55034,99.05055,-0.4347807,31.65752,100.6481,100.6259,32.1232
1965-07,,,98.51939,99.03027,-0.6101635,31.7299,100.5868,100.5476,32.20676
1965-08,,,98.61452,99.0926,-0.5978737,31.84281,100.5409,100.4889,32.29018
1965-09,,,98.83333,99.23596,-0.3153013,31.99581,100.4966,100.4323,32.3735
1965-10,,,99.16046,99.45028,0.2848723,32.18425,100.4437,100.3647,32.45674
1965-11,,,99.55107,99.70618,1.13482,32.39386,100.3763,100.2785,32.53994
1965-12,,,99.98221,99.98865,2.143781,32.61734,100.293,100.1721,32.62315
1966-01,,,100.3948,100.2589,3.125183,32.8355,100.1991,100.0522,32.70638
1966-02,,,100.7117,100.4666,3.963073,33.02306,100.1016,99.92745,32.78969
1966-03,,,100.8556,100.5608,4.599878,33.15436,100.0038,99.80248,32.8731
1966-04,,,100.7146,100.4685,4.899707,33.19218,99.90203,99.67248,32.95667
1966-05,,,100.1819,100.1195,4.660652,33.10053,99.78906,99.52811,33.04042
1966-06,,,99.28738,99.53342,3.887906,32.88834,99.65805,99.36069,33.12439
1966-07,,,98.15869,98.79397,2.733216,32.59715,99.50741,99.16817,33.20862
1966-08,,,96.98073,98.02222,1.397906,32.28794,99.34177,98.9565,33.29315
1966-09,,,96.02213,97.3942,0.1702381,32.05027,99.17434,98.74255,33.37801
1966-10,,,95.39687,96.98455,-0.8121431,31.92287,99.03027,98.55843,33.46323
1966-11,,,95.14198,96.81757,-1.465799,31.91903,98.93655,98.43867,33.54884
1966-12,,,95.24265,96.88351,-1.786145,32.03475,98.91048,98.40536,33.63488
1967-01,,,95.62498,97.134,-1.795202,32.24604,98.94445,98.44877,33.72136
1967-02,,,96.15952,97.48421,-1.553981,32.50989,99.0185,98.5434,33.80829
1967-03,,,96.81081,97.9109,-1.024498,32.8147,99.10825,98.65808,33.89569
1967-04,,,97.56303,98.40372,-0.1107891,33.15541,99.18982,98.76233,33.98358
1967-05,,,98.34447,98.91568,1.230631,33.50788,99.2453,98.83323,34.07195
1967-06,,,99.09146,99.40508,2.925388,33.85044,99.26865,98.86306,34.16081
1967-07,,,99.74344,99.83221,4.801471,34.16229,99.27332,98.86903,34.25016
1967-08,,,100.2997,100.1966,6.674272,34.44292,99.2843,98.88306,34.34001
1967-09,,,100.758,100.4969,8.240314,34.69132,99.33142,98.94328,34.43034
1967-10,,,101.0691,100.7007,9.295323,34.89021,99.44218,99.08482,34.52115
1967-11,,,101.1997,100.7863,9.739135,35.02767,99.63319,99.32892,34.61243
1967-12,,,101.1441,100.7499,9.572324,35.10122,99.89689,99.6659,34.70417
1968-01,,,100.9619,100.6305,8.94691,35.13106,100.1818,100.03,34.79635
1968-02,,,100.7016,100.46,8.070881,35.13372,100.4257,100.3417,34.88895
1968-03,,,100.4035,100.2646,7.034603,35.12308,100.5879,100.5489,34.98195
1968-04,,,100.1712,100.1125,5.971804,35.13538,100.6833,100.6708,35.07533
1968-05,,,100.1393,100.0916,5.103891,35.21808,100.7492,100.7551,35.16909
1968-06,,,100.2758,100.181,4.460882,35.36047,100.8157,100.8401,35.26321
1968-07,,,100.5709,100.3743,4.090078,35.55956,100.8781,100.9198,35.35769
1968-08,,,100.9363,100.6137,3.894899,35.78444,100.9139,100.9655,35.4525
1968-09,,,101.232,100.8074,3.730813,35.98558,100.8998,100.9475,35.54765
1968-10,,,101.3781,100.9031,3.565782,36.13432,100.8307,100.8592,35.64313
1968-11,,,101.3219,100.8664,3.379351,36.21138,100.7128,100.7086,35.73894
1968-12,,,101.0542,100.691,3.166916,36.21284,100.5611,100.5147,35.83508
1969-01,,,100.6354,100.4166,2.928391,36.15984,100.3992,100.3078,35.93155
1969-02,,,100.1637,100.1075,2.714198,36.08732,100.251,100.1184,36.02835
1969-03,,,99.68444,99.79356,2.529474,36.01151,100.132,99.96634,36.12551
1969-04,,,99.20509,99.47952,2.276016,35.93507,100.0404,99.84927,36.22301
1969-05,,,98.69349,99.14434,1.783881,35.84633,99.96535,99.7534,36.32087
1969-06,,,98.19048,98.81479,1.130064,35.76007,99.89333,99.66137,36.41908
1969-07,,,97.73685,98.51759,0.3702437,35.69121,99.81292,99.5586,36.51766
1969-08,,,97.35735,98.26896,-0.3786215,35.64895,99.71523,99.43375,36.6166
1969-09,,,97.02203,98.04928,-1.008912,35.62252,99.59479,99.27985,36.71591
1969-10,,,96.7663,97.88174,-1.40927,35.62508,99.4517,99.09698,36.81559
1969-11,,,96.64095,97.79961,-1.479539,35.67562,99.29375,98.89514,36.91563
1969-12,,,96.69273,97.83354,-1.162633,35.79182,99.14019,98.6989,37.01604
1970-01,,,96.88168,97.95733,-0.5543453,35.95938,99.02646,98.55357,37.11681
1970-02,,,97.11742,98.11178,0.1600707,36.14509,98.98844,98.50497,37.21792
1970-03,,,97.31938,98.24409,0.8538171,36.31898,99.04404,98.57603,37.31937
1970-04,,,97.4342,98.31931,1.463502,36.46098,99.16932,98.73612,37.42113
1970-05,,,97.44703,98.32772,2.005509,36.56523,99.3225,98.93188,37.52319
1970-06,,,97.38908,98.28975,2.469389,36.64313,99.46281,99.11118,37.6255
1970-07,,,97.27676,98.21616,2.82815,36.70061,99.56718,99.24457,37.72803
1970-08,,,97.146,98.1305,3.091606,36.75108,99.62368,99.31676,37.83077
1970-09,,,97.04737,98.06589,3.343646,36.81361,99.62727,99.32135,37.93365
1970-10,,,96.9929,98.0302,3.558655,36.89286,99.57902,99.25969,38.03666
1970-11,,,96.99613,98.03231,3.695659,36.99407,99.48684,99.14189,38.13974
1970-12,,,97.07604,98.08466,3.723813,37.12464,99.3699,98.99245,38.24285
1971-01,,,97.23675,98.18996,3.690188,37.28635,99.26605,98.85974,38.34595
1971-02,,,97.50606,98.36639,3.721137,37.4901,99.21591,98.79568,38.44899
1971-03,,,97.9277,98.64263,3.94844,37.75301,99.24638,98.83461,38.55192
1971-04,,,98.52583,99.0345,4.453718,38.08485,99.35033,98.96744,38.65469
1971-05,,,99.25497,99.51219,5.205015,38.46846,99.50257,99.16199,38.75721
1971-06,,,100.0842,100.0554,6.137623,38.89214,99.67033,99.37639,38.85944
1971-07,,,101.0027,100.6572,7.224248,39.35196,99.82019,99.56789,38.9613
1971-08,,,101.9241,101.2608,8.335056,39.8143,99.92426,99.70087,39.06271
1971-09,,,102.8102,101.8414,9.373045,40.26417,99.96779,99.75652,39.16361
1971-10,,,103.6306,102.3789,10.29082,40.68944,99.96006,99.74664,39.26391
1971-11,,,104.3713,102.8642,11.05629,41.08424,99.92393,99.70047,39.36355
1971-12,,,105.0341,103.2984,11.64828,41.44902,99.8892,99.65607,39.46244
1972-01,,,105.5845,103.659,12.02425,41.76976,99.88805,99.65461,39.56052
1972-02,,,106.0779,103.9823,12.21112,42.06805,99.94578,99.72838,39.65769
1972-03,,,106.5669,104.3027,12.21488,42.3645,100.0691,99.886,39.75388
1972-04,,,106.9874,104.5781,11.94329,42.63343,100.2305,100.0922,39.849
1972-05,,,107.2026,104.7191,11.3117,42.81989,100.3942,100.3015,39.94297
1972-06,,,107.1579,104.6898,10.30872,42.90143,100.5409,100.4889,40.0357
1972-07,,,106.947,104.5517,9.053662,42.91475,100.6906,100.6802,40.12711
1972-08,,,106.6866,104.3811,7.765957,42.90626,100.8849,100.9285,40.2171
1972-09,,,106.4491,104.2254,6.558654,42.90496,101.1686,101.2911,40.30561
1972-10,,,106.2857,104.1184,5.510208,42.93151,101.5685,101.8021,40.39255
1972-11,,,106.1409,104.0235,4.574312,42.96356,102.0896,102.4681,40.47785
1972-12,,,105.96,103.905,3.690984,42.9789,102.7028,103.2516,40.56144
1973-01,,,105.7079,103.7399,2.85698,42.96312,103.3228,104.044,40.64323
1973-02,,,105.4382,103.5632,2.067502,42.93781,103.8456,104.7121,40.72319
1973-03,,,105.1722,103.3889,1.291316,42.91156,104.1867,105.148,40.80125
1973-04,,,104.8972,103.2087,0.5765496,42.87924,104.3277,105.3282,40.87738
1973-05,,,104.5867,103.0053,0.02339607,42.82991,104.2848,105.2733,40.95158
1973-06,,,104.1988,102.7512,-0.3613971,42.74638,104.09,105.0244,41.02386
1973-07,,,103.6508,102.3921,-0.7463078,42.59447,103.7859,104.6357,41.09422
1973-08,,,102.8827,101.8889,-1.298033,42.34932,103.4096,104.1549,41.16271
1973-09,,,101.8811,101.2327,-2.097709,42.00494,102.9859,103.6134,41.22938
1973-10,,,100.7314,100.4795,-3.11008,41.59631,102.5257,103.0254,41.29429
1973-11,,,99.4804,99.65988,-4.238326,41.14262,102.039,102.4033,41.35752
1973-12,,,98.22363,98.83651,-5.341009,40.6834,101.5496,101.7779,41.41915
1974-01,,97.21952,97.13543,98.12357,-6.219373,40.29108,101.1124,101.2192,41.47928
1974-02,,97.27276,96.35948,97.61521,-6.78191,40.02581,100.7872,100.8036,41.53801
1974-03,,97.36893,95.81514,97.25858,-7.123543,39.85473,100.6093,100.5763,41.59544
1974-04,,97.5407,95.42522,97.00313,-7.306612,39.74622,100.5534,100.5049,41.65169
1974-05,,97.71423,95.14118,96.81704,-7.353539,39.6804,100.5659,100.5208,41.70686
1974-06,,97.81757,94.87081,96.63991,-7.316032,39.61904,100.5868,100.5476,41.76105
1974-07,,97.88726,94.54133,96.42405,-7.190149,39.53186,100.5687,100.5244,41.81437
1974-08,,97.96497,94.20352,96.20273,-6.869484,39.44014,100.4787,100.4094,41.86695
1974-09,,98.02779,93.90478,96.00701,-6.287566,39.36385,100.3052,100.1876,41.9189
1974-10,,97.91059,93.64765,95.83855,-5.510275,39.30423,100.0683,99.88494,41.97034
1974-11,,97.52324,93.51138,95.74928,-4.491315,39.29478,99.79775,99.53922,42.02139
1974-12,,96.96783,93.57648,95.79192,-3.229174,39.36966,99.51508,99.17799,42.07217
1975-01,,96.36582,93.88704,95.99538,-1.844604,39.54787,99.21879,98.79935,42.12282
1975-02,,95.57305,94.38951,96.32458,-0.5459203,39.8073,98.89932,98.39109,42.17344
1975-03,,94.78176,94.99999,96.72454,0.6478622,40.11294,98.55478,97.95079,42.22415
1975-04,,94.19286,95.64812,97.14916,1.733711,40.4353,98.20796,97.50759,42.27506
1975-05,,93.96689,96.28963,97.56945,2.710229,40.75583,97.89368,97.10595,42.32629
1975-06,,94.25266,96.86633,97.94727,3.611639,41.04994,97.6465,96.79008,42.37792
1975-07,,94.85298,97.34641,98.2618,4.483154,41.30414,97.48661,96.58575,42.43006
1975-08,,95.49914,97.76881,98.53854,5.311234,41.5349,97.42493,96.50693,42.48277
1975-09,,96.09093,98.20675,98.82545,6.12111,41.77335,97.46179,96.55405,42.53613
1975-10,,96.61076,98.62505,99.0995,6.870438,42.00461,97.57835,96.70299,42.5902
1975-11,,97.09208,99.10783,99.4158,7.557665,42.26455,97.74753,96.91919,42.64501
1975-12,,97.65981,99.64323,99.76656,8.073747,42.54826,97.9392,97.16413,42.7006
1976-01,,98.32912,100.1875,100.1231,8.317241,42.83716,98.12141,97.39698,42.757
1976-02,,98.99797,100.6562,100.4302,8.259502,43.09518,98.26947,97.58619,42.81422
1976-03,,99.61813,101.0009,100.656,7.948619,43.30136,98.37576,97.72202,42.87227
1976-04,,100.0866,101.1704,100.7671,7.415038,43.43359,98.46175,97.83191,42.93114
1976-05,,100.1856,101.117,100.7321,6.662181,43.47105,98.56071,97.95837,42.99084
1976-06,,99.67457,100.8595,100.5634,5.776956,43.42138,98.70158,98.13839,43.05136
1976-07,,98.75118,100.4888,100.3206,4.888799,43.32342,98.89188,98.38158,43.11266
1976-08,,97.7221,100.0615,100.0406,4.011974,43.20127,99.12299,98.67691,43.17473
1976-09,,96.80589,99.66196,99.77884,3.155165,43.09137,99.37167,98.99471,43.23753
1976-10,,96.32168,99.4047,99.61029,2.472696,43.04325,99.59844,99.28451,43.30102
1976-11,,96.48497,99.31649,99.55251,1.902799,43.06876,99.76061,99.49176,43.36516
1976-12,,97.05145,99.36327,99.58315,1.422173,43.15337,99.827,99.57659,43.4299
1977-01,,97.71389,99.55441,99.70837,1.083716,43.30139,99.79719,99.5385,43.4952
1977-02,,98.09602,99.9016,99.93584,0.9814732,43.51815,99.68895,99.40018,43.56102
1977-03,100.9325,98.21045,100.3327,100.2182,1.087875,43.77243,99.53212,99.19976,43.6273
1977-04,100.5864,98.35675,100.836,100.548,1.440576,44.05929,99.36795,98.98996,43.69399
1977-05,100.3929,98.72686,101.3739,100.9004,2.05022,44.3623,99.23837,98.82437,43.76105
1977-06,100.2905,99.5389,101.9031,101.2471,2.858383,44.66253,99.17603,98.7447,43.82843
1977-07,100.3163,100.6671,102.4216,101.5868,3.775419,44.95906,99.19194,98.76504,43.89606
1977-08,100.4719,101.9501,102.8437,101.8633,4.659107,45.21407,99.28427,98.88303,43.96387
1977-09,100.6383,103.1836,103.1702,102.0773,5.421765,45.42768,99.44113,99.08348,44.03179
1977-10,100.7771,104.2375,103.3662,102.2057,5.903345,45.58424,99.6377,99.33468,44.09975
1977-11,100.8225,104.943,103.4133,102.2366,6.05196,45.67526,99.84772,99.60307,44.16767
1977-12,100.6015,105.4395,103.3671,102.2063,5.95907,45.72491,100.0521,99.8642,44.23546
1978-01,100.3231,105.7491,103.2758,102.1465,5.664821,45.75434,100.2465,100.1127,44.30305
1978-02,100.0278,105.8403,103.1562,102.0681,5.176274,45.77077,100.4352,100.3538,44.37034
1978-03,99.80675,105.8788,103.0533,102.0007,4.618532,45.79407,100.6243,100.5955,44.43726
1978-04,99.80017,105.8561,102.988,101.9579,4.026881,45.8335,100.8167,100.8414,44.50372
1978-05,100.0026,105.831,102.9862,101.9567,3.467485,45.90056,101.0119,101.0908,44.56964
1978-06,100.3893,105.6721,103.069,102.011,3.005342,46.00479,101.2052,101.3378,44.63494
1978-07,100.8325,105.3637,103.1592,102.0701,2.563797,46.11172,101.3872,101.5704,44.69955
1978-08,101.1916,104.8837,103.1972,102.0949,2.168528,46.19455,101.5482,101.7762,44.76339
1978-09,101.4036,104.2323,103.1379,102.0561,1.772709,46.23299,101.6822,101.9474,44.82639
1978-10,101.5396,103.3517,102.954,101.9356,1.382603,46.21449,101.7935,102.0896,44.88849
1978-11,101.5342,102.2174,102.7459,101.7993,1.113621,46.18391,101.8964,102.2211,44.94965
1978-12,101.2275,101.1583,102.6318,101.7245,1.026678,46.19436,102.0164,102.3745,45.0098
1979-01,101.083,100.5905,102.648,101.7352,1.110316,46.26236,102.1926,102.5996,45.06892
1979-02,101.3668,100.956,102.7843,101.8244,1.338518,46.38342,102.4539,102.9336,45.12697
1979-03,101.7573,101.8897,102.9697,101.9459,1.597727,46.52573,102.793,103.3669,45.18392
1979-04,101.952,102.9747,103.0221,101.9802,1.687478,46.60693,103.1313,103.7993,45.23976
1979-05,101.7536,103.6487,102.7781,101.8204,1.42102,46.55282,103.3713,104.1059,45.29448
1979-06,101.2311,103.5198,102.2252,101.4581,0.7659109,46.35714,103.4486,104.2047,45.34808
1979-07,100.6209,102.813,101.5483,101.0146,-0.01779795,46.10351,103.3922,104.1326,45.40059
1979-08,100.1363,101.9385,100.9274,100.6079,-0.6948321,45.87357,103.2681,103.974,45.45205
1979-09,99.74536,101.0787,100.4413,100.2894,-1.145649,45.70332,103.1321,103.8002,45.5025
1979-10,99.29954,100.2215,100.0482,100.0319,-1.385932,45.57399,102.9876,103.6156,45.55203
1979-11,98.68728,99.46053,99.66771,99.7826,-1.590894,45.44917,102.8095,103.388,45.6007
1979-12,98.10176,98.73138,99.2875,99.53351,-1.88551,45.32336,102.5683,103.0797,45.64861
1980-01,97.6427,98.01266,98.90282,99.28148,-2.308295,45.19448,102.2567,102.6816,45.69585
1980-02,97.18909,97.21458,98.50582,99.02139,-2.855236,45.05907,101.8826,102.2035,45.74254
1980-03,96.56684,96.6177,98.06944,98.73549,-3.483893,44.90483,101.466,101.6711,45.78881
1980-04,95.68463,96.55043,97.595,98.42467,-4.021881,44.73246,101.0418,101.129,45.83479
1980-05,94.61345,96.58537,97.18891,98.15862,-4.214476,44.59086,100.6449,100.6219,45.88061
1980-06,93.58707,96.44686,96.85847,97.94212,-4.041484,44.48363,100.2973,100.1776,45.92642
1980-07,92.80775,96.25626,96.59978,97.77264,-3.674998,44.40921,99.99249,99.78807,45.97236
1980-08,92.40379,96.39027,96.4416,97.66901,-3.253519,44.38107,99.71387,99.43203,46.01859
1980-09,92.43449,96.55107,96.44144,97.66891,-2.794843,44.42598,99.44877,99.09325,46.06524
1980-10,92.76273,96.7528,96.57542,97.75668,-2.283517,44.5333,99.20069,98.77622,46.11246
1980-11,93.00755,96.60051,96.85358,97.93893,-1.630796,44.70799,98.98221,98.49702,46.16039
1980-12,93.39855,96.48901,97.25303,98.20062,-0.8462424,44.93982,98.80663,98.27263,46.20917
1981-01,93.93151,96.63473,97.74849,98.52522,0.05071834,45.21741,98.67767,98.10783,46.25893
1981-02,94.30344,96.62693,98.26853,98.86593,0.9962434,45.50797,98.59535,98.00265,46.3098
1981-03,94.66421,96.4025,98.75723,99.1861,1.961736,45.78574,98.55837,97.95538,46.36191
1981-04,95.10452,96.2537,99.11871,99.42292,2.847718,46.00631,98.5629,97.96117,46.41537
1981-05,95.58371,96.49243,99.27839,99.52753,3.462784,46.13494,98.60326,98.01275,46.47028
1981-06,96.03314,96.47849,99.24166,99.50348,3.799817,46.17392,98.6693,98.09715,46.52675
1981-07,96.45082,96.34171,99.09092,99.40472,3.94553,46.16138,98.74114,98.18895,46.58488
1981-08,96.80739,96.43563,98.87819,99.26535,3.921531,46.12148,98.79767,98.26118,46.64475
1981-09,97.10128,96.63398,98.688,99.14075,3.753817,46.09365,98.82452,98.29549,46.70644
1981-10,97.24256,96.51679,98.53506,99.04055,3.484098,46.08488,98.82294,98.29349,46.77003
1981-11,97.27715,96.57274,98.42047,98.96547,3.104221,46.09583,98.80283,98.26778,46.83561
1981-12,97.18337,96.63551,98.33603,98.91015,2.632308,46.12277,98.77756,98.23549,46.90322
1982-01,97.06911,96.94846,98.32483,98.90282,2.142252,46.18608,98.75992,98.21294,46.97295
1982-02,97.05759,97.26135,98.41683,98.96309,1.740531,46.30005,98.75925,98.2121,47.04485
