country,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
1960-02,,,,,,,99.12328,98.74993,26.53889
1960-03,,,,,,,99.10644,98.72887,26.66348
1960-04,,,,,,,99.08501,98.7021,26.78864
1960-05,,,,,,,99.05219,98.66106,26.91438
1960-06,,,,,,,99.00139,98.59756,27.04069
1960-07,,,,,,,98.92956,98.50779,27.16757
1960-08,,,,,,,98.84191,98.39823,27.29501
1960-09,,,,,,,98.75801,98.29336,27.42299
1960-10,,,,,,,98.71887,98.24444,27.55149
1960-11,,,,,,,98.7681,98.30596,27.68049
1960-12,,,,,,,98.93002,98.50836,27.80997
1961-01,,,,,,,99.18134,98.8225,27.93991
1961-02,,,,,,,99.47969,99.19542,28.07025
1961-03,,,,,,,99.78526,99.57737,28.20097
1961-04,,,,,,,100.0789,99.94445,28.33202
1961-05,,,,,,,100.3543,100.2886,28.46336
1961-06,,,,,,,100.61,100.6083,28.59495
1961-07,,,,,,,100.8436,100.9002,28.72675
1961-08,,,,,,,101.0508,101.1592,28.85871
1961-09,,,,,,,101.2268,101.3792,28.9908
1961-10,,,,,,,101.369,101.557,29.12297
1961-11,,,,,,,101.4748,101.6892,29.25519
1961-12,,,103.2415,102.2165,,30.34003,101.5417,101.7728,29.38743
1962-01,,,102.8799,101.9693,,30.36979,101.5698,101.8079,29.51965
1962-02,103.1699,,102.5237,101.7259,,30.40016,101.5597,101.7953,29.65183
1962-03,102.8046,,102.1959,101.5018,,30.43798,101.5126,101.7365,29.78395
1962-04,102.7151,,101.951,101.3344,,30.49965,101.4335,101.6376,29.91598
1962-05,102.677,,101.7888,101.2235,,30.5854,101.3294,101.5075,30.0479
1962-06,102.6264,,101.6863,101.1535,,30.68863,101.2102,101.3585,30.17972
1962-07,102.5936,,101.6241,101.111,,30.8037,101.0909,101.2093,30.31141
1962-08,102.5469,,101.5736,101.0765,,30.92204,100.9864,101.0788,30.44298
1962-09,102.5294,,101.5411,101.0542,,31.04559,100.9066,100.979,30.57441
1962-10,102.4462,,101.4915,101.0204,,31.16371,100.8499,100.9081,30.70572
1962-11,102.3924,,101.4224,100.9731,,31.27551,100.8133,100.8624,30.83689
1962-12,102.3213,,101.3557,100.9275,3.453313,31.38777,100.8005,100.8463,30.96794
1963-01,102.3581,,101.3357,100.9138,3.768415,31.51425,100.828,100.8807,31.09887
1963-02,102.4548,,101.3745,100.9403,4.140659,31.65893,100.9148,100.9892,31.22968
1963-03,102.5094,,101.4871,101.0173,4.562655,31.82676,101.0686,101.1814,31.36039
1963-04,102.5296,,101.6488,101.1279,4.952853,32.01025,101.2678,101.4305,31.49102
1963-05,102.4732,,101.8129,101.24,5.26215,32.19485,101.4792,101.6946,31.62157
1963-06,102.2285,,101.9203,101.3134,5.45206,32.36179,101.6711,101.9345,31.75206
1963-07,101.982,,101.9555,101.3375,5.526177,32.50597,101.8268,102.1291,31.88252
1963-08,101.7356,,101.902,101.3009,5.497157,32.62187,101.9386,102.269,32.01298
1963-09,101.449,,101.7074,101.1679,5.304093,32.69227,102.0047,102.3515,32.14346
1963-10,101.0787,,101.3683,100.9361,4.979872,32.71562,102.0285,102.3813,32.27402
1963-11,100.5528,,100.8944,100.6122,4.537124,32.69452,102.0104,102.3587,32.40469
1963-12,99.8821,,100.2824,100.1939,3.949512,32.62743,101.9424,102.2737,32.53554
1964-01,98.90609,,99.54373,99.68897,3.183703,32.51757,101.8054,102.1025,32.66661
1964-02,97.80859,,98.73544,99.13649,2.287854,32.38324,101.5797,101.8203,32.79799
1964-03,97.05465,,97.90727,98.57041,1.300276,32.2406,101.2599,101.4206,32.92973
1964-04,96.41171,,97.10221,98.02013,0.2924164,32.10385,100.8644,100.9262,33.06192
1964-05,95.91077,,96.36957,97.51935,-0.6377329,31.98953,100.4262,100.3784,33.19464
1964-06,95.65914,,95.74968,97.09564,-1.391625,31.91144,99.97803,99.81832,33.32798
1964-07,95.45815,,95.21827,96.73241,-1.981161,31.86197,99.5414,99.27255,33.46204
1964-08,95.31494,,94.81385,96.45597,-2.352285,31.85451,99.13221,98.76109,33.59689
1964-09,95.22758,,94.5223,96.25669,-2.469696,31.88487,98.7663,98.30373,33.73265
1964-10,95.06815,,94.33459,96.12839,-2.338572,31.95054,98.46272,97.92427,33.86938
1964-11,94.82581,,94.24953,96.07024,-1.96641,32.05161,98.23935,97.64507,34.00718
1964-12,94.71494,,94.31136,96.11251,-1.298745,32.20369,98.10428,97.47623,34.14613
1965-01,95.10583,,94.5396,96.26852,-0.3180578,32.41414,98.05656,97.4166,34.28631
1965-02,95.85688,,94.91156,96.52276,0.903903,32.67595,98.0832,97.44988,34.42779
1965-03,96.54662,,95.32913,96.80818,2.218562,32.95588,98.16452,97.55153,34.57062
1965-04,96.96883,,95.71836,97.07423,3.503188,33.22851,98.274,97.68837,34.71487
1965-05,97.2216,,96.05232,97.30251,4.673052,33.48442,98.38621,97.82863,34.8606
1965-06,97.54521,,96.34862,97.50503,5.697455,33.72958,98.48243,97.9489,35.00785
1965-07,97.86222,,96.6241,97.69333,6.615488,33.9698,98.55592,98.04075,35.15665
1965-08,98.12828,,96.90295,97.88393,7.405787,34.21358,98.60621,98.10362,35.30706
1965-09,98.32665,,97.20952,98.09348,8.106508,34.46962,98.6349,98.13947,35.4591
1965-10,98.56507,,97.56998,98.33987,8.753755,34.74741,98.64264,98.14915,35.61281
1965-11,98.92877,,97.97772,98.61857,9.338893,35.04488,98.63108,98.1347,35.76821
1965-12,99.34646,,98.40403,98.90997,9.776132,35.35196,98.6059,98.10323,35.92532
1966-01,99.84959,,98.82179,99.19552,10.01064,35.659,98.58097,98.07207,36.08415
1966-02,100.3105,,99.19786,99.45257,10.03195,35.95399,98.5736,98.06285,36.24472
1966-03,100.7181,,99.51381,99.66853,9.934948,36.23002,98.59954,98.09528,36.40703
1966-04,100.9239,,99.75917,99.83624,9.794312,36.48301,98.66658,98.17908,36.57109
1966-05,100.9624,,99.94003,99.95985,9.647559,36.71485,98.7742,98.3136,36.73688
1966-06,100.8959,,100.0727,100.0506,9.492161,36.93124,98.90993,98.48326,36.9044
1966-07,100.828,,100.1771,100.1219,9.330256,37.13927,99.04247,98.64891,37.07363
1966-08,100.9184,,100.2614,100.1795,9.143494,37.3419,99.13898,98.76956,37.24454
1966-09,101.0348,,100.322,100.221,8.900567,37.53762,99.18252,98.82397,37.41712
1966-10,101.1303,,100.3322,100.2279,8.543903,37.7162,99.19123,98.83486,37.59132
1966-11,101.2308,,100.2949,100.2024,8.08572,37.87851,99.19817,98.84354,37.76713
1966-12,101.2356,,100.226,100.1553,7.576133,38.03027,99.23328,98.88741,37.9445
1967-01,101.0237,,100.1201,100.083,7.039451,38.1692,99.3054,98.97758,38.1234
1967-02,100.7606,,99.98539,99.99086,6.519995,38.29818,99.4109,99.10943,38.30378
1967-03,100.4873,,99.8382,99.89025,6.053794,38.42331,99.53898,99.26952,38.48559
1967-04,100.3833,,99.69584,99.79295,5.668778,38.55116,99.67451,99.43893,38.66877
1967-05,100.4169,,99.55631,99.69758,5.354889,38.68089,99.80245,99.59885,38.85327
1967-06,100.398,,99.41137,99.5985,5.085112,38.80923,99.91158,99.73524,39.03903
1967-07,100.3068,,99.26102,99.49574,4.838151,38.93612,99.99833,99.84369,39.22599
1967-08,100.1062,,99.1126,99.39429,4.612567,39.06432,100.0611,99.92217,39.41409
1967-09,99.98851,,98.98462,99.30681,4.431574,39.20112,100.0959,99.96566,39.60324
1967-10,99.95308,,98.86506,99.22509,4.310026,39.34178,100.0934,99.96247,39.79341
1967-11,100.0282,,98.74406,99.14239,4.234117,39.48233,100.0466,99.90398,39.9845
1967-12,100.0994,,98.62833,99.06328,4.194308,39.62538,99.96118,99.79726,40.17646
1968-01,100.0947,,98.54176,99.0041,4.221548,39.78053,99.86844,99.68134,40.36922
1968-02,100.0686,,98.51537,98.98607,4.340422,39.96049,99.80824,99.60609,40.56269
1968-03,100.1031,,98.5667,99.02116,4.552784,40.17265,99.81313,99.61221,40.75681
1968-04,100.2291,,98.69966,99.11204,4.845092,40.41899,99.89008,99.70839,40.9515
1968-05,100.3916,,98.90452,99.25205,5.20939,40.69592,100.0327,99.88666,41.14668
1968-06,100.6873,,99.17596,99.43759,5.649036,41.00158,100.2279,100.1306,41.34226
