country,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA
1968-07,101.1501,,99.50822,99.6647,6.158192,41.33388,100.4576,100.4177,41.53816
1968-08,101.6628,,99.87296,99.91402,6.699062,41.68127,100.7031,100.7246,41.73429
1968-09,102.013,,100.2328,100.16,7.211677,42.02818,100.9472,101.0298,41.93055
1968-10,102.2108,,100.5879,100.4027,7.708765,42.37454,101.1746,101.3139,42.12687
1968-11,102.2426,,100.9344,100.6395,8.196786,42.71861,101.372,101.5607,42.32316
1968-12,102.3406,,101.2239,100.8374,8.616553,43.03972,101.5301,101.7583,42.51933
1969-01,102.6913,,101.478,101.0111,8.964484,43.34665,101.6466,101.904,42.71531
1969-02,103.1299,,101.6932,101.1582,9.201806,43.63757,101.7185,101.9938,42.91101
1969-03,103.62,,101.8617,101.2734,9.300467,43.90889,101.7369,102.0169,43.10638
1969-04,103.9191,,101.9741,101.3502,9.246054,44.15615,101.6858,101.9529,43.30135
1969-05,104.0749,,102.0145,101.3778,9.033234,44.37208,101.5486,101.7814,43.49586
1969-06,104.0214,,101.9722,101.3489,8.65805,44.55152,101.3213,101.4973,43.68985
1969-07,103.8908,,101.8598,101.2721,8.142307,44.69941,101.0157,101.1154,43.88328
1969-08,103.8595,,101.7083,101.1685,7.552086,44.82907,100.6688,100.6817,44.0761
1969-09,103.8632,,101.5482,101.0591,6.960765,44.95367,100.3424,100.2737,44.26828
1969-10,103.8878,,101.395,100.9544,6.384622,45.08,100.1272,100.0047,44.45979
1969-11,103.9149,,101.2692,100.8684,5.849229,45.21732,100.1022,99.97353,44.65059
1969-12,103.7408,,101.1437,100.7826,5.375932,45.3535,100.2881,100.2058,44.84065
1970-01,103.3656,,100.9993,100.6839,4.921365,45.4799,100.6285,100.6313,45.02993
1970-02,102.9074,,100.8314,100.5692,4.484105,45.59433,101.0213,101.1224,45.21837
1970-03,102.3028,,100.6463,100.4426,4.077745,45.69938,101.3804,101.5712,45.40594
1970-04,101.7136,,100.4484,100.3073,3.716091,45.79704,101.6632,101.9247,45.59261
1970-05,101.1971,,100.2452,100.1685,3.42225,45.89061,101.8669,102.1793,45.77834
1970-06,100.8276,,100.0506,100.0355,3.220682,45.98639,101.9993,102.3447,45.96311
1970-07,100.5391,,99.82509,99.88129,3.057722,46.0662,102.054,102.4132,46.14692
1970-08,100.1312,,99.54641,99.69081,2.878769,46.1196,102.0169,102.3668,46.32974
1970-09,99.60955,,99.21964,99.46745,2.658235,46.14864,101.8773,102.1923,46.5116
1970-10,99.07485,,98.85796,99.22024,2.394061,46.15924,101.6464,101.9037,46.69249
1970-11,98.77718,,98.49763,98.97394,2.102996,46.16824,101.3461,101.5284,46.87243
1970-12,98.45602,,98.15485,98.73964,1.829614,46.1833,101.0048,101.1017,47.05147
1971-01,98.00092,,97.85801,98.53674,1.622852,46.21797,100.6581,100.6684,47.22963
1971-02,97.46107,,97.60945,98.36684,1.489941,46.27365,100.3413,100.2724,47.40694
1971-03,97.03313,,97.4369,98.2489,1.453996,46.36385,100.0819,99.94812,47.58346
1971-04,96.9781,,97.3694,98.20276,1.541219,46.50287,99.89098,99.70951,47.75923
1971-05,97.01019,,97.39798,98.2223,1.735472,46.68702,99.76926,99.55737,47.93428
1971-06,96.87071,,97.46664,98.26923,1.964751,46.8899,99.70745,99.48011,48.10867
1971-07,96.71172,,97.59167,98.35468,2.286772,47.11963,99.68224,99.4486,48.28243
1971-08,96.56115,,97.77236,98.4782,2.724633,47.37619,99.66775,99.43048,48.4556
1971-09,96.79326,,98.01981,98.64733,3.286456,47.66529,99.6443,99.40117,48.62823
1971-10,97.29327,,98.33511,98.86285,3.961569,47.98787,99.6066,99.35405,48.80034
1971-11,97.74395,,98.65796,99.08353,4.649337,48.31475,99.55581,99.29056,48.97198
1971-12,98.1115,,98.97906,99.30301,5.322601,48.64145,99.49279,99.21179,49.14317
1972-01,98.29934,,99.27924,99.50819,5.929635,48.95853,99.41244,99.11136,49.31396
1972-02,98.50787,,99.55883,99.6993,6.466779,49.26607,99.30926,98.98238,49.48438
1972-03,98.68377,,99.84146,99.89249,6.927545,49.57573,99.18425,98.82613,49.65445
1972-04,98.83011,,100.1353,100.0934,7.287181,49.89162,99.05337,98.66254,49.82419
1972-05,99.03761,,100.438,100.3003,7.551587,50.21264,98.93605,98.5159,49.99364
1972-06,99.38976,,100.7697,100.5269,7.803357,50.54889,98.84444,98.40138,50.1628
1972-07,99.80663,,101.1286,100.7723,8.022317,50.89972,98.7718,98.31059,50.33168
1972-08,100.3673,,101.5,101.0261,8.193149,51.25779,98.70546,98.22768,50.5003
1972-09,100.9972,,101.8781,101.2846,8.297306,51.62023,98.63824,98.14365,50.66864
1972-10,101.5305,,102.2587,101.5447,8.329361,51.98495,98.57933,98.07001,50.83671
1972-11,101.8078,,102.6374,101.8036,8.351273,52.34965,98.54926,98.03242,51.00448
1972-12,102.0772,,103.0236,102.0676,8.383252,52.71918,98.57439,98.06384,51.17193
1973-01,102.51,100.8452,103.4294,102.3449,8.458446,53.09966,98.67952,98.19525,51.33904
1973-02,103.0354,100.5353,103.8061,102.6024,8.525207,53.46611,98.88476,98.45178,51.50576
1973-03,103.4265,100.1221,104.1753,102.8548,8.580415,53.82953,99.1965,98.84145,51.67206
1973-04,103.7612,99.70869,104.5414,103.105,8.619517,54.19204,99.60555,99.35274,51.83787
1973-05,104.0304,99.45522,104.9115,103.358,8.652498,54.55728,100.0879,99.95564,52.00314
1973-06,104.1155,99.4291,105.258,103.5948,8.629035,54.91077,100.6126,100.6115,52.16781
1973-07,103.9862,99.57722,105.536,103.7849,8.505353,55.22891,101.1446,101.2765,52.3318
1973-08,103.927,99.752,105.7079,103.9024,8.259515,55.49143,101.6491,101.9071,52.49506
1973-09,103.7831,99.84473,105.6796,103.883,7.803179,55.64825,102.0962,102.4658,52.65752
1973-10,103.487,99.61076,105.4476,103.7244,7.139729,55.69654,102.4667,102.929,52.81915
1973-11,103.3584,98.85824,105.0528,103.4546,6.317503,55.65684,102.7506,103.2839,52.97989
1973-12,103.2053,97.96347,104.5516,103.112,5.385535,55.5584,102.9496,103.5326,53.13972
1974-01,102.8688,97.21631,103.9803,102.7215,4.369953,55.42009,103.0728,103.6866,53.29862
1974-02,102.3758,96.87061,103.3619,102.2988,3.343485,55.25373,103.1341,103.7632,53.45659
1974-03,101.8085,96.76566,102.6994,101.846,2.287559,55.06091,103.1415,103.7725,53.61365
1974-04,101.1741,96.67189,101.9764,101.3517,1.181846,54.8325,103.0912,103.7097,53.76982
1974-05,100.454,96.39581,101.1602,100.7939,-0.01186677,54.55081,102.9682,103.5558,53.92514
1974-06,99.61423,95.87376,100.253,100.1738,-1.264392,54.21648,102.7516,103.2851,54.07968
1974-07,98.70345,95.16659,99.25258,99.48997,-2.536292,53.82815,102.4256,102.8777,54.2335
1974-08,97.60175,94.41885,98.18534,98.76048,-3.769361,53.39976,101.9813,102.3223,54.38669
1974-09,96.30872,93.72165,97.14639,98.05032,-4.789425,52.98302,101.4263,101.6286,54.53936
1974-10,95.16183,93.29748,96.25487,97.44095,-5.48184,52.64334,100.7905,100.8339,54.69161
1974-11,94.31178,93.3532,95.6071,96.99818,-5.78992,52.43435,100.1197,99.99542,54.84357
1974-12,93.93485,93.65984,95.25282,96.75603,-5.712453,52.38465,99.46359,99.1753,54.99538
1975-01,93.94118,94.05981,95.16815,96.69815,-5.300556,52.48251,98.86666,98.42917,55.14714
1975-02,94.09158,94.44161,95.28977,96.78128,-4.632166,52.69429,98.36682,97.8044,55.299
1975-03,94.19845,94.90279,95.5518,96.96038,-3.771122,52.9845,97.98997,97.33336,55.45107
1975-04,94.23537,95.36813,95.90598,97.20248,-2.745553,53.32705,97.73814,97.01859,55.60347
1975-05,94.23032,95.69132,96.32539,97.48915,-1.545989,53.70746,97.60069,96.84678,55.75629
1975-06,94.28014,95.75252,96.77909,97.79927,-0.1985847,54.10882,97.55622,96.79119,55.90961
1975-07,94.60694,95.69797,97.25339,98.12347,1.29214,54.52368,97.58517,96.82738,56.06353
1975-08,95.24825,95.59744,97.75349,98.4653,2.912728,54.95515,97.66466,96.92673,56.21809
1975-09,95.99024,95.49873,98.25772,98.80995,4.545142,55.39117,97.77711,97.06728,56.37335
1975-10,96.66104,95.52818,98.72604,99.13007,6.013762,55.80919,97.91522,97.23993,56.52935
1975-11,97.16753,95.70803,99.12202,99.40073,7.159528,56.1884,98.07937,97.44509,56.6861
1975-12,97.75911,95.92687,99.41841,99.60332,7.880883,56.51302,98.27295,97.68707,56.84362
1976-01,98.36545,96.04129,99.57861,99.71282,8.153584,56.76172,98.4959,97.96573,57.00192
1976-02,98.93945,95.93845,99.64313,99.75692,8.089499,56.95699,98.74795,98.28078,57.16098
1976-03,99.31822,95.70308,99.6535,99.76401,7.809249,57.12219,99.02979,98.63307,57.3208
1976-04,99.58363,95.43891,99.65117,99.76241,7.414231,57.28084,99.34184,99.02312,57.48135
1976-05,99.78788,95.22262,99.66272,99.77031,6.964993,57.44818,99.68219,99.44853,57.64259
1976-06,99.89527,95.08652,99.67033,99.77551,6.4779,57.61393,100.0421,99.89839,57.8045
1976-07,99.99383,94.95346,99.66872,99.77441,5.963116,57.77499,100.3992,100.3447,57.96703
1976-08,99.9278,94.77292,99.61975,99.74094,5.375192,57.9091,100.7236,100.7503,58.13013
1976-09,99.7707,94.65402,99.51503,99.66936,4.729827,58.01108,100.9844,101.0762,58.29379
1976-10,99.52849,94.76473,99.35757,99.56173,4.073165,58.08239,101.158,101.2932,58.45794
1976-11,99.03648,95.16922,99.13352,99.40859,3.428132,58.11462,101.2269,101.3794,58.62257
1976-12,98.4088,95.71723,98.84034,99.20819,2.818614,58.10591,101.1849,101.3268,58.78765
1977-01,97.80287,96.20242,98.50993,98.98235,2.313153,58.07471,101.0349,101.1394,58.95315
1977-02,97.26839,96.37723,98.1692,98.74945,1.895688,58.03672,100.7906,100.8339,59.11907
1977-03,96.83456,96.31198,97.87138,98.54588,1.57777,58.02345,100.4705,100.4338,59.2854
1977-04,96.42149,96.22007,97.63628,98.38519,1.337297,58.04685,100.1004,99.97124,59.45214
1977-05,96.16965,96.2418,97.47188,98.27281,1.155562,58.11203,99.70869,99.48165,59.61927
1977-06,96.12562,96.53627,97.39172,98.21802,1.064807,58.22741,99.32606,99.00338,59.78682
1977-07,96.18234,96.97823,97.3947,98.22005,1.069251,58.39275,98.9866,98.57909,59.95476
1977-08,96.17461,97.42645,97.4772,98.27644,1.203964,58.6063,98.7217,98.24797,60.12309
1977-09,96.0824,97.84464,97.63081,98.38144,1.469188,58.86337,98.55096,98.03456,60.2918
1977-10,96.09003,98.13473,97.86433,98.54106,1.871867,59.16961,98.48039,97.94635,60.46086
1977-11,96.31547,98.28142,98.17236,98.75161,2.421972,59.52214,98.50285,97.97443,60.63024
1977-12,96.59553,98.34361,98.53326,98.99829,3.101586,59.90811,98.6034,98.10011,60.79988
1978-01,96.83208,98.30773,98.90952,99.25548,3.840195,60.30489,98.75768,98.29295,60.96975
1978-02,97.12785,98.30689,99.2771,99.50673,4.585128,60.69778,98.93938,98.52006,61.13976
1978-03,97.54987,98.3754,99.67165,99.77641,5.316979,61.10854,99.12373,98.75049,61.30985
1978-04,98.04091,98.44958,100.1059,100.0732,6.026474,61.54503,99.28913,98.95723,61.47993
1978-05,98.36031,98.58071,100.5658,100.3876,6.688303,61.99874,99.42078,99.12178,61.64991
1978-06,98.6319,98.86079,101.0681,100.7309,7.303453,62.48002,99.51566,99.24037,61.8197
1978-07,98.97322,99.29146,101.6045,101.0976,7.862433,62.98384,99.58987,99.33313,61.98921
1978-08,99.32829,99.78538,102.113,101.4451,8.3019,63.47174,99.66615,99.42849,62.15834
1978-09,99.69787,100.2984,102.5595,101.7503,8.594221,63.92221,99.76294,99.54946,62.32697
1978-10,99.99162,100.6169,102.8851,101.9729,8.667317,64.29803,99.88319,99.69978,62.49501
1978-11,100.1772,100.6896,103.1077,102.125,8.547283,64.60966,100.0209,99.87195,62.66233
1978-12,100.4023,100.5898,103.2621,102.2306,8.296424,64.87834,100.1659,100.0532,62.82882
1979-01,100.6535,100.4433,103.3857,102.3151,7.996505,65.12717,100.3073,100.2299,62.99435
1979-02,100.7381,100.2462,103.5169,102.4048,7.714092,65.38006,100.4378,100.393,63.15882
1979-03,101.1232,100.0119,103.6616,102.5037,7.416605,65.64072,100.559,100.5445,63.32211
1979-04,101.6568,99.68649,103.8193,102.6114,7.09023,65.90871,100.6866,100.704,63.48408
1979-05,102.117,99.38309,103.9948,102.7314,6.755625,66.18714,100.8412,100.8972,63.64464
1979-06,102.25,99.1444,104.1248,102.8202,6.330666,66.43542,101.038,101.1432,63.80367
1979-07,102.0889,98.96471,104.1619,102.8456,5.778011,66.62305,101.2751,101.4396,63.96106
1979-08,101.976,98.74707,104.0981,102.802,5.155906,66.74428,101.5385,101.7688,64.11669
1979-09,101.8414,98.48309,103.9043,102.6695,4.470364,66.77977,101.8029,102.0993,64.27048
1979-10,101.627,98.18904,103.6291,102.4815,3.829469,66.76031,102.0326,102.3864,64.42233
1979-11,101.4213,97.88847,103.3107,102.2638,3.250695,66.70992,102.1934,102.5874,64.57214
1979-12,101.362,97.6248,102.947,102.0152,2.695553,66.62717,102.2687,102.6816,64.71985
1980-01,101.2188,97.48043,102.5345,101.7332,2.122328,66.50938,102.2722,102.6859,64.86539
1980-02,100.6086,97.559,102.0843,101.4255,1.504502,66.36371,102.2327,102.6365,65.00874
1980-03,99.55416,97.84835,101.6374,101.12,0.8773155,66.21659,102.1773,102.5673,65.14985
1980-04,98.52339,98.14191,101.2407,100.8489,0.288262,66.09871,102.1174,102.4924,65.2887
1980-05,97.87415,98.31226,100.9549,100.6536,-0.2071141,66.05006,102.0546,102.414,65.42529
1980-06,97.74355,98.29893,100.7647,100.5235,-0.5636761,66.06094,101.9887,102.3316,65.55962
1980-07,97.65823,98.2196,100.598,100.4096,-0.8083091,66.08453,101.924,102.2507,65.6917
1980-08,97.49518,98.10184,100.4213,100.2888,-0.9669651,66.09888,101.8642,102.1759,65.82158
1980-09,97.3069,97.9626,100.2531,100.1739,-0.9936675,66.1162,101.8065,102.1039,65.94928
1980-10,97.0686,97.92587,100.1114,100.077,-0.9165068,66.14844,101.7367,102.0165,66.07485
1980-11,96.91785,98.08051,100.0213,100.0154,-0.7457092,66.21246,101.6375,101.8925,66.19837
1980-12,96.76993,98.23557,99.97874,99.98632,-0.4823553,66.30579,101.4999,101.7206,66.31989
1981-01,96.62418,98.32851,99.98713,99.99206,-0.1179121,66.43096,101.3357,101.5153,66.43951
1981-02,96.45196,98.27013,100.0041,100.0037,0.2958605,66.56005,101.1648,101.3017,66.55732
1981-03,96.29088,98.13304,100.009,100.007,0.6989276,66.6794,101.006,101.1033,66.67342
1981-04,96.31272,97.92864,99.99524,99.9976,1.037891,66.78474,100.8675,100.9301,66.78792
1981-05,96.51724,97.74419,99.98055,99.98756,1.268534,66.88792,100.752,100.7857,66.90093
1981-06,96.71031,97.66578,100.0011,100.0016,1.441673,67.01332,100.6606,100.6715,67.01258
1981-07,96.81805,97.68134,100.0674,100.0469,1.639902,67.16826,100.5952,100.5897,67.123
1981-08,96.90098,97.75909,100.1483,100.1022,1.865577,67.33201,100.556,100.5407,67.23231
1981-09,96.94186,97.83194,100.2306,100.1585,2.086831,67.49593,100.5378,100.518,67.34064
1981-10,97.02294,98.00117,100.3072,100.2108,2.278037,67.65533,100.5245,100.5013,67.44814
1981-11,97.02489,98.46363,100.3677,100.2522,2.402672,67.80333,100.496,100.4658,67.55493
1981-12,96.90872,99.06099,100.4091,100.2805,2.461572,67.93796,100.4366,100.3914,67.66117
1982-01,96.81812,99.66167,100.436,100.2988,2.455895,68.06244,100.3422,100.2735,67.767
1982-02,96.83276,100.1263,100.4328,100.2967,2.413239,68.16631,100.2158,100.1155,67.87257
1982-03,96.85167,100.2699,100.3641,100.2497,2.318757,68.22553,100.0638,99.92548,67.97804
1982-04,96.63009,100.2415,100.2008,100.1381,2.14953,68.2203,99.89562,99.71531,68.08356
1982-05,96.22777,100.0994,99.89889,99.93173,1.842514,68.12035,99.72019,99.49603,68.18929
1982-06,95.91905,99.55781,99.43907,99.61744,1.341483,67.9123,99.54355,99.27524,68.29539
1982-07,95.71204,98.97314,98.87982,99.23518,0.6960259,67.63577,99.36726,99.05489,68.40199
1982-08,95.55293,98.47879,98.29703,98.83682,0.01568065,67.34257,99.19127,98.83491,68.50926
1982-09,95.53303,98.00678,97.7681,98.47528,-0.6075326,67.08588,99.01659,98.61657,68.61735
1982-10,95.58064,97.50067,97.32758,98.17418,-1.131613,66.88973,98.84805,98.4059,68.72639
1982-11,95.63663,97.10612,97.00459,97.9534,-1.517257,66.77458,98.69231,98.21124,68.83652
1982-12,95.76265,96.83277,96.81526,97.824,-1.745557,66.75206,98.55556,98.04031,68.94787
1983-01,95.82499,96.66728,96.73594,97.76978,-1.845449,66.80638,98.44013,97.89603,69.06055
1983-02,95.88727,96.84673,96.75201,97.78076,-1.816731,66.9279,98.35051,97.784,69.17469
1983-03,96.0437,97.17979,96.87454,97.86451,-1.613485,67.12473,98.29767,97.71796,69.29037
1983-04,96.35683,97.43015,97.06333,97.99355,-1.247265,67.36941,98.30144,97.72267,69.40768
1983-05,96.75253,97.5463,97.27814,98.14039,-0.713505,67.6343,98.38278,97.82434,69.52672
1983-06,97.17407,97.69262,97.51909,98.30508,0.01081837,67.91965,98.5519,98.03573,69.64754
1983-07,97.2909,97.85181,97.75121,98.46375,0.8360034,68.2012,98.79522,98.33987,69.77019
1983-08,97.37448,97.96,97.94521,98.59634,1.657143,68.45853,99.08324,98.69988,69.89472
1983-09,97.50706,98.02896,98.09248,98.69701,2.384429,68.68549,99.37746,99.06764,70.02116
1983-10,97.80965,98.03797,98.23334,98.79329,3.020638,68.91022,99.63393,99.3882,70.14954
1983-11,98.15357,98.14622,98.39227,98.90192,3.557297,69.14996,99.81377,99.613,70.27987
1983-12,98.48105,98.40244,98.55605,99.01387,3.960023,69.39545,99.89645,99.71634,70.41218
1984-01,98.77274,98.63659,98.69411,99.10824,4.219423,69.62522,99.89809,99.7184,70.54648
1984-02,99.08315,98.76655,98.79967,99.18039,4.342697,69.83438,99.85115,99.65972,70.68281
1984-03,99.35338,98.84535,98.89059,99.24254,4.336337,70.03548,99.78934,99.58246,70.82117
1984-04,99.36076,98.9313,98.96019,99.29012,4.236832,70.22374,99.73613,99.51595,70.9616
1984-05,99.38325,99.29052,99.05917,99.35777,4.141142,70.43513,99.70417,99.47601,71.1041
1984-06,99.51754,99.7482,99.19312,99.44933,4.055016,70.6738,99.6939,99.46317,71.24869
1984-07,99.65664,100.1736,99.35274,99.55843,4.005863,70.93325,99.69056,99.45899,71.39536
1984-08,99.66705,100.5855,99.50964,99.66567,3.994804,71.19331,99.6757,99.44042,71.54414
1984-09,99.61264,101.0077,99.62991,99.74789,3.995299,71.42968,99.63795,99.39324,71.69501
1984-10,99.537,101.3389,99.67538,99.77897,3.924728,71.61477,99.58442,99.32632,71.84799
