,id,name
0,LOLITOTR_GYSA,12-month rate of change of the trend restored CLI
1,LOLITOAA,Amplitude adjusted (CLI)
2,LORSGPOR_GYSA,12-month rate of change of the reference series (GDP)
3,LOLITONO,Normalised (CLI)
4,BSCICP03,"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa"
5,LORSGPTD,Trend (GDP)
6,LORSGPOR_IXOBSA,"Original, seasonally adjusted (GDP)"
7,LORSGPRT,Ratio to trend (GDP)
8,CSCICP03,"OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa"
9,LORSGPNO,Normalised (GDP)
10,LOLITOTR_STSA,Trend restored (CLI)
