country,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE
2002-04,99.60785,101.5954,99.31074,99.56958,1.841907,80.89221,100.0263,1.155411,81.2668,99.77061,81.45364
2002-05,99.66781,101.5405,99.32217,99.58566,2.114945,81.05481,100.0303,1.334647,81.43766,99.79131,81.60798
2002-06,99.6426,101.4386,99.26357,99.55088,2.296002,81.16027,100.0284,1.504257,81.60098,99.80257,81.7624
2002-07,99.58067,101.3479,99.16601,99.48491,2.421089,81.2338,100.0132,1.650914,81.74984,99.79597,81.91697
2002-08,99.62448,101.2667,99.05354,99.40372,2.5014,81.29498,99.97913,1.767085,81.87914,99.76531,82.07175
2002-09,99.77712,101.1893,98.93716,99.31544,2.535112,81.35287,99.92199,1.846746,81.98512,99.70605,82.22681
2002-10,99.90533,100.9706,98.81802,99.22346,2.486443,81.40847,99.84061,1.88334,82.06619,99.61639,82.38221
2002-11,99.88724,100.655,98.69241,99.12946,2.330713,81.45874,99.73615,1.870753,82.12292,99.49711,82.538
2002-12,99.66837,100.2927,98.55305,99.0314,2.078415,81.4977,99.61323,1.807403,82.15958,99.35345,82.69424
2003-01,99.3846,99.98237,98.41532,98.93904,1.777494,81.53806,99.48271,1.703901,82.18755,99.19923,82.85099
2003-02,99.19168,99.79189,98.30186,98.86388,1.49033,81.59916,99.35863,1.579298,82.22204,99.05224,83.00876
2003-03,99.1124,99.74396,98.24065,98.82162,1.282288,81.70394,99.25307,1.451627,82.27581,98.92826,83.16714
2003-04,99.18184,99.86137,98.25871,98.82946,1.215228,81.87524,99.17477,1.342931,82.35815,98.83826,83.32618
2003-05,99.19354,99.99896,98.35181,98.88658,1.301691,82.10989,99.12957,1.274041,82.47521,98.78939,83.4859
2003-06,99.13464,100.139,98.51067,98.99,1.528184,82.40055,99.11952,1.260077,82.62921,98.78403,83.64632
2003-07,99.1457,100.2104,98.71719,99.1288,1.844771,82.73237,99.13973,1.303233,82.81523,98.81606,83.80746
2003-08,99.32582,100.2481,98.95468,99.29052,2.209965,83.09157,99.18288,1.400294,83.0257,98.87623,83.96931
2003-09,99.56971,100.3012,99.20397,99.46108,2.592785,83.46218,99.24165,1.546132,83.25271,98.95499,84.13189
2003-10,99.83538,100.3069,99.44289,99.62514,2.969082,83.82555,99.30936,1.733296,83.48864,99.04321,84.29517
2003-11,100.0964,100.3294,99.64529,99.76556,3.315548,84.15955,99.38041,1.953056,83.72683,99.13295,84.45914
2003-12,100.2135,100.3538,99.79686,99.87336,3.624842,84.45186,99.44979,2.193445,83.96171,99.21765,84.62376
2004-01,100.2463,100.3875,99.89803,99.94913,3.881001,84.70255,99.5125,2.434892,84.18873,99.29202,84.78901
2004-02,100.336,100.4354,99.96565,100.0032,4.077233,84.92615,99.56368,2.654321,84.40447,99.35159,84.95533
2004-03,100.4626,100.457,100.0056,100.0383,4.189501,85.12693,99.5981,2.829563,84.60386,99.39108,85.12218
2004-04,100.6403,100.4217,100.026,100.0582,4.197215,85.31171,99.61229,2.944946,84.78355,99.40675,85.28954
2004-05,100.7291,100.359,100.0328,100.0662,4.110936,85.48538,99.6044,2.990383,84.94154,99.39644,85.45732
2004-06,100.6554,100.331,100.0385,100.0703,3.953744,85.65845,99.57571,2.964605,85.07884,99.36159,85.62549
2004-07,100.618,100.3351,100.0526,100.077,3.75514,85.83909,99.53358,2.883152,85.20292,99.31109,85.79396
2004-08,100.7484,100.3755,100.0784,100.0882,3.536477,86.03008,99.48735,2.767527,85.32346,99.2564,85.96267
2004-09,100.9249,100.4522,100.1161,100.104,3.318066,86.23151,99.44498,2.638253,85.44913,99.2077,86.13155
2004-10,100.9144,100.5351,100.15,100.1151,3.106889,86.42992,99.41021,2.510417,85.58456,99.17039,86.30051
2004-11,100.7383,100.6055,100.1629,100.1115,2.912109,86.61037,99.38454,2.394849,85.73196,99.14709,86.46947
2004-12,100.594,100.6913,100.1456,100.0882,2.73839,86.76448,99.36877,2.299137,85.8921,99.13869,86.63832
2005-01,100.4732,100.7598,100.0901,100.0414,2.576819,86.88519,99.36374,2.22775,86.06424,99.14439,86.80697
2005-02,100.2551,100.7834,100.0056,99.97783,2.419169,86.98065,99.37122,2.185024,86.24873,99.16406,86.97579
2005-03,99.99292,100.7234,99.90939,99.90948,2.276946,87.06522,99.39183,2.174906,86.44391,99.19642,87.14419
2005-04,99.73826,100.5705,99.82292,99.84995,2.16347,87.15741,99.42603,2.201609,86.65016,99.24196,87.31202
2005-05,99.61317,100.3719,99.76897,99.81409,2.095891,87.27706,99.47402,2.268487,86.86842,99.30184,87.47916
2005-06,99.62926,100.2342,99.77058,99.81628,2.084963,87.4444,99.5354,2.3749,87.09938,99.37691,87.64548
2005-07,99.77156,100.1809,99.83435,99.85991,2.127556,87.66536,99.60822,2.510655,87.34206,99.46618,87.81082
2005-08,99.97203,100.1851,99.94961,99.9381,2.209255,87.93071,99.69028,2.662264,87.59499,99.568,87.97504
2005-09,100.1572,100.1775,100.1043,100.044,2.317465,88.2299,99.77998,2.817525,87.85667,99.68085,88.13797
2005-10,100.2001,100.2053,100.283,100.1684,2.452173,88.54933,99.87663,2.96909,88.12563,99.80314,88.29947
2005-11,100.2412,100.2993,100.4771,100.3066,2.622164,88.88143,99.98043,3.113171,88.40095,99.93397,88.45936
2005-12,100.3646,100.479,100.6781,100.4528,2.828244,89.21839,100.0921,3.248619,88.68241,100.0733,88.61748
2006-01,100.4961,100.6643,100.8701,100.5949,3.06249,89.54604,100.2122,3.376624,88.97031,100.2215,88.77366
2006-02,100.7199,100.773,101.0461,100.7258,3.308441,89.85835,100.3399,3.496661,89.26456,100.3783,88.92812
2006-03,100.9569,100.831,101.2025,100.8418,3.544765,90.15148,100.4722,3.606204,89.56126,100.5399,89.0803
2006-04,101.1786,100.8517,101.3381,100.941,3.747905,90.42399,100.6021,3.695475,89.85229,100.6974,89.23003
2006-05,101.3268,100.762,101.4498,101.0202,3.890894,90.67292,100.7222,3.753764,90.12926,100.8415,89.37713
2006-06,101.4218,100.6251,101.5474,101.0863,3.959394,90.90667,100.8293,3.776328,90.38853,100.9686,89.52145
2006-07,101.5067,100.5662,101.6449,101.1488,3.960897,91.1377,100.9295,3.772915,90.63741,101.0869,89.66284
2006-08,101.5339,100.5942,101.7666,101.2237,3.931326,91.38755,101.0321,3.758154,90.88694,101.2091,89.80114
2006-09,101.5682,100.6683,101.9195,101.317,3.890622,91.66258,101.1443,3.743388,91.14549,101.3446,89.93621
2006-10,101.617,100.7631,102.0977,101.4263,3.848663,91.9573,101.2653,3.729296,91.4121,101.4924,90.06792
2006-11,101.7713,100.8312,102.2895,101.5447,3.802559,92.2612,101.3905,3.710068,91.68068,101.6459,90.19613
2006-12,101.9072,100.8449,102.4762,101.6613,3.742329,92.55724,101.5141,3.677468,91.94367,101.7969,90.32072
2007-01,102.008,100.8091,102.6388,101.7648,3.665337,92.8282,101.6322,3.625455,92.19588,101.9397,90.4416
2007-02,102.1014,100.8713,102.7697,101.8507,3.57053,93.06677,101.7429,3.551027,92.43436,102.0713,90.55861
2007-03,102.1787,100.9921,102.8674,101.9164,3.461015,93.27164,101.8455,3.457838,92.65814,102.1908,90.67171
2007-04,102.162,101.1597,102.9362,101.9622,3.342424,93.44634,101.9423,3.359091,92.87051,102.3019,90.78085
2007-05,102.1525,101.3357,102.9788,101.988,3.220751,93.59327,102.0367,3.270425,93.07687,102.4106,90.88596
2007-06,102.145,101.3973,102.9884,101.9868,3.079455,93.7061,102.1325,3.202219,93.28297,102.5234,90.987
2007-07,102.0286,101.3588,102.9568,101.9537,2.896106,93.77714,102.2327,3.151301,93.49367,102.6456,91.08396
2007-08,101.9043,101.2153,102.8843,101.8923,2.647108,93.80668,102.3386,3.107844,93.71157,102.78,91.17683
2007-09,101.7908,100.9948,102.7823,101.812,2.337247,93.80497,102.4493,3.060865,93.93533,102.9252,91.26564
2007-10,101.6777,100.7299,102.6514,101.7151,1.97391,93.77245,102.5596,3.002978,94.15719,103.0725,91.3504
2007-11,101.6469,100.3859,102.4834,101.5969,1.561434,93.7018,102.6611,2.927453,94.36459,103.2083,91.43118
2007-12,101.5469,100.0546,102.2778,101.4578,1.118459,93.59245,102.7425,2.82595,94.54195,103.3155,91.50805
2008-01,101.4057,99.71319,102.0329,101.2973,0.6621103,93.44283,102.7911,2.686968,94.67316,103.3763,91.5811
2008-02,101.247,99.38732,101.7371,101.1081,0.1888228,93.24251,102.7937,2.49647,94.74196,103.3732,91.65041
2008-03,101.0721,99.03761,101.3726,100.8783,-0.3179868,92.97504,102.7409,2.245202,94.7385,103.2953,91.71615
2008-04,100.7583,98.60703,100.9268,100.5971,-0.8745294,92.62912,102.628,1.925914,94.65912,103.1387,91.77851
2008-05,100.4708,98.12701,100.3847,100.2524,-1.498249,92.19101,102.4525,1.532571,94.50333,102.9026,91.83767
2008-06,100.2024,97.64809,99.73598,99.83524,-2.192891,91.65123,102.21,1.056713,94.26871,102.5844,91.89385
2008-07,99.80701,97.3677,98.98893,99.35034,-2.942624,91.01763,101.896,0.4891195,93.95097,102.1792,91.94728
2008-08,99.20538,97.37576,98.16434,98.81122,-3.728116,90.30946,101.5054,-0.1778193,93.54493,101.6812,91.99822
2008-09,98.29362,97.37875,97.28196,98.23097,-4.54123,89.54507,101.0385,-0.9415379,93.0509,101.0907,92.04694
2008-10,97.09763,97.17338,96.39962,97.64639,-5.326151,88.77799,100.5098,-1.775811,92.48514,100.425,92.09371
2008-11,95.90664,96.92761,95.62096,97.12364,-5.974002,88.10405,99.94452,-2.636781,91.8764,99.71516,92.13885
2008-12,94.98306,96.67233,95.04283,96.72655,-6.388832,87.61298,99.37786,-3.465429,91.26567,99.00528,92.18263
2009-01,94.40992,96.50233,94.71893,96.49376,-6.515162,87.35487,98.85661,-4.187596,90.70863,98.3554,92.22536
2009-02,94.09605,96.46986,94.66488,96.43643,-6.325661,87.3443,98.42655,-4.732009,90.25877,97.82361,92.26685
2009-03,94.15828,96.66089,94.87643,96.55544,-5.804424,87.57838,98.11871,-5.050322,89.9539,97.44991,92.30785
2009-04,94.65759,97.07336,95.32043,96.8326,-4.968242,88.02708,97.93193,-5.14192,89.79182,97.23138,92.34859
2009-05,95.26442,97.55047,95.93144,97.22788,-3.862162,88.63044,97.84872,-5.029738,89.75007,97.1433,92.38936
2009-06,95.77796,98.01093,96.63463,97.69312,-2.543897,89.31972,97.84578,-4.741158,89.79928,97.15347,92.43034
2009-07,96.23666,98.38192,97.36948,98.18694,-1.074943,90.03925,97.89999,-4.299837,89.91122,97.23103,92.47174
2009-08,96.6665,98.71234,98.09041,98.67564,0.4846062,90.7471,97.99125,-3.723357,90.06192,97.34978,92.51374
2009-09,97.05726,99.06261,98.76462,99.13403,2.086098,91.41306,98.10439,-3.027526,90.23376,97.49046,92.5565
2009-10,97.45052,99.33983,99.35583,99.53667,3.633394,92.00365,98.22844,-2.238289,90.41505,97.64028,92.60015
2009-11,97.81896,99.51175,99.8425,99.86865,4.988265,92.49892,98.35766,-1.388544,90.60065,97.79353,92.64483
2009-12,98.21201,99.60682,100.2196,100.1267,6.027888,92.8942,98.49153,-0.519186,90.79183,97.95145,92.69064
2010-01,98.59442,99.66632,100.4985,100.3206,6.691232,93.19999,98.63432,0.3163525,90.99559,98.12148,92.73769
2010-02,98.93336,99.67141,100.6955,100.4629,6.967617,93.43011,98.79122,1.063697,91.21884,98.3123,92.78477
2010-03,99.3132,99.63866,100.8342,100.5689,6.884387,93.60761,98.96459,1.681672,91.46663,98.52794,92.83319
2010-04,99.65006,99.54578,100.9251,100.6441,6.492471,93.74222,99.14776,2.159291,91.73069,98.75941,92.88299
2010-05,99.86439,99.3736,100.9833,100.6975,5.886955,93.84808,99.331,2.50507,91.99837,98.993,92.93421
2010-06,100.0217,99.30859,101.0452,100.752,5.193839,93.95884,99.50651,2.739186,92.25905,99.21726,92.98689
2010-07,100.2179,99.37038,101.1376,100.8255,4.509374,94.09945,99.6734,2.89081,92.51039,99.42966,93.04105
2010-08,100.4155,99.4765,101.2702,100.9238,3.892241,94.2792,99.83432,2.989663,92.75446,99.63239,93.09669
2010-09,100.6184,99.51891,101.4315,101.0411,3.363067,94.48735,99.9925,3.059619,92.99457,99.82901,93.15385
2010-10,100.8526,99.5266,101.6052,101.1672,2.940286,94.70882,100.1492,3.116073,93.23245,100.0214,93.21252
2010-11,101.141,99.53608,101.7707,101.2878,2.622078,94.92431,100.3032,3.164251,93.46749,100.2088,93.27273
2010-12,101.4588,99.47309,101.9048,101.3859,2.387771,95.1123,100.4503,3.198632,93.69593,100.3873,93.33447
2011-01,101.6435,99.38718,101.9792,101.441,2.195524,95.24622,100.5826,3.203155,93.91032,100.5488,93.39773
2011-02,101.7069,99.32121,101.9659,101.4355,2.001849,95.30045,100.6924,3.162437,94.10358,100.6853,93.46304
2011-03,101.6742,99.18124,101.8632,101.3653,1.778633,95.27255,100.7734,3.063097,94.26834,100.7895,93.52991
2011-04,101.5246,99.05437,101.6727,101.2311,1.516619,95.16393,100.828,2.916745,94.40624,100.8631,93.59836
2011-05,101.3055,99.0798,101.4088,101.0435,1.214688,94.98804,100.8608,2.742078,94.52103,100.9103,93.6684
2011-06,101.032,99.07623,101.0854,100.8124,0.8500413,94.75752,100.8752,2.553463,94.61485,100.9332,93.74006
2011-07,100.6645,98.86075,100.7285,100.5566,0.4222299,94.49677,100.8706,2.351669,94.68593,100.9301,93.81337
2011-08,100.2809,98.44977,100.3706,100.2997,-0.04549482,94.23631,100.8442,2.130492,94.73059,100.8971,93.88836
2011-09,99.92839,98.09493,100.0527,100.0718,-0.5003064,94.01462,100.7948,1.884169,94.74674,100.8319,93.96507
2011-10,99.6774,97.86653,99.79888,99.89231,-0.902139,93.85441,100.7266,1.616006,94.73909,100.7396,94.04355
2011-11,99.5685,97.79363,99.6144,99.76522,-1.225602,93.76091,100.6459,1.334839,94.71513,100.6282,94.12385
2011-12,99.57932,97.80944,99.48444,99.68098,-1.46349,93.72034,100.5587,1.053106,94.68265,100.5059,94.20602
2012-01,99.68907,97.92665,99.38391,99.62031,-1.613716,93.70922,100.4688,0.7859452,94.6484,100.38,94.29013
2012-02,99.805,98.0645,99.29371,99.56817,-1.667509,93.7113,100.378,0.5473786,94.61868,100.2551,94.37788
2012-03,99.79215,98.10413,99.18047,99.50164,-1.657409,93.6935,100.2883,0.3481485,94.59653,100.1364,94.46769
2012-04,99.61388,98.0167,99.03107,99.41055,-1.597817,93.64339,100.2013,0.1881068,94.58382,100.0256,94.55961
2012-05,99.32999,97.95421,98.86264,99.3045,-1.485327,93.57716,100.1174,0.06284247,94.58044,99.92259,94.6537
2012-06,99.09451,97.89961,98.69317,99.19565,-1.314629,93.51182,100.0353,-0.03295612,94.58366,99.82441,94.75005
2012-07,98.93822,97.78255,98.54062,99.09666,-1.092399,93.46449,99.94986,-0.1044726,94.58701,99.72411,94.84869
2012-08,98.77453,97.57453,98.41674,99.01594,-0.8382246,93.44639,99.85594,-0.1545448,94.58419,99.61506,94.94969
2012-09,98.68589,97.35342,98.33211,98.96015,-0.5817034,93.46774,99.75203,-0.1829505,94.5734,99.49532,95.05312
2012-10,98.66604,97.25842,98.29634,98.93631,-0.3372971,93.53784,99.6443,-0.1869916,94.56194,99.37254,95.15903
2012-11,98.75506,97.29938,98.31709,98.94971,-0.1031366,93.66421,99.54316,-0.16162,94.56205,99.25954,95.26747
2012-12,98.85887,97.39466,98.38662,98.99391,0.1273271,93.83967,99.45993,-0.1011346,94.58689,99.17004,95.37849
2013-01,98.92006,97.57608,98.4956,99.06165,0.3695808,94.05555,99.40308,-0.002826761,94.64572,99.11363,95.49213
2013-02,99.03567,97.72893,98.62463,99.14063,0.6210603,94.2933,99.37874,0.1337064,94.74519,99.09727,95.60828
2013-03,99.11642,97.85493,98.75696,99.2205,0.9004671,94.53718,99.38683,0.3038926,94.88401,99.11927,95.7271
2013-04,99.12079,97.98319,98.89187,99.30415,1.220722,94.78651,99.4187,0.4943459,95.0514,99.16823,95.84864
2013-05,99.19619,98.13548,99.04243,99.40221,1.578086,95.05388,99.46243,0.6898838,95.23293,99.22899,95.97289
2013-06,99.35381,98.36768,99.21278,99.51725,1.958626,95.34336,99.50712,0.8794612,95.4155,99.28784,96.09988
2013-07,99.59348,98.66279,99.40118,99.64758,2.341915,95.65334,99.54616,1.061864,95.59139,99.3368,96.22958
2013-08,99.89788,98.92861,99.60475,99.7896,2.712532,95.98116,99.5765,1.240375,95.75739,99.37254,96.36202
2013-09,100.1776,99.12723,99.80693,99.93015,3.041841,96.31087,99.59824,1.417884,95.91434,99.39601,96.49718
2013-10,100.3452,99.2431,99.98724,100.0552,3.297987,96.6227,99.61471,1.592218,96.06757,99.41277,96.63505
2013-11,100.4689,99.35486,100.1416,100.1611,3.468129,96.91261,99.62983,1.756417,96.22295,99.42894,96.7756
2013-12,100.4987,99.50144,100.2707,100.2463,3.56089,97.1812,99.64585,1.899322,96.3834,99.44754,96.91884
2014-01,100.4784,99.66386,100.3797,100.313,3.591196,97.43327,99.66111,2.007034,96.5453,99.46487,97.06471
2014-02,100.4948,99.82581,100.4635,100.3575,3.574194,97.66354,99.67227,2.065527,96.70219,99.47463,97.21291
2014-03,100.5943,100.0609,100.5207,100.379,3.526075,97.87063,99.67856,2.074507,96.85239,99.47486,97.36368
2014-04,100.7129,100.2753,100.5416,100.374,3.437916,98.04519,99.68335,2.051551,97.00143,99.47131,97.51699
2014-05,100.7522,100.3988,100.5226,100.3422,3.292195,98.18324,99.6917,2.021377,97.15794,99.47288,97.67281
2014-06,100.7118,100.4011,100.4721,100.2908,3.093605,98.29291,99.70744,2.005298,97.32886,99.48665,97.83108
2014-07,100.6389,100.3096,100.4062,100.2307,2.860776,98.38977,99.73003,2.011373,97.51409,99.51255,97.99175
2014-08,100.5783,100.2,100.343,100.173,2.615398,98.49145,99.75703,2.039669,97.71053,99.54739,98.15478
2014-09,100.5558,100.1058,100.3008,100.13,2.393243,98.61583,99.78606,2.085865,97.91499,99.58797,98.3201
2014-10,100.6003,100.0713,100.2836,100.1056,2.219234,98.76699,99.81628,2.143227,98.12652,99.63332,98.48765
2014-11,100.6024,100.0789,100.2893,100.0991,2.094843,98.94277,99.84775,2.205537,98.34518,99.68357,98.65737
2014-12,100.5578,100.2047,100.3175,100.1107,2.018624,99.14292,99.88033,2.268988,98.57033,99.73808,98.82919
2015-01,100.5277,100.408,100.364,100.1388,1.980936,99.36336,99.91343,2.335105,98.79973,99.79466,99.00302
2015-02,100.5214,100.6204,100.4121,100.1739,1.970304,99.5878,99.94623,2.408105,99.03088,99.85059,99.17906
2015-03,100.5458,100.773,100.4517,100.2088,1.977253,99.80578,99.97721,2.485432,99.25958,99.90199,99.35697
2015-04,100.6106,100.8246,100.4712,100.2339,1.999541,100.0056,100.0055,2.559171,99.48386,99.94695,99.53667
2015-05,100.6122,100.7672,100.465,100.2432,2.03552,100.1818,100.0307,2.619777,99.70327,99.98516,99.71806
2015-06,100.5498,100.7,100.4455,100.2429,2.088875,100.3461,100.0528,2.659997,99.9178,100.0167,99.90109
2015-07,100.5001,100.6208,100.4308,100.2416,2.161901,100.5169,100.0706,2.679422,100.1269,100.0412,100.0857
2015-08,100.4654,100.6204,100.4252,100.242,2.240448,100.6981,100.0832,2.680242,100.3294,100.0575,100.2717
2015-09,100.4496,100.7042,100.4311,100.2467,2.308318,100.8922,100.0893,2.664433,100.5239,100.0645,100.4591
2015-10,100.4942,100.9083,100.4407,100.252,2.353364,101.0913,100.0887,2.632179,100.7094,100.0612,100.6478
2015-11,100.5423,101.1409,100.4313,100.2446,2.354731,101.2726,100.0816,2.582749,100.8852,100.0471,100.8377
2015-12,100.5854,101.2556,100.387,100.2155,2.296517,101.4198,100.0677,2.516609,101.051,100.022,101.0288
2016-01,100.5777,101.1578,100.3082,100.1658,2.183383,101.5328,100.047,2.437056,101.2075,99.98686,101.2208
2016-02,100.508,100.9332,100.2125,100.1058,2.052299,101.6316,100.0174,2.346861,101.355,99.93974,101.4161
2016-03,100.4867,100.7505,100.1319,100.0554,1.94429,101.7463,99.98176,2.253073,101.496,99.88557,101.6123
2016-04,100.4887,100.6887,100.0766,100.0215,1.881469,101.8872,99.94222,2.159442,101.6322,99.8261,101.8092
2016-05,100.5162,100.6751,100.045,100.0036,1.86756,102.0527,99.90272,2.070398,101.7675,99.76537,102.0069
2016-06,100.565,100.6455,100.037,100.0018,1.890294,102.243,99.86971,1.994649,101.9108,99.71201,102.2052
2016-07,100.575,100.6011,100.0545,100.0166,1.932879,102.4597,99.85277,1.94853,102.0779,99.68159,102.404
2016-08,100.5745,100.6913,100.1073,100.0544,2.001275,102.7133,99.86123,1.949143,102.285,99.68982,102.6032
2016-09,100.6919,100.8416,100.1984,100.1177,2.095878,103.0068,99.89975,2.00563,102.54,99.74435,102.8028
2016-10,100.8349,100.9445,100.3077,100.1939,2.204158,103.3195,99.96323,2.109441,102.8338,99.83607,103.0026
2016-11,100.9787,100.9443,100.422,100.2746,2.335811,103.6381,100.0423,2.244222,103.1493,99.94834,103.2026
2016-12,101.07,100.8908,100.5388,100.3578,2.504412,103.9597,100.1278,2.394588,103.4707,100.0659,103.4026
2017-01,101.1561,100.8264,100.651,100.4363,2.702616,104.2769,100.2145,2.55195,103.7903,100.1813,103.6025
2017-02,101.2626,100.7694,100.7652,100.5125,2.91501,104.5942,100.2999,2.711998,104.1037,100.2927,103.8
2017-03,101.3088,100.8206,100.8793,100.586,3.111017,104.9116,100.3829,2.874389,104.4134,100.4002,103.9972
2017-04,101.388,100.9432,100.9959,100.6589,3.282414,105.2316,100.4629,3.037033,104.7188,100.5037,104.1939
2017-05,101.5365,101.0814,101.1196,100.7341,3.435625,105.5589,100.5392,3.195112,105.0191,100.6025,104.3902
2017-06,101.7498,101.1889,101.2507,100.8131,3.57082,105.8939,100.6116,3.339226,105.3138,100.6961,104.5858
2017-07,101.9231,101.281,101.3843,100.8936,3.680925,106.2312,100.6807,3.454323,105.604,100.7857,104.7807
2017-08,102.0521,101.345,101.5077,100.9693,3.742624,106.5575,100.7462,3.524213,105.8897,100.8716,104.9748
2017-09,102.194,101.3975,101.6104,101.0349,3.742293,106.8616,100.806,3.53841,106.1683,100.9512,105.168
2017-10,102.3064,101.446,101.6756,101.0792,3.683754,107.1256,100.8547,3.499743,106.4327,101.018,105.3602
2017-11,102.3684,101.4908,101.7007,101.099,3.578066,107.3464,100.8862,3.417686,106.6746,101.0642,105.5513
2017-12,102.3574,101.5536,101.6858,101.0932,3.428424,107.5239,100.8973,3.303075,106.8884,101.0849,105.7413
2018-01,102.2922,101.6024,101.6286,101.0593,3.239877,107.6553,100.8914,3.166776,107.0771,101.0828,105.9301
2018-02,102.1421,101.5902,101.5286,100.9986,3.007033,107.7394,100.8746,3.017948,107.2455,101.0632,106.1172
2018-03,101.9812,101.5266,101.3882,100.9138,2.732929,107.7788,100.8509,2.857848,107.3973,101.0293,106.3031
2018-04,101.9409,101.4623,101.2151,100.8108,2.423293,107.7816,100.8202,2.685364,107.5308,100.9796,106.4877
2018-05,101.9266,101.4249,101.0132,100.692,2.077253,107.7516,100.7812,2.498286,107.6428,100.9111,106.6709
2018-06,101.8569,101.4007,100.7766,100.5525,1.689081,107.6825,100.734,2.297236,107.7332,100.824,106.8527
2018-07,101.7048,101.3553,100.5072,100.3923,1.265992,107.5761,100.6847,2.09016,107.8113,100.727,107.0332
2018-08,101.4795,101.1868,100.2189,100.2176,0.8347277,107.447,100.6418,1.890106,107.8911,100.6332,107.2122
2018-09,101.229,100.9477,99.94505,100.0451,0.4392141,107.3309,100.6134,1.713203,107.9872,100.5561,107.39
2018-10,101.0618,100.7426,99.71866,99.89368,0.1289012,107.2637,100.6041,1.576396,108.1105,100.5059,107.5663
2018-11,101.0337,100.5611,99.55142,99.77191,-0.08234654,107.258,100.6151,1.493581,108.2679,100.4887,107.7413
2018-12,100.9414,100.3993,99.42595,99.67295,-0.2124556,107.2955,100.6436,1.46924,108.4589,100.504,107.915
2019-01,100.7487,100.3479,99.33949,99.59877,-0.2619146,107.3734,100.6803,1.488381,108.6708,100.5399,108.0873
2019-02,100.5589,100.3846,99.2869,99.54716,-0.2349358,107.4863,100.7142,1.530285,108.8867,100.5805,108.2583
2019-03,100.41,100.4388,99.24522,99.50407,-0.1569878,107.6096,100.7364,1.577628,109.0917,100.6121,108.428
2019-04,100.2621,100.4577,99.19611,99.45782,-0.05398897,107.7235,100.7441,1.625149,109.2784,100.6279,108.5965
2019-05,100.1088,100.4648,99.13065,99.40198,0.06181006,107.8182,100.7377,1.673322,109.444,100.6254,108.7637
2019-06,99.9084,100.4661,99.05165,99.33686,0.1990311,107.8968,100.7182,1.721919,109.5882,100.6044,108.9299
2019-07,99.69837,100.4542,98.97562,99.27386,0.3730198,107.9774,100.6863,1.76356,109.7126,100.5662,109.0949
2019-08,99.58998,100.3802,98.91998,99.22507,0.5880691,108.0788,100.6423,1.787102,109.8193,100.5129,109.2589
2019-09,99.4575,100.3276,98.88549,99.19205,0.8118817,108.2023,100.5871,1.781424,109.9109,100.4469,109.4219
2019-10,99.50272,100.3023,98.87385,99.17686,1.012619,108.3498,100.5241,1.740415,109.9921,100.3725,109.5839
2019-11,99.6661,100.3526,98.87381,99.17358,1.166545,108.5092,100.4569,1.662059,110.0674,100.2936,109.7451
2019-12,99.79475,100.3852,98.86819,99.17113,1.273292,108.6617,100.3879,1.549798,110.1398,100.2131,109.9056
2020-01,99.74165,100.3154,98.84554,99.16293,1.323671,108.7946,100.3172,1.416409,110.21,100.1315,110.0653
2020-02,99.1378,99.94594,98.80305,99.14724,1.318852,108.9039,100.2441,1.277206,110.2774,100.0492,110.2232
2020-03,97.68243,99.08246,95.93559,97.21222,-1.594114,105.8942,92.36987,-7.774551,100.6103,91.14861,110.3805
2020-04,95.94298,98.07783,89.00571,92.95113,-8.669365,98.38452,89.29408,-11.90681,96.2668,87.08987,110.5373
2020-05,95.63335,97.80675,92.00754,94.73064,-5.538639,101.8465,87.70913,-14.01694,94.10329,85.01233,110.6937
2020-06,96.53234,98.08254,96.18803,97.42091,-1.179479,106.6242,90.56842,-10.5305,98.04804,88.45129,110.8498
2020-07,97.73396,98.39091,97.66441,98.41591,0.4034001,108.4129,93.4215,-7.036214,101.993,91.88097,111.0056
2020-08,98.59567,98.52998,98.12614,98.746,0.9246294,109.0782,96.25611,-3.549067,105.9217,95.28659,111.1612
2020-09,99.09418,98.50058,98.26575,98.84815,1.094083,109.3862,96.19783,-3.523896,106.0377,95.25773,111.3167
2020-10,99.36473,98.30715,98.37556,98.92511,1.210398,109.6613,96.12824,-3.500924,106.1413,95.21783,111.4721
2020-11,99.38554,98.17451,98.51826,99.02466,1.349512,109.9735,96.07123,-3.458231,106.261,95.19241,111.6276
2020-12,99.52233,98.33482,98.76397,99.1902,1.601101,110.4014,95.93021,-3.547691,106.2324,95.03436,111.7831
2021-01,99.73853,98.57118,98.98628,99.33277,1.846955,110.804,95.80004,-3.621371,106.2189,94.89021,111.9388
2021-02,100.243,99.01529,99.37946,99.60117,2.292724,111.4007,95.68157,-3.678296,106.2211,94.75874,112.0963
2021-03,101.0578,99.65895,99.87075,99.94666,5.868938,112.109,96.2038,6.440324,107.0899,95.39953,112.2541
2021-04,101.9081,100.2759,100.2888,100.23,14.58802,112.7369,96.73534,12.1577,107.9706,96.04886,112.4122
2021-05,102.5073,100.8016,100.6418,100.4655,11.239,113.2931,97.26793,15.67537,108.8543,96.69874,112.5706
2021-06,102.8246,101.1153,100.8812,100.6211,6.657418,113.7226,97.74063,11.79974,109.6175,97.23956,112.7293
2021-07,102.9383,101.1548,101.0276,100.7086,5.198179,114.0484,98.20647,8.21819,110.375,97.77359,112.8883
