country,LTU,LTU
subject,BSCICP03,CSCICP03
measure,,
unit,Index,Index
powercode,Units,Units
reference_period,,
time,,
1993-05,95.97855,
1993-06,95.22787,
1993-07,94.35669,
1993-08,94.01017,
1993-09,94.9127,
1993-10,96.62305,
1993-11,97.98623,
1993-12,96.8791,
1994-01,94.90808,
1994-02,93.40343,
1994-03,92.51228,
1994-04,91.82281,
1994-05,91.86497,
1994-06,92.46361,
1994-07,93.91523,
1994-08,95.67834,
1994-09,96.6148,
1994-10,97.12055,
1994-11,97.64745,
1994-12,99.34871,
1995-01,100.9448,
1995-02,101.4579,
1995-03,101.6292,
1995-04,101.8143,
1995-05,101.9815,
1995-06,102.4746,
1995-07,102.4913,
1995-08,101.6894,
1995-09,100.5767,
1995-10,99.24692,
1995-11,98.42528,
1995-12,98.49536,
1996-01,98.6618,
1996-02,98.53931,
1996-03,98.18941,
1996-04,98.3106,
1996-05,98.55668,
1996-06,98.53294,
1996-07,98.32889,
1996-08,98.03404,
1996-09,97.60342,
1996-10,97.05081,
1996-11,96.03287,
1996-12,95.28207,
1997-01,95.32227,
1997-02,96.47451,
1997-03,97.56403,
1997-04,97.98473,
1997-05,97.964,
1997-06,98.54836,
1997-07,98.84766,
1997-08,98.83676,
1997-09,98.41281,
1997-10,97.47392,
1997-11,96.614,
1997-12,96.06388,
1998-01,96.48356,
1998-02,97.44685,
1998-03,98.34225,
1998-04,98.76403,
1998-05,98.73419,
1998-06,97.97596,
1998-07,96.79011,
1998-08,95.22181,
1998-09,93.73856,
1998-10,92.12359,
1998-11,91.33151,
1998-12,91.41267,
1999-01,91.89883,
1999-02,92.2638,
1999-03,92.55467,
1999-04,92.92521,
1999-05,93.61592,
1999-06,94.34645,
1999-07,94.47139,
1999-08,94.99238,
1999-09,95.58894,
1999-10,96.23066,
1999-11,97.0208,
1999-12,97.62232,
2000-01,97.8221,
2000-02,97.84362,
2000-03,97.77478,
2000-04,97.85104,
2000-05,98.01643,
2000-06,97.81338,
2000-07,97.74108,
2000-08,98.30724,
2000-09,98.98303,
2000-10,99.1945,
2000-11,99.27203,
2000-12,99.29078,
2001-01,99.53493,
2001-02,100.0726,
2001-03,100.952,
2001-04,101.6634,
2001-05,101.5467,96.24194
2001-06,100.807,96.71382
2001-07,100.4279,97.11081
2001-08,100.5071,97.16682
2001-09,100.5342,97.05893
2001-10,100.7334,96.85342
2001-11,100.8849,96.93382
2001-12,101.0069,97.03278
2002-01,101.0001,97.14747
2002-02,100.9323,97.29837
2002-03,100.7405,97.48568
2002-04,100.4002,97.71625
2002-05,99.88051,97.88734
2002-06,99.31464,97.87621
2002-07,99.28296,97.90231
2002-08,99.78727,98.07623
2002-09,100.3841,98.40908
2002-10,100.9334,98.81644
2002-11,101.0012,99.28332
2002-12,100.7669,99.88359
2003-01,100.4132,100.4909
2003-02,99.95427,100.8184
2003-03,99.31886,100.8786
2003-04,98.94426,100.9043
2003-05,98.71896,101.0043
2003-06,98.32331,100.9952
2003-07,98.4029,100.942
2003-08,98.89879,101.0242
2003-09,99.8821,101.0562
2003-10,100.9904,101.1161
2003-11,101.9005,101.0156
2003-12,102.1339,100.9518
2004-01,101.705,100.8607
2004-02,101.4627,100.8364
2004-03,101.5893,100.9382
2004-04,101.911,101.0011
2004-05,102.2447,101.1742
2004-06,102.4831,101.6443
2004-07,102.7352,102.1078
2004-08,102.5454,102.5799
2004-09,102.5043,103.0741
2004-10,102.3732,103.3431
2004-11,101.6662,103.2028
2004-12,100.6962,102.8316
2005-01,100.5705,102.4849
2005-02,101.0123,102.4034
2005-03,101.5691,102.5198
2005-04,101.7813,102.7185
2005-05,101.9787,102.8607
2005-06,102.7309,102.9775
2005-07,103.4979,102.8782
2005-08,103.7403,102.6033
2005-09,104.1838,102.3096
2005-10,104.3426,102.4388
2005-11,104.2423,102.8734
2005-12,104.4305,103.1271
2006-01,104.6555,103.2264
2006-02,104.8962,103.3145
2006-03,105.2057,103.4095
2006-04,105.4701,103.6368
2006-05,105.7424,103.8493
2006-06,105.8427,103.9337
2006-07,105.6955,103.8468
2006-08,105.5338,103.7444
2006-09,105.4034,103.8197
2006-10,105.1208,103.9071
2006-11,104.3707,104.2611
2006-12,103.7665,104.793
2007-01,103.7383,105.4635
2007-02,104.0879,106.071
2007-03,104.6601,106.3633
2007-04,105.365,106.3197
2007-05,105.7761,106.2846
2007-06,106.1515,106.2293
2007-07,106.2104,106.1426
2007-08,106.0106,105.8371
2007-09,105.5171,105.0362
2007-10,105.3098,103.928
2007-11,105.4853,103.1131
2007-12,105.1197,102.8277
2008-01,104.3275,102.799
2008-02,103.0024,102.8499
2008-03,101.8121,102.6081
2008-04,101.2211,101.775
2008-05,101.4285,100.6523
2008-06,101.5026,99.5167
2008-07,101.1039,98.85378
2008-08,100.4786,98.50214
2008-09,99.26577,98.03184
2008-10,97.56305,96.9893
2008-11,95.58167,95.33208
2008-12,94.16423,93.33347
2009-01,93.10918,91.6038
2009-02,92.01265,90.56426
2009-03,90.91721,89.97173
2009-04,90.29101,89.7805
2009-05,90.53177,90.05914
2009-06,91.03553,90.36379
2009-07,91.41177,90.31308
2009-08,91.65689,90.10129
2009-09,91.71024,90.12239
2009-10,92.39407,89.75934
2009-11,93.53182,89.35444
2009-12,95.16035,89.3633
2010-01,96.86624,89.76402
2010-02,97.85033,90.2972
2010-03,98.43836,90.81213
2010-04,98.623,91.40913
2010-05,98.28833,91.85363
2010-06,97.77016,92.36603
2010-07,97.71668,93.17714
2010-08,98.18449,93.90918
2010-09,98.92915,94.50714
2010-10,99.91919,95.25354
2010-11,100.8963,95.88598
2010-12,101.5366,96.20206
2011-01,101.6921,96.28046
2011-02,101.9021,96.34262
2011-03,102.56,96.60325
2011-04,103.433,96.99477
2011-05,103.9857,97.36903
2011-06,104.2681,97.67471
2011-07,103.6855,97.8676
2011-08,101.9009,97.81827
2011-09,99.99416,97.51038
2011-10,98.82562,97.26777
2011-11,98.87823,97.20895
2011-12,99.46184,97.134
2012-01,99.57492,97.36587
2012-02,99.48795,97.54495
2012-03,99.20825,97.60645
2012-04,99.21026,97.63676
2012-05,99.39472,97.84761
2012-06,99.39142,97.97669
2012-07,99.11961,97.8592
2012-08,98.65591,97.68993
2012-09,98.57382,97.64291
2012-10,98.4774,98.21845
2012-11,98.57318,99.11671
2012-12,99.22488,99.7289
2013-01,99.9772,100.0172
2013-02,100.5972,100.1157
2013-03,100.9313,100.2561
2013-04,101.132,100.3837
2013-05,101.3913,100.5514
2013-06,101.8419,100.6137
2013-07,102.1618,100.6285
2013-08,102.6482,100.7229
2013-09,102.5086,100.7948
2013-10,101.7112,100.9512
2013-11,101.1243,101.2233
2013-12,101.0791,101.5522
2014-01,101.4489,101.4104
2014-02,101.7613,101.0371
2014-03,101.8788,100.6557
2014-04,101.5507,100.4206
2014-05,100.9725,100.2291
2014-06,100.4372,99.99261
2014-07,100.2362,99.47194
2014-08,100.4835,98.79874
2014-09,100.9105,98.56927
2014-10,101.3635,98.88174
2014-11,101.2413,99.3169
2014-12,100.7349,99.83463
2015-01,100.3408,100.3744
2015-02,100.4528,100.8708
2015-03,100.9436,101.3186
2015-04,100.8833,101.4541
2015-05,99.97874,101.2317
2015-06,99.14177,100.902
2015-07,98.85419,100.7007
2015-08,99.36153,100.6091
2015-09,100.5542,100.5558
2015-10,101.5956,100.7212
2015-11,101.9305,100.9512
2015-12,101.4622,101.2314
2016-01,100.9631,101.2798
2016-02,100.4771,101.0132
2016-03,99.95454,100.6407
2016-04,99.50065,100.2197
2016-05,99.35681,99.92112
2016-06,99.44003,99.95302
2016-07,99.96082,100.0409
2016-08,100.7306,100.2851
2016-09,101.3518,100.7525
2016-10,101.9381,101.2329
2016-11,102.6625,101.5888
2016-12,103.0354,101.5602
2017-01,102.8056,101.0484
2017-02,102.1968,100.429
2017-03,101.5279,99.9617
2017-04,101.1447,99.69827
2017-05,101.3442,99.59416
2017-06,102.0459,99.66531
2017-07,102.7963,99.95
2017-08,103.1165,100.3666
2017-09,103.0723,100.6778
2017-10,102.8866,100.7496
2017-11,102.7458,100.7383
2017-12,102.4788,100.8402
2018-01,102.1029,101.0548
2018-02,101.8544,101.3314
2018-03,102.0569,101.6387
2018-04,102.5903,102.0089
2018-05,103.061,102.3011
2018-06,103.4541,102.4355
2018-07,103.4589,102.6707
2018-08,103.1594,102.8287
2018-09,102.8607,102.8782
2018-10,102.7447,102.7405
2018-11,102.6608,102.6667
2018-12,102.6487,102.6646
2019-01,102.4803,103.0703
2019-02,102.3826,103.5896
2019-03,102.2922,103.9244
2019-04,102.2578,104.1772
2019-05,102.1238,104.4459
2019-06,101.8364,104.6414
2019-07,101.8136,104.6107
2019-08,102.1161,104.4744
2019-09,102.2328,104.16
2019-10,102.2001,103.7864
2019-11,102.1809,103.5167
2019-12,102.4292,103.2205
2020-01,102.6326,102.9565
2020-02,102.0358,102.3798
2020-03,100.2874,100.971
2020-04,98.37534,99.35865
2020-05,98.0723,99.09301
2020-06,98.59993,99.70618
2020-07,99.20038,100.4003
2020-08,99.62445,100.999
2020-09,100.0391,101.4668
2020-10,100.4677,101.5237
2020-11,100.7145,101.1018
2020-12,101.1205,100.8934
2021-01,101.7078,100.9232
2021-02,102.247,101.2193
2021-03,103.0248,101.783
2021-04,104.0676,102.3645
2021-05,104.7022,102.5388
2021-06,104.5784,102.6891
2021-07,104.1858,102.6947
2021-08,103.9619,102.4202
2021-09,103.7023,102.1729
2021-10,103.7672,101.91
2021-11,104.1214,101.7353
2021-12,104.4052,101.4146
2022-01,104.4604,100.871
2022-02,104.3855,100.4343
