country,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
1960-02,,,,,,,99.35225,99.1542,24.70112
1960-03,,,,,,,99.40892,99.21999,24.80494
1960-04,,,,,,,99.47011,99.29103,24.9092
1960-05,,,,,,,99.54263,99.37521,25.01389
1960-06,,,,,,,99.63304,99.48018,25.11901
1960-07,,,,,,,99.74415,99.60918,25.22456
1960-08,,,,,,,99.87593,99.76216,25.33053
1960-09,,,,,,,100.0248,99.93501,25.43692
1960-10,,,,,,,100.1813,100.1167,25.54372
1960-11,,,,,,,100.3318,100.2914,25.65092
1960-12,,,,,,,100.4596,100.4398,25.75852
1961-01,,,,,,,100.5462,100.5403,25.8665
1961-02,,,,,,,100.5761,100.575,25.97487
1961-03,,,,,,,100.5445,100.5384,26.08362
1961-04,,,,,,,100.4688,100.4504,26.19275
1961-05,,,,,,,100.3719,100.3379,26.30225
1961-06,,,,,,,100.2697,100.2192,26.41212
1961-07,,,,,,,100.1592,100.091,26.52236
1961-08,,,,,,,100.0292,99.94009,26.63297
1961-09,,,,,,,99.87027,99.75559,26.74396
1961-10,,,,,,,99.68705,99.54289,26.85531
1961-11,,,,,,,99.49402,99.31879,26.96704
1961-12,,,,,,,99.31324,99.10892,27.07913
1962-01,,,,,,,99.17296,98.94606,27.19159
1962-02,,,,,,,99.1008,98.86229,27.30441
1962-03,,,,,,,99.11431,98.87798,27.41758
1962-04,,,,,,,99.20666,98.98518,27.5311
1962-05,,,,,,,99.35609,99.15866,27.64495
1962-06,,,,,,,99.52938,99.35985,27.75911
1962-07,,,,,,,99.6811,99.53597,27.87357
1962-08,,,,,,,99.76559,99.63407,27.9883
1962-09,,,,,,,99.75071,99.61679,28.10329
1962-10,,,,,,,99.63592,99.48353,28.21851
1962-11,,,,,,,99.44507,99.26196,28.33394
1962-12,,,,,,,99.2259,99.00752,28.44956
1963-01,,,,,,,99.0549,98.809,28.56535
1963-02,,,,,,,99.00699,98.75338,28.68128
1963-03,,,,,,,99.12269,98.8877,28.79733
1963-04,,,,,,,99.36618,99.17038,28.91344
1963-05,,,,,,,99.66912,99.52207,29.0296
1963-06,,,,,,,99.96425,99.8647,29.14575
1963-07,,,,,,,100.215,100.1558,29.26185
1963-08,,,,,,,100.4081,100.38,29.37785
1963-09,,,,,,,100.5496,100.5442,29.49373
1963-10,,,,,,,100.6638,100.6768,29.60943
1963-11,,,,,,,100.7773,100.8086,29.72491
1963-12,,,,,,,100.9044,100.9561,29.84013
1964-01,,,,,,,101.0323,101.1046,29.95506
1964-02,,,,,,,101.1394,101.229,30.06965
1964-03,,,,,,,101.2131,101.3145,30.18387
1964-04,,,,,,,101.2686,101.3789,30.29769
1964-05,,,,,,,101.3315,101.452,30.41107
1964-06,,,,,,,101.4215,101.5565,30.52398
1964-07,,,,,,,101.5358,101.6892,30.63642
1964-08,,,,,,,101.6606,101.8341,30.74833
1964-09,,,,,,,101.7814,101.9742,30.85973
1964-10,,,,,,,101.892,102.1027,30.97058
1964-11,,,,,,,101.9861,102.212,31.08087
1964-12,,,,,,,102.0484,102.2843,31.19061
1965-01,,,,,,,102.0482,102.284,31.29979
1965-02,,,,,,,101.9539,102.1745,31.40841
1965-03,,,,,,,101.7524,101.9407,31.5165
1965-04,,,,,,,101.4749,101.6184,31.62406
1965-05,,,,,,,101.173,101.268,31.73112
1965-06,,,,,,,100.9019,100.9532,31.8377
1965-07,,,,,,,100.7047,100.7243,31.94385
1965-08,,,,,,,100.6096,100.6139,32.04959
1965-09,,,,,,,100.6215,100.6277,32.15496
1965-10,,,,,,,100.7063,100.7262,32.25999
1965-11,,,,,,,100.8104,100.8471,32.36472
1965-12,,,,,,,100.8751,100.9221,32.46919
1966-01,,,,,,,100.8492,100.8921,32.57345
1966-02,,,,,,,100.694,100.7119,32.67753
1966-03,,,,,,,100.3937,100.3632,32.78149
1966-04,,,,,,,99.97477,99.87691,32.88537
1966-05,,,,,,,99.49373,99.31845,32.98924
1966-06,,,,,,,99.03224,98.78269,33.09315
1966-07,,,,,,,98.69805,98.39473,33.19716
1966-08,,,,,,,98.58694,98.26573,33.30133
1966-09,,,,,,,98.73705,98.44,33.4057
1966-10,,,,,,,99.07467,98.83195,33.51031
1966-11,,,,,,,99.47556,99.29735,33.6152
1966-12,,,,,,,99.82028,99.69756,33.7204
1967-01,,,,,,,100.0461,99.95971,33.82595
1967-02,,,,,,,100.1261,100.0526,33.93187
1967-03,,,,,,,100.0563,99.97154,34.03822
1967-04,,,,,,,99.85233,99.73476,34.14501
1967-05,,,,,,,99.54182,99.37428,34.25229
1967-06,,,,,,,99.16605,98.93803,34.36011
1967-07,,,,,,,98.78904,98.50035,34.46849
1967-08,,,,,,,98.47215,98.13246,34.57748
1967-09,,,,,,,98.24956,97.87405,34.6871
1967-10,,,,,,,98.1,97.70042,34.79738
1967-11,,,,,,,97.99079,97.57364,34.90834
1967-12,,,,,,,97.91569,97.48645,35.02
1968-01,,,,,,,97.92925,97.5022,35.13235
1968-02,,,,,,,98.09924,97.69954,35.24541
1968-03,,,,,,,98.45287,98.11009,35.35918
1968-04,,,,,,,98.91024,98.64106,35.47363
1968-05,,,,,,,99.34692,99.14803,35.58875
1968-06,,,,,,,99.64917,99.49892,35.70451
1968-07,,,,,,,99.77154,99.64098,35.82087
1968-08,,,,,,,99.71189,99.57173,35.93782
1968-09,,,,,,,99.49781,99.3232,36.05534
1968-10,,,,,,,99.18504,98.96009,36.17339
1968-11,,,,,,,98.84073,98.56036,36.29195
1968-12,,,,,,,98.53413,98.20442,36.41098
1969-01,,,,,,,98.33028,97.96777,36.53046
1969-02,,,,,,,98.28395,97.91398,36.65034
1969-03,,,,,,,98.4265,98.07947,36.77057
1969-04,,,,,,,98.74116,98.44476,36.89109
1969-05,,,,,,,99.18559,98.96072,37.01185
1969-06,,,,,,,99.70118,99.55929,37.13277
1969-07,,,,,,,100.2127,100.1532,37.25377
1969-08,,,,,,,100.6491,100.6597,37.37477
1969-09,,,,,,,100.9645,101.0259,37.49571
1969-10,,,,,,,101.1657,101.2595,37.61651
1969-11,,,,,,,101.2844,101.3973,37.73709
1969-12,,,,,,,101.3579,101.4827,37.8574
1970-01,,,101.6376,101.2383,,38.59929,101.4149,101.5488,37.97736
1970-02,,,101.4834,101.1217,,38.66206,101.478,101.6221,38.09692
1970-03,,,101.3069,100.9883,,38.71546,101.5678,101.7263,38.21602
1970-04,,,101.116,100.844,,38.76243,101.7058,101.8865,38.3346
1970-05,,,100.9181,100.6944,,38.80564,101.9048,102.1175,38.45262
1970-06,,,100.7166,100.5421,,38.84643,102.1555,102.4086,38.57002
1970-07,,,100.5025,100.3802,,38.88118,102.4085,102.7024,38.68678
1970-08,,,100.2775,100.2102,,38.91054,102.5977,102.922,38.80284
1970-09,,,100.0309,100.0238,,38.93022,102.6641,102.9991,38.91819
1970-10,,,99.78047,99.83446,,38.94712,102.5842,102.9063,39.03281
1970-11,,,99.53522,99.64907,,38.96473,102.3566,102.6421,39.14668
1970-12,,,99.3047,99.47482,,38.98683,101.9991,102.2271,39.25981
1971-01,,,99.08936,99.31205,1.073527,39.01366,101.5553,101.7118,39.3722
1971-02,,,98.86929,99.14571,0.9709199,39.03743,101.0782,101.1579,39.48388
1971-03,,,98.67368,98.99785,0.9150257,39.06971,100.6209,100.627,39.59487
1971-04,,,98.50745,98.8722,0.903294,39.11257,100.2297,100.1729,39.70518
1971-05,,,98.39918,98.79035,0.9582571,39.1775,99.9357,99.83155,39.81487
1971-06,,,98.36835,98.76704,1.09682,39.27251,99.74162,99.60623,39.92393
1971-07,,,98.40447,98.79436,1.318114,39.39368,99.60209,99.44425,40.03241
1971-08,,,98.45471,98.83233,1.566403,39.52003,99.45828,99.2773,40.14032
1971-09,,,98.50313,98.86893,1.836659,39.64523,99.26818,99.0566,40.24768
1971-10,,,98.55541,98.90845,2.116867,39.77158,99.03703,98.78825,40.35453
1971-11,,,98.62949,98.96445,2.416639,39.90637,98.79412,98.50626,40.46088
1971-12,,,98.7251,99.03671,2.725892,40.04957,98.57285,98.24937,40.56675
1972-01,,,98.84998,99.13111,3.05216,40.20442,98.39206,98.03948,40.67216
1972-02,,,99.02695,99.26488,3.440003,40.38032,98.2658,97.89291,40.7771
