country,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE
1972-03,,,99.23516,99.42226,3.837246,40.56891,98.21027,97.82843,40.88159
1972-04,,,99.45409,99.58775,4.216832,40.76188,98.24683,97.87088,40.98562
1972-05,,,99.64506,99.7321,4.507269,40.94333,98.39458,98.04242,41.08918
1972-06,,,99.79745,99.8473,4.675795,41.10881,98.65633,98.34628,41.19224
1972-07,,,99.96959,99.97741,4.794057,41.28223,98.99614,98.74078,41.29479
1972-08,,,100.2006,100.152,4.959002,41.47983,99.36215,99.1657,41.39679
1972-09,,,100.4889,100.37,5.185647,41.70109,99.7036,99.5621,41.4982
1972-10,,,100.8032,100.6075,5.434863,41.93311,99.98639,99.8904,41.59899
1972-11,,,101.1279,100.8529,5.670901,42.16942,100.1889,100.1255,41.69911
1972-12,,,101.4302,101.0815,5.859633,42.39633,100.3016,100.2563,41.79852
1973-01,,,101.7282,101.3067,6.011354,42.62125,100.3328,100.2925,41.89719
1973-02,,,101.9946,101.5081,6.073179,42.83269,100.2994,100.2538,41.99508
1973-03,,,102.2189,101.6776,6.056843,43.02611,100.2238,100.166,42.09214
1973-04,,,102.4191,101.829,6.003277,43.20893,100.135,100.0629,42.18834
1973-05,,,102.6333,101.9909,5.993072,43.3971,100.0606,99.97658,42.28365
1973-06,,,102.8321,102.1412,6.00702,43.57822,100.02,99.92939,42.37803
1973-07,,,102.9627,102.2399,5.928747,43.72975,100.0161,99.92493,42.47145
1973-08,,,102.9948,102.2641,5.686421,43.83855,100.0412,99.95408,42.56385
1973-09,,,102.9816,102.2542,5.337843,43.92703,100.0792,99.99819,42.65521
1973-10,,,102.9592,102.2372,4.953869,44.01042,100.1065,100.0299,42.74548
1973-11,,,102.9481,102.2288,4.572044,44.09742,100.1041,100.027,42.83463
1973-12,,,102.9653,102.2418,4.243467,44.1954,100.0704,99.98793,42.92261
1974-01,,,102.9824,102.2548,3.920229,44.2921,100.0367,99.94883,43.00938
1974-02,,,102.9683,102.2441,3.598734,44.37413,100.0456,99.95909,43.09492
1974-03,,,102.8864,102.1822,3.252435,44.42551,100.1298,100.0569,43.17917
1974-04,,,102.7155,102.053,2.841927,44.43689,100.2891,100.2418,43.26211
1974-05,,,102.4804,101.8753,2.354306,44.4188,100.5061,100.4938,43.34368
1974-06,,,102.2282,101.6847,1.866085,44.39143,100.7586,100.7869,43.42385
1974-07,,,101.9842,101.5002,1.454412,44.36576,101.026,101.0974,43.50258
1974-08,,,101.7712,101.3392,1.170567,44.35171,101.2897,101.4034,43.57983
1974-09,,,101.5776,101.1929,0.9498779,44.34428,101.5307,101.6833,43.65558
1974-10,,,101.4053,101.0627,0.758707,44.34433,101.7297,101.9143,43.72978
1974-11,,,101.2329,100.9323,0.5556528,44.34245,101.8665,102.0731,43.80242
1974-12,,,101.055,100.7978,0.3188894,44.33633,101.9241,102.1399,43.87349
1975-01,,,100.8519,100.6443,0.05692025,44.31731,101.8965,102.1079,43.94297
1975-02,,,100.592,100.4479,-0.2315031,44.2714,101.788,101.9819,44.01086
1975-03,,,100.3055,100.2313,-0.4810122,44.21181,101.6186,101.7853,44.07716
1975-04,,,100.0401,100.0307,-0.6239792,44.15961,101.4351,101.5722,44.1419
1975-05,,,99.79914,99.84857,-0.6809896,44.11631,101.2889,101.4025,44.2051
1975-06,,,99.6357,99.72503,-0.6440791,44.10551,101.2161,101.318,44.26678
1975-07,,,99.5571,99.66561,-0.5299715,44.13064,101.2148,101.3165,44.32696
1975-08,,,99.57399,99.67838,-0.3497215,44.1966,101.2608,101.3699,44.38569
1975-09,,,99.67683,99.75612,-0.1012819,44.29937,101.3179,101.4362,44.443
1975-10,,,99.83409,99.87498,0.1821355,44.4251,101.3453,101.468,44.49892
1975-11,,,100.0212,100.0164,0.4972974,44.56297,101.3119,101.4293,44.55352
1975-12,,,100.2297,100.174,0.8411785,44.70928,101.2132,101.3147,44.60683
1976-01,,,100.4444,100.3363,1.218635,44.85738,101.0923,101.1742,44.65893
1976-02,,,100.6768,100.512,1.673917,45.01247,101.0041,101.0719,44.70987
1976-03,,,100.8941,100.6762,2.144485,45.15993,100.9822,101.0465,44.75973
1976-04,,,101.0535,100.7968,2.538624,45.28066,101.0027,101.0702,44.80858
1976-05,,,101.1262,100.8517,2.822932,45.36168,101.0154,101.085,44.85649
1976-06,,,101.1022,100.8335,2.931486,45.39846,100.9724,101.0351,44.90355
1976-07,,,100.9773,100.7392,2.851757,45.38914,100.8566,100.9007,44.94983
1976-08,,,100.7754,100.5865,2.596786,45.3443,100.6671,100.6806,44.99541
1976-09,,,100.5401,100.4086,2.221897,45.28366,100.4095,100.3816,45.0404
1976-10,,,100.3128,100.2369,1.802655,45.22593,100.0924,100.0135,45.08488
1976-11,,,100.1272,100.0965,1.398923,45.18637,99.72935,99.592,45.12896
1976-12,,,99.98591,99.98974,1.022342,45.16637,99.34589,99.14682,45.17273
1977-01,,,99.88668,99.91474,0.6858898,45.16505,98.98965,98.73325,45.21629
1977-02,,,99.80926,99.85622,0.3575404,45.1734,98.70981,98.40837,45.25973
1977-03,,,99.72536,99.7928,0.04162942,45.17873,98.53535,98.20584,45.30315
1977-04,,,99.61622,99.7103,-0.2386815,45.17258,98.448,98.10443,45.34662
1977-05,,,99.48207,99.6089,-0.455339,45.15514,98.40962,98.05988,45.39022
1977-06,,,99.34137,99.50255,-0.580798,45.13479,98.38285,98.02879,45.43403
1977-07,,,99.2386,99.42487,-0.5668828,45.13183,98.3481,97.98845,45.4781
1977-08,,,99.15854,99.36434,-0.4517697,45.13944,98.30251,97.93552,45.5225
1977-09,,,99.10739,99.32568,-0.2718999,45.16053,98.25938,97.88546,45.56727
1977-10,,,99.10406,99.32317,-0.0489178,45.2038,98.24844,97.87276,45.61246
1977-11,,,99.18253,99.38248,0.2180246,45.28488,98.301,97.93378,45.65812
1977-12,,,99.34856,99.50798,0.5317547,45.40654,98.43297,98.08698,45.70428
1978-01,,,99.58291,99.68512,0.8747198,45.56012,98.62292,98.30751,45.75094
1978-02,,,99.86386,99.89749,1.244957,45.73579,98.82898,98.54672,45.79814
1978-03,,,100.1468,100.1114,1.625686,45.91319,99.00114,98.74659,45.84587
1978-04,,,100.4104,100.3106,2.014286,46.08249,99.0928,98.853,45.89415
1978-05,,,100.6418,100.4855,2.397695,46.23782,99.074,98.83118,45.94297
1978-06,,,100.8432,100.6377,2.759155,46.38013,98.95022,98.68748,45.99234
1978-07,,,101.0345,100.7824,3.072615,46.51856,98.78842,98.49964,46.04223
1978-08,,,101.2198,100.9224,3.357282,46.6549,98.67662,98.36984,46.09266
1978-09,,,101.3813,101.0445,3.588207,46.78099,98.68655,98.38136,46.14361
1978-10,,,101.5118,101.1431,3.737788,46.89343,98.83318,98.5516,46.19506
1978-11,,,101.6254,101.229,3.784457,46.99867,99.1005,98.86195,46.24698
1978-12,,,101.7329,101.3103,3.733212,47.10166,99.45663,99.27538,46.29933
1979-01,,,101.8327,101.3857,3.602882,47.2016,99.85986,99.74351,46.35208
1979-02,,,101.9192,101.4511,3.410939,47.29581,100.2679,100.2172,46.40519
1979-03,,,102.0167,101.5248,3.228581,47.39554,100.6435,100.6533,46.4586
1979-04,,,102.1156,101.5995,3.067985,47.4963,100.9606,101.0214,46.51229
1979-05,,,102.2037,101.6661,2.929514,47.59236,101.2033,101.3031,46.5662
1979-06,,,102.279,101.7231,2.808704,47.68281,101.3693,101.4958,46.62031
1979-07,,,102.3033,101.7414,2.64638,47.74962,101.4789,101.6231,46.67459
1979-08,,,102.2757,101.7206,2.438169,47.79243,101.5614,101.7189,46.729
1979-09,,,102.1969,101.661,2.202533,47.81135,101.6456,101.8166,46.78355
1979-10,,,102.0913,101.5812,1.971054,47.81772,101.7519,101.9401,46.83821
1979-11,,,101.9603,101.4822,1.731004,47.81222,101.882,102.0911,46.89297
1979-12,,,101.8208,101.3767,1.488291,47.80267,102.0049,102.2337,46.94783
1980-01,,,101.6822,101.272,1.253978,47.79349,102.043,102.278,47.0028
1980-02,,,101.4792,101.1185,0.968684,47.75396,101.9214,102.1368,47.05788
1980-03,,,101.2126,100.917,0.6094779,47.6844,101.6232,101.7906,47.11309
1980-04,,,100.8986,100.6796,0.2022231,47.59234,101.2549,101.3631,47.16848
1980-05,,,100.551,100.4169,-0.2271074,47.48428,100.9569,101.0171,47.22408
1980-06,,,100.1567,100.1188,-0.6895084,47.35403,100.8206,100.8588,47.27995
1980-07,,,99.74503,99.80767,-1.118723,47.21543,100.8006,100.8357,47.33612
1980-08,,,99.34422,99.50469,-1.486803,47.08185,100.7969,100.8313,47.39264
1980-09,,,99.00598,99.24902,-1.743214,46.9779,100.7249,100.7478,47.44956
1980-10,,,98.77292,99.07286,-1.869078,46.92397,100.5857,100.5862,47.50692
1980-11,,,98.65874,98.98656,-1.851808,46.92683,100.4221,100.3962,47.5648
1980-12,,,98.61987,98.95717,-1.750309,46.96598,100.2799,100.2312,47.62324
1981-01,,,98.61044,98.95005,-1.618926,47.01975,100.1714,100.1052,47.68232
1981-02,,,98.619,98.95652,-1.405478,47.08279,100.0903,100.0111,47.7421
1981-03,,,98.63049,98.96519,-1.124942,47.14798,100.025,99.93521,47.80265
1981-04,,,98.64011,98.97247,-0.7968323,47.21311,99.96881,99.87,47.86401
1981-05,,,98.66125,98.98846,-0.420388,47.28466,99.91601,99.80869,47.92627
1981-06,,,98.72305,99.03516,0.04781394,47.37667,99.85631,99.73939,47.98948
1981-07,,,98.81984,99.10832,0.5742829,47.48658,99.7695,99.6386,48.0537
1981-08,,,98.92907,99.19089,1.108334,47.60367,99.63741,99.48526,48.119
1981-09,,,99.04922,99.28172,1.595213,47.72729,99.45759,99.2765,48.18543
1981-10,,,99.16618,99.37012,1.975015,47.85073,99.25991,99.047,48.25307
1981-11,,,99.25987,99.44094,2.2109,47.96434,99.08762,98.84698,48.32198
1981-12,,,99.30885,99.47796,2.324579,48.05774,98.97987,98.72189,48.3922
1982-01,,,99.29655,99.46867,2.346099,48.12288,98.95248,98.69009,48.4638
1982-02,,,99.22581,99.41519,2.290151,48.16105,99.0029,98.74863,48.53682
1982-03,,,99.13204,99.34431,2.20879,48.18938,99.10888,98.87167,48.61131
1982-04,,,99.05517,99.28621,2.148052,48.22728,99.22121,99.00208,48.68729
1982-05,,,99.0135,99.25471,2.112905,48.28374,99.28943,99.08127,48.7648
1982-06,,,98.99256,99.23888,2.058246,48.3518,99.28696,99.07841,48.84387
1982-07,,,98.94169,99.20043,1.937766,48.40676,99.23909,99.02283,48.92454
1982-08,,,98.88067,99.1543,1.795233,48.45827,99.18773,98.9632,49.00682
1982-09,,,98.87161,99.14746,1.696122,48.53681,99.15913,98.93,49.09074
1982-10,,,98.97215,99.22345,1.713951,48.67086,99.13177,98.89825,49.17633
1982-11,,,99.20354,99.39836,1.890749,48.87122,99.06767,98.82384,49.26358
1982-12,,,99.55489,99.66394,2.23711,49.13284,98.94302,98.67912,49.35252
1983-01,,,99.99332,99.99535,2.736665,49.43984,98.78099,98.49101,49.44315
1983-02,,,100.4989,100.3775,3.366951,49.78262,98.62632,98.31145,49.53546
1983-03,,,100.999,100.7556,4.017302,50.12529,98.52243,98.19084,49.62947
1983-04,,,101.4064,101.0635,4.556032,50.42453,98.4883,98.15121,49.72517
1983-05,,,101.7217,101.3018,4.963513,50.68031,98.53053,98.20023,49.82253
1983-06,,,101.9596,101.4816,5.269711,50.8998,98.65011,98.33906,49.92154
1983-07,,,102.1666,101.6381,5.576003,51.10592,98.84337,98.56342,50.02216
1983-08,,,102.3317,101.7629,5.850053,51.2931,99.10405,98.86606,50.12435
1983-09,,,102.4519,101.8537,6.021799,51.4596,99.41983,99.23266,50.22808
1983-10,,,102.5478,101.9262,6.050437,51.61567,99.76359,99.63174,50.33328
1983-11,,,102.6582,102.0097,5.953371,51.7807,100.0988,100.0209,50.43992
1983-12,,,102.7721,102.0958,5.732016,51.94915,100.3825,100.3503,50.54793
1984-01,,,102.8554,102.1588,5.388118,52.10372,100.5695,100.5673,50.65725
1984-02,,,102.8777,102.1756,4.913752,52.22881,100.6249,100.6317,50.76785
1984-03,,,102.8284,102.1383,4.375891,52.31872,100.5448,100.5386,50.87965
1984-04,,,102.7129,102.051,3.870074,52.37599,100.3839,100.3519,50.99263
1984-05,,,102.5023,101.8919,3.364756,52.38557,100.2165,100.1575,51.10672
1984-06,,,102.1926,101.6578,2.839321,52.34501,100.1013,100.0238,51.22191
1984-07,,,101.8337,101.3865,2.296407,52.27953,100.0492,99.96333,51.33813
1984-08,,,101.4747,101.1151,1.795668,52.21416,100.0445,99.95782,51.45535
1984-09,,,101.1484,100.8685,1.372321,52.16579,100.0619,99.978,51.57351
1984-10,,,100.8801,100.6656,1.030372,52.1475,100.0797,99.99869,51.69257
1984-11,,,100.6399,100.4841,0.7016317,52.14401,100.0834,100.003,51.81248
1984-12,,,100.4128,100.3124,0.3819087,52.14754,100.0694,99.98676,51.93319
1985-01,,,100.1978,100.1499,0.1034136,52.1576,100.0491,99.96316,52.05465
1985-02,,,99.98628,99.99003,-0.1132467,52.16966,100.0385,99.95093,52.17682
1985-03,,,99.74349,99.80651,-0.2928786,52.16549,100.0485,99.96246,52.29964
1985-04,,,99.47594,99.60427,-0.4346356,52.14835,100.0732,99.99115,52.42307
1985-05,,,99.22498,99.41456,-0.4691623,52.1398,100.0972,100.019,52.54705
1985-06,,,99.01713,99.25745,-0.3651976,52.15385,100.1004,100.0227,52.67154
1985-07,,,98.87412,99.14936,-0.1481906,52.20205,100.0635,99.97988,52.79647
1985-08,,,98.80975,99.10071,0.1489057,52.29191,99.97581,99.87811,52.92181
1985-09,,,98.83429,99.11925,0.5047593,52.4291,99.846,99.72742,53.04748
1985-10,,,98.96691,99.2195,0.913981,52.62411,99.7159,99.57639,53.17345
1985-11,,,99.23068,99.41888,1.429877,52.88961,99.63441,99.48177,53.29966
1985-12,,,99.61898,99.71239,2.061346,53.22248,99.63155,99.47846,53.42605
1986-01,,,100.0777,100.0591,2.754252,53.59415,99.68926,99.54546,53.55257
1986-02,,,100.5594,100.4232,3.469006,53.97943,99.76829,99.6372,53.67914
1986-03,,,101.0632,100.8041,4.240912,54.37778,99.83042,99.70933,53.80571
1986-04,,,101.5779,101.1931,5.052612,54.7832,99.85918,99.74271,53.9322
1986-05,,,102.0329,101.5371,5.787726,55.15751,99.85118,99.73343,54.05854
1986-06,,,102.3758,101.7962,6.362229,55.472,99.80991,99.68552,54.18467
1986-07,,,102.607,101.971,6.751295,55.72636,99.7421,99.6068,54.3105
1986-08,,,102.7295,102.0636,6.941576,55.92179,99.65632,99.50721,54.43597
1986-09,,,102.7366,102.0689,6.914109,56.0541,99.56357,99.39954,54.561
1986-10,,,102.6177,101.9791,6.637507,56.11705,99.47917,99.30155,54.68552
1986-11,,,102.3897,101.8067,6.106316,56.11922,99.42155,99.23465,54.80944
1986-12,,,102.097,101.5855,5.377613,56.08458,99.41048,99.2218,54.93267
1987-01,,,101.7968,101.3586,4.571786,56.04436,99.46365,99.28354,55.05513
1987-02,,,101.5626,101.1816,3.815328,56.03892,99.59312,99.43384,55.17672
1987-03,,,101.4048,101.0623,3.119636,56.07417,99.79712,99.67067,55.29734
1987-04,,,101.2857,100.9722,2.457304,56.12939,100.0464,99.96005,55.41691
1987-05,,,101.2037,100.9102,1.896821,56.20375,100.3009,100.2555,55.5353
1987-06,,,101.169,100.884,1.498039,56.30299,100.5234,100.5139,55.6524
1987-07,,,101.171,100.8856,1.246843,56.42118,100.6933,100.711,55.76813
1987-08,,,101.2002,100.9077,1.128918,56.5531,100.8007,100.8358,55.88237
1987-09,,,101.2196,100.9222,1.112881,56.67792,100.8457,100.888,55.99503
1987-10,,,101.2049,100.9112,1.184984,56.78202,100.8407,100.8822,56.106
1987-11,,,101.1875,100.898,1.360592,56.88277,100.8013,100.8364,56.21519
1987-12,,,101.2042,100.9107,1.633607,57.00079,100.7406,100.766,56.32253
1988-01,,,101.3025,100.985,1.995815,57.16291,100.6667,100.6802,56.42791
1988-02,,,101.47,101.1115,2.361444,57.36225,100.5846,100.5849,56.53126
1988-03,,,101.6278,101.2308,2.63963,57.55433,100.4999,100.4866,56.63249
1988-04,,,101.7221,101.3021,2.813312,57.70848,100.4234,100.3977,56.73152
1988-05,,,101.7494,101.3228,2.880075,57.82246,100.3698,100.3355,56.82829
1988-06,,,101.7159,101.2974,2.835416,57.89941,100.3565,100.32,56.9227
1988-07,,,101.6765,101.2676,2.74607,57.97055,100.4008,100.3715,57.01469
1988-08,,,101.7077,101.2912,2.698785,58.07935,100.5142,100.5031,57.10419
1988-09,,,101.8274,101.3817,2.749417,58.23623,100.6926,100.7103,57.19113
1988-10,,,102.007,101.5175,2.893394,58.42495,100.9016,100.9528,57.27542
1988-11,,,102.2319,101.6875,3.084228,58.63717,101.0975,101.1803,57.35701
1988-12,,,102.4729,101.8696,3.25501,58.85617,101.247,101.3539,57.43583
1989-01,,,102.6988,102.0404,3.325637,59.06394,101.3475,101.4706,57.51181
1989-02,,,102.8618,102.1636,3.261086,59.23288,101.4117,101.5451,57.58491
1989-03,,,102.9761,102.25,3.156411,59.37098,101.4552,101.5956,57.65508
1989-04,,,103.0548,102.3095,3.079452,59.48559,101.4877,101.6333,57.72229
1989-05,,,103.0989,102.3428,3.034781,59.57724,101.5162,101.6664,57.78651
1989-06,,,103.0941,102.3392,3.002079,59.6376,101.5491,101.7047,57.84771
1989-07,,,103.0258,102.2876,2.910878,59.658,101.602,101.766,57.90588
1989-08,,,102.8776,102.1755,2.667977,59.62889,101.6884,101.8663,57.961
1989-09,,,102.65,102.0035,2.256729,59.55047,101.811,102.0087,58.01309
1989-10,,,102.3073,101.7445,1.672031,59.40183,101.9497,102.1697,58.06215
1989-11,,,101.8606,101.4068,0.9417015,59.18935,102.0745,102.3146,58.10819
1989-12,,,101.3682,101.0346,0.1541097,58.94687,102.1576,102.411,58.15124
1990-01,,,100.8964,100.678,-0.5942351,58.71296,102.1864,102.4444,58.19134
1990-02,,,100.5169,100.3911,-1.187492,58.5295,102.158,102.4115,58.22853
1990-03,,,100.222,100.1682,-1.648486,58.39225,102.077,102.3175,58.26289
1990-04,,,100.001,100.0011,-2.001405,58.29504,101.958,102.1793,58.29446
1990-05,,,99.82336,99.86687,-2.277565,58.22033,101.8209,102.0202,58.32336
1990-06,,,99.63297,99.72296,-2.518714,58.1355,101.6899,101.8681,58.34966
1990-07,,,99.36364,99.51938,-2.775821,58.002,101.5934,101.756,58.37347
1990-08,,,99.05283,99.28444,-2.997018,57.8418,101.5541,101.7104,58.3949
1990-09,,,98.73573,99.04475,-3.148438,57.67556,101.5767,101.7367,58.41407
1990-10,,,98.4642,98.8395,-3.144871,57.53372,101.6319,101.8007,58.43111
1990-11,,,98.29823,98.71404,-2.936056,57.45152,101.6762,101.8521,58.44614
1990-12,,,98.23706,98.66781,-2.575485,57.4287,101.6697,101.8446,58.4593
1991-01,,,98.23747,98.66812,-2.167778,57.44019,101.5953,101.7582,58.47075
1991-02,,,98.27995,98.70023,-1.802076,57.47475,101.4511,101.5908,58.48064
