country,LVA,LVA
subject,BSCICP03,CSCICP03
measure,,
unit,Index,Index
powercode,Units,Units
reference_period,,
time,,
1993-04,85.52605,
1993-05,85.89227,
1993-06,86.0866,
1993-07,86.18509,
1993-08,86.67111,
1993-09,87.90455,
1993-10,89.9109,
1993-11,91.46228,
1993-12,92.70873,
1994-01,93.8627,
1994-02,94.18839,
1994-03,93.55963,
1994-04,92.33083,
1994-05,92.12277,
1994-06,93.0427,
1994-07,94.67835,
1994-08,95.53176,
1994-09,95.27457,
1994-10,94.16977,
1994-11,93.60393,
1994-12,93.73346,
1995-01,94.32552,
1995-02,94.82499,
1995-03,95.13805,
1995-04,95.32919,
1995-05,95.54395,
1995-06,95.58202,
1995-07,95.42915,
1995-08,95.5336,
1995-09,95.93704,
1995-10,96.44529,
1995-11,96.57858,
1995-12,96.12447,
1996-01,95.20107,
1996-02,94.90763,
1996-03,95.41826,
1996-04,96.47174,
1996-05,97.09683,
1996-06,96.95617,
1996-07,96.11426,
1996-08,95.53181,
1996-09,95.1565,
1996-10,94.78056,
1996-11,94.61253,
1996-12,94.55275,
1997-01,94.55797,
1997-02,94.85824,
1997-03,95.71594,
1997-04,97.16481,
1997-05,98.2701,
1997-06,99.09911,
1997-07,99.77302,
1997-08,100.0703,
1997-09,99.89252,
1997-10,99.28156,
1997-11,98.91168,
1997-12,98.73548,
1998-01,98.55024,
1998-02,98.3706,
1998-03,98.06361,
1998-04,97.64629,
1998-05,97.63187,
1998-06,98.07153,
1998-07,98.64745,
1998-08,98.46897,
1998-09,96.99017,
1998-10,94.30619,
1998-11,92.78935,
1998-12,92.81649,
1999-01,94.0107,
1999-02,94.93906,
1999-03,95.4557,
1999-04,95.7341,
1999-05,95.71117,
1999-06,95.39838,
1999-07,94.94399,
1999-08,94.98515,
1999-09,95.76598,
1999-10,97.17504,
1999-11,98.00378,
1999-12,98.11405,
2000-01,97.76656,
2000-02,97.62847,
2000-03,97.8633,
2000-04,98.38682,
2000-05,98.75021,
2000-06,98.91348,
2000-07,99.0,
2000-08,99.29045,
2000-09,100.0184,
2000-10,101.1977,
2000-11,101.9732,
2000-12,102.3107,
2001-01,102.3782,
2001-02,102.2876,
2001-03,101.9875,
2001-04,101.5111,
2001-05,101.3155,101.1569
2001-06,101.9329,101.7444
2001-07,102.8695,102.1511
2001-08,103.2843,102.4762
2001-09,103.0184,102.6924
2001-10,102.494,102.8236
2001-11,102.1555,102.9385
2001-12,102.3647,103.0195
2002-01,103.4641,103.0155
2002-02,104.1533,103.0962
2002-03,104.0834,103.3628
2002-04,103.1685,103.4737
2002-05,102.5588,103.3842
2002-06,102.3728,103.2777
2002-07,102.4636,103.2775
2002-08,102.605,103.4698
2002-09,102.8334,103.4005
2002-10,103.1093,103.3925
2002-11,103.2465,103.3989
2002-12,103.3829,103.3464
2003-01,103.5682,103.3807
2003-02,104.0596,103.5416
2003-03,104.5475,103.6446
2003-04,104.4887,103.7074
2003-05,104.2305,103.7207
2003-06,104.0082,103.3763
2003-07,104.2032,102.8497
2003-08,104.4253,102.3903
2003-09,104.5761,102.5546
2003-10,104.5869,102.8202
2003-11,104.5038,102.8891
2003-12,104.3595,102.5484
2004-01,104.2163,101.8524
2004-02,104.3505,101.0441
2004-03,104.6092,100.3712
2004-04,104.8261,100.3065
2004-05,104.9171,100.5026
2004-06,104.7412,101.1137
2004-07,104.5606,101.8032
2004-08,104.4692,101.9712
2004-09,104.3381,101.7001
2004-10,104.1025,101.2512
2004-11,103.8544,101.0428
2004-12,103.7241,101.4692
2005-01,103.6173,102.3973
2005-02,103.8174,103.2426
2005-03,104.0699,103.7605
2005-04,104.4044,103.7042
2005-05,104.7252,103.5647
2005-06,104.8691,103.2014
2005-07,105.1109,103.1138
2005-08,105.4684,103.3372
2005-09,105.7362,103.5304
2005-10,105.8355,103.7585
2005-11,105.9,104.0901
2005-12,105.6658,104.7886
2006-01,105.1534,105.6452
2006-02,104.8628,106.4121
2006-03,104.8319,107.0367
2006-04,104.8088,107.3974
2006-05,104.8329,107.7274
2006-06,104.9441,107.9606
2006-07,105.2758,108.1565
2006-08,105.6302,108.2245
2006-09,105.9321,108.3157
2006-10,106.0315,107.874
2006-11,105.9919,107.5155
2006-12,106.1477,107.2062
2007-01,106.4756,107.0817
2007-02,106.6359,106.9177
2007-03,106.2724,106.5902
2007-04,105.6785,106.2812
2007-05,105.2166,106.2196
2007-06,104.8908,106.2768
2007-07,104.5727,105.8191
2007-08,104.2484,105.0337
2007-09,103.708,103.9613
2007-10,103.1448,102.6105
2007-11,102.7921,101.5269
2007-12,102.5428,100.8375
2008-01,102.1845,100.1608
2008-02,101.5308,99.92455
2008-03,100.504,99.65278
2008-04,99.35732,99.12443
2008-05,98.286,98.68703
2008-06,97.70982,98.44334
2008-07,97.26119,98.3532
2008-08,96.6758,97.84833
2008-09,95.5338,97.22232
2008-10,94.04167,96.20667
2008-11,92.60218,94.26135
2008-12,91.26273,91.5066
2009-01,90.01505,89.36839
2009-02,89.23079,88.21763
2009-03,89.53348,87.83114
2009-04,90.69634,87.57803
2009-05,91.6147,86.59653
2009-06,92.05151,84.88567
2009-07,92.11202,84.07719
2009-08,92.08212,84.03079
2009-09,92.44639,84.02007
2009-10,93.13194,84.16255
2009-11,93.89094,84.71765
2009-12,94.79411,85.65061
2010-01,95.82544,87.33539
2010-02,97.07956,88.90884
2010-03,98.35917,90.15003
2010-04,99.45377,90.95512
2010-05,100.2356,91.85719
2010-06,100.5871,92.42451
2010-07,100.6798,92.66463
2010-08,100.6626,93.29573
2010-09,100.6476,94.29044
2010-10,100.7271,95.41883
2010-11,100.7529,95.8827
2010-12,100.7677,96.08034
2011-01,100.8614,96.1783
2011-02,101.1957,95.91373
2011-03,101.399,95.50278
2011-04,101.3726,95.36004
2011-05,101.1657,95.88057
2011-06,100.9228,96.82783
2011-07,100.7768,97.56796
2011-08,100.5414,98.21901
2011-09,100.5646,98.44962
2011-10,100.6276,98.37933
2011-11,100.7078,98.47385
2011-12,100.8766,98.94444
2012-01,101.219,99.52754
2012-02,101.3505,99.8109
2012-03,101.2143,99.65682
2012-04,100.8323,99.50584
2012-05,100.6376,99.69216
2012-06,100.5197,100.3011
2012-07,100.3739,100.2701
2012-08,100.5722,100.0919
2012-09,100.891,100.0432
2012-10,101.0986,100.2784
2012-11,101.2657,100.7947
2012-12,101.4787,101.2386
2013-01,101.6731,101.1448
2013-02,101.6165,100.8334
2013-03,101.2255,100.8337
2013-04,100.8973,100.895
2013-05,100.918,100.7412
2013-06,101.005,100.3872
2013-07,101.0721,99.70539
2013-08,101.0639,99.07339
2013-09,101.0853,99.04931
2013-10,101.2136,99.41041
2013-11,101.5155,99.93204
2013-12,101.7624,100.5296
2014-01,101.9143,100.7789
2014-02,101.7939,100.912
2014-03,101.3677,101.2324
2014-04,101.1017,101.5204
2014-05,100.8947,101.3425
2014-06,100.933,101.0622
2014-07,100.9941,101.0544
2014-08,100.919,100.8948
2014-09,100.8265,100.9197
2014-10,100.7164,101.2949
2014-11,100.5622,101.8236
2014-12,100.2246,102.032
2015-01,99.99876,101.9826
2015-02,99.81212,102.1079
2015-03,99.8825,102.2947
2015-04,100.0794,102.3888
2015-05,100.0895,102.3007
2015-06,100.045,102.0799
2015-07,100.1991,102.1288
2015-08,100.3813,102.165
2015-09,100.3144,102.0953
2015-10,100.2579,102.2731
2015-11,100.132,102.4358
2015-12,100.1235,102.5334
2016-01,100.1442,102.5657
2016-02,100.1932,102.5267
2016-03,100.4536,102.2049
2016-04,100.7329,101.8087
2016-05,100.9101,101.6174
2016-06,101.01,101.791
2016-07,100.9078,101.9736
2016-08,100.8588,101.7914
2016-09,101.089,101.4243
2016-10,101.3724,100.6148
2016-11,101.7447,99.7051
2016-12,102.0229,98.81179
2017-01,102.1405,98.44202
2017-02,102.2623,98.58366
2017-03,102.3919,99.07521
2017-04,102.4855,99.46404
2017-05,102.5977,99.85668
2017-06,102.6696,100.3623
2017-07,102.7314,100.6581
2017-08,102.9873,100.6577
2017-09,103.2039,100.8444
2017-10,103.4368,100.9298
2017-11,103.5385,101.0508
2017-12,103.6332,101.3068
2018-01,103.6222,101.6387
2018-02,103.4428,101.5731
2018-03,103.2366,101.3155
2018-04,103.0569,101.0199
2018-05,102.9967,100.6263
2018-06,103.0539,100.3667
2018-07,103.1915,100.4455
2018-08,103.2802,100.8379
2018-09,103.2363,101.0854
2018-10,103.2861,101.1193
2018-11,103.4212,101.0549
2018-12,103.4263,101.1163
2019-01,103.2556,101.0293
2019-02,102.9097,101.0085
2019-03,102.4493,101.3413
2019-04,102.0262,101.5699
2019-05,101.8723,101.5001
2019-06,101.8188,101.3504
2019-07,101.6859,101.3604
2019-08,101.5722,101.4796
2019-09,101.3979,101.6083
2019-10,101.333,101.6887
2019-11,101.5783,101.7437
2019-12,102.0772,101.7964
2020-01,102.466,101.2283
2020-02,102.0084,100.236
2020-03,100.2277,98.0927
2020-04,97.91512,95.60876
2020-05,97.2987,95.05219
2020-06,97.94992,95.50457
2020-07,99.12926,96.0592
2020-08,100.039,96.66856
2020-09,100.6483,96.66724
2020-10,100.6261,96.38489
2020-11,100.383,95.51222
2020-12,100.1103,94.76713
2021-01,99.98397,94.75461
2021-02,100.2805,95.37013
2021-03,101.3063,96.60881
2021-04,102.8262,98.45306
2021-05,103.7452,99.29846
2021-06,103.9686,99.0993
2021-07,103.6401,97.81028
2021-08,103.1146,97.13718
2021-09,102.7372,97.12965
2021-10,102.4247,98.07019
2021-11,102.1224,98.42722
2021-12,102.1156,98.52679
2022-01,102.4682,97.80562
2022-02,103.1074,97.22728
