country,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
1968-04,101.1512,,101.1515,100.9262,9.545844,37.72865,98.0014,97.52025,37.29914
1968-05,101.6157,,101.4774,101.188,9.388248,37.9872,98.06751,97.59935,37.43416
1968-06,102.0879,,101.8138,101.4583,9.172427,38.25206,98.18311,97.73765,37.57062
1968-07,102.5451,,102.1472,101.7262,8.917151,38.51819,98.34,97.92535,37.70849
1968-08,102.9544,,102.439,101.9607,8.613425,38.77083,98.5234,98.14475,37.84773
1968-09,103.2052,,102.6706,102.1467,8.284024,39.00278,98.7216,98.38187,37.98828
1968-10,103.3075,,102.848,102.2893,7.976292,39.21603,98.93346,98.63533,38.13008
1968-11,103.3582,,103.0047,102.4152,7.746623,39.42307,99.16198,98.90871,38.27307
1968-12,103.4389,,103.1527,102.5341,7.608102,39.62834,99.40659,99.20135,38.41718
1969-01,103.5653,,103.2921,102.6461,7.534646,39.83185,99.65389,99.49722,38.56233
1969-02,103.7362,,103.485,102.8011,7.520647,40.05745,99.88731,99.77647,38.70845
1969-03,103.9377,,103.6521,102.9354,7.446849,40.27449,100.0962,100.0264,38.85546
1969-04,104.0592,,103.7748,103.0339,7.280698,40.47556,100.286,100.2535,39.00328
1969-05,104.0389,,103.8179,103.0686,7.000777,40.6466,100.4658,100.4686,39.15182
1969-06,104.003,,103.7495,103.0136,6.594499,40.77459,100.6378,100.6743,39.301
1969-07,104.0255,,103.5584,102.8601,6.065574,40.85454,100.7866,100.8523,39.45074
1969-08,104.1212,,103.2605,102.6207,5.471401,40.89214,100.8871,100.9726,39.60095
1969-09,104.1359,,102.878,102.3134,4.853024,40.8956,100.9135,101.0041,39.75156
1969-10,103.9984,,102.4369,101.959,4.230001,40.87487,100.8519,100.9305,39.90247
1969-11,103.7486,,101.9703,101.5841,3.601298,40.84281,100.7067,100.7567,40.05362
1969-12,103.4574,,101.5031,101.2087,2.979998,40.80927,100.5124,100.5243,40.20493
1970-01,103.1297,,101.0907,100.8773,2.421769,40.79648,100.3513,100.3316,40.35632
1970-02,102.778,,100.7634,100.6143,1.896051,40.81696,100.3125,100.2851,40.50773
1970-03,102.3602,,100.5172,100.4166,1.477108,40.86939,100.4487,100.448,40.65909
1970-04,101.9582,,100.3426,100.2763,1.172515,40.95014,100.725,100.7787,40.81032
1970-05,101.6323,,100.2288,100.1848,1.004895,41.05506,101.0654,101.1859,40.96134
1970-06,101.4766,,100.1518,100.123,0.9807531,41.17449,101.3872,101.5709,41.11208
1970-07,101.3807,,100.0992,100.0807,1.098619,41.30337,101.6325,101.8644,41.26245
1970-08,101.1432,,100.051,100.042,1.323923,41.43352,101.761,102.018,41.4124
1970-09,100.7404,,99.98983,99.9928,1.618827,41.55763,101.7482,102.0027,41.56186
1970-10,100.3035,,99.92197,99.93828,1.965389,41.67822,101.5923,101.8162,41.71077
1970-11,100.0442,,99.86025,99.88869,2.345024,41.80058,101.3102,101.4787,41.85908
1970-12,99.99841,,99.79984,99.84015,2.728329,41.92268,100.9434,101.0399,42.00676
1971-01,99.98219,,99.71886,99.77509,3.036444,42.03524,100.5731,100.5969,42.15376
1971-02,99.98514,,99.607,99.68521,3.226214,42.1338,100.2849,100.2522,42.30004
1971-03,99.79626,,99.4472,99.55681,3.282544,42.21095,100.136,100.074,42.44559
1971-04,99.56425,,99.23354,99.38514,3.208227,42.26391,100.1168,100.051,42.59035
1971-05,99.37898,,98.9825,99.18343,3.031086,42.29947,100.1835,100.1308,42.73429
1971-06,99.15617,,98.70029,98.95667,2.782313,42.3201,100.2801,100.2464,42.87738
1971-07,98.73556,,98.39854,98.71423,2.487085,42.33062,100.3545,100.3354,43.01957
1971-08,98.23372,,98.11311,98.48489,2.203287,42.34642,100.3656,100.3487,43.16082
1971-09,97.85732,,97.92232,98.33159,2.030451,42.40144,100.2933,100.2622,43.30109
1971-10,97.79752,,97.87975,98.29739,2.01809,42.51933,100.1517,100.0928,43.44036
1971-11,98.04314,,98.01126,98.40305,2.18024,42.71194,99.97327,99.87931,43.5786
1971-12,98.44048,,98.30552,98.63949,2.510193,42.97501,99.79758,99.66912,43.71577
1972-01,98.83793,,98.72084,98.97319,2.987151,43.2909,99.66338,99.50856,43.85184
1972-02,99.12173,,99.20457,99.36185,3.567394,43.63688,99.60445,99.43806,43.98677
1972-03,99.2959,,99.72036,99.77628,4.231617,43.99715,99.64301,99.4842,44.12053
1972-04,99.37138,,100.2324,100.1877,4.949875,44.35592,99.77779,99.64545,44.25309
1972-05,99.45203,,100.7199,100.5794,5.684312,44.7039,99.99558,99.906,44.38439
1972-06,99.61629,,101.1816,100.9504,6.42788,45.04038,100.2757,100.2411,44.5144
1972-07,99.79346,,101.6072,101.2923,7.157781,45.36055,100.5882,100.615,44.64307
1972-08,100.0327,,101.9903,101.6002,7.82831,45.66143,100.9033,100.992,44.77036
1972-09,100.3259,,102.3254,101.8694,8.345933,45.94023,101.197,101.3433,44.89622
1972-10,100.6712,,102.6088,102.0971,8.644987,46.19511,101.4581,101.6557,45.02062
1972-11,101.0403,,102.8377,102.281,8.692194,46.42454,101.6819,101.9234,45.14352
1972-12,101.423,,102.9848,102.3992,8.472254,46.61597,101.8653,102.1428,45.2649
1973-01,101.7615,104.2621,103.001,102.4122,7.982808,46.74673,102.006,102.3112,45.38474
1973-02,101.915,103.4102,102.6764,102.1514,7.067354,46.72086,102.1007,102.4244,45.50301
1973-03,101.9284,102.4977,102.2146,101.7803,5.984134,46.63,102.1469,102.4797,45.61972
1973-04,101.9218,101.5844,101.6587,101.3337,4.819088,46.49348,102.1484,102.4815,45.73487
1973-05,101.8167,100.8681,101.0431,100.8391,3.63008,46.32669,102.1109,102.4366,45.84846
1973-06,101.5605,100.4805,100.4152,100.3345,2.466604,46.15134,102.0418,102.354,45.96053
1973-07,101.2308,100.308,99.83434,99.86787,1.398189,45.99478,101.9528,102.2475,46.0711
1973-08,100.815,100.1565,99.34488,99.47459,0.4735787,45.87767,101.8558,102.1315,46.18021
1973-09,100.2793,99.92332,98.95792,99.16368,-0.2931754,45.80555,101.7622,102.0195,46.2879
1973-10,99.68149,99.52531,98.68008,98.94044,-0.8945743,45.78186,101.6811,101.9225,46.39423
1973-11,99.3167,98.90842,98.53179,98.82129,-1.309608,45.81656,101.6177,101.8466,46.49927
1973-12,99.27454,98.22202,98.51906,98.81106,-1.508187,45.91291,101.5695,101.7889,46.60308
1974-01,99.32651,97.76491,98.62855,98.89903,-1.457956,46.06519,101.5224,101.7327,46.70573
1974-02,99.31547,97.77718,98.80576,99.04142,-1.011402,46.24832,101.458,101.6556,46.80732
1974-03,99.19083,98.00278,98.98343,99.18417,-0.4266283,46.43106,101.3602,101.5385,46.90792
1974-04,98.93242,98.34817,99.09857,99.27669,0.1944807,46.5839,101.2239,101.3755,47.00764
1974-05,98.58799,98.65665,99.10234,99.27972,0.7706745,46.68372,101.0476,101.1646,47.10658
1974-06,98.22858,98.81035,98.96243,99.1673,1.221463,46.71507,100.8283,100.9022,47.20485
1974-07,97.81558,98.86893,98.68466,98.94412,1.490587,46.68037,100.5601,100.5814,47.30256
1974-08,97.25708,98.91595,98.28814,98.62552,1.549211,46.58841,100.2372,100.1951,47.39983
1974-09,96.69079,99.0002,97.82925,98.25682,1.441341,46.46576,99.86082,99.74478,47.49679
1974-10,96.21919,99.08877,97.39511,97.90799,1.249259,46.3538,99.44956,99.25277,47.59356
1974-11,95.86848,99.2064,97.04406,97.62592,1.012736,46.28056,99.02863,98.74918,47.69026
1974-12,95.66985,99.34689,96.81522,97.44205,0.7670774,46.2651,98.62175,98.26241,47.78701
1975-01,95.663,99.57914,96.74814,97.38816,0.5679793,46.32682,98.24419,97.81072,47.88394
1975-02,95.70456,99.90662,96.83829,97.46059,0.4666567,46.46414,97.90876,97.40942,47.98116
1975-03,95.77792,100.2588,97.06415,97.64207,0.5087044,46.66726,97.62972,97.0756,48.07878
1975-04,95.90885,100.6109,97.40508,97.91599,0.7359749,46.92674,97.42371,96.82914,48.1769
1975-05,96.13499,100.8554,97.8307,98.25798,1.166638,47.22835,97.30827,96.69104,48.27559
1975-06,96.46207,100.8971,98.33355,98.66201,1.827546,47.56881,97.29518,96.67537,48.37495
1975-07,96.89796,100.8558,98.88325,99.10368,2.684886,47.93369,97.37727,96.77357,48.47503
1975-08,97.38569,100.8014,99.46106,99.56794,3.704106,48.3141,97.53844,96.9664,48.57589
1975-09,97.88782,100.7949,100.0463,100.0381,4.808556,48.70009,97.75649,97.22726,48.67757
1975-10,98.33189,100.9427,100.5953,100.4793,5.860741,49.07048,98.00007,97.51866,48.78009
1975-11,98.75857,101.4033,101.0703,100.861,6.75474,49.4067,98.23872,97.80417,48.88348
1975-12,99.13782,102.0156,101.4496,101.1657,7.419824,49.69789,98.45102,98.05817,48.98775
1976-01,99.41946,102.5097,101.7265,101.3882,7.800347,49.94048,98.63305,98.27593,49.09288
1976-02,99.63136,102.7886,101.8968,101.525,7.89421,50.13212,98.78835,98.46172,49.1989
1976-03,99.72781,102.8815,101.9818,101.5933,7.747741,50.28292,98.91985,98.61903,49.30577
1976-04,99.76785,102.889,102.0167,101.6214,7.422843,50.41004,99.02346,98.743,49.4135
1976-05,99.7759,102.8895,102.0175,101.622,6.97211,50.52116,99.09506,98.82866,49.52205
1976-06,99.74467,102.9321,101.9779,101.5902,6.399674,50.61306,99.13918,98.88143,49.63139
1976-07,99.62703,103.0361,101.893,101.522,5.735888,50.68311,99.17993,98.9302,49.74151
1976-08,99.49739,103.1482,101.7557,101.4117,4.995513,50.72763,99.24539,99.00851,49.85236
1976-09,99.36625,103.2624,101.5528,101.2486,4.188178,50.73974,99.35206,99.13612,49.96391
1976-10,99.22266,103.3076,101.2941,101.0407,3.369961,50.72413,99.48753,99.29818,50.07611
1976-11,99.0783,103.2574,100.994,100.7996,2.592923,50.68777,99.62591,99.46375,50.18891
1976-12,98.93797,103.0848,100.6624,100.5332,1.886515,50.63544,99.74116,99.60162,50.30227
1977-01,98.77101,102.8121,100.3258,100.2627,1.281287,50.58036,99.81995,99.69587,50.41611
1977-02,98.65167,102.4601,100.023,100.0195,0.8176548,50.54203,99.85708,99.7403,50.5304
1977-03,98.57871,102.0974,99.75528,99.80434,0.4737321,50.52113,99.85329,99.73576,50.64507
1977-04,98.46472,101.7446,99.53721,99.62913,0.2283404,50.52515,99.81596,99.69111,50.76006
1977-05,98.29619,101.5139,99.38274,99.50502,0.07942318,50.56129,99.7571,99.6207,50.87532
1977-06,98.16039,101.5143,99.29373,99.43349,0.03476343,50.63065,99.69368,99.54482,50.99078
1977-07,98.11082,101.635,99.27172,99.41582,0.1007863,50.73419,99.64948,99.49194,51.10639
1977-08,98.13004,101.769,99.31056,99.44702,0.2785274,50.86893,99.64557,99.48726,51.22207
1977-09,98.17922,101.9155,99.3839,99.50594,0.5552486,51.02147,99.68942,99.53973,51.33776
1977-10,98.22186,102.0462,99.46043,99.56744,0.8903719,51.17576,99.76118,99.62556,51.45339
1977-11,98.26172,102.1824,99.50923,99.60665,1.239007,51.3158,99.83102,99.70913,51.56888
1977-12,98.34314,102.2644,99.51835,99.61398,1.579466,51.43521,99.8746,99.76125,51.68415
1978-01,98.42402,102.2387,99.48917,99.59053,1.886431,51.53452,99.88839,99.77776,51.79913
1978-02,98.46739,102.2001,99.47395,99.5783,2.173667,51.64064,99.88159,99.76963,51.91373
1978-03,98.53352,102.1929,99.52953,99.62296,2.497926,51.78311,99.86996,99.7557,52.02788
1978-04,98.64943,102.2505,99.68575,99.74848,2.874805,51.97765,99.87123,99.75723,52.1415
1978-05,98.82984,102.4021,99.9447,99.95654,3.291672,52.2256,99.90078,99.79259,52.2545
1978-06,99.04848,102.6148,100.2883,100.2326,3.727253,52.51778,99.96635,99.87103,52.36679
1978-07,99.23061,102.8664,100.6727,100.5414,4.133505,52.83129,100.0608,99.98408,52.47829
1978-08,99.42466,103.1553,101.06,100.8527,4.477119,53.14639,100.1709,100.1157,52.58892
1978-09,99.57708,103.4738,101.4049,101.1298,4.738155,53.43895,100.2832,100.25,52.69858
1978-10,99.77151,103.7418,101.6919,101.3604,4.933685,53.70061,100.39,100.3779,52.80717
1978-11,99.90331,103.9358,101.9284,101.5504,5.104103,53.93501,100.4921,100.5,52.91462
1978-12,100.0055,104.045,102.1257,101.7089,5.273937,54.14788,100.6019,100.6314,53.02084
1979-01,100.2039,104.1007,102.3055,101.8534,5.464301,54.35052,100.7474,100.8054,53.12573
1979-02,100.4422,104.0665,102.4779,101.9919,5.630295,54.54816,100.9546,101.0533,53.22922
1979-03,100.7168,104.0073,102.6177,102.1042,5.685538,54.72726,101.2277,101.3801,53.33123
1979-04,101.0109,103.8991,102.684,102.1575,5.556491,54.86578,101.5247,101.7354,53.43167
1979-05,101.1936,103.6884,102.6511,102.1311,5.215819,54.94959,101.7877,102.05,53.53047
1979-06,101.1585,103.4003,102.5152,102.0219,4.681457,54.97638,101.9726,102.2712,53.62756
1979-07,100.9883,103.1257,102.2909,101.8416,4.01715,54.95361,102.0811,102.401,53.72289
1979-08,100.7296,102.8625,102.0051,101.612,3.291033,54.89545,102.1365,102.4673,53.81639
1979-09,100.5639,102.5656,101.6961,101.3637,2.588778,54.82236,102.1655,102.502,53.90804
1979-10,100.4148,102.1874,101.392,101.1194,1.953097,54.74944,102.183,102.5229,53.99781
1979-11,100.332,101.7508,101.1061,100.8897,1.388576,54.68394,102.1921,102.5338,54.08567
1979-12,100.3365,101.2798,100.8556,100.6884,0.8997777,54.63509,102.185,102.5254,54.17162
1980-01,100.3309,100.7892,100.6212,100.5001,0.4455793,54.5927,102.1455,102.478,54.25565
1980-02,100.225,100.5319,100.37,100.2983,-0.01705825,54.53886,102.0552,102.37,54.33778
1980-03,99.94099,100.3714,100.0736,100.0601,-0.4918439,54.45808,101.904,102.1891,54.41803
1980-04,99.47689,100.2622,99.73409,99.78732,-0.9373165,54.35151,101.7034,101.9491,54.49643
1980-05,98.93009,100.1874,99.38474,99.50662,-1.296359,54.23725,101.4746,101.6754,54.57301
1980-06,98.52847,100.0439,99.07365,99.25667,-1.518412,54.14161,101.2411,101.3961,54.64784
1980-07,98.22375,99.94073,98.8386,99.06781,-1.579811,54.08544,101.0233,101.1355,54.72097
1980-08,98.05015,99.89546,98.67758,98.93843,-1.50755,54.06787,100.8386,100.9146,54.79247
1980-09,97.82178,99.7137,98.56082,98.84462,-1.367218,54.07282,100.7014,100.7504,54.86239
1980-10,97.56629,99.25797,98.45845,98.76236,-1.215371,54.08403,100.6199,100.6529,54.93082
1980-11,97.40603,98.62949,98.36652,98.6885,-1.06884,54.09945,100.5963,100.6247,54.99783
1980-12,97.29321,98.17662,98.2946,98.63071,-0.9346347,54.12445,100.6222,100.6557,55.0635
1981-01,97.34316,97.78155,98.23222,98.58059,-0.8047426,54.15337,100.67,100.7129,55.12791
1981-02,97.4269,97.31313,98.16766,98.52872,-0.6582454,54.17986,100.708,100.7584,55.19114
1981-03,97.46841,96.79837,98.0921,98.46801,-0.4755445,54.19911,100.7136,100.765,55.25329
1981-04,97.44814,96.44351,98.01867,98.409,-0.2447861,54.21847,100.6873,100.7335,55.31443
1981-05,97.44854,96.2543,97.95191,98.35536,0.006090627,54.24055,100.6406,100.6777,55.37468
1981-06,97.50143,95.94356,97.91772,98.32789,0.2552803,54.27982,100.5862,100.6125,55.43412
1981-07,97.58755,95.56768,97.92881,98.33681,0.4771376,54.34351,100.5295,100.5447,55.49287
1981-08,97.62657,95.16644,97.97213,98.37161,0.6596236,54.42452,100.4716,100.4755,55.55102
1981-09,97.60826,95.13893,98.04753,98.4322,0.8324566,54.52295,100.4122,100.4044,55.6087
1981-10,97.51048,95.3029,98.12965,98.49818,0.9999586,54.62485,100.3525,100.333,55.666
1981-11,97.44758,95.36962,98.18868,98.54561,1.135432,54.71371,100.292,100.2606,55.72304
1981-12,97.42091,95.45076,98.21308,98.56522,1.217096,54.7832,100.2248,100.1802,55.77993
1982-01,97.46884,95.54443,98.19583,98.55135,1.248396,54.82941,100.1361,100.0741,55.8368
1982-02,97.47626,95.67764,98.1343,98.50191,1.238644,54.85095,100.0088,99.92176,55.89376
1982-03,97.34378,96.03634,98.00435,98.3975,1.172028,54.83434,99.83084,99.70892,55.95092
1982-04,97.11049,96.38484,97.79412,98.22858,1.022651,54.77293,99.60616,99.44011,56.00842
1982-05,96.82621,96.60174,97.53085,98.01705,0.8138367,54.68198,99.34844,99.13179,56.06635
1982-06,96.48177,96.555,97.25687,97.79691,0.5627129,54.58527,99.07888,98.8093,56.12484
1982-07,96.12025,96.10873,97.021,97.6074,0.3069093,54.51029,98.82602,98.50679,56.18401
1982-08,95.92134,95.61713,96.90317,97.51272,0.142701,54.50219,98.61923,98.2594,56.24397
1982-09,95.95543,95.25266,96.96182,97.55985,0.130633,54.59418,98.48119,98.09426,56.30482
1982-10,96.2524,95.27399,97.22781,97.77357,0.328083,54.80407,98.41709,98.01757,56.36665
1982-11,96.76756,95.49587,97.67261,98.13095,0.7356661,55.11623,98.42302,98.02466,56.42957
1982-12,97.43198,95.93882,98.22538,98.5751,1.292166,55.49109,98.48884,98.1034,56.49363
1983-01,98.02753,96.83073,98.79993,99.03674,1.916417,55.88018,98.5958,98.23137,56.55892
1983-02,98.52007,97.94043,99.32011,99.4547,2.533326,56.24051,98.72277,98.38327,56.6255
1983-03,98.8112,99.02746,99.75423,99.8035,3.136252,56.55408,98.84936,98.53471,56.69342
1983-04,98.8961,99.62701,100.0807,100.0658,3.716472,56.80856,98.95758,98.66418,56.76273
1983-05,98.9196,99.75188,100.3255,100.2625,4.27287,57.01847,99.03639,98.75847,56.83347
1983-06,98.96129,99.7403,100.5145,100.4144,4.787401,57.19848,99.08746,98.81957,56.90569
1983-07,99.09913,99.68372,100.6757,100.5439,5.235926,57.36441,99.13281,98.87383,56.97942
1983-08,99.2806,99.66203,100.8382,100.6745,5.560771,57.53293,99.19949,98.95359,57.05468
1983-09,99.44505,99.57652,100.9965,100.8016,5.690417,57.70081,99.30456,99.07928,57.13152
1983-10,99.60232,99.61887,101.1476,100.923,5.587889,57.86646,99.43826,99.23923,57.20993
1983-11,99.75542,99.90932,101.2876,101.0356,5.282303,58.02763,99.57568,99.40365,57.28995
1983-12,99.8734,100.2308,101.381,101.1106,4.816619,58.16388,99.68614,99.5358,57.37157
1984-01,99.95538,100.4091,101.3937,101.1208,4.250871,58.25557,99.74219,99.60284,57.45481
1984-02,99.95557,100.2156,101.3102,101.0537,3.650524,58.29358,99.72955,99.58774,57.53968
1984-03,99.91847,99.85923,101.149,100.9242,3.066528,58.28833,99.66084,99.50552,57.62618
1984-04,99.93576,99.50957,100.963,100.7747,2.572793,58.27012,99.59345,99.42491,57.71432
1984-05,100.0104,99.2056,100.7978,100.642,2.186661,58.26527,99.59402,99.42558,57.80412
1984-06,100.0823,98.9819,100.6822,100.5491,1.909235,58.29053,99.70265,99.55555,57.89558
1984-07,100.0837,99.17255,100.6319,100.5087,1.726997,58.35509,99.89217,99.78227,57.98868
1984-08,100.0402,99.51667,100.6211,100.5,1.58391,58.4442,100.1043,100.0361,58.08344
