country,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7
1964-02,101.1868,,100.3834,100.335,6.168518,24.18579,100.6843,7.29552,24.25514,100.6712,24.09341
1964-03,101.2937,,100.3727,100.3398,5.994023,24.29174,100.6904,7.254638,24.36586,100.679,24.20154
1964-04,101.315,,100.3567,100.3388,5.814394,24.39687,100.6628,7.065105,24.4675,100.6473,24.31015
1964-05,101.3429,,100.3404,100.3354,5.663988,24.50236,100.606,6.769365,24.56123,100.5815,24.41923
1964-06,101.477,,100.3234,100.3286,5.557347,24.6081,100.5252,6.415861,24.64838,100.4876,24.52877
1964-07,101.6611,,100.2935,100.3097,5.471837,24.71108,100.4243,6.046236,24.73005,100.3705,24.63876
1964-08,101.7616,,100.2492,100.2775,5.393384,24.81086,100.3076,5.692011,24.80746,100.2355,24.74919
1964-09,101.7399,,100.1971,100.2393,5.318796,24.90904,100.1828,5.373022,24.88282,100.0916,24.86004
1964-10,101.6287,,100.1384,100.197,5.250147,25.00586,100.0643,5.0998,24.96041,99.95636,24.9713
1964-11,101.5761,,100.0893,100.1642,5.202296,25.10537,99.96817,4.876607,25.04488,99.84813,25.08298
1964-12,101.5711,,100.0576,100.1458,5.171404,25.20956,99.90492,4.705808,25.13935,99.77898,25.19504
1965-01,101.6152,,100.0384,100.135,5.144867,25.31721,99.87359,4.590386,25.24338,99.74667,25.30749
1965-02,101.7478,,100.0137,100.1162,5.118631,25.42378,99.86788,4.534124,25.3549,99.74272,25.4203
1965-03,101.8472,,99.96507,100.0757,5.07502,25.52455,99.88168,4.539819,25.47202,99.75934,25.53347
1965-04,101.7362,,99.89076,100.0128,5.009234,25.61897,99.91251,4.604929,25.59421,99.79425,25.64698
1965-05,101.5249,,99.81016,99.94344,4.936465,25.71191,99.96059,4.725639,25.7219,99.84892,25.76082
1965-06,101.3073,,99.74712,99.88772,4.882278,25.80954,100.0267,4.897955,25.85565,99.92532,25.87497
1965-07,101.2026,,99.72702,99.86755,4.885991,25.91847,100.1084,5.114717,25.99492,100.0212,25.98941
1965-08,101.2166,,99.76351,99.89452,4.963731,26.04241,100.2027,5.366844,26.13884,100.1329,26.10414
1965-09,101.2899,,99.85943,99.97076,5.111534,26.18228,100.3066,5.641203,26.28651,100.257,26.21913
1965-10,101.3176,,100.0071,100.0893,5.320243,26.33623,100.4174,5.915795,26.43701,100.3898,26.33438
1965-11,101.4725,,100.1887,100.2355,5.55418,26.49977,100.5312,6.165731,26.58908,100.5264,26.44985
1965-12,101.7747,,100.3799,100.3884,5.77917,26.66646,100.6414,6.369211,26.74053,100.6587,26.56556
1966-01,102.0758,,100.5475,100.5212,5.965595,26.82754,100.7367,6.513574,26.88762,100.7727,26.68147
1966-02,102.196,,100.6509,100.6009,6.089634,26.97199,100.8047,6.591402,27.02614,100.8529,26.79758
1966-03,102.1161,,100.6581,100.6016,6.136999,27.09099,100.8355,6.598864,27.15289,100.8881,26.91387
1966-04,101.8182,,100.555,100.5136,6.094734,27.18037,100.8288,6.538513,27.26769,100.8781,27.03036
1966-05,101.4154,,100.3456,100.3419,5.946359,27.24084,100.7874,6.413598,27.3716,100.8273,27.14701
1966-06,101.2057,,100.0647,100.1159,5.703093,27.28148,100.7147,6.227217,27.46573,100.7405,27.26384
1966-07,101.1049,,99.74153,99.85826,5.369175,27.31007,100.6139,5.986148,27.55101,100.6215,27.38084
1966-08,100.967,,99.40654,99.59166,4.962761,27.33483,100.4883,5.698396,27.62833,100.4739,27.49802
1966-09,100.7541,,99.0936,99.34057,4.517507,27.36506,100.3437,5.374837,27.69937,100.3042,27.61537
1966-10,100.4261,,98.81643,99.11494,4.056862,27.40466,100.1923,5.034297,27.76793,100.1263,27.7329
1966-11,100.0179,,98.59345,98.92944,3.619276,27.45887,100.0475,4.698224,27.8383,99.9558,27.85061
1966-12,99.65627,,98.42802,98.78962,3.233927,27.52884,99.91893,4.386891,27.91361,99.80376,27.9685
1967-01,99.29876,,98.33662,98.7086,2.951674,27.6194,99.80721,4.115646,27.99422,99.67116,28.08658
1967-02,98.97118,,98.31301,98.68313,2.806822,27.72905,99.70984,3.897249,28.07942,99.55525,28.20486
1967-03,98.69486,,98.36297,98.71897,2.837406,27.85967,99.62524,3.741574,28.16883,99.4545,28.32334
1967-04,98.58076,,98.4857,98.81554,3.057122,28.01131,99.55604,3.651811,28.26346,99.37223,28.44201
1967-05,98.7331,,98.67023,98.9644,3.451616,28.18109,99.50636,3.628637,28.36481,99.31352,28.56088
1967-06,99.07522,,98.89302,99.14603,3.962371,28.36247,99.47805,3.669733,28.47365,99.28069,28.67995
1967-07,99.52204,,99.13364,99.34351,4.539133,28.54972,99.4665,3.765704,28.5885,99.26833,28.79922
1967-08,99.94992,,99.3742,99.54124,5.132194,28.73771,99.46544,3.905426,28.70734,99.26918,28.91868
1967-09,100.2867,,99.59427,99.72174,5.684059,28.92051,99.47144,4.078603,28.82911,99.27953,29.03833
1967-10,100.4746,,99.77428,99.87009,6.158368,29.09234,99.48754,4.275212,28.95507,99.30351,29.15815
1967-11,100.6054,,99.90258,99.97735,6.521578,29.24962,99.51852,4.486169,29.08717,99.34772,29.27815
1967-12,100.7143,,99.97958,100.0438,6.769116,29.3923,99.56539,4.702278,29.22619,99.41455,29.3983
1968-01,100.7776,,100.0141,100.0754,6.891379,29.52275,99.61885,4.912046,29.36931,99.49426,29.5186
1968-02,100.7923,,100.0335,100.0936,6.923753,29.64894,99.66974,5.106626,29.51333,99.57592,29.63902
1968-03,100.8661,,100.0579,100.1146,6.881375,29.7768,99.71893,5.285028,29.65756,99.65725,29.75956
1968-04,101.0136,,100.1055,100.1524,6.784433,29.91172,99.78119,5.454901,29.8052,99.74902,29.8802
1968-05,101.0199,,100.1851,100.2129,6.654623,30.05643,99.8759,5.62726,29.96098,99.86691,30.00091
1968-06,100.984,,100.3046,100.3033,6.526089,30.21343,100.0115,5.806816,30.12706,100.0179,30.12168
1968-07,101.004,,100.4703,100.4301,6.427391,30.38472,100.1799,5.99203,30.30153,100.1953,30.24248
1968-08,101.0617,,100.6717,100.587,6.366327,30.56724,100.3594,6.171441,30.47899,100.381,30.3633
1968-09,101.2025,,100.8856,100.757,6.339982,30.75406,100.5285,6.329284,30.65379,100.5566,30.48411
1968-10,101.4619,,101.0807,100.9136,6.335974,30.93562,100.6716,6.446232,30.82158,100.708,30.60489
1968-11,101.6459,,101.2235,101.0285,6.331424,31.10154,100.7818,6.507578,30.98004,100.828,30.72562
1968-12,101.6762,,101.2956,101.0869,6.306462,31.24591,100.8582,6.508686,31.12843,100.9147,30.84628
1969-01,101.7058,,101.3066,101.0963,6.261965,31.37146,100.9063,6.463972,31.26773,100.9716,30.96686
1969-02,101.8116,,101.2829,101.077,6.196579,31.48616,100.9324,6.39043,31.39936,101.0037,31.08733
1969-03,101.8942,,101.228,101.0311,6.092299,31.59089,100.9419,6.294737,31.52443,101.015,31.20768
1969-04,101.892,,101.1399,100.9573,5.928388,31.685,100.9371,6.168351,31.64369,101.008,31.3279
1969-05,101.8629,,101.0059,100.8462,5.682208,31.7643,100.9182,5.995321,31.75723,100.9834,31.44798
1969-06,101.7556,,100.8359,100.7069,5.356392,31.83178,100.8834,5.76716,31.86454,100.9397,31.5679
1969-07,101.6464,,100.6476,100.5543,4.963577,31.89289,100.8298,5.487956,31.96447,100.8735,31.68767
1969-08,101.652,,100.4587,100.4025,4.533971,31.95315,100.7558,5.17474,32.0562,100.7827,31.80726
1969-09,101.6476,,100.2649,100.2476,4.087932,32.01127,100.663,4.849089,32.14022,100.6688,31.92669
1969-10,101.5853,,100.0661,100.0876,3.657551,32.0671,100.5603,4.536686,32.21986,100.5427,32.04594
1969-11,101.4017,,99.86626,99.92432,3.281032,32.12199,100.4592,4.259073,32.2995,100.4181,32.16501
1969-12,101.0997,,99.66648,99.75811,2.977428,32.17624,100.3692,4.030395,32.38303,100.307,32.28391
1970-01,100.712,,99.46597,99.58897,2.735384,32.22959,100.2986,3.857118,32.47377,100.2195,32.40263
1970-02,100.373,,99.26679,99.42008,2.529895,32.28273,100.2513,3.739639,32.57358,100.1611,32.52118
1970-03,100.1135,,99.06969,99.25314,2.358282,32.3359,100.2281,3.674982,32.68295,100.133,32.63954
1970-04,99.98218,,98.88087,99.09439,2.228597,32.39113,100.2224,3.651721,32.79923,100.1267,32.75774
1970-05,100.051,,98.71593,98.95748,2.170045,32.4536,100.2238,3.655859,32.91824,100.1292,32.87575
1970-06,100.177,,98.58098,98.84713,2.178995,32.52539,100.2174,3.670077,33.03399,100.1225,32.99358
1970-07,100.0828,,98.46514,98.75385,2.226633,32.60302,100.183,3.672844,33.13847,100.0823,33.11123
1970-08,99.73838,,98.37119,98.67947,2.298098,32.68747,100.1029,3.644987,33.22464,99.98779,33.2287
1970-09,99.2654,,98.31329,98.63538,2.412489,32.78354,99.97213,3.578645,33.2904,99.83331,33.34599
1970-10,98.8794,,98.31251,98.63976,2.592358,32.8984,99.81092,3.48832,33.34379,99.6435,33.46309
1970-11,98.78745,,98.39195,98.71214,2.85794,33.04002,99.64911,3.397006,33.39672,99.45419,33.58
1970-12,99.10552,,98.54485,98.84682,3.201601,33.20639,99.51247,3.324078,33.45947,99.29588,33.69673
1971-01,99.55128,,98.72991,99.00821,3.58124,33.38381,99.4156,3.276138,33.53765,99.1849,33.81327
1971-02,99.95928,,98.90897,99.16286,3.954744,33.55943,99.36179,3.25031,33.63232,99.12383,33.9296
1971-03,100.0761,,99.05912,99.29002,4.297114,33.72541,99.34648,3.238795,33.74148,99.10632,34.04574
1971-04,100.1634,,99.17774,99.38645,4.598852,33.88075,99.35842,3.236375,33.86074,99.11915,34.16165
1971-05,100.1746,,99.26669,99.45422,4.845001,34.02597,99.38388,3.240194,33.98485,99.14671,34.27733
1971-06,100.1186,,99.33387,99.50112,5.036901,34.16367,99.4092,3.252896,34.10855,99.17363,34.39277
1971-07,100.0287,,99.39647,99.54179,5.203945,34.29967,99.42234,3.285156,34.22712,99.18625,34.50793
1971-08,99.924,,99.46476,99.58652,5.353823,34.4375,99.41628,3.350253,34.33775,99.17668,34.62281
1971-09,99.90588,,99.56908,99.66148,5.503211,34.58768,99.39336,3.457441,34.4414,99.14796,34.73737
1971-10,99.95493,,99.7375,99.79108,5.658998,34.76012,99.37103,3.603062,34.54519,99.1208,34.8516
1971-11,100.1091,,99.98422,99.98826,5.810931,34.95995,99.37204,3.778252,34.65853,99.12216,34.96547
1971-12,100.4906,,100.3054,100.2497,5.96172,35.18606,99.41462,3.973891,34.78911,99.17376,35.07894
1972-01,100.8497,,100.6621,100.5428,6.114348,35.42501,99.50115,4.175832,34.93813,99.27865,35.19199
1972-02,101.0696,,101.0209,100.8378,6.274201,35.66501,99.62547,4.37353,35.10324,99.42973,35.30458
1972-03,101.1389,,101.3648,101.1191,6.448016,35.90003,99.77707,4.560138,35.28014,99.61451,35.41666
1972-04,101.1495,,101.6846,101.3799,6.629014,36.12671,99.94263,4.731911,35.463,99.81645,35.52821
1972-05,101.179,,101.9747,101.6179,6.809415,36.34295,100.1114,4.890633,35.64692,100.0217,35.63917
1972-06,101.207,,102.2391,101.8373,6.984955,36.54998,100.2794,5.046709,35.82991,100.2249,35.74952
1972-07,101.3781,,102.5002,102.0564,7.160646,36.75574,100.4541,5.223187,36.01487,100.4341,35.85919
1972-08,101.7169,,102.7808,102.2935,7.349125,36.96835,100.6486,5.444408,36.20724,100.6647,35.96816
1972-09,102.1777,,103.0749,102.5428,7.511333,37.18568,100.8752,5.722975,36.41247,100.9316,36.07638
1972-10,102.6403,,103.3648,102.7883,7.59837,37.40132,101.1387,6.043266,36.63285,101.241,36.18381
1972-11,103.038,,103.6219,103.006,7.565415,37.60482,101.436,6.373284,36.86742,101.59,36.29042
1972-12,103.316,,103.8127,103.1674,7.382971,37.78384,101.7536,6.673474,37.11075,101.9633,36.39616
1973-01,103.475,101.836,103.9104,103.2494,7.066564,37.92834,102.0629,6.904985,37.3506,102.3276,36.50102
1973-02,103.447,101.4733,103.8748,103.2193,6.612443,38.02334,102.3296,7.033345,37.57218,102.6423,36.60496
1973-03,103.315,101.1038,103.743,103.106,6.077677,38.08191,102.5252,7.037009,37.7628,102.8736,36.70795
1973-04,103.0865,100.7423,103.5244,102.918,5.482401,38.10733,102.6419,6.924673,37.91869,103.0119,36.81
1973-05,102.7802,100.4474,103.2458,102.6786,4.859859,38.10916,102.6828,6.715569,38.04082,103.0607,36.91109
1973-06,102.4539,100.2605,102.9375,102.4151,4.236536,38.09843,102.6592,6.42963,38.13364,103.0327,37.01122
1973-07,102.1457,100.1846,102.623,102.15,3.613238,38.08382,102.5927,6.084749,38.20629,102.953,37.11042
1973-08,102.1735,100.2062,102.3208,101.9012,2.986081,38.07225,102.5025,5.689129,38.26712,102.8445,37.20871
1973-09,102.3058,100.2094,102.0203,101.6608,2.350737,38.05982,102.3973,5.238364,38.31989,102.7175,37.3061
1973-10,102.4121,100.0295,101.7107,101.4179,1.71431,38.0425,102.2681,4.716604,38.36067,102.5614,37.40265
1973-11,102.3897,99.56064,101.3699,101.1518,1.08308,38.01211,102.1007,4.111579,38.38325,102.3597,37.4984
1973-12,102.1466,98.97522,101.0037,100.8645,0.4945656,37.97071,101.8896,3.434434,38.38529,102.1065,37.5934
1974-01,101.8462,98.52871,100.6342,100.5715,-0.004259399,37.92673,101.6535,2.74319,38.3752,101.8242,37.68771
1974-02,101.5778,98.48691,100.2598,100.2692,-0.3781634,37.87955,101.4186,2.109585,38.3648,101.5441,37.7814
1974-03,101.4195,98.64679,99.86356,99.9449,-0.6802317,37.82287,101.2033,1.587782,38.36239,101.2881,37.87455
1974-04,101.1415,98.81286,99.43335,99.59031,-0.9322119,37.75208,101.0028,1.179616,38.36599,101.0503,37.96722
1974-05,100.7525,98.79562,98.96249,99.20191,-1.166425,37.66465,100.8001,0.8598332,38.3679,100.8103,38.05952
1974-06,100.4482,98.61034,98.44882,98.78011,-1.414021,37.55972,100.5744,0.5907221,38.35891,100.5436,38.15151
1974-07,99.97771,98.34905,97.89504,98.32803,-1.695003,37.43829,100.3106,0.3301945,38.33244,100.2331,38.2433
1974-08,99.31938,98.09228,97.31049,97.8517,-2.018046,37.30394,99.99956,0.0457343,38.28462,99.86868,38.33496
1974-09,98.44987,97.86469,96.7214,97.37042,-2.346483,37.16675,99.64117,-0.2723293,38.21553,99.45071,38.42661
1974-10,97.57208,97.68275,96.18193,96.92786,-2.615071,37.04766,99.25016,-0.5974417,38.13149,98.99574,38.51831
1974-11,96.74719,97.60208,95.75274,96.57276,-2.740701,36.97031,98.84963,-0.8876268,38.04255,98.52983,38.61019
1974-12,96.1127,97.62574,95.48747,96.34956,-2.6727,36.95586,98.46635,-1.106525,37.96055,98.08341,38.70232
1975-01,95.87211,97.78838,95.42186,96.28941,-2.394136,37.01871,98.12681,-1.24469,37.89755,97.68722,38.79479
1975-02,95.92085,98.07499,95.54098,96.38177,-1.916253,37.15368,97.85468,-1.303877,37.86456,97.36902,38.88769
1975-03,96.07973,98.41055,95.81025,96.59958,-1.255802,37.34789,97.66528,-1.286143,37.869,97.14707,38.9811
1975-04,96.465,98.72035,96.1958,96.91516,-0.4330741,37.58859,97.56147,-1.181393,37.91273,97.02534,39.07508
1975-05,96.94057,98.93238,96.65424,97.29182,0.5164984,37.85918,97.53774,-0.9750155,37.99381,96.99795,39.1697
1975-06,97.44035,99.06638,97.15192,97.70138,1.562846,38.14672,97.58414,-0.6539584,38.10806,97.05346,39.26501
1975-07,97.96007,99.1705,97.66352,98.12273,2.679353,38.4414,97.68598,-0.2179051,38.24891,97.1745,39.36106
1975-08,98.51338,99.23902,98.17347,98.54173,3.842014,38.73716,97.82876,0.3267368,38.40971,97.34359,39.45787
1975-09,98.99549,99.31767,98.67806,98.95476,5.020166,39.03258,98.00051,0.9665819,38.58492,97.54633,39.55548
1975-10,99.33253,99.48505,99.16165,99.35027,6.137515,39.32146,98.1912,1.674365,38.76995,97.77084,39.6539
1975-11,99.57269,99.79173,99.618,99.72327,7.11647,39.60129,98.39206,2.413848,38.96084,98.00693,39.75315
1975-12,99.87779,100.1723,100.039,100.0681,7.88208,39.86875,98.59346,3.141692,39.15316,98.24338,39.85323
1976-01,100.1877,100.5087,100.4027,100.3675,8.36418,40.11502,98.7818,3.807512,39.3405,98.46417,39.95413
1976-02,100.4428,100.6803,100.6873,100.6032,8.552306,40.33118,98.94322,4.362257,39.51632,98.65302,40.05586
1976-03,100.5758,100.7438,100.8862,100.7688,8.478107,40.51428,99.06821,4.771828,39.67604,98.79887,40.15839
1976-04,100.6874,100.7867,101.0086,100.8724,8.191896,40.66781,99.15781,5.03126,39.82022,98.90342,40.26173
1976-05,100.6852,100.8543,101.0594,100.9184,7.750526,40.79347,99.21845,5.153865,39.95196,98.97469,40.36583
1976-06,100.6037,100.8964,101.0482,100.9153,7.204225,40.89489,99.25895,5.1626,40.07542,99.02332,40.47069
1976-07,100.4405,100.8673,100.9914,100.8756,6.600073,40.97856,99.28951,5.088602,40.19525,99.06095,40.57628
1976-08,100.2482,100.7524,100.9034,100.8113,5.970804,41.05008,99.31956,4.962082,40.31563,99.09807,40.68256
1976-09,100.068,100.6098,100.8086,100.742,5.346186,41.11934,99.35627,4.807037,40.43971,99.14243,40.78951
1976-10,99.92587,100.5132,100.7312,100.6866,4.767567,41.19614,99.40288,4.639966,40.56886,99.19746,40.89708
1976-11,99.83916,100.5307,100.6852,100.6567,4.25469,41.28621,99.45999,4.472371,40.70331,99.26369,41.00524
1976-12,99.85848,100.6165,100.661,100.6447,3.804883,41.38571,99.52595,4.314281,40.84233,99.33937,41.11395
1977-01,99.81295,100.712,100.6425,100.6357,3.42258,41.48799,99.59524,4.176304,40.98348,99.41862,41.22314
1977-02,99.78229,100.7444,100.6168,100.618,3.115601,41.58773,99.66164,4.068513,41.12404,99.49494,41.33279
1977-03,99.78592,100.6993,100.576,100.5849,2.881102,41.68154,99.71986,3.996363,41.26164,99.56276,41.44284
1977-04,99.70428,100.6154,100.5203,100.5357,2.708852,41.76944,99.76717,3.954504,41.39492,99.619,41.55324
1977-05,99.63261,100.5758,100.4639,100.4827,2.607566,41.85719,99.80219,3.932433,41.52304,99.66188,41.66392
1977-06,99.49962,100.6581,100.417,100.4348,2.577659,41.94902,99.82452,3.917994,41.64558,99.69059,41.77483
1977-07,99.37917,100.8119,100.3947,100.4059,2.61772,42.05126,99.83514,3.899594,41.7627,99.70582,41.88592
1977-08,99.24499,100.9527,100.4006,100.4009,2.716891,42.16537,99.83672,3.868933,41.87542,99.71021,41.99712
1977-09,99.18204,101.0814,100.432,100.4181,2.847655,42.29027,99.83475,3.824038,41.98614,99.70972,42.10837
1977-10,99.24637,101.1999,100.4823,100.4525,2.978709,42.42325,99.84025,3.774438,42.10011,99.71696,42.21961
1977-11,99.38913,101.2809,100.5407,100.4955,3.084413,42.55964,99.86694,3.736113,42.22403,99.74786,42.33077
1977-12,99.52998,101.3352,100.61,100.5489,3.17734,42.70068,99.92884,3.728175,42.36501,99.81909,42.44179
1978-01,99.54399,101.3505,100.6971,100.618,3.281074,42.84924,100.0366,3.770517,42.52877,99.94402,42.55259
1978-02,99.54053,101.315,100.8125,100.7112,3.419277,43.00974,100.195,3.876473,42.7182,100.1291,42.66311
1978-03,99.63658,101.254,100.9783,100.8465,3.623114,43.19171,100.3964,4.043511,42.93006,100.3665,42.77327
1978-04,99.87679,101.2806,101.1808,101.0117,3.878283,43.38938,100.6213,4.250947,43.15459,100.6333,42.88301
1978-05,100.1595,101.3357,101.3974,101.1875,4.147016,43.59301,100.8427,4.46797,43.37828,100.8979,42.99224
1978-06,100.4051,101.3608,101.6107,101.3583,4.400868,43.79514,101.0405,4.670424,43.5906,101.1362,43.10091
1978-07,100.608,101.3934,101.8036,101.5108,4.606206,43.98823,101.2072,4.847716,43.78724,101.3384,43.20893
1978-08,100.7259,101.3831,101.9545,101.6285,4.737266,44.16285,101.3458,4.999573,43.96901,101.507,43.31625
1978-09,100.8155,101.3653,102.0533,101.7044,4.786255,44.31439,101.4613,5.125228,44.13802,101.6471,43.4228
1978-10,100.892,101.2106,102.0876,101.7296,4.747335,44.43723,101.5555,5.212992,44.29478,101.7604,43.52853
1978-11,100.9295,100.8946,102.0734,101.7158,4.648594,44.53807,101.6286,5.24643,44.43929,101.847,43.63338
1978-12,100.8813,100.5597,102.0422,101.6883,4.519435,44.6305,101.6834,5.211846,44.57301,101.9107,43.73731
1979-01,100.8541,100.4385,102.0186,101.6666,4.378075,44.72521,101.7312,5.109466,44.70176,101.9651,43.84027
1979-02,100.8697,100.4074,102.0058,101.6525,4.21741,44.82363,101.7838,4.948203,44.83199,102.0248,43.94223
1979-03,100.9276,100.3278,101.9814,101.6271,3.99179,44.91583,101.8478,4.74526,44.9672,102.098,44.04317
1979-04,100.9522,100.2396,101.9171,101.5688,3.687414,44.98932,101.9174,4.518099,45.10436,102.1777,44.14305
1979-05,100.892,100.1396,101.8031,101.4714,3.3184,45.0396,101.981,4.285707,45.23735,102.2501,44.24186
1979-06,100.7417,99.93844,101.637,101.3343,2.900495,45.06542,102.0279,4.060213,45.36047,102.3024,44.33959
1979-07,100.5365,99.71016,101.4285,101.1643,2.461539,45.07102,102.055,3.84833,45.47231,102.3316,44.43623
1979-08,100.3462,99.58086,101.1949,100.9734,2.040324,45.06392,102.062,3.647719,45.57287,102.3378,44.5318
1979-09,100.2073,99.44524,100.9414,100.7654,1.651832,45.04639,102.0475,3.451435,45.66142,102.3195,44.6263
1979-10,100.0597,99.23316,100.6651,100.5377,1.305121,45.01719,102.0067,3.251653,45.7351,102.2704,44.71976
