country,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD
1985-06,100.5044,100.079,101.2488,101.0897,3.107841,52.16206,100.1772,100.0582,51.51869
1985-07,100.4994,100.365,101.2165,101.0615,3.134049,52.25487,100.1502,100.0294,51.62683
1985-08,100.4229,100.5256,101.1745,101.0249,3.126051,52.34412,100.1638,100.0439,51.73648
1985-09,100.3539,100.6235,101.1337,100.9893,3.099207,52.43541,100.2545,100.1408,51.8476
1985-10,100.3487,100.7684,101.0984,100.9585,3.033675,52.5309,100.4033,100.2999,51.96017
1985-11,100.3809,100.9084,101.0578,100.9232,2.910633,52.62501,100.5692,100.4772,52.07414
1985-12,100.329,101.0502,100.9981,100.8711,2.722145,52.71041,100.7179,100.6362,52.18949
1986-01,100.2706,101.2151,100.9271,100.8092,2.494107,52.79112,100.8492,100.7765,52.30617
1986-02,100.1104,101.3133,100.8388,100.7322,2.264942,52.86389,100.9753,100.9113,52.42417
1986-03,99.9487,101.3764,100.7466,100.6518,2.100147,52.93571,101.1006,101.0452,52.54345
1986-04,99.81802,101.3956,100.6585,100.5751,2.012948,53.01081,101.2011,101.1527,52.66399
1986-05,99.79677,101.4973,100.5823,100.5085,1.973077,53.09313,101.2391,101.1933,52.78577
1986-06,99.84721,101.5424,100.5093,100.4449,1.948164,53.17826,101.1789,101.129,52.90878
1986-07,99.86924,101.4697,100.4231,100.3697,1.91848,53.25737,101.0082,100.9465,53.033
1986-08,99.84497,101.3464,100.3216,100.2813,1.882356,53.32942,100.7315,100.6508,53.15844
1986-09,99.81663,101.2181,100.2086,100.1828,1.832417,53.39625,100.3727,100.2672,53.28507
1986-10,99.87836,101.1682,100.0961,100.0847,1.776767,53.46425,99.98355,99.85123,53.41292
1986-11,99.94463,101.1443,99.98067,99.98405,1.722825,53.53164,99.62443,99.46736,53.54199
1986-12,99.89972,101.1189,99.85672,99.87598,1.678917,53.59538,99.34724,99.17107,53.67228
1987-01,99.79132,101.066,99.73688,99.77149,1.65009,53.66222,99.17691,98.98901,53.80379
1987-02,99.72934,101.0185,99.65108,99.69669,1.673041,53.74833,99.12099,98.92922,53.93652
1987-03,99.65302,100.9455,99.60082,99.65287,1.735904,53.85463,99.17111,98.9828,54.07047
1987-04,99.57167,100.8955,99.58066,99.63529,1.825072,53.97829,99.29591,99.11621,54.2056
1987-05,99.54353,100.7992,99.58202,99.63647,1.924255,54.11478,99.45692,99.28831,54.34192
1987-06,99.59462,100.6462,99.59166,99.64488,2.028397,54.25693,99.61891,99.46147,54.47939
1987-07,99.69816,100.5341,99.58662,99.6405,2.130859,54.39221,99.75758,99.60969,54.61798
1987-08,99.85342,100.5986,99.55056,99.60905,2.216719,54.51158,99.85658,99.71551,54.75769
1987-09,100.031,100.7593,99.46841,99.53743,2.266783,54.60662,99.90611,99.76846,54.89846
1987-10,100.1798,100.7351,99.33786,99.42361,2.266141,54.67582,99.90413,99.76634,55.04027
1987-11,100.2125,100.6314,99.18356,99.28909,2.243378,54.73256,99.85374,99.71247,55.18309
1987-12,100.1159,100.5664,99.05267,99.17496,2.252791,54.80277,99.76417,99.61673,55.3269
1988-01,100.0,100.5042,98.98253,99.11382,2.320112,54.90724,99.65504,99.50008,55.47165
1988-02,99.95089,100.5268,98.99192,99.122,2.434159,55.05664,99.54818,99.38586,55.61731
1988-03,99.99998,100.6576,99.07303,99.19272,2.585317,55.24694,99.46097,99.29263,55.76385
1988-04,100.1249,100.8706,99.20398,99.30688,2.756413,55.46616,99.39938,99.2268,55.91122
1988-05,100.2325,100.9914,99.35381,99.43751,2.92408,55.69714,99.36373,99.1887,56.05939
1988-06,100.3268,101.0727,99.51195,99.57539,3.090919,55.93396,99.35239,99.17657,56.20829
1988-07,100.4171,101.1787,99.66576,99.70949,3.267563,56.16951,99.36346,99.18842,56.35788
1988-08,100.5218,101.2873,99.80833,99.83379,3.463883,56.3998,99.39688,99.22414,56.5081
1988-09,100.5775,101.3591,99.93219,99.94177,3.687925,56.62048,99.45469,99.28593,56.6589
1988-10,100.6596,101.5157,100.0532,100.0473,3.958946,56.84041,99.53971,99.3768,56.8102
1988-11,100.764,101.713,100.1758,100.1542,4.256157,57.06207,99.65427,99.49926,56.96193
1988-12,100.8549,101.7754,100.2963,100.2592,4.526232,57.28327,99.79691,99.65173,57.11404
1989-01,100.8745,101.7558,100.4099,100.3582,4.724132,57.50113,99.95683,99.82268,57.26643
1989-02,100.8465,101.7142,100.5183,100.4528,4.831419,57.71666,100.1195,99.99655,57.41903
1989-03,100.8893,101.7683,100.6329,100.5527,4.867629,57.93615,100.2709,100.1584,57.57177
1989-04,101.0007,101.8339,100.7509,100.6556,4.853184,58.15804,100.4017,100.2982,57.72456
1989-05,101.0628,101.8879,100.8557,100.7469,4.803563,58.37258,100.5061,100.4099,57.87732
1989-06,101.0243,102.031,100.94,100.8204,4.722503,58.57545,100.5829,100.4919,58.02998
1989-07,100.9509,102.1624,100.9988,100.8717,4.618279,58.76357,100.6374,100.5501,58.18244
1989-08,100.9349,102.2351,101.0364,100.9045,4.502538,58.93922,100.6782,100.5937,58.33465
1989-09,100.9404,102.2671,101.0504,100.9167,4.380706,59.10085,100.7151,100.6332,58.48652
1989-10,100.9821,102.2854,101.0434,100.9106,4.238917,59.24983,100.7582,100.6793,58.63798
1989-11,100.9409,102.3093,101.0147,100.8855,4.071712,59.38547,100.8157,100.7408,58.78896
1989-12,100.815,102.2688,100.9715,100.8479,3.890691,59.51199,100.8915,100.8218,58.9394
1990-01,100.7282,102.1236,100.9286,100.8105,3.716033,59.63789,100.9817,100.9181,59.08921
1990-02,100.7149,101.9995,100.8984,100.7842,3.558591,59.77056,101.0797,101.0229,59.23835
1990-03,100.7091,101.9512,100.8796,100.7678,3.405446,59.90914,101.1812,101.1314,59.38675
1990-04,100.7528,101.9115,100.8646,100.7547,3.251519,60.04905,101.2879,101.2455,59.53434
1990-05,100.8073,101.8672,100.8348,100.7288,3.09523,60.17935,101.4021,101.3676,59.6811
1990-06,100.806,101.787,100.7705,100.6726,2.923537,60.28792,101.5211,101.4947,59.82696
1990-07,100.731,101.5865,100.657,100.5737,2.726721,60.36589,101.6308,101.612,59.97189
1990-08,100.6459,101.2401,100.4989,100.4358,2.505175,60.41575,101.7118,101.6986,60.11585
1990-09,100.5602,100.8546,100.3146,100.2752,2.280051,60.44838,101.7456,101.7347,60.25881
1990-10,100.4656,100.4897,100.1208,100.1062,2.065605,60.47369,101.723,101.7106,60.40076
1990-11,100.4214,100.1624,99.93367,99.94306,1.879334,60.50152,101.6438,101.6259,60.54168
1990-12,100.3895,99.92475,99.7622,99.79356,1.722804,60.53726,101.5201,101.4937,60.68156
1991-01,100.2948,99.6985,99.61,99.66087,1.585112,60.58322,101.384,101.3482,60.82042
1991-02,100.1704,99.68736,99.49682,99.5622,1.473933,60.65154,101.2712,101.2276,60.95827
1991-03,100.0743,99.85549,99.43063,99.50449,1.39899,60.74726,101.2062,101.1581,61.09512
1991-04,99.93693,99.93862,99.3937,99.47229,1.350077,60.85976,101.1858,101.1364,61.23101
1991-05,99.86865,100.0079,99.38084,99.46109,1.340404,60.986,101.1952,101.1464,61.36594
1991-06,99.82619,99.97311,99.37721,99.45792,1.375124,61.11696,101.2205,101.1735,61.49997
1991-07,99.82697,99.8315,99.37913,99.45959,1.465348,61.25047,101.2596,101.2152,61.63313
1991-08,99.87786,99.70266,99.3901,99.46915,1.61051,61.38875,101.3145,101.2739,61.76546
1991-09,99.90941,99.62009,99.40762,99.48443,1.789916,61.53036,101.3834,101.3475,61.89702
1991-10,99.90371,99.53267,99.43024,99.50415,1.985587,61.67445,101.4511,101.4199,62.02786
1991-11,99.97656,99.53046,99.46683,99.53605,2.190233,61.82664,101.4948,101.4666,62.15805
1991-12,100.042,99.55025,99.50539,99.56966,2.382525,61.97958,101.4899,101.4614,62.28766
1992-01,100.0967,99.53683,99.53847,99.59851,2.55098,62.12869,101.4177,101.3842,62.41676
1992-02,100.0738,99.51875,99.55167,99.61002,2.660268,62.26503,101.2673,101.2234,62.54545
1992-03,99.9825,99.55803,99.53883,99.59882,2.695623,62.38478,101.0432,100.9839,62.67381
1992-04,99.91531,99.65691,99.50356,99.56807,2.678972,62.49018,100.7778,100.7002,62.80195
1992-05,99.81403,99.84579,99.43637,99.5095,2.60601,62.57529,100.512,100.4162,62.92999
1992-06,99.73203,100.1163,99.3315,99.41807,2.486263,62.63649,100.2799,100.168,63.05802
1992-07,99.6431,100.3118,99.17499,99.28161,2.309237,62.66488,100.093,99.96825,63.18618
1992-08,99.62086,100.414,98.96801,99.10115,2.072702,62.66116,99.95093,99.81637,63.31456
1992-09,99.48913,100.3633,98.71433,98.87999,1.783296,62.62762,99.84753,99.70584,63.44329
1992-10,99.25021,100.1637,98.43568,98.63705,1.465054,62.57802,99.77455,99.62784,63.57249
1992-11,98.89179,99.91685,98.16399,98.40018,1.141978,62.53269,99.72378,99.57356,63.70227
1992-12,98.67455,99.76794,97.94719,98.21115,0.8757631,62.52237,99.68698,99.53423,63.83274
1993-01,98.59702,99.75418,97.7972,98.08038,0.6861888,62.55501,99.65433,99.49932,63.96401
1993-02,98.54779,99.66748,97.70081,97.99635,0.5741163,62.62251,99.61702,99.45944,64.0962
1993-03,98.51311,99.46595,97.65304,97.9547,0.5405233,62.72198,99.56958,99.40874,64.22942
1993-04,98.47983,99.29698,97.65278,97.95447,0.5806335,62.85302,99.51242,99.34764,64.36378
1993-05,98.47005,99.15775,97.70422,97.99931,0.7084561,63.01862,99.44688,99.27758,64.49938
1993-06,98.52576,99.1596,97.81257,98.09379,0.9355149,63.22246,99.37096,99.19643,64.63634
1993-07,98.60477,99.28547,97.96364,98.22549,1.261962,63.45569,99.27556,99.09444,64.77473
1993-08,98.65508,99.54707,98.14031,98.37952,1.669808,63.70748,99.15394,98.96445,64.91469
1993-09,98.73079,99.7477,98.33021,98.54509,2.143403,63.96999,99.01237,98.81313,65.05629
1993-10,98.76307,99.82528,98.52345,98.71356,2.650937,64.23692,98.88238,98.67417,65.19963
1993-11,98.76067,99.92226,98.72133,98.88609,3.160845,64.50925,98.8025,98.58879,65.3448
1993-12,98.85885,99.92614,98.93382,99.07134,3.632695,64.79362,98.79948,98.58557,65.49188
1994-01,99.11056,99.99312,99.17094,99.27808,4.063205,65.09675,98.86567,98.65631,65.64095
1994-02,99.38828,100.1304,99.41553,99.49133,4.447325,65.40753,98.97726,98.7756,65.79207
1994-03,99.60347,100.3203,99.6489,99.69479,4.769914,65.71377,99.1072,98.91449,65.9453
1994-04,99.80254,100.526,99.87114,99.88855,5.031593,66.01553,99.23445,99.05051,66.1007
1994-05,100.0004,100.6767,100.0794,100.0702,5.224403,66.31096,99.3447,99.16836,66.25832
1994-06,100.2736,100.7328,100.285,100.2494,5.354196,66.60751,99.43094,99.26054,66.41821
1994-07,100.5632,100.8052,100.4861,100.4247,5.434253,66.90403,99.49508,99.3291,66.58041
1994-08,100.7742,100.9243,100.6655,100.5811,5.465054,67.18913,99.54252,99.37981,66.74496
1994-09,100.9254,101.0159,100.8021,100.7002,5.437877,67.44859,99.57805,99.41779,66.9119
1994-10,101.0032,101.0516,100.8824,100.7702,5.3494,67.67321,99.60276,99.4442,67.08128
1994-11,101.0375,101.0695,100.9095,100.7939,5.201653,67.8648,99.61581,99.45815,67.25311
1994-12,101.073,101.0586,100.8884,100.7754,4.989428,68.02645,99.61678,99.45919,67.42742
1995-01,101.1025,101.1158,100.8257,100.7208,4.709531,68.1625,99.60852,99.45036,67.60426
1995-02,101.1445,101.2185,100.728,100.6356,4.387243,68.27712,99.59496,99.43587,67.78364
1995-03,101.166,101.2146,100.5927,100.5176,4.039729,68.36842,99.57929,99.41911,67.96559
1995-04,101.0883,101.134,100.4242,100.3708,3.671419,68.43923,99.56227,99.40092,68.15012
1995-05,100.9444,101.0809,100.2413,100.2113,3.304457,68.50217,99.54293,99.38025,68.33727
1995-06,100.7947,100.9802,100.0552,100.049,2.938658,68.56488,99.51907,99.35474,68.52704
1995-07,100.708,100.9331,99.88506,99.90068,2.595392,68.64046,99.48766,99.32117,68.71944
1995-08,100.6189,100.9834,99.736,99.77073,2.297141,68.73256,99.44559,99.27619,68.91449
1995-09,100.5606,101.0536,99.60691,99.65818,2.063671,68.84052,99.3905,99.21731,69.11218
1995-10,100.543,101.1806,99.49369,99.55946,1.903831,68.96159,99.32236,99.14447,69.31253
1995-11,100.5784,101.175,99.38938,99.46852,1.806908,69.09106,99.24406,99.06078,69.51553
1995-12,100.5531,101.0355,99.28049,99.37359,1.753835,69.21952,99.16283,98.97395,69.72118
1996-01,100.4516,100.8589,99.16862,99.27605,1.739335,69.34807,99.09202,98.89826,69.92945
1996-02,100.3169,100.645,99.21027,99.31236,1.917631,69.58643,99.0464,98.84949,70.14035
1996-03,100.2062,100.4262,99.26698,99.3618,2.149678,69.83813,99.03655,98.83897,70.35384
1996-04,100.1138,100.4013,99.33904,99.42464,2.431694,70.10346,99.06123,98.86536,70.5699
1996-05,100.1149,100.5017,99.40466,99.48185,2.722375,70.36707,99.11255,98.9202,70.7885
1996-06,100.165,100.5921,99.4515,99.52268,2.997473,70.62009,99.17833,98.99052,71.00958
1996-07,100.2294,100.6875,99.493,99.55887,3.250994,70.87195,99.24232,99.05892,71.2331
1996-08,100.2812,100.7362,99.56062,99.61782,3.509946,71.14503,99.28969,99.10956,71.45901
1996-09,100.2536,100.8421,99.67257,99.71542,3.794283,71.45251,99.31234,99.13377,71.68724
1996-10,100.2317,101.0254,99.83979,99.86121,4.11956,71.80251,99.31522,99.13684,71.91773
1996-11,100.3175,101.1164,100.0488,100.0434,4.478945,72.1856,99.30917,99.13038,72.15041
1996-12,100.4408,101.2726,100.2882,100.2522,4.874788,72.59383,99.30514,99.12607,72.38519
1997-01,100.5819,101.506,100.5424,100.4738,5.289045,73.01592,99.30871,99.12988,72.622
1997-02,100.7298,101.6695,100.7861,100.6863,5.528552,73.43355,99.32297,99.14513,72.86076
1997-03,100.8543,101.7651,101.0021,100.8745,5.721436,73.83387,99.35059,99.17466,73.10136
1997-04,100.9375,101.844,101.1819,101.0313,5.858609,74.21056,99.39497,99.22208,73.3437
1997-05,101.0437,101.8151,101.3283,101.1589,5.965939,74.56512,99.4593,99.29085,73.58768
1997-06,101.1551,101.8121,101.4383,101.2549,6.053621,74.89516,99.54442,99.38184,73.83319
1997-07,101.2934,101.8403,101.5083,101.3159,6.103226,75.19743,99.64494,99.48929,74.0801
1997-08,101.4077,101.8272,101.5376,101.3414,6.080712,75.47115,99.75312,99.60493,74.3283
1997-09,101.4968,101.8492,101.5366,101.3406,5.97752,75.7236,99.86145,99.72072,74.57765
1997-10,101.5273,101.8741,101.5128,101.3198,5.790234,75.96004,99.9645,99.83086,74.82803
1997-11,101.5229,101.9461,101.4733,101.2854,5.541053,76.18545,100.0573,99.93008,75.07929
1997-12,101.5016,102.0967,101.4257,101.2438,5.25036,76.40526,100.1341,100.0121,75.3313
1998-01,101.415,102.1938,101.3666,101.1924,4.931726,76.61687,100.1872,100.0689,75.58392
1998-02,101.3649,102.2363,101.3125,101.1452,4.628382,76.83233,100.2096,100.0929,75.837
1998-03,101.3482,102.3209,101.2572,101.097,4.351826,77.04699,100.1985,100.081,76.0904
1998-04,101.3564,102.3287,101.1835,101.0327,4.09236,77.24751,100.1609,100.0408,76.34398
1998-05,101.3265,102.3662,101.092,100.953,3.847528,77.43404,100.1084,99.98465,76.59759
1998-06,101.2634,102.3275,100.9746,100.8506,3.611631,77.60011,100.053,99.92552,76.85107
1998-07,101.172,102.1907,100.8201,100.7159,3.376675,77.7366,100.0052,99.87438,77.1043
1998-08,101.0716,101.8347,100.616,100.538,3.130319,77.83365,99.97404,99.84107,77.35711
1998-09,100.9739,101.382,100.3812,100.3332,2.880967,77.90518,99.96812,99.83473,77.60934
1998-10,100.7555,101.0777,100.154,100.1352,2.660272,77.98079,99.99455,99.86299,77.86085
1998-11,100.5484,101.0579,99.97775,99.98149,2.505251,78.09409,100.0581,99.93095,78.11147
1998-12,100.4381,101.1128,99.85543,99.87485,2.411457,78.24774,100.158,100.0377,78.36103
1999-01,100.3789,101.057,99.77429,99.80411,2.369029,78.43195,100.2819,100.1702,78.60938
1999-02,100.3521,100.9607,99.72658,99.76251,2.353675,78.64072,100.4148,100.3122,78.85632
1999-03,100.3285,100.9029,99.72036,99.75709,2.379751,78.88052,100.5453,100.4517,79.10172
1999-04,100.3271,100.957,99.76406,99.7952,2.473435,79.15818,100.6725,100.5877,79.34539
1999-05,100.3092,101.0255,99.85924,99.87817,2.63592,79.47514,100.8004,100.7244,79.58717
1999-06,100.3093,101.1356,100.0098,100.0095,2.879667,79.83472,100.933,100.8661,79.82688
1999-07,100.3234,101.2759,100.209,100.1831,3.209721,80.23173,101.0692,101.0117,80.06438
1999-08,100.3899,101.5085,100.4503,100.3935,3.632657,80.66107,101.2041,101.1559,80.29948
1999-09,100.6082,101.7974,100.7186,100.6274,4.11478,81.1108,101.3301,101.2905,80.53207
1999-10,100.9256,102.0618,100.9858,100.8604,4.587492,81.55815,101.4376,101.4055,80.76196
1999-11,101.1144,102.1741,101.2344,101.0771,4.987179,81.98878,101.5186,101.4921,80.98902
1999-12,101.1694,102.2999,101.46,101.2738,5.305094,82.39886,101.5713,101.5484,81.21313
2000-01,101.1998,102.4039,101.6607,101.4488,5.552053,82.78653,101.6064,101.5859,81.43414
2000-02,101.2612,102.4583,101.8388,101.6041,5.738358,83.1534,101.6389,101.6206,81.65195
2000-03,101.3732,102.4981,101.9984,101.7432,5.859399,83.50244,101.681,101.6657,81.86645
2000-04,101.4746,102.4865,102.1387,101.8655,5.905551,83.83291,101.736,101.7244,82.07754
2000-05,101.5391,102.419,102.2634,101.9743,5.879155,84.1476,101.802,101.795,82.28513
2000-06,101.5709,102.3665,102.3632,102.0613,5.766669,84.43853,101.8766,101.8747,82.48914
2000-07,101.589,102.2723,102.422,102.1125,5.559592,84.69228,101.9591,101.9629,82.68951
2000-08,101.5471,102.2435,102.4256,102.1156,5.251094,84.89666,102.0476,102.0576,82.88618
2000-09,101.5262,102.2631,102.3636,102.0616,4.847625,85.04276,102.1353,102.1513,83.07909
2000-10,101.5656,102.3139,102.2364,101.9507,4.380044,85.13043,102.2062,102.227,83.26824
2000-11,101.57,102.2643,102.0475,101.786,3.870655,85.16228,102.2424,102.2657,83.45358
2000-12,101.4976,102.0873,101.8102,101.5791,3.337681,85.14907,102.2336,102.2563,83.63513
2001-01,101.3395,101.783,101.546,101.3488,2.804923,85.10863,102.188,102.2076,83.8129
2001-02,101.1268,101.4603,101.27,101.1081,2.285059,85.0535,102.1212,102.1361,83.9869
2001-03,100.9105,101.1636,100.9956,100.8689,1.787521,84.99506,102.0465,102.0563,84.15719
2001-04,100.6973,100.9249,100.73,100.6373,1.319832,84.93936,101.9687,101.9732,84.32382
2001-05,100.5203,100.7267,100.4677,100.4086,0.8727444,84.88199,101.8867,101.8856,84.48688
2001-06,100.3597,100.4698,100.1984,100.1739,0.445133,84.8144,101.7973,101.79,84.64642
2001-07,100.1733,100.2991,99.92983,99.93972,0.05996121,84.74306,101.6991,101.6851,84.80257
2001-08,100.0084,100.1602,99.67599,99.71841,-0.2550217,84.68016,101.5903,101.5687,84.95542
2001-09,99.78201,100.0655,99.4632,99.53289,-0.463873,84.64826,101.4667,101.4366,85.1051
2001-10,99.5274,100.0102,99.33446,99.42064,-0.5239893,84.68436,101.3218,101.2817,85.25175
2001-11,99.42503,100.1948,99.33102,99.41765,-0.3969631,84.82421,101.1502,101.0983,85.39549
2001-12,99.47247,100.5707,99.44773,99.5194,-0.09978415,85.0641,100.9543,100.8889,85.53649
2002-01,99.61927,100.9739,99.64857,99.6945,0.3116169,85.37384,100.7521,100.6728,85.67492
2002-02,99.80071,101.1155,99.87853,99.89499,0.7679867,85.7067,100.5659,100.4737,85.81094
2002-03,99.88854,101.0373,100.0728,100.0644,1.190978,86.00734,100.4124,100.3096,85.94473
2002-04,99.89941,100.7796,100.1777,100.1558,1.518752,86.22939,100.2915,100.1804,86.07647
2002-05,99.87454,100.4911,100.1674,100.1468,1.730232,86.35065,100.1947,100.0769,86.20634
2002-06,99.83641,100.2092,100.0492,100.0438,1.842361,86.37698,100.1116,99.98813,86.33453
2002-07,99.81359,99.94157,99.85353,99.8732,1.878037,86.33457,100.0342,99.90535,86.46121
2002-08,99.86264,99.67783,99.61927,99.66895,1.862022,86.25692,99.95621,99.82201,86.58659
2002-09,99.81471,99.44992,99.36562,99.44781,1.786792,86.16075,99.87263,99.73267,86.71083
2002-10,99.74642,99.30966,99.11693,99.23099,1.633105,86.06734,99.77882,99.63239,86.83414
2002-11,99.73533,99.17467,98.88924,99.03248,1.375332,85.99083,99.67027,99.51637,86.95671
2002-12,99.70078,98.90493,98.66868,98.84019,1.005503,85.91943,99.54321,99.38054,87.07872
2003-01,99.57743,98.53334,98.45138,98.65073,0.5576692,85.84995,99.39626,99.22347,87.20035
2003-02,99.39859,98.34444,98.25493,98.47945,0.1064609,85.79795,99.23062,99.04642,87.32178
2003-03,99.25708,98.32307,98.10527,98.34898,-0.2569146,85.78638,99.05158,98.85504,87.44319
2003-04,99.15913,98.42284,98.01756,98.27251,-0.4645053,85.82884,98.87154,98.66259,87.56476
2003-05,99.08464,98.53975,97.99227,98.25046,-0.4916165,85.92613,98.70588,98.48551,87.68665
2003-06,99.02018,98.57156,98.02815,98.28175,-0.3466506,86.07756,98.56905,98.33925,87.80901
2003-07,99.01723,98.58729,98.13058,98.37104,-0.05371756,86.28819,98.46965,98.233,87.93201
2003-08,99.07787,98.7159,98.29633,98.51555,0.3462683,86.5556,98.41306,98.17252,88.05579
2003-09,99.22281,98.81225,98.50903,98.701,0.8181856,86.86571,98.40134,98.15998,88.18045
2003-10,99.43065,98.82179,98.74669,98.9082,1.315287,87.19937,98.42995,98.19057,88.30613
2003-11,99.67174,98.8593,98.99496,99.12466,1.806359,87.54414,98.49107,98.2559,88.43291
2003-12,99.91147,98.92876,99.23615,99.33493,2.287042,87.88444,98.57378,98.34431,88.56091
2004-01,100.048,99.04502,99.45343,99.52437,2.743734,88.20544,98.66193,98.43853,88.69019
2004-02,100.111,99.33938,99.64673,99.69289,3.15753,88.50704,98.73851,98.52039,88.82082
2004-03,100.223,99.4818,99.8168,99.84117,3.501184,88.78992,98.78954,98.57494,88.95287
2004-04,100.3733,99.54829,99.96345,99.96902,3.757449,89.05382,98.80867,98.59538,89.08638
2004-05,100.534,99.62377,100.0848,100.0748,3.923009,89.29702,98.79426,98.57999,89.22139
2004-06,100.6392,99.76746,100.174,100.1526,3.991635,89.51346,98.74857,98.53115,89.35794
2004-07,100.6685,99.95331,100.2237,100.1959,3.949642,89.69627,98.67924,98.45704,89.49605
2004-08,100.6389,99.95814,100.2292,100.2007,3.795937,89.84119,98.59571,98.36775,89.63573
2004-09,100.608,99.79636,100.1999,100.1752,3.558121,89.95649,98.50726,98.2732,89.77699
2004-10,100.5576,99.54017,100.1423,100.1249,3.266508,90.04775,98.42196,98.18203,89.91983
2004-11,100.4893,99.29031,100.0708,100.0626,2.951447,90.12795,98.34747,98.10239,90.06421
2004-12,100.4267,99.12994,100.0018,100.0025,2.64814,90.21174,98.2914,98.04247,90.21011
2005-01,100.3694,99.19946,99.94802,99.95557,2.386573,90.31052,98.26094,98.00991,90.35749
2005-02,100.2908,99.34769,99.90668,99.91953,2.163411,90.42181,98.2633,98.01243,90.50628
2005-03,100.2282,99.4601,99.87289,99.89008,1.972382,90.54119,98.30424,98.05619,90.65642
2005-04,100.1822,99.53346,99.84805,99.86842,1.814649,90.66983,98.38416,98.14162,90.80781
2005-05,100.1307,99.42014,99.83625,99.85813,1.695896,90.81141,98.49966,98.26508,90.96035
2005-06,100.0429,99.35942,99.85474,99.87425,1.64012,90.98159,98.64217,98.41742,91.11393
2005-07,100.0437,99.3271,99.92111,99.93212,1.672482,91.19643,98.79391,98.57961,91.26842
2005-08,100.161,99.20747,100.04,100.0357,1.802089,91.46021,98.9359,98.73138,91.42368
2005-09,100.3569,99.22359,100.2118,100.1856,2.019922,91.77354,99.05534,98.85905,91.57954
2005-10,100.557,99.42029,100.4247,100.3712,2.307394,92.1255,99.15356,98.96404,91.73586
2005-11,100.6656,99.64812,100.6572,100.5739,2.627894,92.49641,99.24018,99.05664,91.89247
2005-12,100.7718,99.84403,100.8991,100.7848,2.95423,92.8768,99.32862,99.15117,92.04918
2006-01,100.9106,100.0104,101.1368,100.992,3.259313,93.25403,99.43246,99.26216,92.20582
2006-02,101.0221,100.1463,101.3527,101.1803,3.527664,93.6116,99.56159,99.4002,92.36219
2006-03,101.1535,100.352,101.5423,101.3456,3.759421,93.94501,99.71725,99.56657,92.51809
2006-04,101.283,100.5494,101.703,101.4857,3.950322,94.25158,99.88508,99.74598,92.67332
2006-05,101.3669,100.7381,101.8421,101.6069,4.103254,94.53763,100.0459,99.91793,92.82767
2006-06,101.535,100.9887,101.9858,101.7322,4.226958,94.82734,100.1857,100.0674,92.98092
2006-07,101.6982,101.143,102.1402,101.8668,4.308993,95.12608,100.3059,100.1958,93.13286
2006-08,101.8026,101.2792,102.3062,102.0116,4.345451,95.43458,100.4156,100.313,93.28326
2006-09,101.8779,101.3989,102.4758,102.1594,4.327589,95.74512,100.5257,100.4308,93.43194
2006-10,101.8997,101.4493,102.636,102.2991,4.254972,96.04542,100.6434,100.5566,93.57866
2006-11,101.8616,101.475,102.7782,102.4231,4.141371,96.32704,100.7718,100.6938,93.72321
2006-12,101.8171,101.5825,102.905,102.5336,4.000371,96.59222,100.9096,100.8411,93.86539
2007-01,101.7725,101.6607,103.0124,102.6273,3.841991,96.83684,101.0496,100.9907,94.005
2007-02,101.7959,101.6233,103.0964,102.7004,3.680299,97.05678,101.1847,101.1351,94.14182
2007-03,101.7859,101.6006,103.1404,102.7389,3.50342,97.23631,101.313,101.2723,94.27567
2007-04,101.7401,101.6595,103.1503,102.7475,3.319679,97.38043,101.4446,101.413,94.40635
2007-05,101.7008,101.7458,103.1287,102.7286,3.124408,97.49137,101.5938,101.5725,94.53369
2007-06,101.6538,101.8168,103.0731,102.6801,2.888482,97.56641,101.7721,101.7631,94.65753
2007-07,101.6174,101.7388,102.9883,102.6062,2.6111,97.60991,101.9799,101.9851,94.77771
2007-08,101.5584,101.5186,102.8748,102.5073,2.292127,97.62206,102.2097,102.2308,94.89407
2007-09,101.5105,101.127,102.7462,102.3951,1.953527,97.61553,102.4483,102.4859,95.00648
2007-10,101.5519,100.8938,102.6248,102.2893,1.630472,97.61141,102.6768,102.7301,95.11484
2007-11,101.593,100.706,102.5088,102.1882,1.32971,97.60791,102.876,102.943,95.21902
2007-12,101.5788,100.4799,102.3952,102.0891,1.045421,97.60201,103.0337,103.1115,95.31895
2008-01,101.5454,100.2213,102.2775,101.9865,0.775339,97.58765,103.1531,103.2392,95.41458
2008-02,101.4719,99.94923,102.1415,101.868,0.5093305,97.55112,103.2425,103.3348,95.50587
2008-03,101.3458,99.73223,101.9794,101.7267,0.2557805,97.48502,103.3068,103.4035,95.5928
2008-04,101.2205,99.43481,101.7779,101.5509,-0.004172712,97.37637,103.3422,103.4414,95.67539
2008-05,101.1627,99.17336,101.5136,101.3206,-0.2957397,97.20305,103.3368,103.4356,95.75368
2008-06,101.1504,98.88148,101.1423,100.9968,-0.6601266,96.92235,103.273,103.3674,95.82771
2008-07,101.0651,98.60336,100.631,100.551,-1.134312,96.50271,103.1341,103.2189,95.89758
2008-08,100.8188,98.69005,99.97591,99.97989,-1.722762,95.94026,102.9006,102.9693,95.96338
2008-09,100.2923,98.85242,99.17413,99.28085,-2.441533,95.23222,102.5525,102.5972,96.02527
