country,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN
1995-11,98.50544,99.99089,96.74117,98.19177,-3.317186,64.14931,99.51007,99.23457,66.31026
1995-12,97.84216,99.12209,96.24471,97.91635,-3.457393,64.03123,99.48433,99.19559,66.52961
1996-01,97.29066,98.74783,95.97966,97.76931,-3.292663,64.07024,99.49191,99.20707,66.75397
1996-02,97.09145,98.65933,95.92541,97.73921,-2.820766,64.25394,99.5079,99.23128,66.98323
1996-03,97.07046,98.66048,96.0349,97.79996,-2.133644,64.55206,99.51111,99.23615,67.21729
1996-04,97.28274,98.69752,96.27666,97.93407,-1.301218,64.94441,99.49468,99.21127,67.45603
1996-05,97.45562,98.94022,96.66073,98.14715,-0.3141492,65.43867,99.46178,99.16145,67.69934
1996-06,97.62094,99.37445,97.14556,98.41611,0.8200844,66.00759,99.42241,99.10185,67.9471
1996-07,97.95696,99.80634,97.69173,98.71911,2.089698,66.62496,99.39113,99.0545,68.19919
1996-08,98.63791,100.2924,98.24205,99.02441,3.481501,67.25206,99.38176,99.04032,68.45547
1996-09,99.32011,100.6252,98.7408,99.3011,4.895727,67.85054,99.40135,99.06997,68.71581
1996-10,99.98711,100.753,99.14833,99.52719,6.224251,68.39259,99.44225,99.13189,68.98006
1996-11,100.4157,100.8169,99.71569,99.84194,7.641366,69.0512,99.49212,99.20739,69.24808
1996-12,100.5754,101.1059,100.2111,100.1168,8.800684,69.66641,99.54198,99.28289,69.51969
1997-01,100.4079,101.4572,100.6271,100.3476,9.61786,70.23242,99.59335,99.36066,69.79473
1997-02,100.6295,101.7501,100.9668,100.536,10.1107,70.75047,99.65469,99.45352,70.07304
1997-03,101.0773,101.9245,101.2266,100.6801,10.3255,71.21738,99.7376,99.57904,70.35442
1997-04,101.4791,101.9763,101.403,100.778,10.29395,71.62975,99.85199,99.75222,70.6387
1997-05,101.8957,101.8241,101.5177,100.8416,10.02991,72.00211,100.0051,99.984,70.92569
1997-06,102.1108,101.6279,101.5758,100.8739,9.58954,72.33741,100.1979,100.2759,71.21519
1997-07,102.0446,101.4885,101.585,100.879,9.028765,72.64037,100.4185,100.6099,71.50701
1997-08,102.2048,101.52,101.5459,100.8573,8.414435,72.91093,100.646,100.9543,71.80095
1997-09,102.3464,101.7428,101.4589,100.809,7.808454,73.14862,100.8518,101.2658,72.09679
1997-10,102.5104,101.8868,101.316,100.7298,7.24419,73.34707,101.0005,101.491,72.39433
1997-11,102.8088,101.8277,101.1231,100.6227,6.456943,73.5098,101.0626,101.585,72.69339
1997-12,102.994,101.7307,100.9141,100.5068,5.733892,73.66101,101.0306,101.5366,72.99377
1998-01,102.7524,101.6567,100.7436,100.4122,5.137025,73.84028,100.9416,101.4018,73.29527
1998-02,102.3348,101.6191,100.6242,100.3459,4.673694,74.05713,100.8468,101.2584,73.59775
1998-03,101.8493,101.739,100.5157,100.2858,4.30335,74.28212,100.7871,101.168,73.90102
1998-04,101.4422,101.8306,100.404,100.2238,4.013579,74.50467,100.7678,101.1387,74.20491
1998-05,101.1162,101.8576,100.261,100.1445,3.752116,74.70371,100.7758,101.1508,74.50925
1998-06,100.8864,101.8414,100.0876,100.0483,3.514151,74.87946,100.7933,101.1772,74.81389
1998-07,100.5281,101.7517,99.86826,99.92658,3.275476,75.01969,100.8089,101.201,75.11865
1998-08,99.99876,101.3996,99.60789,99.78214,3.040298,75.12765,100.8176,101.214,75.42339
1998-09,99.24904,100.815,99.35473,99.64169,2.858123,75.2393,100.819,101.2163,75.72795
1998-10,98.52922,100.4754,99.19784,99.55466,2.829303,75.42228,100.8184,101.2153,76.03218
1998-11,98.01309,100.4912,99.15024,99.52824,2.962162,75.68728,100.8204,101.2183,76.33595
1998-12,97.86592,100.6983,99.20668,99.55956,3.217598,76.03113,100.8246,101.2247,76.63912
1999-01,97.93082,100.7658,99.33492,99.63071,3.506972,76.42983,100.82,101.2177,76.94156
1999-02,98.06854,100.6889,99.51766,99.73209,3.798999,76.87056,100.792,101.1753,77.24313
1999-03,98.31481,100.7619,99.76164,99.86744,4.142003,77.35889,100.7304,101.082,77.54372
1999-04,98.72783,100.9971,100.0584,100.0321,4.542027,77.88869,100.6381,100.9424,77.8432
1999-05,98.86044,101.2572,100.4262,100.2361,5.047649,78.47449,100.526,100.7726,78.14148
1999-06,99.06583,101.3908,100.8524,100.4726,5.645897,79.10708,100.4088,100.5951,78.43844
1999-07,99.40179,101.3428,101.2947,100.7179,6.309916,79.75337,100.3037,100.436,78.73399
1999-08,99.84027,101.2672,101.7131,100.95,6.993681,80.38184,100.2289,100.3229,79.02801
1999-09,100.2425,101.3289,102.1273,101.1798,7.666844,81.00777,100.2021,100.2823,79.32043
1999-10,100.7058,101.5319,102.5735,101.4274,8.270276,81.65991,100.2361,100.3337,79.61114
1999-11,101.1168,101.6987,103.077,101.7067,8.814278,82.35857,100.337,100.4866,79.90003
1999-12,101.5179,101.9262,103.638,102.0179,9.302912,83.10423,100.4982,100.7305,80.18703
2000-01,101.9039,102.2127,104.1855,102.3217,9.695654,83.84021,100.6884,101.0185,80.47202
2000-02,102.2947,102.3127,104.6182,102.5617,9.904706,84.48436,100.8705,101.2941,80.75491
2000-03,102.4381,102.1093,104.8821,102.7081,9.867005,84.99189,101.0173,101.5164,81.03562
2000-04,102.5306,101.8019,104.9456,102.7434,9.560916,85.33556,101.1288,101.6852,81.31406
2000-05,102.6885,101.6159,104.8062,102.666,8.967328,85.51157,101.2173,101.8192,81.59016
2000-06,102.8853,101.4927,104.4992,102.4957,8.140896,85.5471,101.2951,101.937,81.86387
2000-07,103.0007,101.3993,104.0915,102.2695,7.200077,85.49567,101.3646,102.0422,82.13514
2000-08,103.0689,101.1631,103.6103,102.0026,6.216749,85.37897,101.4209,102.1275,82.40392
2000-09,103.0148,100.8949,103.1195,101.7303,5.235727,85.24912,101.4564,102.1812,82.6702
2000-10,102.8965,100.7722,102.6649,101.4781,4.266695,85.1441,101.4656,102.1952,82.93397
2000-11,102.5899,100.8549,102.2176,101.2299,3.255966,85.04013,101.4443,102.1628,83.19521
2000-12,102.1579,101.0019,101.7255,100.9569,2.153572,84.89394,101.3903,102.0811,83.45396
2001-01,101.5355,101.0771,101.1469,100.6359,0.9901142,84.67032,101.307,101.9549,83.71024
2001-02,100.5763,100.8426,100.4898,100.2714,-0.1290504,84.37534,101.2,101.7929,83.9641
2001-03,99.77847,100.3781,99.83978,99.91078,-1.072134,84.08067,101.076,101.6053,84.21559
2001-04,99.37711,100.0273,99.23645,99.57607,-1.77616,83.81987,100.9439,101.4053,84.4648
2001-05,99.17941,99.79196,98.68153,99.26822,-2.241408,83.5949,100.8109,101.204,84.7118
2001-06,98.92123,99.43596,98.21275,99.00816,-2.465084,83.43829,100.6799,101.0057,84.95669
2001-07,98.53902,99.09106,97.86866,98.81727,-2.470303,83.38367,100.5469,100.8043,85.19956
2001-08,98.20575,98.95437,97.70012,98.72377,-2.229433,83.4755,100.4066,100.5919,85.44053
2001-09,98.09084,98.97482,97.72987,98.74027,-1.776491,83.73468,100.2586,100.3678,85.67972
2001-10,98.13042,99.03092,97.91603,98.84355,-1.194846,84.12675,100.1137,100.1484,85.91724
2001-11,98.18672,99.11618,98.20187,99.00212,-0.512758,84.60408,99.98657,99.95596,86.15323
2001-12,98.2899,99.40639,98.51289,99.17467,0.2464102,85.10313,99.8889,99.80809,86.38781
2002-01,98.55222,99.84517,98.79163,99.3293,1.06778,85.57442,99.82078,99.70496,86.62112
2002-02,98.8574,100.3065,98.973,99.42992,1.879663,85.9613,99.77541,99.63628,86.85329
2002-03,99.29461,100.6908,99.04536,99.47007,2.583751,86.2531,99.74151,99.58495,87.08443
2002-04,99.43851,100.8754,99.02032,99.45617,3.148927,86.45929,99.70409,99.52831,87.3147
2002-05,99.17137,100.8652,98.94955,99.41692,3.624253,86.62459,99.64999,99.44639,87.5442
2002-06,99.11699,100.6904,98.86135,99.36798,3.99737,86.77363,99.57346,99.33054,87.77306
2002-07,99.24845,100.5808,98.80923,99.33907,4.281221,86.95351,99.48318,99.19386,88.00141
2002-08,99.4166,100.5653,98.83234,99.35188,4.46076,87.19915,99.3916,99.05521,88.22937
2002-09,99.64826,100.6632,98.94525,99.41453,4.525464,87.52406,99.30557,98.92497,88.45706
2002-10,99.6077,100.6119,99.07803,99.48818,4.445896,87.86694,99.21714,98.79109,88.68459
2002-11,99.47615,100.4275,99.18752,99.54893,4.238078,88.18967,99.11544,98.63713,88.91206
2002-12,99.04414,100.1675,99.20687,99.55966,3.912262,88.43259,98.99871,98.4604,89.13958
2003-01,98.65792,99.91007,99.18316,99.54651,3.579149,88.63725,98.88703,98.29132,89.36724
2003-02,98.74775,99.7257,99.12328,99.5133,3.313484,88.80962,98.80764,98.17113,89.59512
2003-03,98.9695,99.72878,99.10201,99.50149,3.20403,89.01668,98.78011,98.12945,89.82329
2003-04,99.0631,99.72704,99.16293,99.53529,3.2833,89.29801,98.79926,98.15844,90.05181
2003-05,99.09005,99.75346,99.29521,99.60867,3.486133,89.64444,98.84766,98.23171,90.28073
2003-06,98.98428,99.90341,99.48711,99.71513,3.770997,90.04586,98.90444,98.31769,90.51008
2003-07,99.14741,100.2259,99.73285,99.85146,4.075687,90.49746,98.95206,98.38977,90.73988
2003-08,99.35447,100.5736,100.0347,100.0189,4.360727,91.00166,98.97888,98.43038,90.97013
2003-09,99.58345,100.8566,100.381,100.211,4.597844,91.54828,98.98254,98.43593,91.20084
2003-10,99.63039,100.9416,100.7417,100.4111,4.829121,92.11014,98.9746,98.42391,91.43201
2003-11,99.66572,100.8628,101.0663,100.5912,5.047444,92.64099,98.97131,98.41893,91.66359
2003-12,99.71311,100.7372,101.3066,100.7245,5.273691,93.09625,98.98521,98.43996,91.89558
2004-01,99.88096,100.678,101.4453,100.8015,5.440326,93.4594,99.01639,98.48717,92.12792
2004-02,100.0926,100.674,101.4989,100.8312,5.557155,93.74491,99.05955,98.55251,92.36056
2004-03,100.2447,100.6896,101.5163,100.8409,5.59534,93.99746,99.10968,98.6284,92.59342
2004-04,100.2765,100.6689,101.5314,100.8492,5.543202,94.24798,99.16685,98.71496,92.82644
2004-05,100.5076,100.5612,101.545,100.8568,5.413445,94.49729,99.23425,98.817,93.05952
2004-06,100.9977,100.63,101.5528,100.8611,5.214455,94.74126,99.31567,98.94027,93.29257
2004-07,101.2125,100.8196,101.525,100.8457,4.922015,94.95176,99.41225,99.08649,93.52547
2004-08,101.1482,100.9744,101.4628,100.8112,4.536116,95.1296,99.52182,99.25237,93.75813
2004-09,100.9984,100.9788,101.389,100.7703,4.09365,95.29594,99.6371,99.42689,93.99039
2004-10,100.8627,100.9315,101.3344,100.74,3.657941,95.47948,99.74297,99.58716,94.22215
2004-11,100.7777,100.894,101.2931,100.717,3.274613,95.67463,99.82003,99.70383,94.45325
2004-12,100.7197,100.897,101.2336,100.684,2.959685,95.85161,99.84898,99.74767,94.68356
2005-01,100.6307,100.9369,101.1205,100.6213,2.69318,95.97643,99.817,99.69925,94.91293
2005-02,100.5792,101.0956,100.9871,100.5473,2.491239,96.08031,99.71983,99.55214,95.14122
2005-03,100.4502,101.172,100.8536,100.4732,2.324413,96.18235,99.56816,99.32251,95.36827
2005-04,100.2628,100.9758,100.774,100.429,2.213123,96.3338,99.39841,99.06554,95.59393
2005-05,100.4029,100.5393,100.77,100.4268,2.178464,96.55588,99.2533,98.84584,95.81807
2005-06,100.9959,100.1487,100.8323,100.4614,2.215081,96.83986,99.164,98.71064,96.0405
2005-07,101.5444,100.2048,100.9191,100.5095,2.310649,97.14577,99.13107,98.66078,96.26105
2005-08,101.6242,100.4196,100.9924,100.5502,2.425493,97.43697,99.14272,98.67841,96.47954
2005-09,101.565,100.4604,101.0634,100.5896,2.54788,97.72398,99.18884,98.74824,96.69576
2005-10,101.5714,100.6401,101.1649,100.6459,2.680069,98.03839,99.27184,98.87391,96.90949
2005-11,101.5296,100.7238,101.2797,100.7096,2.810356,98.36343,99.39736,99.06393,97.12053
2005-12,101.4457,100.655,101.3881,100.7697,2.95039,98.6796,99.56242,99.31384,97.32864
2006-01,101.6059,100.554,101.4974,100.8304,3.144079,98.99401,99.74053,99.58348,97.53356
2006-02,101.8013,100.4577,101.6148,100.8955,3.364825,99.31325,99.89844,99.82254,97.73505
2006-03,101.9673,100.2553,101.7274,100.958,3.57883,99.62455,100.0122,99.99477,97.93287
2006-04,102.1815,100.2381,101.8017,100.9992,3.696389,99.89468,100.0849,100.1048,98.12674
2006-05,102.4082,100.4783,101.832,101.016,3.688751,100.1176,100.1329,100.1775,98.31642
2006-06,102.5956,100.6407,101.8119,101.0048,3.558994,100.2864,100.1752,100.2416,98.50166
2006-07,102.6121,100.483,101.743,100.9666,3.352156,100.4022,100.2245,100.3162,98.68219
2006-08,102.4438,100.4345,101.6797,100.9315,3.16242,100.5183,100.2903,100.4158,98.85778
2006-09,102.3859,100.5603,101.6513,100.9158,3.007939,100.6635,100.3818,100.5542,99.02816
2006-10,102.4403,100.7328,101.6561,100.9184,2.853427,100.8358,100.5092,100.7472,99.19308
2006-11,102.4924,100.9592,101.7072,100.9468,2.729712,101.0485,100.6822,101.0091,99.35231
2006-12,102.6412,100.9616,101.8032,101.0,2.655347,101.2999,100.9048,101.346,99.5056
2007-01,102.8367,100.8153,101.9144,101.0617,2.592478,101.5604,101.1675,101.7438,99.6527
2007-02,103.1159,100.6579,102.0353,101.1288,2.528609,101.8245,101.4551,102.1792,99.7934
2007-03,103.3929,100.6304,102.1405,101.1871,2.451062,102.0664,101.7505,102.6265,99.92747
2007-04,103.4757,100.7868,102.233,101.2384,2.396758,102.2889,102.0387,103.0627,100.0547
2007-05,103.3969,100.9578,102.2757,101.2621,2.3343,102.4546,102.3073,103.4694,100.175
2007-06,103.0786,101.1289,102.2275,101.2354,2.229203,102.522,102.5494,103.836,100.2881
2007-07,102.7227,101.0228,102.065,101.1452,2.056502,102.467,102.7671,104.1656,100.3939
2007-08,102.433,100.751,101.7975,100.9968,1.771169,102.2987,102.9637,104.4631,100.4924
2007-09,102.1409,100.4678,101.4544,100.8065,1.373724,102.0463,103.1379,104.7269,100.5834
2007-10,101.9547,100.1888,101.0671,100.5916,0.8977395,101.7411,103.28,104.9421,100.6669
2007-11,101.9923,99.8685,100.661,100.3664,0.3567015,101.4089,103.3764,105.0879,100.743
2007-12,102.0195,99.59707,100.2542,100.1407,-0.2290161,101.0679,103.4169,105.1493,100.8117
2008-01,101.7823,99.34444,99.84631,99.91441,-0.8295166,100.7179,103.4064,105.1333,100.873
2008-02,101.1875,99.06712,99.45095,99.69508,-1.425526,100.373,103.3558,105.0568,100.9271
2008-03,100.7178,98.75501,99.06513,99.48103,-1.994984,100.0302,103.2784,104.9395,100.9742
2008-04,100.4704,98.37954,98.66997,99.26181,-2.559435,99.67089,103.1879,104.8026,101.0144
2008-05,100.2422,97.87647,98.23344,99.01964,-3.115172,99.26299,103.0892,104.6531,101.0481
2008-06,99.76163,97.39796,97.74687,98.7497,-3.632326,98.79803,102.9687,104.4707,101.0754
2008-07,99.25809,96.99248,97.23666,98.46665,-4.063694,98.30307,102.7874,104.1963,101.0967
2008-08,98.72752,96.75406,96.75763,98.2009,-4.364421,97.83394,102.4938,103.7517,101.1124
2008-09,98.09509,96.6105,96.35537,97.97775,-4.51667,97.43719,102.0423,103.0682,101.1227
2008-10,97.18281,96.15019,96.06598,97.8172,-4.512685,97.14983,101.4198,102.1258,101.1282
2008-11,96.04566,95.71229,95.93604,97.74511,-4.328496,97.01942,100.6415,100.9474,101.1293
2008-12,95.29121,95.57116,95.98054,97.7698,-3.963958,97.06161,99.75833,99.61043,101.1263
2009-01,94.96473,95.79813,96.19016,97.88609,-3.42596,97.2674,98.87451,98.27237,101.1199
2009-02,94.71104,96.11454,96.5453,98.08311,-2.745367,97.61736,98.104,97.10587,101.1104
2009-03,94.56026,96.6113,97.02377,98.34855,-1.940167,98.08945,97.53098,96.23835,101.0984
2009-04,94.61849,97.39135,97.61497,98.67653,-1.000914,98.67327,97.16418,95.68304,101.0842
2009-05,94.7297,98.31987,98.28916,99.05055,0.07665151,99.33908,96.97512,95.3968,101.0682
2009-06,94.92118,99.02614,99.01444,99.45291,1.272152,100.0549,96.91866,95.31133,101.0508
2009-07,95.38128,99.53893,99.77088,99.87256,2.540896,100.8008,96.93994,95.34355,101.0323
2009-08,95.88268,99.90953,100.5167,100.2863,3.782967,101.535,96.99231,95.42284,101.013
2009-09,96.43349,100.3162,101.2198,100.6764,4.913854,102.2251,97.05009,95.51031,100.9932
2009-10,96.9685,100.6937,101.8297,101.0147,5.836943,102.8204,97.11951,95.61541,100.9729
2009-11,97.55393,100.9848,102.3265,101.2904,6.474794,103.3012,97.22394,95.77351,100.9525
2009-12,98.2525,101.3808,102.7239,101.5108,6.820188,103.6814,97.38818,96.02215,100.9321
2010-01,98.83427,101.7414,103.018,101.674,6.877838,103.9573,97.62024,96.37348,100.9118
2010-02,99.32263,102.0637,103.2246,101.7886,6.686922,104.145,97.91553,96.82053,100.8916
2010-03,99.7237,102.1213,103.3445,101.8551,6.275712,104.2453,98.25591,97.33585,100.8716
2010-04,100.1454,101.924,103.3879,101.8792,5.670633,104.2687,98.60419,97.86312,100.8519
2010-05,100.4259,101.6603,103.3735,101.8712,4.927431,104.2339,98.92229,98.34472,100.8324
2010-06,100.3938,101.771,103.3506,101.8585,4.133828,104.191,99.18959,98.74938,100.8131
2010-07,100.2835,102.1429,103.3494,101.8578,3.342491,104.1701,99.42348,99.10347,100.7941
2010-08,100.3084,102.5335,103.3773,101.8733,2.60377,104.1787,99.65521,99.45432,100.7752
2010-09,100.4008,102.6925,103.4238,101.8991,1.9379,104.2061,99.90755,99.83633,100.7565
2010-10,100.6608,102.4653,103.4868,101.934,1.390751,104.2504,100.1721,100.2369,100.7379
2010-11,101.0715,102.0043,103.5316,101.9589,0.9439829,104.2764,100.4248,100.6194,100.7193
2010-12,101.3869,101.42,103.51,101.9469,0.5343777,104.2354,100.6401,100.9453,100.7008
2011-01,101.5663,101.1185,103.3962,101.8838,0.1388707,104.1017,100.8071,101.1982,100.6823
2011-02,101.6658,100.9451,103.1749,101.761,-0.2739713,103.8596,100.9239,101.3751,100.6637
2011-03,101.6885,100.7334,102.847,101.5791,-0.704941,103.5104,100.9957,101.4837,100.645
2011-04,101.4408,100.3543,102.4059,101.3344,-1.171426,103.0472,101.0358,101.5444,100.6263
2011-05,101.0581,99.76415,101.8488,101.0253,-1.694705,102.4675,101.059,101.5796,100.6074
2011-06,100.4814,98.93023,101.201,100.666,-2.297997,101.7967,101.0765,101.606,100.5886
2011-07,99.67769,98.17445,100.5195,100.2878,-2.954808,101.0921,101.0923,101.63,100.5697
2011-08,98.96432,97.4021,99.88084,99.93356,-3.597428,100.4309,101.105,101.6491,100.5508
2011-09,98.62771,96.85755,99.3744,99.6526,-4.129455,99.90299,101.1092,101.6556,100.5319
2011-10,98.59946,96.66206,99.05209,99.4738,-4.498755,99.56042,101.0979,101.6385,100.5132
2011-11,98.61523,96.6586,98.91355,99.39694,-4.673692,99.40282,101.0632,101.586,100.4946
2011-12,98.61338,96.89542,98.9094,99.39464,-4.657594,99.38058,100.9986,101.4881,100.4764
2012-01,98.74881,97.38265,98.98017,99.4339,-4.483775,99.43397,100.9027,101.343,100.4585
2012-02,99.08372,97.8966,99.07011,99.4838,-4.190816,99.50706,100.7781,101.1543,100.441
2012-03,99.15579,98.19212,99.12519,99.51435,-3.83024,99.54569,100.6315,100.9323,100.4242
2012-04,98.96198,98.39417,99.11796,99.51034,-3.420532,99.52248,100.4768,100.6982,100.4081
2012-05,98.60487,98.24952,99.04865,99.47189,-2.956743,99.43779,100.3295,100.4751,100.3929
2012-06,98.47174,97.66551,98.94127,99.41232,-2.436988,99.31592,100.201,100.2806,100.3787
2012-07,98.39153,97.14281,98.83118,99.35124,-1.879073,99.19249,100.0939,100.1184,100.3656
2012-08,98.30135,96.91895,98.75697,99.31007,-1.318889,99.10637,100.005,99.98387,100.3538
2012-09,98.16372,97.03837,98.73416,99.29742,-0.8305287,99.07327,99.92825,99.86768,100.3435
2012-10,97.99749,97.37045,98.75488,99.30892,-0.4770974,99.08542,99.85508,99.75689,100.3347
2012-11,97.89694,97.81935,98.80618,99.33737,-0.2745296,99.12994,99.77938,99.6423,100.3277
2012-12,97.91653,98.1154,98.88203,99.37946,-0.1807498,99.20095,99.70192,99.52502,100.3225
2013-01,98.12694,98.31277,98.97546,99.43128,-0.1432188,99.29156,99.63477,99.42335,100.3194
2013-02,98.47701,98.49345,99.07813,99.48824,-0.1140443,99.39358,99.5936,99.36102,100.3184
2013-03,98.62775,98.44632,99.18011,99.54482,-0.04872975,99.49718,99.58916,99.35432,100.3197
2013-04,98.72832,98.26856,99.29857,99.61054,0.09770532,99.61971,99.61678,99.39612,100.3234
2013-05,98.77634,98.33038,99.43967,99.68882,0.3315733,99.76749,99.66378,99.46728,100.3297
2013-06,98.6506,98.62966,99.59076,99.77264,0.6162504,99.92795,99.7146,99.54421,100.3386
2013-07,98.3595,98.77135,99.72649,99.84794,0.8904975,100.0758,99.75423,99.6042,100.3503
2013-08,98.12217,98.86167,99.84151,99.91174,1.109283,100.2057,99.76968,99.62759,100.3648
2013-09,98.00783,98.87252,99.93621,99.96428,1.256704,100.3183,99.75211,99.60099,100.3824
2013-10,98.12856,98.96275,100.03,100.0163,1.360124,100.4331,99.70051,99.52289,100.403
2013-11,98.44254,99.13808,100.1414,100.0781,1.451566,100.5689,99.61938,99.40005,100.4268
2013-12,98.61855,99.24313,100.2417,100.1338,1.507875,100.6968,99.51851,99.24734,100.454
2014-01,98.59604,99.1154,100.3061,100.1695,1.511184,100.792,99.41484,99.0904,100.4845
2014-02,98.61662,98.72709,100.322,100.1783,1.457443,100.8422,99.32625,98.95627,100.5185
2014-03,98.60944,98.35401,100.293,100.1622,1.360384,100.8507,99.26538,98.86412,100.5561
2014-04,98.64474,98.09967,100.2278,100.1261,1.211494,100.8266,99.2324,98.81419,100.5974
2014-05,98.6892,98.35059,100.1465,100.0809,1.024705,100.7898,99.22015,98.79566,100.6424
2014-06,98.65945,98.79605,100.0522,100.0287,0.816453,100.7438,99.21719,98.79116,100.6912
2014-07,98.6888,98.83559,99.94128,99.96709,0.6084253,100.6847,99.20896,98.77871,100.7438
2014-08,98.77176,98.28595,99.81307,99.89597,0.4053552,100.6119,99.18191,98.73775,100.8004
2014-09,98.73468,97.79425,99.69611,99.83108,0.2352005,100.5543,99.12756,98.65546,100.8608
2014-10,98.74548,97.74136,99.63467,99.79699,0.1227969,100.5564,99.0479,98.53487,100.9251
2014-11,98.72837,97.8282,99.62392,99.79103,0.04453569,100.6137,98.95272,98.39078,100.9935
2014-12,98.73837,97.9518,99.65221,99.80672,0.01737554,100.7143,98.8585,98.24813,101.0658
2015-01,98.7561,98.0772,99.71365,99.84081,0.05989812,100.8524,98.78833,98.14191,101.142
2015-02,98.63336,98.31973,99.79103,99.88374,0.1671315,101.0107,98.76327,98.10396,101.2222
2015-03,98.49026,98.65487,99.87311,99.92928,0.3243265,101.1778,98.79183,98.14721,101.3064
2015-04,98.34902,99.0051,99.94114,99.96701,0.503913,101.3347,98.85608,98.24448,101.3944
2015-05,98.2178,99.19276,100.0035,100.0016,0.6944051,101.4897,98.92909,98.355,101.4862
2015-06,98.23193,99.16599,100.0879,100.0485,0.9203584,101.671,98.98969,98.44673,101.5817
2015-07,98.25176,99.0992,100.1906,100.1054,1.181886,101.8747,99.03636,98.5174,101.6808
2015-08,98.35233,98.88482,100.2993,100.1657,1.467302,102.0882,99.07851,98.58122,101.7835
2015-09,98.62566,98.52933,100.4148,100.2298,1.748343,102.3123,99.12837,98.6567,101.8897
2015-10,98.84316,98.32645,100.5277,100.2924,1.969977,102.5374,99.19309,98.75468,101.9991
2015-11,98.80458,98.38957,100.6191,100.3431,2.117261,102.7439,99.27506,98.87878,102.1117
2015-12,98.7576,98.36073,100.6592,100.3654,2.17142,102.9012,99.37093,99.02391,102.2273
2016-01,98.69557,98.33523,100.6482,100.3593,2.138657,103.0093,99.46916,99.17264,102.3459
2016-02,98.56755,98.10852,100.5882,100.326,2.03854,103.0699,99.55715,99.30585,102.4671
2016-03,98.4884,98.10713,100.5225,100.2895,1.926402,103.1269,99.62786,99.4129,102.5909
2016-04,98.25942,98.42189,100.4725,100.2618,1.843135,103.2024,99.68721,99.50275,102.7171
2016-05,98.04011,98.89156,100.4703,100.2606,1.812388,103.3291,99.74576,99.59138,102.8455
2016-06,97.99931,99.52895,100.5298,100.2936,1.819957,103.5214,99.81112,99.69034,102.9759
2016-07,98.17896,100.0512,100.6572,100.3643,1.875946,103.7858,99.88026,99.79503,103.1081
2016-08,98.65342,100.6829,100.8291,100.4596,1.968587,104.0979,99.94659,99.89543,103.242
2016-09,99.21645,101.1397,101.0174,100.5641,2.068894,104.429,100.0065,99.98618,103.3773
2016-10,99.42534,101.3965,101.1941,100.6621,2.157788,104.7499,100.0664,100.0769,103.5139
2016-11,99.63799,101.3947,101.3585,100.7533,2.253903,105.0597,100.1368,100.1834,103.6516
2016-12,99.95951,101.3616,101.5224,100.8442,2.399343,105.3702,100.2268,100.3197,103.7901
2017-01,100.1629,101.2364,101.6568,100.9188,2.56473,105.6512,100.3376,100.4874,103.9293
2017-02,100.2418,101.197,101.7631,100.9778,2.749491,105.9038,100.465,100.6803,104.069
2017-03,100.3847,101.4559,101.8597,101.0314,2.928476,106.147,100.601,100.8862,104.2089
2017-04,100.5847,101.682,101.9652,101.0899,3.098017,106.3996,100.7333,101.0865,104.349
2017-05,100.853,101.7711,102.0866,101.1572,3.232531,106.6692,100.8496,101.2626,104.489
2017-06,101.0624,101.8255,102.2148,101.2284,3.308144,106.946,100.942,101.4025,104.6287
2017-07,101.1981,102.0233,102.3375,101.2964,3.306045,107.217,101.0124,101.509,104.768
2017-08,101.3112,102.3588,102.4484,101.358,3.244464,107.4753,101.0661,101.5903,104.9068
2017-09,101.5015,102.7324,102.551,101.4149,3.15566,107.7245,101.107,101.6522,105.0448
2017-10,101.76,102.9446,102.6294,101.4584,3.052744,107.9477,101.1341,101.6932,105.182
2017-11,102.0303,102.9806,102.682,101.4876,2.934707,108.1429,101.1434,101.7073,105.3182
2017-12,102.2171,103.1276,102.7055,101.5006,2.786564,108.3064,101.1304,101.6876,105.4533
2018-01,102.1379,102.8684,102.6782,101.4854,2.61605,108.4151,101.0946,101.6334,105.5873
2018-02,101.9138,102.587,102.6036,101.4441,2.425589,108.4725,101.037,101.5463,105.72
2018-03,101.7085,102.2632,102.4725,101.3714,2.187208,108.4686,100.96,101.4296,105.8514
2018-04,101.6852,101.9604,102.29,101.2701,1.887902,108.4084,100.8678,101.2902,105.9814
2018-05,101.7974,101.7371,102.0761,101.1514,1.540908,108.3129,100.7661,101.1362,106.11
2018-06,102.0194,101.5392,101.8388,101.0198,1.163814,108.1907,100.6615,100.9778,106.2372
2018-07,102.1303,101.5868,101.5902,100.8819,0.7808805,108.0542,100.5627,100.8281,106.3629
2018-08,101.9369,101.7085,101.333,100.7392,0.4012384,107.9066,100.479,100.7015,106.487
2018-09,101.5626,101.6232,101.0535,100.5841,0.007792549,107.7329,100.4195,100.6114,106.6097
2018-10,101.1664,101.2292,100.746,100.4135,-0.3895599,107.5271,100.39,100.5667,106.7309
2018-11,100.814,100.6904,100.4389,100.2432,-0.7612889,107.3196,100.3942,100.5731,106.8506
2018-12,100.4586,100.1709,100.1559,100.0862,-1.081002,107.1356,100.4318,100.6301,106.9688
2019-01,100.1604,99.79843,99.91959,99.95506,-1.305861,106.9993,100.4952,100.7259,107.0854
2019-02,99.81966,99.64822,99.71333,99.84063,-1.45587,106.8933,100.5724,100.8428,107.2006
