country,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE
1986-10,100.1453,101.5191,99.41489,99.54311,0.7905425,59.33182,99.35746,99.20848,59.68102
1986-11,99.96863,101.5985,99.48285,99.59615,0.6945484,59.50424,99.17093,98.98595,59.81357
1986-12,99.87434,101.5695,99.60295,99.68991,0.7211959,59.70892,99.0136,98.79826,59.94693
1987-01,99.884,101.4635,99.81893,99.85852,1.119396,59.97231,98.8941,98.65569,60.0811
1987-02,99.90045,101.3156,100.0634,100.0494,1.620857,60.2542,98.81934,98.56651,60.21603
1987-03,99.94517,101.1457,100.335,100.2614,2.223993,60.5539,98.79335,98.53551,60.35172
1987-04,99.96481,100.9815,100.5826,100.4546,2.816679,60.8405,98.81277,98.55868,60.48812
1987-05,99.90577,100.8552,100.7672,100.5987,3.337583,61.09029,98.87033,98.62734,60.62519
1987-06,99.89824,100.7947,100.9043,100.7058,3.833544,61.31239,98.95484,98.72816,60.7629
1987-07,99.99837,100.7763,100.9577,100.7475,4.168672,61.48445,99.04842,98.8398,60.90118
1987-08,100.1346,100.7759,100.8384,100.6544,4.209034,61.55175,99.1318,98.93927,61.03997
1987-09,100.2983,100.7777,100.5863,100.4576,3.993902,61.53792,99.18884,99.00732,61.1792
1987-10,100.4217,100.7651,100.2532,100.1975,3.610615,61.47406,99.21186,99.03477,61.31881
1987-11,100.3349,100.7129,99.92216,99.93909,3.204182,61.41087,99.19946,99.01998,61.45871
1987-12,100.1276,100.5945,99.67229,99.74404,2.827116,61.39695,99.15685,98.96915,61.59882
1988-01,99.97935,100.4292,99.55901,99.65561,2.491962,61.4668,99.09857,98.89963,61.73906
1988-02,99.9571,100.2381,99.55394,99.65166,2.239029,61.60331,99.04287,98.83318,61.87933
1988-03,100.0592,100.0487,99.62573,99.7077,2.037058,61.78742,99.00731,98.79076,62.01954
1988-04,100.2477,99.92419,99.74324,99.79943,1.905781,61.99998,99.00423,98.78707,62.15958
1988-05,100.4973,99.97282,99.91804,99.93588,1.895555,62.24828,99.04225,98.83244,62.29935
1988-06,100.7483,100.2928,100.1624,100.1266,2.002423,62.54012,99.12558,98.93185,62.43872
1988-07,100.9174,100.7437,100.3988,100.3112,2.183712,62.8271,99.25019,99.08051,62.57756
1988-08,101.0424,101.1593,100.5804,100.453,2.482488,63.07977,99.40704,99.26763,62.71575
1988-09,101.1342,101.4295,100.7037,100.5492,2.856038,63.29547,99.58229,99.4767,62.85315
1988-10,101.2564,101.6175,100.7955,100.6209,3.280496,63.49072,99.75512,99.68288,62.98961
1988-11,101.3899,101.8101,100.8838,100.6898,3.699732,63.6829,99.90686,99.86391,63.12498
1988-12,101.5264,102.0487,101.0037,100.7834,4.067126,63.89405,100.0303,100.0112,63.25913
1989-01,101.5592,102.2573,101.1284,100.8807,4.295663,64.1072,100.1407,100.1429,63.3919
1989-02,101.4873,102.2922,101.2607,100.984,4.41645,64.32399,100.2604,100.2856,63.52314
1989-03,101.3186,102.0204,101.395,101.0889,4.456028,64.54069,100.4047,100.4578,63.65271
1989-04,101.1971,101.5736,101.4727,101.1496,4.386748,64.71976,100.5674,100.6519,63.78044
1989-05,101.2402,101.1103,101.5059,101.1754,4.209365,64.86855,100.7337,100.8503,63.9062
1989-06,101.3396,100.7526,101.5255,101.1907,3.943842,65.00661,100.8932,101.0406,64.02982
1989-07,101.3901,100.5403,101.5779,101.2316,3.718627,65.1634,101.0517,101.2297,64.15118
1989-08,101.4488,100.5401,101.6799,101.3113,3.598691,65.34982,101.2228,101.4337,64.27013
1989-09,101.5454,100.8102,101.8152,101.4169,3.570247,65.55527,101.4192,101.6681,64.38654
1989-10,101.6356,101.1519,101.8977,101.4813,3.517984,65.7243,101.644,101.9363,64.50027
1989-11,101.7495,101.3047,101.898,101.4815,3.383413,65.83756,101.892,102.2321,64.61121
1989-12,101.8399,101.0684,101.7719,101.3831,3.086361,65.86605,102.1493,102.5391,64.71925
1990-01,101.8284,100.6158,101.5265,101.1915,2.66215,65.81384,102.3916,102.8282,64.82429
1990-02,101.7586,100.1669,101.2069,100.942,2.154427,65.70981,102.5909,103.0659,64.92622
1990-03,101.675,99.87926,100.8515,100.6646,1.608245,65.57866,102.7225,103.2229,65.02498
1990-04,101.5378,99.73574,100.5022,100.3919,1.124531,65.44756,102.777,103.2879,65.1205
1990-05,101.3733,99.70026,100.1513,100.118,0.6826824,65.31139,102.753,103.2594,65.21274
1990-06,101.1683,99.73025,99.75008,99.80477,0.2028452,65.13847,102.6567,103.1445,65.30167
1990-07,100.9348,99.6808,99.26218,99.42389,-0.3968007,64.90483,102.5064,102.9651,65.38728
1990-08,100.6848,99.33418,98.73591,99.01307,-1.083156,64.64198,102.3233,102.7467,65.46957
1990-09,100.3701,98.50884,98.1777,98.5773,-1.832357,64.35406,102.1265,102.5119,65.54856
1990-10,100.0196,97.46565,97.65701,98.17084,-2.49159,64.08672,101.931,102.2787,65.6243
1990-11,99.6696,96.54682,97.25391,97.85616,-2.95401,63.89271,101.7452,102.0571,65.69681
1990-12,99.32005,96.03284,96.99918,97.65731,-3.147912,63.79264,101.5692,101.8471,65.76617
1991-01,99.01164,95.87501,96.93832,97.6098,-3.034286,63.81685,101.3925,101.6363,65.83243
1991-02,98.71775,96.05878,97.10738,97.74178,-2.617937,63.98957,101.2032,101.4104,65.89568
1991-03,98.49768,96.61115,97.44093,98.00216,-1.998404,64.26813,100.9975,101.165,65.95599
1991-04,98.27754,97.26624,97.86096,98.33005,-1.292853,64.60142,100.7901,100.9176,66.01347
1991-05,98.13629,97.70271,98.26868,98.64833,-0.5925722,64.92437,100.6042,100.6958,66.06822
1991-06,97.9696,97.67852,98.55034,98.8682,0.03586454,65.16183,100.4611,100.5251,66.12035
1991-07,97.87275,97.38414,98.71937,99.00015,0.6436123,65.32257,100.3694,100.4157,66.16997
1991-08,97.83662,97.04712,98.81572,99.07537,1.223675,65.43298,100.3307,100.3696,66.21718
1991-09,97.76817,96.80673,98.83553,99.09084,1.765913,65.4905,100.3417,100.3827,66.26211
1991-10,97.72095,96.63136,98.83802,99.09278,2.25896,65.53442,100.3925,100.4433,66.30487
1991-11,97.72585,96.45108,98.84344,99.09702,2.638094,65.57826,100.469,100.5345,66.34559
1991-12,97.77498,96.22533,98.85757,99.10803,2.873899,65.62598,100.5522,100.6338,66.38438
1992-01,97.85518,96.01541,98.92217,99.15847,2.959421,65.70546,100.6162,100.7102,66.42137
1992-02,97.93518,95.93313,99.00203,99.22081,2.819056,65.79346,100.6341,100.7315,66.45669
1992-03,97.99555,96.07355,99.04643,99.25547,2.471373,65.85644,100.585,100.6729,66.49047
1992-04,98.03127,96.32018,99.01377,99.22997,1.958714,65.86678,100.4648,100.5296,66.52284
1992-05,97.96772,96.52399,98.85429,99.10548,1.335517,65.79145,100.279,100.3078,66.55396
1992-06,97.85537,96.57635,98.57552,98.88786,0.7268951,65.63549,100.0395,100.0222,66.58397
1992-07,97.77937,96.52469,98.23091,98.61885,0.1714578,65.43457,99.76772,99.69792,66.61301
1992-08,97.6351,96.42995,97.85615,98.32629,-0.3368893,65.21255,99.48767,99.36382,66.64124
1992-09,97.45883,96.32819,97.52139,98.06496,-0.7240322,65.01633,99.22272,99.04774,66.66879
1992-10,97.33478,96.23509,97.27229,97.87051,-1.003845,64.87656,98.99254,98.77312,66.69583
1992-11,97.18895,96.16656,97.12379,97.75459,-1.181585,64.8034,98.81449,98.56073,66.72248
1992-12,97.04216,96.15066,97.12646,97.75667,-1.211637,64.83083,98.70269,98.42735,66.74889
1993-01,96.97272,96.21483,97.29129,97.88535,-1.124781,64.96642,98.66323,98.38027,66.77516
1993-02,96.92238,96.42319,97.5929,98.1208,-0.9119448,65.19347,98.69696,98.42051,66.80145
1993-03,96.88026,96.83363,98.01171,98.44773,-0.5426136,65.49909,98.79691,98.53975,66.82782
1993-04,96.87596,97.31076,98.49595,98.82574,-0.02717119,65.84888,98.9404,98.71092,66.85441
1993-05,96.93031,97.68347,98.98083,99.20426,0.6204633,66.19966,99.1011,98.90265,66.88129
1993-06,97.02866,97.83581,99.44771,99.56873,1.376595,66.53902,99.25813,99.08997,66.90855
1993-07,97.22038,97.90226,99.89811,99.92033,2.190767,66.86809,99.40376,99.26371,66.93629
1993-08,97.46499,98.07571,100.2994,100.2336,2.99403,67.16502,99.53699,99.42265,66.96456
1993-09,97.71006,98.50124,100.7212,100.5628,3.784061,67.47659,99.65762,99.56657,66.99346
1993-10,97.91975,99.06299,101.1955,100.9331,4.54362,67.8243,99.76127,99.69021,67.02304
1993-11,98.17231,99.60516,101.712,101.3363,5.243496,68.20136,99.83989,99.784,67.05339
1993-12,98.41549,100.0169,102.2299,101.7406,5.78378,68.58051,99.88362,99.83618,67.08456
1994-01,98.57838,100.337,102.6351,102.0569,6.032083,68.88525,99.8843,99.83699,67.11664
1994-02,98.7294,100.6179,102.8965,102.261,5.984022,69.09466,99.83945,99.78348,67.14967
1994-03,98.972,100.8825,103.0274,102.3632,5.677295,69.21767,99.75932,99.68788,67.18373
1994-04,99.29145,101.1196,103.0278,102.3635,5.171366,69.25417,99.67693,99.5896,67.21889
1994-05,99.56346,101.2844,102.9314,102.2883,4.572683,69.22676,99.62994,99.53355,67.25521
1994-06,99.7164,101.3282,102.7794,102.1695,3.943645,69.16309,99.64268,99.54874,67.29277
1994-07,99.77776,101.2983,102.5776,102.0121,3.288707,69.06718,99.70557,99.62376,67.33161
1994-08,99.79863,101.2365,102.3499,101.8343,2.665012,68.95499,99.79224,99.72717,67.3718
1994-09,99.80586,101.1499,102.1149,101.6508,2.019245,68.8391,99.87279,99.82326,67.41338
1994-10,99.81923,101.0141,101.859,101.4511,1.306548,68.71046,99.92523,99.88583,67.45642
1994-11,99.91933,100.7711,101.5925,101.2431,0.5492379,68.57595,99.93604,99.8987,67.50097
1994-12,100.07,100.3751,101.3049,101.0185,-0.2216636,68.42848,99.90244,99.85863,67.54707
1995-01,100.1521,99.94678,100.9652,100.7533,-0.9262473,68.2472,99.83771,99.78141,67.59479
1995-02,100.1231,99.65585,100.6063,100.4732,-1.505709,68.05429,99.7615,99.69049,67.64417
1995-03,100.0022,99.6356,100.266,100.2075,-1.939287,67.87534,99.69248,99.60815,67.69527
1995-04,99.81003,99.76063,99.94889,99.95997,-2.224608,67.71353,99.64164,99.5475,67.74816
1995-05,99.59773,99.87583,99.68207,99.75168,-2.368242,67.5873,99.61394,99.51445,67.80286
1995-06,99.41968,99.88034,99.48333,99.59653,-2.391811,67.50883,99.60853,99.508,67.85944
1995-07,99.27499,99.82111,99.32915,99.47617,-2.323627,67.46232,99.61712,99.51824,67.91795
1995-08,99.06006,99.7709,99.21603,99.38787,-2.189125,67.44547,99.62943,99.53294,67.9784
1995-09,98.84653,99.77,99.11732,99.31081,-2.032022,67.44028,99.63748,99.54254,68.04086
1995-10,98.69205,99.75878,99.02049,99.23523,-1.851535,67.43826,99.63941,99.54484,68.10535
1995-11,98.58321,99.62977,98.91756,99.15487,-1.665231,67.43401,99.63473,99.53925,68.17192
1995-12,98.47298,99.28983,98.78011,99.04758,-1.491099,67.40815,99.61987,99.52154,68.24061
1996-01,98.33183,98.84026,98.61278,98.91695,-1.29442,67.36379,99.58402,99.47877,68.31142
1996-02,98.21775,98.40495,98.41288,98.76089,-1.109728,67.29907,99.51489,99.39629,68.38441
1996-03,98.09276,98.06812,98.19621,98.59175,-0.9585221,67.22474,99.40589,99.26625,68.45961
1996-04,97.9732,97.79789,97.98483,98.42674,-0.8235454,67.15588,99.26532,99.09856,68.53703
1996-05,97.90137,97.55378,97.79358,98.27744,-0.7169823,67.10271,99.1095,98.91267,68.61669
1996-06,97.87585,97.32763,97.6063,98.13125,-0.6734771,67.05418,98.95801,98.73193,68.69862
1996-07,97.8696,97.15848,97.45055,98.00967,-0.6419521,67.02924,98.82976,98.57893,68.78283
1996-08,97.86072,97.13655,97.36338,97.94162,-0.5811617,67.0535,98.74102,98.47307,68.86933
1996-09,97.84349,97.3503,97.34256,97.92536,-0.4666165,67.1256,98.70142,98.42583,68.95811
1996-10,97.87967,97.68622,97.41032,97.97827,-0.2627984,67.26103,98.70709,98.43259,69.04918
1996-11,97.96272,98.01364,97.55988,98.09501,0.03164408,67.45534,98.74831,98.48177,69.1425
1996-12,98.0302,98.24734,97.78252,98.26882,0.4370089,67.70273,98.81371,98.55978,69.23806
1997-01,98.08385,98.41864,98.09824,98.51528,0.9699957,68.01722,98.8916,98.65271,69.33582
1997-02,98.2122,98.58185,98.4753,98.80963,1.601764,68.37704,98.97353,98.75045,69.43573
1997-03,98.41711,98.78316,98.87394,99.12082,2.275918,68.75471,99.05661,98.84956,69.53775
1997-04,98.61354,99.03754,99.28185,99.43925,2.957026,69.1417,99.14545,98.95556,69.64183
1997-05,98.83709,99.37059,99.71272,99.7756,3.643387,69.54752,99.24723,99.07697,69.74789
1997-06,99.05682,99.80715,100.0973,100.0758,4.279643,69.92386,99.36607,99.21875,69.8559
1997-07,99.30647,100.2814,100.4345,100.339,4.834445,70.26974,99.49641,99.37424,69.96574
1997-08,99.58894,100.707,100.726,100.5666,5.268324,70.58611,99.62942,99.53292,70.07737
1997-09,99.9687,101.0092,100.9943,100.7761,5.605919,70.8886,99.75843,99.68683,70.1907
1997-10,100.275,101.2063,101.2399,100.9678,5.822559,71.17735,99.88403,99.83667,70.30563
1997-11,100.3862,101.3018,101.4678,101.1457,5.930485,71.45577,100.0098,99.98669,70.4221
1997-12,100.3569,101.2822,101.6836,101.3141,5.944892,71.72758,100.138,100.1397,70.54
1998-01,100.2244,101.2157,101.8636,101.4547,5.820353,71.97607,100.2654,100.2916,70.65926
1998-02,99.99371,101.1793,101.9693,101.5372,5.552446,72.17365,100.3839,100.433,70.77978
1998-03,99.79221,101.2322,101.9911,101.5542,5.175679,72.31324,100.4821,100.5502,70.90148
1998-04,99.75274,101.3587,101.9289,101.5056,4.704206,72.39426,100.5465,100.627,71.02428
1998-05,99.8038,101.5441,101.7797,101.3891,4.122026,72.41429,100.5635,100.6473,71.14809
1998-06,99.82316,101.7755,101.5652,101.2217,3.524554,72.38837,100.5241,100.6003,71.27282
1998-07,99.68983,101.9842,101.2579,100.9818,2.884263,72.2965,100.4318,100.4901,71.39841
1998-08,99.44875,102.0704,100.8232,100.6425,2.163971,72.11356,100.2959,100.328,71.52477
1998-09,99.15569,101.9493,100.3424,100.2671,1.422756,71.89717,100.1303,100.1304,71.65186
1998-10,98.88758,101.7204,99.93281,99.94741,0.7783346,71.73135,99.95325,99.91924,71.77957
1998-11,98.80219,101.5002,99.69961,99.76537,0.330402,71.69186,99.78366,99.71693,71.90787
1998-12,98.89018,101.3621,99.66339,99.73709,0.09284913,71.79418,99.63722,99.54223,72.03667
1999-01,99.08537,101.2676,99.76138,99.81359,0.0244886,71.99369,99.52245,99.4053,72.16589
1999-02,99.29914,101.1587,99.91829,99.93608,0.08694965,72.2364,99.44447,99.31228,72.29547
1999-03,99.35674,101.006,100.0876,100.0683,0.2427506,72.48878,99.40646,99.26693,72.42533
1999-04,99.44647,100.8713,100.2747,100.2143,0.4978098,72.75465,99.40842,99.26926,72.55538
1999-05,99.52287,100.8664,100.4698,100.3666,0.8461277,73.02701,99.45229,99.32161,72.68553
1999-06,99.60495,101.0939,100.7114,100.5552,1.305926,73.3337,99.54421,99.43127,72.8157
1999-07,99.74968,101.4584,100.9914,100.7738,1.89839,73.66897,99.69374,99.60965,72.94577
1999-08,99.92661,101.8531,101.281,100.9999,2.632214,74.01175,99.90784,99.86507,73.07565
1999-09,100.169,102.211,101.59,101.241,3.438252,74.36918,100.1807,100.1906,73.20525
1999-10,100.3952,102.5239,101.8882,101.4738,4.165224,74.71912,100.4786,100.546,73.33443
1999-11,100.555,102.7863,102.1473,101.6761,4.671014,75.0406,100.7584,100.8798,73.46311
1999-12,100.7201,102.9819,102.3461,101.8313,4.907806,75.3177,100.9846,101.1497,73.59117
2000-01,100.9153,103.122,102.4605,101.9206,4.915244,75.53236,101.1475,101.3439,73.71851
2000-02,101.194,103.2002,102.5198,101.9669,4.802838,75.7058,101.2525,101.4692,73.84503
2000-03,101.4764,103.2013,102.5358,101.9794,4.631942,75.84642,101.3138,101.5423,73.97066
2000-04,101.6348,103.1735,102.5087,101.9582,4.397593,75.95411,101.3519,101.5878,74.09531
2000-05,101.7451,103.1718,102.4701,101.9281,4.142529,76.05218,101.3871,101.6298,74.21891
2000-06,101.8447,103.2297,102.4624,101.9221,3.87035,76.17197,101.4344,101.6863,74.34142
2000-07,101.9014,103.3061,102.4485,101.9113,3.552389,76.28598,101.4995,101.7639,74.46275
2000-08,101.9857,103.3385,102.4674,101.926,3.258152,76.42316,101.5802,101.8602,74.58289
2000-09,102.1222,103.2782,102.4753,101.9322,2.933638,76.5509,101.6682,101.9651,74.70178
2000-10,102.244,103.1692,102.397,101.8711,2.534443,76.61283,101.748,102.0603,74.8194
2000-11,102.2603,103.0653,102.2206,101.7334,2.077827,76.59982,101.8037,102.1268,74.93575
2000-12,102.1059,102.9959,101.9374,101.5123,1.57618,76.50484,101.8256,102.1529,75.0508
2001-01,101.8281,102.9265,101.5688,101.2245,1.074241,76.34376,101.8185,102.1445,75.16459
2001-02,101.5062,102.7979,101.1574,100.9034,0.5846219,76.14839,101.7922,102.1131,75.27711
2001-03,101.1918,102.5648,100.7072,100.5519,0.09904215,75.92154,101.7535,102.0669,75.38842
2001-04,100.85,102.2947,100.2409,100.1879,-0.3603273,75.68042,101.6998,102.0029,75.49855
2001-05,100.498,102.0654,99.76836,99.81903,-0.8149083,75.43242,101.6244,101.9129,75.60756
2001-06,100.2343,101.9013,99.25851,99.42103,-1.336278,75.15411,101.5219,101.7906,75.71553
2001-07,100.0574,101.6674,98.69651,98.98232,-1.903085,74.83419,101.3957,101.64,75.82253
2001-08,99.78642,101.1492,98.15916,98.56284,-2.475991,74.53093,101.2533,101.4701,75.92865
2001-09,99.26448,100.2024,97.68256,98.19078,-2.977022,74.27197,101.103,101.2909,76.034
2001-10,98.69806,99.18675,97.37282,97.94898,-3.229793,74.13839,100.9524,101.1112,76.13869
2001-11,98.38156,98.62862,97.33542,97.91979,-3.118176,74.2113,100.8078,100.9387,76.24284
2001-12,98.436,98.95222,97.56059,98.09557,-2.641224,74.48418,100.6746,100.7798,76.34658
2002-01,98.73006,99.75346,97.97619,98.42001,-1.887421,74.90282,100.5568,100.6393,76.45003
2002-02,99.02747,100.5295,98.46802,98.80394,-1.008357,75.38055,100.4567,100.5198,76.55333
2002-03,99.14137,100.9308,98.90435,99.14456,-0.138042,75.81673,100.3736,100.4207,76.65662
2002-04,99.21152,101.038,99.19936,99.37486,0.6145085,76.14548,100.3014,100.3345,76.76006
2002-05,99.23608,100.9668,99.26311,99.42461,1.146651,76.29736,100.2305,100.25,76.86377
2002-06,99.23206,100.7667,99.05109,99.25912,1.44166,76.23757,100.1489,100.1527,76.96792
2002-07,99.1741,100.4985,98.66635,98.95876,1.617691,76.04478,100.0433,100.0267,77.07265
2002-08,99.09692,100.1871,98.23353,98.62089,1.722596,75.8148,99.90139,99.85738,77.17813
2002-09,98.95513,99.84287,97.82211,98.29972,1.789865,75.60133,99.71577,99.63593,77.2845
2002-10,98.84525,99.52598,97.48725,98.03831,1.765435,75.44726,99.49071,99.36744,77.39192
2002-11,98.77766,99.32707,97.21944,97.82925,1.528475,75.3456,99.23757,99.06545,77.50055
2002-12,98.71398,99.3205,96.9939,97.65318,1.065065,75.27748,98.97316,98.75001,77.61053
2003-01,98.61501,99.39952,96.807,97.50729,0.4506406,75.24037,98.72002,98.44803,77.72203
2003-02,98.42968,99.43347,96.63667,97.37432,-0.2165297,75.21732,98.50227,98.18825,77.83517
2003-03,98.29537,99.33924,96.51971,97.28303,-0.7643561,75.23723,98.34052,97.99529,77.95011
2003-04,98.24915,99.1979,96.49696,97.26526,-1.068024,75.33224,98.24451,97.88074,78.06696
2003-05,98.30613,99.13725,96.60417,97.34895,-1.004758,75.53076,98.21751,97.84853,78.18582
2003-06,98.35051,99.2616,96.83949,97.53265,-0.5320944,75.83192,98.25587,97.89429,78.30681
2003-07,98.44485,99.50069,97.21452,97.82542,0.2637585,76.24535,98.34815,98.00439,78.43
2003-08,98.60479,99.7737,97.68902,98.19582,1.220434,76.74007,98.4779,98.15918,78.55547
2003-09,98.78897,100.0384,98.23567,98.62257,2.240344,77.29506,98.62704,98.3371,78.6833
2003-10,99.07874,100.3066,98.82951,99.08614,3.239019,77.89101,98.77645,98.51534,78.81351
2003-11,99.41741,100.6138,99.39591,99.52829,4.145779,78.46926,98.90934,98.67388,78.94617
2003-12,99.70075,100.986,99.90221,99.92353,4.950324,79.00396,99.01443,98.79924,79.08129
2004-01,99.79269,101.3669,100.3391,100.2645,5.644776,79.48752,99.09008,98.8895,79.21893
2004-02,99.87997,101.6681,100.6772,100.5285,6.220874,79.8965,99.13811,98.9468,79.35908
2004-03,100.0333,101.8097,100.8806,100.6873,6.59865,80.20187,99.15932,98.97211,79.50177
2004-04,100.2025,101.842,100.9095,100.7099,6.689308,80.37144,99.15092,98.96209,79.64701
2004-05,100.3638,101.8089,100.7963,100.6215,6.486653,80.43018,99.10898,98.91205,79.79481
2004-06,100.4867,101.7215,100.6241,100.487,6.082056,80.44405,99.03278,98.82114,79.94515
2004-07,100.5333,101.5972,100.4186,100.3267,5.492794,80.43335,98.93137,98.70016,80.09803
2004-08,100.5115,101.4362,100.1625,100.1267,4.748213,80.38385,98.81867,98.56571,80.25344
2004-09,100.4576,101.2355,99.89174,99.91535,3.919048,80.3243,98.71027,98.43639,80.41135
2004-10,100.3542,101.0391,99.62466,99.70686,3.053369,80.26931,98.62083,98.32969,80.57172
2004-11,100.3556,100.9107,99.40385,99.53448,2.273465,80.25323,98.56345,98.26124,80.73453
2004-12,100.4948,100.9012,99.26195,99.42371,1.643806,80.30264,98.54753,98.24225,80.89971
2005-01,100.6545,100.9491,99.18524,99.36383,1.156396,80.40671,98.57413,98.27398,81.06721
2005-02,100.6415,100.9748,99.15389,99.33936,0.817425,80.54959,98.64034,98.35297,81.23695
2005-03,100.5503,100.9176,99.14801,99.33477,0.6400945,80.71523,98.74035,98.47227,81.40883
2005-04,100.4371,100.7953,99.14732,99.33423,0.6416255,80.88712,98.86345,98.61913,81.58276
2005-05,100.2964,100.6281,99.13965,99.32824,0.7771219,81.05522,98.99822,98.77991,81.75864
2005-06,100.2043,100.4282,99.13378,99.32366,0.9727607,81.22658,99.13485,98.94291,81.93633
2005-07,100.2764,100.2345,99.18701,99.36521,1.261644,81.44814,99.26644,99.0999,82.11572
2005-08,100.3934,100.1055,99.31779,99.4673,1.681171,81.73524,99.38889,99.24596,82.29668
2005-09,100.5362,100.1058,99.5807,99.67254,2.252033,82.13322,99.5009,99.3796,82.47906
2005-10,100.7586,100.2293,99.97884,99.98335,2.95994,82.64523,99.60461,99.50333,82.66272
2005-11,100.977,100.4986,100.4799,100.3745,3.72799,83.24506,99.703,99.6207,82.8475
2005-12,101.1937,100.9423,101.0297,100.8037,4.46513,83.88825,99.79781,99.7338,83.03325
2006-01,101.3819,101.4266,101.5334,101.1969,5.085679,84.49593,99.88775,99.8411,83.21981
2006-02,101.5334,101.7781,101.9386,101.5132,5.554759,85.02393,99.97044,99.93975,83.40701
2006-03,101.6325,101.8672,102.2225,101.7349,5.86926,85.45262,100.0445,100.0282,83.5947
2006-04,101.7654,101.8232,102.3589,101.8413,6.023161,85.75909,100.1124,100.1091,83.78271
2006-05,101.8138,101.8105,102.3656,101.8466,6.047832,85.95731,100.1783,100.1878,83.97086
2006-06,101.8222,101.9366,102.306,101.8,5.999433,86.09972,100.2473,100.2701,84.15898
2006-07,101.8621,102.13,102.234,101.7438,5.872599,86.23125,100.3238,100.3613,84.34692
2006-08,101.9462,102.2761,102.2288,101.7398,5.729942,86.41862,100.4106,100.4648,84.53448
2006-09,102.1136,102.2866,102.2872,101.7853,5.510612,86.65926,100.5066,100.5794,84.72153
2006-10,102.3243,102.2155,102.3931,101.868,5.196374,86.93979,100.6048,100.6965,84.90788
2006-11,102.4529,102.1368,102.5384,101.9814,4.815087,87.25339,100.6976,100.8072,85.09336
2006-12,102.5387,102.104,102.6846,102.0956,4.385509,87.56718,100.7827,100.9087,85.27782
2007-01,102.6642,102.1168,102.8156,102.1978,3.990049,87.86736,100.869,101.0118,85.4611
2007-02,102.7285,102.1703,102.896,102.2606,3.645294,88.1233,100.9691,101.1311,85.64304
2007-03,102.6143,102.2581,102.8829,102.2504,3.329451,88.29772,101.091,101.2766,85.82351
2007-04,102.3934,102.3353,102.8221,102.2029,3.11374,88.4294,101.2297,101.4421,86.00235
2007-05,102.2722,102.3418,102.751,102.1474,3.016542,88.55025,101.3748,101.6151,86.17943
2007-06,102.2822,102.2369,102.6546,102.0722,2.958539,88.64701,101.5167,101.7845,86.35463
2007-07,102.3496,102.1037,102.5279,101.9732,2.880497,88.71514,101.6534,101.9475,86.52782
2007-08,102.3795,102.054,102.39,101.8656,2.722063,88.771,101.7865,102.1063,86.69891
2007-09,102.3496,102.1604,102.2331,101.7431,2.479087,88.80762,101.9186,102.2639,86.86779
2007-10,102.2562,102.3063,102.0551,101.6041,2.16613,88.82301,102.0509,102.4217,87.03439
2007-11,102.2274,102.3185,101.8612,101.4528,1.797339,88.82162,102.1832,102.5795,87.19865
2007-12,102.1813,102.0622,101.5927,101.2431,1.352881,88.75185,102.3143,102.7359,87.3605
2008-01,102.078,101.6679,101.2613,100.9845,0.8608597,88.62378,102.4428,102.8893,87.51992
2008-02,101.9976,101.3008,100.8679,100.6774,0.3569368,88.43784,102.5637,103.0335,87.6769
2008-03,101.9323,101.0675,100.409,100.3192,-0.121258,88.19066,102.6652,103.1546,87.83142
2008-04,101.8688,100.896,99.93854,99.95188,-0.5653834,87.92944,102.7268,103.228,87.98351
2008-05,101.719,100.6651,99.47343,99.58881,-0.9950294,87.66914,102.7193,103.2191,88.13322
2008-06,101.4461,100.2719,98.91578,99.15348,-1.493072,87.32345,102.6087,103.0871,88.2806
2008-07,101.1412,99.75902,98.25082,98.63438,-2.06969,86.87901,102.3646,102.7959,88.42574
2008-08,100.7717,99.17348,97.47041,98.02517,-2.75166,86.32832,101.9663,102.3207,88.56875
2008-09,100.2852,98.54453,96.60567,97.35012,-3.50081,85.69864,101.4178,101.6664,88.70974
2008-10,99.65539,97.93467,95.73148,96.6677,-4.240638,85.05635,100.7735,100.8978,88.84888
2008-11,98.92342,97.42524,94.94296,96.05215,-4.880984,84.48625,100.1079,100.1038,88.98633
2008-12,98.18012,97.08293,94.33551,95.57795,-5.270799,84.07392,99.49364,99.37094,89.12225
2009-01,97.43569,96.8259,93.97231,95.29442,-5.356453,83.87669,98.98171,98.76022,89.25681
2009-02,96.81505,96.56479,93.87961,95.22205,-5.109437,83.91917,98.60664,98.31276,89.3902
2009-03,96.41205,96.25841,94.09235,95.38813,-4.486622,84.23388,98.38394,98.04709,89.52255
2009-04,96.36565,95.97363,94.59841,95.78318,-3.546201,84.81128,98.2979,97.94444,89.65401
2009-05,96.63846,95.8457,95.34964,96.36961,-2.349437,85.60941,98.32072,97.97166,89.78473
2009-06,97.0102,96.0169,96.25572,97.07693,-0.8878673,86.54813,98.42155,98.09195,89.91479
2009-07,97.41545,96.4184,97.23574,97.84198,0.7783703,87.55525,98.56766,98.26626,90.04432
2009-08,97.75626,97.00861,98.22826,98.61678,2.603363,88.57575,98.7309,98.46099,90.17339
2009-09,98.09873,97.78104,99.16146,99.34527,4.488094,89.54488,98.89106,98.65207,90.30209
2009-10,98.40726,98.58371,99.97041,99.97676,6.286855,90.40372,99.03818,98.82758,90.43049
2009-11,98.79604,99.23395,100.6188,100.4829,7.850746,91.11906,99.16904,98.9837,90.55865
