country,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
2014-10,102.1145,102.3212,99.79192,99.87978,3.469404,96.76609,100.747,100.6329,96.96786
2014-11,102.3127,102.2006,99.76483,99.86461,3.205796,96.98467,100.8017,100.7066,97.21329
2014-12,102.0929,102.0035,99.78703,99.87704,2.974751,97.25561,100.8661,100.7933,97.46318
2015-01,101.8619,101.8552,99.85242,99.91367,2.796443,97.57325,100.924,100.8713,97.71746
2015-02,101.8494,101.7658,99.95663,99.97202,2.689869,97.93354,100.9553,100.9134,97.97604
2015-03,101.9638,101.6665,100.0789,100.0405,2.673478,98.31641,100.947,100.9023,98.23885
2015-04,101.9654,101.6254,100.1972,100.1067,2.754285,98.70006,100.9072,100.8486,98.50582
2015-05,101.8352,101.5964,100.2822,100.1544,2.921156,99.05567,100.8521,100.7745,98.77691
2015-06,101.9345,101.4889,100.3485,100.1915,3.160607,99.39723,100.797,100.7003,99.05206
2015-07,102.0611,101.5043,100.3934,100.2166,3.426409,99.72198,100.7468,100.6326,99.33124
2015-08,102.2096,101.5862,100.4096,100.2257,3.664783,100.0224,100.6984,100.5675,99.61439
2015-09,102.3367,101.7125,100.4061,100.2237,3.839494,100.3072,100.6428,100.4926,99.90147
2015-10,102.2935,102.0235,100.3688,100.2028,3.922698,100.5619,100.5663,100.3896,100.1925
2015-11,102.1545,102.2341,100.3036,100.1664,3.926152,100.7924,100.4578,100.2435,100.4873
2015-12,101.9389,102.2596,100.2145,100.1164,3.852353,101.0022,100.3176,100.0546,100.786
2016-01,101.7762,102.1448,100.1505,100.0806,3.758697,101.2407,100.1676,99.85259,101.0886
2016-02,101.5854,101.8985,100.1468,100.0785,3.686398,101.5438,100.0358,99.67518,101.3949
2016-03,101.4794,101.6929,100.2147,100.1165,3.668714,101.9234,99.94175,99.54845,101.705
2016-04,101.4184,101.7317,100.3213,100.1763,3.694619,102.3466,99.87978,99.465,102.0188
2016-05,101.6118,101.9104,100.4082,100.2249,3.733767,102.7542,99.83416,99.40356,102.3364
2016-06,101.8813,102.0998,100.4253,100.2345,3.719481,103.0943,99.79073,99.34507,102.6576
2016-07,102.0038,102.2183,100.3749,100.2063,3.65682,103.3686,99.7474,99.28672,102.9825
2016-08,101.6839,102.1824,100.3113,100.1707,3.609388,103.6326,99.70956,99.23576,103.311
2016-09,101.3705,102.1801,100.3065,100.1679,3.642245,103.9606,99.68536,99.20316,103.6429
2016-10,101.2347,102.2308,100.3984,100.2194,3.809268,104.3926,99.68046,99.19656,103.9784
2016-11,101.3494,102.3979,100.5906,100.327,4.108333,104.9333,99.69803,99.22023,104.3172
2016-12,101.5294,102.6118,100.8362,100.4646,4.487386,105.5346,99.73726,99.27306,104.6594
2017-01,101.5932,102.7689,101.0578,100.5887,4.815099,106.1156,99.78996,99.34402,105.0048
2017-02,101.5042,102.783,101.1913,100.6635,4.98774,106.6085,99.84557,99.41891,105.3534
2017-03,101.4683,102.7359,101.2256,100.6827,4.981341,107.0005,99.89504,99.48555,105.705
2017-04,101.7011,102.5695,101.1981,100.6673,4.869395,107.3303,99.93427,99.53838,106.0596
2017-05,101.9802,102.483,101.1587,100.6452,4.764613,107.65,99.96345,99.57768,106.417
2017-06,102.3791,102.4834,101.128,100.628,4.740632,107.9816,99.98712,99.60956,106.7771
2017-07,102.7461,102.4863,101.1243,100.626,4.813684,108.3445,100.0147,99.64664,107.1399
2017-08,102.8957,102.5395,101.1591,100.6454,4.939158,108.7512,100.0568,99.70335,107.5051
2017-09,103.0739,102.6098,101.2112,100.6746,5.019932,109.1793,100.1215,99.79057,107.8727
2017-10,103.0838,102.726,101.2651,100.7048,4.999706,109.6119,100.2094,99.90893,108.2426
2017-11,103.1269,102.9226,101.3295,100.7408,4.884248,110.0585,100.3159,100.0523,108.6145
2017-12,103.3105,103.2629,101.415,100.7887,4.734,110.5306,100.4324,100.2093,108.9884
2018-01,103.5775,103.4891,101.5004,100.8366,4.60772,111.0051,100.5458,100.362,109.3642
2018-02,103.8181,103.6328,101.5631,100.8717,4.547906,111.4569,100.6432,100.4931,109.7416
2018-03,103.8446,103.7324,101.5867,100.8849,4.548824,111.8678,100.7173,100.5929,110.1205
2018-04,103.9284,103.7177,101.5812,100.8818,4.581934,112.2481,100.7726,100.6674,110.5008
2018-05,104.3178,103.5898,101.5517,100.8653,4.600986,112.603,100.8183,100.729,110.8824
2018-06,104.5635,103.4779,101.4931,100.8325,4.579384,112.9265,100.8634,100.7897,111.2652
2018-07,104.4712,103.2778,101.3919,100.7758,4.484255,113.2029,100.9113,100.8542,111.6489
2018-08,103.9361,103.0434,101.2631,100.7037,4.319492,113.4487,100.9626,100.9233,112.0336
2018-09,103.4917,102.9072,101.1267,100.6273,4.127426,113.6856,101.0177,100.9974,112.419
2018-10,103.6372,102.7971,101.0219,100.5686,3.964858,113.9579,101.0783,101.0791,112.8051
2018-11,103.9939,102.6988,100.9652,100.5369,3.839571,114.2843,101.1448,101.1686,113.1917
2018-12,104.3137,102.668,100.9429,100.5244,3.726766,114.6498,101.2125,101.2599,113.5789
2019-01,104.2292,102.6769,100.9246,100.5141,3.616948,115.0201,101.2681,101.3347,113.9664
2019-02,103.874,102.7426,100.8729,100.4852,3.495009,115.3524,101.2966,101.3732,114.3542
2019-03,103.2685,102.7791,100.7583,100.421,3.347266,115.6123,101.2902,101.3645,114.7422
2019-04,102.5419,102.7825,100.5793,100.3207,3.16197,115.7974,101.2581,101.3212,115.1305
2019-05,102.0806,102.7951,100.3602,100.198,2.959024,115.9349,101.2155,101.2638,115.5188
2019-06,101.6187,102.8457,100.1213,100.0642,2.764098,116.0479,101.1748,101.2091,115.9073
2019-07,101.2892,102.909,99.91886,99.95087,2.648894,116.2015,101.137,101.1582,116.2959
2019-08,101.1204,103.065,99.76263,99.86337,2.608127,116.4076,101.0973,101.1046,116.6845
2019-09,100.9084,103.1282,99.65999,99.80589,2.629681,116.6752,101.0498,101.0407,117.0733
2019-10,101.0576,102.9945,99.59464,99.76929,2.657144,116.9859,100.9935,100.965,117.4621
2019-11,101.2088,102.8998,99.53214,99.73429,2.638393,117.2996,100.9297,100.8789,117.851
2019-12,100.7614,102.8266,99.43303,99.67879,2.546684,117.5696,100.8605,100.7858,118.24
2020-01,100.2247,102.599,99.28936,99.59833,2.404838,117.7861,100.7889,100.6893,118.6292
2020-02,99.49131,102.2072,99.10096,99.49282,2.250613,117.9485,100.7169,100.5924,119.0185
2020-03,97.91858,101.392,98.19373,98.98474,1.417709,117.2513,98.08201,97.04385,119.4082
2020-04,95.70531,100.2045,90.72746,94.80344,-6.137966,108.6898,91.79923,88.58258,119.7981
2020-05,94.68656,99.76549,91.09083,95.00694,-5.5672,109.4806,88.57542,84.24095,120.1884
2020-06,94.96557,99.84536,93.87961,96.56873,-2.454768,113.1992,90.73384,87.14777,120.5791
2020-07,95.52994,100.1563,94.77961,97.07275,-1.33073,114.6552,92.87823,90.03572,120.9703
2020-08,96.01202,100.4123,95.05967,97.22959,-0.8943968,115.3664,95.00843,92.90454,121.3621
2020-09,96.36599,100.4371,95.19141,97.30337,-0.6645381,115.8998,95.20354,93.1673,121.7545
2020-10,96.65417,100.2725,95.38225,97.41025,-0.4092209,116.5072,95.39677,93.42753,122.1477
2020-11,96.80033,100.083,95.60694,97.53608,-0.1204923,117.1582,95.58811,93.68523,122.5416
2020-12,97.34807,99.9014,95.83134,97.66174,0.2057868,117.8115,95.71321,93.8537,122.9363
2021-01,97.91926,99.85995,96.04119,97.77927,0.5632436,118.4496,95.83689,94.02027,123.332
2021-02,98.27634,99.96667,96.26435,97.90424,0.9819056,119.1067,95.95918,94.18495,123.7287
2021-03,99.03917,100.2865,96.48476,98.02768,2.142254,119.7631,96.18908,94.49458,124.1265
2021-04,100.2545,100.7647,96.6881,98.14156,10.7751,120.4012,96.41691,94.8014,124.5254
2021-05,101.1968,101.2147,96.85995,98.2378,10.52432,121.0027,96.64268,95.10545,124.9254
2021-06,101.7287,101.5528,96.99371,98.31271,7.385013,121.559,96.57307,95.01171,125.3267
2021-07,102.2176,101.5303,97.1002,98.37234,6.478621,122.0833,96.50336,94.91782,125.7292
2021-08,102.6014,101.3316,97.19348,98.42458,6.264045,122.593,96.43357,94.82384,126.133
2021-09,102.7578,101.1916,97.28416,98.47536,,,,,
2021-10,103.0063,101.2305,97.3701,98.52349,,,,,
2021-11,103.1468,101.161,97.43715,98.56104,,,,,
2021-12,103.0966,101.2556,97.4827,98.58656,,,,,
2022-01,103.2594,101.4235,97.51241,98.60319,,,,,
