country,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN
1986-08,,100.6291,100.5234,3.633513,51.42944,99.4325,99.25411,51.10791
1986-09,,100.7286,100.6062,3.55373,51.62347,99.18996,98.98808,51.25008
1986-10,,100.9077,100.7552,3.594892,51.85805,99.00874,98.78928,51.39157
1986-11,,101.1721,100.9752,3.781613,52.1363,98.92966,98.70253,51.53231
1986-12,,101.5211,101.2656,4.127759,52.45818,98.97266,98.74969,51.6722
1987-01,,101.9256,101.6023,4.578969,52.80884,99.11799,98.90912,51.81114
1987-02,,102.3316,101.94,5.039927,53.16028,99.3263,99.13763,51.94905
1987-03,,102.6917,102.2397,5.430569,53.4878,99.55966,99.39361,52.08582
1987-04,,102.9621,102.4647,5.708461,53.76815,99.79816,99.65523,52.22132
1987-05,,103.1191,102.5954,5.865115,53.98848,100.0342,99.91413,52.35547
1987-06,,103.161,102.6302,5.906214,54.14728,100.2663,100.1688,52.48813
1987-07,,103.092,102.5728,5.810503,54.2462,100.4935,100.418,52.6192
1987-08,,102.9216,102.431,5.561438,54.28965,100.715,100.6609,52.74856
1987-09,,102.68,102.2299,5.171445,54.29314,100.9307,100.8975,52.87609
1987-10,,102.4183,102.0123,4.677008,54.28345,101.142,101.1293,53.00169
1987-11,,102.1854,101.8184,4.123666,54.28623,101.3489,101.3563,53.12524
1987-12,,102.0014,101.6653,3.534535,54.31233,101.5472,101.5738,53.24664
1988-01,,101.8471,101.5369,2.921209,54.3515,101.7266,101.7706,53.36579
1988-02,,101.709,101.422,2.325666,54.39661,101.8734,101.9316,53.48259
1988-03,,101.5834,101.3175,1.790725,54.44562,101.9746,102.0426,53.59695
1988-04,,101.4657,101.2195,1.353643,54.49598,102.0253,102.0983,53.70879
1988-05,,101.3663,101.1368,1.046286,54.55336,102.0267,102.0999,53.81804
1988-06,,101.2896,101.073,0.873126,54.62005,101.9883,102.0577,53.92463
1988-07,,101.2124,101.0088,0.8062759,54.68357,101.9335,101.9975,54.02851
1988-08,,101.138,100.9469,0.8399178,54.74564,101.8894,101.9492,54.12964
1988-09,,101.0613,100.8831,0.9400297,54.80352,101.8782,101.9369,54.22797
1988-10,,100.9786,100.8142,1.053059,54.85509,101.9082,101.9699,54.32348
1988-11,,100.8848,100.7362,1.126225,54.89762,101.9777,102.0461,54.41613
1988-12,,100.7598,100.6321,1.118912,54.92004,102.0768,102.1548,54.50592
1989-01,,100.5746,100.4781,1.0212,54.90654,102.1862,102.2748,54.59285
1989-02,,100.3158,100.2627,0.8326802,54.84956,102.2846,102.3828,54.6769
1989-03,,100.0009,100.0007,0.5748149,54.75858,102.3555,102.4605,54.75809
1989-04,,99.67,99.72533,0.2926931,54.65548,102.3948,102.5035,54.83645
1989-05,,99.37069,99.47628,0.0239728,54.56644,102.4045,102.5143,54.912
1989-06,,99.14034,99.28461,-0.1975963,54.51213,102.3892,102.4975,54.98481
1989-07,,98.99037,99.15981,-0.3374264,54.49906,102.3542,102.459,55.05491
1989-08,,98.9044,99.08828,-0.4149738,54.51846,102.3056,102.4057,55.12238
1989-09,,98.85857,99.05013,-0.4491438,54.55737,102.2528,102.3479,55.1873
1989-10,,98.82401,99.02138,-0.4649914,54.60002,102.2114,102.3024,55.24975
1989-11,,98.78054,98.98521,-0.4777217,54.63536,102.1942,102.2835,55.30984
1989-12,,98.70656,98.92365,-0.4889234,54.65152,102.202,102.2921,55.36767
1990-01,,98.59429,98.83024,-0.4776498,54.64428,102.2129,102.3041,55.42337
1990-02,,98.46574,98.72326,-0.4077973,54.62589,102.1957,102.2852,55.47705
1990-03,,98.30984,98.59354,-0.3072514,54.59033,102.1231,102.2055,55.52886
1990-04,,98.11589,98.43215,-0.2263331,54.53178,101.9877,102.057,55.57895
1990-05,,97.88894,98.2433,-0.2076205,54.45314,101.7918,101.8421,55.62748
1990-06,,97.62204,98.02122,-0.2961481,54.35069,101.5413,101.5674,55.67461
1990-07,,97.32744,97.77608,-0.4911999,54.23136,101.2453,101.2427,55.72052
1990-08,,97.03499,97.53272,-0.7456312,54.11195,100.9121,100.8772,55.76541
1990-09,,96.79187,97.33042,-0.9867725,54.01901,100.5496,100.4795,55.80945
1990-10,,96.63852,97.20282,-1.144045,53.97537,100.1679,100.0608,55.85285
1990-11,,96.59491,97.16653,-1.176635,53.9925,99.78066,99.63603,55.8958
1990-12,,96.6753,97.23343,-1.048096,54.07872,99.40758,99.22678,55.93851
1991-01,,96.87553,97.40004,-0.7543814,54.23205,99.07748,98.86469,55.98116
1991-02,,97.18638,97.6587,-0.3262523,54.44767,98.8191,98.58126,56.02397
1991-03,,97.58341,97.98907,0.2232367,54.7122,98.64904,98.39471,56.06711
1991-04,,98.02349,98.35526,0.8618117,55.00174,98.55464,98.29117,56.11077
1991-05,,98.45146,98.71138,1.528678,55.28556,98.51142,98.24376,56.15514
1991-06,,98.8148,99.01372,2.177722,55.53429,98.49468,98.2254,56.20038
1991-07,,99.07446,99.22978,2.756174,55.72607,98.48739,98.21739,56.24665
1991-08,,99.21059,99.34306,3.211453,55.84974,98.479,98.2082,56.29412
1991-09,,99.23222,99.36105,3.501225,55.91034,98.46361,98.19131,56.34293
1991-10,,99.17361,99.31229,3.616162,55.9272,98.4379,98.16312,56.39323
1991-11,,99.08695,99.24018,3.58805,55.92978,98.40074,98.12234,56.44515
1991-12,,99.02608,99.18953,3.457639,55.94857,98.35313,98.07012,56.49882
1992-01,,99.02695,99.19025,3.267483,56.00407,98.29901,98.01076,56.55437
1992-02,,99.10153,99.25231,3.040733,56.10328,98.24403,97.95045,56.61191
1992-03,,99.22195,99.35252,2.775291,56.23062,98.19476,97.89639,56.67155
1992-04,,99.3618,99.46888,2.490053,56.37132,98.15758,97.85561,56.73339
1992-05,,99.48724,99.57326,2.208019,56.50628,98.13821,97.83436,56.79751
1992-06,,99.5657,99.63854,1.949687,56.61704,98.13989,97.83621,56.864
1992-07,,99.5856,99.65511,1.742342,56.69701,98.16024,97.85853,56.93294
1992-08,,99.55383,99.62867,1.612013,56.75004,98.19504,97.8967,57.00438
1992-09,,99.49138,99.57671,1.569881,56.78807,98.24044,97.9465,57.07838
1992-10,,99.43218,99.52744,1.615031,56.83044,98.29388,98.00513,57.15498
1992-11,,99.3946,99.49617,1.712793,56.88774,98.35464,98.07177,57.23424
1992-12,,99.38896,99.49149,1.818406,56.96594,98.42348,98.14729,57.31617
1993-01,,99.40902,99.50817,1.888237,57.06156,98.50159,98.23296,57.40079
1993-02,,99.44136,99.53508,1.895973,57.16698,98.59009,98.33005,57.48813
1993-03,,99.4739,99.56216,1.857789,57.27527,98.68861,98.43813,57.57819
1993-04,,99.50463,99.58773,1.79873,57.38528,98.79283,98.55244,57.67097
1993-05,,99.55412,99.62891,1.774346,57.50889,98.89674,98.66643,57.76646
1993-06,,99.63857,99.69918,1.834206,57.65551,98.99433,98.77348,57.86465
1993-07,,99.77093,99.80932,2.003175,57.83275,99.08086,98.86839,57.96553
1993-08,,99.96085,99.96736,2.284225,58.04634,99.15537,98.95013,58.06907
1993-09,,100.1936,100.161,2.641035,58.28786,99.22373,99.02512,58.17524
1993-10,,100.4521,100.3761,3.021396,58.54752,99.30212,99.1111,58.28401
1993-11,,100.7238,100.6022,3.393101,58.818,99.40967,99.22907,58.39535
1993-12,,101.0039,100.8353,3.740202,59.09658,99.56004,99.39403,58.50921
1994-01,,101.2786,101.0639,4.054536,59.37514,99.75061,99.60307,58.62556
1994-02,,101.5276,101.2711,4.329012,59.64174,99.97075,99.84454,58.74434
1994-03,,101.736,101.4445,4.560718,59.88743,100.2068,100.1035,58.8655
1994-04,,101.8903,101.5728,4.737742,60.10405,100.445,100.3647,58.98899
1994-05,,101.9939,101.6591,4.841959,60.29345,100.6722,100.6139,59.11477
1994-06,,102.0433,101.7002,4.852551,60.45328,100.8774,100.8391,59.24278
1994-07,,102.0422,101.6993,4.759864,60.58551,101.0529,101.0316,59.37298
1994-08,,101.9766,101.6447,4.539777,60.68151,101.1933,101.1856,59.50532
1994-09,,101.8304,101.523,4.192181,60.73139,101.2965,101.2989,59.63977
1994-10,,101.6048,101.3353,3.737186,60.73555,101.367,101.3761,59.77629
1994-11,,101.2991,101.0809,3.188123,60.69319,101.4091,101.4224,59.91486
1994-12,,100.9217,100.7669,2.559207,60.60899,101.4235,101.4381,60.05545
1995-01,,100.4834,100.4022,1.876067,60.48906,101.4042,101.417,60.19805
1995-02,,99.99506,99.99583,1.170201,60.33967,101.3431,101.3499,60.34265
1995-03,,99.49972,99.58364,0.4995982,60.18663,101.2355,101.2319,60.48925
1995-04,,99.04316,99.20374,-0.07721917,60.05764,101.0895,101.0717,60.63784
1995-05,,98.66132,98.88601,-0.5286779,59.97469,100.9182,100.8838,60.78845
1995-06,,98.37288,98.64599,-0.8333277,59.9495,100.7348,100.6827,60.94109
1995-07,,98.16478,98.47283,-1.008456,59.97453,100.5495,100.4794,61.09577
1995-08,,98.0078,98.34221,-1.069948,60.03225,100.3687,100.2811,61.25253
1995-09,,97.88299,98.23835,-1.021063,60.11129,100.1949,100.0904,61.41137
1995-10,,97.80283,98.17165,-0.8496861,60.21949,100.0257,99.90482,61.57234
1995-11,,97.79893,98.1684,-0.5216014,60.37661,99.85815,99.72103,61.73545
1995-12,,97.88515,98.24016,-0.02862991,60.59163,99.69277,99.53963,61.90074
1996-01,,98.05055,98.37778,0.6103189,60.85824,99.53712,99.36889,62.06823
1996-02,,98.27132,98.56149,1.362914,61.16205,99.40169,99.22032,62.23794
1996-03,,98.5314,98.7779,2.171112,61.49335,99.29497,99.10326,62.4099
1996-04,,98.8183,99.01663,2.975357,61.84457,99.21703,99.01775,62.58413
1996-05,,99.1041,99.25445,3.70768,62.19836,99.16428,98.9599,62.76063
1996-06,,99.36238,99.46936,4.317979,62.53811,99.13207,98.92458,62.93943
1996-07,,99.57795,99.64874,4.801344,62.85411,99.11514,98.90599,63.12051
1996-08,,99.76386,99.80344,5.200801,63.15441,99.11006,98.90042,63.30389
1996-09,,99.93398,99.945,5.550314,63.44765,99.11653,98.90752,63.48956
1996-10,,100.1055,100.0877,5.853935,63.7447,99.13737,98.93037,63.67751
1996-11,,100.2946,100.2451,6.093904,64.0559,99.17649,98.97329,63.86772
1996-12,,100.4863,100.4046,6.238562,64.37168,99.23559,99.03812,64.06017
1997-01,,100.6752,100.5618,6.294041,64.68868,99.30925,99.11893,64.25483
1997-02,,100.8556,100.7119,6.280145,65.00311,99.38966,99.20714,64.45168
1997-03,,101.0358,100.8618,6.223366,65.3203,99.46992,99.29518,64.65067
1997-04,,101.2279,101.0217,6.150147,65.6481,99.54668,99.37938,64.85176
1997-05,,101.4193,101.181,6.077176,65.97826,99.61877,99.45844,65.05492
1997-06,,101.5767,101.3119,5.997828,66.28904,99.68582,99.532,65.26008
1997-07,,101.6703,101.3898,5.897141,66.56071,99.74709,99.59921,65.46721
1997-08,,101.6588,101.3803,5.718186,66.7657,99.80169,99.6591,65.67624
1997-09,,101.5625,101.3001,5.46745,66.91662,99.84917,99.71117,65.88712
1997-10,,101.4083,101.1718,5.154906,67.03068,99.8902,99.7562,66.09978
1997-11,,101.2266,101.0206,4.795313,67.12759,99.92338,99.79258,66.31419
1997-12,,101.0363,100.8622,4.424298,67.21967,99.9421,99.81313,66.53024
1998-01,,100.8328,100.6929,4.04256,67.30376,99.93204,99.80209,66.74789
1998-02,,100.6072,100.5052,3.646858,67.37369,99.87917,99.74409,66.96708
1998-03,,100.323,100.2687,3.191118,67.40475,99.77982,99.6351,67.18772
1998-04,,99.94897,99.95747,2.631083,67.37535,99.6533,99.49632,67.40975
1998-05,,99.49562,99.58024,1.991115,67.29197,99.5287,99.35965,67.63309
1998-06,,99.01691,99.1819,1.360005,67.19057,99.43349,99.25522,67.85767
1998-07,98.41298,98.60223,98.83683,0.857935,67.13176,99.38225,99.199,68.08341
1998-08,98.6266,98.32186,98.60354,0.5963839,67.16388,99.38167,99.19836,68.31022
1998-09,98.84085,98.20194,98.50375,0.5813729,67.30566,99.43242,99.25403,68.53801
1998-10,99.05565,98.24614,98.54053,0.7905718,67.5606,99.5271,99.35789,68.76667
1998-11,99.26826,98.41948,98.68477,1.159029,67.90561,99.65434,99.49747,68.99611
1998-12,99.47082,98.68196,98.90318,1.627658,68.31378,99.79955,99.65675,69.22621
1999-01,99.64997,98.98331,99.15395,2.149881,68.75071,99.94323,99.81436,69.45686
1999-02,99.79665,99.26823,99.39102,2.678066,69.17799,100.0681,99.95139,69.68795
1999-03,99.93922,99.50895,99.59133,3.221229,69.57601,100.1664,100.0592,69.91935
1999-04,100.1181,99.69015,99.7421,3.796975,69.93358,100.2478,100.1485,70.15095
1999-05,100.3646,99.81791,99.84842,4.402439,70.25446,100.3296,100.2382,70.38261
1999-06,100.6431,99.90869,99.92395,4.999488,70.54976,100.4267,100.3447,70.61423
1999-07,100.908,99.98321,99.98596,5.514581,70.83379,100.5429,100.4721,70.84569
1999-08,101.1287,100.0716,100.0595,5.901729,71.12771,100.6758,100.618,71.07685
1999-09,101.3275,100.1863,100.1549,6.143266,71.44042,100.8217,100.778,71.3076
1999-10,101.5414,100.3351,100.2788,6.241693,71.77753,100.9778,100.9492,71.53782
1999-11,101.8051,100.5171,100.4302,6.23349,72.1385,101.1415,101.1288,71.76739
1999-12,102.119,100.7087,100.5896,6.13733,72.50642,101.3088,101.3123,71.99619
2000-01,102.4885,100.8795,100.7318,5.976151,72.85935,101.4716,101.4909,72.22412
2000-02,102.9142,101.0223,100.8506,5.802028,73.19172,101.6203,101.654,72.45109
2000-03,103.3245,101.1273,100.938,5.634506,73.49628,101.7457,101.7916,72.67697
2000-04,103.6062,101.1814,100.983,5.47575,73.76297,101.8429,101.8982,72.90171
2000-05,103.6479,101.1913,100.9912,5.326225,73.99637,101.9078,101.9694,73.12521
2000-06,103.5139,101.155,100.961,5.166292,74.19456,101.9357,102.0,73.3474
2000-07,103.2508,101.0529,100.876,4.953872,74.34281,101.9226,101.9856,73.56822
2000-08,102.8696,100.8604,100.7159,4.632202,74.42249,101.8653,101.9228,73.78764
2000-09,102.4577,100.5655,100.4705,4.176491,74.42412,101.7651,101.8129,74.00559
2000-10,102.1043,100.1865,100.1551,3.598546,74.36047,101.6343,101.6693,74.22208
2000-11,101.8583,99.76489,99.8043,2.943741,74.26207,101.4872,101.508,74.43708
2000-12,101.6261,99.35487,99.46311,2.292979,74.16898,101.3345,101.3405,74.65057
2001-01,101.2664,98.99209,99.16124,1.71381,74.10802,101.1776,101.1684,74.86258
2001-02,100.6706,98.70274,98.92047,1.239851,74.09919,101.0129,100.9877,75.07309
2001-03,99.97058,98.50153,98.75304,0.8949659,74.15405,100.8358,100.7935,75.28213
2001-04,99.34633,98.37388,98.64683,0.676757,74.26216,100.6456,100.5848,75.48972
2001-05,98.93726,98.2914,98.57819,0.548912,74.40254,100.4456,100.3654,75.69588
2001-06,98.67794,98.23488,98.53116,0.4937638,74.56091,100.2447,100.1451,75.90065
2001-07,98.49486,98.21912,98.51806,0.5460356,74.74875,100.0595,99.94188,76.10406
2001-08,98.35347,98.27093,98.56116,0.7582109,74.98676,99.90936,99.77721,76.30615
2001-09,98.22894,98.40969,98.67663,1.163792,75.29026,99.81114,99.66947,76.50696
2001-10,98.12625,98.66438,98.88855,1.777198,75.68201,99.77097,99.62541,76.70651
2001-11,98.0834,99.05463,99.21329,2.579714,76.17782,99.78764,99.64368,76.90485
2001-12,98.15279,99.52577,99.60532,3.461534,76.73637,99.85161,99.71385,77.10201
2002-01,98.44402,100.0113,100.0093,4.316241,77.30671,99.94016,99.81099,77.298
2002-02,99.05463,100.4354,100.3622,5.035183,77.83022,100.0281,99.90749,77.49285
2002-03,99.77869,100.7311,100.6083,5.529698,78.25454,100.0971,99.98312,77.6866
2002-04,100.3456,100.86,100.7155,5.772584,78.54901,100.1445,100.0351,77.87927
2002-05,100.5449,100.8256,100.6869,5.796725,78.71545,100.1753,100.0689,78.07089
2002-06,100.5091,100.6493,100.5403,5.644735,78.76968,100.1953,100.0909,78.26148
2002-07,100.3926,100.3707,100.3084,5.342152,78.74194,100.2055,100.102,78.45109
2002-08,100.2862,100.0581,100.0482,4.932356,78.68538,100.2035,100.0998,78.63973
2002-09,100.2125,99.75114,99.79285,4.437494,78.63126,100.1859,100.0805,78.82744
2002-10,100.1716,99.46486,99.55463,3.844242,78.59141,100.1513,100.0426,79.01424
2002-11,100.1541,99.21745,99.34876,3.153916,78.58041,100.0982,99.9844,79.20019
2002-12,100.1213,99.00716,99.17379,2.424886,78.59714,100.0236,99.90255,79.3853
2003-01,100.0227,98.82088,99.01878,1.713536,78.63139,99.92352,99.79274,79.56961
2003-02,99.82888,98.64989,98.8765,1.087209,78.6764,99.79507,99.65184,79.75316
2003-03,99.63,98.53481,98.78074,0.6520042,78.76476,99.64064,99.48244,79.93597
2003-04,99.55673,98.51485,98.76413,0.4827637,78.92822,99.47385,99.29948,80.11809
2003-05,99.70616,98.59541,98.83116,0.5795665,79.17166,99.31246,99.12245,80.29954
2003-06,99.9421,98.76895,98.97557,0.9139498,79.48959,99.17239,98.9688,80.48034
2003-07,100.0793,99.03135,99.19391,1.444298,79.8792,99.06139,98.84704,80.66053
2003-08,99.98096,99.34602,99.45575,2.06651,80.31142,98.98272,98.76074,80.8401
2003-09,99.75554,99.69074,99.7426,2.718077,80.76852,98.93669,98.71025,81.01908
2003-10,99.55137,100.0308,100.0255,3.347742,81.22244,98.92001,98.69195,81.19746
2003-11,99.47903,100.3457,100.2876,3.914654,81.65656,98.92958,98.70245,81.37522
2003-12,99.51221,100.6134,100.5103,4.396407,82.05258,98.96436,98.74061,81.55236
2004-01,99.62059,100.8227,100.6845,4.794291,82.4012,99.02528,98.80743,81.72885
2004-02,99.79746,100.9563,100.7957,5.098782,82.68793,99.11417,98.90493,81.90466
2004-03,100.0119,101.0121,100.8421,5.263361,82.91044,99.23092,99.033,82.07973
2004-04,100.2443,100.9893,100.8231,5.244676,83.06774,99.36861,99.18404,82.25404
2004-05,100.4841,100.8968,100.7462,5.046107,83.16675,99.51681,99.3466,82.42752
2004-06,100.7096,100.768,100.639,4.71117,83.23448,99.66345,99.50746,82.60011
2004-07,100.8913,100.623,100.5183,4.266726,83.28743,99.79597,99.65282,82.77176
2004-08,101.0081,100.4744,100.3947,3.765876,83.33585,99.9027,99.76991,82.94238
2004-09,101.1094,100.3427,100.2851,3.253972,83.39671,99.97541,99.84966,83.11192
2004-10,101.258,100.2408,100.2003,2.780438,83.48078,100.0136,99.8916,83.28029
2004-11,101.4898,100.1757,100.1461,2.372729,83.59405,100.0218,99.90057,83.44743
2004-12,101.7259,100.1423,100.1184,2.047082,83.73227,100.0089,99.88639,83.61325
2005-01,101.8441,100.1144,100.0951,1.786767,83.87352,99.99013,99.86581,83.77769
2005-02,101.746,100.0644,100.0535,1.580375,83.99471,99.98264,99.85759,83.94069
2005-03,101.5422,99.99056,99.99208,1.427772,84.09421,100.0014,99.87814,84.10214
2005-04,101.3776,99.90722,99.92273,1.343564,84.18382,100.0545,99.93645,84.26199
2005-05,101.3616,99.83905,99.866,1.343715,84.28427,100.1454,100.0362,84.42014
2005-06,101.4603,99.79585,99.83006,1.404921,84.40386,100.272,100.1751,84.57652
2005-07,101.6339,99.77831,99.81546,1.507754,84.54321,100.4239,100.3416,84.73105
2005-08,101.8589,99.7886,99.82403,1.641961,84.70419,100.5872,100.5208,84.88364
2005-09,102.0757,99.83556,99.86311,1.795845,84.89439,100.7482,100.6974,85.03421
2005-10,102.207,99.91212,99.92681,1.949009,85.10783,100.896,100.8595,85.18269
2005-11,102.1829,100.0223,100.0185,2.098214,85.34803,101.0209,100.9965,85.32899
2005-12,102.0525,100.1575,100.131,2.239808,85.60771,101.1142,101.0988,85.47307
2006-01,101.8564,100.2855,100.2375,2.367525,85.85925,101.1691,101.1591,85.61485
2006-02,101.6055,100.3698,100.3077,2.472448,86.07144,101.1812,101.1723,85.75429
2006-03,101.3252,100.4057,100.3376,2.551442,86.23982,101.151,101.1392,85.89132
2006-04,101.0335,100.3944,100.3281,2.591236,86.36521,101.0905,101.0729,86.02592
2006-05,100.7484,100.3343,100.2781,2.564907,86.44608,101.0154,100.9905,86.15807
2006-06,100.5066,100.2489,100.2071,2.486469,86.50253,100.9406,100.9084,86.28773
2006-07,100.3755,100.1661,100.1381,2.38364,86.55841,100.8762,100.8378,86.41489
2006-08,100.4222,100.1093,100.0909,2.278429,86.63412,100.8294,100.7864,86.53954
2006-09,100.5718,100.0932,100.0775,2.17693,86.74248,100.8055,100.7602,86.66167
2006-10,100.7424,100.1349,100.1122,2.103821,86.89835,100.8078,100.7627,86.78128
2006-11,100.8775,100.2314,100.1925,2.052126,87.09948,100.8387,100.7966,86.89838
2006-12,100.9574,100.3579,100.2978,2.005347,87.32444,100.8995,100.8634,87.01298
2007-01,100.9552,100.4703,100.3912,1.951515,87.53481,100.9879,100.9603,87.12509
2007-02,100.8475,100.5633,100.4687,1.922471,87.72614,101.0986,101.0817,87.23473
2007-03,100.7083,100.6375,100.5304,1.923586,87.89872,101.2231,101.2183,87.34194
2007-04,100.6339,100.6909,100.5748,1.951805,88.0509,101.3469,101.3541,87.44675
2007-05,100.701,100.7143,100.5943,1.999436,88.17451,101.4539,101.4715,87.54919
2007-06,100.8583,100.7063,100.5877,2.041415,88.26841,101.5312,101.5562,87.64932
2007-07,101.0418,100.6688,100.5564,2.051363,88.33404,101.5743,101.6035,87.74721
2007-08,101.1996,100.6041,100.5026,2.007858,88.3736,101.5839,101.6141,87.84292
2007-09,101.29,100.5186,100.4315,1.902361,88.39263,101.5646,101.5929,87.93655
2007-10,101.2451,100.4123,100.343,1.717833,88.39112,101.5257,101.5502,88.02818
2007-11,101.002,100.2949,100.2453,1.467674,88.37782,101.4788,101.4988,88.11794
2007-12,100.6688,100.1837,100.1528,1.194946,88.36792,101.4354,101.4512,88.20592
2008-01,100.3734,100.1057,100.0879,0.9719303,88.38558,101.4067,101.4197,88.29228
2008-02,100.2026,100.0538,100.0447,0.796266,88.42467,101.4012,101.4136,88.37715
2008-03,100.1031,99.99842,99.99862,0.6377341,88.45928,101.4221,101.4366,88.46067
2008-04,99.99165,99.91273,99.92731,0.4711399,88.46574,101.4636,101.4822,88.54301
2008-05,99.79395,99.75256,99.79404,0.2614384,88.40504,101.5104,101.5334,88.62432
2008-06,99.49534,99.47131,99.56001,-0.0369087,88.23583,101.5365,101.5621,88.7048
2008-07,99.06561,99.04203,99.2028,-0.4527633,87.93409,101.5045,101.527,88.78461
2008-08,98.48463,98.45274,98.71244,-1.000965,87.48902,101.3751,101.385,88.86398
2008-09,97.89917,97.73151,98.11231,-1.659863,86.92543,101.1223,101.1077,88.94309
2008-10,97.50624,96.96043,97.47068,-2.34734,86.31628,100.7409,100.6894,89.02218
2008-11,97.44106,96.25564,96.88422,-2.956203,85.76518,100.2469,100.1475,89.10146
2008-12,97.47241,95.71937,96.43799,-3.399699,85.36368,99.67252,99.51741,89.1812
2009-01,97.28011,95.43763,96.20354,-3.616446,85.18916,99.0695,98.85593,89.26161
2009-02,96.63596,95.432,96.19887,-3.576948,85.26177,98.4944,98.22508,89.34296
2009-03,95.80835,95.69592,96.41848,-3.258855,85.57652,97.9966,97.67902,89.42546
2009-04,95.17527,96.19789,96.83617,-2.667289,86.1061,97.60483,97.24928,89.50934
2009-05,95.02071,96.86175,97.38857,-1.834666,86.7831,97.33436,96.95259,89.59481
2009-06,95.1366,97.62539,98.024,-0.7745031,87.55244,97.18637,96.79026,89.68204
2009-07,95.25028,98.42184,98.68674,0.4780706,88.35448,97.15518,96.75604,89.77121
2009-08,95.18162,99.1761,99.31436,1.866586,89.12208,97.2252,96.83286,89.86245
2009-09,95.00224,99.83411,99.8619,3.314601,89.80666,97.37625,96.99854,89.95589
2009-10,94.86164,100.3743,100.3114,4.717954,90.38864,97.58127,97.22343,90.05161
2009-11,94.92381,100.808,100.6723,5.961523,90.8781,97.81331,97.47797,90.1497
2009-12,95.26533,101.1616,100.9665,6.952514,91.2986,98.04852,97.73598,90.25021
2010-01,96.05575,101.4372,101.1958,7.586176,91.65176,98.26707,97.97571,90.3532
2010-02,97.45874,101.6248,101.352,7.819104,91.92847,98.45485,98.18169,90.45867
2010-03,99.08428,101.7228,101.4335,7.654505,92.12698,98.60623,98.34776,90.56667
2010-04,100.4357,101.7172,101.4289,7.117054,92.23431,98.72874,98.48213,90.67717
2010-05,101.1342,101.6201,101.348,6.312227,92.26105,98.83579,98.59957,90.79018
2010-06,101.4175,101.4598,101.2147,5.34571,92.23274,98.94127,98.71527,90.90569
2010-07,101.5626,101.2968,101.079,4.35692,92.20401,99.05495,98.83997,91.02366
2010-08,101.7235,101.1859,100.9867,3.481565,92.22492,99.18192,98.97926,91.14406
2010-09,101.9083,101.1531,100.9595,2.797802,92.31927,99.32128,99.13213,91.26685
2010-10,102.0599,101.1923,100.992,2.315531,92.48161,99.46356,99.2882,91.39197
2010-11,102.1144,101.2736,101.0597,1.988234,92.68497,99.59607,99.43355,91.51936
2010-12,102.0919,101.3608,101.1323,1.749782,92.89613,99.70782,99.55614,91.64896
2011-01,102.0118,101.4026,101.1671,1.545301,93.06806,99.79504,99.65181,91.7807
2011-02,101.885,101.3451,101.1192,1.329747,93.15089,99.86031,99.7234,91.91451
2011-03,101.7639,101.1734,100.9764,1.08925,93.13047,99.91337,99.7816,92.05032
2011-04,101.7168,100.9132,100.7598,0.8625602,93.02989,99.97321,99.84724,92.18806
2011-05,101.7982,100.6,100.4992,0.672584,92.88158,100.0589,99.94126,92.32765
2011-06,101.9439,100.2916,100.2426,0.548569,92.7387,100.1798,100.0739,92.46902
2011-07,102.0713,100.02,100.0166,0.4626871,92.63063,100.3237,100.2317,92.61207
2011-08,102.1162,99.79955,99.83313,0.3750371,92.57079,100.4679,100.3899,92.75673
2011-09,102.0869,99.64553,99.70497,0.2754923,92.57361,100.5888,100.5225,92.90292
2011-10,101.9893,99.55196,99.62711,0.1644102,92.63367,100.671,100.6127,93.05057
2011-11,101.8255,99.51315,99.59482,0.06568291,92.74584,100.7059,100.6509,93.19959
2011-12,101.6615,99.50889,99.59128,-0.005014647,92.89147,100.6923,100.636,93.34991
2012-01,101.5786,99.52013,99.60063,-0.0163875,93.05281,100.6408,100.5795,93.50149
2012-02,101.625,99.522,99.60219,0.05978877,93.20658,100.5653,100.4968,93.65425
2012-03,101.6864,99.50143,99.58508,0.2254572,93.34044,100.4777,100.4006,93.80814
2012-04,101.5916,99.44827,99.54084,0.4458598,93.44468,100.3835,100.2973,93.9631
2012-05,101.2019,99.3682,99.47421,0.6921271,93.52444,100.285,100.1892,94.11908
2012-06,100.6586,99.27495,99.39661,0.9206392,93.59249,100.1839,100.0783,94.27604
2012-07,100.1349,99.19331,99.32867,1.124365,93.67213,100.0848,99.96971,94.43393
2012-08,99.7427,99.14001,99.28433,1.305388,93.77921,99.99474,99.87086,94.59269
2012-09,99.41958,99.11821,99.26619,1.450908,93.91676,99.92168,99.79073,94.75228
2012-10,99.07799,99.12012,99.26778,1.558685,94.07753,99.87361,99.73799,94.91265
2012-11,98.68594,99.15312,99.29523,1.641854,94.26859,99.85696,99.71973,95.07375
2012-12,98.36594,99.21328,99.3453,1.716869,94.48629,99.87361,99.73799,95.23553
2013-01,98.33208,99.2907,99.40971,1.793018,94.72126,99.91551,99.78396,95.39792
2013-02,98.7551,99.36092,99.46815,1.870659,94.95016,99.97187,99.84578,95.56087
2013-03,99.34142,99.4063,99.50591,1.945094,95.156,100.0344,99.91439,95.72431
2013-04,99.69852,99.44504,99.53815,2.045451,95.35604,100.1016,99.9881,95.88818
2013-05,99.53727,99.51411,99.59563,2.204005,95.58572,100.1756,100.0693,96.05242
