country,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF
1973-06,,,,,,,99.1312,98.87103,36.72541
1973-07,,,,,,,99.40178,99.1926,36.83071
1973-08,,,,,,,99.73518,99.58882,36.93562
1973-09,,,,,,,100.0941,100.0154,37.04008
1973-10,,,,,,,100.4549,100.4442,37.14404
1973-11,,,,,,,100.8036,100.8586,37.24744
1973-12,,,,,,,101.1317,101.2484,37.35025
1974-01,,,,,,,101.4325,101.6059,37.4524
1974-02,,,,,,,101.6992,101.9229,37.55386
1974-03,,,,,,,101.9239,102.19,37.65459
1974-04,,,,,,,102.0998,102.399,37.75454
1974-05,,,,,,,102.2168,102.538,37.8537
1974-06,102.2191,,,,,,102.2602,102.5896,37.95203
1974-07,102.0939,,,,,,102.215,102.5358,38.04953
1974-08,101.9814,,,,,,102.0693,102.3627,38.14617
1974-09,101.9019,,,,,,101.8256,102.0732,38.24196
1974-10,101.8646,,,,,,101.5184,101.708,38.33691
1974-11,101.8165,,,,,,101.1956,101.3244,38.43103
1974-12,101.68,,,,,,100.9062,100.9805,38.52435
1975-01,101.4008,,101.193,100.8294,,39.07756,100.6889,100.7223,38.61687
1975-02,101.0842,,101.3171,100.9156,,39.21847,100.5701,100.5811,38.70863
1975-03,100.8823,,101.5144,101.0525,,39.38723,100.5573,100.5659,38.79966
1975-04,100.919,,101.7646,101.2262,,39.57624,100.6253,100.6467,38.88999
1975-05,101.0987,,102.0201,101.4035,,39.76705,100.7374,100.7798,38.97963
1975-06,101.2994,,102.2446,101.5594,,39.94556,100.8607,100.9265,39.06863
1975-07,101.421,,102.4054,101.671,,40.09888,100.979,101.067,39.15702
1975-08,101.4139,,102.4631,101.7111,,40.21148,101.0854,101.1935,39.24483
1975-09,101.1897,,102.3912,101.6612,,40.27261,101.1773,101.3027,39.33212
1975-10,100.661,,102.1783,101.5134,,40.27758,101.2506,101.3898,39.41891
1975-11,99.99844,,101.8749,101.3028,,40.24597,101.2966,101.4444,39.50528
1975-12,99.4078,,101.5669,101.089,,40.21161,101.2997,101.4482,39.59126
1976-01,99.04086,,101.278,100.8884,2.831413,40.18401,101.2381,101.3749,39.67692
1976-02,98.83449,,100.9646,100.6708,2.364696,40.14586,101.0963,101.2065,39.76232
1976-03,98.71423,,100.5815,100.4049,1.756925,40.07924,100.8839,100.9539,39.84754
1976-04,98.63725,,100.1203,100.0847,1.02195,39.98069,100.6577,100.6851,39.93264
1976-05,98.54924,,99.58649,99.71416,0.2142143,39.85223,100.4836,100.4782,40.01772
1976-06,98.39599,,99.04028,99.33499,-0.5697519,39.71796,100.3985,100.3771,40.10284
1976-07,98.14606,,98.52977,98.9806,-1.251029,39.59723,100.3697,100.3429,40.18809
1976-08,97.87871,,98.08686,98.67313,-1.761714,39.50307,100.3361,100.3029,40.27356
1976-09,97.70702,,97.72307,98.42059,-2.066528,39.44036,100.2448,100.1944,40.35932
1976-10,97.71848,,97.42517,98.21379,-2.168732,39.40406,100.0878,100.0079,40.44547
1976-11,97.8199,,97.17116,98.03745,-2.138042,39.38549,99.88095,99.76205,40.53208
1976-12,97.88931,,96.94578,97.881,-2.071432,39.37865,99.64702,99.48405,40.61926
1977-01,97.83794,,96.74138,97.73911,-1.999333,39.3806,99.40303,99.19408,40.70708
1977-02,97.70427,,96.57428,97.62311,-1.862589,39.39811,99.15968,98.90488,40.79566
1977-03,97.54187,,96.46794,97.54929,-1.592514,39.44097,98.92159,98.62193,40.88506
1977-04,97.38981,,96.4283,97.52177,-1.172667,39.51185,98.68751,98.34374,40.97536
1977-05,97.27159,,96.45713,97.54178,-0.6034921,39.61173,98.45631,98.06898,41.06667
1977-06,97.21655,,96.54256,97.60108,0.04538206,39.73599,98.23253,97.80303,41.15904
1977-07,97.24731,,96.66749,97.68781,0.708567,39.87781,98.03151,97.56414,41.25256
1977-08,97.30417,,96.82081,97.79425,1.340903,40.03277,97.87453,97.37759,41.34727
1977-09,97.31234,,96.99326,97.91396,1.918862,40.19717,97.78227,97.26794,41.44326
1977-10,97.22312,,97.18355,98.04605,2.452871,40.37059,97.76512,97.24756,41.54057
1977-11,97.10379,,97.39559,98.19326,2.968819,40.55478,97.82639,97.32037,41.63923
1977-12,97.06338,,97.62482,98.35239,3.477131,40.7479,97.95982,97.47894,41.73928
1978-01,97.20868,,97.85115,98.50951,3.964049,40.94166,98.14112,97.6944,41.84076
1978-02,97.5212,,97.95834,98.58392,4.287518,41.08731,98.3362,97.92624,41.94366
1978-03,98.00604,,98.04852,98.64651,4.529487,41.22744,98.50567,98.12764,42.048
1978-04,98.67339,,98.13288,98.70508,4.69448,41.36672,98.60829,98.2496,42.15379
1978-05,99.34785,,98.18412,98.74065,4.750791,41.4936,98.61236,98.25443,42.26101
1978-06,99.78532,,98.19944,98.75128,4.708028,41.60677,98.51163,98.13473,42.36966
1978-07,99.78278,,98.20795,98.75719,4.615777,41.71848,98.34757,97.93976,42.47974
1978-08,99.52516,,98.23223,98.77405,4.510134,41.8383,98.17962,97.74016,42.59121
1978-09,99.22839,,98.2565,98.7909,4.384272,41.95953,98.05994,97.59793,42.70407
1978-10,99.03752,,98.28609,98.81144,4.245204,42.08441,98.00893,97.53731,42.81828
1978-11,98.96413,,98.32438,98.83801,4.092247,42.21437,98.02633,97.55798,42.93378
1978-12,99.01176,,98.37782,98.87511,3.937105,42.35219,98.09706,97.64204,43.05055
1979-01,99.18396,,98.44436,98.9213,3.79882,42.49696,98.19169,97.7545,43.16851
1979-02,99.37133,,98.52464,98.97704,3.800767,42.64894,98.27955,97.85892,43.28759
1979-03,99.44073,,98.62769,99.04857,3.843536,42.81203,98.33987,97.9306,43.40773
1979-04,99.30936,,98.76077,99.14096,3.922665,42.9894,98.37331,97.97034,43.52882
1979-05,99.1367,,98.94458,99.26855,4.088573,43.1901,98.39401,97.99495,43.65079
1979-06,99.16187,,99.20756,99.45112,4.374031,43.42666,98.42342,98.02989,43.77354
1979-07,99.58212,,99.56026,99.69596,4.759175,43.70393,98.4849,98.10296,43.89697
1979-08,100.2337,,100.0019,100.0026,5.218901,44.0218,98.59982,98.23952,44.02094
1979-09,100.9229,,100.5187,100.3613,5.755069,44.37432,98.78113,98.455,44.14536
1979-10,101.5265,,101.0903,100.7581,6.340413,44.75274,99.0231,98.74257,44.27008
1979-11,102.0538,,101.6777,101.1658,6.92984,45.13977,99.31183,99.0857,44.39497
1979-12,102.5335,,102.2474,101.5614,7.480702,45.52043,99.63125,99.46531,44.51988
1980-01,102.9762,,102.7692,101.9236,7.962949,45.88097,99.96568,99.86275,44.64468
1980-02,103.3851,,103.2233,102.2388,8.354943,46.21224,100.3009,100.2612,44.7692
1980-03,103.7381,,103.6219,102.5156,8.659425,46.51931,100.6244,100.6455,44.8933
1980-04,104.0036,,104.002,102.7794,8.906881,46.81842,100.9245,101.0022,45.01682
1980-05,104.2122,,104.3922,103.0502,9.104215,47.12222,101.1897,101.3174,45.13961
1980-06,104.3877,,104.8151,103.3438,9.243677,47.44088,101.4078,101.5766,45.26152
1980-07,104.5342,,105.2523,103.6474,9.294576,47.76603,101.5689,101.768,45.38239
1980-08,104.6569,,105.6485,103.9224,9.201042,48.07226,101.668,101.8858,45.50209
1980-09,104.7458,,105.9253,104.1145,8.899981,48.32363,101.7119,101.938,45.62048
1980-10,104.7844,,106.0176,104.1786,8.35028,48.48972,101.7307,101.9604,45.73742
1980-11,104.7913,,105.9093,104.1035,7.582277,48.56239,101.763,101.9987,45.85279
1980-12,104.781,,105.6373,103.9146,6.672362,48.55772,101.8434,102.0942,45.96647
1981-01,104.7581,,105.2883,103.6724,5.741251,48.51511,101.9893,102.2677,46.07834
1981-02,104.7265,,104.9104,103.41,4.855996,48.45631,102.2058,102.525,46.18829
1981-03,104.6806,,104.5543,103.1628,4.052845,48.40467,102.4849,102.8567,46.29622
1981-04,104.6035,,104.212,102.9251,3.285126,48.35646,102.8007,103.232,46.40203
1981-05,104.4803,,103.8637,102.6834,2.504661,48.30247,103.1195,103.6108,46.50563
1981-06,104.2776,,103.498,102.4295,1.678662,48.23726,103.4074,103.953,46.60696
1981-07,103.9685,,103.148,102.1865,0.8587504,48.17622,103.6387,104.2278,46.70593
1981-08,103.6367,,102.8267,101.9635,0.1106672,48.12546,103.7917,104.4096,46.80251
1981-09,103.3945,,102.5162,101.7479,-0.5110918,48.07665,103.8495,104.4784,46.89666
1981-10,103.3214,,102.1652,101.5043,-0.9981156,48.00573,103.8065,104.4273,46.98836
1981-11,103.3149,,101.7354,101.2059,-1.37512,47.8946,103.6645,104.2586,47.0776
1981-12,103.2287,,101.2244,100.8512,-1.680143,47.74188,103.4368,103.9879,47.16441
1982-01,102.9445,,100.6457,100.4495,-1.981261,47.55391,103.1431,103.6389,47.2488
1982-02,102.5238,,100.0265,100.0196,-2.296749,47.34339,102.8108,103.2439,47.33083
1982-03,102.0342,,99.40263,99.58653,-2.638884,47.12732,102.4647,102.8326,47.41054
1982-04,101.5132,,98.8308,99.18957,-2.944123,46.93279,102.1211,102.4243,47.48802
1982-05,100.9996,,98.34033,98.84909,-3.164482,46.77394,101.7847,102.0245,47.56334
1982-06,100.5322,99.86516,97.94218,98.5727,-3.27744,46.65631,101.4462,101.6222,47.63658
1982-07,100.1404,99.75385,97.64339,98.36527,-3.305906,46.58356,101.0795,101.1865,47.70785
1982-08,99.7887,99.63287,97.46847,98.24385,-3.236778,46.56775,100.6567,100.684,47.77724
1982-09,99.4417,99.48317,97.43351,98.21958,-3.036227,46.61694,100.1641,100.0986,47.84487
1982-10,99.08911,99.28614,97.55958,98.3071,-2.63325,46.74162,99.62323,99.45577,47.91085
1982-11,98.76596,99.06236,97.84419,98.50467,-1.990974,46.94103,99.07335,98.80228,47.97528
1982-12,98.54568,98.84641,98.27052,98.80062,-1.119355,47.20748,98.55894,98.19095,48.0383
1983-01,98.50384,98.68858,98.78155,99.15538,-0.08408367,47.51392,98.11803,97.66696,48.09999
1983-02,98.57897,98.64868,99.31162,99.52335,1.025639,47.82896,97.78113,97.26658,48.16048
1983-03,98.71242,98.8428,99.81424,99.87227,2.128206,48.13029,97.56516,97.00991,48.21986
1983-04,98.87126,99.37209,100.2555,100.1786,3.129566,48.40158,97.47747,96.90571,48.27822
1983-05,99.01289,100.0177,100.6025,100.4195,3.961363,48.62683,97.51517,96.9505,48.33561
1983-06,99.08955,100.4888,100.8463,100.5887,4.59821,48.80167,97.67233,97.13728,48.39212
1983-07,99.07011,100.5545,100.9985,100.6944,5.040354,48.93154,97.9384,97.45348,48.4478
1983-08,99.02679,100.3503,101.0876,100.7562,5.287845,49.03018,98.30234,97.886,48.50267
1983-09,99.05659,100.0344,101.1438,100.7952,5.352629,49.11217,98.74904,98.41687,48.55679
1983-10,99.22652,99.71461,101.1767,100.8181,5.221305,49.18214,99.24856,99.01051,48.61016
1983-11,99.44582,99.48643,101.2024,100.8359,4.914433,49.24791,99.7669,99.62651,48.66282
1983-12,99.59009,99.47518,101.2211,100.8489,4.453009,49.30963,100.2733,100.2283,48.71476
1984-01,99.57612,99.7865,101.2102,100.8414,3.877352,49.3562,100.7462,100.7904,48.76601
1984-02,99.5117,100.24,101.1243,100.7817,3.212451,49.36544,101.1652,101.2883,48.81659
1984-03,99.54621,100.6131,100.9357,100.6508,2.47964,49.32375,101.5042,101.6912,48.8665
1984-04,99.77168,100.7432,100.6203,100.4318,1.689215,49.21918,101.7296,101.959,48.91577
1984-05,100.0248,100.7095,100.1781,100.1249,0.8736271,49.05165,101.8119,102.0569,48.96444
1984-06,100.0538,100.5924,99.62818,99.74311,0.05864949,48.83029,101.7465,101.9791,49.01252
1984-07,99.65704,100.3952,99.0198,99.32077,-0.7200563,48.5792,101.5717,101.7714,49.06009
1984-08,99.04657,100.0512,98.42491,98.90781,-1.420508,48.3337,101.3445,101.5014,49.10719
1984-09,98.49309,99.39792,97.90594,98.54754,-2.010928,48.12456,101.1123,101.2254,49.15387
1984-10,98.18489,98.29944,97.50188,98.26704,-2.462284,47.97114,100.8891,100.9602,49.20022
1984-11,98.02974,97.07738,97.19101,98.05123,-2.812194,47.86296,100.6698,100.6995,49.24629
1984-12,97.89772,96.1656,96.93485,97.87341,-3.099482,47.78129,100.4437,100.4308,49.29216
1985-01,97.71105,95.8884,96.70856,97.71632,-3.327271,47.71399,100.2079,100.1506,49.33792
1985-02,97.5107,95.92846,96.52592,97.58953,-3.438524,47.668,99.96551,99.86255,49.38363
1985-03,97.38168,95.88169,96.41062,97.50949,-3.38293,47.65516,99.72479,99.57648,49.42937
1985-04,97.39191,95.49487,96.38047,97.48856,-3.118149,47.68446,99.49897,99.3081,49.47523
1985-05,97.45993,94.99004,96.45309,97.53898,-2.623438,47.76481,99.30318,99.07542,49.52128
1985-06,97.47524,94.72942,96.61784,97.65334,-1.923272,47.89115,99.15057,98.89405,49.56761
1985-07,97.36111,94.99829,96.86229,97.82304,-1.073876,48.05752,99.04628,98.77011,49.61427
1985-08,97.1899,95.54375,97.17193,98.03799,-0.1589119,48.25689,98.98762,98.7004,49.66135
1985-09,97.06847,96.02775,97.52525,98.28326,0.7359496,48.47873,98.96074,98.66846,49.70891
1985-10,97.08069,96.2035,97.87321,98.52481,1.516796,48.69876,98.9339,98.63656,49.75699
1985-11,97.18005,96.15344,98.1756,98.73473,2.160417,48.89701,98.87489,98.56643,49.80566
1985-12,97.30824,96.00242,98.40264,98.89234,2.673253,49.0586,98.76836,98.43982,49.85497
1986-01,97.42641,95.85668,98.5601,99.00166,3.085859,49.18637,98.63519,98.28156,49.90495
1986-02,97.51775,95.84383,98.66669,99.07565,3.401843,49.28959,98.51041,98.13328,49.95565
1986-03,97.56734,96.14748,98.75539,99.13722,3.629317,49.38472,98.42297,98.02936,50.00711
1986-04,97.56882,96.90908,98.85218,99.20441,3.775446,49.48476,98.37504,97.9724,50.05935
1986-05,97.57288,97.81319,98.97134,99.28713,3.835651,49.5969,98.35596,97.94971,50.11239
1986-06,97.65306,98.43649,99.1191,99.38971,3.827791,49.72432,98.35305,97.94627,50.16623
1986-07,97.86906,98.45434,99.29812,99.51398,3.768137,49.86839,98.36025,97.95483,50.22089
1986-08,98.15382,98.12816,99.5145,99.66419,3.678979,50.03225,98.37637,97.97398,50.27635
1986-09,98.42435,97.78773,99.76201,99.83601,3.576989,50.21281,98.40257,98.00512,50.3326
1986-10,98.62375,97.65762,100.0188,100.0143,3.491572,50.39912,98.43911,98.04855,50.38962
1986-11,98.77739,97.69782,100.2713,100.1895,3.450595,50.58424,98.48513,98.10323,50.44739
1986-12,98.92432,97.84487,100.5432,100.3783,3.50927,50.7802,98.53756,98.16554,50.50587
1987-01,99.09425,98.08281,100.8361,100.5816,3.6624,50.98777,98.58932,98.22706,50.56501
1987-02,99.29137,98.4071,101.1465,100.7971,3.886416,51.20518,98.63302,98.27899,50.62476
1987-03,99.52051,98.86443,101.474,101.0245,4.145916,51.43217,98.6646,98.31653,50.68507
1987-04,99.78604,99.506,101.8066,101.2553,4.401072,51.66262,98.68758,98.34383,50.74586
1987-05,100.0588,100.208,102.1052,101.4626,4.596605,51.87667,98.7107,98.37131,50.80709
1987-06,100.3049,100.8072,102.361,101.6402,4.71664,52.06964,98.74628,98.41358,50.86865
1987-07,100.5063,101.1768,102.5705,101.7857,4.754999,52.23964,98.80837,98.48738,50.93047
1987-08,100.7101,101.4045,102.7208,101.89,4.692221,52.37988,98.91037,98.6086,50.99246
1987-09,100.9891,101.5895,102.8045,101.9481,4.527828,52.48636,99.06048,98.78699,51.05453
1987-10,101.4024,101.7813,102.8243,101.9619,4.288067,52.56026,99.25441,99.01746,51.11656
1987-11,101.8797,101.9615,102.808,101.9505,4.015652,52.61553,99.48157,99.28742,51.17846
1987-12,102.3302,102.0738,102.7934,101.9404,3.724399,52.67146,99.72811,99.58042,51.24009
1988-01,102.6889,102.0662,102.788,101.9366,3.420139,52.73163,99.97753,99.87684,51.30136
1988-02,102.9882,102.0007,102.7703,101.9244,3.08535,52.78505,100.2158,100.16,51.36214
1988-03,103.2615,101.9499,102.7085,101.8815,2.688824,52.81509,100.4361,100.4218,51.42231
1988-04,103.5045,101.9513,102.5779,101.7908,2.21881,52.80891,100.645,100.67,51.48175
1988-05,103.6638,101.9473,102.3767,101.6512,1.713026,52.76533,100.8535,100.9178,51.54035
1988-06,103.6228,101.8394,102.1296,101.4796,1.204504,52.69682,101.0697,101.1748,51.59798
1988-07,103.2704,101.547,101.8804,101.3066,0.7393551,52.62587,101.291,101.4378,51.65454
1988-08,102.7716,101.1719,101.648,101.1452,0.3478426,52.56208,101.5091,101.697,51.70992
1988-09,102.331,100.8454,101.456,101.012,0.0597382,52.51772,101.7142,101.9408,51.76401
1988-10,102.1039,100.6601,101.319,100.9169,-0.114328,52.50017,101.9007,102.1623,51.81672
1988-11,102.0483,100.5514,101.2258,100.8522,-0.2124183,52.50377,102.0645,102.357,51.86795
1988-12,102.1197,100.4278,101.1728,100.8154,-0.2751732,52.52652,102.2032,102.5219,51.91762
1989-01,102.294,100.2235,101.1505,100.7999,-0.3188306,52.5635,102.3173,102.6575,51.96566
1989-02,102.4631,99.96704,101.1437,100.7952,-0.3375952,52.60685,102.4068,102.7639,52.012
1989-03,102.4894,99.7076,101.1244,100.7818,-0.3278542,52.64193,102.4704,102.8395,52.05661
1989-04,102.2656,99.49389,101.0776,100.7493,-0.2804281,52.66082,102.5061,102.8818,52.09941
1989-05,101.9174,99.3559,101.0046,100.6986,-0.1917001,52.66418,102.5102,102.8867,52.1404
1989-06,101.6019,99.35206,100.921,100.6406,-0.06958836,52.66015,102.4788,102.8494,52.17955
1989-07,101.4312,99.54063,100.8312,100.5782,0.04747032,52.65086,102.4115,102.7694,52.21685
1989-08,101.3634,99.81687,100.729,100.5073,0.1352813,52.63319,102.3107,102.6496,52.25229
1989-09,101.34,100.0578,100.6168,100.4294,0.1726889,52.60841,102.1835,102.4985,52.2859
1989-10,101.3218,100.179,100.5091,100.3546,0.1597651,52.58405,102.0465,102.3356,52.3177
1989-11,101.279,100.2269,100.4162,100.2902,0.1178154,52.56562,101.9178,102.1827,52.34773
1989-12,101.177,100.2579,100.3301,100.2304,0.04267922,52.54894,101.8108,102.0555,52.37603
1990-01,100.9868,100.2898,100.2484,100.1737,-0.05836893,52.53282,101.7265,101.9553,52.40264
1990-02,100.7535,100.2716,100.1598,100.1122,-0.1813699,52.51143,101.66,101.8764,52.42764
1990-03,100.5259,100.1064,100.0646,100.0461,-0.2982001,52.48495,101.6052,101.8112,52.45108
1990-04,100.3282,99.72569,99.96137,99.97441,-0.3950694,52.45278,101.5577,101.7547,52.47305
1990-05,100.1257,99.30957,99.84229,99.89175,-0.4810675,52.41083,101.5148,101.7037,52.49362
1990-06,99.85966,99.11256,99.6783,99.7779,-0.6004477,52.34395,101.4744,101.6557,52.51289
1990-07,99.486,99.3242,99.47632,99.63769,-0.750234,52.25585,101.434,101.6078,52.53094
1990-08,99.07822,99.71084,99.25414,99.48345,-0.906684,52.15597,101.3899,101.5553,52.5479
