country,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK
1988-02,99.5099,97.92681,99.45615,99.49331,1.043258,65.12688,100.8519,100.9227,65.48301
1988-03,99.69186,98.07439,99.41257,99.45274,0.8895963,65.1657,100.7918,100.8564,65.55077
1988-04,99.88338,98.36053,99.4202,99.45985,0.7635111,65.23626,100.6565,100.7069,65.61671
1988-05,99.97423,98.53397,99.48396,99.5192,0.7404436,65.34198,100.4602,100.49,65.68092
1988-06,99.96761,98.4982,99.56437,99.59405,0.7932776,65.45711,100.2413,100.2481,65.74351
1988-07,99.90534,98.34319,99.608,99.63466,0.8464504,65.54663,100.0705,100.0594,65.80458
1988-08,99.85846,98.13489,99.62077,99.64655,0.8941109,65.61448,100.0192,100.0027,65.86426
1988-09,99.84604,97.96777,99.61739,99.64339,0.9382188,65.6704,100.1245,100.119,65.92264
1988-10,99.86611,97.92679,99.62403,99.64957,1.015582,65.73177,100.3453,100.363,65.97983
1988-11,99.92403,97.9674,99.64464,99.66875,1.116233,65.80127,100.6022,100.6469,66.03593
1988-12,100.0762,97.97692,99.6743,99.69637,1.210178,65.8758,100.8072,100.8734,66.09106
1989-01,100.3402,98.02125,99.70908,99.72874,1.295083,65.95287,100.8927,100.9678,66.1453
1989-02,100.5108,98.04807,99.74161,99.75901,1.383243,66.02774,100.8166,100.8837,66.19879
1989-03,100.5976,98.04771,99.77954,99.79432,1.442303,66.10558,100.5761,100.618,66.25164
1989-04,100.6541,98.12887,99.82383,99.83555,1.457663,66.18719,100.2071,100.2103,66.30399
1989-05,100.675,98.17023,99.84156,99.85204,1.39092,66.25083,99.77625,99.73426,66.35597
1989-06,100.6837,98.21118,99.84653,99.85667,1.296574,66.30581,99.35792,99.27205,66.40772
1989-07,100.6945,98.18475,99.83997,99.85056,1.230259,66.35302,99.01542,98.89362,66.45938
1989-08,100.689,98.12287,99.83112,99.84232,1.195278,66.39876,98.79456,98.6496,66.51109
1989-09,100.6684,98.12128,99.83817,99.84888,1.195097,66.45523,98.71198,98.55834,66.56296
1989-10,100.6273,98.23726,99.86724,99.87595,1.209319,66.52667,98.73436,98.58307,66.6151
1989-11,100.5746,98.42963,99.90907,99.91489,1.224538,66.60703,98.81462,98.67175,66.66765
1989-12,100.4943,98.73004,99.92173,99.92667,1.203266,66.66846,98.92002,98.78822,66.72069
1990-01,100.3666,98.94805,99.87454,99.88274,1.118471,66.69054,99.05624,98.93871,66.77431
1990-02,100.2006,99.06824,99.76036,99.77647,0.9704036,66.66847,99.24292,99.14498,66.82862
1990-03,99.92228,99.2169,99.60714,99.63386,0.7795932,66.62094,99.48692,99.41459,66.8837
1990-04,99.50928,99.23406,99.461,99.49783,0.5917126,66.57882,99.75135,99.70676,66.93963
1990-05,99.25282,99.14034,99.33241,99.37814,0.4504027,66.54923,99.9804,99.95984,66.99649
1990-06,99.16648,98.9967,99.23021,99.28301,0.3504425,66.53817,100.1229,100.1173,67.05434
1990-07,99.17879,98.89563,99.17474,99.23138,0.3110739,66.55943,100.1586,100.1567,67.11329
1990-08,99.15588,98.83797,99.16842,99.22549,0.3253465,66.61478,100.0889,100.0797,67.17339
1990-09,99.04852,98.8135,99.19359,99.24892,0.3570936,66.69254,99.93481,99.90946,67.23473
1990-10,98.86727,98.81761,99.21958,99.27312,0.3690539,66.77219,99.7424,99.69687,67.29739
1990-11,98.74198,98.93724,99.22813,99.28107,0.3520769,66.84154,99.56387,99.49961,67.36148
1990-12,98.68852,99.10064,99.20864,99.26294,0.3375056,66.89347,99.44211,99.36507,67.42706
1991-01,98.68623,99.24493,99.17487,99.23151,0.3700241,66.93731,99.39424,99.31219,67.49422
1991-02,98.68354,99.35789,99.15771,99.21552,0.4882067,66.99395,99.42071,99.34142,67.56303
1991-03,98.66411,99.51832,99.18422,99.2402,0.6918075,67.08183,99.50864,99.43859,67.63357
1991-04,98.63348,99.51638,99.24342,99.29531,0.9234626,67.19366,99.6297,99.57234,67.7059
1991-05,98.62262,99.4728,99.35688,99.40092,1.194534,67.34418,99.74993,99.70518,67.78009
1991-06,98.65475,99.55357,99.52153,99.55417,1.492911,67.53152,99.8373,99.80172,67.8562
1991-07,98.72436,99.6237,99.72652,99.74497,1.78649,67.7485,99.86909,99.83685,67.93429
1991-08,98.76501,99.65883,99.94003,99.9437,2.039875,67.97364,99.8345,99.79862,68.01443
1991-09,98.7711,99.69572,100.1488,100.138,2.257286,68.19798,99.74092,99.69523,68.09668
1991-10,98.75719,99.79699,100.3254,100.3024,2.442308,68.40298,99.62461,99.56672,68.1811
1991-11,98.78379,100.0143,100.4164,100.3871,2.558989,68.552,99.52805,99.46004,68.26776
1991-12,98.89157,100.041,100.4096,100.3808,2.606036,68.63674,99.47894,99.40576,68.35673
1992-01,99.07476,99.93816,100.3295,100.3062,2.593919,68.67361,99.46764,99.39328,68.44806
1992-02,99.17337,99.78018,100.2018,100.1873,2.516875,68.68011,99.47337,99.39962,68.54179
1992-03,99.15233,99.79826,100.0652,100.0602,2.386544,68.68277,99.48714,99.41483,68.638
1992-04,99.0348,99.94354,99.94688,99.95008,2.242117,68.70021,99.53313,99.46564,68.73672
1992-05,98.95506,100.0947,99.81888,99.83094,2.033066,68.71333,99.64151,99.58539,68.83801
1992-06,98.92536,100.1179,99.6654,99.68808,1.746903,68.71124,99.81871,99.78118,68.94192
1992-07,98.89962,100.1052,99.46257,99.49928,1.371064,68.67738,100.0125,99.99528,69.04847
1992-08,98.83509,100.044,99.20801,99.26234,0.9361753,68.60999,100.1472,100.1441,69.15771
1992-09,98.68617,99.87044,98.92113,98.99533,0.4756433,68.52235,100.158,100.1561,69.26968
1992-10,98.42112,99.67436,98.62087,98.71584,0.03588933,68.42752,100.0291,100.0136,69.38442
1992-11,98.15502,99.46252,98.32584,98.44124,-0.3115803,68.33841,99.77271,99.73035,69.50198
1992-12,97.8409,99.4162,98.07668,98.20932,-0.5148811,68.28334,99.4185,99.33898,69.62241
1993-01,97.47204,99.34391,97.89869,98.04366,-0.5729089,68.28017,99.01024,98.8879,69.74574
1993-02,97.33232,99.28166,97.79585,97.94792,-0.506915,68.33195,98.59392,98.4279,69.87204
1993-03,97.52012,99.23703,97.77705,97.93042,-0.3458234,68.44524,98.20949,98.00314,70.00134
1993-04,97.99235,99.31289,97.84718,97.9957,-0.1111866,68.62383,97.8835,97.64295,70.13368
1993-05,98.29695,99.5264,97.99288,98.13132,0.2115428,68.8587,97.63644,97.36997,70.26907
1993-06,98.42393,99.71259,98.23169,98.3536,0.6567596,69.16251,97.48559,97.2033,70.40753
1993-07,98.48487,99.78278,98.54988,98.64977,1.235664,69.526,97.442,97.15514,70.54905
1993-08,98.56991,99.76412,98.93366,99.00699,1.938168,69.93977,97.51256,97.2331,70.6936
1993-09,98.79848,99.77033,99.37172,99.41473,2.734468,70.39608,97.69401,97.43359,70.84116
1993-10,99.21832,99.81526,99.85429,99.86391,3.596071,70.88823,97.95827,97.72556,70.99166
1993-11,99.57686,99.99131,100.3826,100.3556,4.505274,71.41724,98.2718,98.07199,71.14505
1993-12,99.95369,100.2193,100.9182,100.8542,5.378439,71.95592,98.60873,98.44427,71.30123
1994-01,100.4498,100.5035,101.4161,101.3176,6.139258,72.47207,98.9603,98.83272,71.46012
1994-02,100.8427,100.7852,101.8218,101.6952,6.723721,72.92641,99.32278,99.23323,71.62163
1994-03,101.222,100.8848,102.1061,101.9598,7.089253,73.2975,99.68392,99.63226,71.78563
1994-04,101.677,101.0403,102.2633,102.1062,7.222973,73.58051,100.008,99.99035,71.95203
1994-05,101.9959,101.1515,102.313,102.1524,7.159816,73.78885,100.2578,100.2664,72.1207
1994-06,102.2005,101.3016,102.2764,102.1183,6.903507,73.93714,100.4191,100.4445,72.29153
1994-07,102.3537,101.4199,102.1704,102.0197,6.488438,74.03716,100.5297,100.5668,72.4644
1994-08,102.4517,101.4809,102.0273,101.8865,5.965219,74.11183,100.6431,100.6921,72.63921
1994-09,102.493,101.4678,101.8528,101.7241,5.35383,74.16496,100.7939,100.8587,72.81586
1994-10,102.4766,101.3527,101.6524,101.5375,4.672325,74.20036,100.9637,101.0463,72.99422
1994-11,102.4565,101.253,101.4178,101.3192,3.912874,74.21171,101.1086,101.2064,73.17421
1994-12,102.3979,101.2187,101.1598,101.0791,3.127707,74.20649,101.1851,101.2909,73.35571
1995-01,102.2462,101.2089,100.8841,100.8224,2.368742,74.18874,101.1773,101.2823,73.53861
1995-02,102.0485,101.2079,100.6027,100.5605,1.701409,74.16718,101.0872,101.1827,73.72285
1995-03,101.7073,101.1533,100.3293,100.3061,1.165436,74.15174,100.9293,101.0083,73.90833
1995-04,101.1935,101.0185,100.1122,100.1039,0.8121791,74.17812,100.7325,100.7908,74.09499
1995-05,100.8566,100.9092,99.97586,99.97705,0.6450554,74.26483,100.5278,100.5647,74.28276
1995-06,100.6622,100.828,99.90978,99.91555,0.6319402,74.40438,100.3401,100.3573,74.47157
1995-07,100.5133,100.8662,99.88818,99.89544,0.7303187,74.57787,100.1797,100.1801,74.66135
1995-08,100.413,101.0183,99.88503,99.8925,0.8826615,74.76598,100.0488,100.0354,74.85205
1995-09,100.3099,101.1436,99.87348,99.88176,1.056683,74.94865,99.94515,99.92089,75.04359
1995-10,100.1514,101.1837,99.83897,99.84963,1.232367,75.11478,99.86444,99.83171,75.23593
1995-11,99.92233,101.1804,99.78931,99.80341,1.426133,75.27007,99.80643,99.76761,75.42899
1995-12,99.50077,101.0516,99.74575,99.76287,1.649375,75.43044,99.78013,99.73856,75.6227
1996-01,98.85535,100.9016,99.73099,99.74913,1.919841,75.61304,99.80702,99.76826,75.817
1996-02,98.45074,100.6785,99.75059,99.76737,2.231527,75.82224,99.90671,99.87842,76.01183
1996-03,98.29881,100.5497,99.81493,99.82726,2.581626,76.06606,100.0788,100.0685,76.2071
1996-04,98.29945,100.448,99.89067,99.89777,2.886427,76.31921,100.2791,100.2898,76.40274
1996-05,98.34468,100.3029,99.95872,99.9611,3.100014,76.56705,100.4486,100.4771,76.59867
1996-06,98.41367,100.2245,100.0334,100.0306,3.247228,76.82047,100.5405,100.5787,76.79482
1996-07,98.51154,100.238,100.1296,100.1202,3.369663,77.09089,100.5492,100.5883,76.9911
1996-08,98.5845,100.3009,100.2568,100.2385,3.503803,77.38564,100.4934,100.5266,77.18746
1996-09,98.66104,100.5151,100.4128,100.3838,3.675328,77.70326,100.4048,100.4287,77.38383
1996-10,98.79498,100.7353,100.5679,100.5281,3.868664,78.02071,100.3215,100.3368,77.58014
1996-11,99.00483,100.7864,100.6887,100.6406,4.041392,78.31203,100.2788,100.2895,77.77634
1996-12,99.39495,100.8173,100.7699,100.7162,4.165792,78.57271,100.2986,100.3114,77.97238
1997-01,99.99355,100.901,100.8172,100.7601,4.224036,78.80697,100.3778,100.3989,78.1682
1997-02,100.4263,100.9833,100.8216,100.7642,4.200997,79.00753,100.4973,100.5309,78.36372
1997-03,100.7049,101.0452,100.7853,100.7304,4.088195,79.17579,100.6266,100.6738,78.55889
1997-04,100.9057,100.9596,100.7206,100.6703,3.933419,79.32117,100.7264,100.7841,78.75365
1997-05,101.0189,100.8388,100.6419,100.597,3.771418,79.45471,100.76,100.8212,78.94797
1997-06,101.0665,100.9157,100.5791,100.5386,3.618378,79.60011,100.7074,100.7631,79.14177
1997-07,101.0687,101.0077,100.5543,100.5154,3.481458,79.77477,100.584,100.6268,79.33503
1997-08,101.0444,101.0557,100.5849,100.5439,3.369097,79.99284,100.4217,100.4474,79.5277
1997-09,100.9612,101.0109,100.6621,100.6158,3.274441,80.24761,100.2556,100.2639,79.71976
1997-10,100.8229,100.9515,100.7653,100.7119,3.206881,80.52274,100.1136,100.1071,79.91119
1997-11,100.8012,100.9426,100.8627,100.8026,3.168084,80.79301,100.0125,99.99534,80.10194
1997-12,100.9433,100.9523,100.9442,100.8784,3.15304,81.05014,99.95214,99.92861,80.29199
1998-01,101.2093,100.9214,100.9976,100.928,3.143372,81.28416,99.90713,99.87888,80.48131
1998-02,101.3464,100.9187,100.9933,100.9241,3.118253,81.47119,99.84843,99.81403,80.66986
1998-03,101.2127,101.028,100.9266,100.862,3.070438,81.60683,99.76361,99.7203,80.85762
1998-04,100.911,100.981,100.7824,100.7277,2.972011,81.6786,99.67791,99.62561,81.04455
1998-05,100.763,100.7669,100.5484,100.5099,2.795721,81.67604,99.6289,99.57146,81.23061
1998-06,100.7505,100.3711,100.2768,100.2572,2.564138,81.64117,99.64133,99.58519,81.41579
1998-07,100.6629,99.98931,99.99555,99.99538,2.283445,81.59638,99.69956,99.64954,81.60002
1998-08,100.2855,99.84928,99.70982,99.72943,1.941569,81.54595,99.77139,99.7289,81.78327
1998-09,99.48668,99.81248,99.42056,99.46018,1.548871,81.49054,99.82841,99.7919,81.96549
1998-10,98.27664,99.74004,99.16762,99.22475,1.167512,81.46286,99.86544,99.83282,82.14663
1998-11,97.08015,99.57053,98.99328,99.06248,0.8723893,81.49785,99.88902,99.85886,82.32664
1998-12,96.4957,99.26932,98.94354,99.01618,0.7201756,81.63384,99.90732,99.87909,82.50548
1999-01,96.64259,99.12112,99.04305,99.10881,0.7476088,81.89185,99.9212,99.89442,82.68308
1999-02,96.98009,99.14905,99.25917,99.30997,0.9504936,82.24557,99.92836,99.90234,82.85941
1999-03,97.16504,99.24224,99.53377,99.56556,1.274938,82.64727,99.92787,99.9018,83.0344
1999-04,97.12877,99.39467,99.80516,99.81817,1.673973,83.04588,99.92535,99.89902,83.208
1999-05,97.14732,99.653,100.0474,100.0436,2.134784,83.41965,99.93042,99.90461,83.38016
1999-06,97.31967,100.0257,100.2528,100.2348,2.597766,83.76202,99.95448,99.93119,83.55081
1999-07,97.78835,100.4299,100.4226,100.3929,3.0361,84.07373,100.0081,99.99042,83.71991
1999-08,98.40762,100.7289,100.5387,100.5009,3.425496,84.3393,100.0993,100.0912,83.8874
1999-09,98.81693,100.5951,100.5894,100.5481,3.752684,84.54862,100.2302,100.2358,84.05322
1999-10,98.88976,100.3594,100.6024,100.5602,4.003986,84.72462,100.3904,100.4128,84.2173
1999-11,98.94617,100.1606,100.6038,100.5615,4.161136,84.88908,100.565,100.6058,84.3796
1999-12,99.13783,100.0575,100.6158,100.5727,4.197825,85.06068,100.7408,100.8001,84.54005
2000-01,99.53515,99.98223,100.6439,100.5988,4.093306,85.24393,100.9111,100.9882,84.69861
2000-02,99.99938,100.007,100.6969,100.6482,3.892059,85.44661,101.0719,101.1658,84.85522
2000-03,100.3752,100.05,100.7517,100.6992,3.631781,85.64883,101.2185,101.3279,85.00985
2000-04,100.5844,100.241,100.7933,100.7379,3.362211,85.83805,101.3435,101.4659,85.16247
2000-05,100.8084,100.4672,100.8112,100.7546,3.099337,86.0051,101.4385,101.5709,85.31304
2000-06,100.9435,100.5932,100.7948,100.7393,2.839895,86.14078,101.4988,101.6375,85.46156
2000-07,101.0635,100.5835,100.7549,100.7022,2.593619,86.25429,101.5294,101.6713,85.60802
2000-08,101.2996,100.5405,100.6701,100.6233,2.356871,86.32707,101.5355,101.678,85.75243
2000-09,101.5135,100.6113,100.5237,100.4869,2.124184,86.3446,101.5148,101.6552,85.89479
2000-10,101.5237,100.7648,100.3017,100.2803,1.853186,86.29472,101.4524,101.5863,86.03516
2000-11,101.4816,100.6996,100.0215,100.0195,1.534904,86.19205,101.3324,101.4537,86.17355
2000-12,101.4146,100.7168,99.73007,99.74828,1.194848,86.07703,101.1535,101.256,86.31001
2001-01,101.348,100.595,99.44134,99.47953,0.8419943,85.96169,100.9477,101.0286,86.44462
2001-02,101.2767,100.3526,99.17526,99.23187,0.4877828,85.8634,100.7589,100.8201,86.57744
2001-03,101.0559,99.93919,98.92872,99.00239,0.1527485,85.77966,100.6235,100.6704,86.70856
2001-04,100.4726,99.7035,98.71723,98.80554,-0.132736,85.72411,100.5498,100.589,86.83805
2001-05,99.89694,99.94483,98.5621,98.66114,-0.336713,85.71552,100.5292,100.5662,86.966
2001-06,99.49428,100.3078,98.46068,98.56674,-0.4514767,85.75187,100.5418,100.5801,87.09251
2001-07,99.30673,100.6488,98.41839,98.52738,-0.4823855,85.83821,100.5594,100.5996,87.21765
2001-08,99.14559,100.5089,98.42371,98.53233,-0.4196722,85.96478,100.5542,100.5939,87.34154
2001-09,98.87453,100.4349,98.44002,98.54751,-0.2834587,86.09985,100.5076,100.5424,87.46427
2001-10,98.58672,100.4571,98.48247,98.58702,-0.04393578,86.25681,100.4211,100.4467,87.58596
2001-11,98.50916,100.697,98.59076,98.68781,0.3233033,86.47071,100.3055,100.319,87.70671
2001-12,98.66874,100.996,98.78325,98.86699,0.7911354,86.75802,100.1745,100.1743,87.82664
2002-01,99.06544,101.127,99.03633,99.10255,1.322328,87.09838,100.039,100.0246,87.94589
2002-02,99.40115,101.1111,99.29149,99.34005,1.836886,87.44062,99.90744,99.87922,88.06457
2002-03,99.62363,101.0452,99.50593,99.53965,2.2936,87.7471,99.7854,99.74438,88.18279
2002-04,99.73427,100.9541,99.64386,99.66803,2.638813,87.98621,99.67604,99.62354,88.30069
2002-05,99.56561,100.7539,99.69112,99.71202,2.834681,88.14528,99.57981,99.51722,88.41839
2002-06,99.30846,100.5068,99.65544,99.67881,2.890982,88.23094,99.49343,99.42178,88.536
2002-07,99.0587,100.2934,99.56754,99.59699,2.833283,88.27025,99.40804,99.32742,88.65364
2002-08,98.86726,100.2132,99.43945,99.47777,2.686019,88.27381,99.3141,99.22363,88.77142
2002-09,98.83038,100.3522,99.2735,99.3233,2.489945,88.24368,99.20628,99.10451,88.88947
2002-10,99.02603,100.4527,99.08488,99.14774,2.245074,88.19334,99.0889,98.97481,89.00787
2002-11,99.27968,100.5128,98.91796,98.99238,1.956302,88.16234,98.96794,98.84116,89.12672
2002-12,99.41508,100.5219,98.80679,98.8889,1.640449,88.18124,98.84386,98.70406,89.24613
2003-01,99.35139,100.4415,98.74529,98.83166,1.316333,88.24489,98.70465,98.55025,89.36617
2003-02,99.17506,100.2372,98.71049,98.79927,1.020552,88.333,98.53771,98.3658,89.48693
2003-03,98.86861,100.1025,98.68256,98.77326,0.7758963,88.42793,98.34256,98.15017,89.60847
2003-04,98.55086,100.171,98.67155,98.76302,0.628072,88.53883,98.14539,97.93232,89.73086
2003-05,98.1934,100.3432,98.68369,98.77432,0.5968519,88.67137,97.9844,97.75443,89.85413
2003-06,98.00213,100.4233,98.7188,98.80701,0.673903,88.82553,97.89536,97.65605,89.97832
2003-07,98.04137,100.3158,98.7673,98.85213,0.8185241,88.99276,97.89491,97.65555,90.10347
2003-08,98.32942,100.3566,98.81683,98.89825,1.006165,89.16199,97.98565,97.75581,90.22955
2003-09,98.78342,100.4554,98.84963,98.92877,1.216467,89.31714,98.15464,97.94254,90.35657
2003-10,99.44144,100.589,98.87506,98.95245,1.443699,89.46658,98.36501,98.17499,90.48447
2003-11,100.136,100.7224,98.91286,98.98763,1.662618,89.62814,98.57392,98.40581,90.61323
2003-12,100.3465,100.8398,98.98596,99.05567,1.861334,89.82259,98.74757,98.59767,90.74275
2004-01,100.3215,101.0365,99.1238,99.18397,2.075898,90.07676,98.87642,98.74004,90.87299
2004-02,100.343,101.2172,99.31078,99.358,2.31356,90.37663,98.96407,98.83688,91.00385
2004-03,100.3363,101.4738,99.5219,99.55451,2.568884,90.69954,99.01913,98.89772,91.13526
2004-04,100.5182,101.7198,99.72394,99.74257,2.796877,91.01515,99.04997,98.93179,91.26711
2004-05,100.8139,101.6592,99.88039,99.88819,2.953155,91.28998,99.06416,98.94748,91.3993
2004-06,101.1536,101.5259,100.0128,100.0115,3.059866,91.54347,99.0697,98.9536,91.53172
2004-07,101.2562,101.426,100.1329,100.1232,3.138761,91.78603,99.07737,98.96207,91.66423
2004-08,100.9751,101.4296,100.2405,100.2234,3.202619,92.01751,99.09605,98.9827,91.79673
2004-09,100.5945,101.4456,100.3489,100.3243,3.283458,92.24982,99.12794,99.01795,91.92907
2004-10,100.2813,101.4848,100.4659,100.4332,3.379377,92.49,99.16298,99.05666,92.0611
2004-11,100.067,101.5613,100.5703,100.5303,3.447864,92.7184,99.19033,99.08688,92.19267
2004-12,100.1611,101.6332,100.6545,100.6087,3.457125,92.92786,99.20979,99.10838,92.32362
2005-01,100.2722,101.7519,100.721,100.6706,3.378932,93.12039,99.24358,99.14572,92.45377
2005-02,100.1684,101.9075,100.7747,100.7206,3.234914,93.30024,99.31809,99.22805,92.58298
2005-03,99.91586,101.9314,100.821,100.7637,3.056924,93.47216,99.44459,99.36781,92.71104
2005-04,99.61679,101.7302,100.8512,100.7918,2.870823,93.62804,99.59695,99.53616,92.83776
2005-05,99.58183,101.4873,100.8674,100.8069,2.71588,93.7693,99.73567,99.68944,92.96297
2005-06,99.577,101.3718,100.9033,100.8403,2.604,93.92727,99.83002,99.79369,93.08643
2005-07,99.65578,101.4126,100.9702,100.9026,2.534404,94.11226,99.88139,99.85044,93.20797
2005-08,99.92481,101.5514,101.0698,100.9952,2.508475,94.32575,99.91045,99.88255,93.32738
2005-09,100.0985,101.6232,101.1831,101.1007,2.493362,94.54995,99.9474,99.92336,93.44445
2005-10,100.2661,101.6891,101.3112,101.2199,2.482094,94.78569,100.024,100.008,93.55898
2005-11,100.3355,101.6977,101.4418,101.3416,2.483832,95.02136,100.1697,100.169,93.67078
2005-12,100.3602,101.7477,101.5711,101.4619,2.502112,95.25303,100.4059,100.4299,93.77962
2006-01,100.5171,101.8737,101.6855,101.5684,2.520806,95.46778,100.7338,100.7923,93.88531
2006-02,100.7313,101.9353,101.7669,101.6441,2.516618,95.64825,101.138,101.2389,93.98763
2006-03,100.9659,101.9417,101.8154,101.6892,2.484421,95.7944,101.5813,101.7287,94.08638
2006-04,101.1828,101.8677,101.821,101.6945,2.422745,95.89641,101.9959,102.1867,94.18137
2006-05,101.3635,101.7703,101.7803,101.6566,2.326373,95.95073,102.3086,102.5323,94.27239
2006-06,101.4833,101.6569,101.6829,101.5659,2.150553,95.94722,102.4707,102.7114,94.35928
2006-07,101.4741,101.563,101.5477,101.4401,1.903432,95.90362,102.4943,102.7374,94.44191
2006-08,101.5036,101.542,101.4184,101.3198,1.627449,95.86086,102.4201,102.6555,94.52013
2006-09,101.6966,101.5745,101.3259,101.2337,1.372991,95.84811,102.2947,102.517,94.59386
2006-10,101.7239,101.6717,101.2907,101.2009,1.159592,95.88481,102.1553,102.3629,94.66299
2006-11,101.6924,101.6987,101.2822,101.193,0.9689471,95.94207,102.0269,102.221,94.72747
2006-12,101.7203,101.5858,101.2624,101.1745,0.7671727,95.98378,101.922,102.1051,94.78723
2007-01,101.7125,101.4853,101.2267,101.1413,0.5634393,96.00568,101.8392,102.0136,94.84224
2007-02,101.4931,101.5157,101.1917,101.1087,0.3920948,96.02328,101.7738,101.9414,94.89248
2007-03,101.2586,101.5751,101.1648,101.0837,0.2603129,96.04376,101.7274,101.8901,94.93793
2007-04,100.985,101.5767,101.1518,101.0716,0.1836801,96.07255,101.7163,101.8779,94.97861
2007-05,100.7576,101.6161,101.1793,101.0972,0.192113,96.13506,101.7617,101.928,95.01453
2007-06,100.4547,101.6814,101.2569,101.1694,0.3054919,96.24033,101.8779,102.0564,95.04575
2007-07,100.3898,101.6765,101.3536,101.2594,0.4750207,96.35918,102.0567,102.254,95.07228
2007-08,100.4344,101.5804,101.44,101.3399,0.6287647,96.46359,102.2773,102.4977,95.09422
2007-09,100.4335,101.4529,101.5033,101.3988,0.7233435,96.54142,102.5123,102.7574,95.11162
2007-10,100.4328,101.3048,101.5323,101.4258,0.7272842,96.58217,102.7307,102.9986,95.12459
2007-11,100.3757,101.061,101.5252,101.4192,0.6692989,96.58421,102.9021,103.1881,95.13324
2007-12,100.3119,100.7086,101.4747,101.3722,0.5802605,96.54073,103.0029,103.2994,95.1377
2008-01,100.0558,100.3155,101.3773,101.2815,0.4612061,96.44846,103.0255,103.3244,95.13816
2008-02,99.64897,100.1564,101.2262,101.1408,0.2895412,96.30131,102.97,103.2631,95.13478
2008-03,99.53609,100.1011,101.0237,100.9524,0.06023151,96.10162,102.8418,103.1215,95.12779
2008-04,99.6649,99.97884,100.7636,100.7103,-0.2381941,95.84371,102.6548,102.9148,95.11742
2008-05,99.72646,99.81767,100.424,100.3942,-0.6531346,95.50717,102.4202,102.6556,95.10392
2008-06,99.56835,99.51585,99.99393,99.99388,-1.203781,95.08181,102.14,102.346,95.08757
2008-07,99.26077,99.26958,99.49118,99.52592,-1.84127,94.58495,101.8044,101.9752,95.06868
2008-08,98.71252,99.07462,98.94309,99.01577,-2.509343,94.04299,101.4001,101.5285,95.04755
2008-09,98.20177,99.01362,98.39303,98.50378,-3.15298,93.49749,100.9229,101.0012,95.02451
2008-10,97.72861,99.08179,97.87897,98.0253,-3.724553,92.98492,100.3945,100.4174,94.99989
2008-11,96.96777,99.41205,97.44331,97.6198,-4.181166,92.54586,99.84628,99.81165,94.97405
2008-12,96.01286,99.63228,97.11499,97.31419,-4.487889,92.2081,99.30635,99.21507,94.94733
2009-01,95.05298,99.70467,96.91766,97.13052,-4.618146,91.99433,98.78866,98.64307,94.9201
2009-02,94.56246,99.78746,96.8726,97.08858,-4.544398,91.925,98.30313,98.10661,94.89267
2009-03,94.60263,99.95747,96.99613,97.20356,-4.25161,92.01575,97.86403,97.62144,94.86538
2009-04,95.05719,100.3119,97.26939,97.45791,-3.750711,92.24889,97.49577,97.21455,94.83855
2009-05,95.86314,100.6752,97.64557,97.80804,-3.064658,92.5802,97.22511,96.9155,94.8125
2009-06,96.69968,100.9012,98.06059,98.19434,-2.242964,92.94916,97.06834,96.74227,94.78748
2009-07,97.37799,101.105,98.4642,98.57001,-1.349669,93.30836,97.01146,96.67943,94.76376
2009-08,97.7859,101.1905,98.8141,98.89571,-0.45189,93.61802,97.03047,96.70044,94.74155
2009-09,98.10239,101.2209,99.10913,99.17031,0.406156,93.87724,97.10407,96.78175,94.72108
2009-10,98.50137,101.1287,99.37873,99.42126,1.214437,94.11416,97.22082,96.91074,94.70251
2009-11,99.0104,101.0335,99.64891,99.67274,1.953329,94.35359,97.37708,97.0834,94.68602
2009-12,99.52641,101.1088,99.93918,99.94291,2.609366,94.61414,97.57181,97.29856,94.67173
2010-01,100.0718,101.2873,100.2332,100.2166,3.137322,94.88049,97.79829,97.5488,94.65975
2010-02,100.6133,101.4111,100.5065,100.471,3.48613,95.12962,98.04919,97.82603,94.6502
2010-03,101.0587,101.4228,100.7445,100.6925,3.621178,95.3478,98.31929,98.12446,94.64314
2010-04,101.2573,101.4262,100.9159,100.852,3.530157,95.50542,98.60619,98.44146,94.63864
2010-05,101.2083,101.326,101.0098,100.9394,3.25356,95.59235,98.90595,98.77267,94.63674
2010-06,101.1009,101.255,101.0459,100.973,2.881317,95.62732,99.2072,99.10551,94.6375
2010-07,100.9656,101.3256,101.0476,100.9746,2.490675,95.63238,99.48405,99.41142,94.64093
2010-08,100.8763,101.3112,101.0246,100.9532,2.135011,95.61678,99.70826,99.65914,94.64706
2010-09,100.7517,101.2522,101.0058,100.9357,1.843538,95.60789,99.86304,99.83015,94.6559
2010-10,100.4437,101.1631,100.9849,100.9163,1.578605,95.59985,99.96062,99.93799,94.66747
2010-11,100.2135,101.0709,100.9728,100.905,1.324068,95.6029,100.0258,100.01,94.68181
2010-12,100.3218,100.9397,100.9804,100.9121,1.070875,95.62734,100.0833,100.0736,94.69892
2011-01,100.6372,100.8247,100.9879,100.919,0.8157907,95.65452,100.1469,100.1438,94.71883
2011-02,100.9106,100.7161,100.9714,100.9036,0.5594549,95.66183,100.2191,100.2236,94.74155
2011-03,101.1292,100.6545,100.9175,100.8536,0.3029345,95.63664,100.2896,100.3015,94.76711
2011-04,101.3873,100.6542,100.8186,100.7615,0.0691992,95.57151,100.3334,100.3499,94.79552
