country,USA,USA,USA,USA,USA,USA,USA,USA,USA
1957-10,97.42248,,97.57462,97.86337,-0.5005099,16.84678,99.53432,99.40234,17.26554
1957-11,96.84354,,97.12529,97.46754,-1.037716,16.8049,99.00354,98.76283,17.30229
1957-12,96.26791,,96.7785,97.16204,-1.377584,16.78084,98.4275,98.06879,17.33943
1958-01,95.96307,,96.5965,97.00171,-1.438542,16.78556,97.8747,97.40276,17.37699
1958-02,96.17254,,96.61468,97.01772,-1.228223,16.82546,97.4173,96.85166,17.41501
1958-03,96.64768,,96.82809,97.20573,-0.7546677,16.89993,97.10779,96.47875,17.45354
1958-04,97.30215,,97.21156,97.54353,-0.07959259,17.00484,96.97142,96.31445,17.49261
1958-05,98.32777,,97.74887,98.01688,0.7532739,17.13757,97.00736,96.35775,17.53224
1958-06,99.38091,,98.38963,98.58135,1.718456,17.28948,97.19842,96.58794,17.57246
1958-07,100.2618,,99.06631,99.17745,2.783086,17.44884,97.50759,96.96045,17.61329
1958-08,100.9525,,99.73483,99.76638,3.926491,17.60792,97.89468,97.42683,17.65474
1958-09,101.4862,,100.3756,100.3309,5.127943,17.76329,98.32416,97.94428,17.69681
1958-10,101.8477,,100.9894,100.8716,6.341096,17.91505,98.76754,98.47849,17.73953
1958-11,102.0078,,101.564,101.3777,7.474606,18.061,99.20392,99.00426,17.78288
1958-12,102.1302,,102.0873,101.8388,8.451012,18.19899,99.6193,99.50474,17.82688
1959-01,102.5022,,102.5598,102.255,9.194947,18.32898,100.0061,99.97081,17.87152
1959-02,102.9123,,102.9362,102.5866,9.612963,18.44288,100.3567,100.3932,17.9168
1959-03,103.1649,,103.1744,102.7964,9.662777,18.53293,100.658,100.7562,17.96273
1959-04,103.2382,,103.2485,102.8617,9.347379,18.59434,100.8892,101.0348,18.0093
1959-05,103.0771,,103.1511,102.7759,8.682311,18.62551,101.0296,101.2039,18.05652
1959-06,102.4749,,102.893,102.5485,7.742661,18.62815,101.0712,101.254,18.10439
1959-07,101.5293,,102.5178,102.218,6.654528,18.60997,101.0375,101.2135,18.15292
1959-08,100.3808,,102.1019,101.8516,5.547357,18.58469,100.9664,101.1277,18.20211
1959-09,99.49966,,101.718,101.5135,4.516428,18.56556,100.8967,101.0438,18.25198
1959-10,99.37907,,101.4092,101.2414,3.602571,18.56045,100.8592,100.9986,18.30253
1959-11,99.87061,,101.1825,101.0417,2.822684,18.5708,100.8705,101.0122,18.35378
1959-12,100.6231,,101.0038,100.8843,2.151246,18.59049,100.9247,101.0776,18.40574
1960-01,100.7957,101.6827,100.775,100.6827,1.486674,18.60148,100.9821,101.1467,18.45842
1960-02,100.0329,101.4024,100.4635,100.4083,0.8392156,18.59766,100.9922,101.1589,18.51185
1960-03,99.04229,101.1603,100.1183,100.1042,0.2971458,18.588,100.918,101.0695,18.56604
1960-04,98.26604,101.0268,99.79205,99.81679,-0.06487969,18.58228,100.7616,100.8811,18.621
1960-05,97.84834,101.0605,99.50701,99.5657,-0.2190948,18.5847,100.5417,100.616,18.67677
1960-06,97.84345,101.1559,99.25819,99.3465,-0.181154,18.5944,100.2753,100.2951,18.73337
1960-07,98.01964,101.1761,99.02431,99.14046,-0.01342523,18.60747,99.96545,99.92179,18.79082
1960-08,98.27322,101.0237,98.80274,98.94527,0.2086319,18.62347,99.61163,99.49548,18.84914
1960-09,98.29327,100.7873,98.58354,98.75217,0.4038941,18.64054,99.22346,99.02781,18.90837
1960-10,98.19462,100.5911,98.39541,98.58644,0.5587722,18.66416,98.83703,98.56222,18.96853
1960-11,97.9976,100.5274,98.27218,98.47788,0.7002708,18.70085,98.49822,98.15401,19.02965
1960-12,97.86322,100.5504,98.25063,98.4589,0.8997625,18.75776,98.24658,97.85082,19.09175
1961-01,97.90359,100.6032,98.35184,98.54807,1.277679,18.83914,98.09599,97.66938,19.15484
1961-02,98.31645,100.6594,98.59449,98.76182,1.888305,18.94884,98.04729,97.61071,19.21896
1961-03,99.25377,100.7343,98.96355,99.08693,2.669679,19.08424,98.09311,97.66591,19.28411
1961-04,100.3407,100.8668,99.40532,99.47611,3.513884,19.23524,98.21483,97.81256,19.35031
1961-05,100.9886,101.0829,99.85461,99.87191,4.329543,19.38933,98.39227,98.02635,19.41756
1961-06,101.2402,101.3024,100.2714,100.2391,5.078659,19.53875,98.60754,98.28572,19.48587
1961-07,101.4175,101.4077,100.6291,100.5541,5.754522,19.67825,98.84448,98.5712,19.55523
1961-08,101.6877,101.3116,100.9203,100.8107,6.351149,19.80627,99.08998,98.86698,19.62565
1961-09,101.9095,101.1371,101.132,100.9972,6.864364,19.9201,99.3333,99.16014,19.69713
1961-10,101.9304,101.0496,101.2624,101.1121,7.260294,20.01924,99.56436,99.43853,19.76966
1961-11,101.8884,101.166,101.3176,101.1607,7.506833,20.10469,99.77329,99.69027,19.84324
1961-12,102.0087,101.3777,101.2842,101.1313,7.548249,20.17364,99.95045,99.90371,19.91785
1962-01,101.9187,101.5288,101.1544,101.0169,7.352538,20.2243,100.0875,100.0688,19.9935
1962-02,101.7094,101.4991,100.9466,100.8339,6.920279,20.26015,100.1778,100.1776,20.07017
1962-03,101.2754,101.3477,100.6637,100.5846,6.273911,20.28157,100.219,100.2273,20.14786
1962-04,100.5697,101.1505,100.332,100.2924,5.502754,20.29371,100.2189,100.2272,20.22656
1962-05,99.92413,100.9591,99.99698,99.99732,4.725888,20.30565,100.1871,100.1889,20.30626
1962-06,99.50468,100.8064,99.70514,99.74023,4.033541,20.32685,100.1299,100.1199,20.38696
1962-07,99.29778,100.7356,99.50377,99.56284,3.500518,20.36709,100.0467,100.0197,20.46866
1962-08,99.21159,100.7903,99.40186,99.47306,3.141128,20.42841,99.93509,99.88521,20.55134
1962-09,99.3283,100.9233,99.3973,99.46904,2.964518,20.51063,99.79685,99.71866,20.635
1962-10,99.6494,101.0872,99.47606,99.53842,2.956334,20.61107,99.64645,99.53744,20.71963
1962-11,100.0926,101.2464,99.6195,99.66479,3.090701,20.72607,99.50298,99.36459,20.80523
1962-12,100.4434,101.3583,99.79243,99.81713,3.344862,20.84842,99.38322,99.2203,20.89179
1963-01,100.5033,101.3594,99.96351,99.96783,3.695279,20.97164,99.29407,99.11287,20.9793
1963-02,100.5113,101.1986,100.1121,100.0988,4.102718,21.09137,99.23806,99.04539,21.06775
1963-03,100.6301,100.9812,100.2298,100.2024,4.556719,21.20575,99.21658,99.01952,21.15712
1963-04,100.9145,100.8439,100.3126,100.2754,5.026812,21.31383,99.2303,99.03605,21.24741
1963-05,101.1027,100.8857,100.3444,100.3034,5.448915,21.41208,99.27776,99.09323,21.3386
1963-06,100.99,101.0192,100.3249,100.2862,5.772844,21.50029,99.35121,99.18173,21.43066
1963-07,100.7416,101.1298,100.2762,100.2433,5.97023,21.58305,99.42973,99.27634,21.52359
1963-08,100.6411,101.1423,100.226,100.199,6.059138,21.6662,99.49161,99.35088,21.61735
1963-09,100.7253,101.1119,100.1988,100.1751,6.067385,21.75509,99.52599,99.39231,21.71193
1963-10,100.7937,101.1252,100.1905,100.1678,6.005396,21.84885,99.54542,99.41571,21.8073
1963-11,100.7336,101.2461,100.1961,100.1728,5.887877,21.94639,99.5704,99.44582,21.90343
1963-12,100.6334,101.4167,100.2293,100.202,5.766985,22.05075,99.61501,99.49956,22.00031
1964-01,100.7975,101.5543,100.3014,100.2655,5.687855,22.16448,99.67183,99.56802,22.09789
1964-02,101.0505,101.5983,100.3886,100.3423,5.647036,22.2824,99.72413,99.63103,22.19614
1964-03,101.2781,101.5909,100.4844,100.4267,5.64608,22.40304,99.75669,99.67026,22.29505
1964-04,101.3556,101.5896,100.5788,100.5099,5.678714,22.52419,99.7668,99.68245,22.39457
1964-05,101.4439,101.6328,100.6653,100.5861,5.754911,22.64433,99.75704,99.67068,22.49467
1964-06,101.6835,101.6979,100.7434,100.6549,5.874327,22.76328,99.72952,99.63753,22.59531
1964-07,101.9938,101.7477,100.8086,100.7123,6.009067,22.87999,99.68147,99.57963,22.69646
1964-08,102.1509,101.7552,100.8521,100.7506,6.120838,22.99235,99.61155,99.49539,22.79808
1964-09,102.1139,101.7433,100.8952,100.7886,6.205688,23.10514,99.52745,99.39407,22.90014
1964-10,101.9592,101.7474,100.9437,100.8313,6.274049,23.21966,99.45483,99.30657,23.00258
1964-11,101.9168,101.7977,101.0143,100.8936,6.348899,23.33975,99.42294,99.26814,23.10538
1964-12,101.9346,101.885,101.0986,100.9678,6.406624,23.46346,99.44956,99.30022,23.20848
1965-01,101.9705,101.9998,101.1731,101.0334,6.41036,23.5853,99.52314,99.38887,23.31184
1965-02,102.111,102.1352,101.217,101.0721,6.363686,23.70039,99.62195,99.50792,23.41541
1965-03,102.2172,102.2615,101.2181,101.073,6.26066,23.80562,99.72964,99.63766,23.51914
1965-04,102.0341,102.3362,101.1724,101.0328,6.107911,23.89994,99.84872,99.78114,23.62297
1965-05,101.7213,102.3226,101.0989,100.9681,5.932043,23.9876,99.99168,99.9534,23.72686
1965-06,101.3765,102.2604,101.0308,100.9081,5.768584,24.0764,100.1712,100.1696,23.83075
1965-07,101.1896,102.1937,101.0064,100.8866,5.662008,24.17546,100.3883,100.4313,23.93458
1965-08,101.196,102.1481,101.0457,100.9212,5.642359,24.28966,100.638,100.732,24.03829
1965-09,101.3273,102.112,101.1555,101.018,5.69422,24.4208,100.9104,101.0604,24.14183
1965-10,101.4051,102.0607,101.3237,101.1661,5.798609,24.56607,101.1916,101.3991,24.24514
1965-11,101.6686,101.9712,101.5228,101.3415,5.909228,24.71895,101.4632,101.7263,24.34816
1965-12,102.1511,101.8519,101.7132,101.5092,5.993537,24.86975,101.7025,102.0147,24.45085
1966-01,102.5991,101.7089,101.8474,101.6275,6.026813,25.00674,101.8831,102.2322,24.55314
1966-02,102.7619,101.5407,101.8782,101.6545,5.981621,25.11806,101.9809,102.3501,24.65499
1966-03,102.6258,101.3578,101.7797,101.5678,5.844503,25.19694,101.9853,102.3554,24.75636
1966-04,102.1833,101.1673,101.5547,101.3696,5.622228,25.24365,101.9152,102.271,24.85719
1966-05,101.6146,100.9719,101.2287,101.0824,5.321583,25.26412,101.8006,102.1328,24.95747
1966-06,101.3889,100.7772,100.8643,100.7614,4.972959,25.27371,101.6695,101.9749,25.05714
1966-07,101.3556,100.5944,100.4918,100.4332,4.568473,25.2799,101.5387,101.8174,25.15619
1966-08,101.2659,100.4436,100.1311,100.1155,4.108911,25.2877,101.4162,101.6697,25.25459
1966-09,101.1009,100.3437,99.78712,99.81245,3.593439,25.29835,101.3032,101.5336,25.35232
1966-10,100.7531,100.3399,99.45448,99.51942,3.030362,25.31051,101.197,101.4056,25.44934
1966-11,100.2358,100.4791,99.14673,99.2483,2.462639,25.32768,101.0918,101.2789,25.54566
1966-12,99.69072,100.6909,98.88471,99.01749,1.952254,25.35527,100.9799,101.144,25.64124
1967-01,99.10913,100.895,98.69377,98.84928,1.572272,25.39992,100.8527,100.9908,25.73609
1967-02,98.58179,101.0377,98.59209,98.7597,1.387304,25.46652,100.7043,100.812,25.83018
1967-03,98.13021,101.1353,98.61079,98.77618,1.45433,25.56339,100.5357,100.6089,25.92352
1967-04,97.89305,101.2084,98.7535,98.90189,1.775283,25.6918,100.3615,100.3989,26.01609
1967-05,98.05486,101.2611,99.00658,99.12485,2.313176,25.84853,100.2007,100.2052,26.10789
1967-06,98.51493,101.2844,99.32216,99.40285,2.958062,26.02133,100.07,100.0478,26.19891
1967-07,99.11195,101.2511,99.65998,99.70045,3.638747,26.19978,99.97501,99.9333,26.28916
1967-08,99.68676,101.1389,99.98534,99.98707,4.298779,26.37477,99.9179,99.86449,26.37863
1967-09,100.0991,101.0108,100.2652,100.2336,4.898245,26.53752,99.90248,99.84592,26.46732
1967-10,100.2666,100.9527,100.4875,100.4294,5.429175,26.68467,99.93669,99.88713,26.55522
1967-11,100.3661,101.0259,100.6476,100.5705,5.871794,26.81487,100.0287,99.998,26.64233
1967-12,100.4843,101.15,100.7474,100.6584,6.204409,26.92842,100.1797,100.1799,26.72865
1968-01,100.5415,101.2141,100.7835,100.6902,6.395113,27.02427,100.3725,100.4123,26.81417
1968-02,100.4907,101.1352,100.787,100.6932,6.455741,27.11057,100.5817,100.6643,26.89889
1968-03,100.4886,100.9788,100.7784,100.6857,6.37417,27.19284,100.7808,100.9042,26.9828
1968-04,100.5819,100.8323,100.7702,100.6785,6.159889,27.27438,100.9483,101.106,27.06591
1968-05,100.4373,100.7563,100.77,100.6783,5.836834,27.35726,101.0683,101.2505,27.14821
1968-06,100.2028,100.7266,100.7927,100.6983,5.473391,27.44558,101.1331,101.3286,27.22972
1968-07,100.0381,100.7096,100.8528,100.7512,5.128084,27.54332,101.1499,101.3488,27.31042
1968-08,99.94068,100.6926,100.9621,100.8475,4.849737,27.65387,101.1332,101.3287,27.39035
1968-09,100.0461,100.7005,101.1207,100.9872,4.671945,27.77734,101.1014,101.2905,27.4695
1968-10,100.4077,100.7826,101.2789,101.1266,4.555195,27.90021,101.0762,101.26,27.5479
1968-11,100.6863,100.9756,101.3782,101.2141,4.443097,28.00628,101.0744,101.2579,27.62556
1968-12,100.698,101.1908,101.3974,101.231,4.312232,28.08963,101.1014,101.2905,27.70251
1969-01,100.6587,101.2994,101.3413,101.1816,4.170664,28.15136,101.1419,101.3392,27.77877
1969-02,100.717,101.1942,101.2183,101.0732,3.995299,28.19372,101.172,101.3755,27.85437
1969-03,100.7216,100.9589,101.0386,100.9149,3.775157,28.21941,101.1721,101.3756,27.92934
1969-04,100.6397,100.6871,100.8038,100.7081,3.499285,28.22879,101.1382,101.3348,28.0037
1969-05,100.5754,100.4316,100.5196,100.4577,3.166052,28.22341,101.0728,101.256,28.07751
1969-06,100.4198,100.1898,100.2322,100.2046,2.807738,28.21618,100.9768,101.1403,28.1508
1969-07,100.2561,99.94199,99.97797,99.98058,2.447316,28.21739,100.8445,100.9809,28.22361
1969-08,100.2428,99.67466,99.76633,99.79414,2.082896,28.22987,100.6685,100.7689,28.29599
1969-09,100.2312,99.41109,99.574,99.6247,1.69134,28.24715,100.4463,100.5011,28.368
1969-10,100.1653,99.19237,99.3656,99.44112,1.286898,28.25925,100.1908,100.1933,28.43967
1969-11,99.93482,99.05489,99.12116,99.22578,0.9077395,28.26051,99.92139,99.8687,28.51108
1969-12,99.55407,98.96297,98.83633,98.97487,0.5697012,28.24966,99.65681,99.54992,28.58226
1970-01,99.07458,98.87803,98.5196,98.69584,0.2761321,28.2291,99.41026,99.25287,28.65328
1970-02,98.69295,98.78217,98.20595,98.41954,0.05373425,28.20887,99.1906,98.98821,28.7242
1970-03,98.48018,98.69478,97.92615,98.17304,-0.07627931,28.19789,99.00248,98.76155,28.79505
1970-04,98.4678,98.65315,97.70676,97.97977,-0.08803197,28.20394,98.84469,98.57144,28.86591
1970-05,98.74701,98.68452,97.57742,97.86584,0.04388633,28.23579,98.71199,98.41157,28.93681
1970-06,99.04905,98.73243,97.52965,97.82376,0.2659252,28.29121,98.59481,98.27038,29.0078
1970-07,98.96623,98.71927,97.53367,97.8273,0.5115833,28.36175,98.47713,98.12859,29.07893
1970-08,98.53632,98.59236,97.58055,97.8686,0.7619135,28.44496,98.34856,97.97368,29.15024
1970-09,97.96176,98.43103,97.68865,97.96383,1.059179,28.54634,98.21619,97.81419,29.22175
1970-10,97.53937,98.35149,97.89076,98.14188,1.473476,28.67565,98.11723,97.69496,29.29352
1970-11,97.50755,98.44609,98.2254,98.43668,2.066228,28.84443,98.0932,97.66602,29.36555
1970-12,98.08218,98.64082,98.68398,98.84064,2.834808,29.05048,98.16218,97.74912,29.43789
1971-01,98.87474,98.84412,99.18299,99.28025,3.685362,29.26944,98.29839,97.91324,29.51055
1971-02,99.61333,98.99556,99.62858,99.67278,4.483616,29.47365,98.45208,98.09841,29.58353
1971-03,99.91849,99.10591,99.96148,99.96605,5.133478,29.64542,98.57714,98.24909,29.65684
1971-04,100.133,99.19538,100.178,100.1568,5.600174,29.78341,98.6575,98.34591,29.73049
1971-05,100.1986,99.27296,100.2888,100.2544,5.860479,29.89055,98.69445,98.39043,29.80449
1971-06,100.1913,99.3366,100.3268,100.2879,5.956801,29.97646,98.69696,98.39346,29.87881
1971-07,100.1878,99.37681,100.3344,100.2946,5.965403,30.05364,98.67496,98.36695,29.95347
1971-08,100.1819,99.3941,100.3571,100.3146,5.943829,30.13568,98.64057,98.32552,30.02844
1971-09,100.2242,99.43993,100.4422,100.3896,5.921967,30.23684,98.61105,98.28994,30.10372
1971-10,100.2466,99.59514,100.6243,100.55,5.900658,30.3677,98.61254,98.29175,30.17928
1971-11,100.3603,99.91987,100.9173,100.808,5.852738,30.53262,98.67223,98.36366,30.25511
1971-12,100.8113,100.2941,101.3015,101.1465,5.767383,30.72593,98.8082,98.52747,30.33117
1972-01,101.2523,100.5539,101.7038,101.5009,5.658039,30.92552,99.01515,98.77682,30.40745
1972-02,101.4973,100.5788,102.0625,101.817,5.56086,31.11263,99.27555,99.09056,30.48389
1972-03,101.5345,100.4928,102.3425,102.0636,5.501497,31.27636,99.5655,99.43991,30.56047
1972-04,101.5088,100.4602,102.5481,102.2447,5.487596,31.4178,99.85664,99.79068,30.63714
1972-05,101.5032,100.5924,102.7054,102.3833,5.534365,31.5448,100.125,100.114,30.71386
1972-06,101.4503,100.8009,102.8443,102.5057,5.637469,31.66637,100.3599,100.397,30.79059
1972-07,101.6156,100.947,103.0019,102.6445,5.790483,31.79389,100.5742,100.6552,30.86728
1972-08,102.0134,100.9152,103.2022,102.821,5.970017,31.93479,100.7916,100.9172,30.94389
1972-09,102.5833,100.7491,103.4236,103.0159,6.103604,32.08238,101.0352,101.2107,31.02038
1972-10,103.1554,100.4908,103.6301,103.1979,6.117891,32.22556,101.3156,101.5485,31.09671
1972-11,103.6538,100.155,103.7935,103.3418,5.969912,32.3554,101.6321,101.9298,31.17285
1972-12,103.956,99.79481,103.8769,103.4153,5.644416,32.46023,101.9707,102.3378,31.24875
1973-01,104.0539,99.46233,103.8552,103.3962,5.194746,32.53202,102.2997,102.7342,31.3244
1973-02,103.888,99.19264,103.7174,103.2748,4.674569,32.56702,102.5806,103.0727,31.39975
1973-03,103.6131,98.96061,103.4602,103.0482,4.116639,32.5639,102.7792,103.3119,31.4748
1973-04,103.196,98.74139,103.1016,102.7323,3.533831,32.52806,102.8809,103.4344,31.54953
1973-05,102.6906,98.53315,102.6813,102.362,2.938866,32.47186,102.8843,103.4385,31.62394
1973-06,102.2225,98.36711,102.251,101.983,2.353205,32.41155,102.8016,103.3389,31.69802
1973-07,101.8358,98.30225,101.8565,101.6354,1.785713,32.36164,102.6661,103.1756,31.7718
1973-08,102.0065,98.37782,101.5322,101.3498,1.247698,32.33324,102.5122,102.9902,31.8453
1973-09,102.3925,98.46473,101.2826,101.1299,0.765391,32.32793,102.3604,102.8073,31.91855
1973-10,102.7763,98.38214,101.0843,100.9552,0.3503548,32.33846,102.2031,102.6178,31.99157
1973-11,102.8616,98.00268,100.8875,100.7818,-0.01980539,32.34899,102.0213,102.3987,32.06442
