country,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
1989-01,,,99.98452,99.98463,,,,,
1989-02,,,100.219,100.1466,,,,,
1989-03,,,100.4509,100.3068,,,,,
1989-04,,,100.6231,100.4257,,,,,
1989-05,,,100.6826,100.4668,,,,,
1989-06,,,100.6279,100.429,,,,,
1989-07,,,100.4712,100.3208,,,,,
1989-08,,,100.24,100.1611,,,,,
1989-09,,,99.95484,99.96413,,,,,
1989-10,,,99.64727,99.75166,,,,,
1989-11,,,99.3567,99.55094,,,,,
1989-12,,,99.11624,99.38484,,,,,
1990-01,,,98.96105,99.27764,,,,,
1990-02,,,98.91828,99.24809,,,,,
1990-03,,,98.97607,99.28802,,,,,
1990-04,,,99.10566,99.37753,,,,,
1990-05,,,99.26557,99.488,,,,,
1990-06,,,99.41511,99.59129,,,,,
1990-07,,,99.51993,99.6637,,,,,
1990-08,,,99.55515,99.68803,,,,,
1990-09,,,99.55229,99.68605,,,,,
1990-10,,,99.5561,99.68868,,,,,
1990-11,,,99.60469,99.72225,,,,,
1990-12,,,99.69332,99.78347,,,,,
1991-01,,,99.80598,99.86129,,,,,
1991-02,,,99.91822,99.93883,,,,,
1991-03,,,99.99813,99.99403,,,,,
1991-04,,,100.0095,100.0019,,,,,
1991-05,,,99.91279,99.93507,,,,,
1991-06,,,99.70406,99.79089,,,,,
1991-07,,,99.38841,99.57285,,,,,
1991-08,,,98.98241,99.29239,,,,,
1991-09,,,98.55442,98.99675,,,,,
1991-10,,,98.18205,98.73952,,,,,
1991-11,,,97.92756,98.56373,,,,,
1991-12,,,97.79955,98.4753,,,,,
1992-01,,,97.79585,98.47274,,,,,
1992-02,,,97.89861,98.54372,,,,,
1992-03,,,98.05653,98.65282,,,,,
1992-04,,,98.21812,98.76444,,,,,
1992-05,,,98.34563,98.85252,,,,,
1992-06,,,98.44734,98.92278,,,,,
1992-07,,,98.54205,98.9882,,,,,
1992-08,,,98.65904,99.06902,,,,,
1992-09,,,98.81058,99.17369,,,,,
1992-10,,,99.00307,99.30666,,,,,
1992-11,,,99.23465,99.46663,,,,,
1992-12,,,99.47355,99.63166,,,,,
1993-01,,,99.68309,99.77641,,,,,
1993-02,,,99.83868,99.88389,,,,,
1993-03,,,99.93161,99.94807,,,,,
1993-04,,,99.96618,99.97195,,,,,
1993-05,,,99.9561,99.965,,,,,
1993-06,,,99.9231,99.9422,,,,,
1993-07,,,99.89225,99.92089,,,,,
1993-08,,,99.88744,99.91757,,,,,
1993-09,,,99.92267,99.9419,,,,,
1993-10,,,100.0091,100.0016,,,,,
1993-11,,,100.1522,100.1005,,,,,
1993-12,,,100.3303,100.2235,,,,,
1994-01,,,100.5199,100.3544,,,,,
1994-02,,,100.7005,100.4792,,,,,
1994-03,,,100.8643,100.5923,,,,,
1994-04,,,101.0045,100.6892,,,,,
1994-05,,,101.1193,100.7685,,,,,
1994-06,,97.46603,101.2266,100.8426,,,,,
1994-07,,98.37567,101.3332,100.9163,,,,,
1994-08,,99.1647,101.427,100.981,,,,,
1994-09,,99.64986,101.479,101.017,,,,,
1994-10,,99.9707,101.456,101.0011,,,,,
1994-11,,100.2144,101.3331,100.9162,,,,,
1994-12,,100.3808,101.1081,100.7607,,,,,
1995-01,,100.4264,100.7865,100.5386,,,,,
1995-02,,100.2391,100.3813,100.2587,,,,,
1995-03,,99.80183,99.93528,99.95061,,,,,
1995-04,101.6585,99.34212,99.49165,99.64416,,,,,
1995-05,100.0462,99.01499,99.0839,99.3625,,,,,
1995-06,98.54008,98.76072,98.74487,99.1283,,,,,
1995-07,97.37688,98.55978,98.50623,98.96346,,,,,
1995-08,97.01318,98.45256,98.37783,98.87476,,,,,
1995-09,96.94962,98.42111,98.34824,98.85432,,,,,
1995-10,97.03362,98.42494,98.39588,98.88723,,,,,
1995-11,97.30093,98.46507,98.49989,98.95908,,,,,
1995-12,97.65269,98.57285,98.65804,99.06832,,,,,
1996-01,97.98077,98.76453,98.86068,99.20831,,,,,
1996-02,98.24279,98.97752,99.09235,99.36833,,59.6087,98.39449,97.71526,60.15469
1996-03,98.49254,99.14165,99.33231,99.5341,,59.84477,98.72821,98.15509,60.24704
1996-04,98.78874,99.16958,99.56615,99.69563,,60.07773,99.07702,98.61482,60.33951
1996-05,99.15014,99.10926,99.77866,99.84242,,60.29834,99.45198,99.10902,60.4321
1996-06,99.53245,99.08022,99.95886,99.9669,,60.49987,99.84399,99.62568,60.52478
1996-07,99.84254,99.09756,100.1008,100.065,,60.67863,100.2038,100.0999,60.61751
1996-08,99.96593,99.1558,100.2027,100.1353,,60.83329,100.4752,100.4576,60.71026
1996-09,100.0029,99.23545,100.2927,100.1975,,60.98099,100.6313,100.6633,60.80299
1996-10,100.0257,99.36359,100.3965,100.2692,,61.13715,100.6864,100.736,60.89569
1996-11,100.127,99.50059,100.5265,100.359,,61.30939,100.6883,100.7385,60.98832
1996-12,100.2601,99.61111,100.6738,100.4607,,61.4924,100.6865,100.7361,61.08086
1997-01,100.3602,99.70345,100.8204,100.562,,61.67518,100.7047,100.7601,61.17331
1997-02,100.3984,99.75924,100.9368,100.6425,3.74257,61.8396,100.7506,100.8206,61.26564
1997-03,100.3849,99.80386,101.0149,100.6964,3.568888,61.98056,100.8242,100.9176,61.35783
1997-04,100.3128,99.73232,101.0448,100.7171,3.352652,62.09193,100.924,101.0491,61.44989
1997-05,100.1382,99.50436,101.0135,100.6954,3.096592,62.16553,101.0458,101.2096,61.54179
1997-06,99.93734,99.29746,100.9224,100.6325,2.813562,62.20208,101.1798,101.3862,61.63356
1997-07,99.7739,99.15719,100.7718,100.5285,2.509833,62.20157,101.3056,101.5521,61.72517
1997-08,99.67793,98.94901,100.5636,100.3846,2.189166,62.16503,101.3975,101.6732,61.81666
1997-09,99.5703,98.67425,100.2943,100.1986,1.818962,62.09021,101.4296,101.7155,61.90802
1997-10,99.30745,98.47627,99.96184,99.96896,1.371471,61.97563,101.3842,101.6556,61.99929
1997-11,98.75484,98.3746,99.57686,99.70302,0.8455096,61.82777,101.2555,101.486,62.0905
1997-12,98.10108,98.32649,99.19689,99.44055,0.3088253,61.68231,101.0591,101.2272,62.1817
1998-01,97.60805,98.41187,98.89624,99.23286,-0.1452687,61.58559,100.847,100.9477,62.27293
1998-02,97.56474,98.53487,98.72594,99.11523,-0.4364387,61.56971,100.6773,100.724,62.36427
1998-03,97.75598,98.41491,98.65559,99.06664,-0.5880312,61.6161,100.5856,100.6032,62.45576
1998-04,98.00077,98.12941,98.61969,99.04183,-0.6567553,61.68413,100.5542,100.5617,62.54748
1998-05,98.16595,98.02959,98.5477,98.9921,-0.7009559,61.72978,100.5398,100.5428,62.63949
1998-06,98.19453,98.2979,98.39537,98.88688,-0.7665789,61.72525,100.4975,100.487,62.73186
1998-07,98.00891,98.79775,98.14272,98.71236,-0.8741577,61.65783,100.4027,100.362,62.82465
1998-08,97.48214,99.27391,97.80509,98.47913,-1.010334,61.53696,100.2474,100.1573,62.91795
1998-09,96.77731,99.53079,97.4508,98.23439,-1.10273,61.40553,100.0399,99.88393,63.01183
1998-10,96.19138,99.47205,97.18049,98.04767,-1.046471,61.32708,99.80894,99.57949,63.10637
1998-11,96.22834,99.07263,97.06759,97.96968,-0.7754646,61.34832,99.5882,99.28855,63.20165
1998-12,96.44379,98.50407,97.11921,98.00534,-0.3372548,61.47429,99.40353,99.04515,63.29776
1999-01,96.65421,98.04547,97.31454,98.14027,0.1733285,61.69233,99.25905,98.85474,63.39477
1999-02,96.82396,97.56197,97.62833,98.35703,0.6776213,61.98691,99.14839,98.70889,63.49276
1999-03,97.0256,97.08101,98.04434,98.64439,1.188058,62.34814,99.06264,98.59586,63.59177
1999-04,97.35551,96.9484,98.5271,98.97787,1.734055,62.75377,98.99578,98.50775,63.69189
1999-05,97.93707,97.21952,99.02574,99.32233,2.335769,63.17165,98.94673,98.4431,63.79316
1999-06,98.60786,97.80244,99.47641,99.63364,2.97418,63.56107,98.91986,98.40768,63.89562
1999-07,99.20877,98.29668,99.8428,99.88673,3.634392,63.89872,98.92429,98.41351,63.99932
1999-08,99.57904,98.49982,100.1129,100.0733,4.28958,64.17664,98.9702,98.47403,64.10429
1999-09,99.80898,98.4956,100.3089,100.2087,4.89109,64.40892,99.06294,98.59626,64.21056
