country,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP
1972-03,102.3112,,,,,,99.46734,98.96507,36.42096
1972-04,102.7677,,,,,,99.61947,99.16697,36.601
1972-05,103.1748,,,,,,99.77818,99.3776,36.78103
1972-06,103.5367,,,,,,99.9399,99.59225,36.96096
1972-07,103.8126,,,,,,100.1013,99.8064,37.14066
1972-08,103.9772,,,,,,100.2593,100.0161,37.32003
1972-09,104.2383,,,,,,100.4116,100.2183,37.49895
1972-10,104.5201,,,,,,100.5571,100.4114,37.67731
1972-11,104.7654,,,,,,100.6952,100.5947,37.85498
1972-12,104.9365,,,,,,100.8261,100.7684,38.03186
1973-01,105.1215,,,,,,100.9506,100.9336,38.20781
1973-02,105.2226,,,,,,101.0697,101.0918,38.38273
1973-03,105.2647,,,,,,101.1848,101.2445,38.55649
1973-04,105.2941,,,,,,101.297,101.3934,38.72898
1973-05,105.3364,,,,,,101.4076,101.5401,38.9001
1973-06,105.4376,,,,,,101.5175,101.686,39.06972
1973-07,105.5513,,,,,,101.6277,101.8322,39.23774
1973-08,105.6488,,,,,,101.7385,101.9794,39.40405
1973-09,105.8172,,,,,,101.8498,102.127,39.56856
1973-10,106.091,,,,,,101.96,102.2733,39.73117
1973-11,106.284,,,,,,102.0666,102.4147,39.89179
1973-12,106.209,,,,,,102.1656,102.5462,40.05033
1974-01,105.8366,,,,,,102.2518,102.6606,40.20673
1974-02,105.3711,,,,,,102.319,102.7498,40.36089
1974-03,104.8467,,,,,,102.3609,102.8054,40.51278
1974-04,104.2412,,,,,,102.3718,102.8199,40.66231
1974-05,103.5772,,,,,,102.347,102.7869,40.80946
1974-06,102.8229,,,,,,102.2827,102.7016,40.95417
1974-07,101.9921,,,,,,102.1774,102.5618,41.09644
1974-08,101.1234,,,,,,102.0313,102.3679,41.23623
1974-09,100.1943,,,,,,101.8465,102.1227,41.37353
1974-10,99.42649,,,,,,101.6283,101.8331,41.50835
1974-11,98.73448,,,,,,101.3837,101.5085,41.64069
1974-12,98.14108,,,,,,101.1218,101.1609,41.77057
1975-01,97.69405,,,,,,100.8535,100.8048,41.89799
1975-02,97.28422,,,,,,100.5902,100.4553,42.023
1975-03,96.95151,,,,,,100.3424,100.1264,42.14562
1975-04,96.80139,,,,,,100.1185,99.8293,42.26588
1975-05,96.8442,,,,,,99.9249,99.57235,42.3838
1975-06,96.93379,,,,,,99.76584,99.36124,42.49942
1975-07,96.9362,,,,,,99.64297,99.19817,42.61277
1975-08,96.92196,,,,,,99.55632,99.08316,42.72388
1975-09,96.95228,,,,,,99.50475,99.01472,42.83277
1975-10,97.23424,,,,,,99.48599,98.98982,42.93947
1975-11,97.66753,,,,,,99.49715,99.00462,43.04399
1975-12,98.05596,,,,,,99.53477,99.05457,43.14636
1976-01,98.37891,,,,,,99.59464,99.13402,43.24659
1976-02,98.75539,,,,,,99.67213,99.23686,43.34468
1976-03,99.26204,,,,,,99.76244,99.35673,43.44066
1976-04,99.90903,,,,,,99.86057,99.48696,43.53453
1976-05,100.4859,,,,,,99.96172,99.62121,43.6263
1976-06,100.7604,,,,,,100.0617,99.75394,43.71596
1976-07,100.7473,,,,,,100.1575,99.88099,43.80354
1976-08,100.5045,,,,,,100.2466,99.99931,43.88902
1976-09,100.2162,,,,,,100.3277,100.1069,43.97242
1976-10,100.1547,,,,,,100.4,100.2029,44.05375
1976-11,100.1924,,,,,,100.4635,100.2872,44.133
1976-12,100.3572,,,,,,100.5181,100.3596,44.21019
1977-01,100.4421,,,,,,100.5637,100.4202,44.28534
1977-02,100.4751,,,,,,100.6007,100.4693,44.35843
1977-03,100.4227,,,,,,100.6298,100.5079,44.4295
1977-04,99.87482,,,,,,100.6531,100.5388,44.49855
1977-05,99.01353,,,,,,100.673,100.5653,44.56561
1977-06,98.17436,,,,,,100.6925,100.5911,44.6307
1977-07,97.65017,,,,,,100.7141,100.6198,44.69382
1977-08,97.4026,,,,,,100.74,100.6541,44.75502
1977-09,97.30434,,,,,,100.7706,100.6947,44.81432
1977-10,96.89333,,,,,,100.8044,100.7396,44.87175
1977-11,96.1053,,,,,,100.8385,100.7849,44.92733
1977-12,95.26198,,,,,,100.8689,100.8252,44.9811
1978-01,94.59031,,,,,,100.8911,100.8547,45.0331
1978-02,94.64294,,,,,,100.9009,100.8677,45.08337
1978-03,94.92582,,,,,,100.8949,100.8597,45.13194
1978-04,95.32571,,,,,,100.8714,100.8285,45.17887
1978-05,95.89785,,,,,,100.8301,100.7737,45.22422
1978-06,96.53648,,,,,,100.7721,100.6967,45.26802
1978-07,97.03714,,,,,,100.7,100.6011,45.31034
1978-08,97.44473,,,,,,100.6174,100.4914,45.35125
1978-09,97.76438,,,,,,100.5282,100.373,45.3908
1978-10,98.04722,,,,,,100.4365,100.2513,45.42906
1978-11,98.21169,,,,,,100.3465,100.1319,45.4661
1978-12,98.18361,,,,,,100.2621,100.0199,45.50198
1979-01,98.15466,,,,,,100.1871,99.92035,45.53679
1979-02,98.18748,,,,,,100.1247,99.83746,45.57057
1979-03,98.31514,,,,,,100.0771,99.77439,45.60341
1979-04,98.50834,,,,,,100.0456,99.7326,45.63537
1979-05,98.54771,,,,,,100.0305,99.71245,45.66652
1979-06,98.25353,,,,,,100.0313,99.71357,45.69692
1979-07,97.65784,,,,,,100.0474,99.7349,45.72665
1979-08,97.08715,,,,,,100.0775,99.77489,45.75577
1979-09,96.84177,,,,,,100.1201,99.83136,45.78433
1979-10,96.70937,,,,,,100.1727,99.90118,45.81241
1979-11,96.63312,,,,,,100.2323,99.98028,45.84007
1979-12,96.56225,,,,,,100.2948,100.0633,45.86736
1980-01,96.52828,,,,,,100.3552,100.1434,45.89436
1980-02,96.43396,,,,,,100.408,100.2135,45.92112
1980-03,96.22816,,,,,,100.4483,100.267,45.9477
1980-04,95.92974,,,,,,100.473,100.2998,45.97418
1980-05,95.69242,,,,,,100.4808,100.3102,46.00061
1980-06,95.60973,,,,,,100.4722,100.2987,46.02706
1980-07,95.74094,,,,,,100.4502,100.2695,46.05361
1980-08,95.98226,,,,,,100.4182,100.2271,46.08032
1980-09,96.00614,,,,,,100.3786,100.1745,46.10727
1980-10,95.86575,,,,,,100.3307,100.1109,46.13453
1980-11,95.75964,,,,,,100.2729,100.0342,46.16217
1980-12,95.67873,,,,,,100.2051,99.94419,46.19026
1981-01,95.58299,,,,,,100.1306,99.84539,46.21888
1981-02,95.48222,,,,,,100.0548,99.74477,46.24811
1981-03,95.39089,,,,,,99.98306,99.64952,46.27802
1981-04,95.42895,,,,,,99.91926,99.56485,46.30868
1981-05,95.56065,,,,,,99.86581,99.49392,46.34016
1981-06,95.83849,,,,,,99.82334,99.43755,46.37255
1981-07,96.201,,,,,,99.7904,99.39383,46.4059
1981-08,96.54732,,,,,,99.76489,99.35998,46.44028
1981-09,96.79759,,,,,,99.74541,99.33413,46.47575
1981-10,96.89909,,,,,,99.73242,99.31688,46.51239
1981-11,96.85784,,,,,,99.72729,99.31007,46.55025
1981-12,96.91911,,,,,,99.73132,99.31541,46.58939
1982-01,97.11523,,,,,,99.74454,99.33296,46.62987
1982-02,97.41577,,,,,,99.76623,99.36176,46.67175
1982-03,97.74296,,,,,,99.7953,99.40033,46.71507
1982-04,97.95296,,,,,,99.83041,99.44694,46.75988
1982-05,98.00214,,,,,,99.87003,99.49952,46.80624
1982-06,97.73707,,,,,,99.91215,99.55541,46.8542
1982-07,97.40922,,,,,,99.95403,99.611,46.90379
1982-08,97.16466,,,,,,99.99297,99.66267,46.95507
1982-09,97.09003,,,,,,100.0269,99.7077,47.00806
1982-10,96.96367,,,,,,100.0551,99.74514,47.06283
1982-11,97.03513,,,,,,100.0778,99.77529,47.11941
1982-12,97.16469,,,,,,100.0958,99.7991,47.17784
1983-01,97.38631,,,,,,100.1098,99.81776,47.23816
1983-02,97.63712,,,,,,100.1207,99.83222,47.30042
1983-03,97.67669,,,,,,100.1288,99.84295,47.36465
1983-04,97.47061,,,,,,100.1337,99.84949,47.4309
1983-05,97.15096,,,,,,100.1351,99.85134,47.49921
1983-06,97.08135,,,,,,100.1332,99.84882,47.56961
1983-07,97.18988,,,,,,100.1295,99.84393,47.64216
1983-08,97.39111,,,,,,100.1258,99.83893,47.71688
1983-09,97.61848,,,,,,100.1227,99.83491,47.79383
1983-10,97.76415,,,,,,100.1193,99.83032,47.87304
1983-11,97.80393,,,,,,100.1129,99.8218,47.95454
1983-12,97.79263,,,,,,100.1002,99.80496,48.03838
1984-01,97.75383,,,,,,100.0777,99.77514,48.1246
1984-02,97.76159,,,,,,100.043,99.72913,48.21324
1984-03,97.62688,,,,,,99.99622,99.667,48.30434
1984-04,97.59467,,,,,,99.94125,99.59403,48.39793
1984-05,97.77376,,,,,,99.88351,99.5174,48.49405
1984-06,98.02804,,,,,,99.8274,99.44294,48.59275
1984-07,98.14985,,,,,,99.77384,99.37186,48.69407
1984-08,98.09904,,,,,,99.72207,99.30315,48.79803
1984-09,98.02218,,,,,,99.67129,99.23574,48.90467
1984-10,97.95087,,,,,,99.62222,99.17062,49.01403
1984-11,97.8082,,,,,,99.57598,99.10925,49.12612
1984-12,97.69144,,,,,,99.53277,99.0519,49.24099
1985-01,97.52143,,95.64191,98.21153,,47.20754,99.49055,98.99587,49.35864
1985-02,97.37065,,95.48136,98.14558,,47.24332,99.4472,98.93834,49.4791
1985-03,97.42188,,95.3567,98.09438,,47.29921,99.4025,98.87901,49.60239
1985-04,97.55505,,95.2715,98.05938,,47.37712,99.36016,98.82281,49.72853
1985-05,97.64848,,95.23215,98.04321,,47.48039,99.32538,98.77666,49.85752
1985-06,97.65714,,95.24702,98.04932,,47.61339,99.30241,98.74616,49.98938
1985-07,97.73067,,95.30434,98.07287,,47.77044,99.29189,98.73222,50.1241
1985-08,97.99327,,95.38578,98.10632,,47.94249,99.29213,98.73253,50.26168
1985-09,98.2587,,95.48479,98.147,,48.12635,99.29996,98.74293,50.40211
1985-10,98.47253,,95.59306,98.19147,,48.31788,99.31158,98.75835,50.54539
1985-11,98.6582,,95.6982,98.23466,,48.51084,99.32349,98.77415,50.69148
1985-12,98.84409,,95.80415,98.27818,,48.70719,99.33336,98.78725,50.84038
1986-01,98.87791,,95.92975,98.32977,3.620187,48.91655,99.3409,98.79725,50.99205
1986-02,98.80462,,96.1244,98.40974,4.065985,49.16423,99.3455,98.80336,51.14646
1986-03,98.76223,,96.42553,98.53343,4.588958,49.46975,99.34394,98.8013,51.30358
1986-04,98.70257,,96.82692,98.69832,5.178168,49.83038,99.32808,98.78024,51.46336
1986-05,98.64517,,97.3103,98.89688,5.806153,50.23717,99.29007,98.7298,51.62575
1986-06,98.66645,101.5064,97.82864,99.1098,6.411524,50.66613,99.22781,98.64717,51.7907
1986-07,98.81615,101.4212,98.22475,99.27251,6.83546,51.03577,99.15043,98.54446,51.95816
1986-08,98.95502,101.3683,98.60365,99.42816,7.212151,51.40018,99.07316,98.44191,52.12807
1986-09,99.1691,101.3708,98.95409,99.57211,7.536414,51.75335,99.01241,98.3613,52.30037
1986-10,99.34883,101.4013,99.26322,99.6991,7.80347,52.08836,98.98086,98.3194,52.47498
1986-11,99.4684,101.4418,99.52147,99.80518,8.016823,52.39987,98.98703,98.3276,52.65182
1986-12,99.54695,101.3592,99.72318,99.88805,8.165905,52.68457,99.0346,98.39074,52.83081
1987-01,99.67001,101.3064,99.88544,99.9547,8.247871,52.95112,99.12092,98.5053,53.01185
1987-02,99.91093,101.2368,100.0227,100.0111,8.22275,53.20688,99.23998,98.66332,53.19482
1987-03,100.2783,101.1463,100.1465,100.062,8.061672,53.45784,99.38476,98.85546,53.37961
1987-04,100.616,101.1116,100.2766,100.1154,7.794221,53.71428,99.5489,99.07332,53.56609
1987-05,100.9407,101.1274,100.4213,100.1748,7.451517,53.98061,99.72635,99.30882,53.75414
1987-06,101.2028,101.2997,100.5868,100.2428,7.09356,54.26017,99.91043,99.55313,53.94361
1987-07,101.3847,101.5765,100.7599,100.3139,6.877448,54.54573,100.0928,99.79522,54.13436
1987-08,101.5135,101.7976,100.9095,100.3753,6.653977,54.82034,100.2646,100.0232,54.32626
1987-09,101.3945,101.9542,101.0213,100.4213,6.420097,55.07597,100.4169,100.2253,54.51914
1987-10,101.1169,101.8734,101.0952,100.4517,6.188998,55.3121,100.5424,100.3919,54.71286
1987-11,101.0457,101.6932,101.1607,100.4785,6.001342,55.54456,100.6364,100.5166,54.90728
1987-12,101.0422,101.6597,101.2586,100.5188,5.905298,55.79575,100.6985,100.599,55.10223
1988-01,101.1061,101.8955,101.4102,100.5811,5.904097,56.0774,100.7351,100.6476,55.29757
1988-02,101.1675,102.2444,101.6056,100.6613,5.97154,56.38415,100.7555,100.6747,55.49317
1988-03,101.2134,102.5723,101.8293,100.7532,6.079085,56.70758,100.7686,100.6921,55.68886
1988-04,101.2686,102.7346,102.056,100.8463,6.179433,57.03351,100.7801,100.7074,55.88451
1988-05,101.2229,102.6273,102.2638,100.9317,6.241005,57.34954,100.7927,100.724,56.07997
1988-06,101.114,102.4039,102.4499,101.0081,6.254337,57.65378,100.8065,100.7424,56.2751
1988-07,100.9409,102.3618,102.6205,101.0782,6.24026,57.94952,100.8197,100.7599,56.46975
1988-08,100.8574,102.4384,102.7738,101.1412,6.229804,58.23553,100.8308,100.7747,56.66377
1988-09,100.9644,102.5066,102.8974,101.1919,6.224901,58.50439,100.8416,100.789,56.85703
1988-10,101.2453,102.5503,102.9943,101.2318,6.229225,58.75762,100.8593,100.8125,57.04939
1988-11,101.4805,102.5653,103.0701,101.2629,6.217526,58.99806,100.8923,100.8563,57.24071
1988-12,101.5372,102.6096,103.1318,101.2883,6.154126,59.2295,100.9448,100.926,57.43085
1989-01,101.5147,102.5998,103.1835,101.3095,6.021388,59.45404,101.0124,101.0157,57.61969
1989-02,101.5822,102.4554,103.3111,101.3619,5.918286,59.72113,101.0858,101.113,57.80708
1989-03,101.6418,102.3937,103.4595,101.4228,5.804462,59.99915,101.1549,101.2048,57.9929
1989-04,101.6836,102.4421,103.6394,101.4967,5.717288,60.29428,101.2131,101.282,58.17701
1989-05,101.6844,102.5626,103.8487,101.5827,5.677192,60.60538,101.2555,101.3383,58.35928
1989-06,101.5654,102.6037,104.0688,101.6731,5.667749,60.92146,101.2791,101.3696,58.53961
1989-07,101.4664,102.4643,104.2764,101.7584,5.659047,61.22892,101.2818,101.3732,58.71788
1989-08,101.294,102.4001,104.4558,101.8321,5.636835,61.51817,101.2636,101.349,58.89398
1989-09,101.1588,102.4679,104.5838,101.8847,5.591015,61.77538,101.2283,101.3023,59.06781
1989-10,101.0405,102.7161,104.6379,101.9069,5.495619,61.98671,101.1855,101.2453,59.23928
1989-11,100.7959,102.9589,104.5986,101.8908,5.325937,62.14026,101.1464,101.1936,59.4083
1989-12,100.5737,103.0972,104.4599,101.8338,5.068896,62.23178,101.1218,101.1608,59.57479
1990-01,100.403,102.907,104.2256,101.7376,4.724586,62.263,101.1177,101.1554,59.73867
1990-02,100.1622,102.6597,103.9321,101.617,4.243138,62.25518,101.1366,101.1805,59.89986
1990-03,99.87657,102.3324,103.6128,101.4858,3.714958,62.2281,101.1776,101.2349,60.0583
1990-04,99.49369,102.1085,103.2936,101.3547,3.155905,62.19711,101.2361,101.3125,60.21391
1990-05,99.1691,102.0726,102.9837,101.2274,2.577965,62.16777,101.3066,101.4062,60.36663
1990-06,99.05712,102.1187,102.6709,101.0989,1.988247,62.13272,101.3856,101.5109,60.51641
1990-07,98.87427,102.0176,102.3354,100.9611,1.389901,62.07994,101.4733,101.6273,60.6632
1990-08,98.60323,101.4023,101.9702,100.8111,0.7913024,62.00497,101.5691,101.7545,60.80695
1990-09,98.44314,100.4699,101.6077,100.6621,0.2461797,61.92746,101.6664,101.8836,60.94763
1990-10,98.23484,100.1853,101.3138,100.5414,-0.1596607,61.88774,101.751,101.9959,61.08521
1990-11,97.95924,100.4022,101.1019,100.4544,-0.3958876,61.89426,101.8074,102.0707,61.21966
1990-12,97.83996,100.621,100.9624,100.3971,-0.4665335,61.94144,101.829,102.0995,61.35098
1991-01,97.58271,100.657,100.895,100.3694,-0.3751364,62.02943,101.8216,102.0897,61.47917
1991-02,97.23476,101.1168,100.9206,100.3799,-0.1345621,62.1714,101.8005,102.0616,61.60425
1991-03,97.01923,101.6242,101.0084,100.416,0.1938497,62.34872,101.7805,102.0351,61.72626
1991-04,96.98524,101.7508,101.1146,100.4596,0.5425132,62.53454,101.771,102.0225,61.84522
1991-05,96.96971,101.8675,101.2262,100.5054,0.8897973,62.72093,101.7743,102.0269,61.96119
1991-06,96.86397,101.7538,101.3141,100.5415,1.218683,62.88992,101.7887,102.046,62.07422
1991-07,97.05212,101.5239,101.3679,100.5637,1.538458,63.03501,101.8105,102.0749,62.18438
1991-08,97.41735,101.3611,101.3828,100.5698,1.851709,63.15312,101.8346,102.1069,62.29173
1991-09,97.53426,101.495,101.3521,100.5572,2.119539,63.24003,101.8554,102.1345,62.39635
1991-10,97.59357,101.3533,101.2429,100.5123,2.241793,63.27514,101.8667,102.1495,62.49836
1991-11,97.65086,100.9761,101.0459,100.4314,2.194514,63.25253,101.8617,102.1429,62.59785
1991-12,97.63065,100.4938,100.7673,100.317,1.993121,63.17601,101.8331,102.1049,62.69493
1992-01,97.73434,100.3465,100.426,100.1767,1.656939,63.05722,101.7728,102.0248,62.78974
1992-02,97.91066,100.2815,100.0255,100.0122,1.169399,62.89843,101.6745,101.8944,62.8824
1992-03,98.00563,100.037,99.57551,99.82738,0.5726645,62.70577,101.5368,101.7116,62.97309
1992-04,97.967,99.7869,99.0945,99.62979,-0.06975421,62.49092,101.365,101.4836,63.06195
1992-05,97.68568,99.40562,98.57743,99.4174,-0.7495345,62.25082,101.1679,101.222,63.14916
1992-06,97.20372,98.84444,98.02631,99.191,-1.43597,61.98684,100.9541,100.9383,63.2349
1992-07,96.784,97.94418,97.44243,98.95116,-2.117997,61.69993,100.7284,100.6387,63.31937
1992-08,96.54648,96.90142,96.84332,98.70506,-2.773878,61.40133,100.4933,100.3267,63.40275
1992-09,96.1901,96.41055,96.25289,98.46252,-3.373883,61.10639,100.2515,100.0058,63.48525
1992-10,95.37832,96.08371,95.70048,98.2356,-3.858012,60.83398,100.0079,99.68254,63.56706
1992-11,94.56067,95.92128,95.21015,98.03418,-4.194,60.59972,99.7693,99.36584,63.64838
1992-12,93.86037,95.88032,94.7869,97.86031,-4.382786,60.40714,99.544,99.06681,63.72942
1993-01,93.46902,96.03702,94.43542,97.71593,-4.436627,60.25961,99.34167,98.79828,63.81038
1993-02,93.60683,96.05888,94.16084,97.60314,-4.352565,60.16074,99.17177,98.57278,63.89146
1993-03,93.75098,96.21719,93.98196,97.52966,-4.118982,60.12293,99.04176,98.40025,63.97285
1993-04,93.8723,96.66994,93.90102,97.49641,-3.749138,60.14805,98.95494,98.28502,64.05473
1993-05,94.05841,96.76633,93.88432,97.48956,-3.270587,60.21485,98.91094,98.22662,64.13728
1993-06,94.24449,96.30046,93.91899,97.50379,-2.69644,60.31541,98.90561,98.21954,64.22067
