country,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPOR_GYSA,LORSGPOR_IXOBSA,LORSGPRT,LORSGPTD
measure,,,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Percentage,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,2010=100,,
time,,,,,,,,,,,
1982-10,,95.91965,97.56026,98.36118,0.312532,53.93453,99.29481,0.1923026,54.7184,98.97816,55.2833
1982-11,,95.86543,97.65384,98.44531,0.3399601,54.05554,99.24514,0.1500064,54.75669,98.92049,55.35424
1982-12,,96.02699,97.81306,98.58122,0.4440802,54.21402,99.22595,0.1530372,54.8151,98.89753,55.42616
1983-01,,96.50339,97.9952,98.73482,0.5906332,54.38647,99.23055,0.2065638,54.88961,98.90179,55.49911
1983-02,,97.13766,98.16952,98.88052,0.7730517,54.55595,99.25056,0.3134394,54.97531,98.92414,55.5732
1983-03,,97.71809,98.33266,99.01437,1.016263,54.72062,99.27997,0.4742149,55.06876,98.95827,55.64847
1983-04,,97.91787,98.46987,99.12385,1.322369,54.8723,99.31632,0.6807426,55.1687,99.00179,55.72496
1983-05,,97.85751,98.58833,99.21486,1.691475,55.01499,99.36036,0.9220749,55.27582,99.05574,55.80274
1983-06,,97.79259,98.70573,99.30231,2.117098,55.15858,99.41481,1.187384,55.39193,99.12329,55.88185
1983-07,,97.76826,98.82652,99.39176,2.554801,55.30563,99.4837,1.467761,55.5195,99.2087,55.96233
1983-08,,97.7627,98.95157,99.48537,2.941342,55.45665,99.56913,1.753018,55.65965,99.31377,56.04424
1983-09,,97.69926,99.07047,99.57563,3.219687,55.60589,99.66808,2.028664,55.81003,99.43417,56.12761
1983-10,,97.70804,99.18509,99.6633,3.3742,55.75439,99.7678,2.272582,55.96191,99.55426,56.21247
1983-11,,97.88784,99.29749,99.74881,3.418373,55.90336,99.85165,2.460652,56.10406,99.65398,56.29887
1983-12,,98.11539,99.38729,99.81569,3.37055,56.04132,99.90465,2.57473,56.22644,99.71558,56.38681
1984-01,,98.24973,99.43523,99.84888,3.256182,56.15739,99.91996,2.614545,56.32472,99.73152,56.47635
1984-02,,98.14297,99.44001,99.84669,3.10646,56.25071,99.89856,2.591335,56.39991,99.70377,56.56748
1984-03,,97.92287,99.41364,99.81824,2.937482,56.32803,99.85143,2.526047,56.45983,99.64626,56.66026
1984-04,,97.70319,99.37021,99.77592,2.779133,56.39727,99.80369,2.452384,56.52166,99.58936,56.75471
1984-05,,97.58533,99.33341,99.73932,2.64822,56.4719,99.78156,2.401597,56.60332,99.56457,56.85087
1984-06,,97.56264,99.31612,99.71964,2.53942,56.55929,99.79939,2.387861,56.71461,99.58885,56.94875
1984-07,,97.77454,99.32314,99.72066,2.452936,56.66224,99.84483,2.391145,56.84706,99.64709,57.04838
1984-08,,98.05458,99.34231,99.73285,2.375289,56.77391,99.89381,2.379536,56.9841,99.71008,57.14978
1984-09,,98.30521,99.34955,99.73743,2.292329,56.88056,99.92364,2.329373,57.11005,99.75038,57.25296
1984-10,,98.44144,99.3407,99.73135,2.197834,56.97978,99.92579,2.246311,57.21899,99.75774,57.35794
1984-11,,98.61834,99.32545,99.72176,2.099614,57.07711,99.90182,2.152916,57.31193,99.73409,57.46474
1984-12,,98.8836,99.31219,99.71476,2.027152,57.17737,99.86105,2.078628,57.39518,99.6905,57.57336
1985-01,99.61008,99.2431,99.29576,99.70678,1.994778,57.2776,99.81994,2.050698,57.47977,99.64624,57.68384
1985-02,99.28442,99.42808,99.26569,99.69545,1.99287,57.37171,99.79569,2.087543,57.57728,99.62137,57.79612
1985-03,99.07127,99.50169,99.24151,99.68613,2.029168,57.47102,99.79983,2.18875,57.69559,99.6293,57.91026
1985-04,99.06278,99.60774,99.23296,99.68497,2.099256,57.5812,99.8305,2.321268,57.83368,99.66807,58.02628
1985-05,99.18951,99.69799,99.23814,99.69063,2.176837,57.70121,99.87889,2.442411,57.98581,99.72761,58.14418
1985-06,99.29141,99.75786,99.24603,99.69552,2.237265,57.82467,99.93368,2.521161,58.14447,99.79491,58.26397
1985-07,99.38722,99.81564,99.25133,99.69749,2.270094,57.94853,99.9841,2.560229,58.30247,99.85754,58.38564
1985-08,99.55165,99.88268,99.25689,99.69985,2.29068,58.07442,100.0207,2.578335,58.45333,99.9045,58.50921
1985-09,99.73624,100.0282,99.27142,99.70934,2.332792,58.20746,100.0365,2.594957,58.59203,99.92729,58.63467
1985-10,99.81332,100.3123,99.29285,99.72405,2.398555,58.34647,100.0289,2.616646,58.71621,99.92206,58.76201
1985-11,99.74583,100.5742,99.31212,99.73692,2.468644,58.48615,99.99946,2.642345,58.82631,99.88973,58.89125
1985-12,99.5519,100.8111,99.33286,99.74953,2.538153,58.62862,99.9549,2.66817,58.92658,99.83769,59.02238
1986-01,99.39319,101.1162,99.36888,99.77096,2.6266,58.78205,99.90959,2.691364,59.02676,99.78255,59.1554
1986-02,99.35195,101.4073,99.42475,99.8026,2.74956,58.94918,99.87861,2.709829,59.13752,99.74242,59.29025
1986-03,99.36043,101.6207,99.49694,99.84087,2.88321,59.12803,99.87002,2.720191,59.26502,99.72746,59.42698
1986-04,99.38798,101.7172,99.57554,99.87932,3.007178,59.31277,99.87724,2.718071,59.40563,99.73145,59.5656
1986-05,99.47435,101.8016,99.6496,99.9107,3.11202,59.49688,99.88619,2.698479,59.55054,99.73947,59.70609
1986-06,99.55616,101.8928,99.71352,99.9331,3.203342,59.67699,99.88143,2.657417,59.68962,99.7346,59.84845
1986-07,99.60986,101.9722,99.74947,99.93828,3.26814,59.84237,99.85175,2.594294,59.81501,99.70387,59.99267
1986-08,99.63242,102.0255,99.76649,99.92896,3.312785,59.9983,99.78927,2.510392,59.92074,99.63753,60.13873
1986-09,99.58763,101.996,99.76293,99.90496,3.326444,60.1437,99.69007,2.408591,60.00327,99.52999,60.28662
1986-10,99.48782,101.9308,99.73878,99.86764,3.311248,60.27847,99.55612,2.293785,60.06303,99.38232,60.43634
1986-11,99.39688,101.8441,99.70353,99.82477,3.286397,60.40823,99.396,2.173818,60.10509,99.20319,60.58786
1986-12,99.30086,101.716,99.67339,99.78893,3.264874,60.54277,99.2272,2.060977,60.14104,99.01201,60.74116
1987-01,99.17799,101.5465,99.66571,99.77258,3.250301,60.69265,99.08068,1.974979,60.19253,98.84444,60.89622
1987-02,99.13645,101.4168,99.70336,99.79175,3.261687,60.87192,98.98827,1.935888,60.28236,98.73772,61.05302
1987-03,99.22456,101.3602,99.76781,99.83335,3.283345,61.0694,98.96817,1.955369,60.42387,98.71322,61.21153
1987-04,99.34721,101.3265,99.84314,99.88433,3.308991,61.27542,99.00862,2.026359,60.60941,98.75793,61.37169
1987-05,99.49045,101.3044,99.91927,99.93607,3.339503,61.48378,99.08598,2.136269,60.8227,98.84493,61.53345
1987-06,99.61971,101.2891,99.99577,99.98733,3.380127,61.69415,99.17841,2.276522,61.04846,98.94921,61.69677
1987-07,99.76578,101.3045,100.0569,100.0264,3.433021,61.89677,99.27697,2.449764,61.28033,99.06044,61.86156
1987-08,99.97901,101.3185,100.0916,100.046,3.477206,62.08456,99.37909,2.662973,61.51642,99.1756,62.02777
1987-09,100.1832,101.3279,100.0992,100.0463,3.51375,62.257,99.48179,2.918581,61.75452,99.29124,62.19533
1987-10,100.275,101.2112,100.085,100.0312,3.548044,62.41718,99.57446,3.203488,61.98715,99.39549,62.36414
1987-11,100.2533,101.084,100.0731,100.0175,3.59491,62.57985,99.64538,3.495335,62.20596,99.47522,62.53413
1987-12,100.2317,101.0181,100.0951,100.0277,3.670279,62.76486,99.68864,3.767116,62.40662,99.52383,62.7052
1988-01,100.314,100.9695,100.1707,100.0766,3.776307,62.98459,99.71254,3.99095,62.59478,99.55072,62.87728
1988-02,100.4913,101.0428,100.2931,100.1607,3.882508,63.23528,99.73176,4.14464,62.78085,99.5724,63.05045
1988-03,100.6841,101.2091,100.4562,100.275,4.001138,63.51287,99.75999,4.22079,62.97424,99.60428,63.22443
1988-04,100.8991,101.3975,100.6448,100.4087,4.132935,63.80789,99.80391,4.240278,63.17941,99.65349,63.3991
1988-05,101.1402,101.5286,100.8432,100.5502,4.272077,64.11041,99.86576,4.233758,63.39779,99.72225,63.57436
1988-06,101.3811,101.6244,101.0373,100.6896,4.404378,64.4114,99.94444,4.226252,63.62852,99.80929,63.7501
1988-07,101.5539,101.7101,101.2196,100.8208,4.538348,64.70586,100.0351,4.22337,63.86843,99.9096,63.92622
1988-08,101.7248,101.8512,101.3872,100.942,4.682717,64.99181,100.1317,4.221692,64.11345,100.0169,64.10259
1988-09,101.9422,102.0016,101.537,101.0503,4.834922,65.26708,100.2285,4.218512,64.35964,100.1253,64.2791
1988-10,102.1489,102.1604,101.6624,101.1409,4.982592,65.52717,100.3213,4.221317,64.60382,100.2299,64.45563
1988-11,102.2361,102.2887,101.7566,101.2095,5.093508,65.76736,100.4064,4.239181,64.84299,100.3263,64.63206
1988-12,102.2743,102.283,101.8076,101.2475,5.122135,65.97976,100.4803,4.274079,65.07393,100.4099,64.80828
1989-01,102.3218,102.1453,101.8149,101.2537,5.047193,66.16354,100.5391,4.311203,65.29337,100.4758,64.98416
1989-02,102.3655,101.989,101.8051,101.2451,4.902913,66.33565,100.5807,4.329492,65.49894,100.521,65.15945
1989-03,102.3573,101.8783,101.7915,101.2337,4.710477,66.50463,100.6062,4.314772,65.69143,100.5468,65.33416
1989-04,102.3575,101.8514,101.7906,101.2308,4.503026,66.68118,100.624,4.269665,65.87696,100.563,65.50818
1989-05,102.3972,101.9648,101.8056,101.2383,4.300255,66.86732,100.6453,4.205501,66.06398,100.5825,65.68138
1989-06,102.4159,102.1882,101.8353,101.2554,4.115545,67.06228,100.68,4.135609,66.25996,100.617,65.85366
1989-07,102.3464,102.3568,101.8631,101.2709,3.939659,67.25505,100.7326,4.070447,66.46816,100.6713,66.02491
1989-08,102.2005,102.4125,101.8755,101.2757,3.76155,67.43651,100.8037,4.017056,66.68893,100.7462,66.19501
1989-09,102.0555,102.4342,101.868,101.2678,3.579854,67.60355,100.8905,3.978464,66.92017,100.8383,66.36385
1989-10,101.9909,102.4496,101.8527,101.257,3.413566,67.76398,100.9858,3.952033,67.15698,100.9404,66.53133
1989-11,101.9838,102.5129,101.8454,101.2554,3.285582,67.92821,101.0803,3.932642,67.39303,101.0431,66.69734
1989-12,101.9526,102.5899,101.847,101.2637,3.208547,68.09675,101.1644,3.914739,67.62141,101.1361,66.86179
1990-01,101.91,102.5944,101.8505,101.277,3.175895,68.26483,101.2301,3.893601,67.83563,101.2101,67.02457
1990-02,101.8481,102.5761,101.8448,101.2861,3.149584,68.42494,101.2724,3.866088,68.03119,101.2588,67.18548
1990-03,101.8021,102.551,101.831,101.2899,3.117091,68.57764,101.2913,3.830218,68.20756,101.2815,67.34454
1990-04,101.7035,102.585,101.7963,101.2787,3.048822,68.71417,101.2969,3.787326,68.37194,101.2893,67.50166
1990-05,101.5514,102.6211,101.7254,101.2415,2.926467,68.82417,101.3025,3.739587,68.5345,101.2973,67.65679
1990-06,101.4066,102.6102,101.6005,101.1651,2.733099,68.89516,101.3193,3.688943,68.70425,101.319,67.80985
1990-07,101.2732,102.4429,101.4147,101.0445,2.478859,68.9222,101.3516,3.636074,68.88499,101.3599,67.96078
1990-08,101.1177,101.9924,101.1696,100.8803,2.179308,68.90616,101.399,3.581163,69.07716,101.4207,68.10951
1990-09,100.9612,101.3159,100.8792,100.681,1.852793,68.8561,101.4586,3.524736,69.27892,101.4986,68.25601
1990-10,100.7427,100.9059,100.5787,100.4702,1.523062,68.79607,101.527,3.470272,69.48752,101.5896,68.40022
1990-11,100.4761,100.774,100.2959,100.2681,1.202254,68.74487,101.5983,3.420213,69.69801,101.6864,68.54208
1990-12,100.1138,100.6297,100.0433,100.0843,0.9025118,68.71133,101.6637,3.37319,69.9024,101.7775,68.68159
1991-01,99.62594,100.3761,99.83627,99.93049,0.6463336,68.70605,101.7078,3.318726,70.08691,101.8428,68.81873
1991-02,99.19611,100.3214,99.70419,99.82735,0.4748238,68.74984,101.7162,3.244742,70.23862,101.8633,68.95381
1991-03,98.9169,100.5032,99.65556,99.78324,0.3949984,68.84853,101.6809,3.140806,70.34982,101.8286,69.08649
1991-04,98.78204,100.6112,99.66177,99.77958,0.3907253,68.98265,101.6122,3.008422,70.42886,101.7511,69.21677
1991-05,98.69467,100.6004,99.69464,99.79624,0.4485712,69.1329,101.5285,2.855133,70.49125,101.6535,69.34465
1991-06,98.60221,100.3522,99.72731,99.81443,0.5596637,69.28074,101.4503,2.692934,70.55441,101.5607,69.47018
1991-07,98.5003,100.0158,99.74332,99.82239,0.714609,69.41473,101.3956,2.538248,70.63347,101.4945,69.59336
1991-08,98.37936,99.85876,99.74181,99.81973,0.9115416,69.53426,101.3776,2.406655,70.73961,101.4708,69.71426
1991-09,98.22235,99.90698,99.72799,99.80988,1.142757,69.64296,101.4015,2.307069,70.87724,101.4955,69.83291
1991-10,98.12561,99.90261,99.70432,99.79486,1.375759,69.74254,101.4582,2.232892,71.03909,101.5579,69.94937
1991-11,98.08073,99.85287,99.67735,99.77976,1.589589,69.83763,101.5307,2.171047,71.21119,101.6378,70.0637
1991-12,98.09209,99.80228,99.6469,99.7643,1.770944,69.92817,101.597,2.107782,71.37579,101.7097,70.17596
1992-01,98.20097,99.78288,99.61675,99.75016,1.907874,70.01688,101.6331,2.035689,71.51366,101.7463,70.28624
1992-02,98.28654,99.7653,99.56813,99.7235,1.950665,70.09092,101.6179,1.950019,71.60829,101.7236,70.39494
1992-03,98.26963,99.61186,99.48042,99.66905,1.869284,70.1355,101.54,1.848835,71.65047,101.6293,70.50182
1992-04,98.17311,99.3926,99.35024,99.58414,1.689647,70.14822,101.4085,1.730229,71.64743,101.4736,70.60699
1992-05,98.03455,99.24027,99.17019,99.46384,1.433348,70.12382,101.2401,1.590965,71.61274,101.2758,70.71058
1992-06,97.7943,99.17152,98.93282,99.30276,1.120485,70.05701,101.0501,1.42385,71.55899,101.0539,70.81271
1992-07,97.43409,99.10659,98.63611,99.0994,0.7658462,69.94634,100.8462,1.216352,71.49261,100.8166,70.91352
1992-08,96.98795,98.90485,98.28392,98.85591,0.3742627,69.79451,100.6309,0.9559739,71.41586,100.5671,71.01315
1992-09,96.44386,98.56246,97.90112,98.58933,-0.03414325,69.61918,100.4048,0.6382837,71.32964,100.3064,71.11173
1992-10,95.85635,98.14871,97.51274,98.3175,-0.436285,69.43826,100.1716,0.2785035,71.23694,100.0386,71.20943
1992-11,95.3695,97.75041,97.15001,98.06363,-0.8068503,69.27415,99.93689,-0.09660362,71.1424,99.77004,71.30637
1992-12,95.07494,97.45444,96.84106,97.84924,-1.116866,69.14716,99.70826,-0.4535009,71.05211,99.50894,71.40273
1993-01,94.95667,97.31484,96.59633,97.68176,-1.359385,69.06507,99.49516,-0.7550642,70.97369,99.26577,71.49866
1993-02,94.93554,97.2508,96.42519,97.56694,-1.506623,69.03491,99.30704,-0.9684743,70.91478,99.05091,71.59428
1993-03,94.92494,97.21938,96.33041,97.50607,-1.532515,69.06066,99.15228,-1.069662,70.88406,98.87381,71.69144
1993-04,94.87283,97.27958,96.30671,97.49466,-1.441191,69.13725,99.03087,-1.07064,70.88035,98.73481,71.7886
1993-05,94.83485,97.22572,96.34351,97.52564,-1.235534,69.25742,98.94102,-0.9914393,70.90274,98.63232,71.88592
1993-06,94.81795,97.05796,96.43479,97.5957,-0.9133748,69.41713,98.87949,-0.8524029,70.94902,98.5629,71.98349
1993-07,94.88095,97.00294,96.58607,97.70785,-0.4656446,69.62064,98.84109,-0.6679844,71.01506,98.52057,72.08145
1993-08,95.10975,97.08458,96.79327,97.85896,0.1014225,69.8653,98.82193,-0.4456431,71.0976,98.50054,72.17991
1993-09,95.4709,97.21222,97.05005,98.04347,0.7578329,70.14677,98.82125,-0.1875407,71.19586,98.50149,72.27897
1993-10,95.89555,97.23164,97.3481,98.25513,1.470449,70.45931,98.84186,0.1053354,71.31198,98.52615,72.37873
1993-11,96.33513,97.22869,97.68958,98.49644,2.209411,70.8047,98.88775,0.4311575,71.44913,98.5787,72.47928
1993-12,96.77441,97.37708,98.08152,98.77321,2.951801,71.18826,98.96027,0.7828632,71.60835,98.66032,72.5807
1994-01,97.31309,97.64292,98.51759,99.08146,3.678451,71.6056,99.05223,1.141369,71.78376,98.76272,72.68306
1994-02,97.87241,98.00112,98.9877,99.41335,4.366961,72.04964,99.15381,1.484258,71.96734,98.87463,72.78645
1994-03,98.40689,98.43492,99.47041,99.7529,4.987268,72.50491,99.25649,1.789429,72.15247,98.98691,72.89093
1994-04,98.90774,98.97574,99.94586,100.0849,5.524893,72.95701,99.35673,2.055028,72.33696,99.09644,72.99653
1994-05,99.30616,99.56784,100.393,100.3946,5.967909,73.39063,99.45448,2.283122,72.52154,99.20419,73.1033
1994-06,99.68121,100.0914,100.8047,100.6779,6.314406,73.80042,99.55188,2.479938,72.70851,99.31325,73.2113
1994-07,100.1115,100.4671,101.1716,100.9306,6.548296,74.1796,99.6521,2.654727,72.90031,99.42685,73.32055
1994-08,100.5712,100.7955,101.4908,101.1522,6.670703,74.5258,99.75714,2.813836,73.09818,99.54662,73.4311
1994-09,101.0622,101.0814,101.744,101.3314,6.669971,74.82555,99.8655,2.956054,73.30045,99.67023,73.54297
1994-10,101.5095,101.2369,101.9173,101.4569,6.541461,75.06838,99.96921,3.06887,73.50045,99.78854,73.6562
1994-11,101.8319,101.2595,102.0017,101.5202,6.274665,75.24746,100.0583,3.136247,73.68996,99.8904,73.77081
1994-12,102.038,101.2102,101.9861,101.512,5.852156,75.3543,100.1253,3.148447,73.8629,99.96761,73.88683
1995-01,102.111,101.1565,101.8677,101.4295,5.280146,75.38648,100.1706,3.114473,74.01945,100.0205,74.00429
1995-02,102.0743,101.0238,101.6751,101.2925,4.601171,75.36477,100.1975,3.050157,74.16246,100.0531,74.12312
1995-03,101.8978,100.8806,101.4403,101.1235,3.873324,75.31326,100.2089,2.968279,74.29416,100.0677,74.2439
1995-04,101.6589,100.8062,101.1934,100.9438,3.147983,75.25368,100.2067,2.874366,74.41618,100.0673,74.36617
1995-05,101.3861,100.8016,100.97,100.7811,2.482508,75.21256,100.1907,2.767165,74.52833,100.0515,74.49
1995-06,101.0895,100.7977,100.7453,100.616,1.85783,75.1715,100.1605,2.643292,74.63041,100.0201,74.61538
1995-07,100.7829,100.7258,100.5179,100.4476,1.280458,75.12944,100.1184,2.501887,74.7242,99.97571,74.74236
1995-08,100.4266,100.5885,100.2873,100.2755,0.7517162,75.08602,100.0669,2.344386,74.81187,99.92111,74.87094
1995-09,100.0462,100.3983,100.0509,100.0991,0.2857831,75.03938,100.0083,2.175568,74.89515,99.85863,75.00117
1995-10,99.69287,100.2156,99.81548,99.92436,-0.09849755,74.99445,99.94391,2.005929,74.97482,99.78936,75.13308
1995-11,99.3236,100.0405,99.5859,99.75578,-0.3886601,74.955,99.87537,1.848251,75.05193,99.71468,75.26668
1995-12,98.92502,99.8296,99.36208,99.59357,-0.5750281,74.92099,99.80619,1.714564,75.12933,99.63837,75.40199
1996-01,98.48673,99.63788,99.15138,99.44355,-0.6479459,74.89802,99.74323,1.612709,75.21317,99.56859,75.53905
1996-02,98.06639,99.43161,98.97199,99.32018,-0.6166964,74.89999,99.69406,1.54802,75.31051,99.51444,75.67797
1996-03,97.76938,99.24689,98.82252,99.22055,-0.5136997,74.92637,99.66251,1.522552,75.42533,99.48061,75.81912
1996-04,97.60638,99.03107,98.71148,99.14969,-0.3593195,74.98328,99.64427,1.528148,75.55338,99.46198,75.96207
1996-05,97.54021,98.89381,98.64486,99.10995,-0.1822882,75.07545,99.63187,1.555946,75.68795,99.44965,76.10681
1996-06,97.56552,98.82538,98.61697,99.09609,0.0362577,75.19875,99.61746,1.596896,75.82218,99.43455,76.25336
1996-07,97.67065,98.8007,98.61954,99.10192,0.2896085,75.34702,99.59563,1.642706,75.9517,99.41098,76.40172
1996-08,97.83321,98.84784,98.64928,99.1245,0.5751537,75.51788,99.5634,1.687549,76.07436,99.37621,76.55189
1996-09,98.0192,98.90677,98.69671,99.157,0.8859389,75.70419,99.52068,1.729498,76.19046,99.33067,76.70386
1996-10,98.18715,98.98132,98.75816,99.19693,1.211743,75.90318,99.47134,1.771928,76.30332,99.27878,76.85764
1996-11,98.31058,99.08022,98.83495,99.24567,1.548863,76.11595,99.4224,1.82123,76.4188,99.22819,77.0132
1996-12,98.52276,99.24201,98.93839,99.31339,1.909062,76.35128,99.38352,1.884374,76.54504,99.18947,77.17053
1997-01,98.84734,99.40304,99.07133,99.40364,2.287721,76.61147,99.36664,1.966515,76.69225,99.17577,77.32961
1997-02,99.11124,99.40146,99.22095,99.50752,2.652714,76.88688,99.38293,2.071292,76.87041,99.19969,77.49057
1997-03,99.32876,99.34695,99.38082,99.61926,2.997668,77.17241,99.43641,2.197253,77.08262,99.26518,77.65323
1997-04,99.5628,99.29057,99.5507,99.73781,3.313568,77.4679,99.51826,2.3398,77.32117,99.36215,77.81753
1997-05,99.87403,99.31249,99.72798,99.86029,3.590871,77.77132,99.61504,2.492288,77.57431,99.47536,77.98345
1997-06,100.2328,99.4788,99.9164,99.98959,3.838938,78.08559,99.71529,2.650586,77.83192,99.5918,78.15092
1997-07,100.5832,99.75328,100.1102,100.1212,4.060136,78.40622,99.81489,2.815833,78.09037,99.70691,78.31992
1997-08,100.8801,100.0633,100.2964,100.2472,4.244158,78.72298,99.91301,2.989895,78.34891,99.81979,78.49036
1997-09,101.1348,100.3569,100.4692,100.3639,4.394859,79.03128,100.008,3.170271,78.6059,99.92844,78.6622
1997-10,101.2646,100.5916,100.6119,100.4589,4.498622,79.31778,100.0931,3.344272,78.85511,100.025,78.83537
1997-11,101.3584,100.7721,100.7223,100.5306,4.551691,79.58051,100.1599,3.49346,79.08846,100.0995,79.00983
1997-12,101.4849,100.8815,100.8085,100.5853,4.55057,79.8257,100.2013,3.598493,79.29951,100.144,79.18549
1998-01,101.5987,100.9996,100.8773,100.6271,4.49941,80.05854,100.2173,3.645344,79.48794,100.1583,79.3623
1998-02,101.6848,101.1599,100.9339,100.6596,4.417376,80.28326,100.2108,3.624811,79.65681,100.1464,79.54041
1998-03,101.7488,101.2983,100.9673,100.6755,4.299755,80.49064,100.1857,3.537657,79.80953,100.1129,79.71953
1998-04,101.7103,101.3249,100.9616,100.6634,4.130835,80.66798,100.147,3.400706,79.95064,100.0639,79.89962
1998-05,101.6301,101.3499,100.9172,100.6225,3.913798,80.81513,100.0988,3.235031,80.08387,100.0041,80.08061
1998-06,101.5411,101.4256,100.8362,100.5539,3.647319,80.93362,100.0434,3.057055,80.21128,99.93625,80.26245
1998-07,101.3195,101.5872,100.7221,100.4594,3.341189,81.02592,99.98117,2.871777,80.33295,99.86064,80.44506
1998-08,100.9406,101.6781,100.5784,100.3422,3.012798,81.09474,99.9127,2.680677,80.44919,99.77776,80.62838
1998-09,100.4088,101.8179,100.4216,100.2151,2.684696,81.15303,99.8415,2.49,80.56319,99.69169,80.81235
1998-10,99.84425,102.0465,100.2721,100.0944,2.394749,81.21724,99.77687,2.319322,80.68401,99.61372,80.99689
1998-11,99.47337,102.2503,100.1591,100.0033,2.174654,81.31111,99.72937,2.191837,80.82195,99.55658,81.18193
1998-12,99.21313,102.3655,100.0868,99.94618,2.01983,81.43804,99.70593,2.123682,80.98358,99.52829,81.36739
1999-01,99.00053,102.4056,100.0499,99.91931,1.91786,81.59395,99.7038,2.110611,81.16562,99.52474,81.55322
1999-02,98.88595,102.3137,100.0325,99.9098,1.846818,81.76595,99.71746,2.140619,81.36196,99.53831,81.73934
1999-03,98.84979,102.0548,100.0452,99.92428,1.828886,81.96272,99.74314,2.203422,81.56808,99.56355,81.92564
1999-04,98.89619,101.7742,100.0988,99.96991,1.890692,82.19315,99.78378,2.296369,81.7866,99.60368,82.11203
1999-05,99.0266,101.5585,100.2062,100.0555,2.045333,82.46807,99.84547,2.422225,82.02368,99.6662,82.29839
1999-06,99.23513,101.4846,100.3652,100.1787,2.28857,82.78584,99.93329,2.584943,82.2847,99.75759,82.48464
1999-07,99.50318,101.5032,100.5621,100.3286,2.603451,83.13538,100.0454,2.783018,82.56863,99.87656,82.67068
1999-08,99.84105,101.5794,100.7876,100.4977,2.977063,83.50899,100.1769,3.011082,82.87158,100.0183,82.85638
1999-09,100.2283,101.7401,101.0322,100.6783,3.383487,83.89883,100.3219,3.258895,83.18866,100.177,83.04166
1999-10,100.6095,101.9982,101.2819,100.8608,3.787426,84.29328,100.4743,3.508341,83.51469,100.3464,83.22638
1999-11,100.9445,102.2246,101.5207,101.0351,4.141803,84.67886,100.6281,3.739545,83.84432,100.5202,83.41045
1999-12,101.2027,102.421,101.7398,101.1955,4.43298,85.04817,100.7771,3.936892,84.17181,100.6915,83.59377
2000-01,101.4448,102.5932,101.9395,101.3417,4.665867,85.40102,100.9156,4.096302,84.49041,100.8525,83.77621
2000-02,101.7521,102.7203,102.1169,101.4722,4.854267,85.73508,101.0371,4.216899,84.79292,100.9947,83.95782
2000-03,102.0471,102.8147,102.2592,101.5791,4.973598,86.03922,101.1373,4.298116,85.07397,101.112,84.13834
2000-04,102.2655,102.8612,102.3557,101.6561,5.001423,86.30399,101.2148,4.334476,85.33162,101.2025,84.3177
2000-05,102.4157,102.8228,102.402,101.7002,4.9199,86.52541,101.2701,4.319212,85.56645,101.2671,84.4958
2000-06,102.4435,102.6928,102.4044,101.7145,4.73827,86.70846,101.3067,4.25002,85.78181,101.31,84.67257
2000-07,102.4157,102.5668,102.3768,101.7077,4.485722,86.86461,101.333,4.138473,85.98571,101.341,84.84792
2000-08,102.4086,102.3748,102.3187,101.6779,4.172275,86.99321,101.3586,4.000942,86.18723,101.3707,85.0218
2000-09,102.3904,102.1064,102.2225,101.6188,3.800706,87.08758,101.3907,3.852651,86.39363,101.4079,85.19415
2000-10,102.3319,102.0361,102.0905,101.5311,3.38844,87.14951,101.4317,3.703484,86.60764,101.4558,85.36492
2000-11,102.2254,102.1293,101.9232,101.4144,2.95252,87.17902,101.4789,3.557832,86.82736,101.512,85.53407
2000-12,102.0383,102.2456,101.7174,101.2666,2.498812,87.17337,101.5249,3.414361,87.04575,101.5685,85.70156
2001-01,101.7574,102.2772,101.4678,101.0842,2.021917,87.12775,101.5565,3.265408,87.24937,101.6095,85.86736
2001-02,101.3676,102.232,101.1811,100.8732,1.530671,87.04741,101.559,3.101073,87.42241,101.617,86.0313
2001-03,100.9036,102.1687,100.865,100.6402,1.045883,86.93909,101.5232,2.916852,87.55545,101.5801,86.19353
2001-04,100.4641,102.0431,100.5313,100.3951,0.5896902,86.81291,101.4517,2.717386,87.65041,101.5012,86.35406
2001-05,100.1133,101.8377,100.1934,100.1483,0.1789143,86.68022,101.3522,2.510892,87.71494,101.3894,86.51292
2001-06,99.75763,101.5878,99.85323,99.90146,-0.1908958,86.54294,101.2339,2.304094,87.75831,101.2555,86.67014
2001-07,99.3924,101.3215,99.52381,99.664,-0.5207326,86.41228,101.1054,2.097765,87.78949,101.11,86.82574
2001-08,98.93604,101.0775,99.22527,99.45013,-0.7900606,86.30592,100.9738,1.889762,87.81596,100.9614,86.97977
2001-09,98.36627,100.8728,98.97595,99.27328,-0.9732435,86.24001,100.8447,1.678058,87.84337,100.8161,87.13229
2001-10,97.94714,100.6811,98.81349,99.16201,-1.034768,86.24772,100.7221,1.463933,87.87551,100.6784,87.28334
