country,NZL,NZL
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1960-Q1,,22.36662
1960-Q2,,22.45718
1960-Q3,,22.63829
1960-Q4,,22.90996
1961-Q1,4.048729,23.27218
1961-Q2,4.853378,23.54711
1961-Q3,4.843307,23.73473
1961-Q4,4.037959,23.83505
1962-Q1,2.474584,23.84807
1962-Q2,1.870145,23.98747
1962-Q3,2.184649,24.25325
1962-Q4,3.399851,24.64541
1963-Q1,5.51773,25.16395
1963-Q2,6.75351,25.60747
1963-Q3,7.103085,25.97598
1963-Q4,6.589747,26.26948
1964-Q1,5.261573,26.48796
1964-Q2,4.51756,26.7643
1964-Q3,4.321338,27.09849
1964-Q4,4.648174,27.49053
1965-Q1,5.483458,27.94042
1965-Q2,6.295569,28.44927
1965-Q3,7.080017,29.01707
1965-Q4,7.832857,29.64382
1966-Q1,8.550743,30.32953
1966-Q2,7.792562,30.66619
1966-Q3,5.640591,30.6538
1966-Q4,2.187756,30.29236
1967-Q1,-2.465158,29.58186
1967-Q2,-5.280095,29.04699
1967-Q3,-6.41377,28.68774
1967-Q4,-5.903311,28.50411
1968-Q1,-3.670381,28.4961
1968-Q2,-1.071853,28.73565
1968-Q3,1.864998,29.22276
1968-Q4,5.098682,29.95744
1969-Q1,8.57515,30.93968
1969-Q2,10.02947,31.61768
1969-Q3,9.474419,31.99145
1969-Q4,7.021768,32.06098
1970-Q1,2.865573,31.82628
1970-Q2,0.4281168,31.75304
1970-Q3,-0.4694179,31.84128
1970-Q4,0.09356087,32.09098
1971-Q1,2.123626,32.50215
1971-Q2,3.610873,32.8996
1971-Q3,4.528933,33.28335
1971-Q4,4.86864,33.65337
1972-Q1,4.638264,34.00969
1972-Q2,4.741798,34.45964
1972-Q3,5.167407,35.00323
1972-Q4,5.904594,35.64047
1973-Q1,6.944082,36.37135
1973-Q2,7.695794,37.11158
1973-Q3,8.164795,37.86118
1973-Q4,8.360323,38.62012
1974-Q1,8.295243,39.38844
1974-Q2,7.340107,39.83561
1974-Q3,5.547829,39.96165
1974-Q4,2.968456,39.76655
1975-Q1,-0.3506751,39.25031
1975-Q2,-2.188868,38.96366
1975-Q3,-2.640154,38.9066
1975-Q4,-1.728653,39.07912
1976-Q1,0.5883294,39.48123
1976-Q2,1.670714,39.61463
1976-Q3,1.472053,39.47932
1976-Q4,-0.009765902,39.07531
1977-Q1,-2.73207,38.40258
1977-Q2,-4.285522,37.91694
1977-Q3,-4.713692,37.61839
1977-Q4,-4.013721,37.50693
1978-Q1,-2.135312,37.58256
1978-Q2,-0.7584042,37.62938
1978-Q3,0.07703611,37.64737
1978-Q4,0.345577,37.63655
1979-Q1,0.0381642,37.5969
1979-Q2,-0.1260718,37.58194
1979-Q3,-0.1480424,37.59164
1979-Q4,-0.02800196,37.62601
1980-Q1,0.2344481,37.68505
1980-Q2,0.6040326,37.80894
1980-Q3,1.080152,37.99768
1980-Q4,1.661787,38.25127
1981-Q1,2.347507,38.56971
1981-Q2,2.983882,38.93712
1981-Q3,3.568135,39.35349
1981-Q4,4.098066,39.81884
1982-Q1,4.572075,40.33315
1982-Q2,4.656536,40.75024
1982-Q3,4.362044,41.07011
