country,NZL,NZL
1982-Q4,3.701573,41.29276
1983-Q1,0.03413561,40.34692
1983-Q2,3.075493,42.00351
1983-Q3,3.807488,42.63385
1983-Q4,3.985784,42.9386
1984-Q1,14.86766,46.34555
1984-Q2,6.877093,44.89213
1984-Q3,5.999511,45.19167
1984-Q4,7.321808,46.08248
1985-Q1,0.9498117,46.78575
1985-Q2,3.214389,46.33514
1985-Q3,1.0317,45.65791
1985-Q4,1.090889,46.58519
1986-Q1,-5.851242,44.0482
1986-Q2,2.552139,47.51767
1986-Q3,8.625706,49.59623
1986-Q4,-1.660609,45.81159
1987-Q1,4.174798,45.88713
1987-Q2,-0.860604,47.10873
1987-Q3,-3.986135,47.61926
1987-Q4,2.41642,46.91859
1988-Q1,3.683028,47.57716
1988-Q2,0.8813099,47.52391
1988-Q3,1.585369,48.3742
1988-Q4,3.635875,48.62449
1989-Q1,3.652713,49.31502
1989-Q2,4.284327,49.55999
1989-Q3,-1.717368,47.54343
1989-Q4,-0.05841121,48.59609
1990-Q1,-0.4355495,49.10023
1990-Q2,-1.375407,48.87834
1990-Q3,2.983236,48.96177
1990-Q4,3.156049,50.12981
1991-Q1,-1.87274,48.18071
1991-Q2,-2.287997,47.76
1991-Q3,-1.163803,48.39195
1991-Q4,-3.640227,48.30497
1992-Q1,0.980031,48.65289
1992-Q2,2.895373,49.14283
1992-Q3,-0.4145116,48.19136
1992-Q4,0.7239453,48.65467
1993-Q1,2.152656,49.70023
1993-Q2,2.055339,50.15288
1993-Q3,7.042876,51.58542
1993-Q4,7.804006,52.45168
1994-Q1,8.82563,54.08658
1994-Q2,8.261069,54.29605
1994-Q3,5.423262,54.38303
1994-Q4,4.663598,54.89782
1995-Q1,2.904592,55.65758
1995-Q2,4.331906,56.6481
1995-Q3,4.462071,56.80964
1995-Q4,4.672444,57.46289
1996-Q1,3.811316,57.77886
1996-Q2,3.340436,58.54039
1996-Q3,4.283973,59.24335
1996-Q4,3.500046,59.47412
1997-Q1,2.316507,59.11731
1997-Q2,3.502335,60.59068
1997-Q3,4.221849,61.74451
1997-Q4,2.11915,60.73446
1998-Q1,2.61538,60.66346
1998-Q2,-0.3193391,60.39719
1998-Q3,-1.563982,60.77884
1998-Q4,2.425908,62.20782
1999-Q1,3.523146,62.80072
1999-Q2,4.793675,63.29243
1999-Q3,5.753673,64.27586
1999-Q4,4.460107,64.98236
2000-Q1,6.060264,66.60661
2000-Q2,4.324779,66.02969
2000-Q3,3.076583,66.25336
2000-Q4,2.756304,66.77347
2001-Q1,-0.594318,66.21075
2001-Q2,3.567492,68.38529
2001-Q3,3.00351,68.24328
2001-Q4,3.55168,69.14505
2002-Q1,5.702566,69.98647
2002-Q2,3.185028,70.56339
2002-Q3,5.410467,71.93556
2002-Q4,6.29236,73.4959
2003-Q1,5.30868,73.70182
2003-Q2,4.885412,74.0107
2003-Q3,4.108676,74.89116
2003-Q4,3.48767,76.0592
2004-Q1,5.753992,77.94262
2004-Q2,5.343822,77.9657
2004-Q3,4.195406,78.03315
2004-Q4,2.875347,78.24617
2005-Q1,0.5716498,78.38818
2005-Q2,3.082808,80.36922
2005-Q3,3.193885,80.52544
2005-Q4,3.035459,80.6213
2006-Q1,3.840667,81.3988
2006-Q2,0.929873,81.11656
2006-Q3,2.643123,82.65382
2006-Q4,3.296123,83.27867
2007-Q1,3.107622,83.92838
2007-Q2,4.877889,85.07333
2007-Q3,3.975345,85.9396
2007-Q4,3.691862,86.35321
2008-Q1,2.351946,85.90232
2008-Q2,-0.4986959,84.64908
2008-Q3,-1.340549,84.78754
2008-Q4,-1.860379,84.74671
2009-Q1,-2.182179,84.02778
2009-Q2,0.4823219,85.05736
2009-Q3,0.8876979,85.5402
2009-Q4,2.228692,86.63545
2010-Q1,4.252577,87.60113
2010-Q2,3.533267,88.06266
2010-Q3,1.450569,86.78101
2010-Q4,-0.9199877,85.83842
2011-Q1,-0.3525907,87.29225
2011-Q2,0.0382995,88.09639
2011-Q3,2.704195,89.12775
2011-Q4,4.681942,89.85732
2012-Q1,3.091002,89.99046
2012-Q2,2.778673,90.5443
2012-Q3,2.172917,91.06441
2012-Q4,2.516792,92.11884
2013-Q1,2.92731,92.62476
2013-Q2,1.962476,92.32121
2013-Q3,2.288499,93.14842
2013-Q4,1.674567,93.66144
2014-Q1,2.209701,94.67149
2014-Q2,3.036071,95.12415
2014-Q3,3.384533,96.30106
2014-Q4,4.205599,97.60046
2015-Q1,3.783845,98.25371
2015-Q2,4.226771,99.14483
2015-Q3,4.567742,100.6998
2015-Q4,4.352334,101.8484
2016-Q1,4.552845,102.7271
2016-Q2,4.780491,103.8844
2016-Q3,3.846425,104.5732
2016-Q4,2.915904,104.8182
2017-Q1,3.412822,106.2329
2017-Q2,3.591812,107.6158
2017-Q3,3.961976,108.7164
2017-Q4,5.050129,110.1116
2018-Q1,4.718857,111.2459
2018-Q2,4.643375,112.6128
2018-Q3,3.797923,112.8453
2018-Q4,4.075448,114.5992
2019-Q1,3.5504,115.1956
2019-Q2,2.958748,115.9447
2019-Q3,3.8493,117.1891
2019-Q4,2.622448,117.6045
2020-Q1,1.010879,116.3601
2020-Q2,-8.916652,105.6063
2020-Q3,2.487238,120.1038
2020-Q4,1.30715,119.1417
2021-Q1,3.755912,120.7305
2021-Q2,17.33846,123.9168
2021-Q3,-1.710046,118.05
