country,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN
1967-11,,,99.45248,99.51475,10.13057,24.56973,98.93336,98.7422,24.70499
1967-12,,,99.47444,99.53423,10.15673,24.78287,98.88538,98.68694,24.9138
1968-01,,,99.50594,99.56219,10.19504,25.00011,98.86586,98.66445,25.12424
1968-02,,,99.5134,99.56881,10.22255,25.21295,98.88872,98.69078,25.33624
1968-03,,,99.49492,99.55241,10.24251,25.42068,98.96001,98.77289,25.54973
1968-04,,,99.46733,99.52792,10.27385,25.6274,99.07256,98.90252,25.76464
1968-05,,,99.4287,99.49364,10.30551,25.83245,99.2188,99.07095,25.98088
1968-06,,,99.39144,99.46058,10.33974,26.03894,99.39995,99.27958,26.19837
1968-07,,,99.40347,99.47126,10.41378,26.25945,99.63227,99.54716,26.41703
1968-08,,,99.49153,99.5494,10.5593,26.50132,99.92921,99.88916,26.63676
1968-09,,,99.62035,99.66373,10.73287,26.75549,100.2792,100.2923,26.85745
1968-10,,,99.74611,99.77532,10.86938,27.01027,100.6183,100.6828,27.07902
1968-11,,,99.84312,99.86141,10.9435,27.25851,100.87,100.9727,27.30134
1968-12,,,99.90404,99.91547,10.95532,27.49791,100.9859,101.1062,27.52432
1969-01,,,99.95494,99.96065,10.94086,27.73534,100.9912,101.1123,27.74784
1969-02,,,100.0099,100.0094,10.95313,27.97456,100.9436,101.0574,27.9718
1969-03,,,100.0753,100.0674,11.00142,28.21732,100.9001,101.0074,28.1961
1969-04,,,100.1479,100.1319,11.06341,28.46266,100.8881,100.9936,28.42061
1969-05,,,100.2166,100.1929,11.1288,28.70729,100.9188,101.029,28.64524
1969-06,,,100.2656,100.2364,11.16645,28.94656,100.9988,101.121,28.86987
1969-07,,,100.2926,100.2603,11.12007,29.17951,101.1375,101.2808,29.09439
1969-08,,,100.3228,100.2871,10.98813,29.41332,101.343,101.5175,29.31868
1969-09,,,100.3674,100.3267,10.82277,29.65118,101.6125,101.8279,29.54264
1969-10,,,100.4298,100.3821,10.67678,29.89409,101.9183,102.1801,29.76615
1969-11,,,100.5259,100.4673,10.59594,30.14681,102.222,102.5298,29.9891
1969-12,,,100.6462,100.5741,10.57785,30.4066,102.4855,102.8333,30.21137
1970-01,,,100.7603,100.6754,10.56027,30.66426,102.682,103.0596,30.43287
1970-02,,,100.8144,100.7234,10.46877,30.90315,102.7955,103.1903,30.6535
1970-03,,,100.7613,100.6763,10.24505,31.1082,102.8243,103.2235,30.87315
1970-04,,,100.5954,100.529,9.887404,31.27688,102.7907,103.1849,31.09175
1970-05,,,100.3307,100.2941,9.424232,31.41273,102.719,103.1022,31.3092
1970-06,,,100.0124,100.0117,8.922604,31.52935,102.6178,102.9857,31.52543
1970-07,,,99.6526,99.69234,8.398364,31.63012,102.4668,102.8118,31.74038
1970-08,,,99.26916,99.35206,7.843804,31.72044,102.2365,102.5465,31.95397
1970-09,,,98.87448,99.00181,7.260899,31.80412,101.9126,102.1735,32.16615
1970-10,,,98.49506,98.6651,6.675334,31.88962,101.5252,101.7273,32.37688
1970-11,,,98.14281,98.3525,6.083879,31.9809,101.1219,101.2628,32.58609
1970-12,,,97.82526,98.07069,5.505334,32.08058,100.7474,100.8315,32.79376
1971-01,,,97.56007,97.83536,4.990843,32.19467,100.4248,100.46,32.99984
1971-02,,,97.38064,97.67612,4.631928,32.33456,100.1625,100.1578,33.20431
1971-03,,,97.30646,97.61029,4.497486,32.50728,99.95652,99.92061,33.40712
1971-04,,,97.30828,97.61191,4.561596,32.7036,99.79062,99.72954,33.60824
1971-05,,,97.37011,97.66678,4.793611,32.91854,99.646,99.56297,33.80764
1971-06,,,97.46937,97.75487,5.123425,33.14473,99.50919,99.4054,34.00528
1971-07,,,97.57713,97.85049,5.50857,33.37248,99.37849,99.25487,34.20113
1971-08,,,97.65915,97.92328,5.893924,33.59002,99.26276,99.12157,34.39516
1971-09,,,97.71939,97.97675,6.270885,33.79852,99.18008,99.02634,34.58732
1971-10,,,97.79385,98.04282,6.650148,34.01033,99.15603,98.99866,34.77758
1971-11,,,97.91817,98.15315,7.057538,34.23797,99.21403,99.06544,34.9659
1971-12,,,98.12093,98.33308,7.515818,34.4917,99.36198,99.23585,35.15223
1972-01,,,98.41702,98.59584,8.0215,34.77716,99.57336,99.47932,35.33654
1972-02,,,98.78993,98.92678,8.518414,35.08896,99.81017,99.75204,35.51876
1972-03,,,99.22987,99.31718,8.972262,35.42392,100.0413,100.0182,35.69885
1972-04,,,99.72266,99.75452,9.398551,35.77727,100.2594,100.2695,35.87677
1972-05,,,100.2463,100.2192,9.789922,36.14124,100.4722,100.5146,36.05245
1972-06,,,100.7733,100.6868,10.14111,36.50598,100.6945,100.7705,36.22586
1972-07,,,101.3072,101.1607,10.48837,36.87271,100.9409,101.0544,36.39695
1972-08,,,101.8848,101.6732,10.91047,37.25484,101.2249,101.3814,36.56567
1972-09,,,102.5171,102.2344,11.41488,37.65658,101.5549,101.7615,36.73199
1972-10,,,103.1931,102.8343,11.94827,38.07398,101.9295,102.1929,36.89586
1972-11,,,103.859,103.4252,12.41118,38.4873,102.3371,102.6624,37.05726
1972-12,,,104.4478,103.9478,12.69806,38.87147,102.7537,103.1422,37.21617
1973-01,,,104.9,104.3491,12.72857,39.2038,103.1372,103.5839,37.37255
1973-02,,,105.1848,104.6018,12.49141,39.47206,103.4413,103.9341,37.52641
1973-03,,,105.3275,104.7285,12.02895,39.68505,103.6321,104.1539,37.67775
1973-04,,,105.3091,104.7121,11.34119,39.83484,103.7102,104.2439,37.82658
1973-05,,,105.167,104.586,10.49709,39.93501,103.6911,104.2219,37.97293
1973-06,,,104.9402,104.3847,9.570808,39.99989,103.5936,104.1096,38.11686
1973-07,,,104.6731,104.1477,8.606794,40.04627,103.4356,103.9276,38.2584
1973-08,,,104.4112,103.9153,7.61404,40.09145,103.2225,103.6822,38.39764
1973-09,,,104.1188,103.6558,6.546651,40.12182,102.9414,103.3584,38.53466
1973-10,,,103.7618,103.339,5.38483,40.1242,102.5591,102.9181,38.66954
1973-11,,,103.2954,102.925,4.141027,40.08107,102.0462,102.3274,38.80239
1973-12,,,102.712,102.4073,2.87548,39.98921,101.4088,101.5932,38.93335
1974-01,,,102.0074,101.782,1.639738,39.84664,100.7268,100.8077,39.06252
1974-02,,,101.2129,101.077,0.4897395,39.66537,100.1037,100.0901,39.19004
1974-03,,,100.3729,100.3316,-0.5602975,39.46269,99.62053,99.53364,39.31607
1974-04,,,99.56226,99.61217,-1.422721,39.2681,99.28875,99.1515,39.44074
1974-05,,,98.81824,98.9519,-2.099342,39.09664,99.0816,98.91293,39.5642
1974-06,101.09,,98.17188,98.3783,-2.597115,38.96105,98.95351,98.7654,39.68657
1974-07,100.4886,,97.60564,97.8758,-2.975112,38.85485,98.85001,98.6462,39.80799
1974-08,99.90751,,97.07668,97.40638,-3.317601,38.76137,98.72395,98.50101,39.92861
1974-09,99.38767,,96.55463,96.94308,-3.621698,38.66873,98.55,98.30067,40.04855
1974-10,98.97147,,96.04192,96.4881,-3.853341,38.57808,98.34093,98.05987,40.16795
1974-11,98.62165,,95.59262,96.08938,-3.916383,38.51134,98.13021,97.81718,40.28694
1974-12,98.30528,,95.25368,95.78858,-3.754394,38.48786,97.95761,97.61839,40.40564
1975-01,98.01115,,95.06618,95.62219,-3.317348,38.52479,97.85514,97.50037,40.52418
1975-02,97.7338,,95.05837,95.61526,-2.599545,38.63425,97.84454,97.48816,40.64267
1975-03,97.48433,,95.23273,95.77,-1.633641,38.81801,97.92967,97.58621,40.76121
1975-04,97.28426,,95.55105,96.05248,-0.5269386,39.06118,98.08225,97.76194,40.87991
1975-05,97.1317,,95.97739,96.43083,0.647082,39.34963,98.2625,97.96954,40.99885
1975-06,97.04346,,96.46961,96.86765,1.810651,39.6665,98.43488,98.16808,41.11813
1975-07,97.04977,,97.00578,97.34346,2.955151,40.00307,98.5818,98.3373,41.23782
1975-08,97.12448,,97.56038,97.83563,4.095988,40.34903,98.69682,98.46976,41.35801
1975-09,97.25645,,98.12619,98.33775,5.256961,40.70153,98.77943,98.56491,41.47876
1975-10,97.45223,,98.67169,98.82185,6.40131,41.04758,98.83214,98.62561,41.60015
1975-11,97.68175,,99.17628,99.26964,7.445151,41.37857,98.85803,98.65544,41.72225
1975-12,97.92036,,99.63744,99.67888,8.328676,41.69339,98.86051,98.65829,41.8451
1976-01,98.15732,,100.0262,100.0239,8.968202,41.97977,98.84471,98.6401,41.96879
1976-02,98.39511,,100.3519,100.3129,9.336814,42.24146,98.81664,98.60777,42.09335
1976-03,98.64278,,100.6274,100.5574,9.443334,42.48373,98.78339,98.56947,42.21885
1976-04,98.9084,,100.8761,100.7781,9.357456,42.71631,98.75421,98.53587,42.34532
1976-05,99.18178,,101.0962,100.9734,9.120204,42.93839,98.73666,98.51564,42.47282
1976-06,99.44686,,101.2727,101.13,8.765711,43.14355,98.73238,98.51073,42.60138
1976-07,99.68651,,101.3879,101.2323,8.301972,43.32411,98.73203,98.51031,42.73103
1976-08,99.89552,,101.454,101.291,7.772227,43.48505,98.72561,98.50292,42.86182
1976-09,100.0553,,101.4906,101.3235,7.20639,43.63464,98.71252,98.48785,42.99376
1976-10,100.1393,,101.5062,101.3373,6.64809,43.77645,98.71162,98.48682,43.12688
1976-11,100.1674,,101.4872,101.3204,6.10463,43.90458,98.7458,98.52618,43.26119
1976-12,100.1475,,101.4077,101.2498,5.550513,44.00759,98.82546,98.61793,43.39671
1977-01,100.0725,,101.2385,101.0997,4.985316,44.0726,98.92945,98.73769,43.53344
1977-02,99.96541,,100.9415,100.8361,4.358442,44.08253,99.02457,98.84725,43.67139
1977-03,99.84309,,100.5416,100.4813,3.681648,44.04783,99.0831,98.91466,43.81055
1977-04,99.71133,,100.0892,100.0798,2.982016,43.99012,99.1007,98.93493,43.95091
1977-05,99.57573,,99.65346,99.6931,2.331903,43.93967,99.08713,98.9193,44.09248
1977-06,99.44026,,99.28638,99.36734,1.798651,43.91955,99.05965,98.88764,44.23523
1977-07,99.30982,,99.06609,99.17185,1.47856,43.96469,99.03853,98.86332,44.37915
1977-08,99.1926,,99.01892,99.12999,1.38519,44.0874,99.04305,98.86852,44.52422
1977-09,99.10667,,99.08663,99.19008,1.438706,44.26242,99.08701,98.91917,44.67042
1977-10,99.07331,,99.2243,99.31225,1.58444,44.47007,99.17226,99.01733,44.81772
1977-11,99.07922,,99.40578,99.4733,1.809181,44.69889,99.29307,99.15649,44.96609
1977-12,99.11864,,99.61833,99.66193,2.126246,44.94329,99.43745,99.32276,45.11549
1978-01,99.19639,,99.85391,99.87099,2.557487,45.19975,99.58549,99.49329,45.26588
1978-02,99.29734,,100.0901,100.0806,3.120487,45.45812,99.71736,99.64516,45.41721
1978-03,99.41262,,100.3142,100.2794,3.779479,45.71261,99.82066,99.76413,45.56944
1978-04,99.54256,,100.5218,100.4637,4.480536,45.96111,99.89886,99.85419,45.72252
1978-05,99.68542,,100.719,100.6387,5.158422,46.20627,99.96329,99.92841,45.87641
1978-06,99.84498,,100.925,100.8215,5.777133,46.45684,100.0267,100.0014,46.03105
1978-07,100.0253,,101.1611,101.031,6.273171,46.72267,100.0977,100.0832,46.18639
1978-08,100.2088,,101.4116,101.2534,6.598661,46.99658,100.182,100.1803,46.34239
1978-09,100.3717,,101.6867,101.4974,6.82488,47.28327,100.2831,100.2967,46.499
1978-10,100.4963,,101.9682,101.7472,6.980755,47.57441,100.4017,100.4334,46.65615
1978-11,100.6045,,102.236,101.9849,7.073259,47.86056,100.5375,100.5898,46.8138
1978-12,100.7256,,102.5065,102.225,7.133308,48.14924,100.6893,100.7646,46.9719
1979-01,100.8816,,102.779,102.4668,7.169088,48.44016,100.8538,100.954,47.1304
1979-02,101.059,,103.0613,102.7174,7.212821,48.73694,101.025,101.1512,47.28925
1979-03,101.2396,,103.3215,102.9482,7.244787,49.02439,101.1919,101.3435,47.4484
1979-04,101.4093,,103.5127,103.118,7.221432,49.28016,101.3366,101.5101,47.60782
1979-05,101.565,,103.607,103.2016,7.107584,49.49042,101.4386,101.6276,47.76746
1979-06,101.6997,,103.6125,103.2065,6.89203,49.65866,101.4821,101.6776,47.9273
1979-07,101.8027,,103.5122,103.1175,6.535463,49.77621,101.4652,101.6582,48.0873
1979-08,101.8811,,103.3007,102.9298,6.050139,49.83994,101.3921,101.574,48.24745
1979-09,101.934,,103.0031,102.6657,5.452609,49.86145,101.2687,101.4319,48.40773
1979-10,101.9537,,102.6271,102.332,4.770707,49.84405,101.1034,101.2415,48.56812
1979-11,101.9499,,102.1783,101.9338,4.031591,49.7901,100.9035,101.0113,48.72864
1979-12,101.9277,,101.6699,101.4826,3.232555,49.70569,100.6758,100.749,48.88927
1980-01,101.8878,,101.1349,101.0078,2.408207,49.6067,100.4285,100.4642,49.05002
1980-02,101.8451,,100.5937,100.5275,1.571953,49.50306,100.1757,100.173,49.2109
1980-03,101.8154,,100.077,100.069,0.7864311,49.40993,99.9417,99.90353,49.37193
1980-04,101.805,,99.60764,99.65244,0.1188834,49.33875,99.76685,99.70216,49.5331
1980-05,101.7869,,99.20348,99.29378,-0.3875849,49.2986,99.69291,99.617,49.69443
1980-06,101.7158,,98.89645,99.0213,-0.7106972,49.30574,99.7448,99.67676,49.85593
1980-07,101.5508,,98.68714,98.83556,-0.8342609,49.36095,99.90505,99.86133,50.01761
1980-08,101.3309,,98.58145,98.74177,-0.7469739,49.46765,100.136,100.1273,50.17947
1980-09,101.0999,,98.59724,98.75578,-0.4534801,49.63533,100.3934,100.4238,50.3415
1980-10,100.8857,,98.71486,98.86015,0.02133432,49.85469,100.6355,100.7026,50.50373
1980-11,100.691,,98.89131,99.01675,0.6312707,50.10442,100.8281,100.9245,50.66615
1980-12,100.5167,,99.11438,99.21471,1.353804,50.37861,100.9519,101.067,50.82876
1981-01,100.3661,,99.36723,99.43909,2.141298,50.66892,101.0117,101.1359,50.99158
1981-02,100.2284,,99.62898,99.67138,2.95293,50.96485,101.0209,101.1465,51.15464
1981-03,100.0956,,99.86874,99.88415,3.725285,51.2506,100.9898,101.1107,51.31796
1981-04,99.96677,,100.0753,100.0675,4.421607,51.52031,100.9173,101.0272,51.48155
1981-05,99.84707,,100.228,100.203,4.999367,51.76322,100.7989,100.8908,51.64546
1981-06,99.75127,,100.3249,100.289,5.419902,51.97806,100.6374,100.7048,51.80972
1981-07,99.69783,,100.3814,100.3391,5.696069,52.17258,100.4565,100.4965,51.97437
1981-08,99.67909,,100.4334,100.3853,5.857972,52.36545,100.288,100.3024,52.13945
1981-09,99.69472,,100.4927,100.4378,5.89777,52.56271,100.1596,100.1545,52.30502
1981-10,99.75038,,100.5645,100.5016,5.84228,52.76733,100.0832,100.0665,52.47113
1981-11,99.82205,,100.6349,100.564,5.723198,52.97199,100.0595,100.0393,52.63781
1981-12,99.881,,100.6747,100.5994,5.52378,53.16141,100.0788,100.0614,52.80513
1982-01,99.90277,,100.6628,100.5888,5.240502,53.32423,100.1177,100.1062,52.97313
1982-02,99.88885,,100.5992,100.5324,4.896357,53.46027,100.1504,100.1438,53.14185
1982-03,99.83272,,100.4935,100.4386,4.534307,53.57445,100.1568,100.1513,53.31136
1982-04,99.72147,100.5178,100.3698,100.3288,4.190933,53.67949,100.1326,100.1234,53.4817
1982-05,99.57975,100.3242,100.2627,100.2338,3.923013,53.7939,100.0827,100.0659,53.65294
1982-06,99.4311,100.1445,100.1745,100.1555,3.73424,53.91905,100.0175,99.9908,53.82512
1982-07,99.28973,100.0081,100.1023,100.0914,3.605257,54.05354,99.9506,99.91378,53.9983
1982-08,99.15932,99.94649,100.0446,100.0402,3.49708,54.19671,99.89274,99.84715,54.17255
1982-09,99.04394,99.93779,99.983,99.98555,3.378763,54.33868,99.84543,99.79266,54.34792
1982-10,98.94823,99.96811,99.90638,99.91755,3.23322,54.47342,99.79427,99.73373,54.52447
1982-11,98.86234,100.0403,99.80713,99.82947,3.067193,54.59674,99.72098,99.64932,54.70225
1982-12,98.77769,100.1437,99.6865,99.72243,2.911627,54.70927,99.61554,99.52789,54.88132
1983-01,98.69286,100.2779,99.56293,99.61276,2.8071,54.82109,99.48962,99.38285,55.06175
1983-02,98.61823,100.4461,99.42305,99.48863,2.739583,54.92486,99.36502,99.23936,55.24358
1983-03,98.57632,100.6164,99.32252,99.39941,2.75676,55.05137,99.26369,99.12264,55.42688
1983-04,98.59207,100.7466,99.28611,99.3671,2.859927,55.21469,99.19753,99.04645,55.61169
1983-05,98.65024,100.806,99.31332,99.39125,3.013383,55.41491,99.17081,99.01568,55.79807
1983-06,98.74181,100.8379,99.39079,99.46,3.200958,55.64497,99.17983,99.02606,55.98605
1983-07,98.86791,100.8995,99.47516,99.53487,3.380561,55.88085,99.20952,99.06026,56.17568
1983-08,99.0104,101.031,99.57278,99.62151,3.560138,56.12619,99.24272,99.0985,56.36699
1983-09,99.15422,101.1932,99.67117,99.70881,3.745688,56.37404,99.26776,99.12733,56.56003
1983-10,99.29342,101.3289,99.75755,99.78547,3.935475,56.61721,99.28543,99.14768,56.75481
1983-11,99.43578,101.3926,99.81412,99.83568,4.11886,56.84551,99.30329,99.16826,56.95137
1983-12,99.59672,101.4077,99.82736,99.84743,4.280434,57.05107,99.33021,99.19926,57.14973
1984-01,99.78983,101.4029,99.80034,99.82345,4.40399,57.23541,99.37077,99.24598,57.34991
1984-02,99.99904,101.3963,99.74519,99.77451,4.516053,57.40529,99.42552,99.30904,57.55194
1984-03,100.2032,101.4011,99.67609,99.71318,4.57275,57.56873,99.49006,99.38336,57.75581
1984-04,100.3847,101.4318,99.59023,99.63699,4.544737,57.72405,99.5528,99.45562,57.96156
1984-05,100.5427,101.4993,99.47415,99.53398,4.418262,57.86329,99.59966,99.50959,58.16917
1984-06,100.671,101.5804,99.3152,99.39292,4.194294,57.97889,99.61852,99.53132,58.37866
1984-07,100.7583,101.6465,99.14832,99.24483,3.95519,58.09104,99.60472,99.51543,58.59004
1984-08,100.8195,101.6785,98.98848,99.10297,3.710041,58.20849,99.56256,99.46687,58.8033
1984-09,100.865,101.6972,98.86351,98.99207,3.501028,58.34771,99.509,99.40518,59.01845
1984-10,100.8963,101.7311,98.83941,98.97069,3.410259,58.548,99.47911,99.37076,59.23548
1984-11,100.9172,101.798,98.94823,99.06725,3.489399,58.82907,99.51083,99.40729,59.4544
1984-12,100.9259,101.8706,99.1928,99.2843,3.755288,59.1935,99.62811,99.54237,59.6752
1985-01,100.9165,101.9061,99.52199,99.57643,4.15151,59.61154,99.8194,99.76268,59.89786
1985-02,100.8941,101.8697,99.81247,99.83421,4.536754,60.00963,100.0565,100.0357,60.12238
1985-03,100.8605,101.7952,100.0335,100.0304,4.86416,60.36897,100.3074,100.3248,60.34873
1985-04,100.8138,101.7256,100.1265,100.1129,5.07502,60.65356,100.5462,100.5997,60.5769
1985-05,100.7592,101.6912,100.0757,100.0679,5.166745,60.85294,100.7529,100.8378,60.80688
1985-06,100.6994,101.6827,99.90447,99.91586,5.176796,60.98034,100.9154,101.025,61.03865
1985-07,100.6323,101.686,99.65909,99.6981,5.11658,61.06332,101.0323,101.1596,61.2722
