country,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC
1991-11,100.9232,100.7783,100.3625,100.2022,2.835999,86.29888,101.3397,102.1616,85.98717
1991-12,101.0573,100.7693,100.4303,100.2403,3.45694,86.43842,101.3398,102.1618,86.06809
1992-01,100.9386,100.5762,100.4171,100.2329,3.872476,86.50735,101.3144,102.1189,86.14806
1992-02,100.8417,100.393,100.4208,100.2349,4.037474,86.59001,101.2546,102.0179,86.2272
1992-03,100.5399,100.2205,100.457,100.2553,3.939918,86.70007,101.1578,101.8545,86.30563
1992-04,100.0634,100.1544,100.5565,100.3112,3.738337,86.86423,101.0346,101.6466,86.38352
1992-05,99.80816,100.1886,100.689,100.3856,3.443934,87.05678,100.9,101.4193,86.46103
1992-06,99.93851,100.2021,100.8412,100.4711,3.118174,87.26627,100.765,101.1915,86.53833
1992-07,100.1748,100.0698,100.9168,100.5135,2.773237,87.40972,100.6292,100.9622,86.61561
1992-08,100.2682,99.86041,100.8622,100.4829,2.380023,87.44054,100.4862,100.7207,86.69305
1992-09,100.2057,99.75746,100.7253,100.406,1.949371,87.40021,100.3292,100.4558,86.77084
1992-10,99.97806,99.74063,100.4965,100.2775,1.434056,87.28039,100.1573,100.1656,86.84917
1992-11,99.5329,99.71509,100.1574,100.087,0.887872,87.0651,99.97472,99.85735,86.92825
1992-12,99.24984,99.76598,99.73349,99.84893,0.3910265,86.77642,99.79119,99.54755,87.00831
1993-01,99.11937,99.84076,99.22778,99.5649,-0.1044258,86.41702,99.62228,99.26241,87.08955
1993-02,99.24611,99.97546,98.7598,99.30206,-0.5762134,86.09107,99.48348,99.02809,87.17219
1993-03,99.53882,100.0615,98.39525,99.09731,-0.9733477,85.85618,99.3843,98.86066,87.25642
1993-04,99.66626,100.0807,98.17183,98.97182,-1.287684,85.74569,99.3219,98.75532,87.34246
1993-05,99.6179,100.0852,98.1254,98.94576,-1.453381,85.79151,99.28664,98.6958,87.43048
1993-06,99.68658,100.1384,98.16106,98.96578,-1.552814,85.91119,99.26694,98.66254,87.52064
1993-07,99.85615,100.3507,98.17162,98.97171,-1.599953,86.0112,99.25366,98.64014,87.61311
1993-08,99.98061,100.7201,98.0394,98.89745,-1.660669,85.98844,99.24049,98.61789,87.70805
1993-09,99.91731,101.2236,97.76988,98.74608,-1.776621,85.84744,99.22412,98.59026,87.80561
1993-10,99.56767,101.7386,97.40594,98.54167,-1.895932,85.62561,99.20457,98.55727,87.90594
1993-11,99.07813,102.0801,97.10885,98.37481,-1.838165,85.46471,99.185,98.52422,88.00919
1993-12,99.10722,102.1724,96.93599,98.27773,-1.568191,85.4156,99.17154,98.5015,88.11547
1994-01,99.60826,102.117,96.92531,98.27173,-1.046938,85.51229,99.1732,98.5043,88.22494
1994-02,100.2407,102.0075,97.0934,98.36613,-0.3728676,85.77007,99.19879,98.54751,88.33768
1994-03,100.6676,101.8536,97.44164,98.56172,0.3898286,86.19086,99.25362,98.64008,88.45384
1994-04,101.0241,101.6106,97.95087,98.84772,1.181168,86.75849,99.33578,98.77876,88.57348
1994-05,101.3255,101.4395,98.51572,99.16498,1.851789,87.38019,99.43763,98.95068,88.69669
1994-06,101.5786,101.2765,99.07369,99.47836,2.432254,88.00076,99.54683,99.13503,88.82354
1994-07,101.8384,101.1758,99.53452,99.73718,2.940116,88.54003,99.64705,99.30421,88.95409
1994-08,101.8723,101.1031,99.80421,99.88865,3.402236,88.91397,99.72273,99.43198,89.08839
1994-09,101.5338,100.9831,99.87204,99.92674,3.803125,89.11233,99.76402,99.50166,89.2265
1994-10,100.8654,100.7461,99.77234,99.87075,4.133581,89.16502,99.77186,99.5149,89.36848
1994-11,100.6585,100.514,99.61742,99.78374,4.337713,89.17192,99.75385,99.4845,89.51438
1994-12,100.9184,100.3355,99.44021,99.6842,4.386491,89.16235,99.72034,99.42793,89.66428
1995-01,101.237,100.2603,99.20591,99.55262,4.201402,89.105,99.68086,99.36129,89.81824
1995-02,101.5786,100.1999,98.99606,99.43475,3.850912,89.073,99.64311,99.29758,89.9763
1995-03,101.7966,100.149,98.81295,99.33191,3.338713,89.06853,99.61192,99.2449,90.13853
1995-04,101.7594,100.1527,98.65334,99.24227,2.686028,89.08885,99.58814,99.20477,90.30495
1995-05,101.7936,100.1863,98.57666,99.1992,2.068705,89.18783,99.57037,99.17478,90.4756
1995-06,101.9773,100.1511,98.56275,99.19139,1.530537,89.34765,99.55634,99.15109,90.65052
1995-07,102.1616,100.0263,98.60505,99.21514,1.155035,89.5627,99.54424,99.13067,90.82973
1995-08,102.5576,100.075,98.7681,99.30672,1.100051,89.89207,99.53282,99.11139,91.01326
1995-09,102.9735,100.2965,99.01326,99.44441,1.33412,90.30119,99.5214,99.09211,91.20111
1995-10,103.1074,100.6675,99.19283,99.54527,1.671719,90.65561,99.50984,99.07259,91.3933
1995-11,102.7919,100.9473,99.19255,99.54511,1.882186,90.8503,99.49858,99.05358,91.58984
1995-12,101.9701,101.2044,98.97285,99.42172,1.890428,90.8479,99.48866,99.03683,91.79073
1996-01,101.0666,101.3913,98.58582,99.20435,1.784369,90.69497,99.4817,99.02509,91.99595
1996-02,100.4874,101.4837,98.17191,98.97188,1.624404,90.5199,99.47971,99.02172,92.2055
1996-03,100.1749,101.3332,97.81326,98.77044,1.493068,90.39838,99.4848,99.03032,92.41936
1996-04,99.99423,101.1685,97.56088,98.62869,1.447003,90.37797,99.49887,99.05407,92.6375
1996-05,99.85275,101.1789,97.45793,98.57087,1.470503,90.49934,99.52312,99.09502,92.8599
1996-06,99.8261,101.3353,97.54524,98.61991,1.627141,90.80146,99.55754,99.15311,93.08651
1996-07,100.1068,101.5911,97.85942,98.79636,1.961811,91.31975,99.60003,99.22484,93.31728
1996-08,100.3975,101.9504,98.40417,99.10233,2.410852,92.05923,99.64777,99.30544,93.55217
1996-09,100.677,102.2252,99.12512,99.50724,2.956057,92.97054,99.6983,99.39073,93.7911
1996-10,100.9366,102.2439,99.8675,99.92419,3.589206,93.90942,99.75047,99.47881,94.03402
1996-11,101.0655,102.0385,100.4647,100.2596,4.25826,94.71894,99.80462,99.57021,94.28085
1996-12,101.005,101.7464,100.8525,100.4774,4.941784,95.33741,99.86254,99.66798,94.53153
1997-01,101.142,101.5787,101.0643,100.5964,5.623099,95.79483,99.92752,99.77768,94.78599
1997-02,101.351,101.5573,101.1661,100.6535,6.222405,96.15241,100.0028,99.90478,95.04414
1997-03,101.7105,101.6699,101.2307,100.6898,6.72625,96.47881,100.09,100.052,95.3059
1997-04,102.1293,101.7326,101.2541,100.7029,7.072234,96.76971,100.1873,100.2163,95.5712
1997-05,102.3441,101.7529,101.3126,100.7358,7.291292,97.09791,100.2906,100.3906,95.83994
1997-06,102.1622,101.9723,101.3949,100.7821,7.325069,97.45273,100.3947,100.5663,96.11203
1997-07,101.9067,102.0803,101.4847,100.8325,7.116385,97.81841,100.4941,100.7341,96.3874
1997-08,101.8831,101.9591,101.519,100.8518,6.599137,98.13435,100.5837,100.8854,96.66595
1997-09,102.0568,101.9183,101.4569,100.8169,5.796961,98.36002,100.6596,101.0135,96.94762
1997-10,102.3787,101.9058,101.2909,100.7237,4.875049,98.48756,100.7196,101.1148,97.23233
1997-11,102.8053,101.9043,101.0036,100.5623,3.990504,98.4987,100.7624,101.187,97.52003
1997-12,102.9209,101.8257,100.5882,100.329,3.19768,98.38599,100.7872,101.2288,97.81065
1998-01,102.7228,101.6706,100.0729,100.0396,2.485393,98.17571,100.7928,101.2383,98.10415
1998-02,102.6979,101.5148,99.56734,99.75561,1.895261,97.97475,100.7786,101.2143,98.4005
1998-03,102.9478,101.2812,99.13058,99.51031,1.412479,97.84155,100.745,101.1577,98.69966
1998-04,103.2957,101.1993,98.82293,99.33752,1.102197,97.8363,100.6948,101.0729,99.00162
1998-05,103.3397,101.3793,98.69331,99.26472,0.9380517,98.00874,100.6318,100.9666,99.30637
1998-06,102.9858,101.5763,98.75095,99.2971,0.9409209,98.36968,100.5608,100.8467,99.61391
1998-07,102.7341,101.7897,98.94077,99.4037,1.070757,98.86581,100.4864,100.7211,99.92424
1998-08,102.4358,101.8286,99.11337,99.50064,1.237391,99.34866,100.4128,100.597,100.2374
1998-09,101.9583,101.7055,99.2053,99.55227,1.417495,99.75426,100.3434,100.4797,100.5534
1998-10,101.3182,101.6366,99.23047,99.56641,1.633091,100.0959,100.2794,100.3717,100.8722
1998-11,101.1311,101.7963,99.26833,99.58768,1.984577,100.4535,100.2212,100.2734,101.1939
1998-12,101.1597,102.0153,99.34955,99.63329,2.512724,100.8582,100.1683,100.1841,101.5185
1999-01,101.1614,102.1896,99.44043,99.68433,3.158032,101.2761,100.1199,100.1024,101.846
1999-02,101.2452,102.2982,99.53393,99.73685,3.802563,101.7003,100.075,100.0266,102.1765
1999-03,101.4295,102.5066,99.64271,99.79794,4.397117,102.1438,100.0327,99.95517,102.51
1999-04,101.6134,102.8072,99.78726,99.87913,4.897399,102.6277,99.99187,99.88631,102.8465
1999-05,101.5024,102.9167,99.91022,99.9482,5.188039,103.0935,99.95206,99.81911,103.1861
1999-06,101.223,102.8595,99.99541,99.99604,5.239759,103.524,99.9136,99.75419,103.5288
1999-07,100.9655,102.7399,100.0685,100.0371,5.138114,103.9457,99.87817,99.69437,103.8745
1999-08,100.9609,102.6931,100.1474,100.0814,5.06138,104.3771,99.84753,99.64265,104.2235
1999-09,101.2427,102.768,100.266,100.148,5.112054,104.8538,99.8223,99.60006,104.5756
1999-10,101.734,102.96,100.4187,100.2338,5.269265,105.3703,99.80063,99.56347,104.9309
1999-11,102.1309,103.2818,100.5495,100.3073,5.390182,105.8681,99.7802,99.52898,105.2895
1999-12,102.5401,103.6374,100.6368,100.3563,5.419394,106.3241,99.76019,99.49519,105.6513
2000-01,103.1367,103.9091,100.7025,100.3932,5.415887,106.7611,99.74315,99.46644,106.0164
2000-02,103.8379,104.038,100.6984,100.3909,5.336676,107.1277,99.73344,99.45006,106.3847
2000-03,104.1743,104.1745,100.659,100.3688,5.204579,107.4599,99.7356,99.45369,106.7564
2000-04,104.0752,104.3513,100.5091,100.2845,4.919675,107.6767,99.75257,99.48235,107.1313
2000-05,104.0554,104.2941,100.2573,100.1431,4.551851,107.7861,99.78539,99.53773,107.5095
2000-06,104.1577,103.9976,99.93861,99.96413,4.154417,107.8248,99.83247,99.61721,107.8911
2000-07,104.0835,103.6635,99.5453,99.74323,3.692215,107.7835,99.88876,99.71224,108.2759
2000-08,103.8056,103.3237,99.10781,99.49752,3.178268,107.6945,99.94733,99.81112,108.6639
2000-09,103.3125,103.0033,98.64518,99.23769,2.597889,107.5777,100.0007,99.90128,109.0552
2000-10,102.7483,102.5581,98.26126,99.02206,2.065512,107.5467,100.0424,99.97168,109.4497
2000-11,102.686,102.2464,98.021,98.88712,1.705369,107.6736,100.0669,100.013,109.8474
2000-12,102.9291,102.1312,97.92449,98.83291,1.538712,107.9601,100.0701,100.0184,110.2483
2001-01,103.0979,102.0353,97.89508,98.81639,1.463103,108.3232,100.0499,99.98428,110.6523
2001-02,103.1291,101.9339,97.83884,98.78481,1.429629,108.6593,100.0065,99.91104,111.0594
2001-03,102.9417,101.9579,97.73632,98.72723,1.383243,108.9463,99.94322,99.80418,111.4697
2001-04,102.6266,101.9281,97.6171,98.66027,1.430426,109.2169,99.86723,99.67591,111.883
2001-05,102.3855,101.7924,97.56467,98.63083,1.649924,109.5645,99.78673,99.54,112.2994
2001-06,102.2136,101.6962,97.6087,98.65555,2.038985,110.0234,99.70795,99.40704,112.7188
2001-07,102.1403,101.7082,97.72523,98.721,2.582989,110.5676,99.63255,99.27973,113.1413
2001-08,102.0431,101.8243,97.84521,98.78839,3.18046,111.1196,99.56004,99.15733,113.5667
2001-09,101.8865,101.8897,97.9506,98.84757,3.793719,111.6589,99.4904,99.03978,113.9952
2001-10,101.6536,101.9183,98.07058,98.91496,4.344138,112.2187,99.42645,98.93182,114.4264
2001-11,101.3379,102.12,98.20759,98.99191,4.762781,112.8018,99.37235,98.8405,114.8606
2001-12,101.2585,102.3437,98.35828,99.07655,5.0431,113.4046,99.3321,98.77254,115.2975
2002-01,101.4672,102.602,98.56783,99.19424,5.31407,114.0795,99.30785,98.7316,115.7371
2002-02,101.6631,102.6228,98.88236,99.3709,5.725744,114.8808,99.29957,98.71763,116.1793
2002-03,101.7548,102.4229,99.26936,99.58826,6.265012,115.7718,99.3045,98.72596,116.6239
2002-04,101.9117,102.0759,99.7036,99.83214,6.873516,116.724,99.31632,98.74592,117.071
2002-05,102.2248,102.0041,100.0828,100.0451,7.349963,117.6175,99.32813,98.76585,117.5202
2002-06,102.4124,102.1118,100.3228,100.1799,7.570134,118.3523,99.33529,98.77793,117.9715
2002-07,102.2777,102.3447,100.443,100.2474,7.580623,118.9493,99.33825,98.78293,118.4247
2002-08,101.9887,102.4245,100.4791,100.2677,7.496011,119.4492,99.34081,98.78725,118.8797
2002-09,101.8009,102.2756,100.4917,100.2748,7.401103,119.9229,99.34844,98.80013,119.3362
2002-10,101.8497,102.1566,100.4709,100.2631,7.253212,120.3581,99.36663,98.83084,119.794
2002-11,101.8437,102.0304,100.3565,100.1989,6.98562,120.6817,99.39969,98.88664,120.253
2002-12,101.4831,101.8679,100.0546,100.0293,6.502548,120.7788,99.44939,98.97056,120.7129
2003-01,100.9892,101.682,99.64898,99.80146,5.845547,120.7481,99.51347,99.07872,121.1734
2003-02,100.5564,101.5184,99.3126,99.61254,5.150989,120.7983,99.58743,99.20356,121.6344
2003-03,100.1303,101.3906,99.21638,99.55849,4.635756,121.1387,99.66627,99.33665,122.0955
2003-04,99.81295,101.3907,99.39423,99.65839,4.360774,121.814,99.74598,99.47122,122.5564
2003-05,100.0139,101.3952,99.77168,99.87038,4.351907,122.7361,99.8242,99.60326,123.0169
2003-06,100.5008,101.3414,100.2209,100.1227,4.56024,123.7494,99.90083,99.73261,123.4767
2003-07,100.8872,101.3028,100.6786,100.3798,4.898839,124.7764,99.97871,99.86411,123.9354
2003-08,101.0812,101.2784,101.1101,100.6221,5.294609,125.7735,100.0611,100.0032,124.3927
2003-09,101.2847,101.1257,101.4612,100.8193,5.62833,126.6726,100.1492,100.152,124.8483
2003-10,101.6892,100.9419,101.6944,100.9502,5.871515,127.425,100.2395,100.3043,125.3019
2003-11,102.1621,100.6221,101.811,101.0158,6.089474,128.0306,100.3252,100.449,125.7532
2003-12,102.5856,100.4263,101.8296,101.0262,6.401759,128.5108,100.3984,100.5725,126.2018
2004-01,102.7418,100.6652,101.7804,100.9985,6.752906,128.9021,100.4512,100.6618,126.6473
2004-02,102.6874,101.1175,101.7036,100.9555,7.000395,129.2547,100.4774,100.7059,127.0895
2004-03,102.8451,101.6756,101.5662,100.8783,6.923185,129.5254,100.4734,100.6992,127.528
2004-04,103.0397,101.9057,101.3409,100.7517,6.456071,129.6784,100.4404,100.6435,127.9625
2004-05,102.8081,101.7976,100.9783,100.5481,5.632135,129.6487,100.3814,100.5438,128.3927
2004-06,102.1962,101.5999,100.4728,100.2642,4.588219,129.4273,100.2982,100.4035,128.8182
2004-07,101.467,101.5059,99.88645,99.93484,3.458709,129.0921,100.1901,100.221,129.2388
2004-08,100.8592,101.6137,99.27019,99.58871,2.333071,128.7079,100.0555,99.99366,129.6542
2004-09,100.4356,101.8088,98.74715,99.29496,1.390845,128.4344,99.89442,99.72181,130.0639
2004-10,100.223,101.802,98.34274,99.06782,0.6910641,128.3056,99.71201,99.41386,130.4678
2004-11,100.1674,101.6465,98.0697,98.91447,0.2411516,128.3393,99.51643,99.08372,130.8654
2004-12,100.2092,101.4679,97.87713,98.80631,-0.03158929,128.4702,99.31804,98.74881,131.2566
2005-01,100.2012,101.3293,97.73988,98.72923,-0.1834274,128.6657,99.12832,98.42854,131.6409
2005-02,100.0043,101.2778,97.61031,98.65646,-0.302849,128.8632,98.95863,98.14209,132.018
2005-03,99.66064,101.2585,97.50288,98.59612,-0.3425171,129.0818,98.81884,97.90611,132.3876
2005-04,99.34303,101.2192,97.4902,98.589,-0.2011692,129.4176,98.71575,97.73208,132.7493
2005-05,98.84493,101.1556,97.55585,98.62586,0.1547832,129.8494,98.65353,97.62704,133.1026
2005-06,98.55896,100.9662,97.71506,98.71529,0.7499868,130.398,98.63361,97.59343,133.4472
2005-07,98.59837,100.7534,97.91931,98.83,1.477126,130.9989,98.65411,97.62801,133.7825
2005-08,98.89043,100.4452,98.13496,98.95112,2.252405,131.6069,98.71171,97.72527,134.1081
2005-09,99.21954,100.0605,98.32029,99.05521,2.905077,132.1655,98.80325,97.87978,134.4234
2005-10,99.45823,99.83333,98.43694,99.12072,3.364228,132.6221,98.92656,98.08795,134.728
2005-11,99.76116,99.97617,98.5085,99.16092,3.637146,133.0072,99.07862,98.34464,135.0211
2005-12,100.2438,100.2346,98.60915,99.21745,3.853178,133.4204,99.25318,98.63932,135.3022
2006-01,100.707,100.3643,98.77715,99.31181,4.078225,133.9129,99.43803,98.95137,135.5708
2006-02,101.173,100.2431,99.02299,99.44988,4.373492,134.499,99.61983,99.25826,135.8261
2006-03,101.6699,100.0439,99.27827,99.59326,4.651074,135.0854,99.78876,99.54343,136.0675
2006-04,102.0412,100.1188,99.50677,99.72159,4.794211,135.6221,99.94348,99.80462,136.2944
2006-05,102.3295,100.3271,99.75448,99.86072,4.868342,136.1709,100.0881,100.0488,136.5061
2006-06,102.5154,100.5675,100.0406,100.0214,4.877002,136.7575,100.2294,100.2873,136.702
2006-07,102.5597,100.5961,100.3447,100.1922,4.850661,137.3533,100.3744,100.532,136.8814
2006-08,102.5752,100.5652,100.6727,100.3764,4.831587,137.9657,100.5281,100.7916,137.0438
2006-09,102.5897,100.6114,100.9788,100.5483,4.816463,138.5312,100.6921,101.0684,137.1885
2006-10,102.393,100.7018,101.2317,100.6904,4.813729,139.0061,100.8622,101.3556,137.3148
2006-11,102.1833,100.7995,101.4546,100.8156,4.822261,139.4212,101.0326,101.6431,137.4223
2006-12,102.1301,100.865,101.667,100.9349,4.783492,139.8025,101.1997,101.9252,137.5102
2007-01,102.1992,100.7983,101.8072,101.0136,4.593534,140.0643,101.3667,102.2071,137.578
2007-02,102.288,100.8091,101.8269,101.0247,4.193671,140.1395,101.5379,102.4962,137.6252
2007-03,102.6245,100.863,101.7752,100.9956,3.708403,140.095,101.7139,102.7932,137.6514
2007-04,102.9632,100.8028,101.7523,100.9828,3.27827,140.0682,101.8859,103.0837,137.656
2007-05,102.9359,100.7963,101.7969,101.0078,2.894028,140.1117,102.0421,103.3473,137.6386
2007-06,102.815,100.8154,101.8803,101.0547,2.506997,140.186,102.1729,103.5681,137.5988
2007-07,102.7972,100.867,102.0,101.1219,2.135889,140.287,102.278,103.7455,137.5362
2007-08,102.7664,100.9611,102.1261,101.1927,1.744866,140.373,102.3624,103.888,137.4507
2007-09,102.642,101.2302,102.2547,101.2649,1.376759,140.4385,102.4338,104.0086,137.3419
2007-10,102.3549,101.308,102.3823,101.3366,1.059147,140.4784,102.4999,104.1201,137.2096
2007-11,102.1365,101.1285,102.53,101.4196,0.7890267,140.5213,102.5666,104.2327,137.0538
2007-12,101.8151,100.9153,102.6569,101.4909,0.5068163,140.5111,102.6363,104.3504,136.8744
2008-01,101.5023,100.6738,102.6844,101.5063,0.1969431,140.3401,102.7067,104.4693,136.6713
2008-02,101.1433,100.4049,102.599,101.4584,-0.1060539,139.9909,102.7726,104.5804,136.4446
2008-03,100.9128,100.122,102.4409,101.3695,-0.4113493,139.5187,102.8278,104.6736,136.1943
2008-04,100.8024,99.78967,102.1798,101.2229,-0.8458084,138.8835,102.868,104.7415,135.9207
2008-05,100.6869,99.39558,101.831,101.027,-1.430833,138.107,102.8893,104.7775,135.6238
2008-06,100.5716,99.07149,101.4454,100.8104,-2.087539,137.2596,102.8878,104.7749,135.3039
2008-07,100.4053,98.9593,101.0378,100.5815,-2.797742,136.3621,102.859,104.7263,134.9615
2008-08,99.97511,98.75642,100.705,100.3946,-3.438874,135.5457,102.8,104.6268,134.5968
2008-09,99.07309,98.369,100.4644,100.2594,-3.99106,134.8335,102.7119,104.478,134.2103
2008-10,97.73354,98.03582,100.2324,100.1291,-4.531016,134.1133,102.6024,104.2932,133.8024
2008-11,96.17154,98.05548,99.91618,99.95154,-5.165934,133.262,102.486,104.0967,133.3738
2008-12,94.55331,98.31448,99.52975,99.7345,-5.843735,132.3,102.3834,103.9235,132.925
2009-01,93.12673,98.50509,99.15057,99.52153,-6.419012,131.3317,102.3223,103.8204,132.4568
2009-02,91.93999,98.50001,98.91721,99.39046,-6.750484,130.5408,102.3275,103.829,131.9698
2009-03,91.35973,98.57097,98.91714,99.39043,-6.79308,130.0411,102.4104,103.969,131.4646
2009-04,91.4959,98.79983,99.17064,99.53281,-6.49988,129.8562,102.5581,104.2184,130.9422
2009-05,92.12133,98.98113,99.61568,99.78276,-5.941051,129.902,102.7433,104.5309,130.4031
2009-06,92.9485,99.15897,100.1677,100.0928,-5.240819,130.0661,102.9335,104.8521,129.8483
2009-07,93.52715,99.27402,100.7419,100.4153,-4.491365,130.2376,103.1005,105.134,129.2785
2009-08,93.98628,99.52694,101.2737,100.714,-3.845252,130.3336,103.2189,105.3339,128.6945
2009-09,94.45552,99.95971,101.7154,100.962,-3.366192,130.2947,103.2659,105.4132,128.0974
2009-10,94.79867,100.4535,102.0273,101.1372,-3.012927,130.0726,103.2216,105.3384,127.4881
2009-11,94.86025,100.4017,102.1455,101.2036,-2.75589,129.5895,103.0734,105.0882,126.8675
2009-12,94.86565,99.87897,102.0293,101.1384,-2.6466,128.7985,102.8211,104.6623,126.2368
2010-01,94.97413,99.21827,101.7042,100.9558,-2.736823,127.7374,102.4841,104.0935,125.597
2010-02,94.97056,98.55648,101.2193,100.6834,-3.116321,126.4727,102.0919,103.4314,124.9493
2010-03,94.92781,97.822,100.6326,100.3539,-3.8141,125.0812,101.6758,102.7289,124.2948
2010-04,94.79739,97.18523,99.94008,99.96496,-4.848045,123.5607,101.262,102.0305,123.6348
2010-05,94.47967,96.64466,99.26775,99.58735,-6.029201,122.0699,100.8712,101.3708,122.9704
2010-06,94.39484,96.3732,98.74277,99.2925,-7.150979,120.7651,100.5181,100.7746,122.3027
2010-07,94.53423,96.29509,98.4353,99.11981,-8.068197,119.7298,100.2106,100.2555,121.6329
2010-08,94.68282,96.23856,98.35997,99.0775,-8.712459,118.9784,99.95075,99.8169,120.9622
2010-09,94.85796,95.94794,98.45041,99.12829,-9.10796,118.4275,99.73388,99.4508,120.2916
2010-10,95.16074,95.66821,98.62927,99.22875,-9.294934,117.9824,99.54753,99.13622,119.6221
2010-11,95.40818,95.40596,98.75469,99.29919,-9.3495,117.4735,99.37717,98.84864,118.9549
2010-12,95.7389,95.11671,98.78978,99.3189,-9.269738,116.8592,99.21137,98.56874,118.2908
2011-01,96.25558,95.1256,98.71319,99.27588,-9.096869,116.1173,99.04662,98.29061,117.6309
2011-02,96.66669,95.40014,98.50599,99.15951,-8.890579,115.2286,98.88361,98.01544,116.9762
2011-03,96.45808,95.58095,98.18118,98.97708,-8.689912,114.2117,98.72342,97.74503,116.3275
2011-04,95.8583,95.56527,97.81366,98.77067,-8.420371,113.1564,98.56355,97.47516,115.6857
2011-05,95.44154,95.41854,97.47859,98.58247,-8.125809,112.1508,98.39986,97.19882,115.0517
2011-06,95.21339,95.13929,97.20329,98.42785,-7.898877,111.226,98.22841,96.9094,114.4262
2011-07,95.22022,94.93786,96.96931,98.29644,-7.825181,110.3607,98.0473,96.60367,113.8099
2011-08,95.14417,94.88203,96.67553,98.13144,-8.016715,109.4402,97.85808,96.28423,113.2036
2011-09,94.76435,94.6364,96.32755,97.936,-8.405969,108.4726,97.66718,95.96198,112.608
2011-10,94.50085,94.19151,95.99759,97.75068,-8.850798,107.54,97.4874,95.6585,112.0237
2011-11,94.52824,93.9378,95.78801,97.63297,-9.122581,106.7569,97.33269,95.39732,111.4512
2011-12,94.62611,93.84324,95.65308,97.55719,-9.232016,106.0708,97.21262,95.19463,110.8911
2012-01,94.64727,93.79949,95.56103,97.50549,-9.190288,105.4457,97.12646,95.04918,110.3439
2012-02,94.8327,93.76923,95.47639,97.45795,-9.013396,104.8426,97.06792,94.95037,109.8099
2012-03,95.1298,93.90908,95.43446,97.43439,-8.678412,104.3,97.02933,94.88522,109.2896
2012-04,95.25468,94.13792,95.48302,97.46168,-8.207108,103.8696,97.00522,94.84452,108.7833
2012-05,94.94566,94.51179,95.56357,97.50691,-7.725167,103.4869,96.99231,94.82272,108.2912
2012-06,94.4715,94.92907,95.62845,97.54335,-7.305443,103.1004,96.98915,94.81741,107.8136
2012-07,94.22477,95.13946,95.65425,97.55785,-6.954715,102.6854,96.99554,94.82819,107.3506
2012-08,94.37004,95.06589,95.60506,97.53021,-6.611892,102.2042,97.01225,94.85638,106.9025
2012-09,94.92546,94.75259,95.51456,97.47939,-6.249455,101.6936,97.04055,94.90417,106.4692
2012-10,95.64503,94.49142,95.47327,97.4562,-5.848705,101.2503,97.08151,94.97331,106.051
2012-11,96.45424,94.40916,95.60944,97.53268,-5.383909,101.0092,97.13644,95.06604,105.6477
2012-12,97.19845,94.45145,95.97257,97.73663,-4.761495,101.0202,97.20715,95.18539,105.2595
2013-01,97.52199,94.58385,96.48885,98.0266,-4.023193,101.2035,97.29579,95.33503,104.8862
2013-02,97.74813,94.78917,97.02952,98.33025,-3.26184,101.4228,97.40434,95.51827,104.5277
2013-03,98.00496,94.93504,97.52504,98.60857,-2.583323,101.6056,97.5336,95.73649,104.1841
2013-04,98.32963,95.04388,97.90003,98.81918,-2.113694,101.6741,97.68186,95.98677,103.855
2013-05,98.65923,95.19974,98.10297,98.93315,-1.846356,101.5762,97.84612,96.26404,103.5404
2013-06,98.64384,95.12273,98.09878,98.9308,-1.768434,101.2772,98.02293,96.56252,103.24
2013-07,98.52814,94.89753,97.93424,98.83839,-1.809961,100.8269,98.20903,96.87668,102.9536
2013-08,98.58878,94.72047,97.77646,98.74977,-1.767344,100.3979,98.40108,97.20088,102.681
2013-09,98.75442,94.84744,97.70161,98.70773,-1.598677,100.0679,98.59529,97.52873,102.4219
2013-10,98.51768,95.19019,97.69568,98.7044,-1.411101,99.82159,98.7868,97.85202,102.1761
2013-11,98.25603,95.45327,97.79243,98.75874,-1.303378,99.69267,98.97084,98.1627,101.9431
2013-12,98.2022,95.66263,98.02311,98.88831,-1.295089,99.71191,99.14388,98.45482,101.7229
2014-01,98.40296,95.81007,98.38725,99.09282,-1.309949,99.87775,99.30482,98.72649,101.5149
2014-02,98.88314,96.10598,98.85551,99.35582,-1.245582,100.1595,99.45424,98.97873,101.319
2014-03,99.27965,96.56777,99.36575,99.64239,-1.094552,100.4934,99.5938,99.21433,101.1349
2014-04,99.48998,96.96167,99.83938,99.9084,-0.8597317,100.8,99.72568,99.43695,100.9621
2014-05,100.1016,97.29134,100.2231,100.1239,-0.5422549,101.0254,99.85122,99.64886,100.8005
2014-06,100.8604,97.57561,100.5216,100.2916,-0.1012113,101.1747,99.9697,99.84888,100.6496
2014-07,101.1597,97.6508,100.6995,100.3915,0.3822853,101.2123,100.077,100.0301,100.5093
2014-08,100.9889,97.50688,100.7283,100.4076,0.7094156,101.1101,100.1684,100.1844,100.3791
2014-09,100.6889,97.4631,100.6724,100.3763,0.8644566,100.9329,100.241,100.3069,100.2587
2014-10,100.7926,97.74429,100.659,100.3687,0.9880923,100.8079,100.2969,100.4012,100.148
2014-11,100.7557,98.02296,100.6381,100.357,0.9952739,100.6849,100.3399,100.4738,100.0465
2014-12,100.1748,98.16785,100.5417,100.3028,0.7857919,100.4954,100.373,100.5297,99.954
2015-01,99.34666,98.48004,100.3601,100.2009,0.3525551,100.2299,100.3951,100.567,99.87026
