country,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX
1985-11,-11.6,-33.2,-23.1,-43.2,2.2,-0.3,-5.5,6.1,0.5,4.9,34.6,20.3,-21.8,,,
1985-12,-46.5,-30.6,-13.3,-47.8,-7.0,-10.1,-5.0,-3.6,-9.4,-24.5,-40.5,0.7,-37.1,,,
1986-01,-15.5,-21.1,-9.2,-32.9,-2.5,-0.5,0.6,-2.3,-15.4,11.4,2.5,-1.8,-17.3,,,
1986-02,-30.7,-21.3,-10.9,-31.7,-6.9,-6.2,1.2,-1.3,-11.2,-8.8,-61.5,-37.9,-13.3,,,
1986-03,-62.5,-19.9,-6.9,-32.9,-7.1,-1.9,1.8,2.5,-5.8,2.7,-62.0,-51.7,-11.2,,,
1986-04,-1.7,-9.8,2.5,-22.1,10.9,-3.2,3.0,10.7,-7.0,8.0,-8.4,-62.5,-7.2,,,
1986-05,-9.8,5.0,7.3,2.6,7.8,-2.0,2.3,-1.1,-7.9,0.9,-16.9,-48.4,-10.6,,,
1986-06,7.7,9.0,14.9,3.2,21.0,-14.9,2.9,4.2,-6.8,-33.6,-27.0,-41.4,-9.2,,,
1986-07,0.4,6.6,9.4,3.8,32.3,-12.2,-3.8,-0.1,-0.8,-36.0,-2.0,-53.7,3.2,,,
1986-08,26.9,6.8,8.0,5.7,19.2,-17.5,-3.3,6.0,-9.3,-37.1,-40.5,-38.4,-11.7,,,
1986-09,-14.8,6.6,2.6,10.6,27.3,-15.1,-2.7,-1.7,-7.3,-39.6,14.5,24.2,-7.3,,,
1986-10,-2.5,8.5,3.4,13.6,25.1,-16.3,-9.2,5.0,-5.8,-38.1,-15.7,-23.9,-39.8,,,
1986-11,4.1,3.4,-4.0,10.8,18.0,-11.9,-8.7,-2.2,-3.7,-34.1,9.0,-29.6,-30.7,,,
1986-12,15.2,4.1,0.9,7.2,14.9,-12.2,-8.0,-3.3,-13.4,-26.4,-35.1,-36.3,-47.4,,,
1987-01,4.0,14.8,13.5,16.2,10.8,-15.9,-1.4,-5.4,-15.1,-37.9,10.9,-48.8,-57.8,,,
1987-02,-17.1,19.4,19.8,19.0,15.4,-32.1,-0.2,1.0,-48.7,-46.8,20.0,-47.9,-55.9,,,
1987-03,1.3,23.2,31.3,15.2,4.0,-27.5,0.9,-4.2,-48.5,-38.3,-28.1,-12.0,-54.4,,,
1987-04,-9.0,18.9,24.1,13.7,18.5,-27.4,-32.0,2.6,-46.3,-33.1,-11.8,-22.3,-49.3,,,
1987-05,13.5,17.3,30.6,3.9,4.3,-16.1,-32.2,-6.2,-43.4,-11.2,23.0,29.6,-45.4,,,
1987-06,10.6,19.4,25.2,13.6,2.2,-15.6,-32.4,-3.4,-49.5,-0.9,14.9,27.6,-50.8,,,
1987-07,-11.6,8.0,4.7,11.2,9.0,-17.5,-11.3,0.4,-50.1,-2.0,0.8,36.3,-58.4,,,
1987-08,-15.6,0.4,-3.0,3.7,-5.9,-16.4,-10.5,0.0,-47.5,-1.8,-32.0,39.1,-54.8,,,
1987-09,-10.7,-12.5,-19.7,-5.4,-7.6,-15.6,-9.6,-4.9,-48.5,-3.3,13.6,22.5,-51.2,,,
1987-10,-3.7,-2.7,-17.9,12.5,-20.1,-15.0,-5.3,-0.2,-45.4,0.2,-3.5,46.0,-41.5,,,
1987-11,-9.2,-3.2,-10.3,3.9,-16.2,-13.1,-4.4,-0.6,-44.3,4.4,3.5,56.8,-32.7,,,
1987-12,8.1,-1.8,-8.5,4.9,-11.0,0.4,-3.5,-1.0,-15.0,15.3,10.3,57.5,-3.9,,,
1988-01,-14.9,5.5,10.6,0.4,-11.4,-2.0,-39.8,-6.2,-14.7,2.5,77.9,41.7,-12.5,,,
1988-02,22.7,-1.0,-2.5,0.5,-9.2,-0.5,-40.6,-5.5,-9.8,2.7,27.8,50.4,-8.9,,,
1988-03,13.5,0.7,4.4,-3.0,-24.3,1.8,-41.0,-6.2,-7.9,7.0,58.6,64.4,-10.4,,,
1988-04,-27.6,6.0,10.0,2.1,0.8,5.0,-0.4,-6.5,-2.4,10.8,2.3,49.1,-6.1,,,
1988-05,-11.0,-4.4,0.3,-9.2,5.2,0.3,0.9,-5.2,-2.5,-1.9,25.0,46.7,-3.3,,,
1988-06,-6.7,2.3,10.6,-6.1,-25.2,5.6,2.1,-8.6,1.8,6.5,24.0,45.4,5.8,,,
1988-07,-23.0,-12.7,-22.8,-2.7,-26.6,5.8,-9.7,-9.9,1.4,6.1,11.2,60.2,8.0,,,
1988-08,-19.4,-4.3,-4.4,-4.2,-23.5,3.6,-8.9,0.6,7.4,4.1,10.9,55.4,44.8,,,
1988-09,-6.9,-16.6,-22.4,-10.8,-19.2,1.5,-8.1,0.9,1.0,4.5,43.1,32.1,46.0,,,
1988-10,-21.4,-9.1,-6.3,-11.9,-18.8,4.6,-9.0,0.1,5.2,8.8,-31.3,55.1,63.3,,,
1988-11,-14.6,-8.5,-6.9,-10.1,-22.6,2.6,-8.3,4.2,4.7,7.3,-32.1,56.5,72.7,,,
1988-12,-36.9,-8.7,-10.2,-7.2,-18.1,2.4,-7.5,-2.2,-8.2,13.1,11.9,59.2,22.2,,,
1989-01,-16.9,-19.2,-15.4,-23.0,-23.6,2.3,-31.1,-3.7,-1.8,5.1,22.1,46.0,19.1,,,
1989-02,39.3,-5.2,10.2,-20.7,-19.4,6.0,-32.1,-2.5,6.0,9.5,-7.8,49.4,16.3,,,
1989-03,37.4,-2.7,5.1,-10.6,-2.6,7.9,-33.0,-1.1,7.9,14.6,24.6,50.1,20.8,,,
1989-04,-30.3,-11.6,-3.8,-19.4,-24.4,10.7,-36.6,-5.5,11.4,15.2,-19.9,13.2,23.2,,,
1989-05,-30.8,-10.2,-2.5,-18.0,-14.9,4.7,-37.7,-1.1,10.5,2.6,24.7,9.3,9.8,,,
1989-06,-5.5,-1.8,2.9,-6.5,-10.9,6.6,-38.9,-7.2,5.8,6.9,17.4,14.3,9.1,,,
1989-07,-5.1,-7.2,-2.2,-12.1,-12.3,-3.4,-50.4,-12.4,-22.7,0.2,4.9,8.7,5.0,,,
1989-08,-15.2,6.2,17.6,-5.3,-11.4,-8.6,-52.0,-8.9,-33.0,-1.6,7.9,9.5,-8.7,,,
1989-09,-4.7,9.3,23.8,-5.1,-7.1,-14.4,-53.5,-2.4,-36.3,-9.2,20.7,-10.7,-20.0,,,
1989-10,-24.3,14.4,26.9,2.0,-6.2,-12.0,-48.8,-4.1,-37.8,-2.3,-28.1,5.2,-0.3,,,
1989-11,-10.7,12.4,23.1,1.6,1.2,-9.9,-49.2,1.2,-36.6,8.0,-29.8,0.2,7.8,,,
1989-12,10.1,13.1,19.5,6.6,8.7,-12.5,-49.1,4.6,-49.9,17.0,-24.2,-26.3,-27.7,,,
1990-01,-3.8,19.9,31.5,8.3,15.3,-12.0,-36.8,-2.9,-52.7,13.9,-20.6,5.7,-32.7,,,
1990-02,3.4,20.6,29.6,11.6,-1.0,-3.6,-37.5,2.8,-10.5,2.7,-12.9,7.1,-35.5,,,
1990-03,3.2,26.4,37.3,15.5,6.8,-1.6,-38.4,-3.0,-12.3,4.5,5.1,0.5,-37.1,,,
1990-04,6.9,15.6,26.8,4.4,3.7,-0.6,-36.7,-5.5,-17.8,10.4,-21.3,4.9,-46.1,,,
1990-05,-15.8,4.9,2.2,7.7,16.6,-7.1,-36.9,1.6,-20.4,0.6,1.9,0.9,-14.1,,,
1990-06,6.0,4.3,-0.4,8.9,18.8,-5.6,-37.3,4.7,-18.9,6.7,15.8,-32.2,-24.4,,,
1990-07,-13.0,6.3,12.8,-0.3,6.4,-5.4,-47.9,7.5,-8.7,0.0,-7.6,-4.0,-23.4,,,
1990-08,-9.8,7.2,13.2,1.2,12.9,-2.5,-48.7,1.7,-6.6,0.7,10.0,-5.7,-20.0,,,
1990-09,-17.4,14.5,19.3,9.8,10.7,-4.5,-49.5,6.2,-7.8,0.4,11.5,-13.0,-23.5,,,
1990-10,0.0,10.0,17.0,3.0,16.2,-3.3,-51.1,5.1,-3.6,-1.1,-16.6,-32.1,-16.4,,,
1990-11,-8.6,7.3,11.2,3.3,10.9,-1.5,-51.8,-1.0,-3.3,-2.4,-9.5,-32.6,-14.9,,,
1990-12,-6.1,9.0,5.6,12.4,7.4,-3.7,-52.8,-4.2,-12.8,-2.6,15.8,-27.7,-7.9,,,
1991-01,-24.9,18.1,23.5,12.7,15.5,-7.3,-38.8,5.9,-19.8,3.8,3.0,-29.4,-5.9,,,
1991-02,-13.9,14.8,17.5,12.1,9.1,-5.3,-39.2,1.3,-13.5,-1.2,-38.5,-36.0,-4.2,,,
1991-03,-45.8,10.9,19.4,2.5,22.3,-9.7,-39.7,1.8,-17.2,-10.0,-5.4,-40.3,-7.8,,,
1991-04,30.3,4.6,13.1,-3.9,17.8,-28.4,-29.4,2.7,-51.7,-30.7,-30.3,-34.5,-43.6,,,
1991-05,-16.8,0.1,0.4,-0.1,7.0,-32.8,-29.3,5.4,-52.9,-40.1,-6.7,-46.0,-45.7,,,
1991-06,-23.6,-10.3,-13.0,-7.5,9.1,-30.2,-29.1,5.0,-54.0,-31.5,-2.2,-2.0,-47.9,,,
1991-07,-16.3,-2.4,-5.2,0.4,-2.6,-31.8,-50.3,7.6,-48.2,-39.4,-0.7,-50.2,-46.3,,,
1991-08,-12.2,-4.9,-8.2,-1.7,-9.9,-29.4,-51.8,2.9,-46.3,-39.0,13.6,-52.5,-52.5,,,
1991-09,-9.6,-5.5,-3.3,-7.7,-17.5,-31.1,-53.4,5.0,-47.4,-40.8,3.9,-47.1,-67.3,,,
1991-10,-13.0,-15.0,-8.5,-21.4,-19.2,-33.9,-54.3,6.8,-51.5,-43.3,-7.0,-34.5,-66.9,,,
1991-11,-13.4,-13.7,-9.3,-18.1,-19.5,-33.1,-55.8,8.3,-53.4,-37.6,-36.2,-30.4,-69.5,,,
1991-12,-15.7,-14.1,-9.5,-18.7,-15.8,-33.1,-57.8,8.1,-59.8,-31.3,-23.9,-24.7,-52.2,,,
1992-01,-7.2,-22.7,-30.0,-15.4,-14.3,-35.2,-43.1,13.4,-56.9,-35.4,-30.4,-10.2,-50.4,,,
1992-02,-18.2,-9.3,-4.6,-14.1,-17.6,-35.5,-43.1,3.3,-68.7,-34.6,13.2,-11.8,-52.3,,,
1992-03,13.3,-21.7,-31.0,-12.5,-24.8,-34.7,-43.1,10.6,-58.1,-35.3,-33.7,-6.5,-46.9,,,
1992-04,-30.4,-21.3,-37.9,-4.7,-36.6,-31.9,-34.1,14.6,-50.9,-30.1,-42.0,-3.7,-35.3,,,
1992-05,-9.4,-15.4,-24.0,-6.7,-40.2,-36.8,-33.2,14.9,-56.8,-38.5,-36.5,-5.6,-49.3,,,
1992-06,-17.6,-16.2,-18.2,-14.2,-35.7,-30.9,-32.0,10.5,-48.5,-33.8,-33.8,3.2,-40.0,,,
1992-07,-22.0,-8.5,-7.5,-9.4,-18.4,-25.7,-39.1,9.5,-41.1,-26.6,-37.3,-18.1,-34.9,,,
1992-08,-12.3,-7.7,-5.9,-9.6,-26.9,-23.0,-39.0,6.6,-33.7,-28.7,-35.0,-24.1,-36.5,,,
1992-09,2.3,-13.8,-16.7,-10.9,-34.4,-20.5,-38.9,1.2,-37.4,-23.0,-38.6,-29.9,-41.4,,,
1992-10,-28.4,-39.1,-37.8,-40.4,-42.5,-18.8,-41.2,5.1,-43.4,-8.0,-22.1,-31.6,-54.5,,,
1992-11,-26.6,-35.6,-33.8,-37.4,-47.3,-21.4,-42.3,5.1,-46.5,-12.7,-15.3,-32.3,-58.5,,,
1992-12,-34.9,-38.5,-31.7,-45.3,-50.2,-35.4,-44.5,15.5,-49.3,-41.5,-28.3,-21.2,-48.1,,,
1993-01,-24.0,-30.5,-28.7,-32.3,-47.7,-31.5,-45.4,7.1,-48.5,-38.8,-24.7,-36.0,-36.0,,,
1993-02,-30.2,-41.9,-52.7,-31.1,-56.1,-34.4,-46.0,9.4,-52.6,-41.2,-17.4,-46.1,-30.0,,,
1993-03,-39.0,-46.0,-52.2,-39.9,-54.6,-25.9,-46.5,10.3,-52.1,-15.3,-11.9,-7.6,-26.5,,,
1993-04,-53.3,-52.9,-60.7,-45.1,-50.6,-23.1,-47.2,11.8,-41.3,-16.0,-25.2,10.1,-18.6,,,
1993-05,-56.3,-53.1,-47.3,-59.0,-68.3,-21.5,-47.4,8.9,-45.0,-10.7,-20.9,2.0,-30.9,,,
1993-06,-61.8,-56.1,-50.8,-61.3,-61.2,-24.7,-46.6,12.8,-48.3,-13.1,-18.4,2.9,-31.7,,,
1993-07,-38.8,-53.6,-41.3,-65.8,-65.4,-22.0,-44.3,16.0,-44.8,-5.2,-18.0,6.6,-38.5,,,
1993-08,-62.3,-62.4,-54.8,-70.1,-61.4,-29.1,-44.5,24.1,-54.9,-8.4,-27.9,8.8,-49.0,,,
1993-09,-39.5,-58.0,-51.0,-65.0,-58.7,-27.6,-44.4,21.2,-53.3,-8.2,-16.3,7.0,-50.1,,,
1993-10,-51.5,-56.5,-52.6,-60.3,-62.3,-26.8,-49.4,15.6,-45.5,-19.2,-25.0,18.0,-46.1,,,
1993-11,-53.4,-51.5,-40.9,-62.0,-59.2,-28.0,-50.1,12.2,-54.1,-17.5,-17.3,11.6,-53.5,,,
1993-12,-56.7,-50.8,-40.2,-61.3,-62.0,-22.6,-52.1,10.4,-49.6,-7.7,-5.2,6.1,-36.8,,,
1994-01,-27.2,-58.4,-57.6,-59.2,-60.4,-22.0,-43.6,14.3,-39.5,-12.3,-2.1,0.2,-38.1,,,
1994-02,-25.4,-66.3,-75.6,-57.1,-50.3,-19.1,-43.5,-0.1,-48.7,-8.6,-12.4,0.0,-41.4,,,
1994-03,-27.1,-70.9,-75.5,-66.3,-61.2,-19.1,-43.5,3.4,-45.9,-7.8,-12.0,-8.7,-35.8,,,
1994-04,-46.3,-65.6,-73.9,-57.3,-59.8,-16.5,-50.7,0.4,-40.9,-8.2,-2.4,-12.5,-29.0,,,
1994-05,-27.8,-54.4,-53.8,-54.9,-53.8,-10.0,-50.9,-4.8,-31.2,-3.6,1.8,-2.0,-20.7,,,
1994-06,-24.1,-46.8,-47.9,-45.8,-45.4,-13.0,-51.0,2.6,-30.9,-5.6,0.9,-30.7,-19.6,,,
1994-07,-28.2,-46.5,-47.7,-45.3,-43.9,-9.0,-36.3,2.7,-26.3,2.1,-1.6,12.1,-14.6,,,
1994-08,-15.5,-40.4,-42.7,-38.2,-34.6,-8.6,-35.6,-1.6,-29.1,1.6,6.5,24.0,-20.4,,,
1994-09,-14.5,-39.0,-38.0,-40.1,-35.6,-2.6,-35.0,-1.5,-16.0,6.7,10.9,24.2,-6.2,,,
1994-10,-29.4,-40.1,-39.6,-40.5,-36.2,1.8,-29.5,-1.0,2.6,1.8,5.0,32.6,14.9,,,
1994-11,-14.8,-32.5,-30.3,-34.8,-38.8,4.2,-28.9,2.9,10.3,5.2,17.3,43.7,24.8,,,
1994-12,-5.5,-24.9,-15.5,-34.2,-34.4,6.3,-28.3,-7.6,9.3,1.9,17.9,51.2,21.1,,,
1995-01,1.4,-32.2,-30.0,-34.4,-44.2,15.7,-30.4,-19.0,15.6,12.3,24.2,42.7,25.6,,,
1995-02,-24.2,-52.0,-52.0,-52.1,-32.5,15.4,-29.9,-16.0,16.0,14.1,4.7,47.3,28.5,,,
1995-03,-14.9,-50.6,-50.2,-51.0,-46.3,11.6,-29.3,-23.6,5.1,6.2,14.6,35.2,17.6,,,
1995-04,-36.3,-46.2,-44.4,-47.9,-44.1,24.1,-30.0,-17.2,28.2,26.9,31.2,37.7,45.9,,,
1995-05,-30.1,-42.5,-40.0,-45.0,-47.7,21.5,-29.9,-12.1,27.2,25.3,28.3,32.8,40.7,,,
1995-06,-29.7,-45.7,-43.2,-48.1,-50.5,15.0,-30.0,-1.6,25.8,17.4,17.8,25.1,43.6,,,
1995-07,-34.0,-50.2,-46.1,-54.3,-51.7,15.5,-22.0,6.3,29.0,23.8,24.4,34.3,40.9,,,
1995-08,-33.4,-55.5,-53.4,-57.5,-47.3,3.6,-21.5,1.1,4.4,7.5,0.3,5.7,4.2,,,
1995-09,-39.7,-42.5,-40.2,-44.7,-37.6,1.6,-21.1,10.1,11.2,3.8,3.9,2.6,19.5,,,
1995-10,-27.0,-30.2,-23.5,-37.0,-37.1,-6.6,-30.9,9.3,-8.1,-2.4,-7.0,4.4,-1.1,,,
1995-11,-22.6,-37.8,-31.6,-44.0,-46.6,-2.7,-30.9,8.4,0.6,-0.3,-2.6,-28.2,1.3,,,
1995-12,-24.7,-39.7,-35.3,-44.0,-47.6,-15.5,-30.9,9.9,-24.2,-12.4,-13.7,-39.2,-26.6,,,
1996-01,-36.0,-56.6,-53.4,-59.8,-63.0,-21.6,-28.0,17.7,-31.5,-15.8,-19.3,-43.3,-34.2,,,
1996-02,-52.2,-52.1,-52.3,-51.9,-48.6,-19.4,-27.8,19.2,-28.2,-10.9,-26.4,-30.4,-36.6,,,
1996-03,-66.8,-62.5,-70.9,-54.1,-46.7,-22.2,-27.6,16.7,-41.1,-8.7,-11.0,-44.9,-47.0,,,
1996-04,-14.9,-52.1,-53.0,-51.1,-53.9,-32.2,-37.3,27.3,-52.7,-16.6,-18.6,-49.6,-55.4,,,
1996-05,-34.8,-55.5,-62.1,-48.9,-55.0,-26.5,-37.9,26.9,-48.2,-4.4,-16.0,-43.5,-50.0,,,
1996-06,-36.0,-57.0,-58.2,-55.9,-54.8,-33.0,-38.5,26.4,-56.2,-16.3,-18.0,-45.0,-60.2,,,
1996-07,-46.2,-62.3,-60.2,-64.5,-56.2,-29.9,-45.4,17.4,-53.4,-18.7,-21.0,-18.9,-58.1,,,
1996-08,-43.2,-56.0,-52.1,-59.9,-54.3,-21.3,-45.7,16.1,-40.9,-6.9,-6.6,-0.9,-45.5,,,
1996-09,-31.3,-61.7,-55.0,-68.4,-53.5,-23.8,-46.0,12.9,-47.5,-11.0,-9.2,5.1,-45.5,,,
1996-10,-51.6,-54.8,-49.8,-59.9,-54.6,-20.6,-34.4,9.3,-47.9,-4.7,-9.0,6.1,-44.8,,,
1996-11,-51.2,-63.9,-63.2,-64.7,-47.5,-21.7,-34.0,13.4,-33.6,-18.2,-10.6,6.9,-26.3,,,
1996-12,-56.7,-61.5,-58.3,-64.8,-50.2,-10.6,-33.6,4.5,-28.7,1.2,-2.6,5.5,-19.0,,,
1997-01,-38.7,-60.6,-57.1,-64.0,-49.9,-10.5,-31.2,5.6,-25.6,-0.2,1.2,6.1,-8.7,,,
1997-02,-50.7,-61.3,-58.4,-64.1,-48.6,-9.3,-30.6,14.3,-21.2,7.6,-3.2,14.2,-10.5,,,
1997-03,-34.9,-53.0,-52.1,-53.9,-41.8,-9.8,-29.8,14.6,-12.1,-2.9,-2.6,21.3,-0.2,,,
1997-04,-39.1,-40.5,-32.6,-48.4,-34.1,-6.5,-28.0,7.0,-15.3,2.8,-5.3,14.8,-6.8,,,
1997-05,-28.7,-43.6,-40.1,-47.2,-33.2,-6.8,-27.6,6.6,-9.5,-4.3,2.5,22.6,0.6,,,
1997-06,-38.9,-41.4,-42.9,-39.9,-44.1,-0.5,-26.5,-3.3,-10.2,5.4,4.4,17.5,-3.2,,,
1997-07,-37.1,-38.3,-40.9,-35.6,-37.3,0.4,-32.1,-6.5,-11.0,5.7,0.3,27.8,-3.5,,,
1997-08,-31.2,-33.6,-33.7,-33.5,-37.3,8.7,-32.0,-7.8,8.6,9.8,12.9,24.9,23.0,,,
1997-09,-24.1,-27.1,-19.5,-34.7,-31.1,16.1,-32.0,-5.1,25.4,17.9,15.1,29.6,21.3,,,
1997-10,-16.6,-23.7,-17.0,-30.5,-24.5,15.1,-24.9,-5.6,23.7,16.0,9.6,24.6,43.2,,,
1997-11,-21.5,-28.2,-25.0,-31.4,-22.4,16.1,-24.3,-12.1,23.8,12.4,9.7,32.6,41.8,,,
1997-12,-27.2,-30.8,-26.8,-34.8,-23.8,19.1,-23.8,-9.3,29.2,18.8,20.4,28.2,50.1,,,
1998-01,-34.6,-20.5,-18.1,-22.8,-22.6,14.5,-10.2,-7.2,18.2,18.0,23.1,17.3,38.0,,,
1998-02,-31.7,-22.5,-16.5,-28.4,-23.5,12.7,-8.8,-6.6,14.9,16.5,19.0,22.4,41.4,,,
1998-03,13.2,-18.0,-16.0,-19.9,-14.7,11.6,-7.6,-3.0,23.9,7.9,10.9,8.6,44.4,,,
1998-04,-8.7,-26.4,-28.1,-24.6,-20.6,12.4,-6.9,-4.4,21.7,11.2,5.0,-2.7,43.0,,,
1998-05,-4.9,-3.4,1.1,-7.9,6.8,8.6,-5.9,-6.2,14.3,5.3,7.4,-5.5,22.2,,,
1998-06,1.5,-12.2,-14.6,-9.7,3.0,13.1,-4.8,-13.3,10.2,15.7,7.2,3.4,23.9,,,
1998-07,7.4,6.4,6.5,6.2,2.4,8.2,-4.1,-7.2,8.7,8.7,14.3,-26.9,23.0,,,
1998-08,1.0,1.6,-1.2,4.5,2.8,7.1,-3.7,-3.0,0.2,18.3,21.1,-27.8,10.7,,,
1998-09,-13.1,-3.5,-8.8,1.7,-1.9,-0.8,-3.4,-6.6,-18.1,9.1,8.5,-46.6,-9.2,,,
1998-10,-18.2,-13.3,-23.0,-3.6,-14.4,-5.7,-10.7,3.9,-23.6,10.4,9.4,-42.2,-24.3,,,
1998-11,-24.9,-12.0,-20.0,-4.0,-20.0,-8.7,-10.5,4.7,-27.1,5.6,-5.2,-45.1,-32.9,,,
1998-12,-35.0,-9.8,-20.2,0.7,-18.4,-8.2,-10.2,10.2,-27.1,12.6,0.8,-34.6,-31.2,,,
1999-01,-34.5,-1.3,-2.3,-0.2,-18.6,-15.5,-19.7,16.7,-35.4,5.5,-5.7,-39.3,-40.7,,,
1999-02,-16.0,-1.2,-4.1,1.6,-33.5,-23.7,-19.7,19.0,-46.1,-6.1,-13.0,-41.4,-48.5,,,
1999-03,-33.9,1.9,-3.4,7.3,-12.3,-21.4,-19.6,24.6,-44.1,4.6,-10.7,-27.7,-47.5,,,
1999-04,-16.2,-2.7,-14.5,9.1,-21.2,-23.1,-14.6,10.1,-47.2,-11.9,-20.9,-26.3,-53.7,,,
1999-05,-17.2,-6.2,-7.9,-4.5,-21.5,-18.4,-14.4,17.2,-32.2,-5.9,-18.6,-14.7,-29.2,,,
1999-06,-12.6,-2.3,-3.6,-1.0,-26.7,-15.8,-14.0,13.4,-28.8,-5.2,-13.7,-0.6,-25.7,,,
1999-07,-13.7,-9.0,-11.5,-6.6,-28.1,-16.7,-14.6,15.9,-32.9,-1.3,-9.1,-10.5,-19.8,,,
1999-08,-78.6,-11.2,-19.2,-3.3,-20.3,-11.6,-14.5,21.9,-20.8,8.0,-6.3,-10.8,-4.1,,,
1999-09,49.4,-13.4,-21.9,-4.9,-23.5,-12.3,-14.4,20.5,-17.2,0.7,3.2,-1.0,-6.1,,,
1999-10,-39.9,-10.8,-14.3,-7.3,-8.2,-2.6,-18.5,16.0,5.2,3.0,14.0,1.3,24.7,,,
1999-11,-28.2,-6.5,-13.4,0.3,-8.4,1.2,-18.6,10.5,2.7,11.5,7.7,9.8,19.0,,,
1999-12,-35.1,3.1,-0.9,7.1,0.8,9.9,-18.7,-4.3,15.2,10.1,12.2,14.5,37.8,,,
2000-01,-7.2,-3.0,-5.5,-0.4,-2.9,7.0,-8.7,3.9,10.2,14.7,13.1,26.6,29.3,,,
