country,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL
1991-08,-39.2,-1.4,-5.7,,,,,,,6.1,3.5,11.4,-13.9,43.7,24.0,8.3,-29.8,,,,,,,-10.4,-17.5,40.0
1991-09,-51.5,-35.6,8.2,,,,,,,-2.4,3.6,9.4,-25.7,27.9,31.2,12.7,-22.9,,,,,,,-8.9,-9.5,37.0
1991-10,-31.2,-14.5,1.5,,,,,,,5.9,-2.0,3.4,-16.8,38.0,29.9,13.6,-0.3,,,,,,,-9.9,-15.9,37.6
1991-11,-49.0,-2.0,14.9,,,,,,,12.1,-2.0,3.8,-9.0,49.1,27.8,8.0,-8.5,,,,,,,-10.5,-15.4,37.6
1991-12,-12.8,-2.0,22.4,,,,,,,13.1,-1.9,6.3,-10.1,55.9,32.0,20.9,-12.7,,,,,,,-9.9,-18.3,41.0
1992-01,-18.2,3.5,10.3,,,,,,,5.5,-11.3,6.8,-12.3,35.6,33.3,19.0,-8.5,,,,,,,-9.5,-15.1,38.4
1992-02,-12.3,1.1,14.7,,,,,,,13.6,-11.9,2.7,-1.2,44.8,31.7,16.2,-9.1,,,,,,,-8.7,-9.6,40.7
1992-03,-25.1,-9.8,21.1,,,,,,,9.0,-12.4,2.6,-6.8,36.3,34.9,21.5,3.3,,,,,,,-8.0,-7.6,40.7
1992-04,-10.1,4.0,12.9,,,,,,,7.6,2.3,10.1,-5.3,38.4,34.5,12.3,0.9,,,,,,,-14.0,-19.7,43.5
1992-05,-3.2,16.3,22.9,,,,,,,9.2,2.4,2.8,-5.2,35.6,29.3,0.2,-4.2,,,,,,,-9.2,-12.4,39.7
1992-06,-9.4,15.1,24.5,,,,,,,19.6,2.4,-0.9,9.0,49.0,31.1,16.1,32.0,,,,,,,-8.6,-9.1,36.0
1992-07,-25.8,-7.1,26.1,,,,,,,13.9,8.2,8.3,0.5,49.7,43.7,16.3,0.2,,,,,,,-8.9,-8.8,40.7
1992-08,-31.9,-25.8,25.0,,,,,,,13.5,8.8,6.5,4.4,42.7,30.2,8.2,-3.6,,,,,,,-8.5,-8.6,36.6
1992-09,-19.9,-1.7,26.9,,,,,,,8.3,9.5,6.1,-3.8,34.8,27.4,4.1,2.3,,,,,,,-9.7,-11.7,37.3
1992-10,-41.1,-6.5,20.5,,,,,,,5.3,-18.5,11.7,-6.4,33.9,27.0,5.1,-20.3,,,,,,,-12.9,-19.0,32.3
1992-11,-29.9,-20.2,16.8,,,,,,,4.9,-19.7,5.6,-17.7,38.0,24.5,-11.9,-24.8,,,,,,,-12.2,-16.6,22.8
1992-12,-35.0,-17.7,10.8,,,,,,,-4.4,-20.8,16.2,-19.2,22.3,16.4,-2.5,-6.0,,,,,,,-10.0,-14.6,32.5
1993-01,-33.8,-26.7,14.0,,,,,,,0.3,-5.7,11.5,-20.0,32.4,30.1,-7.6,-15.9,,,,,,,-9.0,-10.7,21.5
1993-02,-23.0,-36.7,6.3,,,,,,,-4.1,-6.0,14.8,-25.5,27.9,14.8,4.6,-15.5,,,,,,,-14.9,-21.2,42.4
1993-03,-36.9,-30.0,27.5,,,,,,,2.5,-6.4,11.7,-16.2,35.3,28.5,3.5,-6.5,,,,,,,-14.3,-23.9,44.1
1993-04,-33.7,-33.5,13.9,,,,,,,2.5,-14.6,9.9,-21.1,38.5,28.7,12.5,-22.4,,,,,,,-8.0,-6.7,30.0
1993-05,-31.1,-45.2,9.3,,,,,,,4.0,-15.4,11.5,-11.7,35.2,28.5,9.3,-9.3,,,,,,,-9.1,-7.1,29.0
1993-06,-4.4,-28.8,21.0,,,,,,,-8.7,-16.3,21.5,-33.2,28.5,22.2,7.6,-45.0,,,,,,,-6.9,-5.4,35.3
1993-07,-27.7,-34.0,25.4,,,,,,,-2.0,-16.4,20.6,-15.2,29.8,24.4,13.9,-17.9,,,,,,,-5.4,-6.1,29.8
1993-08,-23.8,-25.2,22.5,,,,,,,-0.1,-16.8,19.6,-16.7,35.8,29.8,16.6,-11.8,,,,,,,-3.6,-0.1,24.9
1993-09,-13.8,-20.7,14.4,,,,,,,-5.4,-16.9,23.9,-28.5,36.1,24.1,11.8,-58.1,,,,,,,-4.7,-0.3,31.9
1993-10,-14.2,-28.8,33.3,,,,,,,5.1,-12.2,18.9,-8.6,42.8,35.9,18.6,-17.5,,,,,,,-0.2,7.7,24.8
1993-11,-18.5,-26.1,32.2,,,,,,,0.4,-12.8,25.0,-6.5,32.6,26.4,11.5,-24.3,,,,,,,-3.7,-0.4,30.4
1993-12,-26.3,-39.1,35.6,,,,,,,5.6,-13.3,15.1,-8.5,40.5,30.6,6.8,-27.9,,,,,,,-4.2,-1.3,25.1
1994-01,-8.2,-37.4,41.4,,,,,,,15.1,-10.1,11.7,3.7,53.4,36.0,2.9,-13.0,,,,,,,0.5,10.2,19.1
1994-02,-12.7,-34.8,42.0,,,,,,,13.5,-10.4,11.9,-0.5,53.0,37.9,2.2,-23.2,,,,,,,1.1,8.8,23.6
1994-03,-2.4,-40.8,34.8,,,,,,,12.6,-10.6,9.3,-0.7,47.8,26.3,7.4,-23.0,,,,,,,0.5,5.7,28.1
1994-04,-8.0,-32.1,36.3,,,,,,,13.4,-1.1,4.1,-7.6,52.0,38.3,8.3,-23.8,,,,,,,-3.4,1.3,32.0
1994-05,-7.3,-42.9,32.9,,,,,,,11.5,-1.0,15.2,-2.9,52.6,27.5,10.8,-14.0,,,,,,,-0.3,8.6,29.6
1994-06,-14.8,-52.7,29.9,,,,,,,7.7,-0.8,14.8,-0.2,38.0,36.3,21.5,-16.1,,,,,,,-0.1,7.9,30.5
1994-07,31.4,-52.0,76.3,,,,,,,14.9,-1.4,6.9,3.3,48.3,36.4,18.1,-5.8,,,,,,,0.7,5.7,34.6
1994-08,31.4,9.9,45.8,,,,,,,12.0,-1.0,9.3,-1.4,46.7,33.5,17.4,-12.8,,,,,,,0.3,9.0,34.4
1994-09,36.9,30.8,51.6,,,,,,,22.3,-0.8,9.8,16.2,60.6,55.7,17.8,-4.7,,,,,,,0.7,15.1,29.9
1994-10,31.0,-2.8,58.1,,,,,,,18.8,10.7,11.6,6.2,61.9,40.2,9.6,-3.1,,,,,,,3.7,18.6,28.0
1994-11,40.7,5.4,64.6,,,,,,,16.5,10.9,14.1,8.1,55.5,50.0,16.6,1.1,,,,,,,1.9,12.0,35.5
1994-12,19.5,12.9,58.7,,,,,,,23.9,10.9,4.8,12.6,63.8,44.0,7.1,2.7,,,,,,,1.9,13.5,31.6
1995-01,-3.0,-6.5,59.0,,,,,,,23.8,12.3,7.5,15.8,63.1,48.5,12.7,6.7,,,,,,,4.8,17.3,31.1
1995-02,21.3,-20.0,51.0,,,,,,,17.9,12.6,10.2,5.0,58.9,45.1,12.2,11.8,,,,,,,5.1,18.3,26.9
1995-03,-5.6,-22.8,43.9,,,,,,,18.9,12.8,9.6,9.2,57.1,44.9,18.7,3.5,,,,,,,4.7,15.8,29.9
1995-04,26.9,-12.9,70.2,,,,,,,25.0,12.2,3.0,21.4,56.7,48.1,21.1,11.9,,,,,,,1.5,10.2,35.6
1995-05,25.4,-15.8,60.0,,,,,,,23.7,12.3,2.5,16.0,57.6,47.3,25.7,18.2,,,,,,,1.3,8.6,37.7
1995-06,13.6,-14.8,57.1,,,,,,,23.0,12.5,5.7,12.0,62.7,45.3,8.9,0.5,,,,,,,1.6,8.1,33.7
1995-07,6.3,27.3,54.3,,,,,,,22.7,5.8,6.8,16.9,58.0,43.8,18.2,10.8,,,,,,,1.7,11.2,35.3
1995-08,5.1,-16.8,64.2,,,,,,,22.2,5.5,0.0,9.9,56.7,46.3,18.5,3.5,,,,,,,2.2,13.2,34.8
1995-09,-2.9,-18.9,48.4,,,,,,,9.6,5.0,18.9,5.9,42.0,46.8,19.4,14.2,,,,,,,4.6,15.0,25.7
1995-10,7.8,9.3,50.0,,,,,,,14.0,6.5,10.3,-0.4,52.8,40.3,9.6,1.2,,,,,,,5.3,17.3,28.9
1995-11,15.6,-3.1,44.7,,,,,,,15.6,6.5,5.0,8.7,43.1,36.0,9.9,9.4,,,,,,,7.8,20.2,31.8
1995-12,28.1,16.1,46.5,,,,,,,22.8,6.3,0.5,16.4,52.5,34.1,1.1,8.4,,,,,,,6.3,22.6,32.2
1996-01,31.0,36.3,72.7,,,,,,,16.1,-5.5,5.5,11.6,42.1,28.5,11.8,-11.7,,,,,,,5.5,16.1,31.0
1996-02,17.6,30.2,73.7,,,,,,,10.8,-6.1,9.6,0.9,41.0,29.1,7.3,-2.2,,,,,,,7.1,19.4,24.0
1996-03,24.3,33.9,53.9,,,,,,,20.6,-6.6,7.4,10.5,58.8,25.7,13.1,-7.4,,,,,,,5.7,19.1,25.5
1996-04,27.8,44.6,71.9,,,,,,,10.9,-4.3,12.1,-1.5,46.3,37.0,15.7,-4.4,,,,,,,7.1,14.4,24.9
1996-05,9.8,40.9,66.6,,,,,,,8.4,-4.5,8.7,-3.7,37.7,39.9,9.8,-19.4,,,,,,,6.0,12.3,24.8
1996-06,7.1,35.3,45.4,,,,,,,12.1,-4.6,9.7,2.7,43.4,40.0,11.4,-11.0,,,,,,,4.9,12.9,25.2
1996-07,21.2,16.4,37.9,,,,,,,3.7,-0.5,14.5,-9.3,35.0,29.3,1.1,-35.7,,,,,,,5.3,12.7,21.8
1996-08,19.7,8.8,60.5,,,,,,,14.6,-0.6,7.9,0.2,51.4,31.3,6.8,-11.1,,,,,,,2.2,6.5,26.1
1996-09,25.4,18.0,83.1,,,,,,,12.5,-0.8,4.2,-3.0,44.7,27.9,10.3,-15.3,,,,,,,5.7,12.0,24.9
1996-10,8.2,4.9,60.2,,,,,,,12.4,16.4,5.6,-3.1,45.9,44.1,3.3,-18.6,,,,,,,6.4,17.2,23.6
1996-11,40.9,23.8,46.7,,,,,,,9.8,17.5,10.8,-7.4,47.6,40.9,4.8,-6.9,,,,,,,4.3,15.2,27.7
1996-12,33.6,29.5,53.3,,,,,,,9.5,18.5,10.4,-6.1,44.9,41.1,9.1,-32.6,,,,,,,6.9,17.2,26.7
1997-01,29.9,41.6,54.2,,,,,,,11.5,5.2,3.7,-6.1,44.4,42.0,-1.4,-6.4,,,,,,,5.1,15.5,32.8
1997-02,34.7,49.0,77.3,,,,,,,13.6,5.5,5.6,2.6,43.7,46.4,6.2,5.5,,,,,,,9.5,21.6,27.0
1997-03,40.8,45.6,58.6,,,,,,,9.9,5.8,7.1,-4.8,41.7,36.2,6.8,-3.6,,,,,,,10.2,19.1,26.5
1997-04,20.4,46.5,50.0,,,,,,,16.6,10.4,5.6,4.1,51.2,31.1,2.8,-10.4,,,,,,,10.7,21.9,24.8
1997-05,33.8,65.8,61.5,,,,,,,17.2,10.9,7.9,3.2,56.2,44.6,11.1,14.6,,,,,,,11.2,22.3,25.9
1997-06,38.0,75.8,65.5,,,,,,,17.9,11.4,-1.0,1.2,51.6,43.0,11.6,3.6,,,,,,,11.9,22.0,26.0
1997-07,13.5,65.2,63.6,,,,,,,14.6,2.1,0.8,5.1,39.6,30.7,23.7,-9.2,,,,,,,11.6,24.7,25.6
1997-08,25.4,48.5,84.3,,,,,,,15.5,1.9,-2.5,-0.7,44.7,41.3,5.9,-7.7,,,,,,,11.0,19.6,24.0
1997-09,21.7,17.0,82.3,,,,,,,16.3,1.7,-4.6,-0.7,45.0,23.3,11.7,-8.9,,,,,,,13.3,24.0,24.1
1997-10,27.7,55.0,86.7,,,,,,,19.2,23.5,2.3,-1.9,61.7,33.0,4.8,-7.4,,,,,,,12.5,26.5,31.4
1997-11,25.3,24.9,70.5,74.2,34.1,29.4,22.0,31.5,20.0,23.6,24.9,2.0,6.0,66.7,45.4,10.8,1.3,,,,,,,15.0,27.5,27.5
1997-12,-2.0,23.5,66.9,72.3,37.7,31.1,26.7,43.7,16.6,16.3,26.3,5.3,1.7,52.4,40.5,10.9,-0.2,,,,,,,14.9,25.9,30.5
1998-01,33.1,57.2,88.0,56.3,31.6,20.2,28.6,11.0,27.3,20.9,13.9,-2.1,4.5,56.1,43.8,0.9,0.4,38.2,34.1,37.9,26.3,28.1,13.2,10.3,16.5,44.1
1998-02,17.4,56.0,57.4,62.6,24.8,22.0,29.2,30.1,21.3,24.8,13.9,5.9,14.1,66.2,48.8,6.8,-15.5,39.2,45.6,58.9,38.7,53.0,38.7,11.8,21.5,37.4
1998-03,25.9,50.8,76.3,65.9,31.0,25.3,36.1,32.0,21.1,17.2,13.9,4.1,9.0,46.8,33.4,2.9,-10.4,39.3,44.8,53.1,41.8,47.9,50.0,12.3,22.3,37.9
1998-04,12.5,50.9,51.7,62.3,33.1,26.8,32.9,33.0,15.1,16.2,12.3,9.1,5.0,52.7,34.1,-0.1,-8.6,39.7,50.9,61.6,51.4,54.3,39.4,13.1,21.3,40.2
1998-05,15.1,49.6,56.7,60.7,43.5,28.8,23.3,24.1,17.8,19.5,12.2,3.9,4.2,58.2,30.4,-2.1,-8.4,45.7,49.4,64.3,38.1,56.2,35.3,10.2,16.9,39.5
1998-06,28.6,56.4,60.8,56.1,53.7,27.5,28.3,33.6,27.3,18.9,12.1,4.6,7.3,53.9,35.3,4.8,-1.3,41.6,46.4,56.6,41.0,40.6,36.5,11.1,19.5,44.6
1998-07,30.5,48.0,52.8,52.6,30.2,20.3,22.6,29.5,21.9,15.7,22.4,5.9,0.8,52.2,37.6,-2.2,-3.8,41.7,53.2,65.5,52.3,43.9,42.3,11.3,21.1,40.7
1998-08,4.8,47.9,54.9,53.7,51.2,25.0,20.8,12.6,29.8,13.0,22.8,7.4,1.6,44.7,35.1,4.7,-13.0,39.5,50.4,58.2,53.5,45.8,48.2,10.6,19.8,39.7
1998-09,25.3,57.6,46.9,47.4,28.5,20.3,17.1,22.8,15.1,20.3,23.2,4.0,8.0,56.8,38.8,8.6,-8.0,42.8,55.5,65.5,58.2,50.2,45.7,11.8,17.2,39.6
1998-10,33.6,51.5,44.8,55.8,23.6,20.4,17.9,30.6,18.1,11.7,10.9,8.2,-0.4,43.6,35.1,-2.8,-13.4,46.5,48.5,47.6,51.5,44.4,40.0,9.4,11.0,36.7
1998-11,24.8,63.3,55.7,43.8,10.6,12.7,17.0,16.0,16.3,7.9,11.4,4.1,-10.6,38.5,30.5,6.7,-19.1,44.8,48.8,53.9,47.6,41.4,37.8,10.3,13.2,39.1
1998-12,34.7,55.2,63.0,53.1,24.0,22.2,31.7,20.5,10.4,7.1,12.3,12.8,-3.4,37.4,40.4,-1.9,-8.5,41.9,47.8,49.2,52.2,39.2,39.2,12.7,18.1,37.6
1999-01,14.5,57.0,39.4,65.3,40.6,34.7,17.2,34.0,2.0,-0.1,6.7,20.2,-13.2,33.0,26.9,-1.7,-21.5,42.3,46.9,54.1,44.4,41.5,38.7,10.9,18.4,36.9
1999-02,21.0,53.0,45.1,47.7,34.3,24.0,20.5,25.7,9.9,18.9,6.4,5.0,5.8,56.0,37.1,-4.9,-16.5,45.9,49.2,55.6,46.1,42.1,41.3,8.8,14.2,36.4
1999-03,33.4,61.2,50.4,48.7,31.1,23.1,23.9,27.3,10.6,11.3,6.2,12.6,0.9,45.6,36.5,-3.1,-9.1,37.0,44.0,54.5,40.6,40.7,33.5,11.6,17.7,39.0
1999-04,15.5,63.9,57.4,57.7,30.9,25.1,14.5,32.2,13.3,8.2,-0.7,9.5,-13.6,47.8,40.2,11.3,-23.5,38.7,44.0,54.4,38.9,38.5,39.9,11.7,21.0,41.7
1999-05,12.7,24.4,48.9,58.9,28.8,25.6,26.3,39.5,10.8,13.4,-1.2,14.8,1.1,53.9,19.2,-2.7,-13.3,51.2,52.5,54.7,51.4,37.5,43.3,12.9,20.3,38.3
1999-06,4.8,39.2,60.9,53.5,15.9,20.0,24.0,22.6,9.5,13.7,-1.8,7.2,-3.9,52.3,32.2,4.4,-13.6,48.1,48.4,53.7,43.5,42.0,36.3,13.1,22.0,42.1
1999-07,32.7,51.6,61.1,53.8,50.6,30.3,29.8,27.3,13.5,19.2,9.8,4.0,8.0,53.7,46.3,10.2,-20.7,43.3,43.2,43.5,42.7,42.1,36.9,14.0,25.4,43.2
1999-08,29.0,53.3,76.4,58.0,28.0,27.9,17.4,35.3,2.2,19.0,10.0,7.8,-1.3,66.0,43.5,13.0,3.8,50.0,50.1,49.7,50.6,42.7,33.9,14.4,26.4,42.7
1999-09,13.2,50.7,64.6,57.0,39.0,29.7,33.6,36.2,7.0,23.9,10.3,7.3,15.5,63.4,59.9,8.1,7.7,43.7,41.4,42.5,38.0,39.4,31.2,12.2,20.2,42.6
1999-10,31.4,43.7,65.7,72.1,40.3,33.6,30.7,40.9,11.5,21.7,6.0,7.9,13.5,59.5,39.8,17.6,-5.2,47.4,45.3,50.3,38.0,43.5,30.9,15.3,23.4,43.5
1999-11,26.6,50.3,67.8,62.1,47.1,32.2,30.0,33.4,12.7,33.7,6.3,-8.8,20.0,72.3,46.5,11.8,25.2,42.8,44.7,51.7,39.7,40.9,34.3,14.3,25.3,43.0
1999-12,18.1,44.3,82.1,53.2,46.8,29.3,16.6,24.9,12.1,32.5,6.8,-11.2,26.2,60.1,56.6,22.5,20.0,53.4,54.3,59.3,50.1,41.5,41.4,13.5,23.5,45.4
2000-01,31.8,31.3,77.1,50.1,32.9,20.9,24.4,44.0,20.2,27.9,5.8,2.4,14.6,71.4,45.3,28.5,2.7,50.5,52.6,57.8,49.6,44.3,40.5,15.5,27.7,44.3
2000-02,33.0,60.5,84.8,61.1,43.2,30.6,21.5,37.7,12.4,24.7,5.9,1.5,15.8,59.9,46.2,21.9,15.3,42.1,49.2,58.3,47.3,39.4,42.9,13.2,19.7,49.6
2000-03,44.5,64.4,89.8,59.2,45.4,32.5,19.3,30.4,7.1,27.2,5.9,-1.2,12.5,67.8,66.4,21.8,17.5,53.0,52.8,54.9,50.4,44.0,36.9,12.1,19.4,52.0
2000-04,27.3,36.9,80.6,56.1,44.9,28.7,28.2,31.2,15.1,22.9,24.0,2.4,18.8,52.2,46.6,24.4,33.3,48.9,49.4,55.4,43.9,42.9,40.2,15.1,20.8,48.9
2000-05,32.7,58.7,82.7,60.6,41.9,31.8,28.0,44.8,7.2,22.6,24.8,0.1,16.5,51.4,50.6,22.7,19.8,37.1,44.8,48.0,49.3,41.6,41.5,12.8,17.1,50.2
2000-06,27.1,46.0,85.6,67.3,45.8,37.7,23.3,48.2,-0.1,25.3,25.5,3.0,10.6,68.3,49.1,12.3,32.7,40.4,42.6,43.1,44.2,45.3,42.2,12.2,16.0,49.1
2000-07,23.8,40.9,75.3,64.6,42.4,35.5,16.0,49.8,0.4,26.7,26.9,-2.1,6.9,71.0,46.3,16.6,29.0,44.9,44.4,51.1,37.4,42.4,37.2,12.4,15.1,49.5
2000-08,19.8,44.1,75.2,57.6,37.2,29.8,30.3,49.8,5.5,21.5,28.0,1.8,9.5,56.6,46.3,20.6,17.0,42.8,42.7,51.4,34.0,40.1,33.7,14.1,19.2,51.0
2000-09,21.8,41.6,65.1,61.3,39.3,29.6,16.6,30.4,11.7,25.9,29.3,-1.3,12.9,63.5,43.4,16.2,18.9,46.6,47.6,54.7,41.4,42.4,42.0,8.6,8.1,53.2
2000-10,49.5,39.4,88.8,46.9,46.6,30.2,19.2,26.8,3.0,12.6,4.9,11.5,8.2,41.1,45.9,19.9,18.0,42.5,49.5,58.5,47.3,40.3,42.4,8.8,9.8,54.9
2000-11,30.2,28.2,81.7,64.0,45.9,33.9,25.4,48.4,8.3,13.3,4.1,5.2,-3.1,48.3,21.3,7.8,-10.5,48.2,50.1,56.3,45.8,43.8,40.6,7.0,3.1,51.5
2000-12,39.5,47.2,80.1,60.2,33.2,24.9,16.4,42.0,18.8,18.4,3.5,5.4,-0.8,61.5,35.1,19.5,0.8,42.3,41.4,47.2,34.7,43.2,32.7,11.4,6.4,48.4
2001-01,28.5,31.0,44.9,61.7,34.4,29.5,25.6,32.3,7.5,21.3,15.8,-0.2,-1.1,64.7,43.2,15.5,-12.8,43.2,41.6,43.0,38.7,40.5,31.9,7.1,1.0,37.7
2001-02,29.9,45.0,72.3,61.1,43.4,31.6,23.2,30.5,9.9,18.2,15.9,-1.9,1.5,51.2,33.1,8.7,0.2,40.0,38.6,39.0,36.7,38.4,29.8,10.5,5.8,41.4
2001-03,26.7,63.1,73.7,53.4,32.2,24.0,12.1,35.9,13.5,21.2,15.9,6.3,8.7,61.2,44.0,15.7,9.1,39.0,40.4,45.8,36.3,39.1,30.6,5.2,-7.0,45.3
2001-04,12.2,11.8,54.4,48.3,28.6,23.3,15.0,30.0,7.0,8.1,0.8,9.2,-4.8,38.2,26.3,4.2,-24.2,39.0,35.3,38.0,29.0,31.8,28.2,4.6,-8.9,43.3
2001-05,27.8,48.8,45.2,38.3,21.4,14.3,9.4,8.3,16.9,5.9,0.2,13.6,-10.4,41.7,30.5,8.4,-16.0,27.1,25.8,32.6,17.8,29.3,25.5,7.8,-2.7,44.3
2001-06,11.4,37.4,35.7,44.7,21.7,17.5,13.0,15.6,13.9,-3.2,-0.5,21.2,-17.1,28.7,13.1,3.0,-38.1,34.6,38.1,47.4,32.2,31.8,30.1,7.2,-2.8,46.0
2001-07,-18.2,4.8,8.5,49.2,15.6,17.7,21.1,10.3,11.9,-1.7,11.4,20.2,-13.1,28.3,26.5,1.8,-14.1,34.0,31.4,36.9,23.3,31.9,25.1,3.9,-10.4,49.0
2001-08,-5.8,10.2,6.2,44.2,20.2,17.6,16.6,13.9,11.6,9.5,11.7,18.3,2.5,44.3,31.8,2.9,-19.0,33.7,29.6,35.3,19.7,32.4,25.3,-0.1,-20.4,45.4
2001-09,-21.9,0.8,7.6,46.0,24.9,18.1,16.1,23.4,16.5,-0.2,12.0,21.3,-23.3,44.0,11.4,1.9,-27.7,26.4,22.5,28.7,12.4,25.7,20.1,1.0,-20.5,51.5
2001-10,-58.3,-9.4,2.9,30.2,21.5,11.5,15.0,5.4,17.3,-1.9,-13.7,13.5,-19.5,27.3,3.6,6.1,-44.0,16.5,19.4,34.2,7.6,27.1,25.5,-3.0,-28.1,50.4
2001-11,-51.2,7.2,-2.1,30.1,29.6,15.0,18.1,10.9,14.6,-10.3,-15.3,22.4,-24.6,16.1,23.8,0.8,-39.8,8.8,11.7,19.6,6.7,24.8,21.8,0.0,-22.0,51.0
2001-12,-25.8,3.6,-20.2,43.1,26.8,17.2,25.2,14.9,18.3,-4.6,-16.8,19.2,-24.0,29.3,28.8,3.7,-28.2,4.9,11.1,27.3,1.2,24.7,21.5,1.4,-19.0,49.5
2002-01,-39.2,-15.1,-1.4,54.0,33.0,27.3,17.9,30.6,5.0,4.8,-0.6,14.3,-15.3,44.0,23.1,-2.0,-29.0,5.7,12.4,30.6,1.0,22.2,21.8,3.1,-13.3,43.7
2002-02,-2.5,-0.8,-26.6,47.3,19.9,17.3,16.4,17.4,15.2,1.9,-0.7,13.2,-15.4,34.3,28.1,4.6,-21.6,9.1,14.5,31.4,3.1,24.9,17.6,2.9,-10.1,36.2
2002-03,21.3,-3.4,-29.4,46.6,24.0,16.7,8.2,15.1,20.4,5.3,-0.9,16.4,-13.4,45.8,29.6,-0.6,-22.8,16.9,22.7,41.1,10.1,31.1,20.1,2.2,-7.5,37.7
2002-04,-3.5,-16.2,-2.6,39.0,24.3,16.2,10.4,1.5,14.8,6.0,2.3,13.6,-8.1,39.6,16.4,10.4,-18.7,22.2,20.0,19.4,18.3,29.1,21.8,4.9,-1.5,36.1
2002-05,17.8,-29.5,-15.9,35.8,19.2,12.5,10.5,0.7,17.4,6.0,-3.1,10.6,-17.2,45.7,35.3,10.4,-38.1,18.7,26.2,40.2,19.7,27.7,20.9,4.1,-1.7,36.9
2002-06,-45.2,-42.3,-17.4,24.1,11.6,5.4,6.3,-5.7,19.4,0.1,-0.6,15.2,-20.2,35.8,25.9,10.6,-21.1,9.9,24.6,46.3,17.5,40.7,23.3,2.6,-6.8,21.5
2002-07,-22.1,-17.3,5.2,27.7,-6.5,-0.9,10.0,-7.0,23.9,0.3,-10.4,19.6,-22.6,43.1,13.3,12.0,-35.8,6.0,20.8,39.7,16.7,32.5,25.6,-0.8,-14.3,22.4
2002-08,-57.4,-48.6,-29.6,37.1,0.0,6.5,15.7,8.0,17.5,5.6,-10.5,8.2,-15.2,40.3,23.8,11.5,-37.3,-9.9,7.2,37.3,-5.8,24.4,21.8,-2.6,-13.5,20.9
2002-09,-60.3,-50.3,-31.3,36.9,15.3,12.1,18.0,13.4,15.9,13.2,-9.5,7.3,-11.9,58.9,35.6,6.3,-22.9,-4.2,10.3,32.4,2.7,21.1,17.6,-2.3,-12.4,21.3
2002-10,-10.9,-18.1,-10.2,28.1,4.5,5.1,15.4,16.3,17.3,11.3,9.7,5.6,-14.4,54.0,44.4,17.9,-19.2,-2.9,11.0,31.3,4.5,23.5,17.4,-3.4,-14.0,23.7
2002-11,-29.9,-12.3,1.6,20.4,8.9,3.9,9.1,-3.9,17.5,9.2,-3.5,14.6,-10.2,52.4,41.3,14.7,-32.7,5.9,17.2,37.3,8.3,28.9,21.8,-5.3,-22.4,24.2
2002-12,-28.1,-15.6,-14.3,11.5,9.4,-0.8,8.8,-7.9,23.3,6.3,2.0,10.7,-15.0,44.6,36.2,7.1,-39.2,-3.2,8.3,32.7,-4.6,29.5,14.8,-12.5,-28.2,31.4
2003-01,-17.0,-15.2,-19.7,28.1,19.7,11.2,10.5,5.4,14.1,2.5,0.8,11.9,-17.7,37.2,34.1,18.1,-15.1,-11.0,1.6,18.4,-2.5,22.5,15.1,-10.9,-27.7,30.1
2003-02,-22.0,-10.9,-3.3,15.4,21.9,7.4,8.6,-3.2,15.0,-0.9,6.7,14.1,-19.8,31.1,31.4,15.6,-11.8,-0.1,8.8,21.6,4.9,27.3,19.0,-10.0,-25.4,31.4
2003-03,-32.9,-25.4,-17.2,14.9,-6.8,-2.4,8.8,-5.4,15.3,-4.3,-7.1,11.2,-32.5,30.7,28.7,2.1,-48.7,-3.6,9.4,32.4,-0.8,25.2,16.1,-9.9,-26.0,27.7
2003-04,1.9,-7.3,-9.3,2.3,6.0,-2.6,5.1,0.1,16.1,1.6,-18.6,15.2,-18.8,38.7,37.5,2.7,-39.7,-9.3,7.0,31.3,-1.1,27.1,14.2,-8.3,-22.6,25.2
2003-05,-3.5,1.6,-15.4,15.3,-13.3,-6.9,-2.7,-19.7,22.6,1.1,-7.3,3.9,-21.4,28.7,30.0,-0.4,-55.3,-6.9,8.2,27.0,4.3,28.7,21.4,-10.2,-24.1,23.5
2003-06,1.7,-7.1,-20.3,9.6,-6.7,-4.6,0.2,-9.3,16.8,0.6,-9.3,12.1,-21.6,35.4,21.8,-3.8,-52.1,-14.8,-2.1,14.4,-5.7,29.6,19.2,-8.8,-23.6,25.1
2003-07,19.2,2.1,-34.1,-1.0,6.0,-5.6,8.9,-13.8,21.8,4.7,4.4,15.3,-18.8,48.2,32.1,3.8,-32.6,-4.1,8.3,27.1,1.9,25.3,21.1,-10.7,-26.1,26.0
2003-08,20.0,-1.2,-24.9,21.6,-5.8,-2.9,5.5,-15.3,24.6,4.1,-1.3,7.0,-13.4,32.7,29.1,-3.8,-23.0,-11.4,3.3,22.1,-0.7,23.9,14.4,-7.5,-21.4,26.8
2003-09,35.7,8.6,0.9,21.6,5.6,2.1,11.3,-5.2,20.9,3.9,-13.3,3.2,-20.0,34.9,27.0,1.2,-19.0,-8.8,4.3,21.2,0.4,17.6,13.0,-6.9,-19.3,28.8
2003-10,38.5,12.5,11.0,29.7,5.2,4.7,8.0,1.1,20.8,14.3,-8.8,1.8,-6.7,51.4,21.4,-0.6,-17.8,-5.7,7.8,29.4,-0.2,22.9,14.6,-5.6,-13.5,28.8
