country,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL
2004-04,-20.5,-46.4,-19.8,-73.0,7.7,-15.8,-7.4,-9.5,-15.1,-10.0,5.2,-9.7,-13.1,-3.6,-50.9,18.2,24.5,28.4,-50.4,4.3,0.3,-1.7,-1.7,-8.2,-13.3,-17.0,-31.9,54.7
2004-05,-8.9,-44.7,-16.6,-72.8,12.7,-19.5,1.8,-4.5,-11.0,-13.1,-4.0,-10.5,-15.7,-2.0,-50.5,17.1,8.0,27.3,-49.2,3.5,-0.2,-0.2,-4.0,-4.4,-13.1,-14.5,-20.7,53.2
2004-06,-5.7,-42.8,-15.3,-70.3,11.3,-18.8,-0.5,-4.7,-13.1,-13.5,-5.2,-8.6,-12.8,-5.3,-51.9,20.9,10.1,26.9,-48.2,5.2,2.0,4.7,-3.8,-5.4,-10.7,-12.9,-19.7,46.3
2004-07,5.3,-40.6,-11.3,-70.0,11.1,-22.9,-8.4,-11.4,-18.2,-14.8,2.8,-8.1,-12.3,-4.0,-47.3,18.9,13.4,22.3,-48.2,2.2,-3.5,-5.5,-7.3,-9.5,-10.1,-15.8,-23.8,44.6
2004-08,8.9,-39.8,-10.7,-68.9,8.1,-10.7,-25.7,-14.2,-12.0,-10.3,6.2,-11.8,-12.5,-0.7,-52.3,16.2,3.8,17.1,-49.2,2.0,2.1,2.5,1.7,-2.4,-10.2,-10.5,-14.9,35.6
2004-09,8.0,-39.5,-10.0,-69.0,6.4,2.0,-23.2,-7.7,-5.4,-1.6,2.0,-9.6,-8.4,-0.6,-49.0,19.7,5.5,15.5,-50.3,1.5,0.1,-0.5,-0.6,-5.0,-9.2,-10.5,-15.1,32.1
2004-10,15.5,-34.1,-2.5,-65.8,11.2,-5.8,-18.6,-10.0,-9.5,-10.4,5.7,-10.2,-6.7,1.8,-48.9,20.1,10.6,18.1,-48.9,1.1,1.1,0.8,1.5,-2.6,-8.5,-11.3,-17.3,30.9
2004-11,21.8,-34.0,-2.6,-65.5,9.1,-12.9,-18.2,-12.2,-10.9,-14.0,5.5,-9.8,-4.2,1.2,-49.9,21.8,9.6,6.1,-48.9,1.5,2.5,3.2,2.8,-1.1,-7.6,-10.3,-15.8,28.6
2004-12,25.5,-35.0,-5.0,-64.9,7.3,1.3,-17.9,-6.4,-5.9,-9.7,2.6,-10.5,-5.4,1.2,-48.2,17.8,10.5,3.9,-51.1,1.0,2.2,3.8,1.8,-3.7,-4.2,-9.0,-10.1,25.8
2005-01,45.3,-33.4,-5.5,-61.2,9.9,-0.2,5.1,-1.1,-7.9,0.1,8.4,-12.9,-7.5,1.9,-49.3,12.3,21.5,5.9,-51.0,4.1,4.2,7.2,1.2,-3.9,-1.7,-8.9,-10.0,22.9
2005-02,18.7,-35.2,-6.1,-64.4,7.6,-2.1,-1.2,-3.8,-3.9,-4.8,8.1,-11.4,-5.8,-1.4,-49.7,14.2,3.3,3.3,-52.5,4.2,5.0,9.4,1.6,-1.1,-0.2,-8.7,-7.6,17.0
2005-03,-3.3,-34.5,-4.6,-64.5,7.0,4.9,-11.2,-4.6,-3.4,-5.9,7.6,-13.1,-6.7,0.9,-51.5,13.2,-11.2,-2.3,-56.7,3.2,4.9,11.4,0.1,-2.5,-0.9,-8.3,-7.5,15.8
2005-04,-5.0,-32.1,-1.3,-62.8,4.8,1.5,-13.2,-7.2,-9.3,-5.8,9.8,-13.3,-8.1,1.8,-54.7,16.5,-13.9,1.1,-56.9,2.0,3.8,10.7,-1.5,-0.5,-1.5,-7.7,-5.7,7.5
2005-05,2.5,-32.6,-2.3,-62.8,1.5,-1.4,-10.3,-8.2,-7.8,-4.3,13.0,-12.8,-7.0,1.8,-54.3,17.6,-3.6,-2.8,-59.4,0.8,3.6,10.2,-0.2,-2.6,-0.8,-8.7,-10.2,19.4
2005-06,8.8,-33.5,-5.3,-61.6,0.8,-4.2,-9.8,-8.3,-9.3,-7.8,10.7,-11.6,-6.1,0.4,-54.3,19.9,3.5,-0.7,-57.2,-1.5,2.4,8.6,0.2,-1.6,-1.7,-11.8,-12.7,22.3
2005-07,11.8,-32.0,-4.7,-59.4,2.8,-2.2,-6.1,-5.7,-9.2,-7.0,8.9,-12.3,-4.7,1.6,-53.4,18.1,10.1,-3.1,-56.6,1.2,6.0,13.4,3.5,-0.7,-0.5,-10.4,-8.0,25.6
2005-08,14.0,-31.0,-4.0,-58.0,4.2,-6.2,-1.0,-5.4,-11.4,-13.9,8.9,-13.0,-3.4,3.9,-53.2,17.9,0.9,-0.7,-59.3,1.0,4.4,12.2,0.1,-1.0,-1.0,-9.5,-7.8,26.5
2005-09,19.0,-28.1,-0.9,-55.3,7.2,-4.8,-5.1,-6.5,-5.5,-10.4,9.7,-10.3,-1.4,3.0,-51.4,23.6,6.4,-0.8,-56.3,0.9,5.0,12.9,1.1,-0.4,-1.6,-9.0,-8.2,33.3
2005-10,21.5,-25.3,2.2,-52.9,8.3,0.1,-4.2,-3.2,-6.0,-4.6,5.6,-11.9,-4.6,3.4,-53.3,20.8,6.7,-2.4,-55.7,3.3,7.1,14.2,3.7,-0.4,0.0,-8.4,-3.6,28.5
2005-11,25.1,-23.1,3.5,-49.7,8.4,1.4,3.4,-1.7,-6.7,-0.5,9.8,-11.6,-3.7,4.1,-53.7,23.0,8.7,1.2,-55.8,4.0,7.3,14.0,3.8,-0.8,0.3,-6.0,-1.6,25.6
2005-12,26.7,-24.6,-0.1,-49.1,7.9,-2.6,0.2,-3.3,-6.8,-2.8,7.7,-10.7,-2.2,3.8,-51.8,23.6,20.8,-2.2,-55.2,4.5,8.1,13.5,6.3,-0.2,-2.1,-6.3,-1.1,15.2
2006-01,36.1,-24.3,2.1,-50.8,8.6,-5.9,0.2,-4.4,-4.1,-7.2,7.5,-11.6,-4.5,3.6,-48.9,17.6,12.0,-0.8,-55.3,7.6,8.0,10.6,5.8,-0.3,-3.4,-3.9,2.1,21.6
2006-02,20.7,-23.7,2.9,-50.3,8.0,-5.5,2.0,-3.7,-7.0,-7.2,7.7,-12.7,-5.5,2.7,-50.3,15.1,3.2,2.7,-54.6,7.3,7.9,11.5,4.7,0.7,-2.2,-2.5,3.8,13.1
2006-03,9.3,-21.0,7.8,-49.8,7.9,-3.4,0.1,-3.2,-6.7,-3.9,6.3,-11.4,-4.8,2.8,-49.7,18.2,-0.5,2.7,-53.7,6.6,8.1,13.7,4.0,1.7,0.2,-3.1,5.1,13.2
2006-04,2.2,-19.5,9.3,-48.2,7.2,3.0,0.7,-1.6,-2.0,-0.1,8.4,-11.3,-4.4,3.4,-48.4,18.0,1.7,1.6,-51.1,7.2,8.3,13.7,3.8,1.7,-1.1,-5.1,0.0,8.0
2006-05,6.1,-17.6,10.5,-45.7,9.1,-2.5,3.7,-2.3,-4.1,-2.5,8.2,-9.1,-1.6,2.1,-48.1,22.8,9.7,5.9,-50.7,7.0,8.9,13.8,5.9,2.1,0.3,-7.7,-7.2,21.1
2006-06,12.0,-14.7,12.7,-42.0,13.8,-4.5,7.3,-1.5,-3.8,-0.1,7.3,-7.5,-1.8,1.9,-45.7,25.1,15.8,8.1,-49.6,7.4,8.2,10.7,6.3,1.2,-1.3,-5.5,-3.3,20.4
2006-07,18.1,-12.7,14.3,-39.8,16.5,-1.3,7.9,0.6,-2.5,0.0,5.0,-6.1,-1.0,-1.0,-41.4,22.3,16.7,8.6,-46.7,9.5,11.8,15.1,10.8,5.2,-0.4,-3.7,-4.6,19.8
2006-08,19.1,-12.8,12.9,-38.6,20.6,-3.8,9.1,-0.7,-1.3,-4.5,7.6,-5.7,-0.7,-2.2,-42.0,22.7,12.8,10.5,-47.2,7.1,9.0,14.2,5.7,3.2,-0.7,-4.9,-4.1,28.5
2006-09,20.8,-9.4,16.6,-35.5,23.2,-7.1,7.6,-2.5,-2.9,-7.3,8.0,-5.4,0.6,-0.3,-39.9,23.5,17.0,9.4,-47.2,8.4,11.1,17.5,7.2,4.2,-0.6,-5.7,-6.3,37.2
2006-10,20.0,-10.5,15.2,-36.1,24.7,-2.0,6.7,-0.3,-1.4,-0.7,5.7,-3.7,2.9,0.2,-39.8,29.0,10.0,8.6,-45.6,8.7,11.4,17.5,8.2,4.6,0.8,-5.3,-8.1,26.3
2006-11,23.4,-8.5,17.0,-34.0,27.6,2.2,12.5,2.2,2.2,1.1,8.0,-2.3,4.4,-0.8,-37.2,29.5,20.0,12.5,-44.2,9.7,12.2,16.9,10.1,5.0,1.2,-3.1,-2.5,37.9
2006-12,27.6,-4.1,22.5,-30.8,29.9,5.4,17.0,4.6,6.1,8.5,8.5,-2.0,6.8,-1.6,-37.4,29.9,28.4,14.2,-44.7,9.7,12.7,17.7,10.7,8.0,1.7,-0.4,-1.2,26.6
2007-01,34.7,-3.3,23.4,-29.9,37.1,8.4,12.8,5.7,3.5,9.3,4.0,-3.2,5.5,-0.1,-35.1,25.4,19.7,20.2,-42.1,19.1,20.3,22.8,19.0,13.5,9.6,-5.0,-6.0,28.2
2007-02,33.3,-3.4,22.3,-29.2,39.0,10.7,17.6,7.5,2.5,5.3,5.7,-3.6,4.4,-0.3,-34.1,22.9,19.6,23.4,-42.4,19.3,20.9,24.4,19.2,15.7,9.6,0.2,-0.7,28.4
2007-03,36.0,-3.1,21.3,-27.5,42.3,5.6,14.0,4.7,5.3,2.6,5.5,-2.1,4.7,-1.5,-32.3,24.5,19.6,19.9,-38.9,18.1,19.6,23.8,17.0,15.0,8.8,-3.1,-1.1,28.5
2007-04,30.2,-3.9,18.6,-26.4,45.5,6.2,15.2,6.5,7.5,3.4,2.0,-1.5,6.1,-0.8,-31.9,26.7,16.7,16.9,-37.5,19.0,21.2,25.4,19.0,15.1,9.4,0.5,3.5,20.6
2007-05,22.5,-4.6,17.6,-26.8,46.4,8.2,14.0,7.0,5.7,7.0,1.0,-0.9,7.3,-1.1,-29.7,25.8,16.4,19.0,-38.6,18.9,21.4,24.8,20.4,14.3,7.7,-0.1,4.9,34.4
2007-06,18.7,-5.7,16.0,-27.4,47.0,8.6,14.3,7.8,9.4,9.6,-0.4,-0.5,6.0,-1.4,-29.1,26.1,16.6,18.7,-37.5,19.5,22.1,26.9,20.0,16.3,9.7,-0.9,2.8,28.1
2007-07,15.3,-5.7,17.2,-28.5,44.1,9.7,14.9,9.1,11.2,7.9,-2.6,-1.7,5.6,-0.6,-31.0,25.2,12.0,17.7,-36.9,18.2,22.7,28.0,21.8,17.9,9.4,0.9,5.6,26.7
2007-08,14.0,-6.4,17.2,-29.9,41.4,11.0,17.4,9.9,8.7,11.1,-1.3,-2.8,2.4,0.7,-30.6,22.9,13.5,15.2,-36.7,20.3,22.2,25.2,21.1,15.3,10.1,-1.2,-1.5,28.5
2007-09,14.4,-5.8,19.3,-31.0,37.6,10.0,19.1,8.6,8.0,10.9,3.2,-3.7,3.2,-0.1,-32.8,21.7,13.0,19.2,-35.1,19.1,21.6,26.5,19.3,16.8,10.3,0.0,2.7,25.6
2007-10,12.3,-6.7,17.7,-31.1,36.0,14.9,19.2,10.9,6.5,11.1,1.3,-3.0,3.5,0.0,-33.9,24.9,7.1,20.2,-35.6,16.7,19.7,26.2,16.2,16.6,9.5,1.3,3.9,32.0
2007-11,15.3,-4.1,20.4,-28.6,36.3,13.5,18.3,10.0,12.3,7.6,1.9,-3.2,3.4,1.0,-32.7,24.2,13.2,21.6,-38.7,15.7,20.0,28.1,16.1,18.2,10.7,3.8,10.7,32.8
2007-12,17.2,-1.4,24.1,-26.9,36.9,15.8,23.8,11.9,12.2,15.1,3.8,-3.8,4.5,0.8,-32.4,21.9,15.7,19.7,-39.5,14.9,19.6,28.2,15.7,18.6,11.8,3.5,12.9,32.6
2008-01,18.7,-1.7,22.7,-26.1,37.9,13.7,22.2,10.0,12.0,15.4,6.0,-1.8,6.1,-0.9,-31.1,24.9,14.2,20.3,-37.8,15.2,17.0,24.4,11.4,17.6,12.8,1.3,8.6,36.0
2008-02,26.6,-0.7,23.3,-24.7,41.6,16.9,18.4,9.5,12.9,12.4,6.9,-2.1,3.9,-0.9,-28.9,21.7,15.2,18.2,-36.7,15.2,16.4,22.4,11.7,17.4,12.3,1.5,9.6,39.2
2008-03,31.5,-2.8,19.2,-24.7,39.2,13.7,20.5,9.6,9.2,14.0,5.3,-2.2,4.7,-1.3,-29.9,21.9,15.4,20.7,-36.9,15.7,17.1,22.8,12.7,15.0,10.4,1.3,8.9,39.3
2008-04,20.8,-6.2,14.7,-27.1,33.9,13.2,19.4,8.4,9.8,14.3,7.4,-3.7,0.8,0.0,-31.5,20.4,6.8,15.3,-36.1,14.0,16.5,23.8,11.7,16.8,11.3,4.8,13.5,42.9
2008-05,15.0,-7.9,12.5,-28.4,29.5,10.8,15.3,5.1,7.7,12.3,10.8,-4.9,1.3,1.1,-32.3,18.9,8.3,17.2,-35.3,13.1,16.0,22.9,11.9,15.4,9.7,3.6,10.9,40.8
2008-06,10.6,-8.3,12.2,-28.8,28.7,16.2,16.4,7.8,11.5,18.4,9.1,-5.8,-2.7,2.2,-33.5,18.4,4.0,17.5,-40.3,11.8,15.3,22.6,11.5,15.6,9.0,3.0,9.0,40.9
2008-07,9.0,-10.4,11.5,-32.3,26.4,12.5,15.1,6.2,10.1,13.0,9.1,-8.1,-4.5,1.0,-36.7,13.3,-0.1,20.0,-41.1,10.2,14.7,23.0,11.0,15.6,8.5,-1.5,4.3,39.7
2008-08,7.0,-10.9,12.0,-33.9,24.1,13.3,12.4,5.3,11.1,15.1,9.7,-8.5,-5.3,2.1,-36.5,13.2,0.5,11.6,-42.9,10.3,14.1,21.9,10.2,13.1,9.4,2.5,7.2,37.2
2008-09,6.3,-11.6,12.0,-35.3,22.2,10.8,11.2,4.3,11.2,10.7,9.2,-10.5,-6.6,3.4,-41.7,13.7,-5.8,9.0,-46.5,10.0,13.6,20.7,10.0,12.9,8.8,3.2,6.2,36.4
2008-10,3.1,-14.5,8.6,-37.6,17.0,10.2,10.1,3.7,9.6,8.3,9.3,-12.1,-9.6,4.9,-43.4,12.0,-10.9,4.4,-49.4,7.9,10.3,16.7,6.3,10.9,6.3,1.0,0.6,39.1
2008-11,1.5,-16.5,6.8,-39.8,12.4,9.5,10.4,3.4,6.4,7.4,9.7,-15.9,-13.9,6.6,-45.8,4.8,-10.1,5.2,-50.5,3.2,5.8,11.9,2.3,7.7,5.4,-4.0,-5.9,36.9
2008-12,-1.4,-19.2,3.2,-41.6,6.6,4.3,4.2,-0.7,4.0,5.0,10.6,-21.0,-21.4,7.7,-51.4,-3.9,-17.0,-1.9,-56.0,-0.7,2.3,8.2,-0.5,3.8,3.9,-2.2,-9.2,41.5
2009-01,-9.5,-28.9,-10.5,-47.4,-9.3,-10.8,-2.8,-6.7,-4.6,-12.0,6.5,-25.1,-26.6,9.4,-54.8,-11.0,-27.6,-5.8,-62.4,-8.1,-4.8,1.8,-8.3,-1.5,2.2,-5.8,-13.2,32.4
2009-02,-12.2,-35.9,-19.1,-52.8,-18.2,-19.0,-14.8,-14.1,-8.8,-18.8,8.4,-28.3,-32.8,9.0,-58.5,-17.5,-30.2,-5.4,-65.2,-11.8,-10.1,-5.9,-12.5,-4.3,-0.9,-14.3,-27.0,41.3
2009-03,-10.6,-40.6,-26.8,-54.4,-24.2,-21.4,-17.3,-15.5,-12.1,-20.8,7.9,-29.1,-30.9,8.7,-59.6,-19.0,-32.4,-3.9,-68.4,-14.1,-12.0,-7.4,-14.5,-7.1,-4.9,-15.3,-29.6,38.2
2009-04,-7.2,-40.6,-25.2,-56.1,-24.9,-11.4,-13.2,-10.6,-10.5,-12.2,7.2,-27.2,-28.2,9.8,-61.2,-10.7,-28.9,-5.9,-69.8,-13.1,-9.7,-3.5,-12.5,-6.5,-5.8,-13.3,-23.8,35.4
2009-05,-10.7,-40.9,-24.0,-57.7,-24.0,-7.0,-7.2,-7.0,-8.7,-8.2,6.8,-26.7,-26.4,9.8,-60.9,-9.5,-25.4,-5.3,-68.3,-11.3,-7.3,-0.5,-10.0,-5.2,-7.1,-11.5,-21.8,32.8
2009-06,-12.7,-41.7,-23.3,-60.0,-24.6,-7.5,-11.3,-9.1,-10.4,-9.4,8.6,-26.4,-24.2,8.6,-62.5,-8.2,-21.6,-4.3,-67.3,-8.6,-5.0,1.9,-8.2,-4.2,-6.6,-9.9,-14.7,31.3
2009-07,-14.9,-41.8,-23.4,-60.3,-24.0,-6.5,-9.6,-7.9,-9.8,-7.2,7.6,-26.1,-22.6,10.5,-63.3,-4.5,-20.1,-5.1,-68.8,-8.1,-4.2,3.5,-8.1,-3.7,-6.6,-12.8,-20.0,31.6
2009-08,-13.4,-40.6,-20.9,-60.4,-22.5,-4.6,-0.6,-3.8,-9.6,-7.7,6.1,-22.5,-19.3,7.8,-60.5,0.6,-10.0,-4.7,-65.7,-4.5,-1.5,3.6,-3.7,-3.6,-5.4,-8.3,-13.0,28.8
2009-09,-13.4,-40.9,-18.9,-62.8,-20.5,-10.3,-4.7,-6.6,-8.8,-12.5,4.9,-21.0,-18.6,7.1,-58.6,2.7,-10.7,-2.2,-64.3,-3.5,-0.6,4.5,-2.8,-4.7,-3.1,-11.7,-16.5,25.0
2009-10,-14.2,-41.7,-19.1,-64.4,-20.0,-13.5,-7.5,-9.0,-9.4,-15.2,5.9,-19.7,-16.3,6.9,-57.9,5.8,-7.3,-2.4,-62.9,-3.6,-0.5,4.7,-2.7,-4.8,-4.5,-10.4,-17.5,31.6
2009-11,-15.0,-41.5,-17.2,-65.9,-19.9,-10.9,-9.8,-8.9,-8.8,-11.9,6.1,-18.3,-13.3,5.7,-56.6,7.5,-2.6,2.0,-61.3,-2.1,1.1,7.7,-2.2,-2.7,-4.6,-11.6,-17.2,26.2
2009-12,-12.4,-39.0,-14.7,-63.3,-18.5,-8.0,-20.4,-11.4,-9.6,-11.1,5.8,-18.9,-11.9,6.0,-57.1,6.5,-0.8,1.1,-60.4,-2.5,2.0,10.1,-1.4,-1.7,-2.4,-11.3,-14.2,34.4
2010-01,-16.3,-37.3,-13.7,-61.0,-16.5,-7.6,-12.3,-9.1,-4.2,-11.1,7.4,-15.7,-9.2,5.1,-52.9,10.9,3.3,2.4,-56.4,-2.6,1.9,10.1,-1.7,-1.5,-3.8,-8.8,-11.5,30.6
2010-02,-17.5,-35.8,-12.6,-59.1,-15.1,0.1,-12.7,-6.3,-3.7,-3.0,6.3,-13.7,-7.0,4.0,-52.6,15.6,-0.3,1.8,-57.0,0.1,5.5,14.5,1.8,0.1,-5.8,-7.6,-3.8,26.2
2010-03,-11.2,-32.4,-7.2,-57.6,-10.9,6.1,-7.0,-2.2,-3.6,2.4,5.7,-12.2,-6.1,3.8,-51.5,18.6,3.2,2.2,-55.1,1.4,7.0,15.6,4.1,0.7,-3.6,-3.8,-4.8,21.8
2010-04,-1.1,-30.4,-6.2,-54.6,-9.7,1.9,-4.0,-2.9,-3.7,0.4,6.8,-12.7,-5.6,3.5,-50.3,15.7,9.2,5.8,-53.4,4.8,8.6,14.8,6.1,1.0,-3.3,-5.9,-3.9,27.3
2010-05,1.3,-30.4,-7.4,-53.3,-7.7,1.5,-10.1,-5.4,-4.2,-1.2,7.7,-14.4,-7.1,5.0,-50.2,12.1,7.3,7.0,-54.1,5.1,8.1,12.4,6.7,0.8,-1.9,-7.0,-8.5,26.8
2010-06,-0.7,-29.3,-6.7,-52.0,-7.8,-1.8,-11.3,-6.9,-5.2,-5.1,7.6,-14.0,-6.7,4.2,-48.4,10.7,8.1,5.8,-49.4,6.2,8.2,11.7,6.7,1.2,-0.1,-9.7,-15.5,35.5
2010-07,2.9,-26.8,-4.5,-49.1,-6.2,1.0,-4.1,-3.8,-3.3,-0.4,8.2,-13.4,-4.1,4.1,-47.6,11.6,10.8,6.3,-50.9,6.7,8.9,12.3,7.8,1.8,1.7,-4.3,-3.8,27.6
2010-08,1.6,-27.6,-5.6,-49.6,-3.9,-0.3,-3.0,-3.3,-3.7,-2.7,6.7,-12.8,-4.6,3.8,-46.7,12.0,7.4,9.4,-51.5,6.6,8.6,10.6,8.4,0.5,1.4,-9.3,-14.2,46.0
2010-09,1.3,-28.3,-7.7,-48.9,-4.0,2.8,-3.9,-2.4,-2.2,-0.3,6.1,-12.4,-6.2,3.5,-44.4,10.7,8.4,8.7,-50.3,5.8,7.8,10.0,7.8,2.2,1.5,-10.4,-15.0,42.4
2010-10,1.0,-28.2,-9.2,-47.2,-4.5,1.1,-1.0,-1.8,-2.1,-1.5,5.6,-12.2,-6.5,2.7,-42.9,8.9,10.3,7.0,-49.6,5.7,7.7,10.8,6.8,2.9,2.3,-10.6,-15.3,40.6
2010-11,0.8,-27.6,-8.1,-47.1,-2.8,5.2,1.0,0.2,-1.4,2.7,5.6,-12.2,-4.2,3.4,-43.3,10.2,12.8,8.5,-47.7,6.9,8.4,11.1,7.1,2.8,2.7,-10.7,-16.8,35.1
2010-12,-3.8,-30.2,-11.4,-49.1,-0.4,-0.1,1.9,-1.0,-2.9,-3.8,4.9,-9.7,-3.5,2.2,-40.8,13.8,13.5,14.0,-46.1,8.2,9.6,12.3,8.2,4.4,3.5,-12.5,-15.6,36.8
2011-01,-4.9,-28.3,-7.8,-48.7,4.6,-4.3,7.1,-0.8,-0.2,-7.3,5.1,-12.8,-2.4,1.7,-46.8,10.1,10.7,16.4,-51.6,5.1,7.1,8.8,7.4,1.7,0.6,-9.5,-16.7,36.8
2011-02,2.0,-23.7,-0.7,-46.7,4.8,0.4,4.3,-0.1,1.1,-1.5,5.0,-9.1,0.7,1.0,-42.4,16.2,9.5,19.2,-50.0,6.1,8.6,12.0,7.7,3.1,3.3,-9.6,-13.2,38.5
2011-03,1.5,-23.9,-1.6,-46.3,6.4,5.4,3.0,0.8,-1.0,2.8,5.9,-10.7,-2.5,1.2,-44.3,13.5,8.5,19.3,-50.8,5.7,7.4,11.3,5.2,4.9,4.5,-11.8,-19.5,43.9
2011-04,7.1,-23.1,-2.8,-43.3,5.5,4.2,-3.3,-2.1,0.6,2.9,7.2,-9.7,-3.0,-0.1,-40.2,10.9,10.6,18.2,-47.4,4.5,6.9,12.1,4.1,4.9,3.0,-17.4,-22.4,39.8
2011-05,5.4,-23.4,-4.6,-42.2,3.4,0.9,2.8,-0.8,0.4,-1.8,6.1,-11.2,-3.3,0.6,-41.5,8.4,7.1,13.4,-47.9,4.4,7.2,11.7,5.4,3.3,3.2,-13.8,-20.8,34.1
2011-06,4.7,-23.3,-5.3,-41.4,0.1,-0.1,0.3,-2.7,-1.0,-3.7,8.3,-12.3,-3.6,1.8,-41.4,6.2,8.5,8.8,-48.9,4.8,7.1,11.2,5.3,2.2,2.4,-14.1,-19.7,33.9
2011-07,1.7,-24.5,-6.8,-42.2,0.1,-2.6,-0.1,-3.5,-2.9,-3.9,7.8,-12.7,-5.5,2.5,-43.5,7.9,4.0,8.3,-50.4,5.2,6.9,9.9,5.7,1.3,3.0,-10.9,-18.7,33.5
2011-08,-2.0,-25.6,-8.3,-43.0,-0.8,-4.5,-5.5,-6.0,-4.3,-7.0,8.0,-14.0,-6.1,3.7,-44.4,6.2,1.0,10.4,-52.2,2.1,3.4,6.4,1.7,0.4,2.8,-14.4,-20.7,36.8
2011-09,-1.6,-26.5,-9.9,-43.0,-2.1,-0.9,-4.1,-4.1,-3.9,-3.4,7.5,-15.7,-6.9,3.7,-46.6,3.1,2.8,6.0,-54.1,0.9,1.6,2.5,1.2,-0.4,-0.1,-12.9,-17.8,29.4
2011-10,-4.4,-28.2,-12.0,-44.5,-3.1,-1.3,-3.5,-4.0,-4.6,-4.6,7.0,-15.9,-7.0,4.2,-45.8,2.3,5.1,10.0,-55.0,0.1,0.7,2.2,-0.2,0.3,0.0,-12.6,-15.3,31.5
2011-11,-6.4,-29.7,-14.1,-45.3,-3.2,-1.0,-1.7,-3.5,-5.0,-4.3,7.8,-13.3,-5.6,1.8,-43.5,5.4,3.5,9.4,-53.0,-1.8,-1.1,0.8,-2.2,-0.1,0.0,-12.3,-17.7,38.0
2011-12,-7.3,-31.2,-15.0,-47.5,-2.9,-6.9,-3.7,-6.2,-6.4,-10.2,8.1,-14.2,-7.0,2.6,-42.2,2.1,6.8,11.3,-50.8,-3.8,-3.3,-1.0,-5.2,-2.3,0.5,-20.4,-31.7,43.9
2012-01,-5.6,-30.9,-13.6,-48.2,-5.5,-8.8,-4.8,-6.8,-7.2,-11.0,6.9,-13.1,-6.3,1.9,-43.2,5.7,1.5,10.6,-51.0,-3.1,-2.4,0.9,-4.9,-1.0,-1.0,-16.1,-26.6,37.6
2012-02,-4.4,-31.1,-13.5,-48.6,-5.8,-4.7,-0.9,-4.6,-5.3,-6.6,8.2,-14.0,-5.2,2.7,-43.8,4.3,4.8,8.3,-50.0,1.1,2.1,5.5,-0.3,0.9,-0.7,-15.1,-24.8,36.8
2012-03,-3.7,-30.3,-11.7,-48.9,-4.2,-1.0,1.7,-2.6,-4.2,-2.4,8.3,-13.9,-5.7,2.8,-46.5,7.4,-1.0,7.8,-51.1,2.9,3.8,9.2,-0.7,0.0,-1.5,-12.8,-16.3,35.9
2012-04,-6.7,-32.8,-15.1,-50.5,-6.9,-2.9,0.3,-3.2,-6.6,-6.5,7.0,-15.3,-6.4,1.8,-46.5,2.4,-2.4,5.5,-52.2,1.5,2.1,5.8,-0.8,0.7,-1.1,-14.2,-22.9,37.4
2012-05,-8.6,-33.4,-16.8,-50.0,-10.0,-5.4,-7.1,-6.1,-4.6,-5.7,5.7,-16.0,-7.7,2.4,-48.2,2.6,-1.4,6.2,-54.1,1.0,2.5,6.5,0.1,-0.3,1.2,-17.3,-26.0,38.0
2012-06,-13.3,-35.4,-19.0,-51.9,-12.4,-5.0,-5.3,-5.7,-7.3,-5.9,6.8,-15.2,-9.5,2.2,-46.1,2.6,2.4,3.8,-53.7,-0.7,0.3,3.5,-1.8,-1.0,-1.0,-17.7,-26.3,35.8
2012-07,-14.8,-36.7,-19.4,-54.1,-13.4,-5.1,-7.3,-6.3,-8.6,-6.2,6.5,-16.3,-9.6,2.7,-46.6,0.3,-1.0,1.8,-52.4,-0.7,0.4,3.5,-1.5,-1.4,-0.2,-15.4,-21.1,36.1
2012-08,-16.0,-37.3,-21.0,-53.6,-13.6,-7.2,-9.3,-7.5,-8.0,-9.7,5.9,-18.5,-11.8,2.2,-48.9,-4.3,-2.9,1.7,-53.4,-1.0,-0.4,1.1,-1.4,-1.2,-3.2,-15.6,-22.3,31.9
2012-09,-19.9,-40.2,-24.1,-56.4,-15.1,-9.3,-9.5,-8.7,-9.1,-11.9,7.5,-19.7,-10.7,4.7,-49.2,-5.1,-7.0,3.2,-55.3,-2.0,-1.8,-0.2,-3.2,-1.7,-2.4,-17.0,-29.9,35.5
2012-10,-21.0,-40.1,-24.1,-56.2,-16.7,-10.5,-15.0,-11.1,-9.3,-13.3,7.8,-21.6,-12.2,3.6,-52.8,-8.4,-15.6,2.3,-57.0,-6.0,-5.1,-1.6,-7.6,-3.1,-2.6,-18.4,-31.6,32.2
2012-11,-20.1,-41.1,-24.0,-58.2,-17.0,-6.4,-9.9,-7.9,-7.8,-6.8,7.4,-19.5,-11.1,4.5,-50.3,-3.6,-7.8,2.1,-59.3,-6.8,-4.8,-0.4,-7.1,-4.3,-1.9,-17.7,-28.0,34.6
2012-12,-20.4,-40.3,-22.1,-58.4,-18.1,-10.9,-12.5,-10.3,-9.7,-10.3,7.3,-19.5,-11.4,3.8,-51.3,-3.4,-4.8,2.4,-56.5,-4.4,-4.0,-2.6,-4.8,-3.5,-3.7,-17.6,-27.5,29.0
