country,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT
1997-07,8.6,-3.2,11.9,-18.3,7.7,19.4,1.7,1.7,9.8,7.9,15.9,3.1,1.0,-0.6,-3.7,12.3,4.0,6.8,-0.6,13.0,10.3,13.8,4.1,1.1,4.6,-6.4,-4.0,-2.5
1997-08,10.6,-6.8,10.8,-24.4,15.0,24.9,4.9,4.4,13.4,8.6,16.7,-0.1,1.4,1.4,-4.7,5.9,1.7,8.7,1.3,11.8,11.8,11.0,12.5,11.9,11.0,-6.4,-3.1,-8.5
1997-09,12.1,-1.4,19.4,-22.2,5.4,26.5,5.0,2.7,19.4,8.2,23.2,0.8,1.7,0.3,-4.7,7.4,1.4,9.2,3.3,10.7,12.2,8.7,17.3,19.4,14.8,-2.0,5.1,8.9
1997-10,18.6,-1.1,9.2,-11.4,9.4,37.4,4.7,9.9,7.8,13.6,12.4,-0.2,2.8,2.0,-3.2,4.7,-2.8,9.0,6.3,12.8,12.5,15.5,9.2,16.3,9.7,-2.6,4.1,10.8
1997-11,8.6,-3.4,1.3,-8.0,7.8,29.4,16.7,9.5,11.6,19.7,17.6,1.6,3.2,1.3,-1.5,7.6,-1.1,8.2,-2.1,21.6,20.4,18.7,21.1,4.5,5.3,-2.6,2.4,11.1
1997-12,17.6,1.9,8.6,-4.9,7.4,36.7,6.9,9.4,17.6,14.8,15.3,4.2,3.8,1.1,-0.2,14.0,0.7,7.2,-1.1,12.9,13.2,15.5,11.4,15.2,17.0,-4.6,1.1,13.0
1998-01,6.3,-3.7,1.1,-8.6,3.4,30.4,7.1,6.7,5.1,13.5,17.3,6.1,6.0,-3.1,5.9,9.3,5.0,5.2,2.2,6.1,0.6,0.2,-4.5,-4.3,11.7,-3.2,1.5,13.3
1998-02,-0.6,-11.0,-1.7,-20.4,1.6,29.2,11.4,8.4,2.0,18.2,15.3,6.6,6.3,-3.7,8.1,8.0,1.5,4.5,6.7,10.5,9.1,8.7,8.0,3.2,12.4,-2.8,3.7,20.4
1998-03,5.3,-5.7,3.9,-15.4,1.2,29.3,6.4,5.5,5.6,10.9,19.1,8.4,6.6,-0.2,10.5,14.4,4.5,7.8,8.2,13.5,13.3,13.2,13.1,6.2,13.0,-0.7,5.1,20.0
1998-04,-1.1,-7.8,2.9,-18.4,1.8,32.4,17.5,10.2,1.3,15.6,19.2,5.8,2.8,-2.2,4.9,10.3,9.3,4.4,1.8,17.6,7.1,-5.3,8.8,-3.7,6.7,-0.5,6.3,17.0
1998-05,1.6,-7.0,-1.5,-12.6,1.1,32.6,14.8,9.1,1.3,17.8,20.0,5.6,2.9,-1.1,6.4,9.2,1.9,4.0,4.0,10.4,11.4,18.5,5.3,21.5,9.6,0.1,8.0,16.1
1998-06,8.6,-8.9,3.3,-21.0,5.9,33.1,11.0,10.4,1.9,18.3,13.1,2.2,3.0,-2.3,-1.5,5.8,-1.7,5.0,-1.5,4.5,10.6,19.7,7.5,7.6,21.8,0.9,8.7,17.5
1998-07,8.8,-7.4,-3.5,-11.4,-7.1,40.6,17.7,12.7,8.8,19.8,20.2,2.5,3.4,0.5,-2.4,10.4,-0.8,4.7,-11.8,8.2,8.7,9.8,8.0,8.0,23.3,0.6,7.4,21.5
1998-08,-0.4,-12.5,-3.5,-21.5,-7.2,35.4,9.7,8.5,4.3,20.6,19.5,3.3,3.5,0.3,-0.6,10.7,1.8,6.6,-4.3,12.8,10.9,14.3,5.6,-0.9,18.5,-0.6,6.5,19.1
1998-09,2.9,-7.6,2.8,-18.0,-3.4,27.9,10.3,8.2,-4.6,17.6,13.7,3.9,3.6,-2.7,-4.4,13.3,1.9,-0.4,-3.5,17.5,14.9,15.8,11.4,-9.4,18.7,-3.1,4.2,15.2
1998-10,1.2,-17.7,-7.8,-27.6,-2.1,32.8,13.0,7.8,8.8,18.6,22.5,0.1,1.5,1.6,-3.8,5.5,-4.7,-2.6,-12.7,14.3,10.5,8.1,9.2,-10.8,13.9,-5.0,-2.2,19.2
1998-11,4.4,-14.5,3.8,-32.7,-4.2,36.0,12.7,11.9,7.6,28.8,12.9,1.2,1.6,0.7,-2.3,6.6,-2.4,-2.7,-6.9,1.5,1.3,7.2,-4.9,2.6,1.7,-4.4,-1.8,18.3
1998-12,4.0,-10.4,3.7,-24.5,-6.8,29.0,12.7,9.8,5.7,19.4,12.4,1.0,1.6,0.6,-2.2,5.7,-0.5,-2.2,-7.9,5.9,5.8,8.0,3.5,-0.7,0.6,-5.3,-2.5,18.2
1999-01,-1.1,-10.0,0.3,-20.2,-10.8,35.9,15.3,12.0,11.2,22.8,15.3,-0.6,2.1,0.3,-8.6,7.1,-5.3,-4.1,-14.0,10.3,15.8,22.9,14.1,-0.4,4.8,-2.7,1.3,18.8
1999-02,1.5,-12.7,-2.4,-23.0,-10.0,32.9,15.7,9.6,7.0,26.6,19.7,-3.2,2.3,2.4,-11.4,4.2,-6.3,-5.8,-17.6,10.4,9.1,8.8,8.2,3.3,12.3,-1.5,4.2,19.6
1999-03,3.2,-6.9,5.6,-19.4,-13.6,37.0,21.1,12.8,3.7,20.3,19.8,-4.6,3.1,2.0,-15.5,3.8,-10.8,1.5,-18.3,10.2,8.8,7.8,8.3,-2.8,14.8,-2.4,2.4,22.8
1999-04,1.8,-13.7,-6.1,-21.3,-9.5,28.4,21.9,12.4,12.3,25.1,13.2,-4.0,-3.1,2.4,-12.2,2.7,-8.0,3.8,-16.0,3.8,5.8,12.7,1.0,-1.9,11.7,-2.7,1.3,21.0
1999-05,-3.9,-13.9,-5.6,-22.3,-12.2,31.3,4.7,6.2,11.3,19.9,17.3,-4.9,-3.3,5.0,-15.0,5.4,-9.5,2.6,-15.2,10.5,7.2,9.4,1.8,-0.6,5.3,-2.3,1.8,18.5
1999-06,-7.9,-13.0,-8.3,-17.7,-16.4,34.0,12.3,10.1,6.9,23.7,16.1,-3.0,-3.5,2.8,-13.0,6.8,-6.4,7.0,-16.1,8.4,3.1,1.9,-1.0,6.4,1.8,-1.8,4.5,19.2
1999-07,-0.7,-6.6,6.9,-20.0,-6.7,30.5,16.9,9.9,12.9,24.1,17.6,-1.5,-2.2,1.7,-13.0,10.1,-7.7,3.0,-19.2,10.1,9.9,10.9,8.9,5.0,4.8,-0.8,4.6,24.2
1999-08,-2.7,-11.0,1.8,-23.8,-7.3,35.7,10.8,9.5,5.3,20.8,18.2,-2.1,-2.2,-1.0,-10.6,3.3,-3.7,3.7,-9.2,10.7,11.3,14.6,8.6,9.8,8.6,-1.1,2.7,19.4
1999-09,5.1,-9.1,3.8,-22.0,-2.7,33.3,15.9,10.3,12.4,23.0,18.3,-3.0,-2.1,3.2,-8.6,2.8,-4.0,2.3,-8.4,9.6,7.4,11.9,0.7,9.2,1.2,-3.9,0.2,18.6
1999-10,-4.0,-4.5,11.4,-20.4,-5.9,34.0,8.8,8.3,8.8,25.8,17.9,-1.5,-2.3,3.7,-7.2,6.4,-4.2,5.6,-5.3,13.9,14.4,19.8,9.5,8.3,2.2,-2.4,4.8,20.7
1999-11,6.1,-5.4,8.3,-19.1,-3.4,29.4,8.8,8.7,7.6,18.4,12.2,-1.5,-2.3,3.0,-7.4,6.0,-1.0,6.0,-8.3,12.6,11.8,15.9,7.1,8.4,18.6,-2.8,2.1,21.3
1999-12,-5.7,-10.5,8.7,-29.7,-2.8,32.6,5.7,6.3,3.7,19.5,19.5,-0.7,-2.3,3.8,-3.4,5.3,1.4,10.6,-5.2,12.7,13.9,17.5,11.4,3.1,6.4,-3.7,0.9,18.1
2000-01,1.6,-17.0,-2.1,-31.9,-9.1,32.2,10.0,9.7,9.2,21.3,13.0,0.3,-3.1,2.4,-5.7,9.0,-0.3,7.8,-4.1,12.2,10.6,12.3,7.4,17.5,2.3,-3.6,1.6,16.3
2000-02,4.2,-6.2,4.2,-16.6,-6.3,33.4,12.9,10.7,11.9,23.4,14.3,3.6,-3.0,-0.5,-1.1,11.2,-0.1,9.5,-4.0,14.4,14.7,21.8,8.0,13.2,8.3,-3.4,0.2,21.7
2000-03,5.2,-1.7,7.5,-10.8,6.9,30.1,16.4,10.0,15.7,17.7,16.5,2.8,-2.9,-3.6,-3.1,7.8,-2.9,7.3,-6.1,13.5,11.0,15.3,4.3,14.2,5.8,-2.8,1.2,24.5
2000-04,4.5,-12.9,0.1,-25.8,2.4,33.5,5.6,5.9,9.3,12.9,21.4,2.7,1.7,-0.7,-0.1,7.4,-3.7,13.4,-1.6,11.8,16.7,22.4,15.8,19.1,20.1,-8.0,-10.1,38.7
2000-05,4.6,-1.4,12.4,-15.1,7.2,24.6,1.6,2.0,10.3,3.5,20.2,5.1,1.9,-2.5,3.3,9.6,-1.1,15.3,-2.3,8.8,8.6,7.7,9.3,-3.6,12.0,-6.8,-7.8,30.9
2000-06,11.7,-11.6,1.8,-25.0,2.0,28.9,12.6,7.4,13.9,22.4,19.4,3.7,2.1,0.2,-0.1,11.5,2.9,14.2,-3.5,10.0,9.1,12.0,5.3,8.4,4.8,-8.3,-12.3,31.6
2000-07,8.9,-2.0,10.9,-14.8,7.8,32.2,3.1,5.1,7.9,8.7,20.2,3.2,-2.4,-2.4,-1.9,9.1,-2.2,10.6,0.4,18.4,13.0,8.7,11.9,13.2,2.2,-7.9,-9.1,31.2
2000-08,4.7,-5.6,7.4,-18.6,0.6,29.7,10.1,4.7,18.6,12.3,25.7,6.1,-2.4,-1.3,-0.1,17.0,1.1,9.2,0.4,6.4,5.3,6.7,2.7,4.3,-4.0,-8.2,-9.9,30.3
2000-09,12.2,-3.4,9.7,-16.6,6.6,23.6,13.0,4.1,9.7,13.4,24.3,4.0,-2.4,-1.3,-1.2,11.8,-0.8,10.3,4.6,2.5,4.7,16.6,-4.9,5.4,0.2,-11.4,-15.5,30.0
2000-10,4.1,-8.4,5.3,-22.1,-0.1,21.4,2.3,1.1,10.7,4.3,20.3,4.0,6.0,-1.7,-3.6,13.9,-3.2,12.1,1.9,-2.1,2.3,8.0,1.0,7.4,10.3,-11.9,-16.2,28.4
2000-11,11.0,-8.7,4.8,-22.2,-2.5,19.7,-6.4,-2.1,7.9,3.3,19.8,5.1,6.4,-1.3,-0.1,14.1,4.5,16.6,5.8,6.6,6.7,5.7,7.8,6.5,13.0,-11.7,-18.6,34.1
2000-12,5.8,-7.8,14.1,-29.6,6.8,11.0,-0.2,-3.8,4.1,3.4,22.3,2.5,6.8,-2.3,-3.9,9.2,4.3,15.1,-0.1,9.3,8.0,9.6,5.2,1.4,14.9,-12.8,-20.3,34.6
2001-01,-7.3,-5.2,13.8,-24.3,4.3,14.8,5.4,-0.1,6.0,0.1,20.5,1.3,2.1,-0.8,-5.7,8.8,0.8,14.0,-7.7,14.2,15.2,14.9,16.6,7.7,20.2,-13.7,-19.8,30.0
2001-02,-3.5,-1.2,14.3,-16.8,0.0,25.2,-2.9,2.2,15.8,0.2,15.8,0.0,2.2,1.3,-7.6,8.8,-3.0,6.5,-5.3,3.8,7.1,9.5,8.0,-2.7,2.3,-11.5,-17.5,30.9
2001-03,1.7,-4.4,9.4,-18.3,3.3,21.8,-2.3,1.2,5.7,-4.7,15.9,-3.0,2.3,4.8,-8.9,4.8,-4.5,5.0,-7.4,-1.9,5.8,16.9,2.6,-5.0,0.8,-11.2,-18.1,30.3
2001-04,0.1,-1.4,14.7,-17.5,7.2,23.9,-5.1,-0.9,6.1,-7.1,21.6,-3.2,2.2,3.3,-11.3,5.2,-5.6,3.5,-9.3,11.8,14.4,25.7,5.8,0.0,-13.1,-10.3,-14.6,26.4
2001-05,3.4,1.1,16.1,-13.9,-0.6,25.3,5.9,4.2,8.9,8.2,18.5,-4.7,2.2,4.5,-14.5,4.9,-8.0,5.3,-13.5,13.3,15.4,19.2,13.6,-7.3,2.5,-11.5,-17.3,28.2
2001-06,-1.9,-0.9,10.6,-12.5,-0.3,24.4,8.2,3.4,6.9,6.7,22.5,-3.7,2.2,0.5,-11.8,1.1,-7.4,3.6,-11.7,19.2,24.6,33.1,21.4,-0.9,-0.8,-12.3,-19.4,33.1
2001-07,3.0,-1.2,16.9,-19.2,3.9,19.8,-4.5,-2.1,3.6,0.5,21.5,-3.6,0.2,1.7,-13.7,4.6,-8.1,4.1,-21.0,5.3,10.2,17.8,7.4,-8.6,-3.4,-12.1,-22.0,33.7
2001-08,4.8,-2.8,8.1,-13.7,2.6,16.7,-4.4,-2.0,2.4,8.4,18.2,-4.8,0.1,5.4,-11.6,2.4,-7.0,3.3,-20.6,15.0,7.2,1.9,4.7,-15.7,-9.6,-10.5,-19.1,33.3
2001-09,-4.2,-1.4,3.3,-6.1,11.8,15.9,-5.4,-1.2,4.1,3.0,14.1,-6.1,-0.1,7.2,-15.1,4.2,-8.1,3.7,-21.3,11.1,4.2,-7.6,9.0,-16.3,-8.0,-12.7,-24.2,34.8
2001-10,3.0,-2.2,6.4,-10.9,-3.3,15.7,-5.0,-2.2,3.3,1.2,17.4,-9.4,-5.5,7.2,-20.0,-0.8,-14.5,2.3,-14.5,7.5,-3.6,-14.5,-4.0,-6.4,-3.0,-13.8,-26.3,34.6
2001-11,-2.1,-3.7,7.8,-15.1,-1.5,18.7,-3.3,-3.2,1.2,-6.9,24.8,-7.2,-5.7,4.6,-19.9,3.1,-10.3,-3.0,-21.4,5.2,1.1,1.0,-3.0,-16.0,-12.0,-12.9,-24.8,29.3
2001-12,0.3,-13.8,-0.3,-27.4,-11.3,20.0,1.4,-1.2,6.2,0.0,24.8,-6.9,-5.9,1.5,-16.1,-3.0,-9.3,-0.8,-19.0,10.2,-2.2,-4.0,-12.9,-14.5,-10.7,-12.6,-22.0,34.1
2002-01,-7.7,-16.7,-4.0,-29.3,-3.7,18.4,1.0,-0.2,2.7,-1.2,19.9,-9.3,-7.5,7.0,-16.9,-4.1,-11.9,-10.8,-21.3,7.8,3.2,8.0,-6.1,-18.2,-8.5,-13.3,-23.1,31.7
2002-02,-4.9,-14.1,-4.2,-24.0,-2.6,10.8,-9.1,-6.4,-5.8,-16.4,20.7,-9.0,-7.9,4.5,-20.4,-2.0,-15.1,-0.4,-22.4,5.4,0.1,9.0,-14.0,-20.6,-19.6,-12.1,-22.5,29.8
2002-03,-12.1,-16.3,-9.5,-23.0,5.4,13.5,-7.2,-4.0,0.3,-1.7,18.3,-6.0,-8.3,6.5,-16.1,4.5,-0.7,3.3,-23.4,10.3,3.5,7.9,-7.6,-11.5,-22.3,-11.4,-17.0,29.3
2002-04,-20.5,-18.8,-11.2,-26.3,-5.2,19.9,-5.8,-1.7,4.0,3.2,19.2,-8.7,-7.8,12.6,-16.3,2.8,-7.1,3.6,-18.1,-8.7,-4.2,13.6,-17.7,-14.1,-13.5,-8.0,-9.9,26.8
2002-05,-13.2,-24.0,-14.8,-33.2,-4.6,11.5,-6.2,-3.3,-4.9,-5.6,15.2,-9.1,-8.0,7.0,-18.5,-1.8,-8.3,5.4,-10.1,-0.9,3.4,12.3,-1.2,-11.5,-9.5,-14.5,-26.6,45.3
2002-06,-11.2,-34.0,-23.0,-44.9,-9.1,7.2,-12.0,-7.0,-2.5,-10.7,16.2,-7.3,-8.2,9.0,-14.6,1.6,-5.9,3.4,-15.9,-1.0,4.8,15.7,-0.3,-16.6,-12.7,-16.9,-28.1,45.1
2002-07,-19.4,-35.0,-23.6,-46.3,-20.7,3.3,-16.0,-7.9,-7.8,-4.9,11.1,-11.4,-11.4,8.7,-21.6,-3.8,-12.9,3.0,-9.2,9.8,6.8,8.9,1.5,-14.5,-7.7,-16.0,-24.7,40.6
2002-08,-16.6,-41.4,-30.2,-52.6,-21.1,-0.5,-11.3,-11.0,-8.4,-6.6,21.3,-10.3,-11.9,5.8,-23.3,-1.9,-15.0,1.3,-17.0,1.0,-3.0,-4.9,-5.0,-31.4,-8.5,-17.2,-25.0,39.6
2002-09,-13.0,-40.6,-33.3,-47.9,-24.1,7.1,-15.3,-7.9,-6.4,-19.8,15.3,-11.3,-12.3,11.6,-22.4,0.1,-11.9,2.1,-17.2,0.7,0.8,-5.7,7.4,-29.0,-13.3,-16.9,-23.6,36.4
2002-10,-28.1,-42.6,-32.8,-52.3,-17.4,2.7,-14.9,-10.1,-5.5,-13.2,18.0,-12.9,-13.2,10.0,-23.3,-5.5,-16.6,4.6,-18.7,-3.8,-2.5,-0.3,-3.3,-33.7,-22.8,-21.6,-34.5,38.7
2002-11,-24.9,-46.2,-39.1,-53.4,-20.3,-5.1,-23.2,-15.6,-8.5,-20.2,18.4,-15.6,-13.1,12.2,-27.4,-7.3,-15.9,2.0,-22.9,-9.2,-9.7,-11.0,-8.9,-35.6,-17.3,-20.5,-31.3,40.1
2002-12,-28.5,-47.5,-43.6,-51.4,-21.2,4.3,-25.0,-11.1,-8.3,-17.5,12.5,-16.0,-14.2,12.5,-28.0,-7.4,-19.8,-2.5,-25.0,-7.3,-5.3,2.0,-10.7,-34.5,-22.2,-20.7,-29.6,39.1
2003-01,-25.6,-47.9,-42.7,-53.0,-26.4,-7.4,-26.2,-17.9,-10.2,-23.1,20.0,-13.3,-10.1,8.3,-25.8,-5.7,-14.8,1.3,-22.5,-7.5,-6.2,2.7,-13.8,-44.8,-34.3,-23.0,-32.5,38.6
2003-02,-33.6,-54.0,-45.7,-62.3,-30.1,-3.7,-18.1,-12.5,-9.1,-23.3,15.9,-13.4,-9.3,10.6,-32.1,2.3,-11.8,0.4,-21.9,-3.1,-2.2,7.9,-11.4,-42.7,-31.8,-25.3,-37.8,40.1
2003-03,-29.9,-47.3,-38.4,-56.2,-37.6,-10.6,-30.4,-19.9,-5.7,-26.1,18.6,-15.5,-13.6,7.2,-33.3,-6.1,-16.0,-4.8,-26.5,-18.1,-12.0,-6.0,-12.0,-45.8,-27.5,-26.8,-42.4,46.3
2003-04,-26.4,-44.3,-32.9,-55.7,-31.7,-9.0,-30.6,-16.2,-11.8,-24.7,8.8,-16.9,-14.3,10.6,-32.5,-7.6,-18.9,-6.4,-27.1,-16.8,-14.7,-5.6,-21.8,-54.0,-35.3,-25.7,-36.9,39.5
2003-05,-34.3,-42.8,-30.2,-55.3,-42.4,-13.8,-31.9,-17.1,-16.3,-21.4,5.6,-13.7,-11.3,10.7,-30.6,0.0,-18.2,-8.4,-26.3,-23.8,-17.7,-3.1,-26.1,-17.3,-38.6,-22.4,-32.3,32.0
2003-06,-28.7,-39.2,-24.9,-53.5,-38.2,-6.2,-39.6,-21.1,-15.9,-22.3,17.5,-10.8,-11.3,8.2,-26.4,2.1,-11.9,-6.9,-26.3,-24.4,-13.3,-1.1,-14.2,-21.3,-36.4,-20.4,-27.8,28.4
2003-07,-26.9,-49.6,-34.2,-65.1,-36.3,3.3,-28.1,-12.2,-13.8,-21.2,11.7,-9.3,-7.3,7.2,-27.0,6.4,-12.7,-4.8,-25.6,-19.4,-9.9,2.5,-12.7,-54.8,-32.2,-21.2,-25.8,28.7
2003-08,-23.7,-39.6,-24.8,-54.5,-30.9,-2.2,-17.6,-9.4,-13.8,-24.5,8.6,-10.2,-8.1,7.9,-26.5,3.9,-0.4,-3.0,-24.2,-14.7,-6.6,0.2,-5.3,-26.9,-34.0,-21.7,-28.5,28.8
2003-09,-34.7,-44.2,-24.2,-64.1,-30.6,5.4,-18.1,-9.4,-10.9,-12.0,15.5,-7.7,-7.2,4.7,-22.7,4.3,-8.3,7.9,-25.9,-11.8,-14.0,-23.0,-7.3,-17.4,-29.3,-19.0,-22.8,27.7
2003-10,-30.4,-42.9,-25.1,-60.7,-34.5,5.9,-23.3,-9.5,-13.6,-18.0,11.1,-9.4,-8.5,9.1,-26.9,7.9,-7.6,-2.7,-24.3,-12.7,-6.8,-7.4,-0.2,-7.4,-30.3,-14.9,-13.5,22.0
2003-11,-32.3,-40.7,-27.2,-54.3,-35.0,11.5,-20.2,-3.3,-4.4,-10.3,1.1,-11.7,-12.0,10.1,-26.2,1.3,-3.5,0.4,-20.0,-12.6,-2.4,13.2,-7.8,-13.6,-24.4,-16.6,-18.8,22.3
2003-12,-24.2,-43.7,-30.6,-56.7,-41.5,6.3,-22.6,-4.9,-12.3,-9.7,-1.6,-7.4,-9.5,4.9,-24.3,7.1,-6.7,-1.1,-20.4,-10.7,-10.3,-4.0,-16.2,-15.7,-29.6,-15.7,-19.0,26.5
2004-01,-26.0,-37.3,-19.2,-55.5,-33.1,0.2,-2.9,-3.4,-6.6,-1.2,7.5,-7.4,-9.9,6.1,-16.1,0.1,-10.3,2.5,-15.8,-21.6,-11.5,-10.3,-2.6,-15.6,-23.5,-16.0,-18.9,26.8
2004-02,-21.5,-35.0,-19.7,-50.3,-28.6,5.6,-14.6,-5.8,-9.8,-8.1,8.4,-8.1,-8.6,4.5,-18.8,-1.0,-7.7,0.0,-14.4,-18.5,-4.0,1.9,4.6,-17.6,-19.9,-16.5,-19.1,28.8
2004-03,-34.5,-53.4,-35.4,-71.4,-40.3,1.0,-38.8,-16.2,-6.2,-8.2,10.8,-6.2,-9.4,1.5,-17.0,-0.2,-13.2,2.7,-13.8,-9.7,4.3,15.2,7.4,-4.6,-19.9,-17.0,-18.8,24.4
2004-04,-23.2,-39.0,-19.9,-58.2,-23.8,6.1,-27.5,-9.0,-6.2,-2.0,5.6,-6.1,-8.4,-0.7,-17.4,-1.4,-7.4,2.8,-16.8,-10.1,6.4,14.5,14.8,-7.6,-25.6,-16.6,-22.7,26.8
2004-05,-24.9,-39.8,-17.7,-61.8,-17.1,9.5,-6.1,-2.0,-4.2,-0.9,9.5,-4.5,-8.5,1.9,-18.4,6.9,-9.1,-1.1,-19.3,-4.1,6.2,13.4,9.4,-9.0,-23.9,-15.7,-19.1,30.5
2004-06,-31.6,-39.4,-22.8,-56.0,-19.9,1.3,-15.6,-6.1,-5.6,-9.8,4.1,-2.9,-10.3,7.5,-9.2,7.8,-4.6,-1.3,-14.9,-11.0,1.0,6.0,8.1,-9.2,-16.3,-13.4,-14.6,20.2
2004-07,-18.8,-41.9,-24.0,-59.8,-19.2,8.5,-2.6,0.5,4.6,0.9,4.5,-2.2,-7.9,5.3,-5.9,4.6,6.3,2.7,-15.0,-0.6,2.5,0.1,8.0,8.3,-8.6,-13.6,-15.5,20.8
2004-08,-7.7,-37.2,-20.6,-53.9,-15.6,7.8,-8.7,-2.2,-3.5,-10.8,5.6,-1.6,-6.2,5.0,-3.3,3.5,-2.1,3.6,-15.5,-4.1,8.7,7.1,23.1,-5.3,-10.1,-13.9,-13.9,24.9
2004-09,-3.0,-38.7,-18.4,-59.0,-18.9,5.7,-14.3,-4.1,-3.7,-10.5,3.7,-3.0,-8.9,-10.4,-25.3,5.8,-15.8,3.0,-18.9,-7.1,2.7,5.6,9.5,-6.3,-17.4,-13.6,-13.7,26.4
2004-10,-7.4,-35.7,-17.6,-53.9,-12.6,10.6,-10.2,-3.2,-4.8,-2.3,10.0,-3.2,-11.3,0.7,-12.1,3.3,-17.7,1.6,-18.4,-8.8,2.0,2.2,12.8,-9.0,-23.5,-15.5,-18.2,30.3
2004-11,-10.6,-31.8,-11.8,-51.7,-12.5,5.7,-6.8,-3.2,-4.2,-8.9,8.5,-2.4,-7.5,2.3,-12.0,7.1,-10.8,-1.9,-13.5,-2.2,7.2,16.0,7.9,-1.6,-17.6,-15.2,-17.6,27.6
2004-12,-13.6,-29.1,-11.1,-47.0,-14.4,5.2,-8.3,-2.1,-0.7,-8.4,3.0,-5.8,-9.8,0.4,-21.6,4.4,-4.2,-0.4,-13.1,-13.6,-1.6,11.3,-2.6,2.7,-28.8,-16.2,-20.7,28.5
2005-01,-5.8,-30.1,-11.2,-49.0,-13.2,7.7,-3.7,-0.9,4.0,-4.5,6.6,-5.3,-6.3,4.6,-8.8,-2.5,-1.3,-8.0,-17.1,-0.3,-3.7,-10.4,-0.5,1.6,-23.4,-15.5,-19.8,26.7
2005-02,-9.7,-37.2,-17.7,-56.6,-12.7,6.2,-8.0,-2.4,-5.1,2.5,5.4,-6.7,-12.8,5.3,-15.2,0.5,-7.3,2.7,-14.8,-6.8,2.7,5.5,9.5,2.3,-22.1,-15.9,-15.0,26.4
2005-03,-21.7,-32.0,-11.2,-52.8,-9.6,9.3,-4.6,0.0,-4.0,-0.6,4.8,-6.3,-9.9,3.4,-17.9,2.6,-12.5,-0.1,-19.1,-8.8,-4.6,-3.0,-2.0,2.0,-19.5,-13.8,-8.6,27.9
2005-04,-26.6,-36.5,-20.7,-52.3,-25.7,5.5,-16.2,-5.5,-2.3,-7.3,5.9,-2.0,-9.4,-0.3,-19.7,13.4,-19.5,-2.6,-22.0,-11.9,-5.6,3.7,-8.7,6.6,-19.4,-12.7,-7.8,26.2
2005-05,-17.0,-31.6,-12.4,-50.7,-12.8,3.9,-18.3,-7.3,-4.7,-17.1,7.6,-5.8,-8.3,1.3,-20.3,4.2,-7.3,-5.8,-26.1,-11.3,-1.4,6.9,0.2,-8.8,-9.5,-13.7,-8.7,23.0
2005-06,-24.4,-39.6,-21.6,-57.6,-25.1,-8.4,-16.7,-11.1,-5.6,-14.1,8.3,-9.6,-11.3,3.1,-24.4,-1.4,-13.8,-4.7,-27.1,-16.4,-6.9,5.6,-10.0,-18.5,-9.7,-19.4,-25.4,40.7
2005-07,-31.2,-41.7,-27.8,-55.6,-23.8,-15.5,-11.8,-11.3,-4.1,-15.1,6.6,-9.9,-7.3,4.8,-23.2,-1.6,-13.9,5.8,-23.3,-18.9,-11.0,-6.9,-7.3,-7.5,-24.7,-21.7,-28.9,38.9
2005-08,-25.3,-36.9,-20.6,-53.2,-12.1,-13.1,-12.7,-13.2,-7.6,-22.6,13.9,-8.2,-6.6,0.8,-23.5,-0.2,-8.8,6.6,-23.7,-9.0,-2.0,-0.2,3.3,-13.1,-19.9,-22.2,-30.0,37.0
2005-09,-23.3,-38.2,-17.1,-59.3,-19.6,-12.5,-21.2,-15.8,-12.8,-25.2,13.7,-5.8,-10.2,2.4,-14.3,-0.6,-5.3,9.1,-20.0,-8.7,-3.7,5.0,-7.6,-6.6,-15.2,-22.4,-29.0,37.9
2005-10,-17.5,-28.6,-3.3,-53.8,-19.4,-10.4,-22.3,-14.9,-12.8,-20.7,12.0,-2.2,-7.6,-2.5,-12.9,3.6,0.0,2.6,-17.9,-11.4,-4.7,-1.7,-1.0,-6.5,-15.1,-21.0,-27.4,38.9
2005-11,-16.6,-35.8,-22.0,-49.5,-27.2,-9.5,-24.5,-16.7,-12.2,-21.3,16.1,-3.1,-8.6,-1.0,-12.5,2.2,-7.6,2.4,-19.3,-11.0,-3.5,-5.4,6.0,-8.6,-15.8,-19.7,-24.5,36.8
2005-12,-27.0,-36.5,-23.4,-49.5,-25.5,-0.2,-2.1,-4.5,-13.0,0.9,11.0,-5.0,-10.3,5.2,-14.4,4.8,-3.6,-0.9,-16.2,-11.7,0.8,12.1,1.9,1.2,-14.9,-19.6,-26.3,30.0
2006-01,-10.4,-32.2,-19.7,-44.8,-23.8,3.9,-7.5,-3.9,-12.0,-9.0,8.0,-5.9,-13.2,2.9,-15.9,1.1,-12.9,15.7,-12.8,-12.1,-6.6,-1.5,-6.2,-10.1,-19.4,-19.9,-27.2,37.0
2006-02,-16.4,-32.7,-12.6,-52.9,-31.0,-1.8,-12.8,-10.3,-11.4,-9.8,16.2,-4.0,-7.6,5.0,-9.2,2.3,-8.2,0.2,-15.6,-16.4,-4.1,-2.4,6.6,-13.3,-18.1,-18.6,-21.7,32.2
2006-03,-16.7,-34.6,-17.6,-51.6,-24.1,-1.0,-22.6,-15.1,-11.8,-14.6,21.8,-6.2,-4.9,5.6,-14.2,1.0,-13.5,2.3,-14.2,-13.7,-6.0,-2.0,-2.3,-12.3,-17.4,-17.5,-19.7,27.5
