country,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE
2003-08,37.6,-4.2,0.3,-8.8,14.5,24.7,48.3,18.8,11.9,24.7,16.7,1.4,-22.2,4.0,-4.9,13.2,5.2,2.3,-8.2,68.4,43.7,30.6,32.0,-24.2,4.1,-13.1,-11.6,36.1
2003-09,33.1,-7.8,-6.1,-9.5,14.8,32.0,43.8,21.1,3.9,37.1,12.4,-3.6,-19.4,9.5,-9.8,8.3,-0.1,9.0,-11.5,67.1,43.4,36.0,27.0,-19.4,-2.9,-7.9,-8.0,33.1
2003-10,44.0,-8.4,-5.6,-11.3,14.8,39.1,37.1,21.7,4.3,40.0,11.1,5.1,-12.5,2.7,3.2,14.9,36.9,10.4,-2.0,62.6,44.1,39.3,30.5,-21.1,-13.3,-17.2,-21.5,44.3
2003-11,58.6,-10.6,-11.4,-9.9,18.1,31.4,43.1,22.9,7.5,30.1,5.6,12.8,-13.8,0.3,2.6,36.0,9.5,8.5,-1.7,73.2,51.6,42.2,39.5,-19.1,-12.3,-16.0,-18.2,44.2
2003-12,61.5,-7.9,-10.9,-4.9,18.0,27.5,47.2,19.2,9.0,26.5,17.1,9.9,-13.7,2.3,0.7,31.2,46.4,4.5,-0.4,65.6,42.3,26.8,34.6,-19.1,-23.4,-16.3,-18.6,46.3
2004-01,75.5,-3.3,-7.0,0.4,28.2,19.8,43.8,17.0,0.7,26.1,12.7,6.9,-17.6,-1.9,-3.2,22.1,25.9,4.9,-5.0,69.3,45.1,24.2,41.6,-21.4,-5.5,-17.1,-20.4,45.7
2004-02,58.6,-5.6,2.8,-14.1,23.8,8.0,29.3,8.0,3.4,23.3,13.5,7.2,-5.6,-1.3,10.2,10.0,27.7,13.9,3.8,66.8,42.3,27.2,33.0,-22.9,-16.4,-20.7,-26.2,54.6
2004-03,44.6,-8.5,-2.8,-14.2,30.5,23.2,40.2,17.5,5.6,31.4,10.9,6.5,-5.1,0.1,1.2,18.4,6.0,15.1,-2.2,60.3,39.4,31.2,26.8,-21.3,-7.2,-19.9,-24.5,52.1
2004-04,26.6,-6.5,-2.0,-10.9,46.6,15.8,43.7,16.7,4.4,38.3,9.4,8.5,0.9,1.6,-0.8,28.0,12.3,13.7,-5.5,63.9,43.9,33.6,34.3,-14.6,-15.9,-21.4,-24.1,55.1
2004-05,36.8,0.7,1.9,-0.4,36.5,15.1,35.1,13.0,5.1,34.3,11.3,7.1,1.6,2.5,-1.3,25.2,20.1,18.9,-3.5,64.2,43.1,34.2,30.9,-19.7,-18.0,-14.7,-13.8,43.5
2004-06,36.6,1.1,-0.1,2.3,33.0,11.5,40.9,14.7,3.7,34.0,8.3,11.9,7.4,-0.5,3.4,31.8,22.8,22.3,2.3,64.5,44.0,33.8,33.8,-29.3,-10.1,-17.9,-11.6,36.5
2004-07,42.7,-5.3,-2.3,-8.4,29.5,18.8,39.9,16.6,10.4,27.7,9.1,11.4,0.8,-0.4,5.6,28.2,27.8,17.0,4.5,61.8,42.7,34.4,31.9,-23.4,-11.1,-10.5,-7.7,35.0
2004-08,46.2,-5.1,-3.9,-6.2,28.8,8.4,46.5,15.2,8.1,36.0,9.2,10.8,2.3,-3.0,3.4,25.9,15.9,13.6,5.9,62.1,45.8,35.0,40.5,-27.9,-12.3,-12.6,-7.4,37.9
2004-09,37.4,-10.1,-2.6,-17.5,21.7,41.3,45.5,25.5,8.0,31.6,10.5,11.8,5.1,4.2,1.7,37.8,6.4,11.1,2.7,60.7,43.7,32.4,37.9,-21.2,-18.6,-14.5,-10.5,33.6
2004-10,52.8,-8.3,1.8,-18.5,23.1,36.1,51.9,25.6,9.9,37.2,11.3,12.0,6.6,1.4,3.4,33.9,14.3,15.0,1.6,57.2,41.7,31.9,36.0,-23.0,-11.4,-12.6,-9.0,34.7
2004-11,58.5,-4.8,0.1,-9.8,27.0,29.4,43.6,21.6,15.1,26.7,8.2,15.6,7.1,1.0,1.8,46.1,24.3,22.3,0.1,55.6,36.3,31.6,21.7,-24.8,-21.8,-11.6,-9.9,36.1
2004-12,61.3,4.5,3.8,5.2,21.1,23.3,40.9,17.1,22.5,34.3,12.9,15.7,11.8,-0.8,3.8,42.5,32.6,9.4,2.1,58.9,39.8,33.9,26.6,-14.2,15.5,-7.3,-1.8,28.6
2005-01,78.4,5.3,0.1,10.5,19.8,10.6,51.7,19.5,5.1,9.6,3.9,10.8,3.9,3.3,1.9,33.7,19.3,13.4,-0.9,57.4,38.1,31.7,25.1,-19.8,7.0,-7.0,2.2,16.5
2005-02,75.2,-5.0,-17.4,7.4,22.0,10.0,59.0,22.4,-1.0,3.3,1.8,9.4,1.8,-0.6,7.4,20.2,22.9,14.5,1.5,59.1,40.0,35.0,26.0,-13.3,0.5,-5.7,1.6,14.4
2005-03,51.5,-6.4,-7.3,-5.5,23.7,18.0,48.0,18.8,11.0,5.6,9.6,5.6,1.7,0.7,-1.8,19.2,8.2,9.8,-7.4,60.5,41.4,34.8,28.8,-16.5,-1.2,-7.0,2.0,17.8
2005-04,45.5,-6.3,-2.7,-9.9,19.6,15.4,41.8,14.0,4.9,7.5,15.1,4.0,0.4,3.8,-2.0,17.7,1.8,2.0,-6.0,58.4,39.8,34.5,26.6,-18.3,4.7,-6.9,0.2,14.2
2005-05,39.9,-4.7,-0.2,-9.2,17.6,18.5,38.8,15.8,10.7,14.5,9.7,7.5,1.0,5.4,-1.0,28.9,18.9,1.4,-3.9,61.3,43.4,38.5,30.4,-17.3,-3.9,-7.0,1.4,12.2
2005-06,36.6,-7.0,-3.5,-10.5,23.0,25.3,42.9,18.6,6.9,16.3,12.5,6.3,-0.5,10.9,-4.0,33.8,11.3,-0.6,-4.7,54.2,38.8,35.3,27.0,-20.2,-6.4,-4.2,2.9,15.6
2005-07,36.5,-1.9,2.2,-6.0,16.8,21.4,43.1,18.6,2.7,12.1,8.6,10.4,0.5,5.0,-3.5,39.7,18.7,4.4,-4.5,54.0,39.8,39.1,26.3,-18.5,-3.3,-4.4,2.9,24.0
2005-08,42.8,-4.3,-3.5,-5.0,25.9,21.5,43.0,18.3,14.3,27.0,9.5,6.5,1.2,8.0,-4.1,31.6,14.1,-0.4,-4.7,59.1,43.1,38.0,32.1,-12.6,0.7,-5.1,3.4,24.7
2005-09,43.0,0.6,1.3,-0.2,24.3,29.3,41.6,19.9,14.3,26.1,11.4,5.5,4.6,7.5,-1.2,25.3,25.9,10.1,-4.2,63.5,47.0,35.7,41.7,-9.0,4.0,-5.4,7.7,25.1
2005-10,44.2,3.1,4.3,1.8,24.6,31.1,43.4,20.8,19.7,29.5,12.2,9.4,4.6,3.0,-1.6,32.7,19.5,13.0,-4.3,60.3,43.0,31.8,36.9,-9.1,-6.6,-3.9,5.2,15.8
2005-11,52.4,0.3,6.2,-5.7,19.1,34.2,44.6,22.7,19.5,26.0,10.5,8.7,5.0,7.6,-3.2,37.0,23.4,7.4,-6.9,57.2,39.1,31.4,28.6,-13.7,-6.5,-1.5,8.4,16.9
2005-12,45.5,-6.5,6.7,-19.8,22.0,22.8,56.5,24.8,9.8,24.5,4.8,10.6,3.3,8.3,0.4,39.9,22.1,7.0,-0.9,59.1,43.8,41.7,30.5,-9.6,-9.5,-4.6,1.9,21.5
2006-01,62.9,-7.4,-6.5,-8.2,23.1,24.6,40.1,18.2,13.5,28.3,10.1,9.3,0.7,5.5,-1.7,35.0,13.2,-3.2,-4.6,60.9,45.9,39.4,37.3,-16.0,-14.2,-1.9,5.9,15.7
2006-02,56.8,-5.8,-0.1,-11.6,25.7,31.5,44.8,22.6,15.8,27.1,8.5,8.0,1.6,2.4,-0.1,26.4,22.7,1.4,-1.0,62.3,47.0,42.4,36.4,-5.9,-21.0,-2.3,3.9,22.7
2006-03,41.2,-6.5,-4.9,-8.1,24.4,19.2,44.8,17.6,15.4,26.3,11.2,8.7,1.8,2.2,2.5,25.9,18.5,4.2,-3.8,70.4,47.0,43.9,26.8,-8.0,-9.1,-0.8,7.0,18.6
2006-04,40.2,-6.9,-3.2,-10.7,18.0,21.1,40.5,18.5,12.9,18.0,6.2,8.3,3.9,1.9,1.5,25.5,28.1,5.6,-2.5,71.5,43.4,36.5,22.3,-5.4,-13.5,-1.9,7.0,27.0
2006-05,36.4,-6.5,2.9,-15.9,20.1,29.8,40.3,18.2,12.0,13.5,15.4,10.0,3.7,3.4,2.3,31.0,23.8,12.8,-1.8,69.9,45.9,34.5,33.1,3.9,-16.5,-2.6,4.8,32.7
2006-06,36.5,-6.7,1.5,-14.9,20.2,35.2,36.7,19.6,4.5,15.5,13.1,10.2,5.4,7.5,4.8,33.3,24.8,11.5,0.6,70.5,48.8,39.8,36.2,-3.1,2.3,-2.1,2.8,33.0
2006-07,43.2,1.0,7.1,-5.0,24.7,29.4,43.6,21.1,7.8,18.3,9.7,13.2,7.3,3.2,5.6,37.1,34.8,12.5,2.0,65.2,44.0,39.2,27.5,-4.4,1.0,-4.5,4.4,28.8
2006-08,41.3,1.3,7.7,-5.1,18.2,31.9,40.4,21.2,4.5,12.6,8.6,15.1,7.4,-2.3,6.5,36.4,31.1,11.7,5.5,67.7,45.9,35.1,34.8,-12.5,2.4,-3.0,4.7,27.3
2006-09,41.0,3.6,12.0,-4.9,15.8,30.7,39.0,19.9,-3.1,11.5,10.1,11.9,4.0,-0.5,4.4,30.7,38.8,13.4,0.2,71.2,45.8,33.8,32.5,-11.0,-1.4,-3.8,3.7,32.2
2006-10,42.3,4.0,10.4,-2.5,18.5,24.8,43.0,20.0,9.3,5.0,7.8,13.4,13.3,-0.5,6.3,33.5,30.6,9.5,3.5,69.7,45.2,32.4,33.6,-6.8,0.0,-1.2,3.9,23.5
2006-11,46.9,0.9,9.9,-8.1,17.3,28.4,43.6,20.6,6.6,14.3,10.0,15.0,9.4,-2.3,8.2,34.5,35.1,9.1,2.5,66.3,45.6,36.3,34.3,-2.7,-8.1,-4.6,1.5,28.0
2006-12,37.8,0.7,12.7,-11.3,17.7,23.8,42.2,18.0,4.1,8.3,12.0,15.8,11.9,1.9,12.2,37.0,33.3,11.2,15.2,68.2,46.0,36.5,33.3,7.8,-1.3,-2.3,3.2,27.4
2007-01,48.0,-1.4,4.1,-6.9,10.4,31.9,45.2,23.6,3.8,14.7,6.1,14.1,7.2,7.3,8.6,41.0,29.5,16.4,5.8,70.5,49.7,49.8,28.7,-0.1,-3.2,-4.1,1.5,30.7
2007-02,44.7,0.8,7.8,-6.1,23.0,28.0,43.4,20.6,24.8,17.8,9.7,13.8,10.5,4.2,9.8,35.8,28.9,16.9,6.7,70.3,52.6,50.4,37.0,-1.7,-29.8,-2.0,1.3,21.3
2007-03,50.0,-0.4,1.1,-1.9,23.6,27.5,51.6,23.9,17.2,11.1,7.4,15.8,11.5,5.6,19.7,33.3,38.1,16.8,18.0,68.1,48.7,38.4,39.7,4.1,-7.2,-2.4,2.6,23.5
2007-04,48.7,0.2,-1.1,1.5,24.7,26.6,51.9,24.6,11.9,15.4,4.5,15.4,6.9,0.3,23.0,23.5,33.2,13.0,19.8,63.3,46.6,32.7,43.9,-5.1,-2.0,-6.4,-7.1,42.7
2007-05,45.1,-4.2,-2.0,-6.5,15.5,26.5,50.6,23.5,19.1,13.3,6.6,17.7,14.9,0.1,22.8,30.4,29.4,12.0,19.0,68.8,45.9,35.2,33.6,-0.7,-5.7,-5.0,-8.2,43.8
2007-06,54.1,-4.4,1.5,-10.3,17.6,25.8,57.4,24.7,18.1,19.1,9.1,17.6,5.6,0.2,23.4,29.5,26.0,12.0,16.7,66.5,43.8,32.0,32.7,3.2,-0.5,-5.7,-6.3,37.6
2007-07,54.8,-1.6,-1.7,-1.5,21.3,25.6,55.3,24.4,23.9,17.0,7.7,17.6,12.9,5.7,23.0,35.5,35.0,11.3,21.1,64.9,43.1,33.4,31.1,0.7,-1.7,-7.2,-7.9,44.6
2007-08,48.5,-3.6,1.0,-8.1,20.3,32.2,54.0,26.2,11.3,9.1,7.5,17.7,14.8,4.1,26.9,30.4,30.9,6.8,22.8,67.3,43.1,32.0,30.1,11.2,-0.8,-3.4,-5.2,49.7
2007-09,48.6,-2.9,5.5,-11.4,25.6,33.6,59.6,28.2,31.2,11.9,8.6,16.4,16.1,4.6,20.3,33.7,29.2,6.9,20.3,71.9,45.8,28.3,37.2,8.3,-17.3,-6.2,-6.8,47.7
2007-10,51.5,-4.2,5.8,-14.1,30.7,30.6,64.0,28.3,16.4,5.6,9.8,16.8,14.0,3.0,24.2,29.3,15.5,11.9,21.2,71.6,46.1,30.4,36.4,8.2,-15.8,-5.8,-2.0,45.2
2007-11,60.4,1.7,7.8,-4.5,30.9,28.2,67.2,29.5,29.6,0.2,6.9,14.8,13.2,0.7,19.1,25.9,20.2,16.1,14.5,68.5,46.5,33.1,37.8,10.9,9.0,-13.1,-13.4,57.1
2007-12,55.8,4.3,11.4,-2.8,37.2,32.4,61.9,28.6,24.2,6.7,8.5,15.5,13.5,2.5,20.5,28.6,27.0,11.7,10.7,61.2,41.6,32.6,30.9,6.7,-5.5,-15.8,-15.1,58.7
2008-01,54.5,4.0,8.3,-0.3,45.9,37.8,53.5,27.3,34.0,16.0,9.5,16.5,16.3,2.4,18.3,33.7,28.3,19.6,14.7,63.4,45.9,36.4,37.9,16.6,2.7,-14.1,-11.5,45.3
2008-02,61.8,3.1,5.9,0.4,40.2,34.2,60.4,28.3,37.3,18.5,9.5,15.2,8.7,3.9,18.0,31.5,16.9,8.8,12.3,69.2,47.4,37.9,35.2,7.6,15.7,-10.7,-5.5,42.2
2008-03,57.6,4.1,2.8,5.5,40.4,30.0,61.3,28.0,33.0,18.0,7.4,13.3,7.5,2.9,15.0,27.7,18.0,9.5,11.6,66.7,45.6,33.6,36.5,9.5,11.1,-8.0,-6.0,38.9
2008-04,62.6,1.8,-0.9,4.6,30.7,31.4,63.9,28.5,24.9,21.5,9.6,13.5,7.1,4.6,17.8,27.4,26.2,12.7,10.4,66.3,45.1,34.9,34.1,5.7,8.2,-7.7,-2.3,32.1
2008-05,56.6,2.6,0.9,4.3,34.8,36.7,51.5,26.8,25.4,27.9,7.9,10.4,2.1,0.5,16.4,15.3,18.7,12.6,11.9,60.0,37.5,28.9,23.6,3.8,4.6,-10.3,-12.0,35.0
2008-06,44.0,3.2,2.4,4.0,41.0,36.2,47.3,24.4,24.9,16.9,10.2,8.6,-1.3,3.1,12.9,15.9,22.3,15.2,9.6,60.8,37.3,26.1,24.8,8.0,-1.3,-15.7,-16.6,38.8
2008-07,50.3,1.2,1.5,0.9,44.8,38.4,45.4,24.2,24.6,22.7,11.2,7.1,-0.6,2.9,5.7,18.5,15.6,20.5,2.2,63.3,37.1,24.9,23.1,-14.7,-0.3,-12.9,-14.1,40.0
2008-08,57.5,1.5,2.7,0.4,42.0,29.6,49.8,23.1,20.6,13.1,10.2,4.6,-2.3,3.4,1.8,15.4,8.6,11.7,-4.1,57.0,33.8,23.6,20.8,1.2,1.6,-9.8,-10.8,32.6
2008-09,57.2,1.5,4.2,-1.2,35.3,24.9,58.7,24.5,23.9,10.9,10.0,-1.5,-10.5,3.0,-7.5,5.9,-0.4,6.9,-14.0,54.9,33.0,24.2,19.8,10.1,4.9,-9.3,-7.4,18.4
2008-10,55.4,-2.9,4.8,-10.5,39.1,19.5,55.2,22.3,29.8,13.7,7.9,-11.1,-14.0,8.5,-14.5,-10.4,-12.8,-3.2,-18.6,55.8,35.1,26.2,23.2,4.1,7.1,-12.3,-16.5,26.4
2008-11,51.6,-1.5,10.6,-13.6,29.0,22.4,45.7,19.2,13.0,9.2,10.6,-15.7,-33.8,7.2,-22.8,-17.2,-30.6,-7.9,-26.5,50.1,27.1,18.8,12.3,2.0,9.2,-12.7,-13.0,14.7
2008-12,53.2,-9.2,0.8,-19.2,23.5,16.9,37.8,14.9,11.0,9.1,9.8,-30.5,-46.8,19.4,-34.0,-38.0,-44.7,-12.3,-43.2,49.2,25.8,14.0,14.1,-21.9,-3.2,-15.8,-22.0,9.6
2009-01,49.5,-10.1,-6.2,-14.0,14.3,7.2,34.5,9.3,3.2,4.5,13.7,-31.1,-52.4,9.6,-37.8,-45.9,-46.6,-17.4,-45.0,46.7,19.3,2.6,8.7,-22.6,-1.2,-15.9,-27.1,7.1
2009-02,41.8,-18.0,-17.5,-18.5,4.8,12.3,26.2,8.9,6.9,8.7,11.8,-35.6,-61.9,13.1,-44.8,-49.0,-58.0,-15.8,-53.9,40.2,11.6,2.5,-7.8,-33.4,4.7,-21.0,-27.4,-0.9
2009-03,45.1,-21.0,-19.8,-22.2,0.9,19.2,28.1,12.5,-8.7,5.0,9.8,-31.6,-57.1,15.5,-56.8,-22.5,-47.8,-15.5,-58.1,40.9,10.8,-1.4,-7.2,-25.2,-14.5,-17.7,-21.0,5.4
2009-04,30.8,-23.9,-25.2,-22.7,-4.5,12.9,26.9,13.8,7.5,8.9,-1.5,-25.3,-47.9,13.4,-49.5,-13.1,-33.8,-13.2,-53.5,42.4,15.7,5.6,-0.8,-16.1,-19.7,-17.0,-18.1,1.7
2009-05,33.1,-28.7,-26.0,-31.3,-5.8,10.0,27.6,13.6,6.2,16.4,-3.2,-24.8,-46.6,11.5,-50.8,-12.1,-26.9,-13.5,-52.5,41.5,11.5,3.3,-10.3,-22.4,-23.4,-12.5,-11.3,-2.3
2009-06,25.8,-29.9,-27.0,-32.9,-8.9,9.1,20.5,8.8,2.1,8.8,3.2,-19.9,-42.3,5.6,-50.8,-3.2,-23.9,-13.7,-52.2,37.1,7.7,-1.8,-12.3,-21.3,-33.6,-14.1,-11.6,-3.8
2009-07,19.8,-32.3,-28.3,-36.4,-9.2,6.4,21.7,7.4,6.2,8.9,5.9,-19.4,-40.3,4.2,-51.0,-3.1,-19.7,-10.8,-51.4,38.0,14.7,11.0,-4.9,-17.9,-43.9,-16.9,-15.0,0.9
2009-08,23.8,-33.4,-27.3,-39.6,-6.7,4.7,20.7,5.5,10.7,0.9,8.8,-18.0,-38.1,7.2,-48.0,1.2,-4.6,-6.6,-46.6,30.5,7.6,5.4,-13.0,-17.5,-42.0,-13.7,-11.3,-7.7
2009-09,26.8,-34.6,-30.9,-38.2,-8.1,6.7,5.7,0.8,3.1,2.1,9.9,-13.4,-30.1,9.4,-35.8,5.0,4.0,-4.8,-36.8,25.2,6.4,2.0,-8.0,-19.7,-41.3,-14.9,-8.5,-5.9
2009-10,25.2,-35.1,-28.8,-41.4,-14.9,11.8,-2.6,-0.5,0.3,6.5,10.7,-18.0,-33.0,6.7,-41.3,-5.9,5.8,-7.8,-41.9,28.0,9.4,5.6,-5.3,-30.0,-18.0,-15.0,-12.1,-5.2
2009-11,20.6,-36.7,-32.4,-41.0,-10.7,18.3,5.6,5.4,2.7,2.1,7.7,-17.4,-23.4,7.9,-36.5,-7.9,-0.1,-9.6,-36.1,35.2,14.7,9.9,-0.9,-29.9,-19.4,-9.8,-4.1,-8.7
2009-12,23.3,-33.2,-26.4,-40.1,-12.1,11.7,-2.6,0.7,6.7,6.5,7.0,-12.3,-21.6,-0.8,-34.4,-3.5,-0.8,-3.6,-33.1,37.4,16.2,14.2,-3.1,-27.5,-32.3,-10.6,-3.1,-6.2
2010-01,20.6,-30.3,-17.9,-42.8,-10.9,15.8,4.2,2.0,16.4,5.6,14.0,-9.2,-12.2,4.6,-29.8,6.9,3.6,-1.2,-27.7,33.8,19.3,22.7,1.4,-7.9,-33.1,-13.8,-9.8,17.1
2010-02,17.3,-34.5,-25.1,-44.0,-11.1,19.7,5.6,6.5,6.5,6.9,5.7,-3.7,-13.0,4.5,-26.0,19.5,5.7,1.2,-25.6,38.9,18.0,9.4,5.8,-8.1,-32.9,-12.6,-7.5,17.9
2010-03,15.7,-31.3,-21.6,-40.9,-16.8,19.5,7.7,7.5,4.2,0.9,4.7,-6.2,-10.9,5.7,-25.6,12.7,9.5,-0.2,-24.8,35.1,20.2,17.4,8.2,-8.7,-35.8,-13.5,-9.2,11.7
2010-04,19.8,-34.7,-26.9,-42.4,-11.3,23.1,10.8,8.5,7.0,1.6,8.5,0.5,-11.7,-0.9,-12.5,13.0,16.2,5.0,-13.0,38.3,22.2,15.4,12.9,-11.5,-13.4,-11.6,-3.0,1.9
2010-05,25.0,-31.2,-26.3,-36.0,-6.8,17.4,17.7,9.6,-3.0,-1.0,6.3,2.5,-12.3,-0.1,-9.7,17.0,21.6,7.9,-10.8,37.8,23.3,14.6,17.4,-9.4,-8.7,-14.0,-8.0,15.3
2010-06,25.2,-32.2,-25.3,-39.1,-3.3,18.2,11.6,8.8,4.7,-0.8,3.4,2.8,-1.8,0.0,-9.6,18.0,24.3,9.3,-8.6,35.1,22.4,18.6,13.5,-3.9,-10.2,-10.9,-3.1,22.8
2010-07,32.9,-33.4,-25.4,-41.4,-4.5,16.3,12.7,7.6,-6.4,2.7,6.1,6.4,-2.3,1.0,-4.8,24.9,24.0,8.1,-6.3,46.5,27.5,14.8,21.3,0.6,-3.9,-11.9,-5.2,25.8
2010-08,26.8,-34.7,-26.7,-42.6,-9.7,26.1,16.8,13.3,2.6,2.5,3.0,6.7,-2.4,4.0,-4.1,28.1,22.4,10.5,-4.9,43.5,26.5,17.1,19.0,-3.9,-3.5,-15.5,-11.9,29.6
2010-09,23.4,-41.8,-34.5,-49.1,-15.0,20.5,14.4,12.1,7.7,9.6,-1.3,6.0,3.1,1.6,-2.4,22.1,23.1,6.8,-2.4,42.8,26.9,21.9,16.0,-3.5,-3.2,-15.0,-10.5,22.9
2010-10,16.8,-40.6,-33.9,-47.2,-13.6,19.1,14.6,10.3,8.3,4.8,2.7,7.4,-0.8,2.7,-0.1,25.1,28.3,13.4,-0.5,40.9,26.5,21.8,16.8,-8.2,-19.9,-16.4,-13.6,34.4
2010-11,19.6,-43.3,-35.5,-51.2,-10.6,28.3,10.9,11.6,6.1,17.2,4.5,10.7,6.6,-0.9,2.8,28.3,31.0,13.0,3.8,37.9,24.9,17.9,18.9,-16.7,-24.8,-14.5,-14.1,28.8
2010-12,15.6,-43.6,-32.1,-55.1,-10.2,25.3,10.4,10.9,12.5,-1.0,3.0,17.3,9.2,-3.9,12.8,35.3,34.5,27.2,14.3,42.2,27.6,24.7,15.8,-9.9,-24.6,-14.4,-7.8,28.2
2011-01,24.7,-38.1,-23.0,-53.3,-16.0,21.9,25.5,14.5,16.1,1.9,3.7,16.6,13.6,-2.8,17.6,29.3,34.6,20.5,12.4,42.4,25.7,21.0,13.6,-11.3,-21.7,-15.5,-9.0,40.1
2011-02,25.0,-40.5,-28.0,-53.1,-12.4,20.5,28.4,14.8,4.9,6.1,4.4,13.0,18.3,2.7,11.4,30.2,36.5,24.0,11.2,39.5,25.4,16.8,20.0,-11.8,-21.4,-15.4,-12.7,45.1
2011-03,24.5,-41.8,-29.6,-54.1,-27.7,20.5,22.4,12.2,11.6,9.5,6.2,10.0,12.4,-2.4,8.5,19.0,26.6,18.2,6.7,47.0,29.0,20.2,19.8,-25.0,-16.5,-22.0,-25.5,57.4
2011-04,10.5,-40.1,-26.2,-54.0,-15.9,31.6,20.6,14.7,10.5,9.6,8.0,7.5,6.0,-3.7,4.7,14.1,13.6,12.0,2.1,41.9,25.9,21.2,14.6,-16.0,-13.8,-20.9,-23.0,54.6
2011-05,9.5,-40.0,-30.4,-49.5,-18.1,20.3,21.7,13.0,11.8,4.0,3.1,3.7,4.6,1.5,1.8,10.9,8.8,20.1,0.9,42.6,29.1,24.9,19.6,-7.9,-15.9,-23.3,-29.0,44.9
2011-06,11.0,-41.4,-29.5,-53.3,-15.6,26.2,23.2,16.5,7.3,10.9,-0.1,3.2,1.9,3.1,0.1,12.5,7.7,20.6,0.5,49.2,30.7,25.6,17.2,-9.9,-18.7,-24.8,-33.5,50.3
2011-07,3.7,-39.8,-24.4,-55.3,-10.5,27.2,18.8,15.3,1.0,13.9,0.1,3.5,3.3,2.6,2.8,10.2,3.1,6.2,0.2,47.1,29.1,22.8,17.3,-11.9,-1.0,-22.6,-29.6,37.0
2011-08,2.3,-40.1,-26.7,-53.4,-12.6,31.0,18.9,18.5,6.5,22.9,-5.5,2.9,2.6,3.4,-1.8,13.7,5.9,6.9,-1.1,44.5,27.6,28.0,10.2,-6.8,3.8,-24.6,-30.8,37.1
2011-09,14.2,-37.8,-23.6,-51.9,-5.8,22.6,13.9,10.8,0.8,22.7,4.0,1.1,3.2,2.9,-1.3,7.7,-7.4,2.0,-1.8,43.1,23.4,21.0,5.9,-7.8,2.2,-24.5,-34.2,40.3
2011-10,9.7,-36.6,-21.7,-51.6,-11.9,28.4,21.4,15.2,9.8,21.0,4.2,4.2,2.1,-0.6,-3.9,16.0,-12.0,6.6,-6.9,45.4,27.2,26.1,10.1,-5.9,0.7,-21.7,-28.9,43.2
2011-11,0.2,-37.4,-20.8,-54.0,-9.5,22.7,15.9,11.8,14.9,19.0,3.3,1.9,-0.4,3.5,-4.5,13.6,1.7,14.2,-6.5,40.2,21.9,18.9,6.7,-6.3,-5.8,-28.7,-41.8,51.1
2011-12,-0.2,-44.1,-28.1,-60.0,-8.1,20.1,15.6,9.5,12.0,18.1,7.1,-0.1,-3.7,1.5,-7.0,8.2,2.8,9.0,-10.2,40.3,20.4,15.1,5.9,-0.4,-3.9,-27.2,-44.0,53.6
2012-01,-0.2,-46.4,-29.8,-63.0,-12.6,13.8,20.1,9.8,0.0,22.6,4.5,-0.1,-2.3,4.7,-3.9,8.4,3.5,6.4,-2.6,44.1,24.0,16.2,11.9,-6.3,-1.6,-26.9,-40.4,43.4
2012-02,9.8,-44.8,-31.6,-58.0,-15.7,15.6,20.9,10.0,-8.4,16.2,6.6,1.3,2.1,1.4,-1.0,6.3,10.3,9.5,-1.1,44.3,26.7,18.5,17.2,0.0,-8.0,-24.8,-39.0,42.6
2012-03,12.5,-44.6,-31.1,-58.1,-9.6,19.6,19.5,12.1,9.8,12.3,2.7,1.6,0.6,-1.7,0.0,3.2,7.8,10.3,-1.7,43.1,27.9,22.2,18.3,-3.6,0.9,-30.3,-44.8,46.8
2012-04,14.5,-43.7,-32.4,-54.9,-7.7,15.3,17.4,7.9,8.5,5.3,8.9,-1.9,-5.4,3.9,-7.5,5.7,-2.2,5.5,-9.2,45.0,26.9,22.5,13.2,-6.7,-16.7,-29.6,-42.8,47.0
2012-05,15.8,-45.1,-31.1,-59.1,-5.1,18.3,16.6,8.7,6.1,6.0,8.9,-3.3,-7.5,3.7,-8.3,1.9,-3.6,-2.4,-12.5,48.4,25.4,15.8,12.0,-11.5,-26.2,-32.7,-45.9,44.3
2012-06,12.6,-46.5,-28.4,-64.5,-17.6,14.0,22.1,8.6,7.0,8.1,10.2,-6.1,-11.6,4.5,-10.5,-3.3,-6.0,-3.7,-13.7,45.5,24.6,19.0,9.4,-11.9,-24.3,-28.4,-42.9,38.1
2012-07,17.4,-43.1,-22.3,-63.9,-10.3,15.2,22.3,9.1,5.9,7.5,10.3,-9.7,-16.6,8.7,-9.9,-10.7,-14.3,-4.5,-15.4,45.0,22.5,15.2,7.3,0.7,-3.5,-27.6,-38.4,33.5
2012-08,17.9,-43.2,-23.9,-62.5,-9.2,19.4,16.8,9.1,-8.4,12.5,8.9,-9.9,-13.7,6.0,-13.9,-9.7,-16.4,-4.6,-18.6,49.2,24.0,14.8,8.0,-13.0,2.0,-25.6,-41.6,34.0
2012-09,13.5,-44.3,-27.0,-61.6,-12.9,23.1,25.5,13.7,4.2,9.6,7.4,-9.5,-16.1,8.3,-13.6,-6.7,-15.6,-2.0,-17.4,49.3,25.1,15.5,10.4,-13.6,3.5,-26.9,-44.8,38.4
