country,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK
1989-07,,-38.3,-20.9,-55.6,,,,,,,,-3.7,0.3,15.0,-9.0,12.7,13.6,,-5.7,,,,,,,-8.0,-15.1,-0.1
1989-08,,-39.7,-21.6,-57.7,,,,,,,,-3.9,0.3,15.3,-9.0,12.7,13.7,,-5.7,,,,,,,-8.8,-15.3,0.0
1989-09,,-41.1,-22.2,-59.9,,,,,,,,-3.9,0.3,15.6,-8.7,12.6,13.7,,-4.9,,,,,,,-9.1,-16.8,2.2
1989-10,,-31.0,-10.5,-51.5,,,,,,,,-4.4,2.2,16.9,-10.7,14.4,14.0,,-4.8,,,,,,,-7.7,-13.3,0.0
1989-11,,-31.6,-10.6,-52.6,,,,,,,,-4.6,2.3,17.0,-11.2,14.3,13.6,,-5.0,,,,,,,-8.2,-14.1,4.3
1989-12,,-32.2,-10.7,-53.7,,,,,,,,-4.9,2.4,17.2,-11.7,14.3,12.8,,-5.3,,,,,,,-4.8,-3.8,-0.6
1990-01,,-21.5,-7.3,-35.6,,,,,,,,-6.4,0.4,22.0,-12.3,15.0,18.8,,-8.6,,,,,,,-3.9,-4.8,-5.6
1990-02,,-21.1,-7.3,-34.9,,,,,,,,-6.6,0.2,22.3,-12.5,15.1,18.9,,-8.6,,,,,,,-5.4,-8.6,-3.0
1990-03,,-20.7,-7.3,-34.2,,,,,,,,-6.7,-0.1,22.4,-12.6,15.1,19.0,,-8.7,,,,,,,-2.4,-0.9,-4.7
1990-04,,-29.8,-20.7,-39.0,,,,,,,,-13.0,-3.5,19.6,-18.0,-1.4,24.9,,-14.4,,,,,,,-3.0,-0.4,-4.5
1990-05,,-30.5,-21.7,-39.3,,,,,,,,-13.4,-3.8,19.7,-18.3,-2.2,25.5,,-14.6,,,,,,,-3.5,-8.3,-6.2
1990-06,,-31.2,-22.7,-39.7,,,,,,,,-13.8,-4.0,19.8,-18.5,-3.1,26.2,,-14.7,,,,,,,-4.8,-12.0,-11.0
1990-07,,-34.1,-13.7,-54.5,,,,,,,,-12.8,-8.1,26.3,-20.6,8.6,8.6,,-20.8,,,,,,,-4.9,-12.4,-11.6
1990-08,,-35.3,-14.1,-56.6,,,,,,,,-13.1,-8.5,26.8,-21.0,8.5,8.1,,-21.2,,,,,,,-5.1,-11.8,-10.5
1990-09,,-36.7,-14.4,-59.0,,,,,,,,-13.4,-8.8,27.2,-21.3,8.3,7.6,,-21.6,,,,,,,-4.8,-15.3,-4.3
1990-10,,-36.1,-11.9,-60.3,,,,,,,,-16.0,-10.6,21.9,-31.7,5.6,12.8,,-21.1,,,,,,,-6.0,-14.3,-4.7
1990-11,,-37.0,-11.9,-62.0,,30.7,22.9,13.2,1.2,20.5,14.1,-16.3,-11.1,21.9,-32.4,5.4,12.3,,-21.4,,,,,,,-4.6,-11.4,-9.5
1990-12,,-37.8,-12.0,-63.6,,31.2,29.0,14.7,0.1,8.0,15.9,-16.6,-11.3,21.9,-33.2,5.3,11.8,,-21.6,,,,,,,-3.6,-1.6,-10.7
1991-01,,-35.5,-10.1,-60.9,,31.1,15.2,8.7,0.3,7.8,20.1,-16.2,-9.3,23.5,-30.4,5.2,4.3,,-22.6,,,,,,,-2.7,-4.0,-11.0
1991-02,,-36.3,-10.1,-62.5,,41.9,20.9,15.8,11.6,17.6,15.5,-16.3,-9.5,23.7,-30.6,5.3,4.1,,-22.7,,,,,,,-4.0,-7.5,-14.4
1991-03,,-36.8,-10.0,-63.6,,40.2,26.4,16.3,11.8,16.3,17.7,-16.4,-9.6,23.9,-30.9,5.4,3.9,,-22.8,,,,,,,-0.2,2.7,-17.8
1991-04,,-34.6,-17.7,-51.5,,31.6,25.4,15.7,12.0,19.8,9.8,-16.8,-5.0,22.6,-30.3,2.5,15.8,,-23.6,,,,,,,-1.6,-1.0,-18.0
1991-05,,-35.1,-18.7,-51.5,,32.6,26.6,13.1,2.1,21.4,19.9,-17.0,-4.9,22.6,-30.4,2.2,16.3,,-23.7,,,,,,,-3.5,-6.9,-12.0
1991-06,,-35.3,-19.5,-51.1,,41.7,27.3,16.7,2.3,28.1,19.0,-17.0,-4.8,22.5,-30.5,2.0,16.8,,-23.9,,,,,,,-1.1,0.3,-20.5
1991-07,,-42.1,-28.0,-56.3,,38.8,35.4,19.6,2.5,10.9,15.3,-15.8,-1.2,25.4,-32.8,10.8,5.4,,-25.5,,,,,,,-1.0,0.6,-21.3
1991-08,,-43.1,-29.2,-57.0,,43.6,22.7,17.2,7.9,22.8,14.7,-15.8,-0.8,25.6,-32.9,11.2,4.9,,-25.5,,,,,,,-1.0,-2.0,-21.6
1991-09,,-44.1,-30.3,-57.9,,41.3,33.3,19.9,8.1,22.4,14.8,-15.6,-0.3,25.7,-32.9,11.7,4.5,,-25.7,,,,,,,-1.0,-2.7,-22.0
1991-10,,-42.7,-24.2,-61.1,,46.4,34.7,21.4,8.4,20.8,17.0,-16.1,-7.8,21.8,-34.5,8.0,11.2,,-27.2,,,,,,,-2.2,-1.5,-21.8
1991-11,,-43.7,-25.0,-62.5,,47.2,28.2,18.7,9.6,13.8,19.4,-16.1,-8.0,21.8,-34.6,8.2,11.4,,-27.1,,,,,,,2.4,5.5,-21.5
1991-12,,-44.8,-25.6,-64.1,,47.5,28.9,19.8,8.5,29.3,16.9,-16.1,-8.0,21.7,-34.9,8.4,11.7,,-27.1,,,,,,,0.8,0.9,-9.3
1992-01,,-36.4,-17.2,-55.7,,52.8,38.5,23.3,8.6,31.0,21.4,-13.2,-6.3,16.6,-34.0,11.1,-2.6,,-26.2,,,,,,,1.0,2.3,-12.6
1992-02,,-36.5,-16.6,-56.5,,48.3,33.9,21.5,2.4,16.3,17.7,-13.0,-6.3,16.5,-33.9,11.4,-3.2,,-26.0,,,,,,,-1.9,-2.1,-13.3
1992-03,,-36.5,-15.6,-57.4,,43.6,27.0,18.1,2.7,24.7,16.2,-12.8,-6.3,16.4,-33.9,11.7,-3.8,,-25.8,,,,,,,-0.8,-5.6,-16.4
1992-04,,-32.2,-12.1,-52.3,,48.3,37.3,20.8,3.1,28.5,23.2,-15.0,-3.5,14.0,-34.9,3.8,13.0,,-28.0,,,,,,,0.2,-2.3,-17.3
1992-05,,-32.1,-12.2,-52.0,,48.6,32.4,20.7,13.7,21.6,19.0,-15.1,-3.3,13.7,-34.9,3.3,13.8,,-28.1,,,,,,,2.1,0.3,-19.9
1992-06,,-31.6,-11.7,-51.6,,40.4,27.4,17.9,13.7,22.5,14.1,-14.9,-3.1,13.4,-34.3,2.9,14.7,,-28.1,,,,,,,0.6,-5.3,-11.1
1992-07,,-22.2,-6.8,-37.6,,33.5,20.2,10.6,13.8,15.2,21.8,-15.1,-6.1,15.7,-36.6,6.9,3.9,,-30.8,,,,,,,0.8,-5.3,-11.3
1992-08,,-21.8,-6.2,-37.4,,49.3,33.8,22.3,3.4,28.8,16.1,-15.4,-6.1,15.9,-37.2,6.9,3.6,,-31.2,,,,,,,1.5,-0.8,-13.4
1992-09,,-21.7,-6.1,-37.3,,37.3,26.9,15.3,3.7,17.0,18.4,-15.5,-6.2,16.0,-37.5,7.0,3.2,,-31.6,,,,,,,-0.5,-5.7,-19.0
1992-10,,-29.8,-17.3,-42.3,,34.6,24.7,11.2,4.0,15.5,25.7,-19.1,-11.8,15.6,-41.7,0.1,8.9,,-41.6,,,,,,,-0.2,-5.0,-25.4
1992-11,,-30.0,-17.7,-42.4,,23.5,23.1,8.7,7.2,10.8,20.3,-19.5,-12.3,15.7,-42.4,-0.4,9.1,,-42.4,,,,,,,-3.9,-10.0,-23.6
1992-12,,-30.6,-18.1,-43.2,,33.9,13.1,8.5,6.3,7.4,21.5,-19.9,-12.8,16.0,-43.0,-0.9,9.3,,-43.1,,,,,,,-1.2,-8.4,-25.0
1993-01,,-38.3,-24.5,-52.1,,28.2,18.8,9.2,6.5,2.5,19.3,-25.2,-18.5,18.3,-52.1,-5.2,-0.6,,-45.5,,,,,,,-2.8,-8.1,-27.8
1993-02,,-39.0,-25.0,-53.0,,13.3,9.0,-0.8,-5.9,0.0,24.9,-25.8,-19.1,18.5,-53.1,-5.8,-1.5,,-46.3,,,,,,,-2.5,-9.7,-25.0
1993-03,,-39.8,-25.6,-54.0,,23.5,18.8,7.7,-5.6,-0.9,19.3,-26.3,-19.7,18.7,-54.0,-6.2,-1.9,,-47.1,,,,,,,-3.6,-13.0,-24.3
1993-04,,-36.8,-18.8,-54.8,,38.2,7.5,8.0,-5.5,-2.9,21.8,-18.0,-20.8,11.0,-50.3,7.3,3.2,,-42.5,,,,,,,-3.7,-10.6,-26.8
1993-05,,-37.1,-18.9,-55.3,,33.9,12.9,9.7,-7.1,-4.0,17.8,-18.1,-21.5,10.7,-51.0,7.5,3.1,,-43.0,,,,,,,-1.4,-5.0,-27.4
1993-06,,-37.6,-19.1,-56.1,,36.2,17.2,10.1,-7.0,-1.9,22.9,-18.2,-22.0,10.4,-51.6,7.6,3.1,,-43.4,,,,,,,-0.3,-2.6,-26.5
1993-07,,-30.5,-11.9,-49.0,,33.0,12.7,9.1,-6.7,7.3,18.5,-17.5,-7.0,10.4,-53.2,11.0,1.9,,-44.3,,,,,,,-0.1,-2.2,-27.0
1993-08,,-30.3,-11.8,-48.9,,22.6,13.3,5.2,1.4,-5.9,20.3,-17.6,-6.4,10.3,-53.9,11.5,1.6,,-44.9,,,,,,,-1.1,-6.7,-28.7
1993-09,,-30.1,-11.7,-48.6,,36.7,10.1,8.7,1.5,3.7,20.5,-17.6,-5.9,10.2,-54.6,12.0,1.3,,-45.4,,,,,,,-0.2,-4.7,-28.1
1993-10,,-25.5,-12.9,-38.1,,47.3,15.6,16.9,1.6,19.5,12.2,-11.0,-5.8,8.7,-32.4,8.2,7.9,,-32.2,,,,,,,-1.2,-6.5,-27.7
1993-11,,-25.3,-12.9,-37.7,,51.8,19.8,19.2,0.0,18.9,14.0,-10.7,-5.6,8.6,-31.9,8.3,8.3,,-32.2,,,,,,,0.9,-2.3,-24.9
1993-12,,-25.2,-12.9,-37.5,,44.4,27.0,18.4,-0.6,18.9,16.1,-10.5,-5.4,8.4,-31.6,8.3,8.2,,-32.2,,,,,,,1.3,-4.7,-23.9
1994-01,,-18.6,-2.8,-34.5,,47.3,29.3,24.1,-0.2,32.2,4.3,-3.4,2.9,0.3,-24.3,14.4,17.6,,-18.2,,,,,,,2.4,-1.2,-21.3
1994-02,,-18.3,-2.4,-34.2,,58.5,40.6,30.7,10.9,45.5,7.1,-2.9,3.6,-0.4,-23.8,14.7,17.8,,-17.5,,,,,,,6.4,7.9,-24.4
1994-03,,-17.8,-2.0,-33.6,,64.1,40.4,30.7,11.2,41.0,12.5,-2.4,4.1,-1.0,-23.4,15.1,17.8,,-16.9,,,,,,,3.2,4.5,-23.9
1994-04,,-13.2,4.6,-31.0,,54.9,38.4,27.4,11.5,36.8,11.1,3.8,8.6,7.0,3.1,15.4,35.2,,-5.3,,,,,,,6.5,7.9,-22.6
1994-05,,-12.6,5.5,-30.6,,57.8,41.3,30.7,13.7,45.6,6.9,4.6,9.2,6.8,4.8,15.7,36.6,,-4.3,,,,,,,5.4,6.3,-22.3
1994-06,,-12.0,6.3,-30.4,,56.2,37.6,27.0,14.2,34.8,13.0,5.2,10.0,6.6,6.4,15.9,37.9,,-3.4,,,,,,,7.1,7.0,-19.8
1994-07,,2.6,15.6,-10.3,,71.1,46.0,35.6,14.6,58.2,10.3,6.6,6.3,4.6,8.3,16.2,39.9,,0.9,,,,,,,7.5,7.5,-19.7
1994-08,,4.2,17.1,-8.6,,61.1,48.7,32.2,14.3,41.6,13.2,7.2,6.7,4.3,9.5,16.5,40.9,,1.7,,,,,,,7.7,12.1,-17.7
1994-09,,5.8,18.4,-6.9,,63.8,45.5,33.3,14.7,45.4,9.3,7.8,7.0,4.0,10.5,16.8,41.8,,2.5,,,,,,,8.4,14.8,-16.8
1994-10,,7.6,12.0,3.1,,52.8,46.1,29.6,15.1,34.9,10.0,6.8,9.1,7.3,10.2,17.4,32.6,,0.6,,,,,,,6.8,8.0,-15.3
1994-11,,8.9,12.6,5.2,,66.0,57.2,37.1,18.6,43.5,11.8,7.1,9.5,7.2,11.1,17.5,32.8,,0.9,,,,,,,6.2,9.3,-18.6
1994-12,,10.1,13.1,7.1,,49.0,45.9,29.8,17.8,42.5,5.3,7.5,9.7,7.2,11.9,17.7,33.1,,1.0,,,,,,,6.6,6.1,-20.2
1995-01,,6.6,-0.4,13.5,,51.3,39.3,27.6,18.3,33.0,7.6,5.0,6.2,12.2,10.7,16.6,38.4,,0.6,,,,,,,6.2,3.7,-13.1
1995-02,,7.3,-1.0,15.5,,63.3,49.9,34.2,22.3,42.8,10.7,5.1,6.1,12.3,11.0,16.5,38.7,,0.7,,,,,,,6.6,7.3,-12.5
1995-03,,8.0,-1.6,17.5,,46.4,26.4,18.3,22.5,33.3,17.9,4.9,5.7,12.4,10.5,16.7,38.4,,0.6,,,,,,,6.8,3.3,-16.4
1995-04,,2.0,3.4,0.7,,35.3,40.7,20.8,22.7,27.0,13.7,-3.1,3.6,17.7,-8.7,17.2,16.7,,-18.5,,,,,,,5.0,3.6,-12.7
1995-05,,2.1,3.4,0.8,,46.1,32.3,20.5,22.3,37.3,16.8,-3.2,3.5,17.9,-9.2,17.4,16.1,,-19.3,,,,,,,5.4,2.0,-13.8
1995-06,,2.0,3.4,0.6,,46.5,43.8,28.9,22.7,28.4,3.7,-3.4,3.3,18.2,-9.6,17.6,15.5,,-20.0,,,,,,,4.1,1.1,-12.6
1995-07,,4.8,10.4,-0.9,,66.1,43.2,33.2,23.1,35.6,9.7,-5.3,7.1,19.4,-11.2,14.6,15.5,,-21.3,,,,,,,4.1,0.9,-12.6
1995-08,,5.4,11.2,-0.4,,62.4,34.1,25.6,15.4,36.9,19.8,-5.6,7.0,19.6,-11.7,14.4,15.1,,-22.1,,,,,,,5.9,2.5,-16.9
1995-09,,6.1,12.1,0.2,,64.5,44.6,30.5,15.4,42.7,17.7,-6.0,7.0,19.7,-12.2,13.9,14.6,,-22.9,,,,,,,6.6,6.0,-21.0
1995-10,,2.9,3.4,2.3,,53.5,30.7,24.7,15.3,25.7,10.2,-7.9,1.6,21.7,-18.7,16.7,10.4,,-23.0,,,,,,,5.7,6.2,-18.9
1995-11,,3.0,3.5,2.6,,53.7,20.1,21.0,9.1,33.4,10.8,-8.1,1.5,21.9,-19.3,16.9,9.8,,-23.4,,,,,,,7.2,4.8,-18.0
1995-12,,3.1,3.2,2.9,,46.8,21.6,17.3,8.7,21.4,16.6,-8.2,1.4,22.0,-19.7,17.0,9.3,,-23.7,,,,,,,4.9,-0.6,-19.5
1996-01,,-2.6,-1.9,-3.4,,49.3,35.8,22.5,8.1,30.3,17.4,-18.2,-4.7,32.2,-24.5,2.1,3.6,,-31.9,,,,,,,6.0,0.5,-19.8
1996-02,,-2.2,-1.9,-2.5,,51.4,46.9,26.7,13.2,21.2,18.3,-18.6,-4.9,32.7,-24.8,1.6,3.2,,-32.3,,,,,,,2.7,-5.4,-22.2
1996-03,,-1.9,-1.9,-2.0,,46.7,33.5,20.2,13.4,21.2,19.7,-18.9,-5.0,33.0,-24.9,1.2,2.8,,-33.3,,,,,,,3.2,-5.3,-19.3
1996-04,,-8.8,-2.9,-14.7,,49.4,30.7,21.8,13.8,27.6,14.6,-18.3,-7.7,19.8,-37.1,2.2,1.0,,-40.1,,,,,,,3.6,-6.9,-19.9
1996-05,,-8.8,-2.6,-14.9,,44.4,30.7,22.0,2.1,27.6,9.1,-18.4,-7.7,19.6,-37.6,1.9,0.9,,-40.5,,,,,,,1.6,-9.5,-18.3
1996-06,,-8.6,-2.3,-14.9,,46.3,13.5,13.0,1.8,22.3,20.8,-18.5,-7.9,19.3,-37.8,1.6,0.8,,-40.7,,,,,,,1.3,-11.9,-21.7
1996-07,,-0.2,4.3,-4.8,,45.0,34.0,18.8,1.6,24.7,22.5,-17.0,-12.7,17.5,-36.9,3.5,2.5,,-40.0,,,,,,,2.4,-8.2,-22.1
1996-08,,0.9,5.3,-3.6,,51.8,39.3,25.2,9.1,37.1,15.6,-16.9,-13.1,17.1,-37.0,3.4,2.5,,-40.2,,,,,,,0.8,-7.8,-19.8
1996-09,,1.9,6.5,-2.6,,41.4,26.7,17.7,9.2,22.1,14.9,-16.8,-13.2,16.7,-37.0,3.4,2.5,,-40.4,,,,,,,2.9,-5.2,-17.8
1996-10,,2.2,6.4,-2.0,,43.2,30.0,19.2,9.4,26.8,15.8,-15.2,-2.7,21.6,-31.5,7.5,11.6,,-37.4,,,,,,,5.7,-0.3,-17.2
1996-11,,3.2,7.2,-0.7,,39.0,37.8,18.4,13.0,24.7,21.6,-14.9,-2.2,21.6,-31.0,7.9,12.2,,-37.1,,,,,,,4.0,-4.3,-18.7
1996-12,,4.3,7.8,0.7,,45.8,38.4,21.2,13.3,15.0,20.5,-14.5,-1.7,21.5,-30.3,8.3,12.8,,-36.5,,,,,,,3.9,-2.7,-19.2
1997-01,,-3.2,1.6,-8.0,,45.0,33.3,18.4,13.6,27.3,23.2,-5.8,2.1,15.1,-21.5,19.3,8.4,,-25.6,,,,,,,5.1,2.5,-20.1
1997-02,,-2.7,1.6,-7.0,,47.3,26.1,17.4,7.7,25.3,21.3,-5.1,2.6,15.0,-20.3,19.9,8.7,,-24.7,,,,,,,4.8,0.6,-19.8
1997-03,,-2.2,1.5,-5.9,,46.0,29.9,20.9,7.9,23.5,13.2,-4.3,3.0,14.9,-18.4,20.5,9.0,,-23.7,,,,,,,6.8,3.0,-18.5
1997-04,,5.3,10.1,0.6,,37.2,24.4,17.4,8.1,26.7,9.3,-2.3,6.4,13.8,-12.2,19.0,28.2,,-17.5,,,,,,,5.8,2.0,-17.0
1997-05,,6.1,10.7,1.4,,33.5,29.7,15.2,13.2,20.1,17.5,-1.8,6.9,13.6,-11.4,19.5,29.3,,-16.9,,,,,,,2.6,-5.8,-13.8
1997-06,,6.5,11.3,1.8,,39.7,27.1,17.2,11.0,19.3,15.3,-1.5,7.7,13.5,-11.1,20.0,30.2,,-16.4,,,,,,,5.6,3.7,-16.5
1997-07,,-3.5,-3.8,-3.2,,35.1,33.3,12.5,6.9,12.1,30.9,-1.8,7.1,14.0,-11.1,19.7,30.5,,-15.5,,,,,,,5.5,4.9,-17.4
1997-08,,-3.2,-3.9,-2.6,,42.6,32.7,18.6,11.7,23.3,19.4,-1.4,7.5,14.0,-10.3,20.0,31.2,,-15.0,,,,,,,6.3,2.3,-13.8
1997-09,,-2.8,-3.9,-1.8,,48.3,39.3,25.7,10.2,28.2,10.5,-1.1,7.7,14.0,-9.5,20.3,31.8,,-14.4,,,,,,,5.4,3.0,-16.9
1997-10,,-1.6,21.2,-24.3,,49.1,39.1,22.6,11.2,28.8,20.5,-3.8,3.4,13.4,-9.1,11.0,26.1,,-14.6,,,,,,,4.7,-0.9,-11.5
1997-11,,-1.1,22.4,-24.6,,50.3,36.6,22.7,16.0,25.2,18.9,-3.7,3.5,13.4,-8.5,10.9,26.4,,-14.1,,,,,,,5.0,3.0,-13.7
1997-12,,-0.6,23.6,-24.8,,56.5,34.9,23.0,20.8,27.6,22.4,-3.6,3.5,13.6,-8.1,10.9,26.7,,-14.4,,,,,,,5.8,4.4,-13.3
1998-01,17.8,-4.1,14.1,-22.3,-6.9,58.7,38.1,25.8,20.0,30.5,19.4,0.1,12.3,14.5,-7.0,21.7,36.9,5.1,-14.8,,,,,,,5.1,3.5,-12.3
1998-02,4.7,1.9,26.9,-23.2,-6.1,49.2,32.8,22.0,13.9,28.5,16.0,1.8,12.9,19.5,-6.1,31.2,20.7,0.5,-11.3,,,,,,,3.3,-1.3,-11.8
1998-03,-2.7,11.8,42.0,-18.4,-5.3,50.0,39.5,26.3,14.0,32.2,10.8,0.8,13.4,23.4,-2.8,28.7,11.8,0.8,-9.7,,,,,,,6.8,5.1,-11.9
1998-04,5.1,6.5,10.9,2.0,-2.1,42.6,28.4,24.1,13.3,31.6,-1.2,-4.6,8.9,30.4,-11.6,28.3,18.3,0.1,-14.1,,,,,,,5.3,-0.9,-9.9
1998-05,-6.8,9.9,20.8,-1.0,0.4,47.6,33.5,27.4,16.6,29.7,-1.1,-4.6,9.0,18.8,-16.3,21.3,14.7,-4.8,-15.2,,,,,,,5.3,-0.5,-15.3
1998-06,5.4,1.3,3.9,-1.3,-8.0,33.7,38.2,17.6,9.9,23.6,19.0,-3.5,9.2,21.5,-12.0,22.9,4.2,0.9,-15.5,,,,,,,2.5,-5.2,-13.5
1998-07,3.7,-5.1,5.3,-15.6,-9.6,36.1,19.7,12.9,9.9,17.5,17.3,-3.5,-4.7,19.8,-5.8,15.1,0.2,-2.9,-12.1,,,,,,,-1.3,-13.9,-12.2
1998-08,3.5,-8.2,1.5,-17.9,-7.0,37.1,34.0,19.2,7.9,21.3,13.4,-5.5,-5.5,24.1,-16.4,23.8,13.2,-5.9,-17.7,,,,,,,-0.2,-11.2,-14.0
1998-09,7.0,-14.7,-11.6,-17.9,-12.8,37.8,40.2,19.8,9.8,16.0,18.6,-8.8,-6.2,22.0,-22.5,18.1,12.9,-8.6,-23.6,,,,,,,0.0,-11.4,-17.2
1998-10,2.3,-14.1,-4.6,-23.5,-18.0,31.5,28.4,15.9,9.3,22.3,12.2,-17.9,-8.9,29.5,-25.4,1.1,26.7,-7.0,-33.8,,,,,,,-0.6,-17.0,-13.3
1998-11,4.1,-29.5,-24.1,-34.8,-20.6,26.6,26.6,12.1,7.0,12.0,17.1,-29.5,-9.6,33.5,-40.9,-14.2,16.5,-7.2,-48.1,,,,,,,0.0,-14.3,-15.4
1998-12,-4.4,-31.9,-28.8,-35.0,-21.3,27.1,28.1,12.4,7.5,10.3,17.8,-34.3,-10.5,31.8,-49.1,-21.9,1.5,-7.6,-51.5,,,,,,,-4.3,-19.9,-16.6
1999-01,-12.0,-20.6,-3.2,-37.9,-18.0,20.1,22.8,7.8,8.1,3.6,19.6,-28.0,-14.9,30.1,-52.5,-1.5,-6.1,-4.9,-55.5,,,,,,,-4.4,-22.4,-13.0
1999-02,-9.1,-16.1,5.8,-38.0,-20.2,22.9,27.7,9.9,8.2,2.3,21.0,-25.4,-15.6,29.9,-51.0,4.7,-17.6,-5.6,-56.2,,,,,,,-3.1,-22.8,-13.7
1999-03,-6.4,-11.0,16.1,-38.0,-20.4,29.5,28.2,14.0,12.2,13.1,15.7,-23.8,-16.0,30.2,-52.6,11.6,-14.8,-9.2,-57.5,,,,,,,-2.9,-19.9,-17.0
1999-04,-10.6,-13.3,-6.5,-20.1,-23.1,24.5,37.3,12.8,8.3,11.2,23.3,-27.3,-15.0,27.3,-60.6,6.0,-19.8,-6.0,-60.8,,,,,,,-2.6,-21.2,-16.9
1999-05,0.6,-6.7,-6.0,-7.3,-18.7,28.4,36.2,13.3,8.5,9.7,24.8,-25.8,-15.3,33.3,-54.9,10.7,-7.6,-6.9,-56.7,,,,,,,-1.6,-15.0,-17.0
1999-06,0.4,-6.0,-7.3,-4.7,-18.1,30.5,36.0,14.4,9.2,10.1,23.4,-26.8,-15.1,34.7,-53.8,8.2,-8.6,-4.1,-52.5,,,,,,,0.4,-14.6,-16.5
1999-07,-0.3,-19.9,-14.7,-25.1,-16.6,27.9,36.8,15.9,14.4,14.2,17.0,-23.4,-8.0,32.0,-46.5,8.3,1.9,-3.0,-46.2,,,,,,,1.7,-11.3,-15.1
1999-08,-6.6,-21.7,-13.8,-29.6,-19.9,21.2,39.0,11.1,6.2,10.5,26.8,-16.7,-8.1,28.7,-41.5,20.2,1.6,-5.9,-42.2,,,,,,,7.3,20.0,-11.8
1999-09,-6.0,-19.9,-16.4,-23.4,-17.8,30.6,38.7,17.8,9.3,11.6,16.0,-12.8,-8.3,22.7,-39.3,23.5,-2.3,4.4,-41.4,,,,,,,2.5,-8.1,-12.1
1999-10,-2.7,-18.1,-10.6,-25.5,-19.2,34.4,29.9,15.3,7.3,14.6,18.3,-16.2,-6.0,19.2,-40.0,10.6,-0.4,-1.9,-40.1,,,,,,,1.9,-4.6,-13.8
1999-11,-1.7,-16.1,-10.6,-21.6,-17.0,32.0,39.0,15.6,11.6,16.8,24.3,-15.3,-6.0,19.7,-31.4,5.1,13.6,-2.2,-34.5,,,,,,,0.7,-9.9,-12.1
1999-12,0.5,-27.5,-22.4,-32.5,-18.8,27.0,23.3,9.6,3.6,8.5,21.6,-14.9,-6.0,19.3,-30.4,5.0,15.8,-0.6,-33.4,,,,,,,1.5,-8.9,-5.3
2000-01,-1.0,0.6,12.6,-11.3,-8.4,31.0,26.4,12.7,4.6,12.8,19.3,-11.2,-3.3,13.4,-29.3,9.2,7.5,-5.6,-27.6,,,,,,,-0.3,-9.4,-6.2
2000-02,6.7,0.8,15.5,-13.9,-10.3,28.8,27.1,11.3,6.4,9.5,22.2,-7.7,-3.1,18.0,-24.8,19.8,10.8,0.6,-25.4,,,,,,,1.6,-8.6,-9.7
2000-03,13.6,3.5,17.5,-10.4,-13.5,33.8,33.8,14.5,6.9,15.8,24.0,-4.2,-2.8,19.1,-19.3,25.7,14.4,3.9,-18.1,,,,,,,-0.4,-7.4,-7.1
2000-04,7.4,-10.1,-6.4,-13.8,-11.9,36.3,24.1,9.4,6.4,16.1,32.4,-6.3,8.1,21.3,-20.1,22.6,13.0,5.8,-21.9,41.4,30.7,23.1,27.8,17.6,21.5,1.6,-2.2,-8.1
2000-05,3.6,-15.5,-11.9,-19.1,-20.3,30.7,22.7,10.3,27.7,16.4,22.6,-2.0,9.0,13.4,-12.4,19.9,8.7,9.1,-14.0,38.0,30.3,26.0,26.9,16.7,20.4,3.3,-0.7,-12.6
2000-06,-6.7,-9.9,-3.4,-16.4,-17.1,32.9,33.3,15.4,15.2,19.0,20.1,-1.9,9.8,10.3,-9.5,14.0,25.6,-0.1,-8.0,36.8,33.0,33.7,28.6,17.7,20.0,4.1,0.7,-8.0
2000-07,-4.3,-11.0,-6.2,-15.8,-16.6,26.3,17.2,4.9,4.0,2.7,28.7,-3.2,7.9,12.7,-15.0,18.1,26.3,5.8,-14.4,35.3,35.4,38.1,32.6,13.7,18.5,3.6,1.6,-11.8
2000-08,-0.6,-7.5,-3.3,-11.6,-14.7,28.5,27.5,10.8,6.2,4.0,23.6,-0.3,8.3,11.0,-11.4,21.6,18.1,10.0,-15.3,38.2,31.5,28.4,27.9,14.4,12.5,2.3,-7.5,-15.8
2000-09,-3.9,-9.1,0.3,-18.4,-13.8,25.6,21.9,8.4,9.9,7.5,22.3,3.4,8.7,4.2,-8.5,22.9,15.3,4.3,-5.3,33.9,31.7,34.4,27.0,15.3,16.1,2.2,-1.7,-2.2
2000-10,-4.6,-8.2,-3.2,-13.2,-10.1,27.1,11.1,3.4,6.0,-5.8,27.9,0.6,10.3,15.6,-1.5,19.0,25.2,4.3,1.4,40.6,33.5,34.0,25.7,9.2,11.1,7.2,-3.5,-2.9
2000-11,-7.7,-11.1,-6.3,-16.0,-10.9,19.4,0.7,-1.5,-3.7,-3.1,24.8,1.1,10.5,6.1,-3.7,13.2,25.2,11.6,-2.1,32.9,30.6,30.2,28.6,14.2,10.6,1.4,-6.1,1.5
2000-12,-5.5,-14.4,-7.1,-21.7,-8.7,22.3,3.3,0.9,-1.0,2.8,23.0,0.5,10.6,12.5,0.4,13.5,29.6,8.4,-2.9,33.9,29.7,29.0,26.3,13.4,8.9,5.2,4.0,-11.2
