country,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL
1984-03,,,,,,,,,,,,,-12.25,13.17,-24.8,,8.6,27.72,-28.75,,,,,,,-28.0,,
1984-04,,,,,,,,,,,,,-11.87,15.05,-28.95,,-0.62,25.35,-27.08,,,,,,,-28.0,,
1984-05,,,,,,,,,,,,,-13.61,15.05,-25.45,,19.82,22.25,-28.81,,,,,,,-28.0,,
1984-06,,,,,,,,,,,,,-4.38,9.82,-26.57,,0.44,28.13,-24.11,,,,,,,-27.0,,
1984-07,,,,,,,,,,,,,-3.88,5.5,-20.62,,12.16,23.46,-25.33,,,,,,,-27.0,,
1984-08,,,,,,,,,,,,,-7.14,9.74,-26.34,,10.86,34.62,-24.53,,,,,,,-27.0,,
1984-09,,,,,,,,,,,,,-8.22,8.85,-29.54,,9.94,29.46,-24.76,,,,,,,-25.0,,
1984-10,,,,,,,,,,,,,-8.18,12.15,-28.08,,7.61,22.16,-26.12,,,,,,,-25.0,,
1984-11,,,,,,,,,,,,,-9.19,5.26,-27.02,,9.58,15.05,-27.9,,,,,,,-25.0,,
1984-12,,,,,,,,,,,,,-8.23,9.3,-25.8,,12.9,27.0,-26.2,,,,,,,-23.0,,
1985-01,-16.0,-38.8,-27.5,-50.1,-4.8,-10.2,-11.2,-12.9,,-29.3,17.4,-11.6,-7.3,11.7,-25.5,2.5,5.3,32.2,-27.0,,,,,,,-25.6,-26.6,31.9
1985-02,-34.5,-44.1,-31.4,-56.8,5.5,-8.4,-13.8,-13.7,-2.7,-24.0,18.8,-13.2,-10.0,8.5,-26.6,-4.5,-7.2,27.5,-29.5,,,,,,,-23.9,-23.1,32.4
1985-03,-29.9,-44.2,-32.7,-55.7,2.6,-0.3,-5.8,-6.8,-8.3,-15.5,14.2,-16.2,-10.5,13.7,-30.0,-5.0,-1.0,24.6,-28.9,,,,,,,-24.2,-23.2,33.8
1985-04,-4.6,-38.5,-25.7,-51.3,7.3,-1.8,1.0,-4.2,-1.3,-5.6,11.7,-14.3,-11.8,12.9,-21.2,-8.9,-3.0,21.6,-24.9,,,,,,,-23.4,-24.3,36.7
1985-05,-2.3,-31.8,-16.9,-46.7,6.4,7.8,3.2,-1.5,-8.7,-14.3,15.4,-17.2,-12.0,15.3,-24.3,-12.1,4.7,20.5,-23.0,,,,,,,-23.0,-21.8,35.6
1985-06,4.5,-30.9,-19.2,-42.6,5.3,-4.9,4.4,-4.1,-8.8,-10.0,11.9,-14.0,-10.4,13.4,-23.8,-4.8,-2.1,16.5,-25.0,,,,,,,-23.2,-22.0,36.5
1985-07,-15.6,-31.0,-21.1,-41.0,5.7,-2.6,-2.7,-4.3,-8.8,-8.1,7.7,-12.7,-9.6,8.7,-24.5,-4.9,4.6,19.0,-27.1,,,,,,,-21.5,-20.7,33.8
1985-08,-16.7,-35.0,-24.7,-45.4,6.3,3.0,6.0,-1.0,-2.5,-7.3,12.1,-13.9,-11.6,9.8,-24.8,-7.2,3.9,15.9,-28.8,,,,,,,-23.5,-23.6,32.0
1985-09,-14.5,-31.8,-19.3,-44.4,10.1,4.8,2.3,-0.4,0.4,-5.7,8.4,-10.2,-6.8,4.2,-22.0,-4.4,5.1,17.9,-27.1,,,,,,,-21.9,-21.8,30.8
1985-10,8.9,-31.8,-19.9,-43.8,15.3,5.4,1.4,-0.8,-1.7,-5.6,9.4,-11.6,-8.9,7.9,-21.6,-5.4,2.6,10.7,-27.1,,,,,,,-15.0,-4.3,31.5
1985-11,-0.3,-27.8,-12.2,-43.4,21.0,3.2,8.7,1.6,-0.5,-1.0,7.0,-11.5,-7.5,8.6,-17.7,-8.1,2.7,11.5,-26.2,,,,,,,-14.5,-7.2,33.7
1985-12,-24.3,-32.2,-16.4,-48.1,17.7,2.0,12.7,4.9,5.5,-4.7,0.1,-13.8,-7.7,11.2,-24.0,-6.3,0.4,14.2,-29.6,,,,,,,-16.4,-12.3,32.9
1986-01,-10.2,-33.2,-19.4,-47.0,15.7,5.8,14.8,3.4,0.7,2.7,10.4,-11.9,-9.3,10.7,-22.5,-2.5,-0.6,15.3,-28.0,,,,,,,-14.3,-11.2,32.0
1986-02,4.0,-29.8,-15.8,-43.7,14.0,11.6,17.7,8.1,0.0,6.0,4.8,-12.5,-10.9,8.4,-21.6,-7.5,-0.2,9.5,-28.6,,,,,,,-17.3,-15.3,37.2
1986-03,-37.5,-28.5,-11.9,-45.1,11.7,3.7,12.3,3.6,3.7,2.4,5.2,-10.5,-8.4,6.7,-23.9,-0.9,-6.9,2.6,-28.9,,,,,,,-15.8,-12.2,31.0
1986-04,-12.3,-25.9,-8.4,-43.4,14.4,2.1,7.0,-0.5,3.8,-8.5,10.5,-13.5,-9.8,8.9,-26.6,-4.9,-5.3,2.5,-32.3,,,,,,,-15.3,-11.7,29.6
1986-05,-9.5,-25.0,-13.5,-36.4,8.9,0.8,8.1,1.2,-0.6,-3.3,5.3,-12.4,-10.1,6.4,-26.9,-4.1,-1.8,-1.5,-32.4,,,,,,,-14.3,-11.5,27.3
1986-06,-16.1,-25.6,-16.9,-34.4,4.7,14.0,3.1,2.1,2.2,-4.9,10.8,-12.8,-10.3,5.5,-24.5,-8.6,-12.4,-3.6,-31.4,,,,,,,-14.3,-12.3,25.0
1986-07,-12.3,-27.6,-18.9,-36.3,5.0,7.4,6.4,0.4,-1.9,-4.0,12.6,-14.2,-11.5,7.6,-24.4,-10.7,-2.1,-4.9,-31.1,,,,,,,-14.0,-12.5,21.4
1986-08,-17.9,-31.7,-26.8,-36.5,6.1,12.1,0.7,2.5,0.5,0.7,5.2,-11.6,-11.7,7.8,-20.9,-6.2,0.8,-1.1,-25.1,,,,,,,-8.9,-3.1,19.6
1986-09,-16.4,-30.8,-26.5,-35.2,1.2,8.0,1.6,-0.3,2.4,-1.7,10.4,-12.9,-17.6,8.2,-24.0,-6.5,-3.2,0.0,-26.6,,,,,,,-10.5,-5.2,20.1
1986-10,-8.2,-30.8,-22.0,-39.6,1.1,17.4,8.7,5.6,4.3,3.4,9.4,-14.1,-15.8,7.8,-25.1,-9.4,-2.7,-4.6,-29.7,,,,,,,-13.0,-13.8,20.1
1986-11,-27.8,-32.4,-25.6,-39.1,0.4,8.2,5.3,0.6,4.5,-4.0,11.9,-13.0,-13.6,6.7,-25.1,-7.2,0.7,-1.5,-28.8,,,,,,,-14.2,-15.4,18.8
1986-12,-22.7,-28.1,-17.6,-38.6,1.5,11.9,-3.4,-2.9,5.5,-0.7,17.1,-13.3,-15.7,5.2,-25.1,-9.4,-4.7,-5.9,-29.5,,,,,,,-12.4,-13.1,20.4
1987-01,-14.9,-31.5,-20.9,-42.1,2.3,12.7,1.4,0.9,3.7,-1.3,11.5,-14.3,-16.3,8.6,-24.7,-9.6,-1.2,-7.7,-28.5,,,,,,,-11.1,-9.1,20.2
1987-02,-34.5,-33.2,-23.2,-43.1,3.8,9.6,-2.6,-1.3,0.1,-6.0,10.9,-13.8,-11.2,9.3,-27.5,-4.6,-8.1,-0.6,-26.8,,,,,,,-9.5,-7.1,12.9
1987-03,2.6,-30.1,-16.5,-43.7,7.6,13.8,0.0,-1.5,-3.3,-4.1,18.2,-12.9,-12.7,6.7,-22.0,-10.0,-2.4,4.5,-27.9,,,,,,,-9.6,-8.5,17.4
1987-04,-5.7,-30.1,-15.8,-44.4,4.1,14.1,-4.0,-2.5,-3.0,-4.5,17.5,-14.7,-12.8,9.2,-29.9,-4.9,-4.3,2.5,-33.9,,,,,,,-8.2,-5.4,14.3
1987-05,-7.4,-28.8,-14.6,-42.9,3.6,8.8,-1.1,-2.6,6.4,-0.3,15.3,-10.9,-13.9,4.4,-25.2,-3.1,-3.6,6.5,-33.4,,,,,,,-7.4,-6.9,15.7
1987-06,-10.6,-30.2,-18.4,-41.9,3.5,8.0,-0.1,-1.3,3.1,-3.2,11.9,-15.0,-12.4,7.5,-27.8,-9.8,-3.7,6.4,-31.5,,,,,,,-7.1,-5.7,15.0
1987-07,-14.5,-28.9,-17.5,-40.4,5.9,13.3,4.0,0.6,5.8,-2.0,15.6,-13.1,-11.6,6.6,-25.6,-7.0,0.6,7.0,-31.5,,,,,,,-7.5,-6.4,18.2
1987-08,-15.9,-26.3,-18.0,-34.6,4.0,9.2,5.5,-0.2,2.5,-4.2,15.1,-13.0,-10.6,5.8,-25.8,-7.2,0.0,5.8,-31.1,,,,,,,-7.7,-7.1,20.4
1987-09,-8.7,-26.0,-16.4,-35.6,9.5,14.0,5.3,1.6,-1.4,-2.8,14.4,-15.2,-11.5,11.2,-26.0,-8.4,-0.1,2.0,-30.6,,,,,,,-7.8,-8.1,20.2
1987-10,4.7,-20.0,-12.9,-27.1,6.3,0.4,2.7,-4.4,-4.9,-7.6,16.4,-10.8,-10.6,6.8,-21.1,-4.4,1.6,7.5,-26.7,,,,,,,-10.0,-14.8,20.0
1987-11,-13.5,-16.5,-7.1,-26.0,11.9,13.2,0.5,-1.7,-3.5,-3.1,18.7,-11.7,-9.7,8.7,-24.1,-2.2,1.0,9.5,-27.8,,,,,,,-8.9,-12.2,19.3
1987-12,-13.9,-14.7,-4.9,-24.6,18.8,7.9,3.0,-1.1,-10.5,-5.0,14.4,-9.2,-7.7,6.2,-21.1,-0.4,4.2,10.2,-26.5,,,,,,,-7.4,-6.7,15.6
1988-01,-12.6,-14.7,-4.2,-25.2,18.9,5.8,1.9,-1.3,-5.3,-3.3,11.7,-10.6,-8.4,1.7,-20.6,-9.5,2.6,9.2,-24.4,,,,,,,-7.7,-7.4,17.3
1988-02,7.0,-14.1,-0.8,-27.3,8.3,6.7,6.3,-1.8,3.1,-2.7,18.5,-9.0,-11.6,6.4,-15.0,-5.6,6.6,7.3,-20.2,,,,,,,-7.6,-9.9,13.8
1988-03,6.2,-13.2,-3.8,-22.7,20.1,5.9,4.0,-0.8,-0.3,-5.6,12.3,-8.1,-10.2,5.8,-14.3,-4.2,7.2,12.9,-21.0,,,,,,,-6.3,-9.5,13.2
1988-04,-24.0,-13.8,-7.4,-20.3,20.8,10.7,8.7,2.8,-4.1,-1.4,10.9,-2.6,-7.8,-2.2,-9.8,-0.4,6.1,16.6,-13.1,,,,,,,-7.6,-9.7,14.2
1988-05,-8.5,-11.7,-1.6,-21.7,22.6,9.6,-0.8,-2.1,1.7,-1.3,15.1,-5.1,-4.2,5.2,-10.6,0.6,1.4,14.9,-15.9,,,,,,,-7.2,-7.0,15.1
1988-06,-3.7,-9.9,-1.0,-18.8,22.4,13.2,3.1,0.0,3.5,1.7,16.4,-2.6,-8.0,3.3,-10.0,5.6,5.9,22.2,-16.6,,,,,,,-5.2,-5.5,18.7
1988-07,-11.8,-10.8,-2.0,-19.6,22.1,15.6,7.6,3.0,7.3,2.9,14.3,-3.5,-8.2,7.1,-11.2,7.6,2.9,20.3,-11.0,,,,,,,-5.8,-4.8,22.2
1988-08,-11.6,-12.4,-0.2,-24.5,20.0,9.2,4.8,-1.5,-1.1,0.0,18.5,-3.0,-4.5,4.5,-11.2,6.7,-6.9,20.4,-15.5,,,,,,,-6.7,-7.2,22.2
1988-09,-6.0,-3.4,7.1,-13.8,22.0,4.5,9.0,-1.1,0.8,-0.5,16.9,-1.9,1.0,3.9,-8.5,6.7,0.0,19.5,-13.8,,,,,,,-4.1,-3.4,24.1
1988-10,-6.7,-3.2,6.0,-12.5,20.8,12.1,7.1,2.3,6.0,2.5,12.4,-2.5,0.0,1.9,-13.4,7.9,6.9,28.1,-13.7,,,,,,,-4.5,-3.0,22.6
1988-11,-1.3,-4.3,5.4,-14.0,22.8,13.9,3.5,3.0,4.7,2.2,8.2,-3.6,-6.0,0.8,-12.6,2.7,1.2,19.2,-13.8,,,,,,,-3.1,1.2,22.0
1988-12,16.6,-1.0,8.6,-10.6,23.7,17.5,11.5,3.5,5.7,7.8,18.4,-1.1,-3.6,1.3,-3.9,1.7,9.0,20.6,-6.5,,,,,,,-3.3,-0.5,26.9
1989-01,3.6,0.4,8.9,-8.1,30.3,18.2,5.9,2.3,7.7,5.4,17.1,-1.2,-0.1,2.4,-6.0,4.8,6.0,25.2,-10.6,,,,,,,-5.8,-3.8,30.0
1989-02,4.5,2.6,11.3,-6.1,26.7,15.6,3.1,0.6,1.0,1.1,16.9,-1.2,-0.3,5.1,-7.3,8.8,8.9,23.5,-15.7,,,,,,,-3.4,-0.7,32.3
1989-03,14.3,-1.3,2.7,-5.4,24.3,10.5,-1.1,-2.8,9.9,-3.7,17.7,-0.5,-3.5,1.0,-4.6,4.1,11.1,18.6,-9.6,,,,,,,-2.8,1.5,31.2
1989-04,-6.5,0.7,8.0,-6.6,26.2,16.8,4.7,3.7,-0.5,2.0,10.5,0.2,1.9,2.8,-1.6,5.1,7.1,19.7,-6.0,,,,,,,-2.7,1.4,32.1
1989-05,-13.9,0.6,9.7,-8.5,25.8,16.9,10.3,4.9,-1.9,7.2,12.6,1.6,0.7,-0.1,-1.6,6.2,13.8,19.9,-4.6,,,,,,,-4.5,-0.8,34.1
1989-06,-15.4,0.2,7.8,-7.3,30.2,14.7,16.8,6.0,0.9,10.2,13.5,4.1,1.8,-0.1,0.0,12.0,4.2,18.8,-3.6,,,,,,,-2.3,3.0,30.7
1989-07,-12.6,-1.3,9.1,-11.7,29.8,12.3,10.6,3.5,1.2,2.6,12.4,2.8,2.7,-0.1,0.6,7.8,9.1,12.2,-5.7,,,,,,,-0.2,8.0,30.6
1989-08,5.0,-2.8,10.2,-15.9,32.0,12.4,7.0,1.4,5.8,5.3,15.4,-0.9,0.4,1.3,-6.2,5.0,2.0,9.1,-10.6,,,,,,,-1.9,0.1,33.5
1989-09,-8.0,1.1,11.2,-9.0,28.0,18.9,12.5,5.2,1.6,11.8,15.7,-0.6,-0.7,-0.6,-5.7,3.3,11.5,10.8,-13.7,,,,,,,-1.0,3.1,31.5
1989-10,-5.4,6.5,16.9,-3.9,27.0,19.5,9.2,3.2,5.6,10.9,19.0,-3.8,1.8,5.0,-8.4,2.2,3.5,10.9,-13.1,,,,,,,-1.5,2.6,32.3
1989-11,-11.0,2.7,12.8,-7.5,29.0,15.4,17.5,4.6,1.9,13.5,19.2,0.9,1.2,0.1,-7.7,10.4,8.9,9.4,-11.6,,,,,,,-0.5,5.8,32.6
1989-12,3.1,4.3,14.2,-5.6,30.2,22.5,12.6,5.7,3.0,15.5,17.9,0.1,1.5,1.6,-8.9,10.7,4.9,9.8,-12.0,,,,,,,-0.1,5.4,32.5
1990-01,2.1,7.5,15.2,-0.3,32.5,26.8,15.6,9.2,4.8,19.8,15.0,0.1,1.0,4.3,-4.7,9.2,-0.7,9.3,-8.7,,,,,,,-1.3,2.9,33.7
1990-02,12.9,9.7,20.8,-1.4,31.2,8.8,19.2,5.3,7.6,8.4,11.9,-0.1,4.1,0.9,-5.1,5.6,11.9,7.4,-8.9,,,,,,,0.9,7.7,31.0
1990-03,12.3,5.9,14.1,-2.3,29.6,8.3,22.8,6.6,1.7,10.8,11.3,0.5,3.5,3.7,-3.7,9.0,3.6,11.7,-4.2,,,,,,,-0.2,4.5,32.2
1990-04,12.3,4.4,13.0,-4.2,26.6,11.9,23.2,8.1,6.6,13.9,10.8,-0.2,-2.4,3.9,-4.2,7.6,4.8,5.1,-8.6,,,,,,,-2.7,1.1,33.4
1990-05,4.3,4.1,11.8,-3.5,17.9,13.9,27.1,9.9,10.4,9.2,11.3,-3.3,-2.0,4.0,-6.0,0.1,0.1,3.3,-11.3,,,,,,,-1.2,4.7,29.8
1990-06,5.6,3.3,14.8,-8.2,17.9,11.8,25.9,9.1,6.4,10.4,10.3,-0.9,-0.2,4.0,-2.8,4.3,7.3,5.1,-8.1,,,,,,,-0.5,5.6,31.5
1990-07,4.4,3.4,14.9,-8.0,16.4,15.8,19.8,6.9,0.4,5.3,15.0,-3.3,-1.3,3.2,-7.3,0.7,1.1,2.8,-10.9,,,,,,,1.1,5.9,30.0
1990-08,0.4,5.5,12.4,-1.3,17.9,15.3,25.7,8.8,11.2,7.4,14.5,-0.8,-0.1,2.9,-3.1,3.5,3.9,4.0,-8.9,,,,,,,-1.3,2.8,30.0
1990-09,3.1,2.1,10.1,-5.9,18.0,15.0,13.8,3.5,6.8,8.7,18.3,-5.9,-3.6,3.6,-5.8,-8.4,1.4,5.9,-9.3,,,,,,,-6.5,-13.4,42.6
1990-10,-1.2,0.1,7.9,-7.8,15.0,10.1,20.3,8.3,7.3,7.2,5.5,-5.3,-7.7,5.0,-5.8,-5.1,-2.1,7.8,-6.6,,,,,,,-7.6,-16.2,43.8
1990-11,4.2,-0.2,6.0,-6.4,12.0,3.0,12.1,0.1,8.8,-3.0,15.0,-8.3,-6.4,5.2,-9.7,-9.9,-1.1,5.0,-18.1,,,,,,,-6.3,-13.9,40.1
1990-12,-1.0,-1.1,5.4,-7.6,9.2,1.2,12.7,-0.7,6.3,0.7,16.0,-11.0,-11.8,4.9,-15.2,-12.8,-1.8,6.2,-21.1,,,,,,,-9.2,-17.1,38.4
1991-01,-1.2,-4.5,2.3,-11.2,10.5,8.0,12.0,3.2,7.3,8.4,10.5,-11.7,-12.1,3.8,-18.2,-13.2,-8.2,4.8,-22.3,,,,,,,-12.0,-29.2,44.1
1991-02,-10.9,-5.7,1.0,-12.4,10.2,-11.9,10.4,-3.5,3.5,-7.2,9.1,-15.4,-16.6,4.0,-20.0,-22.0,-4.8,4.8,-27.0,,,,,,,-11.5,-26.5,44.7
1991-03,-24.1,-0.2,9.9,-10.3,11.6,3.9,-4.9,-6.1,-4.1,-7.9,17.3,-17.4,-13.2,9.9,-27.1,-15.1,-9.9,5.2,-31.8,,,,,,,-5.4,-8.1,30.3
1991-04,-10.4,0.8,9.7,-8.2,15.2,-0.1,-2.3,-8.2,5.4,-9.6,22.2,-14.1,-13.6,9.2,-24.3,-8.8,-5.8,2.5,-30.8,,,,,,,-5.7,-8.7,30.3
1991-05,-3.3,-0.8,6.8,-8.5,20.5,3.0,-4.4,-6.6,3.4,-5.0,18.4,-12.8,-9.5,6.6,-23.8,-7.9,-9.3,0.6,-28.3,,,,,,,-5.5,-7.4,29.2
1991-06,-0.7,0.2,6.7,-6.2,18.8,1.2,-0.5,-7.1,-2.6,-4.9,22.0,-16.4,-9.5,5.9,-29.6,-13.7,-3.2,-3.1,-29.7,,,,,,,-7.7,-8.0,31.9
1991-07,-4.3,0.9,4.8,-3.1,17.3,2.3,-3.1,-8.9,-0.5,-6.5,26.0,-15.2,-7.7,9.7,-25.2,-10.6,-7.7,-1.0,-26.7,,,,,,,-4.7,-8.4,31.6
1991-08,-11.7,-0.9,5.4,-7.2,11.9,5.7,9.8,-2.8,-1.3,-9.1,24.0,-13.5,-7.5,4.0,-26.9,-9.7,-6.1,-1.8,-32.9,,,,,,,-5.0,-8.2,32.8
1991-09,-1.2,1.3,9.7,-7.1,15.1,1.5,5.5,-2.0,-2.1,-3.1,13.0,-15.7,-7.0,9.4,-27.8,-10.0,-6.6,-3.3,-27.0,,,,,,,-4.5,-5.2,28.4
1991-10,3.2,-3.1,5.6,-11.8,17.3,1.3,2.4,-4.6,0.6,-5.9,17.4,-14.0,-8.2,4.5,-26.1,-11.5,-3.3,-3.0,-32.5,,,,,,,-5.7,-8.3,28.3
1991-11,2.7,-3.1,5.2,-11.4,13.9,-1.1,7.7,-5.6,2.0,-5.1,23.4,-15.9,-9.6,6.8,-29.2,-11.7,-6.3,2.2,-33.3,,,,,,,-4.4,-7.8,27.1
1991-12,-3.4,-5.4,3.7,-14.5,15.3,9.9,3.3,-0.2,1.6,-0.2,13.7,-18.5,-6.9,10.5,-33.9,-11.0,-8.7,2.0,-39.4,,,,,,,-4.5,-12.1,29.1
1992-01,-5.8,-5.8,4.7,-16.2,10.7,12.0,4.8,-0.1,-2.2,5.1,17.1,-16.6,-8.6,11.3,-30.6,-7.7,-3.0,1.4,-38.0,,,,,,,-3.9,-9.3,26.1
1992-02,-8.4,-8.2,1.0,-17.4,9.3,5.6,2.2,-3.9,0.1,-1.8,19.6,-13.9,-6.9,10.0,-27.6,-4.0,-1.3,6.4,-31.1,,,,,,,-6.4,-12.2,30.4
1992-03,2.6,-7.3,2.8,-17.3,6.6,5.8,17.5,1.1,0.1,1.0,19.9,-15.6,-12.0,9.5,-28.7,-8.7,1.5,5.9,-33.5,,,,,,,-8.5,-16.9,33.0
1992-04,-4.9,-8.7,3.7,-21.2,1.4,2.1,5.4,-7.5,-1.4,-7.8,29.9,-17.6,-13.9,10.5,-29.5,-12.8,-6.3,1.9,-31.1,,,,,,,-9.8,-19.7,38.4
1992-05,-4.6,-10.3,3.9,-24.5,6.8,4.7,12.3,-1.7,-0.4,-6.8,22.2,-19.7,-13.5,12.9,-31.2,-15.0,-3.4,-2.9,-33.9,,,,,,,-8.3,-21.8,39.9
1992-06,-8.7,-11.5,2.0,-25.1,0.7,4.1,4.6,-5.1,1.9,-8.0,24.0,-18.3,-16.4,11.0,-30.8,-13.1,-2.9,-2.6,-36.8,,,,,,,-11.0,-23.9,39.7
1992-07,-4.5,-12.8,-0.5,-25.2,1.9,-2.6,9.0,-3.8,-3.0,-6.5,17.7,-19.1,-15.4,8.3,-32.9,-16.1,-1.8,-0.6,-35.9,,,,,,,-9.4,-23.6,37.8
1992-08,-9.4,-13.6,-2.6,-24.6,1.3,-3.8,-0.2,-8.4,-4.2,-9.7,21.3,-21.2,-15.6,14.6,-29.8,-19.1,-3.3,-1.2,-32.0,,,,,,,-9.6,-21.3,37.3
1992-09,-7.9,-16.0,-6.0,-26.0,-2.4,-3.0,-1.1,-7.3,-0.9,-16.9,17.9,-22.2,-16.1,15.0,-32.8,-18.7,-6.1,-8.5,-37.9,,,,,,,-10.6,-23.0,37.2
1992-10,-9.9,-16.1,-7.2,-25.0,-1.6,-6.4,-1.7,-8.5,-3.2,-9.4,17.5,-23.9,-18.1,15.2,-33.7,-22.9,-7.1,-17.3,-36.6,,,,,,,-12.2,-31.5,41.4
1992-11,-7.2,-13.4,-3.8,-22.9,-1.9,-1.1,-6.3,-8.1,-3.7,-9.4,16.9,-27.8,-20.4,15.9,-41.0,-26.6,-13.5,-14.1,-42.2,,,,,,,-12.6,-30.7,36.5
1992-12,-7.1,-14.2,-5.5,-22.9,-6.4,-7.8,-12.1,-15.6,-4.0,-17.2,27.0,-29.4,-19.5,17.1,-42.5,-28.6,-13.9,-17.6,-47.4,,,,,,,-11.8,-27.5,42.7
1993-01,-4.6,-15.9,-6.5,-25.3,-10.0,-4.7,-10.1,-11.7,-11.2,-15.7,20.4,-32.2,-22.0,21.1,-47.4,-27.9,-12.6,-13.9,-47.9,,,,,,,-14.4,-33.3,38.5
1993-02,-2.8,-16.9,-9.1,-24.6,-9.9,-6.8,-17.5,-18.4,-7.3,-21.7,30.9,-30.9,-22.8,20.9,-46.1,-25.8,-19.9,-7.2,-44.1,,,,,,,-16.0,-36.7,37.9
1993-03,-1.4,-22.9,-17.5,-28.2,-10.9,-14.8,-16.9,-18.2,-9.1,-20.7,22.9,-29.3,-24.9,15.2,-47.3,-25.5,-17.7,-9.8,-51.6,,,,,,,-15.0,-36.0,40.8
1993-04,-8.2,-24.5,-21.8,-27.3,-9.7,-5.8,-16.4,-14.4,-5.9,-13.3,21.0,-32.8,-24.8,16.1,-48.1,-34.2,-9.7,-14.0,-51.4,,,,,,,-17.4,-43.5,40.8
1993-05,-4.4,-23.5,-20.5,-26.6,-9.5,-12.7,-22.4,-18.7,-9.4,-19.2,21.1,-30.4,-26.7,12.3,-50.9,-28.0,-17.1,-7.7,-55.2,,,,,,,-17.4,-39.3,39.8
1993-06,-7.4,-23.7,-20.4,-27.0,-5.7,-11.1,-30.2,-22.0,-3.9,-27.2,24.7,-31.6,-25.4,12.4,-48.1,-34.3,-14.9,-3.9,-51.0,,,,,,,-17.0,-42.6,35.8
1993-07,-5.0,-20.5,-15.3,-25.7,-7.0,-11.0,-23.5,-20.5,-6.5,-19.1,27.1,-29.2,-25.2,13.5,-43.7,-30.5,-7.9,-4.8,-47.7,,,,,,,-19.9,-45.5,39.0
1993-08,-9.4,-17.6,-10.6,-24.7,-9.6,-17.4,-21.0,-21.0,-3.3,-22.6,24.6,-30.8,-22.4,15.2,-45.5,-31.7,-9.5,-1.0,-50.9,,,,,,,-19.2,-44.3,36.9
1993-09,-12.4,-25.2,-19.1,-31.3,-9.5,-7.8,-10.0,-15.2,0.4,-18.0,27.6,-26.9,-24.1,10.2,-42.1,-28.4,-3.8,-1.3,-49.8,,,,,,,-18.3,-36.5,34.0
1993-10,-14.7,-24.9,-18.0,-31.8,-14.8,-11.9,-4.2,-12.6,-6.4,-23.8,21.8,-27.5,-20.1,10.2,-44.7,-27.5,-7.4,-2.3,-47.3,,,,,,,-19.1,-41.9,33.5
1993-11,-16.9,-21.3,-7.6,-35.0,-8.8,-4.0,-15.3,-12.7,0.3,-11.0,18.7,-22.5,-21.7,8.6,-40.6,-18.1,-12.7,-2.3,-43.1,,,,,,,-20.2,-45.4,37.7
1993-12,-23.5,-18.3,-5.8,-30.8,-7.8,-3.4,-7.3,-7.2,-1.2,-13.7,10.8,-20.4,-18.9,6.5,-37.8,-17.0,-10.2,-2.9,-42.3,,,,,,,-20.3,-40.0,35.0
1994-01,-17.6,-17.5,-5.2,-29.8,-6.7,0.4,-12.4,-9.4,2.2,-10.0,16.1,-15.2,-16.3,1.5,-35.3,-8.7,2.5,-5.4,-39.1,,,,,,,-16.1,-32.8,32.6
1994-02,-14.5,-15.6,-6.3,-24.9,-6.3,8.0,-11.2,-6.2,-3.4,-1.2,15.6,-9.2,-14.0,-1.7,-31.1,1.9,1.1,1.7,-29.9,,,,,,,-15.6,-29.1,32.3
1994-03,-7.5,-17.5,-8.1,-26.9,-4.2,-3.3,-7.1,-6.2,-4.0,-5.5,8.4,-12.0,-11.8,1.3,-27.6,-7.1,1.4,0.1,-31.8,,,,,,,-13.8,-24.7,30.2
1994-04,-11.8,-13.1,-3.5,-22.6,-1.1,-3.8,-6.4,-6.5,0.0,-9.2,9.4,-10.3,-9.9,-2.0,-26.5,-6.4,1.5,2.8,-27.4,,,,,,,-12.4,-23.5,27.7
1994-05,-12.8,-13.0,2.3,-28.3,-1.4,-0.9,-11.6,-8.9,-0.7,-9.6,14.2,-8.7,-11.1,-0.1,-24.6,-1.5,8.1,4.2,-22.7,,,,,,,-9.6,-12.0,27.4
1994-06,-5.9,-14.3,1.1,-29.8,-0.5,3.4,-5.0,-4.0,6.4,-5.2,10.5,-7.6,-10.2,0.8,-22.2,0.1,6.9,9.2,-20.7,,,,,,,-9.3,-13.3,23.1
1994-07,-0.4,-14.6,-1.5,-27.8,1.0,-1.4,-9.4,-6.8,1.8,-8.5,9.5,-6.6,-7.3,-1.1,-19.9,-1.1,10.4,12.0,-24.1,,,,,,,-9.7,-11.1,27.0
1994-08,0.6,-15.1,-2.5,-27.8,2.9,7.8,-11.4,-4.4,2.8,0.2,9.7,-4.3,-12.1,0.0,-17.3,4.5,2.2,12.1,-18.3,,,,,,,-7.9,-5.6,23.3
1994-09,-1.0,-16.0,-4.8,-27.1,2.3,5.0,-13.8,-7.8,2.1,-8.2,14.4,-1.6,-9.9,-1.9,-14.4,7.7,7.7,12.9,-14.9,,,,,,,-4.3,1.0,21.6
1994-10,-2.6,-15.9,-4.5,-27.3,4.1,13.5,-13.7,-6.1,3.0,-8.7,18.0,-1.9,-7.5,0.1,-15.9,10.4,5.1,16.5,-16.1,,,,,,,-3.6,7.9,19.9
