country,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU
1988-03,,,,,,,37.7,,,,,,,,,,,,,,,,,,,,,
1988-04,,,,,,,26.9,,,,,,,,,,,,,,,,,,,,,
1988-05,,,,,,,36.3,,,,,,,,,,,,,,,,,,,,,
1988-06,,,,,,,39.9,,,,,,,,,,,,,,,,,,,,,
1988-07,,,,,,,27.2,,,,,,,,,,,,,,,,,,,,,
1988-08,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
1988-09,,,,,,,26.3,,,,,,,,,,,,,,,,,,,,,
1988-10,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,
1988-11,,,,,,,34.9,,,,,,,,,,,,,,,,,,,,,
1988-12,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,
1989-01,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,
1989-02,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,
1989-03,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,
1989-04,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,
1989-05,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,
1989-06,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,
1989-07,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,
1989-08,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,
1989-09,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,
1989-10,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,
1989-11,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,
1989-12,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
1990-01,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,,
1990-02,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,
1990-03,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
1990-04,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,
1990-05,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,
1990-06,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
1990-07,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,
1990-08,,,,,,,-8.6,,,,,,,,,,,,,,,,,,,,,
1990-09,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,
1990-10,,,,,,,-4.3,,,,,,,,,,,,,,,,,,,,,
1990-11,,,,,,,-18.3,,,,,,,,,,,,,,,,,,,,,
1990-12,,,,,,,-16.8,,,,,,,,,,,,,,,,,,,,,
1991-01,,,,,,,-24.9,,,,,,,,,,,,,,,,,,,,,
1991-02,,,,,,,-29.5,,,,,,,,,,,,,,,,,,,,,
1991-03,,,,,,,-22.3,,,,,,,,,,,,,,,,,,,,,
1991-04,,,,,,,-26.3,,,,,,,,,,,,,,,,,,,,,
1991-05,,,,,,,-40.6,,,,,,,,,,,,,,,,,,,,,
1991-06,,,,,,,-23.4,,,,,,,,,,,,,,,,,,,,,
1991-07,,,,,,,-30.7,,,,,,,,,,,,,,,,,,,,,
1991-08,,,,,,,-28.3,,,,,,,,,,,,,,,,,,,,,
1991-09,,,,,,,-24.6,,,,,,,,,,,,,,,,,,,,,
1991-10,,,,,,,-20.9,,,,,,,,,,,,,,,,,,,,,
1991-11,,,,,,,-18.4,,,,,,,,,,,,,,,,,,,,,
1991-12,,,,,,,-30.4,,,,,,,,,,,,,,,,,,,,,
1992-01,,,,,,,-25.2,,,,,,,,,,,,,,,,,,,,,
1992-02,,,,,,,-14.3,,,,,,,,,,,,,,,,,,,,,
1992-03,,,,,,,-31.1,,,,,,,,,,,,,,,,,,,,,
1992-04,,,,,,,-17.4,,,,,,,,,,,,,,,,,,,,,
1992-05,,,,,,,-13.5,,,,,,,,,,,,,,,,,,,,,
1992-06,,,,,,,-23.6,,,,,,,,,,,,,,,,,,,,,
1992-07,,,,,,,-40.0,,,,,,,,,,,,,,,,,,,,,
1992-08,,,,,,,-23.1,,,,,,,,,,,,,,,,,,,,,
1992-09,,,,,,,-49.6,,,,,,,,,,,,,,,,,,,,,
1992-10,,,,,,,-27.8,,,,,,,,,,,,,,,,,,,,,
1992-11,,,,,,,-34.0,,,,,,,,,,,,,,,,,,,,,
1992-12,,,,,,,-13.2,,,,,,,,,,,,,,,,,,,,,
1993-01,,,,,,,-12.6,,,,,,-42.3,,,,,,,,,,,,,,,
1993-02,,,,,,,-4.0,,,,,,-41.9,,,,,,,,,,,,,,,
1993-03,,,,,,,-5.6,,,,,,-42.1,,,,,,,,,,,,,,,
1993-04,,,,,,,-10.6,,,,,,-42.0,,,,,,,,,,,,,,,
1993-05,,,,,,,-15.8,,,,,-22.0,-42.1,22.9,-34.9,-8.2,,,-48.6,,,,,,,,,
1993-06,,,,,,,-11.5,,,,,-21.6,-42.1,25.1,-39.5,-0.1,,,-17.5,,,,,,,,,
1993-07,,,,,,,6.1,,,,,-26.2,-56.4,31.8,-47.8,1.2,,,-15.0,,,,,,,,,
1993-08,,,,,,,2.3,,,,,-30.9,-56.3,30.5,-56.7,-5.5,-13.2,46.5,-32.7,,,,,,,,,
1993-09,,,,,,,7.9,,,,,-26.9,-56.2,36.6,-51.0,7.0,-7.0,46.3,-34.0,,,,,,,,,
1993-10,,,,,,,2.0,,,,,-22.6,-52.6,35.8,-41.8,10.0,0.6,56.1,-27.2,,,,,,,,,
1993-11,,,,,,,2.0,,,,,-4.7,-52.5,30.5,-9.0,25.3,9.7,75.0,-22.7,,,,,,,,,
1993-12,,,,,,,8.4,,,,,-19.8,-52.4,15.8,-38.2,-5.4,-5.1,49.3,-38.3,,,,,,,,,
1994-01,,,,,,,0.5,,,,,-28.3,-52.3,49.5,-26.6,-8.7,1.6,27.7,-43.2,,,,,,,,,
1994-02,,,,,,,-1.2,,,,,-30.9,-51.9,27.7,-48.2,-16.9,-13.7,42.2,-43.3,,,,,,,,,
1994-03,,,,,,,-6.2,,,,,-29.1,-52.1,23.3,-47.5,-16.3,-10.1,57.2,-38.5,,,,,,,,,
1994-04,,,,,,,-20.4,,,,,-36.0,-59.1,31.1,-55.8,-21.3,-32.6,61.6,-51.4,,,,,,,,,
1994-05,,,,,,,-1.9,,,,,-32.4,-59.1,34.4,-56.8,-5.9,-20.2,51.2,-40.6,,,,,,,,,
1994-06,,,,,,,-3.0,,,,,-34.5,-58.7,28.7,-54.8,-19.9,-14.9,50.9,-57.9,,,,,,,,,
1994-07,,,,,,,5.4,,,,,-29.5,-51.3,19.1,-51.6,-17.9,-35.4,50.0,-59.0,,,,,,,,,
1994-08,,,,,,,-3.5,,,,,-18.0,-51.3,17.5,-34.7,-1.8,-14.3,52.5,-47.8,,,,,,,,,
1994-09,,,,,,,5.7,,,,,-19.6,-51.2,14.7,-37.0,-7.0,2.7,54.3,-44.0,,,,,,,,,
1994-10,-31.4,-60.4,-40.1,-80.8,89.1,,-12.4,,,,,-16.2,-40.9,6.9,-37.9,-3.9,-8.3,43.1,-40.2,,,,,,,,,
1994-11,-32.6,-62.8,-43.5,-82.1,87.5,,-6.1,,,,,-23.9,-40.8,9.6,-58.9,-3.3,-16.2,42.0,-58.6,,,,,,,,,
1994-12,-31.8,-62.3,-42.9,-81.8,86.3,,-4.0,,,,,-10.8,-40.6,6.5,-38.1,12.2,-2.3,53.3,-34.2,,,,,,,,,
1995-01,-31.5,-49.7,-24.0,-75.4,89.1,,-15.7,,,,,-1.9,-41.3,-15.4,-35.4,14.3,-12.7,66.4,-36.4,,,,,,,,,
1995-02,-30.8,-49.3,-23.5,-75.1,88.0,,-18.4,,,,,-6.6,-41.0,-1.3,-24.2,3.1,-8.9,55.6,-32.3,,,,,,,,,
1995-03,-30.2,-48.9,-23.0,-74.8,86.9,,-20.9,,,,,-6.1,-41.2,9.3,-27.6,18.6,12.9,54.7,-34.4,,,,,,,,,
1995-04,-9.9,-52.1,-31.7,-72.4,77.9,7.9,-26.9,-7.7,-47.7,20.7,4.1,-3.3,-40.7,11.0,-14.7,15.7,2.1,54.5,-33.7,,,,,,,,,
1995-05,-9.3,-51.6,-31.2,-72.0,76.7,7.8,-25.5,-7.5,-47.6,19.7,4.8,-7.3,-40.8,3.4,-22.9,4.2,5.7,48.2,-25.8,,,,,,,,,
1995-06,-8.7,-51.2,-30.8,-71.7,75.5,7.2,-25.4,-7.7,-46.8,19.0,4.7,-1.1,-40.7,4.5,-12.9,14.3,5.1,42.8,-27.8,,,,,,,,,
1995-07,-9.6,-55.2,-28.4,-82.1,83.7,-1.9,-24.4,-10.5,-48.0,18.1,5.3,0.1,-33.2,4.0,-11.9,16.1,11.5,45.9,-34.0,,,,,,,,,
1995-08,-9.0,-54.7,-27.8,-81.6,82.5,-2.5,-24.3,-10.6,-47.4,17.6,5.0,-6.0,-33.2,4.5,-18.8,5.4,0.7,51.2,-30.8,,,,,,,,,
1995-09,-8.3,-54.2,-27.2,-81.1,81.2,-3.0,-24.3,-10.7,-46.9,17.1,4.7,-6.2,-33.2,5.5,-17.0,4.0,-0.9,51.4,-31.0,,,,,,,,,
1995-10,-15.3,-45.4,-17.8,-73.0,79.6,-7.0,-20.1,-12.8,-34.5,21.2,11.2,-13.0,-39.2,12.8,-26.8,0.6,-8.4,48.9,-37.8,,,,,,,,,
1995-11,-16.6,-47.8,-21.3,-74.2,78.0,-7.4,-20.0,-12.8,-34.0,20.9,10.8,-17.9,-38.8,9.6,-34.8,-9.2,-12.6,37.5,-25.4,,,,,,,,,
1995-12,-15.9,-47.9,-21.9,-74.0,76.9,-7.8,-20.0,-12.7,-33.7,20.6,10.3,-13.0,-38.2,17.7,-28.0,6.7,-4.6,47.4,-32.9,,,,,,,,,
1996-01,-13.2,-51.4,-25.0,-77.7,77.2,-9.1,-27.7,-14.4,-39.6,20.7,6.3,-12.4,-36.3,9.3,-39.3,11.4,0.9,47.1,-37.5,,,,,,,,,
1996-02,-12.6,-50.9,-24.3,-77.5,76.2,-9.5,-27.6,-14.3,-39.3,20.5,5.8,-12.2,-35.6,17.3,-35.2,15.9,10.3,42.7,-36.2,,,,,,,,,
1996-03,-12.1,-50.3,-23.5,-77.2,75.3,-9.8,-27.6,-14.3,-38.9,20.4,5.3,-18.2,-35.6,18.3,-34.6,-1.6,-8.6,44.6,-34.4,,,,,,,,,
1996-04,-25.7,-56.7,-33.9,-79.4,67.1,-9.0,-24.8,-15.0,-19.3,4.3,11.1,-14.9,-31.1,13.2,-35.6,4.1,-6.6,42.4,-31.7,,,,,,,,,
1996-05,-25.2,-56.2,-33.4,-79.0,65.7,-9.2,-23.4,-14.8,-19.1,3.7,11.8,-12.6,-31.0,20.3,-31.9,14.5,-9.6,48.2,-25.9,,,,,,,,,
1996-06,-24.7,-55.7,-32.7,-78.7,63.3,-10.0,-23.5,-15.1,-18.3,3.0,11.7,-14.1,-30.8,20.8,-39.3,17.9,-4.8,51.7,-36.9,,,,,,,,,
1996-07,-23.7,-54.8,-30.4,-79.2,72.6,-14.8,-32.0,-19.3,-37.7,1.6,11.1,-15.1,-36.5,22.1,-34.8,11.5,4.4,50.8,-33.7,,,,,,,,,
1996-08,-23.3,-54.5,-30.1,-79.0,71.1,-14.9,-32.1,-19.2,-37.1,1.0,10.7,-15.4,-36.0,22.4,-36.5,12.8,2.8,42.2,-33.9,,,,,,,,,
1996-09,-22.7,-55.3,-30.1,-80.6,69.9,-13.6,-32.6,-18.8,-36.9,0.3,10.1,-17.9,-35.7,18.5,-45.7,10.4,-11.7,40.9,-36.8,,,,,,,,,
1996-10,-7.5,-50.3,-24.4,-76.2,69.6,-3.4,-19.5,-12.1,-33.0,3.8,13.4,-15.3,-43.5,15.7,-43.7,13.4,-9.0,44.0,-46.2,,,,,,,,,
1996-11,-8.6,-51.8,-26.2,-77.3,68.0,-3.8,-19.6,-12.1,-32.6,3.2,13.0,-22.1,-43.3,25.3,-47.5,6.6,-1.2,36.1,-44.3,,,,,,,,,
1996-12,-7.8,-51.4,-25.5,-77.3,66.9,-4.1,-19.7,-12.2,-32.2,2.8,12.9,-24.3,-43.2,33.4,-43.9,4.4,-5.6,40.1,-45.1,,,,,,,,,
1997-01,-5.6,-57.4,-38.1,-76.8,58.3,-11.2,-18.7,-11.8,-28.5,-1.8,5.5,-28.0,-43.7,31.8,-53.8,1.5,-10.5,46.0,-27.6,,,,,,,,,
1997-02,-4.9,-56.8,-37.2,-76.5,57.2,-11.5,-18.6,-11.7,-28.2,-2.2,5.1,-18.5,-43.3,29.7,-47.9,22.2,-2.4,44.8,-36.6,,,,,,,,,
1997-03,-4.3,-56.2,-36.3,-76.1,56.1,-11.8,-18.5,-11.6,-27.9,-1.1,4.6,-14.5,-43.6,22.0,-48.3,26.8,-16.0,22.4,-40.5,,,,,,,,,
1997-04,-6.1,-53.0,-27.6,-78.4,67.5,-12.1,-24.5,-8.9,-45.2,15.3,-9.8,-13.3,-29.7,14.0,-56.8,30.8,20.2,15.8,-32.5,,,,,,,,,
1997-05,-5.4,-52.7,-27.4,-78.1,66.1,-12.3,-23.2,-8.8,-44.9,14.6,-9.2,-21.5,-28.9,27.3,-58.6,21.5,17.0,28.0,-35.4,,,,,,,,,
1997-06,-4.8,-52.5,-27.2,-77.8,64.4,-13.0,-23.2,-9.0,-44.0,14.0,-9.2,-11.5,-28.2,17.5,-51.7,34.8,0.8,23.7,-34.9,,,,,,,,,
1997-07,-2.3,-51.5,-30.8,-72.3,57.1,-8.9,-21.6,-5.4,-35.0,12.6,-14.4,-13.4,-17.4,21.3,-50.6,31.8,16.5,17.0,-31.4,,,,,,,,,
1997-08,-1.5,-51.6,-30.6,-72.5,55.7,-9.7,-21.6,-5.5,-34.9,12.1,-14.8,-13.2,-16.2,23.8,-51.6,35.9,10.9,21.5,-26.0,,,,,,,,,
1997-09,-0.9,-52.3,-31.4,-73.3,54.4,-11.3,-22.2,-6.0,-35.0,11.6,-15.5,-12.4,-15.1,12.7,-49.0,24.4,-26.6,16.3,-31.3,,,,,,,,,
1997-10,-2.6,-46.1,-21.5,-70.8,45.0,-8.7,-24.4,-4.8,-33.2,11.8,-18.7,-18.3,-23.9,18.4,-48.8,12.3,13.7,19.3,-26.8,,,,,,,,,
1997-11,-2.5,-48.0,-24.5,-71.5,44.6,-9.2,-24.3,-4.8,-32.9,11.5,-19.2,-18.5,-23.3,12.8,-52.3,9.5,9.6,9.7,-27.9,,,,,,,,,
1997-12,-2.2,-47.4,-23.7,-71.2,43.3,-9.3,-24.3,-4.6,-32.6,11.1,-19.7,-24.6,-22.9,22.9,-61.1,10.2,-11.0,6.3,-35.3,,,,,,,,,
1998-01,3.0,-47.1,-20.8,-73.5,38.5,-2.1,-15.2,-1.5,-32.3,8.2,-12.7,-20.7,-17.0,17.9,-52.6,8.5,-5.7,14.8,-37.0,,,,,,,,,
1998-02,3.9,-46.8,-20.5,-73.2,37.1,-2.6,-15.0,-1.4,-32.0,7.9,-13.2,-16.7,-16.4,16.9,-52.5,19.3,-16.3,14.5,-36.8,,,,,,,,,
1998-03,4.9,-46.9,-20.8,-72.9,35.5,-3.0,-14.5,-1.3,-31.3,7.8,-13.5,-13.4,-15.7,10.0,-49.7,19.6,-6.5,4.7,-45.9,,,,,,,,,
1998-04,3.6,-29.4,0.7,-59.6,42.0,-0.9,-15.2,-0.7,-31.2,11.3,-14.0,-14.3,-17.8,15.2,-50.2,22.5,34.8,5.6,-34.2,,,,,,,,,
1998-05,3.8,-29.1,1.1,-59.2,40.9,-0.9,-13.8,-0.3,-31.7,11.1,-13.7,-11.8,-17.1,13.2,-53.2,31.1,-1.4,1.9,-39.5,,,,,,,,,
1998-06,3.9,-28.7,1.5,-58.9,40.0,-1.5,-13.6,-0.4,-31.3,10.6,-13.7,-16.5,-16.4,23.0,-50.3,23.8,3.3,8.5,-47.9,,,,,,,,,
1998-07,-2.3,-15.6,12.9,-44.1,13.9,11.3,1.4,6.3,-2.4,13.9,-6.2,-18.0,-17.8,21.6,-55.4,23.1,-13.9,9.4,-43.3,,,,,,,,,
1998-08,-2.1,-14.9,13.7,-43.5,12.2,11.1,1.8,6.4,-1.3,13.7,-6.3,-25.9,-17.1,27.3,-63.3,13.0,-2.3,2.8,-51.9,,,,,,,,,
1998-09,-2.0,-14.1,14.6,-42.8,10.5,10.9,2.4,6.5,-0.2,14.0,-6.3,-24.8,-16.2,19.6,-69.2,14.3,-10.7,4.4,-51.6,,,,,,,,,
1998-10,5.1,-40.6,-22.5,-58.7,23.2,-12.9,-18.2,-5.1,-30.1,-1.2,-15.7,-35.7,-39.9,31.3,-78.6,2.9,-20.5,-11.9,-52.4,,,,,,,,,
1998-11,5.1,-41.1,-23.7,-58.4,21.8,-13.7,-18.5,-5.4,-29.9,-2.1,-16.1,-36.9,-40.8,37.5,-78.9,5.7,-14.2,-12.1,-48.1,,,,,,,,,
1998-12,5.4,-41.3,-24.2,-58.4,20.6,-14.4,-18.8,-5.6,-29.9,-2.9,-16.5,-35.3,-41.7,33.5,-76.8,4.4,-7.2,1.9,-55.6,,,,,,,,,
1999-01,-16.3,-52.5,-34.4,-70.6,44.2,-20.4,-22.5,-9.3,-26.0,4.7,-15.0,-32.0,-35.4,31.2,-77.8,13.0,-14.0,4.2,-58.2,,,,,,,,,
1999-02,-16.7,-53.4,-35.5,-71.2,43.8,-21.2,-22.7,-9.6,-25.7,3.9,-15.2,-32.3,-35.7,29.7,-69.6,2.6,-14.1,0.9,-57.7,,,,,,,,,
1999-03,-17.1,-54.2,-36.6,-71.8,43.4,-22.1,-22.9,-9.9,-25.4,3.1,-15.3,-31.5,-36.0,27.6,-71.5,4.5,-10.9,13.5,-51.3,,,,,,,,,
1999-04,-21.5,-51.0,-20.3,-81.7,31.9,-28.1,-13.7,-9.4,-35.9,-0.3,-13.7,-32.2,-45.0,28.1,-71.7,3.3,6.4,3.7,-64.7,,,,,,,,,
1999-05,-22.0,-51.3,-20.3,-82.4,31.3,-28.7,-12.8,-9.4,-35.5,-0.6,-13.3,-29.7,-45.6,26.3,-66.8,4.1,-3.5,-9.4,-57.4,,,,,,,,,
1999-06,-22.3,-51.6,-20.1,-83.0,30.8,-29.9,-12.7,-9.7,-36.0,-1.1,-13.6,-21.6,-46.0,3.7,-64.0,2.9,-7.4,-10.2,-53.4,,,,,,,,,
1999-07,-7.7,-62.2,-43.9,-80.6,24.5,-31.6,-20.7,-13.3,-41.4,-1.9,-12.5,-30.0,-52.2,28.2,-61.8,0.0,-0.3,-10.0,-52.7,,,,,,,,,
1999-08,-7.4,-62.7,-44.6,-80.7,23.2,-32.3,-20.7,-13.4,-41.3,-2.3,-12.7,-23.7,-52.4,22.3,-62.9,13.9,-24.8,-0.5,-46.1,,,,,,,,,
1999-09,-7.2,-63.2,-45.5,-80.9,21.8,-33.1,-20.6,-13.5,-40.7,-2.7,-13.2,-22.4,-52.1,18.4,-66.9,18.2,-1.3,-3.2,-47.7,,,,,,,,,
1999-10,-42.2,-67.7,-52.5,-82.8,23.5,-24.5,-30.5,-12.0,-38.1,-13.0,-19.1,-22.2,-44.5,27.3,-69.7,30.4,13.2,-14.3,-51.4,,,,,,,,,
1999-11,-43.4,-68.5,-54.0,-83.0,22.3,-24.8,-31.2,-12.0,-38.2,-13.9,-19.9,-18.2,-44.7,13.1,-67.5,26.0,-8.1,-6.1,-31.7,,,,,,,,,
1999-12,-44.5,-69.2,-55.3,-83.1,21.2,-25.0,-31.9,-12.0,-38.3,-14.7,-20.7,-15.5,-44.9,13.1,-51.8,18.3,1.0,-14.4,-34.1,,,,,,,,,
2000-01,-57.6,-55.8,-24.1,-87.5,3.5,-16.0,-35.4,-12.4,-35.6,-6.8,-14.3,-16.6,-49.6,6.5,-44.7,1.3,11.3,-19.9,-36.9,,,,,,,,,
2000-02,-59.3,-55.9,-23.6,-88.1,1.7,-16.0,-36.1,-12.4,-35.5,-7.1,-15.0,-15.7,-49.8,6.2,-55.6,14.8,-12.2,-5.5,-32.7,,,,,,,,,
2000-03,-60.8,-55.9,-23.2,-88.7,-0.1,-16.1,-37.0,-12.4,-35.0,-7.4,-16.0,-17.2,-49.9,8.9,-53.6,11.0,8.1,-1.3,-31.6,,,,,,,,,
2000-04,-36.0,-69.9,-51.0,-88.8,6.4,-20.7,-28.9,-16.3,-23.1,-14.7,-0.8,-17.3,-43.7,4.8,-51.8,4.6,-3.2,5.8,-38.4,,,,,,,,,
2000-05,-36.1,-70.1,-51.2,-89.0,5.0,-20.7,-28.7,-16.4,-22.6,-15.3,-0.3,-12.8,-43.4,2.2,-44.9,8.6,-8.6,8.8,-32.3,,,,,,,,,
2000-06,-36.1,-70.3,-51.4,-89.2,3.7,-20.7,-28.4,-16.4,-22.2,-15.9,0.1,-16.2,-43.2,6.5,-47.0,4.7,18.6,6.2,-26.4,,,,,,,,,
2000-07,-25.4,-76.0,-55.7,-96.2,1.7,-33.8,-31.3,-24.1,-27.0,-17.0,7.2,-19.5,-35.9,7.3,-50.3,-1.1,-3.2,10.6,-39.5,,,,,,,,,
2000-08,-24.6,-76.2,-56.1,-96.3,-0.2,-34.3,-30.9,-24.4,-26.2,-17.4,8.0,-14.9,-35.4,9.4,-51.9,16.7,-14.9,7.0,-36.1,,,,,,,,,
2000-09,-23.8,-76.4,-56.3,-96.4,-2.1,-34.9,-30.3,-24.6,-25.5,-17.8,8.7,-10.1,-34.8,0.2,-49.3,19.2,9.4,-3.6,-37.3,,,,,,,,,
2000-10,-15.2,-67.3,-45.2,-89.5,9.7,-21.6,-26.4,-19.9,-18.8,-12.6,11.7,-12.9,-27.9,0.1,-51.8,13.2,-0.2,4.9,-33.3,,,,,,,,,
2000-11,-14.3,-67.7,-45.8,-89.5,8.8,-21.6,-26.4,-20.1,-18.3,-13.2,12.4,-11.3,-27.5,-4.1,-48.2,10.2,0.3,5.7,-39.3,,,,,,,,,
2000-12,-13.2,-68.2,-46.8,-89.6,7.6,-21.6,-26.1,-20.2,-17.9,-14.1,12.9,-12.5,-26.9,-7.1,-47.3,2.7,12.3,6.9,-32.2,,,,,,,,,
2001-01,-2.4,-67.2,-50.1,-84.2,-2.6,-19.8,-27.8,-13.9,-27.2,-8.6,-5.8,-11.2,-27.2,0.1,-46.7,13.2,2.9,6.8,-32.8,,,,,,,,,
2001-02,-2.0,-67.3,-50.4,-84.1,-3.6,-19.7,-28.2,-13.8,-27.1,-8.6,-6.6,-11.2,-26.8,-1.8,-48.8,13.5,2.5,1.3,-31.7,,,,,,,,,
2001-03,-3.0,-67.6,-51.1,-84.0,-4.7,-19.7,-29.3,-13.8,-26.9,-8.5,-7.4,-7.4,-26.5,1.2,-36.4,15.5,-2.6,-6.7,-23.8,,,,,,,,,
2001-04,-8.1,-57.4,-29.4,-85.3,0.0,-5.8,-23.4,-12.9,-19.8,0.5,9.4,-2.3,-30.2,-4.5,-25.6,14.2,4.4,-3.1,-14.4,,,,,,,,,
2001-05,-7.9,-56.9,-28.5,-85.3,-0.9,-5.3,-23.0,-12.7,-19.4,0.9,9.8,-2.9,-30.3,2.0,-26.8,20.1,-3.9,0.1,-20.9,,,,,,,-16.8,-18.1,50.2
2001-06,-7.7,-56.6,-27.8,-85.4,-1.9,-4.8,-22.6,-12.5,-19.0,1.1,10.2,-10.0,-30.5,9.7,-28.8,8.7,17.3,1.2,-13.4,,,,,,,-15.8,-14.6,51.1
2001-07,-28.6,-48.2,-11.7,-84.7,3.5,-11.0,-32.6,-16.6,-30.3,-9.4,6.3,-10.3,-15.6,1.6,-35.3,5.9,5.6,-3.4,-24.1,,,,,,,-12.9,-7.8,43.4
