country,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE
1987-Q2,,,,,7.4,,,18.85667,85.51,,-0.6549913,-4.842944,68.54176
1987-Q3,,,,,8.013333,,,26.18333,85.89,,-0.9291972,-8.489676,80.96982
1987-Q4,,,,,18.93667,,,22.96,86.64,,-1.086236,-6.58809,83.44196
1988-Q1,,,,,12.05333,,,33.41333,85.79,,-5.675447,-15.9128,86.34138
1988-Q2,,,,,18.30333,,,25.91,86.96,,-10.78588,-26.1223,89.16224
1988-Q3,,,,,8.84,,,26.56,87.4,,4.353765,0.8198863,84.90586
1988-Q4,,,,,15.12333,,,19.49667,88.2,,7.762324,6.709154,83.72919
1989-Q1,,,,,16.08,,,17.11667,88.56,,15.94558,20.71924,99.81451
1989-Q2,,,,,17.26333,,,14.36333,89.42,,1.466957,-1.025008,107.9395
1989-Q3,,,,,36.77667,,,13.76333,89.2,,-5.583915,-8.622562,102.6287
1989-Q4,,,,,30.92667,,,13.91667,88.72,,7.618056,15.15392,107.1349
1990-Q1,,,,,31.37667,,,15.22667,89.46,,-8.345648,-10.37348,134.0291
1990-Q2,,,,,34.17,,,18.56333,89.72,,-12.07681,-15.78062,114.6249
1990-Q3,,,,,21.08333,,,28.05667,89.66,,-10.3847,-17.27796,101.6734
1990-Q4,,,,,19.13333,,,28.67333,88.74,,-44.09213,-64.20228,129.3434
1991-Q1,,,,,20.01333,,,26.68667,88.3,,-48.36989,-70.05647,123.7218
1991-Q2,,,,,12.04,,,37.68,85.05,,-25.92965,-36.3585,97.8024
1991-Q3,,,,,16.84,,,30.79,83.28,,-37.85444,-57.77681,104.3211
1991-Q4,,,,,20.94333,,,27.00667,83.22,,-40.91594,-57.11211,107.8745
1992-Q1,,,,,19.66,,,25.77667,82.58,,-48.79034,-68.96301,102.3777
1992-Q2,,,,,10.35,,,26.77667,82.01,,-39.71219,-56.60572,90.93858
1992-Q3,,,,,-3.503333,,,24.08333,81.75,,-42.27355,-57.54009,97.47124
1992-Q4,,,,,-14.49667,,,15.10667,80.93,,-44.58083,-64.01079,70.8172
1993-Q1,,,,,-10.88667,,,14.65667,79.74,,-43.97565,-59.54821,73.89214
1993-Q2,,,,,-15.07,,,15.11667,79.51,,-27.83652,-37.9967,60.15534
1993-Q3,,,,,-10.18,,,23.68667,79.57,,-28.96542,-39.50258,57.16637
1993-Q4,,,,,-11.02667,,,34.64,80.3,,-10.59272,-7.299248,39.77254
1994-Q1,,,,,-12.78,,,33.65667,81.39,,-2.740938,9.642595,50.34687
1994-Q2,,,,32.34,2.386667,3.28,2.69,24.88667,82.46,,4.810576,23.30603,52.28778
1994-Q3,-27.58376,-12.16687,-15.97366,25.79,6.23,1.698889,5.98,26.92333,83.75,,3.145956,20.38107,62.06857
1994-Q4,-40.83713,-12.99979,-27.89517,45.24,6.293334,7.686666,8.82,28.47333,83.97,,0.6102305,20.00518,93.00413
1995-Q1,-55.08817,-23.32386,-31.74619,38.11,10.82333,3.267778,1.55,39.13,84.43,,-13.97882,4.72725,122.6859
1995-Q2,-72.77251,-35.6864,-36.59553,2.36,-6.38,-11.1,-4.12,29.28,85.07,,-8.043981,0.02962318,67.72923
1995-Q3,-79.20987,-36.97743,-42.64581,20.36,-3.13,-6.981111,-4.29,38.17333,85.49,,-11.38397,-7.803334,56.9418
1995-Q4,-86.17529,-40.62053,-45.62722,4.66,-13.78333,-13.99111,-6.44,32.85,85.26,,-9.933368,-7.547542,51.15087
1996-Q1,-91.91154,-42.50609,-49.36593,-6.14,-18.39,-17.54,-9.6,28.09,84.86,,-24.47532,-26.71099,48.86249
1996-Q2,-93.52844,-41.01162,-52.13237,-2.1,-20.1,-18.38889,-8.1,32.96667,83.92,,-30.99024,-42.64496,45.63246
1996-Q3,-84.37296,-40.76662,-43.96795,-9.51,-17.04,-17.11222,-8.25,24.78667,83.05,,-37.30136,-55.17876,37.13287
1996-Q4,-86.82594,-43.06547,-43.76878,-17.2,-20.79333,-20.76,-19.95,24.28667,82.85,,-25.97767,-35.99282,28.00741
1997-Q1,-68.65402,-25.47941,-43.22275,-1.74,-19.28667,-14.29556,-8.8,21.86,83.02,,-21.99539,-34.71486,18.2733
1997-Q2,-83.70685,-37.12554,-46.18307,11.49,-0.53,-2.864444,-3.83,19.55333,83.38,,-15.08834,-20.24217,23.00514
1997-Q3,-66.56854,-20.31909,-46.55343,25.78,-2.113333,2.585556,-12.89,15.91,83.8,,-0.6930633,-0.5376803,22.71148
1997-Q4,-58.07015,-19.18498,-38.92236,35.45,12.84,10.27889,-2.59,17.45333,84.61,,4.837578,14.38536,31.80861
1998-Q1,-52.65565,-20.42218,-32.32488,35.61,17.19667,11.38111,2.29,18.66333,85.45,,2.195539,3.542006,26.66264
1998-Q2,-25.39523,-9.314033,-15.71384,33.2,13.61,9.198889,-0.88,19.21333,85.03,,5.830163,14.26703,35.19833
1998-Q3,-30.2721,-11.43938,-18.94819,31.15,16.94333,9.846666,-2.32,18.55333,86.01,,13.08735,28.27393,31.78986
1998-Q4,-17.66753,-6.201049,-11.67924,24.52,19.24333,10.50111,4.7,12.26,85.23,,4.883116,6.815506,33.25062
1999-Q1,-10.03675,0.6510916,-10.68923,30.43,11.43667,8.733334,4.98,15.66667,84.85,,3.570331,7.158837,41.39728
1999-Q2,-6.020997,-0.05176342,-5.725389,29.28,17.84333,10.29444,1.71,16.24,80.92,-11.39,-1.94033,-0.6097308,44.7426
1999-Q3,4.204926,7.828459,-3.622644,40.83,32.40333,17.84111,9.26,19.71,81.26,-7.3,9.845616,14.47724,38.63161
1999-Q4,10.67599,12.68703,-2.225386,51.42,31.31667,20.53222,7.16,21.14,81.87,-0.34,18.38345,33.16346,45.65521
2000-Q1,32.7772,18.70679,14.12736,47.34,39.93333,23.64556,8.49,16.33667,82.19,3.89,22.64033,37.90363,59.36568
2000-Q2,11.76699,16.19146,-4.40577,52.18,33.77333,21.75778,14.11,20.68,82.51,4.81,21.06278,36.11227,58.86694
2000-Q3,22.55591,14.94507,7.718755,49.02,26.28667,20.39444,5.86,14.12333,82.99,12.04,24.22992,43.75409,67.68397
2000-Q4,20.5793,14.38406,6.088849,42.08,28.20333,19.53667,11.42,11.67333,83.43,17.59,20.15855,34.95279,71.28613
2001-Q1,11.26668,7.521786,3.844152,38.14,29.39333,16.87444,4.9,16.91,84.26,30.87,19.29549,29.73287,71.83812
2001-Q2,4.479321,4.731651,-0.454627,23.82,25.78667,9.242222,9.64,21.88,83.82,7.59,9.78528,8.808085,72.42204
2001-Q3,-8.215242,-3.95288,-4.195551,33.8,24.02667,11.45111,6.44,23.47333,82.36,3.32,7.390249,9.192804,72.69662
2001-Q4,-17.26564,-7.01518,-10.03618,11.51,18.06667,2.538889,2.38,21.96,81.41,-5.34,-29.10208,-56.14457,62.67035
2002-Q1,-25.37403,-11.6715,-13.79533,17.27,13.92333,3.385556,-0.22,21.03667,79.93,-1.37,0.8224184,-3.765388,58.49932
2002-Q2,-36.89729,-15.4053,-21.68926,20.1,11.80667,4.575555,-2.62,18.18,79.76,-1.05,0.9932057,1.475623,65.52116
2002-Q3,-31.50642,-11.42391,-20.08921,7.36,-1.93,-5.228889,-1.65,21.11667,80.3,-6.38,-6.023929,-12.65144,65.65438
2002-Q4,-39.55008,-22.30571,-16.88259,6.74,-9.4,-8.928889,-12.31,24.12667,79.75,-10.42,-16.35664,-30.61205,53.45195
2003-Q1,-36.87779,-17.48921,-19.57074,4.1,-22.14333,-12.43444,-15.18,19.26,79.78,-11.71,-12.0792,-23.17057,52.48027
2003-Q2,-33.54839,-15.21143,-18.45753,0.99,-24.96333,-14.34889,-21.43,19.07333,79.85,-10.17,-18.09262,-31.55404,53.89964
2003-Q3,-41.32855,-15.20918,-26.19938,-0.42,-22.80333,-13.29778,-11.9,16.67,80.32,-11.55,-9.901005,-16.45087,37.95269
2003-Q4,-21.69447,-10.31086,-11.01536,1.63,-8.926666,-8.836667,-22.6,19.21333,79.83,-9.11,-3.233196,-0.04878613,61.1862
2004-Q1,-24.9306,-10.16346,-15.00803,38.98,-0.05333333,8.138889,-1.48,14.51,81.57,-9.96,8.759441,20.08266,59.86937
2004-Q2,-8.992592,-3.377997,-5.555757,35.39,-1.44,5.68,-3.87,16.91,83.06,2.17,8.92179,20.71933,53.79466
2004-Q3,-3.78338,-0.4291935,-3.523433,30.86,1.796667,2.906667,-11.19,23.93667,84.51,4.9,5.780987,14.95978,59.0229
2004-Q4,-7.626724,-9.86716e-05,-7.379195,21.47,-8.773334,-4.291111,-9.92,25.57,85.12,5.71,-0.7094362,0.1439711,62.85529
2005-Q1,7.352523,0.5267398,6.722893,14.39,-11.36,-6.478889,-8.82,22.46667,84.59,8.88,1.705275,4.442349,44.71316
2005-Q2,0.3640734,-1.670991,2.097053,16.1,2.66,1.227778,-14.22,15.07667,83.77,1.17,-2.068991,-1.16609,34.86214
2005-Q3,11.33279,1.910561,9.265911,22.02,-1.01,3.016667,-0.96,11.96,83.72,0.45,-7.943811,-12.3803,46.47776
2005-Q4,13.41245,3.551797,9.917089,10.68,4.276667,1.488889,1.19,10.49,84.27,2.14,-5.087158,-7.900145,45.55637
2006-Q1,25.68445,10.24339,15.5797,24.86,6.143333,6.715556,-3.66,10.85667,84.8,1.68,11.02693,23.69264,42.71364
2006-Q2,28.52308,9.133313,19.35087,20.52,10.12333,6.06,-0.07,12.46333,85.91,7.8,7.181694,15.64809,48.70254
2006-Q3,24.73728,6.112563,18.45668,19.79,17.45667,8.237778,-3.1,12.53333,85.9,11.88,14.63763,25.0989,49.41594
2006-Q4,32.28116,10.94927,21.32512,24.12,17.2,10.00778,1.24,11.29667,87.11,10.37,11.46067,23.41353,49.62751
2007-Q1,31.1706,6.172646,25.30458,26.4,21.68,11.54444,1.07,13.44667,87.69,14.59,11.92119,24.69732,43.77752
2007-Q2,28.36708,6.123862,22.13529,22.92,25.45667,11.20556,9.68,14.76,88.24,10.87,15.0858,27.37975,47.01089
2007-Q3,26.83966,5.774252,20.81137,25.52,21.38333,11.32,7.52,12.94333,87.56,11.94,9.389793,22.34861,56.36858
2007-Q4,19.30907,2.618081,16.74116,25.21,30.99667,14.71778,10.23,12.05333,86.52,15.5,16.20603,15.63851,78.91959
2008-Q1,10.22842,-1.111533,11.64775,20.04,33.35,13.22333,15.86,13.72,87.3,26.68,2.358649,-10.11686,87.58795
2008-Q2,4.75743,-5.631015,10.33987,21.01,26.59667,11.44667,19.06,13.26667,87.31,13.21,-0.5900789,-22.62535,83.72578
2008-Q3,3.035592,-5.913378,8.63977,18.01,23.31333,10.03222,17.79,11.22667,86.59,19.01,-15.78166,-44.58766,99.04205
2008-Q4,-6.939521,-14.77006,7.82045,5.12,14.30667,2.388889,17.7,12.26,85.29,13.18,-34.06137,-56.72845,70.40844
2009-Q1,-8.726166,-13.90429,5.519265,-14.14,6.496666,-7.116667,-1.93,13.70667,82.27,-6.61,-39.78055,-58.33856,-4.197397
2009-Q2,-16.96693,-11.30768,-5.627815,-13.79,0.4133333,-9.037778,-5.94,13.73667,77.82,-19.82,-49.61376,-67.31705,10.92034
2009-Q3,-4.899552,-6.072223,0.9224185,-11.6,1.536667,-8.292222,-6.15,14.81333,75.91,-16.5,-37.97897,-32.06979,24.35306
2009-Q4,3.169632,-2.774388,5.645066,4.72,2.013333,-1.965556,-5.89,12.63,76.54,-12.17,-12.76694,22.10246,35.9423
2010-Q1,7.349737,-0.4491008,8.326913,10.26,3.256667,0.6922222,1.2,11.44,76.94,-6.42,-9.042902,22.64975,39.56848
2010-Q2,18.71978,2.632029,16.1626,11.83,4.716667,1.962222,3.21,10.66,80.22,-0.98,13.86065,40.59645,55.59752
2010-Q3,21.97478,4.031761,17.74424,10.72,9.736667,3.598889,10.03,9.66,83.07,-4.55,17.23432,33.78663,33.30001
2010-Q4,25.08043,6.566845,17.91494,8.21,7.896667,2.064445,13.92,9.913333,83.97,-0.94,8.338658,22.7146,46.87912
2011-Q1,,,,9.87,6.846667,2.138889,5.24,10.3,84.63,-2.41,7.785593,13.91101,42.68765
2011-Q2,,,,4.75,5.343333,-0.09555556,3.69,10.38,84.32,1.09,-1.949348,10.75151,72.75912
2011-Q3,,,,-0.25,-10.01667,-8.642222,2.93,15.66,84.92,-8.38,-15.67198,-20.9219,35.8674
2011-Q4,,,,-11.61,-14.89,-14.92889,1.72,18.28667,83.64,-15.99,-23.03739,-33.6202,6.694547
2012-Q1,,,,-7.93,-9.513333,-11.30889,3.69,16.48333,83.25,-15.71,-21.44644,-30.52935,27.5509
2012-Q2,,,,1.66,-7.04,-6.094444,2.08,12.90333,83.07,-9.32,-8.318418,-5.366704,37.03814
2012-Q3,,,,1.03,-2.12,-4.052222,-0.38,11.06667,81.71,-8.38,-16.02883,-18.88851,30.15927
2012-Q4,,,,2.44,-2.673333,-3.256667,2.15,9.536667,81.19,-7.82,-15.49969,-19.214,34.64956
2013-Q1,,,,1.78,-4.193333,-4.384444,-0.35,10.74,81.0,-9.8,-8.028696,-1.566108,38.20084
2013-Q2,,,,-4.05,-7.01,-8.213333,4.26,13.58,81.75,-7.6,-5.085521,0.0648823,37.78823
2013-Q3,,,,0.36,1.236667,-3.13,6.46,10.98667,81.51,-2.14,-7.274589,-4.954844,51.4908
2013-Q4,,,,3.03,5.503334,-1.04,2.58,11.65333,81.63,-6.73,-3.269534,5.257143,49.83263
2014-Q1,,,,9.54,6.813334,1.904444,4.1,10.64,82.2,1.13,-0.3603091,16.26778,55.19679
2014-Q2,,,,11.11,15.27,6.064445,6.99,8.186666,82.36,-1.28,0.4211659,4.769725,53.05265
2014-Q3,,,,8.9,2.743333,0.3344444,6.42,10.64,82.21,-6.06,0.7116202,5.549096,53.18329
2014-Q4,,,,4.77,-2.32,-3.06,1.86,11.63,82.39,-4.25,-9.97307,-9.733438,48.73242
2015-Q1,,,,1.7,-5.016667,-5.622222,3.16,13.55,82.41,-9.1,-8.166229,-13.67708,31.75215
2015-Q2,,,,-2.1,-12.48333,-9.988889,-8.34,15.38333,81.51,-28.54,-6.313499,-10.45872,9.64129
2015-Q3,,,,-0.78,-11.70333,-8.956667,-10.83,14.38667,81.65,-21.61,-17.5007,-24.18008,16.31759
2015-Q4,,,,3.49,-10.69,-6.628889,-6.56,12.68667,81.84,-11.86,-16.27702,-11.96049,31.18929
2016-Q1,,,,2.2,-10.10333,-6.578889,-5.99,11.83333,81.25,-12.35,-15.8248,-17.12212,18.38287
2016-Q2,,,,8.57,-10.71,-4.631111,-1.68,11.75333,81.23,-10.28,-15.05844,-19.35832,26.02685
2016-Q3,,,,4.92,-12.20667,-6.541111,-4.68,12.33667,81.41,-8.91,-14.12489,-18.59575,30.22135
2016-Q4,,,,11.99,-10.72,-4.145555,-5.17,13.70667,80.96,-8.07,-12.14941,-2.869185,39.84944
2017-Q1,,,,8.64,-8.113334,-4.354445,-5.09,13.59,80.6,-10.21,-5.253282,12.98705,43.92646
2017-Q2,,,,5.27,-3.736667,-3.876667,-5.42,13.16333,81.45,-4.79,-8.175464,2.289393,41.61077
2017-Q3,,,,7.36,-1.413333,-1.986667,-1.25,11.90667,82.03,4.67,-1.903629,16.20588,43.25968
2017-Q4,,,,3.13,1.11,-2.938889,-1.95,13.05667,83.33,2.39,-1.087526,17.82549,52.32373
2018-Q1,,,,7.73,5.373333,0.6133333,-1.81,11.26333,83.61,4.62,2.960944,30.38784,46.0158
2018-Q2,,,,14.79,6.936666,2.586667,-1.1,13.96667,83.9,9.01,1.561376,11.89604,55.99738
2018-Q3,,,,7.61,8.176666,0.49,-1.58,14.31667,84.2,5.93,-6.02247,6.103806,57.46189
2018-Q4,,,,13.71,5.896667,1.951111,1.88,13.75333,83.62,1.84,-4.894318,12.32924,52.38279
2019-Q1,,,,,5.16,,,13.73,83.76,4.85,-5.988725,-5.801292,56.04653
2019-Q2,,,,,9.98,,,14.26,82.15,3.07,-6.701225,-4.840377,50.79154
2019-Q3,,,,,8.89,,,14.89,80.16,-2.2,-9.65471,-2.380833,47.32655
2019-Q4,,,,,5.996666,,,15.52667,80.37,-0.91,-15.35725,-20.09782,48.88378
2020-Q1,,,,,7.016667,,,14.30333,80.76,1.53,-8.65162,-5.270873,54.16334
2020-Q2,,,,,-17.43,,,21.5,80.39,-5.81,-56.63245,-77.31677,58.02343
2020-Q3,,,,,11.2,,,12.51,76.93,-5.87,-28.6032,-18.92947,43.17327
2020-Q4,,,,,15.79,,,11.71,78.07,-0.64,-29.27434,-15.08261,36.8037
2021-Q1,,,,,8.74,,,13.56,80.27,-3.82,-31.49339,-16.5518,43.32593
2021-Q2,,,,,23.60667,,,9.49,82.41,11.36,-17.74735,5.203247,60.03717
2021-Q3,,,,,21.16333,,,7.886667,84.14,25.59,10.59625,48.17944,73.93803
2021-Q4,,,,,19.8,,,8.493333,84.87,30.77,9.380876,43.4255,75.96121
2022-Q1,,,,,,,,,83.71,41.59,1.373964,21.04263,92.95478
