country,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN
2006-08,27.8,16.6,23.6,9.7,9.6,29.5,42.5,25.1,11.2,32.5,-3.2,10.9,-8.1,8.8,16.5,25.1,11.0,7.1,11.7,38.5,32.3,34.5,24.0,8.5,9.6,-14.4,-5.3,63.9
2006-09,35.5,21.2,26.2,16.1,11.9,45.1,20.2,22.7,14.0,32.1,-3.0,14.2,-8.7,2.9,9.8,35.7,15.1,8.2,4.5,39.1,32.0,27.5,29.3,14.0,20.9,-14.5,-4.1,63.1
2006-10,41.1,23.7,30.7,16.7,17.2,38.1,31.8,24.3,-0.2,23.3,-3.2,11.3,-6.5,11.0,16.3,28.5,19.0,10.3,11.6,39.3,31.5,30.9,24.3,11.4,22.0,-14.6,-7.5,65.5
2006-11,41.5,24.6,28.8,20.3,10.7,38.3,37.8,26.8,22.5,23.5,-4.3,12.6,-9.7,10.4,12.8,35.5,22.4,13.5,3.7,43.6,30.1,27.7,18.9,13.8,13.3,-13.8,-2.6,61.6
2006-12,41.4,21.8,28.0,15.5,13.9,37.1,32.1,19.9,13.7,19.8,9.5,13.7,-6.7,10.2,17.4,33.8,27.0,14.8,13.2,45.5,35.8,33.9,28.0,13.2,20.7,-16.8,-7.9,67.6
2007-01,46.8,17.4,17.3,17.5,21.0,15.5,34.8,13.1,18.0,16.2,10.9,11.9,3.2,1.8,6.6,30.9,22.7,11.6,8.6,44.8,32.3,22.8,29.3,9.9,11.8,-14.3,-3.4,51.4
2007-02,38.9,20.7,23.8,17.7,21.6,44.3,36.6,26.5,17.9,21.0,1.3,15.8,-2.2,4.0,18.4,33.1,38.6,15.0,13.2,29.3,28.4,20.2,35.6,11.4,12.1,-12.3,-1.1,41.2
2007-03,48.1,27.8,23.9,31.7,12.8,41.9,35.2,25.6,18.6,25.0,0.3,14.1,4.9,10.0,23.8,28.6,25.0,13.5,14.5,35.9,31.0,28.0,29.1,6.0,10.7,-10.6,0.1,39.8
2007-04,41.6,26.3,27.0,25.6,24.4,39.5,39.3,25.4,13.3,24.3,2.6,15.2,11.2,1.1,13.0,33.6,18.4,12.8,9.6,44.5,33.6,25.6,30.7,8.4,8.2,-14.5,-2.5,46.1
2007-05,40.7,26.9,29.6,24.2,16.3,37.5,34.9,23.3,19.2,23.6,2.5,17.1,9.9,2.8,17.0,37.0,17.7,11.0,18.0,37.8,25.8,20.6,19.2,10.2,-2.0,-12.0,0.2,41.1
2007-06,40.9,25.1,29.3,20.9,16.6,36.4,40.5,26.0,19.0,27.2,-1.1,14.5,7.3,6.7,18.3,31.9,22.6,10.1,16.4,32.3,30.2,31.8,26.6,6.8,9.7,-12.1,-1.6,31.6
2007-07,31.6,19.8,23.2,16.4,17.4,35.8,40.0,25.4,19.5,25.9,-0.3,16.1,6.7,2.1,16.4,34.0,10.9,12.5,11.8,48.8,36.1,24.4,35.1,5.2,-4.4,-10.6,5.0,39.2
2007-08,21.4,18.0,19.0,16.9,15.3,37.9,37.2,24.3,20.2,20.5,2.3,11.4,10.0,6.5,9.8,31.0,12.4,13.3,8.1,38.1,30.8,22.1,32.2,0.4,-4.3,-8.9,2.3,46.2
2007-09,19.8,15.8,19.3,12.3,10.4,56.0,59.9,38.2,15.9,18.7,1.3,8.2,9.9,8.9,8.5,25.0,21.2,11.7,8.8,39.5,26.9,20.5,20.7,2.0,-6.8,-19.4,-6.5,51.2
2007-10,21.1,17.1,26.4,7.7,21.6,40.3,38.0,25.4,12.3,18.8,2.2,6.8,7.1,9.6,0.3,29.7,-0.2,11.0,-1.7,36.5,30.5,30.2,24.9,3.9,-7.1,-24.6,-10.1,46.0
2007-11,20.1,12.0,18.5,5.5,17.2,43.7,63.1,35.8,20.2,27.7,-0.6,8.0,7.2,8.0,4.1,27.9,20.8,16.2,7.7,31.2,23.5,23.9,15.6,5.6,-14.1,-21.5,-10.0,42.5
2007-12,25.1,16.7,18.4,14.9,18.4,38.5,62.9,35.5,30.4,30.4,-5.2,9.1,10.1,5.6,0.8,32.0,6.3,14.8,0.9,28.4,26.4,29.2,21.4,19.4,-0.4,-20.1,-5.9,38.1
2008-01,24.9,13.5,18.2,8.7,21.0,37.2,34.3,25.1,8.9,26.0,-3.7,6.5,10.3,8.2,-1.8,29.7,-1.6,22.7,0.3,33.0,27.8,27.5,23.0,21.3,-11.7,-31.0,-18.5,53.3
2008-02,17.2,11.5,19.6,3.4,25.4,40.2,38.2,27.1,15.1,25.4,-3.1,5.9,13.8,11.8,-4.3,33.7,8.2,13.5,-6.0,43.5,33.7,35.1,22.4,14.8,4.6,-28.7,-11.6,49.4
2008-03,31.3,17.5,27.0,8.0,16.5,38.3,54.6,33.2,18.7,25.9,-6.7,5.3,10.3,10.0,-2.6,28.4,16.7,11.8,-0.8,40.7,32.9,32.6,25.5,24.4,0.5,-23.5,-7.5,40.5
2008-04,15.7,8.8,15.3,2.2,13.5,26.2,50.3,25.9,14.7,20.4,-1.2,5.4,7.5,12.8,-8.7,37.8,-2.5,15.9,-10.8,41.6,34.6,38.0,24.2,19.7,26.3,-23.2,-6.8,36.4
2008-05,15.4,8.9,16.5,1.2,16.5,37.4,55.6,30.7,15.4,19.5,0.9,2.8,6.6,10.9,-7.1,26.5,23.1,15.7,-5.1,40.8,34.4,33.8,28.7,24.7,23.7,-28.5,-19.6,44.3
2008-06,21.3,5.1,12.3,-2.1,17.3,33.7,40.8,26.1,11.3,23.0,-3.8,-2.0,-4.9,15.3,-11.4,20.9,-5.8,18.7,-10.5,39.7,30.2,31.6,19.2,13.7,19.8,-31.1,-17.2,42.9
2008-07,17.1,5.8,6.1,5.4,12.0,32.3,51.1,27.5,11.2,14.7,0.7,-0.7,-1.1,13.8,-16.7,28.4,-2.8,19.2,-13.8,35.3,31.8,43.2,17.0,10.3,21.9,-27.8,-14.8,44.8
2008-08,10.9,1.5,4.1,-1.1,17.7,33.1,41.3,25.4,15.0,18.9,-1.9,-3.3,-0.9,12.4,-18.6,21.0,3.6,14.9,-15.7,38.8,36.0,37.8,31.3,16.5,24.4,-27.1,-12.8,35.6
2008-09,7.2,2.7,11.7,-6.2,7.8,24.4,38.0,17.8,-6.3,4.7,8.9,-7.4,-5.9,15.4,-21.8,15.0,-4.4,11.9,-19.1,27.1,30.6,35.0,29.9,25.0,15.6,-18.2,-2.1,22.0
2008-10,-2.4,-3.2,5.3,-11.8,6.4,34.1,42.2,26.1,7.0,19.0,-2.0,-18.6,-16.5,15.6,-42.3,2.3,-13.0,0.5,-36.4,25.1,24.9,28.3,21.5,25.8,14.5,-26.1,-17.0,47.1
2008-11,-17.4,-16.2,-5.7,-26.6,-4.0,14.1,13.3,8.0,-1.1,0.5,3.4,-27.2,-32.2,16.9,-53.5,-11.3,-26.3,-9.5,-44.7,26.1,11.0,-5.3,12.2,0.2,19.0,-29.0,-21.5,27.5
2008-12,-21.3,-30.9,-22.5,-39.3,-12.4,3.8,15.5,0.8,-1.3,-6.1,16.8,-33.9,-47.4,17.6,-68.7,-15.3,-45.4,-17.7,-58.5,10.5,-2.2,-7.6,-9.6,-13.7,-2.1,-30.2,-28.3,21.1
2009-01,-41.0,-36.3,-30.2,-42.4,-28.3,-20.2,23.4,-4.6,-32.4,-30.8,17.1,-38.0,-49.4,24.6,-64.0,-25.4,-32.8,-21.3,-56.0,0.1,-9.6,-1.8,-26.9,-18.9,-2.5,-37.2,-43.9,15.9
2009-02,-31.7,-37.8,-32.9,-42.6,-32.5,0.6,-10.1,-10.9,-32.2,-10.7,23.3,-34.6,-49.3,18.1,-68.2,-17.4,-36.4,-26.1,-65.0,-8.7,-14.3,-8.2,-26.0,-18.1,-8.7,-33.1,-33.6,22.2
2009-03,-32.9,-51.3,-50.4,-52.1,-40.5,-0.6,-48.1,-21.6,-21.7,-47.0,16.1,-37.4,-50.9,10.9,-80.6,-20.7,-38.1,-32.1,-73.9,-13.3,-26.9,-28.3,-39.0,-25.6,-7.8,-35.3,-38.5,16.2
2009-04,-29.7,-55.2,-51.8,-58.6,-40.2,-2.1,-31.0,-18.3,-29.9,-5.5,21.7,-36.5,-53.8,10.7,-82.1,-16.8,-40.6,-31.6,-77.7,-16.8,-28.9,-30.0,-40.0,-12.4,-15.6,-39.7,-41.5,13.8
2009-05,-48.3,-49.0,-36.0,-61.9,-36.0,-7.3,-35.4,-20.5,-20.1,-10.9,18.9,-30.9,-49.8,7.0,-76.4,-9.2,-26.5,-26.8,-75.1,-10.6,-23.8,-22.2,-38.7,-8.1,-10.8,-35.1,-31.6,12.0
2009-06,-58.3,-56.8,-43.3,-70.4,-42.4,-13.4,-33.1,-21.4,-35.1,-15.8,17.5,-28.8,-48.8,3.1,-75.9,-7.5,-22.3,-28.4,-74.8,-7.1,-25.3,-27.4,-41.5,-5.1,-17.6,-28.1,-17.2,17.4
2009-07,-50.9,-54.6,-42.0,-67.1,-33.4,-9.2,-36.5,-20.6,-36.7,-9.7,16.1,-28.6,-49.8,6.9,-73.6,-5.4,-13.5,-20.9,-73.4,-14.2,-18.3,-8.0,-32.6,-13.3,-19.6,-29.9,-20.1,13.3
2009-08,-53.9,-62.6,-46.6,-78.6,-35.6,21.8,-39.5,-11.4,-30.8,-5.3,16.5,-24.7,-41.0,4.2,-67.3,-2.8,-4.2,-19.5,-68.7,-10.9,-18.7,-16.3,-28.9,-14.2,-19.5,-29.2,-23.5,5.2
2009-09,-64.0,-59.3,-43.6,-75.0,-37.0,-0.2,-28.8,-14.0,-23.4,-9.7,13.1,-19.0,-32.6,4.0,-62.5,9.4,-1.0,-14.6,-64.5,-2.4,-10.9,-6.2,-24.2,-16.4,-17.7,-22.2,-7.6,8.7
2009-10,-65.6,-59.2,-44.0,-74.4,-35.3,13.0,-37.6,-13.3,-24.7,-4.7,15.3,-16.8,-29.7,3.6,-53.4,6.5,5.9,-14.9,-53.8,7.5,-3.1,0.8,-17.4,-14.9,-16.9,-28.1,-19.3,4.8
2009-11,-55.3,-50.1,-31.2,-69.1,-28.7,17.5,-39.8,-12.3,-15.8,-3.8,14.8,-11.6,-16.7,-2.6,-50.6,13.1,2.9,-16.1,-52.7,1.0,-7.4,-2.3,-20.8,-9.6,-16.3,-24.2,-10.4,14.4
2009-12,-59.6,-50.6,-28.7,-72.6,-30.3,22.1,-33.3,-6.6,-23.1,1.6,8.5,-10.6,-17.0,0.0,-47.6,15.9,6.5,-11.5,-50.2,-1.9,-4.2,10.3,-21.1,-12.9,-18.9,-26.6,-9.5,20.5
2010-01,-53.9,-56.3,-40.4,-72.2,-44.1,18.7,-25.3,-5.1,-28.0,16.9,8.6,-5.6,-15.8,-2.6,-40.6,21.1,9.3,-14.1,-43.2,3.5,5.0,23.8,-12.4,-12.8,-8.1,-24.2,-11.9,22.8
2010-02,-40.7,-55.7,-47.2,-64.2,-42.0,20.5,-27.3,-5.2,-27.8,-2.9,8.9,-6.4,-15.9,0.5,-39.6,20.8,8.5,-11.1,-46.2,5.0,1.4,16.2,-17.0,-14.0,-12.2,-23.9,-10.9,21.9
2010-03,-38.3,-63.9,-56.8,-71.1,-36.6,23.3,-23.3,-3.6,-41.6,2.6,11.0,-2.9,-15.8,-7.4,-33.4,17.4,9.8,-2.0,-42.2,0.1,-10.0,-9.0,-21.3,-21.7,-27.7,-25.1,-13.7,26.5
2010-04,-40.9,-63.8,-53.3,-74.3,-38.4,36.7,-16.3,3.4,-11.1,3.8,10.2,0.8,-12.5,-3.0,-17.4,16.9,21.1,2.6,-27.4,-5.3,-8.0,0.4,-19.1,-30.1,-36.7,-25.2,-16.8,30.6
2010-05,-45.2,-60.5,-51.5,-69.5,-30.2,31.9,-8.7,4.4,-38.2,5.2,9.8,1.6,-8.7,-0.6,-22.3,26.7,15.9,5.4,-31.1,-8.5,-3.5,6.5,-8.5,-27.0,-18.9,-29.0,-20.3,36.0
2010-06,-50.1,-61.5,-53.8,-69.3,-29.9,32.2,15.6,14.5,-23.7,-0.3,4.2,0.0,-2.3,-0.6,-24.5,24.0,18.5,7.3,-16.7,-2.8,-2.0,6.9,-10.0,-17.7,-25.3,-26.4,-16.2,31.3
2010-07,-53.0,-63.5,-48.0,-79.1,-27.5,21.6,8.6,6.1,-5.1,-1.8,12.0,3.5,-4.5,-1.3,-17.6,26.9,20.8,2.7,-9.0,-6.8,-3.0,9.1,-11.2,-11.2,-21.6,-29.4,-29.0,36.1
2010-08,-45.7,-58.0,-43.2,-72.8,-24.5,29.7,18.3,13.7,-32.9,0.7,7.0,0.9,-7.4,-2.3,-21.1,21.5,14.3,4.1,-12.0,-2.3,-4.7,4.8,-16.5,-20.1,-20.4,-32.2,-26.8,39.8
2010-09,-49.0,-54.2,-34.2,-74.2,-14.4,26.1,0.8,8.2,-37.5,5.1,2.3,1.6,-6.6,-1.1,-16.2,19.9,24.7,2.8,-7.7,-3.9,-4.3,3.2,-12.3,-11.4,-17.9,-31.3,-28.3,40.1
2010-10,-42.6,-51.8,-35.5,-68.0,-16.9,27.0,17.5,12.6,-11.5,5.2,6.8,7.8,-4.9,-4.9,-8.4,26.8,16.2,9.8,-2.8,-6.5,-7.5,3.5,-19.6,-16.8,-12.7,-25.3,-24.9,27.3
2010-11,-42.2,-52.2,-38.6,-65.9,-19.9,29.1,3.1,8.7,-32.5,9.7,6.1,4.2,-2.4,1.3,-12.1,25.8,11.8,7.5,-5.4,-3.6,1.1,7.9,-1.1,-6.2,-15.0,-25.6,-17.5,25.9
2010-12,-44.6,-53.9,-39.7,-68.1,-19.3,31.0,18.1,15.9,-31.7,13.9,1.5,4.9,-2.3,0.4,-9.3,24.4,23.1,13.7,-5.1,-2.4,1.9,10.3,-2.2,-17.3,-17.2,-26.8,-19.6,30.8
2011-01,-50.4,-51.2,-36.9,-65.5,-12.8,40.1,-13.1,8.1,-21.9,31.6,2.6,9.0,3.0,-4.8,-6.1,28.4,19.3,17.6,-2.6,-5.9,3.1,14.8,0.4,-9.2,-15.8,-25.1,-22.2,45.3
2011-02,-38.3,-46.2,-34.0,-58.5,-14.9,27.1,25.5,17.0,-4.4,7.7,1.6,7.8,7.5,-0.9,-5.7,28.3,15.4,20.7,5.3,0.0,0.9,4.7,-1.9,-13.8,-21.7,-30.6,-23.2,56.1
2011-03,-31.6,-47.4,-36.3,-58.6,-16.1,18.4,9.6,4.8,-8.2,13.8,13.6,6.2,6.0,5.6,-4.8,28.9,14.9,25.9,8.6,-1.6,9.3,23.4,6.2,-12.4,-9.7,-30.3,-22.8,57.2
2011-04,-23.8,-45.6,-37.7,-53.6,-4.5,21.2,24.2,13.4,-4.9,6.0,5.3,6.6,7.2,5.8,2.1,23.5,22.8,21.0,13.2,1.8,9.0,16.6,8.8,-13.7,-12.3,-28.1,-22.0,52.9
2011-05,-25.1,-43.4,-34.4,-52.5,-10.4,34.3,31.6,20.1,-20.2,4.3,5.8,5.2,4.3,3.2,-2.9,21.6,7.3,18.9,3.2,5.4,6.2,14.2,-1.2,-20.8,-15.4,-29.5,-27.0,51.4
2011-06,-25.8,-43.5,-31.8,-55.3,-5.8,31.5,19.9,13.2,-4.6,23.1,11.7,1.5,2.2,7.1,-8.0,19.5,11.7,12.7,-4.0,2.9,5.8,8.1,6.3,-10.9,-13.3,-28.6,-28.3,50.2
2011-07,-33.0,-45.0,-30.5,-59.6,-12.1,26.5,-16.9,-0.4,-30.9,5.5,10.6,-0.3,0.6,8.2,-13.1,20.2,1.5,10.2,-5.8,3.0,2.8,5.2,0.0,-13.2,-12.1,-29.7,-28.3,44.6
2011-08,-33.5,-42.1,-30.4,-53.7,-13.8,5.7,-9.0,-8.6,-10.0,-5.1,22.5,-2.1,0.4,9.3,-18.5,21.5,-5.1,7.1,-12.4,-1.5,2.8,7.3,2.5,-7.4,-17.1,-29.9,-34.0,40.6
2011-09,-36.5,-44.7,-31.9,-57.4,-13.0,20.2,12.5,11.8,3.5,17.9,-2.6,-3.1,-4.1,4.8,-20.0,15.5,0.6,-0.3,-18.8,3.5,0.0,3.4,-6.9,-12.3,-15.1,-31.2,-33.9,42.1
2011-10,-25.1,-44.2,-28.2,-60.1,-11.6,25.2,20.5,10.4,-14.0,1.6,14.4,-6.2,-4.7,10.9,-20.7,13.0,1.6,-3.1,-16.7,-3.1,-3.1,1.8,-8.0,-11.7,-10.4,-30.9,-27.9,41.8
2011-11,-31.2,-43.9,-29.8,-58.1,-14.1,35.9,24.2,14.8,-22.4,-2.1,15.7,-4.7,-3.9,6.4,-23.8,16.1,-1.1,-5.0,-19.3,-0.4,-0.5,2.9,-4.1,-9.2,-13.9,-29.6,-25.5,42.7
2011-12,-32.5,-38.6,-24.8,-52.3,-14.2,22.1,20.3,11.9,-26.5,18.4,6.7,-2.2,-4.7,4.5,-20.9,18.7,0.3,-1.0,-19.4,-5.0,-5.7,0.1,-12.1,-8.8,-13.3,-26.1,-18.6,34.3
2012-01,-26.9,-37.7,-23.2,-52.3,-11.7,17.1,16.1,7.0,-13.4,13.8,12.2,-0.8,-0.8,3.4,-15.1,16.1,2.7,-2.5,-9.5,-4.0,-8.1,-5.0,-15.2,-17.2,-11.6,-27.2,-23.0,45.1
2012-02,-28.9,-36.3,-27.0,-45.6,-15.1,14.2,24.6,9.5,2.8,7.4,10.3,-4.0,-8.9,7.1,-18.4,13.5,3.6,-2.1,-11.3,-6.3,-6.2,-0.7,-11.6,-13.3,-10.3,-29.0,-21.6,49.8
2012-03,-25.2,-35.9,-26.2,-45.7,-16.2,17.3,28.2,11.2,-12.4,16.3,12.0,-7.1,-7.6,6.6,-31.1,16.4,-2.6,0.0,-23.6,0.1,0.5,10.0,-8.6,-12.5,-2.9,-29.0,-25.1,49.5
2012-04,-30.4,-40.1,-28.4,-51.9,-12.4,31.3,7.3,9.8,-27.7,1.2,9.2,-10.6,-11.5,7.4,-33.9,9.4,-8.4,-1.3,-26.6,-5.7,-3.2,7.4,-11.4,-21.4,-18.8,-38.2,-34.6,57.2
2012-05,-25.8,-42.1,-32.9,-51.4,-17.3,31.5,-16.6,0.4,-18.9,5.0,13.8,-11.4,-13.8,10.5,-29.4,5.7,-10.9,-5.0,-22.6,-5.4,-4.3,2.0,-9.4,-26.6,-22.1,-35.5,-31.2,44.4
2012-06,-29.9,-41.3,-33.5,-49.0,-14.5,29.3,-4.8,2.6,-7.1,1.4,16.6,-13.9,-10.2,11.3,-35.9,5.5,-10.4,-10.7,-35.5,-4.8,-8.3,-8.0,-12.2,-20.5,-22.1,-39.7,-41.5,37.1
2012-07,-42.5,-40.0,-27.9,-52.1,-13.4,28.0,-15.6,-1.0,-7.7,5.1,15.4,-14.7,-15.2,5.4,-40.8,2.2,-15.9,-14.0,-36.8,-8.1,-12.5,-8.9,-20.5,-18.2,-18.2,-38.2,-39.0,36.0
2012-08,-35.7,-35.9,-22.6,-49.3,-16.4,5.7,-3.9,-3.3,-10.7,0.4,11.7,-16.1,-22.3,7.3,-40.0,-0.9,-9.2,-10.1,-38.5,-9.7,-15.8,-9.6,-28.1,-21.7,-21.2,-38.5,-40.9,35.0
2012-09,-36.1,-42.1,-31.3,-52.9,-21.3,21.7,8.5,5.2,-11.0,-4.0,14.7,-18.0,-21.9,10.4,-38.6,-5.0,-8.4,-4.4,-37.8,-9.4,-19.0,-16.0,-31.7,-30.0,-22.3,-47.2,-52.7,65.7
2012-10,-39.5,-44.2,-31.3,-57.2,-23.0,16.3,-28.2,-7.9,-24.7,-9.8,11.9,-17.0,-23.6,3.4,-44.8,-2.9,-17.7,-6.1,-44.1,-19.6,-23.6,-19.4,-31.8,-27.3,-27.8,-41.8,-43.8,52.5
2012-11,-38.3,-42.3,-28.2,-56.5,-20.0,10.9,-26.2,-7.9,-28.0,-8.1,8.3,-13.9,-20.1,7.8,-36.6,2.8,-10.6,-3.9,-38.6,-17.5,-19.8,-15.3,-26.5,-25.6,-27.0,-41.0,-44.9,50.4
2012-12,-34.1,-36.6,-23.8,-49.3,-17.8,16.5,-12.0,-2.6,-29.9,-8.3,12.2,-9.7,-13.4,0.9,-32.2,4.1,-9.5,-6.5,-32.6,-15.3,-14.6,-10.0,-18.6,-26.7,-26.8,-39.8,-39.8,52.8
2013-01,-29.2,-29.9,-17.7,-42.2,-13.7,33.8,-8.5,4.9,-27.5,-14.9,10.6,-12.9,-14.6,5.9,-38.1,5.2,-7.3,-6.2,-38.1,-14.3,-14.0,-7.7,-20.1,-25.8,-25.3,-35.8,-33.5,47.1
2013-02,-25.8,-31.8,-15.8,-47.8,-16.7,13.4,-31.4,-9.1,-13.1,2.8,9.3,-9.3,-14.2,2.6,-30.4,5.0,4.0,-4.2,-24.0,-13.6,-14.6,-14.5,-15.8,-25.9,-22.5,-35.9,-36.4,46.4
2013-03,-30.5,-30.3,-16.3,-44.2,-13.9,35.6,-22.7,1.6,-28.3,8.0,8.1,-8.6,-13.5,-0.9,-33.8,7.0,-5.0,-11.0,-26.2,-3.4,-11.2,-14.0,-16.1,-23.2,-18.1,-31.8,-24.0,43.4
2013-04,-33.4,-25.2,-9.2,-41.2,-13.0,28.6,-36.9,-6.1,-44.3,-3.1,10.1,-11.8,-10.9,2.9,-38.4,6.0,-11.2,-11.1,-29.7,-6.1,-9.1,0.6,-21.7,-21.0,-13.9,-30.7,-22.2,42.1
2013-05,-20.9,-21.5,-7.3,-35.7,-9.5,23.7,-34.0,-6.8,-33.4,-1.0,10.0,-7.3,-8.4,-0.5,-28.0,5.8,1.6,-11.1,-20.9,-8.7,-14.5,-10.0,-24.9,-26.4,-23.0,-38.2,-41.0,51.4
2013-06,-21.0,-20.0,-7.4,-32.5,-10.8,32.8,5.0,9.2,-34.6,0.8,10.1,-4.5,-11.0,-2.2,-26.6,10.9,-7.9,-6.9,-20.2,-5.6,-14.4,-14.7,-23.0,-28.5,-25.4,-36.9,-40.9,54.9
2013-07,-18.4,-22.5,-9.8,-35.2,-11.0,30.5,16.8,13.4,-37.5,5.7,7.2,-6.9,-12.5,-0.4,-31.5,10.5,-6.5,-10.9,-28.1,-6.8,-13.1,-10.2,-22.1,-29.1,-18.5,-38.4,-41.1,54.8
2013-08,-8.7,-16.0,-4.2,-27.8,-6.7,17.1,-10.2,-0.8,-12.3,6.0,9.4,-3.9,-8.7,-1.2,-24.7,11.7,9.0,-11.5,-22.6,-4.5,-11.2,-5.9,-23.2,-25.2,-23.3,-36.3,-33.3,46.3
2013-09,-11.1,-17.5,-11.0,-24.0,-7.3,23.0,-11.0,0.0,-33.9,-4.7,12.1,-4.0,-8.6,-3.9,-27.7,11.7,-5.7,-8.3,-24.5,-9.2,-14.3,-11.8,-21.9,-31.8,-21.8,-36.2,-34.3,44.2
2013-10,-12.5,-18.9,-14.1,-23.6,-7.5,22.3,15.9,10.7,-2.5,-2.4,6.0,-4.3,-11.7,-0.7,-26.0,12.3,-3.5,-10.5,-20.2,-6.1,-13.8,-13.8,-21.6,-27.2,-26.0,-36.7,-38.8,43.2
2013-11,-7.2,-18.2,-13.1,-23.2,-10.0,3.0,-15.4,-7.1,-25.1,2.9,9.0,-0.6,-5.4,0.2,-20.3,18.8,6.7,-1.7,-14.0,-7.1,-9.7,-7.7,-14.3,-26.1,-22.9,-37.5,-42.9,35.7
2013-12,-1.2,-19.4,-15.0,-23.8,-11.2,25.6,-31.5,-4.2,-25.0,-0.9,6.7,-0.6,-8.7,-2.5,-17.1,12.8,-3.5,-6.4,-16.0,-4.3,-10.5,-12.0,-15.2,-23.0,-21.6,-35.7,-38.1,34.7
2014-01,3.4,-15.6,-6.7,-24.4,-5.3,36.9,3.0,11.0,-18.1,-8.7,6.9,-2.2,-8.5,1.2,-16.6,11.2,8.0,-9.7,-15.5,-2.2,-5.6,-2.1,-12.5,-18.8,-18.9,-32.4,-28.1,26.7
2014-02,-2.6,-18.1,-11.8,-24.3,-7.0,37.8,-22.8,2.7,-10.2,-0.9,6.8,-0.2,-6.9,-1.8,-16.5,14.1,1.6,-6.6,-13.0,-1.0,-6.1,-8.5,-8.6,-18.1,-24.1,-32.2,-32.4,25.7
2014-03,0.2,-8.2,1.9,-18.3,-8.1,34.8,-11.0,6.7,0.8,22.6,3.6,1.5,-2.9,-1.0,-12.9,16.4,4.2,-7.0,-14.3,1.4,-3.4,-2.5,-9.1,-19.4,-20.5,-30.2,-27.1,24.0
2014-04,2.7,-14.0,-11.7,-16.2,-8.6,29.7,-14.9,3.7,-21.9,21.1,3.6,1.3,-3.2,-1.1,-18.3,21.1,3.1,-7.5,-18.3,6.0,2.6,0.0,1.8,-16.4,-15.9,-28.7,-28.7,37.9
2014-05,-5.9,-3.4,2.4,-9.3,-4.0,27.9,28.8,17.8,-10.2,4.6,3.4,3.2,3.3,3.8,-10.5,23.9,24.4,-7.9,-9.2,13.9,8.7,5.6,6.7,-10.5,-10.7,-26.4,-17.3,35.2
2014-06,7.8,-6.1,-2.7,-9.6,-6.7,28.2,-29.3,-2.0,-24.3,1.8,4.9,6.3,6.0,-1.8,-5.2,22.3,14.5,-0.8,-4.0,10.9,7.1,9.5,0.9,-5.8,-11.8,-24.1,-12.7,24.2
2014-07,9.6,-5.7,-0.2,-11.2,-10.1,35.1,6.1,12.1,-21.5,6.3,4.8,7.2,8.7,2.0,-0.1,23.6,20.2,0.6,4.5,8.9,7.3,15.7,-2.9,-10.6,-11.7,-22.4,-8.5,25.7
2014-08,3.6,-10.8,-7.7,-13.9,-9.8,20.8,7.9,8.2,-20.0,0.5,4.3,4.8,6.1,0.8,-2.6,17.8,20.3,-4.1,-2.3,12.4,7.0,13.3,-4.6,-9.4,-9.5,-23.4,-8.5,21.9
2014-09,4.0,-10.7,-11.0,-10.4,-13.8,26.5,-3.0,5.2,-28.9,0.7,8.0,2.4,1.4,2.2,-6.2,15.6,23.5,-6.2,-4.1,14.2,8.5,11.4,-0.2,-7.5,-8.2,-19.2,-4.8,16.1
2014-10,7.1,-8.7,-7.8,-9.5,-9.7,25.2,17.4,13.2,-28.6,5.6,3.1,5.3,3.6,1.8,-1.1,18.8,-1.6,-0.8,-0.2,20.9,12.4,15.7,0.5,-4.5,-9.0,-16.7,-2.0,18.4
2014-11,-0.7,-11.7,-10.8,-12.7,-7.6,34.0,31.7,20.8,-16.9,7.4,3.5,4.3,1.5,0.1,-3.6,16.6,14.5,-5.9,-2.8,18.2,12.4,14.5,4.5,-6.5,-4.6,-21.1,-10.2,23.2
2014-12,-4.8,-11.1,-8.9,-13.3,-4.6,37.0,9.4,12.6,-3.2,0.2,8.6,3.6,-1.0,3.8,-8.4,23.0,16.1,-2.6,-4.4,18.3,13.3,12.7,8.8,-5.3,-1.5,-21.0,-12.7,29.8
2015-01,-9.0,-11.5,-4.6,-18.4,-2.6,35.7,39.7,23.9,-0.8,-0.9,3.8,4.6,-0.8,-1.8,-9.6,21.7,23.1,-8.4,-8.5,22.1,13.1,4.1,13.1,-9.3,-4.3,-20.4,-8.2,19.8
2015-02,-12.0,-10.1,-1.3,-18.8,-4.2,40.0,33.3,22.8,-21.4,-3.4,4.8,4.3,2.5,0.8,-9.7,23.3,3.5,-2.5,-8.8,29.2,17.7,17.7,6.3,-4.6,-4.0,-19.9,-10.0,16.2
2015-03,-7.5,-9.1,3.3,-21.5,-2.4,47.9,10.5,18.8,-10.6,5.6,2.0,8.1,1.5,1.8,-0.1,26.0,7.6,-4.5,2.7,24.3,17.4,20.3,7.4,-6.8,-5.3,-20.1,-8.8,17.6
2015-04,-6.3,-12.8,-2.9,-22.7,-10.3,34.8,40.3,23.6,-19.0,-1.4,4.1,5.0,7.5,4.3,3.4,15.9,10.3,-0.8,8.0,24.8,18.0,17.0,12.1,2.1,-1.7,-13.4,-0.9,14.9
