country,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSCURT,BSEMFT,BSFGLV,BSOBLV,BSOITE,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01,,,,,,,,,,,,,75.21208,,,,-12.39063,46.75013,,,,,,,,,,,,
1987-02,,,,,,,,,,,,,75.62657,,,,-12.34887,44.78425,,,,,,,,,,,,
1987-03,,,,,,,,,,,,,76.37389,,,,-12.66069,43.11047,,,,,,,,,,,,
1987-04,,,,,,,,,,,,,77.06911,,,,-13.53795,41.64067,,,,,,,,,,,,
1987-05,,,,,,,,,,,,,77.51952,,,,-17.69848,43.11237,,,,,,,,,,,,
1987-06,,,,,,,,,,,,,77.92932,,,,-21.48814,44.42662,,,,,,,,,,,,
1987-07,,,,,,,,,,,,,78.19391,,,,-25.24599,44.34054,,,,,,,,,,,,
1987-08,,,,,,,,,,,,,77.73544,,,,-18.18464,40.73085,,,,,,,,,,,,
1987-09,,,,,,,,,,,,,77.37619,,,,-11.10191,34.93306,,,,,,,,,,,,
1987-10,,,,,,,,,,,,,77.23441,,,,-4.014587,30.48086,,,,,,,,,,,,
1987-11,,,,,,,,,,,,,77.28024,,,,-13.58559,32.01013,,,,,,,,,,,,
1987-12,,,,,,,,,,,,,77.50465,,,,-23.22578,34.60841,,,,,,,,,,,,
1988-01,,,,,,,,,,,,,78.04176,,,,-33.08895,36.46565,,,,,,,,,,,,
1988-02,,,,,,,,,,,,,77.20647,,,,-33.85211,34.25159,,,,,,,,,,,,
1988-03,,,,,,,,,,,,,76.65105,,,,-35.19056,31.49986,,,,,,,,,,,,
1988-04,,,,,,,,,,,,,76.23249,,,,-36.90259,29.05852,,,,,,,,,,,,
1988-05,,,,,,,,,,,,,75.58819,,,,-37.53369,31.67122,,,,,,,,,,,,
1988-06,,,,,,,,,,,,,74.93781,,,,-37.88877,33.88224,,,,,,,,,,,,
1988-07,,,,,,,,,,,,,74.23399,,,,-38.09473,33.80039,,,,,,,,,,,,
1988-08,,,,,,,,,,,,,73.85778,,,,-36.50337,38.53112,,,,,,,,,,,,
1988-09,,,,,,,,,,,,,73.43823,,,,-34.98035,41.0561,,,,,,,,,,,,
1988-10,,,,,,,,,,,,,73.49821,,,,-33.36625,44.30318,,,,,,,,,,,,
1988-11,,,,,,,,,,,,,73.11581,,,,-28.47177,41.97748,,,,,,,,,,,,
1988-12,,,,,,,,,,,,,73.07285,,,,-23.87387,40.64795,,,,,,,,,,,,
1989-01,,,,,,,,,,,,,73.06017,,,,-19.27737,38.03673,,,,,,,,,,,,
1989-02,,,,,,,,,,,,,72.56828,,,,-24.67796,38.77774,,,,,,,,,,,,
1989-03,,,,,,,,,,,,,72.21135,,,,-30.55498,41.20963,,,,,,,,,,,,
1989-04,,,,,,,,,,,,,71.97208,,,,-36.93862,44.03684,,,,,,,,,,,,
1989-05,,,,,,,,,,,,,72.41513,,,,-37.44009,41.65674,,,,,,,,,,,,
1989-06,,,,,,,,,,,,,72.97102,,,,-37.55055,38.83296,,,,,,,,,,,,
1989-07,,,,,,,,,,,,,73.46227,,,,-37.6177,33.93066,,,,,,,,,,,,
1989-08,,,,,,,,,,,,,74.34537,,,,-28.9502,40.51745,,,,,,,,,,,,
1989-09,,,,,,,,,,,,,75.13166,,,,-20.15336,45.12031,,,,,,,,,,,,
1989-10,,,,,,,,,,,,,76.47437,,,,-11.46087,52.90735,,,,,,,,,,,,
1989-11,,,,,,,,,,,,,75.85352,,,,-10.58235,50.32494,,,,,,,,,,,,
1989-12,,,,,,,,,,,,,75.73286,,,,-9.794429,48.62162,,,,,,,,,,,,
1990-01,,,,,,,,,,,,,75.45836,,,,-9.228355,44.14353,,,,,,,,,,,,
1990-02,,,,,,,,,,,,,75.79329,,,,-13.72418,42.89925,,,,,,,,,,,,
1990-03,,,,,,,,,,,,,76.02362,,,,-18.84282,45.28655,,,,,,,,,,,,
1990-04,,,,,,,,,,,,,76.62438,,,,-24.40244,47.07969,,,,,,,,,,,,
1990-05,,,,,,,,,,,,,75.41193,,,,-25.02125,44.7492,,,,,,,,,,,,
1990-06,,,,,,,,,,,,,74.69417,,,,-25.22328,43.63189,,,,,,,,,,,,
1990-07,,,,,,,,,,,,,73.78445,,,,-25.36681,40.51677,,,,,,,,,,,,
1990-08,,,,,,,,,,,,,73.89342,,,,-26.97915,38.30593,,,,,,,,,,,,
1990-09,,,,,,,,,,,,,73.86102,,,,-28.5524,35.93953,,,,,,,,,,,,
1990-10,,,,,,,,,,,,,74.39746,,,,-30.14584,35.5225,,,,,,,,,,,,
1990-11,,,,,,,,,,,,,73.30979,,,,-20.45619,39.31262,,,,,,,,,,,,
1990-12,,,,,,,,,,,,,72.81073,,,,-10.88782,43.6568,,,,,,,,,,,,
1991-01,,,,,,,,,,,,,71.96089,,,,-1.554156,43.35216,,,,,,,,,,,,
1991-02,,,,,,,,,,,,2.395756,72.98393,,16.58794,-13.73078,3.802513,37.50599,,,,,,,,,,,,
1991-03,,,,,,,,,,,,1.85634,73.57774,,14.37995,-13.73078,8.687312,33.67974,,,,,,,,,,,,
1991-04,,,,,,,,,,,,0.7626414,74.67092,,11.06797,-15.7507,12.88087,29.10659,,,,,,,,,,,,
1991-05,,,,,,,,,,,,-0.4852697,73.99356,,8.859978,-18.78057,13.23868,26.18474,,,,,,,,,,,,
1991-06,,,,,,,,,,,,1.681996,73.72865,,4.444002,-21.81045,13.8466,31.30044,,,,,,,,,,,,
1991-07,,,,,,,,,,,,2.945337,73.30535,,1.132019,-25.85029,14.72205,35.81832,,,,,,,,,,,,
1991-08,,,,,,,,,,,,5.193645,73.0872,,-3.283957,-30.90009,13.18372,43.19706,,,,,,,,,,,,
1991-09,,,,,,,,,,,,2.391875,72.85208,,-5.491946,-35.94988,11.6823,37.63356,,,,,,,,,,,,
1991-10,,,,,,,,,,,,1.290435,73.06026,,-7.699934,-36.95984,10.16223,33.13121,,,,,,,,,,,,
1991-11,,,,,,,,,,,,-3.192923,73.3509,,-9.907922,-37.9698,11.08687,18.48311,,,,,,,,,,,,
1991-12,,,,,,,,,,,,-3.902425,74.08644,,0.02802509,-38.97976,11.77568,27.30051,,,,,,,,,,,,
1992-01,,,,,,,,,,,,-5.092443,74.55739,,9.963972,-34.93992,12.30719,29.62657,,,,,,,,,,,,
1992-02,,,,,,,,,,,,-5.958875,74.66136,,19.89992,-31.91004,12.94439,33.93334,,,,,,,,,,,,
1992-03,,,,,,,,,,,,0.7696943,74.41016,,2.236013,-27.87021,12.93622,32.4153,,,,,,,,,,,,
1992-04,,,,,,,,,,,,6.510717,74.43006,,-14.3239,-25.85029,12.26547,31.05854,,,,,,,,,,,,
1992-05,,,,,,,,,,,,12.15916,74.86518,,-31.9878,-24.84033,15.6327,29.33001,,,,,,,,,,,,
1992-06,,,,,,,,,,,,10.29589,75.40337,,-25.36384,-22.82041,19.38868,28.34424,,,,,,,,,,,,
1992-07,,,,,,,,,,,,9.072067,75.99881,,-19.84387,-19.79053,23.32754,27.16286,,,,,,,,,,,,
1992-08,,,,,,,,,,,,7.513736,75.95195,,-13.2199,-16.76066,20.02783,26.08196,,,,,,,,,,,,
1992-09,,,,,,,,,,,,8.554343,75.91847,,-14.3239,-13.73078,16.77365,25.06991,,,,,,,,,,,,
1992-10,,,,,,,,,,,,6.336069,76.11691,,-14.3239,-19.79053,13.4959,24.47484,,,,,,,,,,,,
1992-11,,,,,,,,,,,,1.664468,76.29881,,-15.42789,-24.84033,15.36517,14.40584,,,,,,,,,,,,
1992-12,,,,,,,,,,,,-1.617002,76.76414,,-2.179963,-30.90009,16.97411,23.86912,,,,,,,,,,,,
1993-01,,,,,,,,,,,,-4.024785,76.97193,,11.06797,-27.87021,18.40259,26.86382,,,,,,,,,,,,
1993-02,,,,,,,,,,,,-6.704614,77.3235,,24.3159,-25.85029,20.3029,30.05234,,,,,,,,,,,,
1993-03,,,,,,,,,,,,-0.4876675,77.42716,,11.06797,-22.82041,21.5792,32.42537,,,,,,,,,,,,
1993-04,,,,,,,,,,,,5.738677,77.6112,,-3.283957,-19.79053,22.01172,33.72261,,,,,,,,,,,,
1993-05,,,,,,,,,,,,10.89738,77.98857,,-16.53189,-17.77061,20.60906,33.93086,,,,,,,,,,,,
1993-06,,,,,,,,,,,,9.138305,78.38673,,-11.01192,-14.74074,19.75792,31.14374,,,,,,,,,,,,
1993-07,,,,,,,,,,,,5.531636,78.73147,,-5.491946,-15.7507,18.99491,26.85366,,,,,,,,,,,,
1993-08,,,,,,,,,,,,1.412314,78.88868,,0.02802509,-16.76066,20.86764,21.02562,,,,,,,,,,,,
1993-09,,,,,,,,,,,,6.22306,79.07334,,-6.59594,-17.77061,22.88462,29.84385,,,,,,,,,,,,
1993-10,,,,,,,,,,,,10.96574,79.37202,,-13.2199,-16.76066,24.79342,36.43798,,,,,,,,,,,,
1993-11,,,,,,,,,,,,13.22454,78.45095,,-19.84387,-16.76066,11.53201,36.59041,,,,,,,,,,,,
1993-12,,,,,,,,,,,,5.277244,77.65412,,-7.699934,-16.76066,-1.994837,24.89245,,,,,,,,,,,,
1994-01,,,,,,,,,,,,-4.049413,76.62517,,3.340008,-13.73078,-15.73289,4.922546,,,,,,,,,,,,
1994-02,,,,,,,,,,,,-13.50091,73.12099,,15.48394,-10.7009,-21.58581,-14.31789,,,,,,,,,,,,
1994-03,,,,,,,,,,,,-7.316257,69.2742,,16.58794,-7.671022,-28.3669,2.310186,,,,,,,,,,,,
1994-04,,,,,,,,,,,,-5.935294,65.67303,,18.79593,-15.7507,-35.91005,16.74074,,,,,,,,,,,,
1994-05,,,,,,,,,,,,-4.914097,67.43707,,19.89992,-23.83037,-17.29834,28.988,,,,,,,,,,,,
1994-06,,,,,,,,,,,,-0.546448,69.20328,,3.340008,-31.91004,1.703197,33.61071,,,,,,,,,,,,
1994-07,,,,,,,,,,,,8.558844,70.78599,,-14.3239,-24.84033,21.0467,36.19296,,,,,,,,,,,,
