country,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR
1994-08,,,,,,,,,,,,15.94579,71.91846,,-30.88381,-16.76066,21.96205,33.71421,,,,,,,,,,,,
1994-09,,,,,,,,,,,,17.45865,72.9057,,-28.67582,-9.690941,22.84631,33.39106,,,,,,,,,,,,
1994-10,,,,,,,,,,,,15.23975,74.06931,,-25.36384,-7.671022,23.80728,28.02643,,,,,,,,,,,,
1994-11,,,,,,,,,,,,11.81457,74.68449,,-23.15585,-6.661063,25.99623,18.94891,,,,,,,,,,,,
1994-12,,,,,,,,,,,,12.16594,75.42627,,-15.42789,-4.641145,27.96862,25.71106,,,,,,,,,,,,
1995-01,,,,,,,,,,,,11.13556,75.94435,,-7.699934,-2.621226,29.59334,28.32799,,,,,,,,,,,,
1995-02,,,,,,,,,,,,9.466167,76.79788,,0.02802509,-1.611267,35.23249,30.03779,,,,,,,,,,,,
1995-03,,,,,,,,,,,,11.84676,77.40114,,-2.179963,0.4086514,39.92134,32.95168,,,,,,,,,,,,
1995-04,,,,,,,,,,,,11.18238,78.25336,,-5.491946,-6.661063,43.65073,34.71626,,,,,,,,,,,,
1995-05,,,,,,,,,,,,9.193521,78.08945,,-7.699934,-13.73078,34.99404,33.6114,,,,,,,,,,,,
1995-06,,,,,,,,,,,,6.77593,77.90897,,-9.907922,-21.81045,26.83747,32.23032,,,,,,,,,,,,
1995-07,,,,,,,,,,,,8.453763,77.66206,,-12.11591,-13.73078,19.02159,26.97616,,,,,,,,,,,,
1995-08,,,,,,,,,,,,8.893919,77.519,,-14.3239,-5.651104,18.16258,18.00896,,,,,,,,,,,,
1995-09,,,,,,,,,,,,13.40683,77.35796,,-8.803927,2.42857,17.46125,28.988,,,,,,,,,,,,
1995-10,,,,,,,,,,,,11.42162,77.23463,,-4.387951,-5.651104,16.62839,35.52801,,,,,,,,,,,,
1995-11,,,,,,,,,,,,8.782858,77.25038,,1.132019,-12.72082,16.29901,40.20141,,,,,,,,,,,,
1995-12,,,,,,,,,,,,7.774027,77.33047,,-2.179963,-20.80049,15.61204,41.94261,,,,,,,,,,,,
1996-01,,,,,,,,,,,,9.208866,77.26057,,-6.59594,-18.78057,14.64266,39.81123,,,,,,,,,,,,
1996-02,,,,,,,,,,,,10.35101,77.0592,,-9.907922,-16.76066,17.65092,37.90575,,,,,,,,,,,,
1996-03,,,,,,,,,,,,8.044901,76.81435,,-6.59594,-14.74074,19.46418,32.2795,,,,,,,,,,,,
1996-04,,,,,,,,,,,,3.030825,76.569,,-2.179963,-17.77061,20.2637,24.68313,,,,,,,,,,,,
1996-05,,,,,,,,,,,,-1.843013,76.36614,,1.132019,-19.79053,21.30429,15.39351,,,,,,,,,,,,
1996-06,,,,,,,,,,,,3.811596,76.18362,,-6.59594,-22.82041,23.13219,27.65926,,,,,,,,,,,,
1996-07,,,,,,,,,,,,9.204965,76.04312,,-14.3239,-22.82041,25.14146,36.11141,,,,,,,,,,,,
1996-08,,,,,,,,,,,,13.04297,76.34274,,-22.05186,-23.83037,26.28831,40.90741,,,,,,,,,,,,
1996-09,,,,,,,,,,,,10.82303,76.68703,,-13.2199,-23.83037,27.50877,43.07956,,,,,,,,,,,,
1996-10,,,,,,,,,,,,6.461637,77.03289,,-4.387951,-25.85029,28.69643,40.84725,,,,,,,,,,,,
1996-11,,,,,,,,,,,,1.727178,77.19324,,4.444002,-28.88017,27.50179,38.5057,,,,,,,,,,,,
1996-12,,,,,,,,,,,,2.125504,77.38667,,3.340008,-30.90009,26.00489,40.6166,,,,,,,,,,,,
1997-01,,,,,,,,,,,,5.646734,77.38354,,2.236013,-22.82041,24.07215,41.99662,,,,,,,,,,,,
1997-02,,,,,,,,,,,,8.875696,77.66022,,1.132019,-15.7507,26.69442,43.5098,,,,,,,,,,,,
1997-03,,,,,,,,,,,,13.21105,77.79306,,-2.179963,-7.671022,28.15163,45.12421,,,,,,,,,,,,
1997-04,,,,,,,,,,,,14.29012,78.16107,,-4.387951,-8.680982,28.21346,47.16338,,,,,,,,,,,,
1997-05,,,,,,,,,,,,14.54419,78.15005,,-7.699934,-9.690941,27.91612,45.62356,,,,,,,,,,,,
1997-06,,,,,,,,,,,,14.35781,78.41585,,-11.01192,-11.71086,28.51702,43.77236,,,,,,,,,,,,
1997-07,,,,,,,,,,,,14.58918,78.82711,,-14.3239,-9.690941,29.34698,39.13459,,,,,,,,,,,,
1997-08,,,,,,,,,,,,14.11276,78.52389,,-17.63588,-7.671022,24.36678,32.37344,,,,,,,,,,,,
1997-09,,,,,,,,,,,,11.84062,78.31322,,-4.387951,-5.651104,19.58348,36.78502,,,,,,,,,,,,
1997-10,,,,,,,,,,,,4.768824,78.0861,,9.963972,-13.73078,14.6464,38.00122,,,,,,,,,,,,
1997-11,,,,,,,,,,,,-1.709203,78.13378,,24.3159,-21.81045,18.54412,40.99874,,,,,,,,,,,,
1997-12,,,,,,,,,,,,-5.812955,78.08737,,22.10791,-30.90009,21.86539,35.56913,,,,,,,,,,,,
1998-01,,,,,,,,,,,,-4.020056,77.79344,,18.79593,-23.83037,24.91002,30.56613,,,,,,,,,,,,
1998-02,,,,,,,,,,,,-3.046726,76.87833,,16.58794,-17.77061,22.87037,25.21837,,,,,,,,,,,,
1998-03,,,,,,,,,,,,2.105211,75.60874,,7.755984,-10.7009,19.36868,24.77252,,,,,,,,,,,,
1998-04,,,,,,,,,,,,1.709158,74.81041,,-1.075969,-18.78057,14.36663,22.83208,,,,,,,,,,,,
1998-05,,,,,,,,,,,,1.227705,74.77611,,-9.907922,-25.85029,9.536456,19.62548,,,,,,,,,,,,
1998-06,,,,,,,,,,,,-0.3696689,75.02003,,-8.803927,-33.92996,5.638098,24.01703,,,,,,,,,,,,
1998-07,,,,,,,,,,,,3.07238,75.38159,,-6.59594,-23.83037,2.119027,26.45157,,,,,,,,,,,,
1998-08,,,,,,,,,,,,6.43719,74.58897,,-5.491946,-13.73078,-1.242837,27.5504,,,,,,,,,,,,
1998-09,,,,,,,,,,,,8.855749,73.92118,,-2.179963,-4.641145,-4.390404,29.02843,,,,,,,,,,,,
1998-10,,,,,,,,,,,,12.86646,73.37498,,0.02802509,9.498284,-7.696717,29.12912,,,,,,,,,,,,
1998-11,,,,,,,,,,,,16.87632,72.53802,,2.236013,23.63771,-3.642504,29.22725,,,,,,,,,,,,
1998-12,,,,,,,,,,,,25.06733,71.90301,,-4.387951,37.77714,-0.1274149,33.03689,,,,,,,,,,,,
1999-01,,,,,,,,,,,,22.35966,70.84045,,-9.907922,20.60784,2.936382,36.56322,,,,,,,,,,,,
1999-02,,,,,,,,,,,,18.71224,71.98516,,-16.53189,2.42857,9.649922,37.17625,,,,,,,,,,,,
1999-03,,,,,,,,,,,,11.55235,72.91482,,-9.907922,-14.74074,14.75596,39.48986,,,,,,,,,,,,
1999-04,,,,,,,,,,,,8.580491,74.2872,,-4.387951,-15.7507,18.01701,37.10422,,,,,,,,,,,,
1999-05,,,,,,,,,,,,5.489607,72.48176,,2.236013,-17.77061,15.78137,36.47545,,,,,,,,,,,,
1999-06,,,,,,,,,,,,7.971044,71.14941,,-4.387951,-18.78057,14.74415,38.30576,,,,,,,,,,,,
1999-07,,,,,,,,,,,,8.620238,70.08086,,-12.11591,-22.82041,14.03574,36.56522,,,,,,,,,,,,
1999-08,,,,,,,,,,,,8.800818,69.91482,,-18.73988,-27.87021,17.48583,35.53279,,,,,,,,,,,,
1999-09,,,,,,,,,,,,6.310194,69.80711,,-15.42789,-31.91004,20.96052,35.41273,,,,,,,,,,,,
1999-10,,,,,,,,,,,,5.696663,70.08813,,-12.11591,-30.90009,24.47562,35.87416,,,,,,,,,,,,
1999-11,,,,,,,,,,,,4.8968,70.98573,,-8.803927,-29.89013,24.65097,35.7766,,,,,,,,,,,,
1999-12,,,,,,,,,,,,5.619347,72.30092,,-5.491946,-28.88017,24.20836,40.24626,,,,,,,,,,,,
2000-01,,,,,,,,,,,,5.815964,73.20227,,-1.075969,-23.83037,23.22877,40.20229,,,,,,,,,,,,
2000-02,,,,,,,,,,,,4.416946,73.68079,,3.340008,-19.79053,29.86156,36.38138,,,,,,,,,,,,
2000-03,,,,,,,,,,,,6.997099,74.05723,,2.236013,-14.74074,34.59606,37.96805,,,,,,,,,,,,
2000-04,,,,,,,,,,,,4.195255,74.8539,,2.236013,-13.73078,37.19379,28.55256,,,,,,,,,,,,
2000-05,,,,,,,,,,,,3.690387,74.57343,,2.236013,-11.71086,27.65615,25.01803,,,,,,,,,,,,
2000-06,,,,,,,,,,,,5.91178,74.6581,,1.132019,-10.7009,19.40727,29.56826,,,,,,,,,,,,
2000-07,,,,,,,,,,,,5.251451,75.09447,,1.132019,-11.71086,11.65781,28.59723,,,,,,,,,,,,
2000-08,,,,,,,,,,,,5.409274,75.39258,,0.02802509,-13.73078,7.525909,29.98663,,,,,,,,,,,,
2000-09,,,,,,,,,,,,0.2923707,75.32334,,11.06797,-15.7507,3.549839,27.69578,,,,,,,,,,,,
2000-10,,,,,,,,,,,,-4.357683,76.00391,,22.10791,-17.77061,-0.4989489,26.80547,,,,,,,,,,,,
2000-11,,,,,,,,,,,,-9.435242,73.97984,,33.14785,-20.80049,-8.741412,25.64262,,,,,,,,,,,,
2000-12,,,,,,,,,,,,-8.671854,72.49061,,23.2119,-23.83037,-17.69618,21.02671,,,,,,,,,,,,
2001-01,,,,,,,,,,,,1.324793,71.44646,-3.561057,-17.63588,-35.94988,-27.2815,22.28838,4.325569,31.01207,,,,,,,,,,
2001-02,,,,,,,,,,,,-14.41508,70.88565,-10.53032,2.236013,-30.90009,-19.71008,-10.10915,21.34853,65.54062,,,,,,,,,,
2001-03,,,,,,,,,,,,-13.71968,69.76879,-12.59825,2.236013,-26.86025,-14.5768,-12.06277,-62.39037,61.91862,,,,,,,,,,
2001-04,,,,,,,,,,,,12.14998,67.28481,-7.355682,-22.05186,-6.661063,-11.72375,21.05916,20.1459,51.01201,,,,,,,,,,
2001-05,,,,,,,,,,,,18.64881,68.72659,-4.398045,-45.23573,-11.71086,-12.85485,22.42156,2.864032,49.98655,,,,,,,,,,
2001-06,,,,,,,,,,,,12.05985,69.4375,-5.633449,-23.15585,-7.671022,-12.47721,20.69471,-19.3305,50.18367,,,,,,,,,,
2001-07,,,,,,,,,,,,15.48561,69.48505,-4.227241,-3.283957,14.54808,-11.51611,28.62478,-15.77361,48.94989,,,,,,,,,,
2001-08,,,,,,,,,,,,8.752945,70.31436,-3.290749,-25.36384,-31.91004,-5.31481,32.80504,4.319071,50.83399,,,,,,,,,,
2001-09,,,,,,,,,,,,-8.576487,70.48795,-10.48021,24.3159,-16.76066,0.9689068,15.34709,7.559141,46.93317,,,,,,,,,,
2001-10,,,,,,,,,,,,-2.585242,71.80009,6.15956,2.236013,-17.77061,7.268743,12.2509,14.97237,41.64532,,,,,,,,,,
2001-11,,,,,,,,,,,,10.65678,72.66912,9.510923,-18.73988,12.52816,8.821036,0.702295,16.77057,44.17523,,,,,,,,,,
2001-12,,,,,,,,,,,,7.547175,73.09492,11.16687,-19.84387,-13.73078,9.539211,16.52843,-31.26297,46.23311,,,,,,,,,,
2002-01,,,,,,,,,,,,-9.442913,75.08194,6.997635,13.27595,7.478366,9.530631,-22.53115,3.302049,37.42289,,,,,,,,,,
2002-02,,,,,,,,,,,,-3.026977,71.13889,6.428199,29.83587,9.498284,12.46322,11.25665,3.488885,30.95059,,,,,,,,,,
2002-03,,,,,,,,,,,,6.606405,74.14444,2.583217,-3.283957,11.5182,12.57358,5.017056,9.115681,36.44561,,,,,,,,,,
2002-04,,,,,,,,,,,,9.49778,72.49287,-10.35562,-8.803927,9.498284,9.980043,10.19113,6.229766,42.47581,,,,,,,,,,
2002-05,,,,,,,,,,,,-2.889194,73.96227,0.4054304,-14.3239,-23.83037,12.98967,0.8388895,16.50594,39.41981,,,,,,,,,,
2002-06,,,,,,,,,,,,3.761025,74.18533,-4.813887,29.83587,7.478366,17.64992,33.64058,-16.18894,40.89211,,,,,,,,,,
2002-07,,,,,,,,,,,,-2.080069,75.46167,0.1975586,-5.491946,-5.651104,23.09894,-6.081048,18.70495,45.56892,,,,,,,,,,
2002-08,,,,,,,,,,,,-2.048636,75.26028,-0.9936434,1.132019,-0.6013079,22.51249,-4.41258,12.14082,46.70153,,,,,,,,,,
2002-09,,,,,,,,,,,,9.196954,76.93467,-1.109248,2.236013,-2.621226,22.15073,32.4481,15.32664,49.12725,,,,,,,,,,
2002-10,,,,,,,,,,,,12.57594,78.00666,-0.4987864,-7.699934,-1.611267,21.67971,31.63915,1.323264,13.95498,,,,,,,,,,
2002-11,,,,,,,,,,,,15.35276,75.9389,-3.820122,-37.50777,-12.72082,19.19533,21.27133,12.60766,44.87595,,,,,,,,,,
2002-12,,,,,,,,,,,,10.05197,76.16389,-3.41533,-6.59594,3.438529,15.62759,20.12143,-8.121614,50.57874,,,,,,,,,,
2003-01,,,,,,,,,,,,-13.63615,76.1969,-17.99755,-7.699934,-12.72082,11.30053,-35.88756,11.43187,53.81091,,,,,,,,,,
2003-02,,,,,,,,,,,,-11.06052,72.22711,-11.52362,44.18779,-16.76066,19.13705,27.7669,-3.672905,48.78276,,,,,,,,,,
2003-03,,,,,,,,,,,,-10.96417,76.87127,-7.636803,11.06797,-6.661063,23.77828,-15.16349,14.29438,40.37024,,,,,,,,,,
2003-04,,,,,,,,,,,,6.625267,74.47863,-5.020956,-2.179963,-5.651104,25.14319,23.34694,-8.912467,-2.258134,,,,,,,,,,
2003-05,,,,,,,,,,,,10.01579,76.66948,-6.118844,-11.01192,-5.651104,21.79348,24.68655,4.187306,0.2561035,,,,,,,,,,
2003-06,,,,,,,,,,,,1.915884,77.38289,-0.718995,11.06797,-10.7009,20.5097,27.51652,27.13501,8.648496,,,,,,,,,,
2003-07,,,,,,,,,,,,-3.074785,77.68437,0.04057572,-9.907922,-17.77061,20.02324,-1.361662,21.82476,1.263657,,,,,,,,,,
2003-08,,,,,,,,,,,,-0.8074344,78.46719,-2.397025,-6.59594,4.448488,16.23697,-13.46673,10.08448,-17.84294,,,,,,,,,,
2003-09,,,,,,,,,,,,7.285491,80.69922,1.834733,23.2119,5.458447,12.60738,39.60992,6.08065,-5.048763,,,,,,,,,,
2003-10,,,,,,,,,,,,-0.04714865,78.23508,0.2337624,-8.803927,-10.7009,8.945725,1.755526,22.97736,4.031293,,,,,,,,,,
2003-11,,,,,,,,,,,,3.767796,78.44571,4.218683,12.17196,-11.71086,12.36545,35.18621,5.517519,9.970739,,,,,,,,,,
2003-12,,,,,,,,,,,,9.089302,78.92567,1.44418,-33.0918,-5.651104,14.52471,-0.1727885,24.91784,8.272557,,,,,,,,,18.3,64.0
2004-01,,,,,,,,,,,,-8.529308,78.42282,2.481796,-1.075969,-19.79053,15.78978,-6.873361,16.97095,42.72435,,,,,,,,115.2296,17.575,58.7
2004-02,,,,,,,,,,,,9.353493,74.08693,0.0888448,11.06797,5.458447,20.56271,33.67,0.4500969,16.97017,,,,,,,,115.8163,15.1,59.2
2004-03,,,,,,,,,,,,-0.04315111,80.47021,1.191293,-23.15585,2.42857,21.60223,-25.71387,24.30559,17.15969,,,,,,,,114.7603,13.1,64.1
2004-04,,,,,,,,,,,,6.906644,74.96351,1.509057,-15.42789,5.458447,18.80407,-0.1664075,-7.97456,-10.45379,,,,,,,,114.7603,14.115,62.0
2004-05,,,,,,,,,,,,8.868676,81.83356,3.0476,-14.3239,0.4086514,11.29468,11.87348,17.24524,21.3065,,,,,,,,110.3013,6.07,69.0
2004-06,,,,,,,,,,,,-8.77176,82.21241,0.6936538,18.79593,-6.661063,6.311618,-0.8582914,36.31012,16.63443,,,,,,,,109.5972,7.5,63.0
2004-07,,,,,,,,,,,,-12.48955,81.82677,0.6443784,32.04385,-11.71086,2.148833,6.28606,11.00843,13.56082,,,,,,,,108.1891,5.045,66.0
2004-08,,,,,,,,,,,,-4.418071,80.89182,6.487199,7.755984,0.4086514,5.71113,-5.906881,8.140328,13.92202,,,,,,,,103.2608,-1.145,73.0
2004-09,,,,,,,,,,,,15.7322,81.5759,3.093243,-9.907922,12.52816,9.461553,24.76051,5.643633,32.40651,,,,,,,,105.1382,2.81,72.0
2004-10,,,,,,,,,,,,8.333283,80.222,14.9335,-2.179963,16.568,13.16948,6.251889,-7.769391,34.9281,,,,,,,,106.1943,3.49,73.0
